Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2015,1,Daytona,1.0,3.0,19.0,Tyler Reddick,Draw-Tite (Brad Keselowski),Ford,100.0,91804.0,running,46.0,48.0
2015,1,Daytona,2.0,7.0,4.0,Erik Jones,Toyota (Kyle Busch),Toyota,100.0,58057.0,running,0.0,42.0
2015,1,Daytona,3.0,9.0,20.0,"Scott Lagasse, Jr.",Alert Today FL / Boy Scouts of America (Bob Newberry),Chevrolet,100.0,42138.0,running,0.0,0.0
2015,1,Daytona,4.0,4.0,29.0,Austin Theriault,Cooper Standard Careers for Veterans (Brad Keselowski),Ford,100.0,32221.0,running,9.0,31.0
2015,1,Daytona,5.0,15.0,7.0,"Ray Black, Jr.",ScubaLife / NASE Worldwide (Bobby Dotter),Chevrolet,100.0,26294.0,running,0.0,39.0
2015,1,Daytona,6.0,13.0,92.0,David Gilliland,BTS Tire & Wheel Distributors / Black's Tire (Ricky Benton),Ford,100.0,22729.0,running,1.0,0.0
2015,1,Daytona,7.0,28.0,99.0,Bryan Silas,Kapoya Premium Energy Drink (Chris Baluch),Chevrolet,100.0,22981.0,running,0.0,37.0
2015,1,Daytona,8.0,31.0,88.0,Matt Crafton,Damp Rid / Menards (Duke Thorson),Toyota,100.0,22883.0,running,1.0,37.0
2015,1,Daytona,9.0,30.0,51.0,Daniel Suarez,Arris / Telcel (Kyle Busch),Toyota,100.0,20786.0,running,5.0,0.0
2015,1,Daytona,10.0,19.0,98.0,Johnny Sauter,Smokey Mountain Herbal Snuff / Curb Records (Mike Curb),Toyota,100.0,20638.0,running,0.0,34.0
2015,1,Daytona,11.0,1.0,33.0,Ty Dillon,Rheem / Gemaire (Maury Gallagher),Chevrolet,100.0,19673.0,running,37.0,0.0
2015,1,Daytona,12.0,23.0,8.0,Korbin Forrister,Tilted Kilt (Christopher Long),Chevrolet,100.0,19430.0,running,0.0,32.0
2015,1,Daytona,13.0,29.0,2.0,Tyler Young,AKL Insurance/Randco/Young's Building Systems (Randy Young),Chevrolet,100.0,19300.0,running,1.0,32.0
2015,1,Daytona,14.0,22.0,6.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,100.0,19171.0,running,0.0,30.0
2015,1,Daytona,15.0,2.0,94.0,Travis Kvapil,Chargebacks 911 / MerchantSystems.com (Jay Robinson),Chevrolet,93.0,17192.0,running,0.0,29.0
2015,1,Daytona,16.0,21.0,28.0,Ryan Ellis,FDNY 150th Anniversary (Jim Rosenblum),Chevrolet,87.0,16798.0,crash,0.0,0.0
2015,1,Daytona,17.0,5.0,31.0,James Buescher,GunBroker.com (Bob Newberry),Chevrolet,85.0,16469.0,running,0.0,27.0
2015,1,Daytona,18.0,11.0,10.0,Jennifer Jo Cobb,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,77.0,18590.0,running,0.0,26.0
2015,1,Daytona,19.0,16.0,25.0,Matt Tifft,Federated Auto Parts (Bill Venturini),Toyota,64.0,18461.0,rear hub,0.0,25.0
2015,1,Daytona,20.0,18.0,8.0,Joe Nemechek,D.A.B. Constructors (Joe Nemechek),Chevrolet,62.0,18896.0,running,0.0,24.0
2015,1,Daytona,21.0,10.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,61.0,18267.0,running,0.0,23.0
2015,1,Daytona,22.0,26.0,5.0,John Wes Townley,Zaxby's (Tony Townley),Chevrolet,48.0,18138.0,crash,0.0,22.0
2015,1,Daytona,23.0,14.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,48.0,18009.0,crash,0.0,21.0
2015,1,Daytona,24.0,32.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,48.0,16629.0,crash,0.0,20.0
2015,1,Daytona,25.0,8.0,84.0,Chris Fontaine,Glenden Enterprises (Chris Fontaine),Toyota,48.0,15650.0,crash,0.0,0.0
2015,1,Daytona,26.0,20.0,14.0,Daniel Hemric,California Clean Power (Bob Newberry),Chevrolet,48.0,16435.0,crash,0.0,18.0
2015,1,Daytona,27.0,24.0,40.0,Todd Peck,Arthritis Foundation (Michael Peck),Chevrolet,48.0,15241.0,crash,0.0,17.0
2015,1,Daytona,28.0,6.0,11.0,Ben Kennedy,Local Motors (Tom DeLoach),Toyota,20.0,14661.0,crash,0.0,16.0
2015,1,Daytona,29.0,25.0,54.0,Justin Boston,BitPay (Kyle Busch),Toyota,18.0,14550.0,crash,0.0,15.0
2015,1,Daytona,30.0,17.0,82.0,Austin Hill,Arco Design / Build / A&D Welding (John Corr),Ford,13.0,14050.0,crash,0.0,0.0
2015,1,Daytona,31.0,12.0,1.0,Donnie Neuenberger,Eagle Convenience Stores (Mark Beaver),Chevrolet,13.0,12550.0,crash,0.0,13.0
2015,1,Daytona,32.0,27.0,35.0,Justin Marks,American Born Moonshine / GoPro Motorplex (Kevin Cywinski),Toyota,12.0,11550.0,crash,0.0,0.0
2015,2,Atlanta,1.0,15.0,88.0,Matt Crafton,Fisher Nuts Exactly Snack Bites / Menards (Duke Thorson),Toyota,130.0,45285.0,running,85.0,48.0
2015,2,Atlanta,2.0,14.0,33.0,Ty Dillon,Rheem (Maury Gallagher),Chevrolet,130.0,26957.0,running,0.0,0.0
2015,2,Atlanta,3.0,1.0,11.0,Ben Kennedy,Local Motors (Tom DeLoach),Toyota,130.0,27620.0,running,1.0,42.0
2015,2,Atlanta,4.0,4.0,51.0,Daniel Suarez,Arris / Telcel (Kyle Busch),Toyota,130.0,21261.0,running,1.0,0.0
2015,2,Atlanta,5.0,11.0,19.0,Tyler Reddick,Reese Towpower / Draw-Tite (Brad Keselowski),Ford,130.0,18707.0,running,0.0,39.0
2015,2,Atlanta,6.0,13.0,98.0,Johnny Sauter,Nextant Aerospace / Curb Records (Mike Curb),Toyota,130.0,16667.0,running,0.0,38.0
2015,2,Atlanta,7.0,2.0,4.0,Erik Jones,Toyota (Kyle Busch),Toyota,130.0,17112.0,running,37.0,38.0
2015,2,Atlanta,8.0,8.0,31.0,James Buescher,NTS Motorsports (Bob Newberry),Chevrolet,129.0,13612.0,running,0.0,36.0
2015,2,Atlanta,9.0,16.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,129.0,15807.0,running,0.0,35.0
2015,2,Atlanta,10.0,7.0,8.0,Joe Nemechek,SWM Gun Runner / swmtx.com (Joe Nemechek),Chevrolet,129.0,16701.0,running,0.0,34.0
2015,2,Atlanta,11.0,18.0,39.0,Ryan Sieg,Raceday Nation / Pull-A-Part / Big Green Egg (Rod Sieg),Chevrolet,129.0,13446.0,running,0.0,0.0
2015,2,Atlanta,12.0,5.0,5.0,John Wes Townley,Zaxby's (Tony Townley),Chevrolet,129.0,15557.0,running,0.0,32.0
2015,2,Atlanta,13.0,9.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,129.0,15501.0,running,0.0,31.0
2015,2,Atlanta,14.0,3.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,129.0,15445.0,running,0.0,30.0
2015,2,Atlanta,15.0,10.0,29.0,Brad Keselowski,Cooper Standard (Brad Keselowski),Ford,129.0,13657.0,running,6.0,0.0
2015,2,Atlanta,16.0,6.0,54.0,Justin Boston,Discovering Lucy Angel / AXS TV (Kyle Busch),Toyota,129.0,15168.0,running,0.0,28.0
2015,2,Atlanta,17.0,20.0,75.0,Caleb Holman,Food Country USA / Morning Fresh Farms (Charlie Henderson),Chevrolet,127.0,12807.0,running,0.0,27.0
2015,2,Atlanta,18.0,29.0,63.0,Garrett Smithley,HeroBox (Mike Mittler),Chevrolet,126.0,14919.0,running,0.0,26.0
2015,2,Atlanta,19.0,12.0,14.0,Daniel Hemric,California Clean Power (Bob Newberry),Chevrolet,126.0,14807.0,running,0.0,25.0
2015,2,Atlanta,20.0,26.0,8.0,Korbin Forrister,Tilted Kilt (Christopher Long),Chevrolet,125.0,15252.0,running,0.0,24.0
