Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2008,4,Martinsville,21.0,2.0,15.0,Denny Hamlin,Miccosukee Resorts & Gaming (Billy Ballew),Toyota,253.0,8360.0,running,64.0,105.0
2008,4,Martinsville,22.0,29.0,40.0,Chad Chaffin,Key Motorsports (Curtis Key),Chevrolet,253.0,10585.0,running,0.0,97.0
2008,4,Martinsville,23.0,33.0,20.0,"Scott Lagasse, Jr.",Nicholson Group Development (Tad Geschickter),Ford,253.0,10560.0,running,0.0,94.0
2008,4,Martinsville,24.0,1.0,2.0,Jack Sprague,Camping World / RVs.com (Kevin Harvick),Chevrolet,253.0,10160.0,running,28.0,96.0
2008,4,Martinsville,25.0,22.0,23.0,"Johnny Benson, Jr.",Toyota Certified Used Vehicles (Bill Davis),Toyota,253.0,9185.0,running,0.0,88.0
2008,4,Martinsville,26.0,11.0,51.0,Kyle Busch,Miccosukee Resorts (Billy Ballew),Toyota,253.0,8135.0,running,32.0,90.0
2008,4,Martinsville,27.0,31.0,8.0,Jason White,GunBroker.com (Bobby Dotter),Dodge,252.0,9110.0,running,0.0,82.0
2008,4,Martinsville,28.0,34.0,21.0,Jon Wood,The Barnhill Group (Wood Brothers),Ford,252.0,8085.0,running,0.0,79.0
2008,4,Martinsville,29.0,20.0,5.0,Mike Skinner,Toyota Tundra (Bill Davis),Toyota,251.0,8035.0,running,0.0,76.0
2008,4,Martinsville,30.0,4.0,16.0,Brian Scott,Shark Energy Drink (Joe Scott),Chevrolet,250.0,8010.0,running,0.0,73.0
2008,4,Martinsville,31.0,32.0,85.0,Brent Raymer,"A & J Concrete / Cars, Trucks & RVs (Brent Raymer)",Ford,250.0,7565.0,running,0.0,70.0
2008,4,Martinsville,32.0,30.0,8.0,Chad McCumbee,Malcolmson Construction (Dave Malcolmson),Chevrolet,249.0,7535.0,running,0.0,67.0
2008,4,Martinsville,33.0,36.0,42.0,Tim Cowen,Cowen Truck Lines (Robert Cowen),Ford,247.0,7510.0,running,0.0,64.0
2008,4,Martinsville,34.0,8.0,13.0,Shelby Howard,ThorSport Racing (Duke Thorson),Chevrolet,237.0,7485.0,crash,0.0,61.0
2008,4,Martinsville,35.0,26.0,4.0,Stacy Compton,Shelor.com / Dodge Dealers (Bobby Hamilton Racing),Dodge,219.0,7460.0,running,0.0,58.0
2008,4,Martinsville,36.0,27.0,7.0,Andy Lally,TRG Motorsports / Adobe Road Winery (Kevin Buckler),Chevrolet,77.0,7405.0,crash,0.0,55.0
2008,5,Kansas,1.0,1.0,33.0,"Ron Hornaday, Jr.",Camping World (Kevin Harvick),Chevrolet,167.0,61475.0,running,136.0,195.0
2008,5,Kansas,2.0,3.0,2.0,Jack Sprague,American Commercial Lines (Kevin Harvick),Chevrolet,167.0,37500.0,running,8.0,175.0
2008,5,Kansas,3.0,6.0,6.0,Colin Braun,Con-way Freight (Jack Roush),Ford,167.0,29220.0,running,0.0,165.0
2008,5,Kansas,4.0,25.0,23.0,"Johnny Benson, Jr.",Toyota Certified Used Vehicles (Bill Davis),Toyota,167.0,20335.0,running,2.0,165.0
2008,5,Kansas,5.0,18.0,5.0,Mike Skinner,Toyota Tundra (Bill Davis),Toyota,167.0,15885.0,running,0.0,155.0
2008,5,Kansas,6.0,22.0,10.0,Brendan Gaughan,International MAXX Force Diesel (Tom Mitchell),Ford,167.0,14685.0,running,0.0,150.0
2008,5,Kansas,7.0,2.0,8.0,Chad McCumbee,Malcolmson Construction (Dave Malcolmson),Chevrolet,167.0,16035.0,running,16.0,151.0
2008,5,Kansas,8.0,8.0,22.0,Scott Speed,Red Bull (Bill Davis),Toyota,167.0,13860.0,running,0.0,142.0
2008,5,Kansas,9.0,12.0,14.0,Rick Crawford,Power Stroke Diesel by Intl. (Tom Mitchell),Ford,167.0,13785.0,running,0.0,138.0
2008,5,Kansas,10.0,30.0,59.0,Ted Musgrave,Team ASE / Harris Trucking (James Harris),Toyota,167.0,15185.0,running,0.0,134.0
2008,5,Kansas,11.0,17.0,9.0,Justin Marks,V Foundation / Germain Toyota (Germain Racing),Toyota,167.0,13685.0,running,0.0,130.0
2008,5,Kansas,12.0,13.0,71.0,Donny Lia,AutismSpeaks.org / TRG (Kevin Buckler),Chevrolet,167.0,13560.0,running,0.0,127.0
2008,5,Kansas,13.0,21.0,46.0,Landon Cassill,Morgan-Dollar Motorsports (David Dollar),Chevrolet,167.0,13485.0,running,0.0,124.0
2008,5,Kansas,14.0,11.0,16.0,Brian Scott,Albertson's (Joe Scott),Chevrolet,167.0,13435.0,running,0.0,121.0
2008,5,Kansas,15.0,29.0,8.0,Jason White,GunBroker.com (Bobby Dotter),Dodge,167.0,14735.0,running,1.0,123.0
2008,5,Kansas,16.0,19.0,13.0,Shelby Howard,ThorSport (Duke Thorson),Chevrolet,167.0,13310.0,running,0.0,115.0
2008,5,Kansas,17.0,27.0,40.0,Chad Chaffin,WrapItUpVehicleWraps.com / JMI (Curtis Key),Chevrolet,167.0,10985.0,running,0.0,112.0
2008,5,Kansas,18.0,16.0,51.0,Shane Sieg,Miccosukee Resorts (Billy Ballew),Toyota,167.0,13185.0,running,0.0,109.0
2008,5,Kansas,19.0,9.0,60.0,Terry Cook,AutismSpeaks.org / Wyler.com (Jeff Wyler),Toyota,167.0,13135.0,running,0.0,106.0
2008,5,Kansas,20.0,15.0,4.0,Stacy Compton,Gladstone Dodge (Bobby Hamilton Racing),Dodge,166.0,12510.0,running,0.0,103.0
2008,5,Kansas,21.0,26.0,88.0,Matt Crafton,Menards / McGuire-Nicholas (Duke Thorson),Chevrolet,166.0,11785.0,running,0.0,100.0
2008,5,Kansas,22.0,31.0,63.0,Jack Smith,Dave Porter Truck Sales (Mike Mittler),Ford,166.0,10760.0,running,3.0,102.0
2008,5,Kansas,23.0,10.0,30.0,Todd Bodine,Lumber Liquidators (Germain Racing),Toyota,156.0,10735.0,crash,0.0,94.0
2008,5,Kansas,24.0,4.0,9.0,Bobby East,Zaxby's (Jack Roush),Ford,154.0,10710.0,crash,0.0,91.0
2008,5,Kansas,25.0,20.0,18.0,Dennis Setzer,ShopHemi.com / Arrington Engines (Bobby Hamilton Racing),Dodge,126.0,10685.0,crash,0.0,88.0
2008,5,Kansas,26.0,32.0,21.0,Jon Wood,U.S. Air Force (Wood Brothers),Ford,115.0,10660.0,running,0.0,85.0
2008,5,Kansas,27.0,14.0,11.0,David Starr,Red Horse Racing (Tom DeLoach),Toyota,114.0,10635.0,crash,1.0,87.0
2008,5,Kansas,28.0,7.0,99.0,Erik Darnell,Northern Tool + Equipment (Jack Roush),Ford,108.0,10610.0,crash,0.0,79.0
2008,5,Kansas,29.0,24.0,7.0,Andy Lally,TRG Motorsports / Adobe Road Winery (Kevin Buckler),Chevrolet,106.0,10560.0,crash,0.0,76.0
2008,5,Kansas,30.0,23.0,20.0,"Scott Lagasse, Jr.",Nicholson Group / Kansas Jayhawks (Tad Geschickter),Ford,85.0,10535.0,crash,0.0,73.0
2008,5,Kansas,31.0,5.0,15.0,Marc Mitchell,"Ergon, Inc. (Billy Ballew)",Toyota,72.0,10510.0,crash,0.0,70.0
2008,5,Kansas,32.0,28.0,7.0,Ryan Lawler,Manheim's Dealers Auto Auctions (Ken Smith),Chevrolet,72.0,10485.0,engine,0.0,67.0
2008,5,Kansas,33.0,36.0,74.0,Jennifer Jo Cobb,The Annexus Group (Derrike Cope),Dodge,31.0,10460.0,engine,0.0,0.0
2008,5,Kansas,34.0,33.0,12.0,Mario Gosselin,CrashedToys.com / DGM Enterprises (Mario Gosselin),Chevrolet,25.0,10435.0,engine,0.0,61.0
2008,5,Kansas,35.0,34.0,73.0,Michelle Theriault,Nitrofill (Derrike Cope),Dodge,16.0,10410.0,electrical,0.0,58.0
2008,5,Kansas,36.0,35.0,0.0,Wayne Edwards,PAD Motorsports / Green Light (Gene Christensen),Chevrolet,2.0,10381.0,vibration,0.0,0.0
2008,6,Charlotte,1.0,18.0,88.0,Matt Crafton,Menards / McGuire-Nicholas (Duke Thorson),Chevrolet,138.0,63500.0,running,10.0,190.0
2008,6,Charlotte,2.0,7.0,8.0,Chad McCumbee,Malcolmson Construction (Dave Malcolmson),Chevrolet,138.0,35675.0,running,1.0,175.0
2008,6,Charlotte,3.0,29.0,10.0,Brendan Gaughan,International MAXX Force Diesel (Tom Mitchell),Ford,138.0,25870.0,running,0.0,165.0
2008,6,Charlotte,4.0,5.0,99.0,Erik Darnell,Northern Tool + Equipment (Jack Roush),Ford,138.0,19235.0,running,23.0,165.0
2008,6,Charlotte,5.0,15.0,14.0,Rick Crawford,Power Stroke Diesel by Intl. (Tom Mitchell),Ford,138.0,16085.0,running,0.0,155.0
2008,6,Charlotte,6.0,25.0,60.0,Terry Cook,Wyler.com (Jeff Wyler),Toyota,138.0,13010.0,running,2.0,155.0
2008,6,Charlotte,7.0,28.0,18.0,Dennis Setzer,Tahoe Smokeless (Bobby Hamilton Racing),Dodge,138.0,12510.0,running,1.0,151.0
2008,6,Charlotte,8.0,1.0,51.0,Kyle Busch,Miccosukee Resorts / NOS Energy (Billy Ballew),Toyota,138.0,12060.0,running,86.0,152.0
2008,6,Charlotte,9.0,8.0,46.0,Landon Cassill,GoDaddy.com (David Dollar),Chevrolet,138.0,12285.0,running,0.0,138.0
2008,6,Charlotte,10.0,4.0,5.0,Mike Skinner,Toyota Banner Sales Event (Bill Davis),Toyota,138.0,13635.0,running,0.0,134.0
2008,6,Charlotte,11.0,14.0,23.0,"Johnny Benson, Jr.",Exide Batteries (Bill Davis),Toyota,138.0,11760.0,running,0.0,130.0
