Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2024,1,Daytona,36.0,10.0,46.0,Thad Moffitt,Customers Bank (Lane Moore),Chevrolet,5.0,crash,0.0,1.0,0.0
2024,2,Atlanta,1.0,7.0,7.0,Kyle Busch,Group1001 (Spire Motorsports),Chevrolet,135.0,running,33.0,0.0,0.0
2024,2,Atlanta,2.0,3.0,98.0,Ty Majeski,Farm Paint/ Curb Records (Mike Curb),Ford,135.0,running,3.0,46.0,0.0
2024,2,Atlanta,3.0,19.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,135.0,running,0.0,40.0,0.0
2024,2,Atlanta,4.0,31.0,17.0,Taylor Gray,JBL (David Gilliland),Toyota,135.0,running,0.0,35.0,0.0
2024,2,Atlanta,5.0,18.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,135.0,running,0.0,37.0,0.0
2024,2,Atlanta,6.0,25.0,45.0,Kaden Honeycutt,Georgia Governor's Office of Highway Safety (Al Niece),Chevrolet,135.0,running,0.0,31.0,0.0
2024,2,Atlanta,7.0,2.0,18.0,Tyler Ankrum,LiUNA! (Bill McAnally),Chevrolet,135.0,running,46.0,48.0,0.0
2024,2,Atlanta,8.0,12.0,71.0,Rajah Caruth,HendrickCars.com (Spire Motorsports),Chevrolet,135.0,running,0.0,32.0,0.0
2024,2,Atlanta,9.0,1.0,43.0,Daniel Dye,Champion Container (Bill McAnally),Chevrolet,135.0,running,0.0,30.0,0.0
2024,2,Atlanta,10.0,23.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,135.0,running,4.0,27.0,0.0
2024,2,Atlanta,11.0,24.0,32.0,Bret Holmes,Precision Garage Door (Stacy Holmes),Chevrolet,135.0,running,0.0,26.0,0.0
2024,2,Atlanta,12.0,29.0,33.0,Lawless Alan,AUTOParkIt (Josh Reaume),Ford,135.0,running,0.0,25.0,0.0
2024,2,Atlanta,13.0,8.0,88.0,Matt Crafton,Slim Jim/Menards (Duke Thorson),Ford,135.0,running,0.0,24.0,0.0
2024,2,Atlanta,14.0,17.0,25.0,Ty Dillon,Rackley Roofing (Rackley W.A.R.),Chevrolet,135.0,running,0.0,23.0,0.0
2024,2,Atlanta,15.0,9.0,77.0,Chase Purdy,Bama Buggies (Spire Motorsports),Chevrolet,135.0,running,0.0,22.0,0.0
2024,2,Atlanta,16.0,11.0,13.0,Jake Garcia,Quanta Services (Duke Thorson),Ford,135.0,running,0.0,26.0,0.0
2024,2,Atlanta,17.0,15.0,1.0,Colby Howard,Project Hope Foundation (David Gilliland),Toyota,135.0,running,0.0,20.0,0.0
2024,2,Atlanta,18.0,27.0,56.0,Timmy Hill,Coble Enterprises/UNITS (Timmy Hill),Toyota,135.0,running,0.0,19.0,0.0
2024,2,Atlanta,19.0,22.0,15.0,Tanner Gray,Dead On Tools (David Gilliland),Toyota,135.0,running,0.0,25.0,0.0
2024,2,Atlanta,20.0,30.0,2.0,Mason Massey,Anderson Power Services (Randy Young),Chevrolet,135.0,running,0.0,17.0,0.0
2024,2,Atlanta,21.0,32.0,22.0,Keith McGee,More Core (Kevin Cywinski),Ford,134.0,running,0.0,16.0,0.0
2024,2,Atlanta,22.0,33.0,76.0,Spencer Boyd,Latitude Aero,Chevrolet,134.0,running,0.0,15.0,0.0
2024,2,Atlanta,23.0,16.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,133.0,running,0.0,14.0,0.0
2024,2,Atlanta,24.0,26.0,21.0,Mason Maggio,S I Yachts (Scott Osteen),Ford,133.0,running,0.0,13.0,0.0
2024,2,Atlanta,25.0,6.0,9.0,Grant Enfinger,Champion Power Equipment (Codie Rohrbaugh),Chevrolet,133.0,running,23.0,28.0,0.0
2024,2,Atlanta,26.0,28.0,46.0,Thad Moffitt,Petty's Garage (Lane Moore),Chevrolet,132.0,running,0.0,11.0,0.0
2024,2,Atlanta,27.0,21.0,42.0,Matt Mills,J.F. Electric/Utilitra (Al Niece),Chevrolet,132.0,running,6.0,10.0,0.0
2024,2,Atlanta,28.0,14.0,99.0,Ben Rhodes,Campers Inn RV (Duke Thorson),Ford,130.0,running,0.0,15.0,0.0
2024,2,Atlanta,29.0,10.0,66.0,Conner Jones,TBD (Duke Thorson),Ford,129.0,running,0.0,8.0,0.0
2024,2,Atlanta,30.0,20.0,41.0,Bayley Currey,AutoVentive/DealBadger (Al Niece),Chevrolet,96.0,damage,0.0,9.0,0.0
2024,2,Atlanta,31.0,4.0,91.0,Jack Wood,Klotz Synthetics (Bill McAnally),Chevrolet,57.0,crash,0.0,9.0,0.0
2024,2,Atlanta,32.0,5.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,50.0,brakes,20.0,15.0,1.0
2024,2,Atlanta,33.0,13.0,38.0,Layne Riggs,Northside Hospital (Bob Jenkins),Ford,133.0,running,0.0,4.0,0.0
2024,3,Las Vegas,1.0,1.0,71.0,Rajah Caruth,HendrickCars.com (Spire Motorsports),Chevrolet,134.0,running,38.0,57.0,5.0
2024,3,Las Vegas,2.0,5.0,18.0,Tyler Ankrum,LiUNA! (Bill McAnally),Chevrolet,134.0,running,0.0,42.0,0.0
2024,3,Las Vegas,3.0,25.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,134.0,running,18.0,49.0,0.0
2024,3,Las Vegas,4.0,19.0,17.0,Taylor Gray,Mobil 1 (David Gilliland),Toyota,134.0,running,4.0,44.0,0.0
2024,3,Las Vegas,5.0,14.0,1.0,Christopher Bell,Mobil 1 (David Gilliland),Toyota,134.0,running,2.0,0.0,0.0
2024,3,Las Vegas,6.0,2.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,134.0,running,7.0,31.0,0.0
2024,3,Las Vegas,7.0,15.0,88.0,Matt Crafton,Black Label Bacon/Menards (Duke Thorson),Ford,134.0,running,0.0,32.0,0.0
2024,3,Las Vegas,8.0,7.0,91.0,Zane Smith,Instacoat Premium Products (Bill McAnally),Chevrolet,134.0,running,0.0,0.0,0.0
2024,3,Las Vegas,9.0,10.0,9.0,Grant Enfinger,Champion Power Equipment (Codie Rohrbaugh),Chevrolet,134.0,running,0.0,34.0,0.0
2024,3,Las Vegas,10.0,6.0,98.0,Ty Majeski,Curb Records 60 Years (Mike Curb),Ford,134.0,running,40.0,47.0,2.0
2024,3,Las Vegas,11.0,12.0,13.0,Jake Garcia,Quanta Services (Duke Thorson),Ford,134.0,running,0.0,26.0,0.0
2024,3,Las Vegas,12.0,20.0,32.0,Bret Holmes,Precision Garage Door (Stacy Holmes),Chevrolet,134.0,running,0.0,25.0,0.0
2024,3,Las Vegas,13.0,13.0,99.0,Ben Rhodes,Kubota (Duke Thorson),Ford,134.0,running,0.0,24.0,0.0
2024,3,Las Vegas,14.0,26.0,66.0,Conner Jones,Cincinnati (Duke Thorson),Ford,133.0,running,0.0,23.0,0.0
2024,3,Las Vegas,15.0,4.0,7.0,Kyle Busch,Group1001 (Spire Motorsports),Chevrolet,133.0,running,13.0,0.0,0.0
2024,3,Las Vegas,16.0,11.0,77.0,Chase Purdy,Bama Buggies (Spire Motorsports),Chevrolet,133.0,running,1.0,21.0,0.0
2024,3,Las Vegas,17.0,8.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,133.0,running,5.0,25.0,0.0
2024,3,Las Vegas,18.0,3.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,133.0,running,0.0,29.0,0.0
2024,3,Las Vegas,19.0,18.0,45.0,Connor Mosack,Chevy Accessories (Al Niece),Chevrolet,133.0,running,0.0,18.0,0.0
2024,3,Las Vegas,20.0,24.0,15.0,Tanner Gray,Dead On Tools (David Gilliland),Toyota,133.0,running,0.0,17.0,0.0
2024,3,Las Vegas,21.0,29.0,2.0,Mason Massey,Anderson Power Services (Randy Young),Chevrolet,133.0,running,6.0,16.0,0.0
2024,3,Las Vegas,22.0,21.0,38.0,Layne Riggs,Love's RV Stops (Bob Jenkins),Ford,133.0,running,0.0,15.0,0.0
2024,3,Las Vegas,23.0,28.0,33.0,Lawless Alan,AUTOChargit Mobile (Josh Reaume),Ford,133.0,running,0.0,14.0,0.0
2024,3,Las Vegas,24.0,9.0,43.0,Daniel Dye,NAPA Nightvision (Bill McAnally),Chevrolet,132.0,running,0.0,13.0,0.0
2024,3,Las Vegas,25.0,30.0,46.0,Thad Moffitt,South Point Hotel & Casino (Lane Moore),Chevrolet,132.0,running,0.0,12.0,0.0
2024,3,Las Vegas,26.0,16.0,25.0,Ty Dillon,Rackley Roofing (Rackley W.A.R.),Chevrolet,132.0,running,0.0,11.0,0.0
2024,3,Las Vegas,27.0,31.0,22.0,Keith McGee,More Core (Kevin Cywinski),Ford,131.0,running,0.0,10.0,0.0
2024,3,Las Vegas,28.0,17.0,41.0,Bayley Currey,Niece (Al Niece),Chevrolet,129.0,running,0.0,9.0,0.0
2024,3,Las Vegas,29.0,32.0,76.0,Spencer Boyd,Nor-Cal Equipment Rentals,Chevrolet,128.0,running,0.0,8.0,0.0
2024,3,Las Vegas,30.0,23.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,125.0,running,0.0,7.0,0.0
2024,3,Las Vegas,31.0,22.0,42.0,Matt Mills,J.F. Electric/Utilitra (Al Niece),Chevrolet,125.0,running,0.0,6.0,0.0
2024,3,Las Vegas,32.0,27.0,56.0,Timmy Hill,Coble Enterprises/UNITS (Timmy Hill),Toyota,75.0,electrical,0.0,5.0,0.0
2024,4,Bristol,1.0,1.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,250.0,running,144.0,57.0,5.0
2024,4,Bristol,2.0,4.0,7.0,Kyle Busch,Group1001 (Spire Motorsports),Chevrolet,250.0,running,105.0,0.0,0.0
2024,4,Bristol,3.0,7.0,91.0,Zane Smith,Instacoat Premium Products (Bill McAnally),Chevrolet,250.0,running,1.0,0.0,0.0
2024,4,Bristol,4.0,20.0,88.0,Matt Crafton,Great Lakes Flooring/Menards (Duke Thorson),Ford,250.0,running,0.0,36.0,0.0
2024,4,Bristol,5.0,9.0,18.0,Tyler Ankrum,Ullico (Bill McAnally),Chevrolet,250.0,running,0.0,41.0,0.0
2024,4,Bristol,6.0,15.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,250.0,running,0.0,31.0,0.0
2024,4,Bristol,7.0,3.0,17.0,Taylor Gray,Factory Canopies (David Gilliland),Toyota,250.0,running,0.0,35.0,0.0
2024,4,Bristol,8.0,6.0,71.0,Rajah Caruth,HendrickCars.com (Spire Motorsports),Chevrolet,250.0,running,0.0,29.0,0.0
2024,4,Bristol,9.0,13.0,9.0,Grant Enfinger,Champion Power Equipment (Codie Rohrbaugh),Chevrolet,250.0,running,0.0,29.0,0.0
2024,4,Bristol,10.0,28.0,38.0,Layne Riggs,Love's Travel Stops (Bob Jenkins),Ford,250.0,running,0.0,28.0,0.0
2024,4,Bristol,11.0,12.0,41.0,Bayley Currey,Niece (Al Niece),Chevrolet,250.0,running,0.0,26.0,0.0
2024,4,Bristol,12.0,8.0,45.0,Kaden Honeycutt,Chevy Accessories (Al Niece),Chevrolet,250.0,running,0.0,27.0,0.0
2024,4,Bristol,13.0,10.0,43.0,Daniel Dye,Champion Container (Bill McAnally),Chevrolet,250.0,running,0.0,24.0,0.0
2024,4,Bristol,14.0,17.0,13.0,Jake Garcia,Quanta Services (Duke Thorson),Ford,250.0,running,0.0,23.0,0.0
2024,4,Bristol,15.0,21.0,15.0,Tanner Gray,Dead On Tools (David Gilliland),Toyota,250.0,running,0.0,22.0,0.0
2024,4,Bristol,16.0,16.0,99.0,Ben Rhodes,TSport (Duke Thorson),Ford,250.0,running,0.0,26.0,0.0
2024,4,Bristol,17.0,2.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,250.0,running,0.0,37.0,0.0
2024,4,Bristol,18.0,25.0,75.0,Stefan Parsons,popsells.com (Charlie Henderson),Chevrolet,249.0,running,0.0,19.0,0.0
2024,4,Bristol,19.0,14.0,66.0,Conner Jones,Farm Paint (Duke Thorson),Ford,249.0,running,0.0,18.0,0.0
2024,4,Bristol,20.0,26.0,25.0,Ty Dillon,Rackley Roofing (Rackley W.A.R.),Chevrolet,249.0,running,0.0,17.0,0.0
2024,4,Bristol,21.0,19.0,1.0,William Sawalich,Starkey/Soundgear (David Gilliland),Toyota,248.0,running,0.0,16.0,0.0
2024,4,Bristol,22.0,23.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,248.0,running,0.0,19.0,0.0
2024,4,Bristol,23.0,22.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,247.0,running,0.0,14.0,0.0
2024,4,Bristol,24.0,27.0,56.0,Timmy Hill,Hill Motorsports (Timmy Hill),Toyota,247.0,running,0.0,13.0,0.0
2024,4,Bristol,25.0,18.0,42.0,Matt Mills,J.F. Electric/Utilitra (Al Niece),Chevrolet,247.0,running,0.0,12.0,0.0
2024,4,Bristol,26.0,33.0,46.0,Thad Moffitt,Petty's Garage (Lane Moore),Chevrolet,246.0,running,0.0,11.0,0.0
2024,4,Bristol,27.0,29.0,33.0,Lawless Alan,AUTOParkIt (Josh Reaume),Ford,246.0,running,0.0,10.0,0.0
2024,4,Bristol,28.0,31.0,2.0,Mason Massey,RandCo (Randy Young),Chevrolet,245.0,running,0.0,9.0,0.0
2024,4,Bristol,29.0,36.0,21.0,Mason Maggio,Rock Hill ACE Hardware (Scott Osteen),Ford,244.0,running,0.0,8.0,0.0
2024,4,Bristol,30.0,30.0,76.0,Spencer Boyd,Freedom Warranty,Chevrolet,242.0,running,0.0,7.0,0.0
2024,4,Bristol,31.0,24.0,32.0,Bret Holmes,David's Electric (Stacy Holmes),Chevrolet,242.0,running,0.0,6.0,0.0
2024,4,Bristol,32.0,34.0,22.0,Keith McGee,More Core (Kevin Cywinski),Ford,238.0,running,0.0,5.0,0.0
2024,4,Bristol,33.0,11.0,77.0,Chase Purdy,Bama Buggies (Spire Motorsports),Chevrolet,228.0,running,0.0,4.0,0.0
2024,4,Bristol,34.0,5.0,98.0,Ty Majeski,Soda Sense/Curb Records (Mike Curb),Ford,170.0,engine,0.0,17.0,0.0
2024,4,Bristol,35.0,35.0,14.0,Trey Hutchens,Quality Roof Seamers (Trey Hutchens),Chevrolet,113.0,suspension,0.0,2.0,0.0
2024,4,Bristol,36.0,32.0,90.0,Justin S. Carroll,Carroll's Automotive/Duratain (Terry Carroll),Toyota,57.0,brakes,0.0,1.0,0.0
2024,5,Austin,1.0,2.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,46.0,running,31.0,50.0,6.0
2024,5,Austin,2.0,3.0,17.0,Taylor Gray,JBL (David Gilliland),Toyota,46.0,running,0.0,41.0,0.0
2024,5,Austin,3.0,9.0,98.0,Ty Majeski,Road Ranger (Mike Curb),Ford,46.0,running,2.0,52.0,0.0
2024,5,Austin,4.0,1.0,7.0,Connor Zilisch,Austin Hatcher Foundation (Spire Motorsports),Chevrolet,46.0,running,0.0,38.0,0.0
2024,5,Austin,5.0,5.0,45.0,Ross Chastain,TXAPA (Al Niece),Chevrolet,46.0,running,0.0,0.0,0.0
2024,5,Austin,6.0,6.0,1.0,Jack Hawksworth,Mobil 1 (David Gilliland),Toyota,46.0,running,1.0,39.0,0.0
2024,5,Austin,7.0,34.0,99.0,Ben Rhodes,TSPORT Trucks (Duke Thorson),Ford,46.0,running,0.0,42.0,0.0
2024,5,Austin,8.0,10.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,46.0,running,1.0,35.0,0.0
2024,5,Austin,9.0,17.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,46.0,running,0.0,30.0,0.0
2024,5,Austin,10.0,7.0,15.0,Tanner Gray,ShopTRICON.com (David Gilliland),Toyota,46.0,running,4.0,35.0,0.0
2024,5,Austin,11.0,18.0,25.0,Ty Dillon,Rackley Roofing (Rackley W.A.R.),Chevrolet,46.0,running,0.0,27.0,0.0
2024,5,Austin,12.0,14.0,9.0,Grant Enfinger,Champion Power Equipment (Codie Rohrbaugh),Chevrolet,46.0,running,0.0,25.0,0.0
2024,5,Austin,13.0,22.0,91.0,Jack Wood,Klotz / Cometic Gasket (Bill McAnally),Chevrolet,46.0,running,0.0,26.0,0.0
2024,5,Austin,14.0,25.0,13.0,Jake Garcia,Quanta Services (Duke Thorson),Ford,46.0,running,0.0,23.0,0.0
2024,5,Austin,15.0,11.0,71.0,Rajah Caruth,HendrickCars.com (Spire Motorsports),Chevrolet,46.0,running,0.0,26.0,0.0
2024,5,Austin,16.0,15.0,41.0,Bayley Currey,AutoVentive/Precision (Al Niece),Chevrolet,46.0,running,0.0,21.0,0.0
2024,5,Austin,17.0,27.0,56.0,Timmy Hill,Will's Automotive (Timmy Hill),Toyota,46.0,running,0.0,20.0,0.0
2024,5,Austin,18.0,4.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,46.0,running,4.0,29.0,1.0
2024,5,Austin,19.0,19.0,75.0,Stefan Parsons,Springrates (Charlie Henderson),Chevrolet,46.0,running,0.0,18.0,0.0
2024,5,Austin,20.0,13.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,46.0,running,2.0,17.0,0.0
2024,5,Austin,21.0,29.0,22.0,Carter Fartuch,Skip Barber Racing School (Kevin Cywinski),Ford,46.0,running,0.0,16.0,0.0
2024,5,Austin,22.0,16.0,77.0,Chase Purdy,Bama Buggies (Spire Motorsports),Chevrolet,46.0,running,0.0,19.0,0.0
2024,5,Austin,23.0,21.0,88.0,Matt Crafton,Planters/Menards (Duke Thorson),Ford,46.0,running,0.0,18.0,0.0
2024,5,Austin,24.0,24.0,42.0,Matt Mills,J.F. Electric/Utilitra (Al Niece),Chevrolet,45.0,running,0.0,12.0,0.0
2024,5,Austin,25.0,12.0,18.0,Tyler Ankrum,LiUNA! (Bill McAnally),Chevrolet,46.0,running,0.0,23.0,0.0
2024,5,Austin,26.0,33.0,12.0,Dale Quarterley,Van Dyk Recycling (Randy Young),Toyota,45.0,running,0.0,11.0,0.0
2024,5,Austin,27.0,8.0,38.0,Layne Riggs,Love's Travel Stops (Bob Jenkins),Ford,43.0,running,1.0,10.0,0.0
2024,5,Austin,28.0,23.0,43.0,Daniel Dye,NAPA Nightvision (Bill McAnally),Chevrolet,42.0,running,0.0,9.0,0.0
2024,5,Austin,29.0,26.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,42.0,running,0.0,8.0,0.0
2024,5,Austin,30.0,30.0,76.0,Spencer Boyd,FR8 Factory,Chevrolet,42.0,running,0.0,7.0,0.0
2024,5,Austin,31.0,28.0,4.0,Marco Andretti,Group 1001 / CarQuest (Roper Racing),Chevrolet,40.0,suspension,0.0,6.0,0.0
2024,5,Austin,32.0,35.0,46.0,Thad Moffitt,Induction Innovations (Lane Moore),Chevrolet,39.0,running,0.0,5.0,0.0
2024,5,Austin,33.0,20.0,33.0,Lawless Alan,AUTOChargit (Josh Reaume),Ford,34.0,rear gear,0.0,4.0,0.0
2024,5,Austin,34.0,31.0,20.0,Vicente Salas,Miramar Financial Group (Randy Young),Chevrolet,33.0,transmission,0.0,3.0,0.0
2024,5,Austin,35.0,32.0,2.0,Mason Massey,RandCo (Randy Young),Chevrolet,32.0,brakes,0.0,2.0,0.0
2024,6,Martinsville,1.0,2.0,19.0,Christian Eckes,Adaptive One Calipers (Bill McAnally),Chevrolet,200.0,running,133.0,60.0,7.0
2024,6,Martinsville,2.0,1.0,98.0,Ty Majeski,Soda Sense/Curb Records (Mike Curb),Ford,200.0,running,66.0,51.0,0.0
2024,6,Martinsville,3.0,11.0,77.0,Chase Purdy,Bama Buggies (Spire Motorsports),Chevrolet,200.0,running,0.0,43.0,0.0
2024,6,Martinsville,4.0,5.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,200.0,running,1.0,39.0,0.0
2024,6,Martinsville,5.0,9.0,18.0,Tyler Ankrum,LiUNA! (Bill McAnally),Chevrolet,200.0,running,0.0,45.0,0.0
2024,6,Martinsville,6.0,12.0,17.0,Taylor Gray,JBL (David Gilliland),Toyota,200.0,running,0.0,33.0,0.0
2024,6,Martinsville,7.0,16.0,71.0,Rajah Caruth,HendrickCars.com (Spire Motorsports),Chevrolet,200.0,running,0.0,30.0,0.0
2024,6,Martinsville,8.0,13.0,7.0,Sammy Smith,TMC Transportation (Spire Motorsports),Chevrolet,200.0,running,0.0,0.0,0.0
2024,6,Martinsville,9.0,17.0,45.0,Kaden Honeycutt,Chevy Accessories (Al Niece),Chevrolet,200.0,running,0.0,36.0,0.0
2024,6,Martinsville,10.0,4.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,200.0,running,0.0,34.0,0.0
2024,6,Martinsville,11.0,29.0,2.0,Mason Massey,Brunt (Randy Young),Chevrolet,200.0,running,0.0,26.0,0.0
2024,6,Martinsville,12.0,24.0,88.0,Matt Crafton,Ideal Door/Menards (Duke Thorson),Ford,200.0,running,0.0,25.0,0.0
2024,6,Martinsville,13.0,23.0,43.0,Daniel Dye,Champion Container (Bill McAnally),Chevrolet,200.0,running,0.0,24.0,0.0
2024,6,Martinsville,14.0,6.0,99.0,Ben Rhodes,TSPORT Trucks (Duke Thorson),Ford,200.0,running,0.0,28.0,0.0
2024,6,Martinsville,15.0,3.0,38.0,Layne Riggs,Infinity Communications Group (Bob Jenkins),Ford,200.0,running,0.0,30.0,0.0
2024,6,Martinsville,16.0,19.0,15.0,Tanner Gray,Dead On Tools (David Gilliland),Toyota,200.0,running,0.0,21.0,0.0
2024,6,Martinsville,17.0,15.0,41.0,Bayley Currey,Sparco (Al Niece),Chevrolet,200.0,running,0.0,23.0,0.0
2024,6,Martinsville,18.0,10.0,91.0,Jack Wood,Instacoat Premium Products (Bill McAnally),Chevrolet,200.0,running,0.0,19.0,0.0
2024,6,Martinsville,19.0,14.0,52.0,Stewart Friesen,Aim Autism/Halmar (Chris Larsen),Toyota,200.0,running,0.0,18.0,0.0
2024,6,Martinsville,20.0,27.0,56.0,Timmy Hill,Coble Enterprises/UNITS (Timmy Hill),Toyota,200.0,running,0.0,17.0,0.0
2024,6,Martinsville,21.0,7.0,13.0,Jake Garcia,Quanta Services (Duke Thorson),Ford,200.0,running,0.0,24.0,0.0
2024,6,Martinsville,22.0,20.0,9.0,Grant Enfinger,Grant County Mulch (Codie Rohrbaugh),Chevrolet,200.0,running,0.0,15.0,0.0
