Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2003,1,Daytona,1.0,19.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,106.0,84585.0,running,49.0,185.0
2003,1,Daytona,2.0,7.0,16.0,Travis Kvapil,IWX Motor Freight (Steve Coulter),Chevrolet,106.0,53725.0,running,4.0,175.0
2003,1,Daytona,3.0,2.0,59.0,Robert Pressley,Harris Trucking (James Harris),Dodge,106.0,39440.0,running,2.0,170.0
2003,1,Daytona,4.0,13.0,4.0,Bobby Hamilton,Square D (Bobby Hamilton Racing),Dodge,106.0,26000.0,running,30.0,165.0
2003,1,Daytona,5.0,20.0,15.0,Andy Houston,Spondivits Food & Spirits (Billy Ballew),Ford,106.0,23725.0,running,0.0,155.0
2003,1,Daytona,6.0,9.0,52.0,Mike Wallace,Federated Auto Parts (Ken Schrader),Chevrolet,106.0,20150.0,running,2.0,155.0
2003,1,Daytona,7.0,18.0,46.0,Dennis Setzer,Acxiom / Computer Associates (Rob Morgan / David Dollar),Chevrolet,106.0,19150.0,running,0.0,146.0
2003,1,Daytona,8.0,16.0,50.0,Jon Wood,U.S. Navy (Jack Roush),Ford,106.0,18150.0,running,0.0,142.0
2003,1,Daytona,9.0,5.0,29.0,Terry Cook,Power Stroke Diesel (Bob Keselowski),Ford,106.0,17150.0,running,1.0,143.0
2003,1,Daytona,10.0,11.0,62.0,Brendan Gaughan,Orleans Hotel & Casino (Michael Gaughan),Dodge,106.0,17200.0,running,14.0,139.0
2003,1,Daytona,11.0,10.0,8.0,Bobby Dotter,People Against Drugs (Gene Christensen),Chevrolet,106.0,16400.0,running,0.0,130.0
2003,1,Daytona,12.0,21.0,88.0,Matt Crafton,Menards (Duke Thorson),Chevrolet,106.0,15865.0,running,0.0,127.0
2003,1,Daytona,13.0,4.0,6.0,Ed Berrier,Duke's Mayonnaise / Dollar General (Kevin Harvick),Chevrolet,105.0,14765.0,running,0.0,124.0
2003,1,Daytona,14.0,17.0,53.0,Randy Briggs,ToolBoxGrill.com / Canine's Choice (Mary Ward),Ford,105.0,14415.0,running,0.0,121.0
2003,1,Daytona,15.0,14.0,10.0,Andy Hillenburg,Dealer Dodge / Fast Track (Andy Hillenburg),Dodge,105.0,13765.0,running,0.0,118.0
2003,1,Daytona,16.0,36.0,89.0,Stan Boyd,Bars Leaks / NGK (James Liguori),Chevrolet,105.0,15865.0,running,0.0,115.0
2003,1,Daytona,17.0,6.0,18.0,Chad Chaffin,Dickies (Bobby Hamilton Racing),Dodge,103.0,13015.0,running,0.0,112.0
2003,1,Daytona,18.0,8.0,8.0,Bill Lester,Dodge Motorsports (Bobby Hamilton Racing),Dodge,97.0,15165.0,crash,0.0,109.0
2003,1,Daytona,19.0,15.0,7.0,Rich Bickle,People Against Drugs (Gene Christensen),Chevrolet,97.0,15065.0,crash,0.0,106.0
2003,1,Daytona,20.0,22.0,86.0,Lance Hooper,Lane Automotive (Phil Bonifield),Chevrolet,93.0,15065.0,crash,0.0,103.0
2003,1,Daytona,21.0,28.0,28.0,L.W. Miller,FDNY / Service Directories (Jim Rosenblum),Chevrolet,92.0,12615.0,crash,0.0,100.0
2003,1,Daytona,22.0,24.0,31.0,Tina Gordon,3M Post It / Microtel (Bob Brevak),Dodge,89.0,12515.0,crash,0.0,97.0
2003,1,Daytona,23.0,34.0,51.0,"G.J. Mennen, Jr.",Ware Racing Enterprises (Rick Ware),Dodge,88.0,14640.0,electrical,0.0,94.0
2003,1,Daytona,24.0,29.0,99.0,Carl Edwards,Roush Racing (Jack Roush),Ford,76.0,12290.0,crash,3.0,96.0
2003,1,Daytona,25.0,26.0,27.0,Doug Keller,Van Am Tools & Engineering (Doug Keller),Chevrolet,57.0,12190.0,valve,0.0,88.0
2003,1,Daytona,26.0,32.0,21.0,Morgan Shepherd,Racing With Jesus / Revival Soy (Morgan Shepherd),Ford,56.0,13340.0,crash,0.0,85.0
2003,1,Daytona,27.0,35.0,63.0,Ronnie Hornaday,Summer Bay Resort / Porter Truck (Mike Mittler),Ford,56.0,12990.0,engine,0.0,82.0
2003,1,Daytona,28.0,25.0,54.0,Brian Sockwell,Lowdermilk Electric (Dennis Sockwell),Chevrolet,47.0,11890.0,crash,0.0,79.0
2003,1,Daytona,29.0,3.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,41.0,12790.0,crash,0.0,76.0
2003,1,Daytona,30.0,1.0,2.0,Jason Leffler,Team ASE / Carquest (Jim Smith),Dodge,41.0,14190.0,crash,1.0,78.0
2003,1,Daytona,31.0,27.0,93.0,Michael Dokken,LesCare Kitchens (Lonnie Troxell),Chevrolet,41.0,12640.0,crash,0.0,70.0
2003,1,Daytona,32.0,30.0,72.0,Randy MacDonald,PDQ! / TheGoal.com (Doc MacDonald),Chevrolet,28.0,12590.0,crash,0.0,67.0
2003,1,Daytona,33.0,31.0,66.0,Randy Renfrow,W.P. Rose Supply (Rodney Smith),Dodge,28.0,12540.0,engine,0.0,64.0
2003,1,Daytona,34.0,23.0,23.0,Phil Bonifield,Red Line Synthetic Oil (Tom Mazzuchi),Chevrolet,18.0,11490.0,overheating,0.0,61.0
2003,1,Daytona,35.0,33.0,5.0,Jerry Hill,Revival Soy (Rick Ware),Dodge,11.0,11440.0,engine,0.0,58.0
2003,1,Daytona,36.0,12.0,75.0,David Starr,Spears Manufacturing (Wayne Spears),Chevrolet,1.0,11340.0,crash,0.0,55.0
2003,2,Darlington,1.0,14.0,4.0,Bobby Hamilton,Square D (Bobby Hamilton Racing),Dodge,147.0,39075.0,running,16.0,180.0
2003,2,Darlington,2.0,3.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,147.0,27300.0,running,90.0,180.0
2003,2,Darlington,3.0,9.0,62.0,Brendan Gaughan,Orleans Hotel & Casino (Michael Gaughan),Dodge,147.0,18450.0,running,2.0,170.0
2003,2,Darlington,4.0,1.0,16.0,Travis Kvapil,IWX Motor Freight (Steve Coulter),Chevrolet,147.0,12525.0,running,11.0,165.0
2003,2,Darlington,5.0,7.0,18.0,Chad Chaffin,Dickies (Bobby Hamilton Racing),Dodge,147.0,9175.0,running,1.0,160.0
2003,2,Darlington,6.0,4.0,2.0,Jason Leffler,Team ASE / Carquest (Jim Smith),Dodge,147.0,10075.0,running,1.0,155.0
