Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,9.0,5.0,16.0,Austin Hill,United Rentals Patriotic (Shigeaki Hattori),Toyota,134.0,running,26.0,38.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,10.0,1.0,99.0,Ben Rhodes,Tenda Heal (Duke Thorson),Ford,134.0,running,2.0,39.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,11.0,27.0,42.0,Ross Chastain,Florida Watermelon Association (Al Niece),Chevrolet,134.0,running,6.0,0.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,12.0,9.0,98.0,Grant Enfinger,Champion Power Equipment / Curb Records (Mike Curb),Ford,134.0,running,0.0,25.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,13.0,2.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,134.0,running,0.0,26.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,14.0,6.0,18.0,Christian Eckes,Safelite Auto Glass (Kyle Busch),Toyota,134.0,running,0.0,23.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,15.0,20.0,4.0,Raphael Lessard,Canac (Kyle Busch),Toyota,134.0,running,2.0,22.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,16.0,25.0,19.0,Derek Kraus,NAPA Filters (Bill McAnally),Toyota,134.0,running,0.0,21.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,17.0,17.0,2.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,134.0,running,0.0,20.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,18.0,31.0,9.0,Codie Rohrbaugh,Grant County Mulch / CR7 Motorsports Garage (Codie Rohrbaugh),Chevrolet,134.0,running,0.0,19.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,19.0,15.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,134.0,running,0.0,18.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,20.0,3.0,15.0,Tanner Gray,Ford / Ford Performance (David Gilliland),Ford,134.0,running,0.0,17.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,21.0,35.0,97.0,Jesse Little,Teletrac Navman (Logan Puckett),Chevrolet,134.0,running,0.0,0.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,22.0,33.0,56.0,Timmy Hill,RoofClaim.com (Timmy Hill),Chevrolet,134.0,running,0.0,15.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,23.0,12.0,0.0,Angela Ruch,Dalton Wholesale Flooring & Cabinets (Josh Reaume),Toyota,133.0,running,0.0,14.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,24.0,34.0,7.0,Korbin Forrister,Nursing Home Heroes (All Out Motorsports),Toyota,133.0,running,0.0,13.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,25.0,19.0,20.0,Spencer Boyd,Spike's Tactical (Randy Young),Chevrolet,133.0,running,0.0,12.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,26.0,29.0,10.0,Jennifer Jo Cobb,Jennifer Jo Cobb,Chevrolet,133.0,running,0.0,11.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,27.0,13.0,44.0,Natalie Decker,N29 Capital Partners (Al Niece),Chevrolet,132.0,running,0.0,10.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,28.0,40.0,49.0,Bayley Currey,CMI Motorsports (Ray Ciccarelli),Chevrolet,132.0,running,0.0,0.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,29.0,39.0,68.0,Clay Greenfield,Rackley Roofing / #TennesseeStrong (Clay Greenfield),Toyota,130.0,running,0.0,8.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,30.0,10.0,52.0,Stewart Friesen,"Halmar Intl. ""Thank You Healthcare Workers"" (Chris Larsen)",Toyota,130.0,running,0.0,7.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,31.0,18.0,3.0,Jordan Anderson,Bommarito.com / Knight Fire Protection (Jordan Anderson),Chevrolet,130.0,running,0.0,6.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,32.0,23.0,4.0,Cory Roper,Carquest Auto Parts (Roper Racing),Ford,129.0,running,0.0,5.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,33.0,37.0,83.0,T.J. Bell,CMI Motorsports (Ray Ciccarelli),Chevrolet,127.0,running,0.0,5.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,34.0,36.0,28.0,Bryan Dauzat,FDNY Racing (Jim Rosenblum),Chevrolet,120.0,running,0.0,5.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,35.0,4.0,88.0,Matt Crafton,Oklahoma Joe's Smokers / Menards (Duke Thorson),Ford,107.0,running,6.0,19.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,36.0,24.0,40.0,Garrett Smithley,Trophy Tractor (Al Niece),Chevrolet,105.0,rear end,0.0,0.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,37.0,11.0,38.0,Todd Gilliland,BTS Tire & Wheel Distributors / Black's Tire (Bob Jenkins),Ford,102.0,crash,0.0,12.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,38.0,32.0,30.0,Brennan Poole,Remember Everyone Deployed (Steven Lane),Toyota,83.0,dvp,0.0,0.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,39.0,14.0,33.0,Jesse Iwuji,RBR Graphics (Josh Reaume),Chevrolet,74.0,crash,0.0,5.0,0.0
2020,3,Charlotte,Charlotte Motor Speedway,1.5,paved track,40.0,28.0,11.0,Spencer Davis,Tower Sealants / Southern Premier Constr. (Spencer Davis),Toyota,54.0,transmission,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,1.0,5.0,98.0,Grant Enfinger,FarmPaint.com (Mike Curb),Ford,136.0,running,7.0,51.0,5.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,2.0,4.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,136.0,running,36.0,43.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,3.0,1.0,18.0,Christian Eckes,Safelite Auto Glass (Kyle Busch),Toyota,136.0,running,18.0,47.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,4.0,12.0,38.0,Todd Gilliland,Mannington Commercial (Bob Jenkins),Ford,136.0,running,0.0,40.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,5.0,7.0,21.0,Zane Smith,LaPaz Margarita Mix (Maury Gallagher),Chevrolet,136.0,running,5.0,39.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,6.0,27.0,42.0,Ross Chastain,Florida Watermelon Association (Al Niece),Chevrolet,136.0,running,17.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,7.0,11.0,19.0,Derek Kraus,NAPA Autocare (Bill McAnally),Toyota,136.0,running,0.0,38.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,8.0,3.0,23.0,Brett Moffitt,Superior Essex (Maury Gallagher),Chevrolet,136.0,running,0.0,34.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,9.0,8.0,99.0,Ben Rhodes,Tenda Heal (Duke Thorson),Ford,136.0,running,0.0,29.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,10.0,17.0,52.0,Stewart Friesen,"Halmar ""Racing To Beat Hunger"" (Chris Larsen)",Toyota,136.0,running,0.0,27.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,11.0,21.0,15.0,Tanner Gray,Ford / Ford Performance (David Gilliland),Ford,136.0,running,0.0,26.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,12.0,14.0,88.0,Matt Crafton,Rip It / Menards (Duke Thorson),Ford,136.0,running,0.0,28.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,13.0,20.0,40.0,Ryan Truex,Plan B Sales (Al Niece),Chevrolet,136.0,running,0.0,24.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,14.0,9.0,2.0,Sheldon Creed,Chevy Truck Month (Maury Gallagher),Chevrolet,136.0,running,0.0,27.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,15.0,2.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,136.0,running,0.0,22.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,16.0,26.0,44.0,Jeb Burton,State Water Heaters / Alsco (Al Niece),Chevrolet,136.0,running,0.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,17.0,25.0,30.0,Brennan Poole,Remember Everyone Deployed (Steven Lane),Toyota,136.0,running,0.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,18.0,19.0,4.0,Raphael Lessard,Mobil 1 (Kyle Busch),Toyota,136.0,running,0.0,23.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,19.0,18.0,45.0,Ty Majeski,iRacing (Al Niece),Chevrolet,135.0,running,0.0,18.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,20.0,13.0,24.0,Chase Elliott,Hooters (Maury Gallagher),Chevrolet,135.0,running,16.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,21.0,6.0,51.0,Kyle Busch,Cessna / Big Machine Hand Sanitizer (Kyle Busch),Toyota,135.0,running,37.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,22.0,23.0,56.0,Timmy Hill,RoofClaim.com (Timmy Hill),Chevrolet,135.0,running,0.0,15.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,23.0,24.0,4.0,Cory Roper,Carquest (Roper Racing),Ford,135.0,running,0.0,14.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,24.0,29.0,8.0,John H. Nemechek,Fire Alarm Services (Joe Nemechek),Ford,135.0,running,0.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,25.0,34.0,11.0,Spencer Davis,S.P.C. / Jones Demolition & Abatement (Spencer Davis),Toyota,134.0,running,0.0,12.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,26.0,40.0,68.0,Clay Greenfield,Rackley Roofing / #TennesseeStrong (Clay Greenfield),Toyota,134.0,running,0.0,11.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,27.0,31.0,20.0,Spencer Boyd,Orion Cooker (Randy Young),Chevrolet,134.0,running,0.0,10.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,28.0,30.0,0.0,Angela Ruch,DWF Flooring & Cabinets (Josh Reaume),Toyota,134.0,running,0.0,9.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,29.0,33.0,7.0,Korbin Forrister,Nursing Home Heroes (All Out Motorsports),Toyota,134.0,running,0.0,8.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,30.0,28.0,22.0,Austin Wayne Self,Go Texan / AM Technical Solutions (Tim Self),Chevrolet,132.0,running,0.0,7.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,31.0,22.0,2.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,132.0,running,0.0,6.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,32.0,39.0,49.0,Bayley Currey,Springrates (Ray Ciccarelli),Chevrolet,131.0,running,0.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,33.0,16.0,9.0,Codie Rohrbaugh,Grant County Mulch / CR7 Motorsports Garage (Codie Rohrbaugh),Chevrolet,130.0,running,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,34.0,32.0,33.0,Gray Gaulding,Atlanta Motor Speedway 60th Anniversary (Josh Reaume),Toyota,129.0,running,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,35.0,35.0,97.0,Jesse Little,Teletrac Navman (Logan Puckett),Chevrolet,127.0,running,0.0,0.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,36.0,38.0,10.0,Jennifer Jo Cobb,Newnan Peachtree Dodge (Jennifer Jo Cobb),Chevrolet,109.0,too slow,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,37.0,15.0,3.0,Jordan Anderson,Capital City Towing / Bommarito.com (Jordan Anderson),Chevrolet,95.0,crash,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,38.0,36.0,83.0,T.J. Bell,Poppin' Pizza (Ray Ciccarelli),Chevrolet,53.0,clutch,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,39.0,37.0,28.0,Bryan Dauzat,Jim Rosenblum,Chevrolet,4.0,crash,0.0,5.0,0.0
2020,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,40.0,10.0,13.0,Johnny Sauter,Vivitar / Altec Lansing (Duke Thorson),Ford,136.0,disqualified,0.0,5.0,0.0
