Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,19.0,6.0,5.0,Parker Kligerman,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,149.0,running,0.0,14.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,20.0,25.0,86.0,Brandon Brown,Coastal Carolina University (Jerry Brown),Chevrolet,149.0,running,0.0,13.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,21.0,26.0,7.0,Garrett Smithley,Mubea Job Opportunities (Bobby Dotter),Chevrolet,148.0,running,0.0,0.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,22.0,18.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,147.0,running,0.0,11.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,23.0,27.0,49.0,Timmy Hill,Speed Stick (Jay Robinson),Chevrolet,145.0,running,0.0,10.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,24.0,29.0,10.0,Jennifer Jo Cobb,Driven2Honor.org / Super Quik (Jennifer Jo Cobb),Chevrolet,143.0,running,0.0,9.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,25.0,28.0,50.0,Travis Kvapil,Driven2Honor.org / Laird Plastics (Mark Beaver),Chevrolet,136.0,running,0.0,8.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,26.0,24.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Craig Martins),Chevrolet,107.0,overheating,1.0,8.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,27.0,23.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,98.0,transmission,0.0,6.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,28.0,30.0,63.0,Norm Benning,Norm Benning Racing (Mike Mittler),Chevrolet,95.0,vibration,0.0,5.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,29.0,32.0,74.0,Mike Harmon,SMD (Mike Harmon),Chevrolet,62.0,vibration,0.0,0.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,30.0,7.0,18.0,Kyle Busch,Toyota (Kyle Busch),Toyota,56.0,crash,0.0,0.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,31.0,2.0,11.0,Brett Moffitt,Surface Sunscreen (Tom DeLoach),Toyota,26.0,engine,0.0,2.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,32.0,31.0,1.0,Caleb Roark,MAKE Motorsports (Jennifer Jo Cobb),Chevrolet,0.0,electrical,0.0,1.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,1.0,7.0,24.0,Kyle Larson,DC Solar (Maury Gallagher),Chevrolet,150.0,running,48.0,0.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,2.0,10.0,4.0,Christopher Bell,JBL.com (Kyle Busch),Toyota,150.0,running,0.0,31.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,3.0,27.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,150.0,running,0.0,30.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,4.0,11.0,11.0,Jake Griffin,Backlotauctions.com (Tom DeLoach),Toyota,150.0,running,0.0,29.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,5.0,2.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,150.0,running,0.0,28.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,6.0,23.0,0.0,Cole Custer,OneMain Financial (JR Motorsports),Chevrolet,150.0,running,0.0,27.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,7.0,20.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,150.0,running,0.0,26.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,8.0,15.0,19.0,Daniel Hemric,DrawTite / Reese Brands (Brad Keselowski),Ford,150.0,running,0.0,25.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,9.0,28.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,150.0,running,0.0,24.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,10.0,22.0,88.0,Matt Crafton,Chi-Chi's / Menards (Duke Thorson),Toyota,150.0,running,0.0,23.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,11.0,17.0,33.0,Ben Kennedy,Wheelwell (Maury Gallagher),Chevrolet,150.0,running,0.0,22.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,12.0,3.0,71.0,Ken Schrader,Hunt Brothers Pizza (Carlos Contreras),Toyota,150.0,running,0.0,21.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,13.0,8.0,21.0,Johnny Sauter,Alamo Rent-A-Car (Maury Gallagher),Chevrolet,150.0,running,0.0,20.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,14.0,18.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,150.0,running,0.0,19.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,15.0,4.0,44.0,J.R. Heffner,Park East Sales / A. Colarusso (Craig Martins),Chevrolet,150.0,running,0.0,18.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,16.0,25.0,7.0,Sheldon Creed,Safecraft Safety Equipment / Momo (Bobby Dotter),Chevrolet,148.0,running,0.0,17.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,17.0,32.0,50.0,Travis Kvapil,CorvetteParts.net (Mark Beaver),Chevrolet,146.0,running,0.0,16.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,18.0,29.0,49.0,Wayne Edwards,XBOMB Energy / OH! Lottery (Jay Robinson),Chevrolet,145.0,running,0.0,15.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,19.0,26.0,51.0,Cody Coughlin,JEGS (Kyle Busch),Toyota,144.0,running,0.0,14.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,20.0,24.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,143.0,running,0.0,13.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,21.0,16.0,5.0,Brady Boswell,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,143.0,running,0.0,12.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,22.0,14.0,86.0,Brandon Brown,Pray For France / Mid-Atlantic (Jerry Brown),Chevrolet,139.0,running,0.0,11.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,23.0,5.0,41.0,Ben Rhodes,XPO Logistics (Duke Thorson),Toyota,136.0,running,0.0,10.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,24.0,21.0,8.0,John H. Nemechek,Berry's Bullets (Joe Nemechek),Chevrolet,129.0,running,0.0,9.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,25.0,1.0,63.0,Bobby Pierce,Premier Waste / Allgayer Inc. / gottarace.com (Mike Mittler),Chevrolet,126.0,crash,102.0,10.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,26.0,30.0,1.0,Jennifer Jo Cobb,Westside Vapor Station / #IVAPEIVOTE (Jennifer Jo Cobb),Chevrolet,124.0,running,0.0,7.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,27.0,19.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,116.0,running,0.0,6.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,28.0,12.0,16.0,Stewart Friesen,Halmar International (Chris Larsen),Chevrolet,111.0,crash,0.0,5.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,29.0,9.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,107.0,running,0.0,4.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,30.0,6.0,75.0,Caleb Holman,Food Country USA / Lopez Wealth Mgmt. (Charlie Henderson),Chevrolet,37.0,crash,0.0,3.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,31.0,13.0,80.0,Justin Shipley,Georgia Arms / Rogers Mechanical (Tracy Wallace),Ford,11.0,overheating,0.0,2.0
2016,11,Eldora,Eldora Speedway,0.5,dirt track,32.0,31.0,66.0,Jordan Anderson,"FK Rod Ends / Columbia, SC (Jeff Bolen)",Chevrolet,5.0,engine,0.0,1.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,1.0,1.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,60.0,running,44.0,37.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,2.0,10.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,60.0,running,0.0,31.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,3.0,15.0,11.0,Brett Moffitt,Red Horse Racing (Tom DeLoach),Toyota,60.0,running,0.0,30.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,4.0,7.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,60.0,running,4.0,30.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,5.0,16.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,60.0,running,0.0,28.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,6.0,17.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,60.0,running,0.0,27.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,7.0,9.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,60.0,running,0.0,26.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,8.0,11.0,21.0,Johnny Sauter,Allegiant Travel (Maury Gallagher),Chevrolet,60.0,running,0.0,25.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,9.0,2.0,8.0,John H. Nemechek,NEMCO Motorsports (Joe Nemechek),Chevrolet,60.0,running,0.0,24.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,10.0,5.0,4.0,Christopher Bell,Sirius XM (Kyle Busch),Toyota,60.0,running,0.0,23.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,11.0,3.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Toyota,60.0,running,0.0,22.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,12.0,20.0,88.0,Matt Crafton,IdealDoor / Menards (Duke Thorson),Toyota,60.0,running,0.0,21.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,13.0,8.0,51.0,Cody Coughlin,JEGS / Mishimoto (Kyle Busch),Toyota,60.0,running,0.0,20.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,14.0,18.0,66.0,Jordan Anderson,Columbia SC - Famously Hot (Jeff Bolen),Chevrolet,60.0,running,0.0,19.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,15.0,12.0,23.0,Spencer Gallagher,Chapel of the Flowers (Maury Gallagher),Chevrolet,60.0,running,12.0,19.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,16.0,30.0,50.0,Travis Kvapil,CorvetteParts.net (Mark Beaver),Chevrolet,60.0,running,0.0,17.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,17.0,23.0,44.0,Tommy Joe Martins,Cross Concrete Construction (Craig Martins),Chevrolet,60.0,running,0.0,16.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,18.0,22.0,49.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,60.0,running,0.0,0.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,19.0,25.0,59.0,Kyle Martel,Finish Line Express / Hanover Cold Storage (William Martel),Chevrolet,60.0,running,0.0,14.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,20.0,29.0,28.0,Ryan Ellis,Blue Lives Matter / NYPD / FDNY (Jim Rosenblum),Chevrolet,60.0,running,0.0,0.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,21.0,26.0,7.0,Todd Peck,BoobiTrap.com (Bobby Dotter),Chevrolet,60.0,running,0.0,0.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,22.0,14.0,19.0,Daniel Hemric,Blue Gate Bank (Brad Keselowski),Ford,60.0,running,0.0,11.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,23.0,27.0,63.0,Norm Benning,Churchill Transport (Mike Mittler),Chevrolet,60.0,running,0.0,10.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,24.0,19.0,86.0,Brandon Brown,Coastal Carolina University (Jerry Brown),Chevrolet,59.0,running,0.0,9.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,25.0,21.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,56.0,running,0.0,8.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,26.0,4.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,28.0,crash,0.0,7.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,27.0,24.0,71.0,Carlos Contreras,American Club (Carlos Contreras),Chevrolet,22.0,electrical,0.0,6.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,28.0,31.0,1.0,Jennifer Jo Cobb,PitStopsforHope.org / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,20.0,brakes,0.0,5.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,29.0,13.0,5.0,John Wes Townley,Zaxby's / JIVE Communications (Tony Townley),Chevrolet,16.0,crash,0.0,4.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,30.0,28.0,6.0,Sean Corr,Eldora Speedway (Norm Benning),Chevrolet,5.0,brakes,0.0,0.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,31.0,6.0,2.0,Austin Hill,Hill Racing (Randy Young),Ford,1.0,crash,0.0,2.0
2016,12,Pocono,Pocono Raceway,2.5,paved track,32.0,32.0,10.0,Caleb Roark,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,0.0,engine,0.0,1.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,1.0,13.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,200.0,running,20.0,36.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,2.0,8.0,11.0,Brett Moffitt,Brain Gear / Surface Sunscreen (Tom DeLoach),Toyota,200.0,running,0.0,31.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,3.0,12.0,19.0,Daniel Hemric,Blue Gate Bank (Brad Keselowski),Ford,200.0,running,0.0,30.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,4.0,6.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,200.0,running,1.0,30.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,5.0,7.0,21.0,Johnny Sauter,FireAde / Allegiant Travel (Maury Gallagher),Chevrolet,200.0,running,0.0,28.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,6.0,9.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,200.0,running,0.0,27.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,7.0,5.0,4.0,Christopher Bell,JBL.com / SiriusXM (Kyle Busch),Toyota,200.0,running,101.0,28.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,8.0,16.0,8.0,John H. Nemechek,Cricket SX3 (Joe Nemechek),Chevrolet,200.0,running,0.0,25.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,9.0,15.0,71.0,Brandon Jones,M&D Building Supply / Menards (Matthew Miller),Chevrolet,200.0,running,0.0,0.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,10.0,19.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,200.0,running,0.0,23.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,11.0,10.0,24.0,Kaz Grala,Sweet Baby Ray's (Maury Gallagher),Chevrolet,200.0,running,0.0,22.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,12.0,14.0,23.0,Spencer Gallagher,Alamo Rent-A-Car (Maury Gallagher),Chevrolet,200.0,running,0.0,21.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,13.0,25.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,200.0,running,0.0,20.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,14.0,1.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,200.0,running,1.0,20.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,15.0,21.0,75.0,Caleb Holman,Food Country USA / Lopez Wealth Mgmt. (Charlie Henderson),Toyota,200.0,running,0.0,18.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,16.0,22.0,66.0,Jordan Anderson,Columbia SC - Famously Hot (Jeff Bolen),Chevrolet,200.0,running,0.0,17.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,17.0,11.0,81.0,Jesse Little,Carolina Nut Co. / Sumitomo Auto Group (Shigeaki Hattori),Toyota,200.0,running,0.0,16.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,18.0,27.0,2.0,Austin Cindric,Pirtek (Brad Keselowski),Ford,199.0,running,0.0,15.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,19.0,18.0,2.0,Austin Hill,Hill Racing (Randy Young),Ford,199.0,running,0.0,14.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,20.0,24.0,92.0,Parker Kligerman,BTS Tire / Goodyear Commercial Tire (Ricky Benton),Ford,199.0,running,0.0,13.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,21.0,26.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,198.0,running,0.0,12.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,22.0,23.0,16.0,Stewart Friesen,Halmar International (Chris Larsen),Chevrolet,198.0,running,0.0,11.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,23.0,28.0,86.0,Brandon Brown,Coastal Carolina University (Jerry Brown),Chevrolet,197.0,running,0.0,10.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,24.0,3.0,13.0,Cameron Hayley,Ride TV / Cabinets by Hayley (Duke Thorson),Toyota,197.0,running,0.0,9.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,25.0,30.0,50.0,Travis Kvapil,High Country Grizzlies / CorvetteParts.net (Mark Beaver),Chevrolet,197.0,running,0.0,8.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,26.0,20.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,194.0,running,0.0,7.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,27.0,31.0,7.0,Matt Mills,Thompson Electric (Bobby Dotter),Chevrolet,191.0,running,0.0,6.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,28.0,32.0,49.0,Bryce Napier,SupportMilitary.org / Lilly Trucking (Jay Robinson),Chevrolet,191.0,running,0.0,5.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,29.0,2.0,51.0,Daniel Suarez,Arris (Kyle Busch),Toyota,186.0,crash,77.0,0.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,30.0,4.0,41.0,Ben Rhodes,Regal Cinemas (Duke Thorson),Toyota,128.0,engine,0.0,3.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,31.0,29.0,44.0,Tommy Joe Martins,Cross Concrete Construction (Craig Martins),Chevrolet,71.0,power steering,0.0,2.0
2016,13,Bristol,Bristol Motor Speedway,0.533,paved track,32.0,17.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Toyota,70.0,engine,0.0,1.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,1.0,6.0,11.0,Brett Moffitt,Red Horse Racing (Tom DeLoach),Toyota,100.0,running,1.0,36.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,2.0,4.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,100.0,running,42.0,33.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,3.0,13.0,19.0,Daniel Hemric,DrawTite / Reese Brands (Brad Keselowski),Ford,100.0,running,2.0,31.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,4.0,3.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,100.0,running,9.0,30.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,5.0,14.0,13.0,Cameron Hayley,Ride TV / Cabinets by Hayley (Duke Thorson),Toyota,100.0,running,0.0,28.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,6.0,19.0,41.0,Ben Rhodes,Carolina Nut Co. (Duke Thorson),Toyota,100.0,running,4.0,28.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,7.0,2.0,88.0,Matt Crafton,Great Lakes Flooring / Menards (Duke Thorson),Toyota,100.0,running,23.0,27.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,8.0,9.0,24.0,Grant Enfinger,Spencer Clark Foundation (Maury Gallagher),Chevrolet,100.0,running,0.0,25.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,9.0,7.0,21.0,Johnny Sauter,Alamo Rent-A-Car (Maury Gallagher),Chevrolet,100.0,running,0.0,24.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,10.0,21.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,100.0,running,0.0,23.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,11.0,12.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,100.0,running,0.0,22.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,12.0,1.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,100.0,running,0.0,21.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,13.0,15.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,100.0,running,0.0,20.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,14.0,23.0,66.0,Jordan Anderson,Columbia SC / LTI Printing (Jeff Bolen),Chevrolet,100.0,running,0.0,19.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,15.0,20.0,44.0,Tommy Joe Martins,Cross Concrete Construction (Craig Martins),Chevrolet,100.0,running,0.0,18.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,16.0,24.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,100.0,running,0.0,17.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,17.0,26.0,1.0,Jennifer Jo Cobb,WestsideVapor.com / #ABILLIONLIVES (Jennifer Jo Cobb),Chevrolet,100.0,running,0.0,16.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,18.0,25.0,50.0,Travis Kvapil,CorvetteParts.net (Mark Beaver),Chevrolet,100.0,running,0.0,15.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,19.0,8.0,29.0,Tyler Reddick,Cooper Standard / Careers for Veterans (Brad Keselowski),Ford,100.0,running,0.0,14.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,20.0,10.0,51.0,Cody Coughlin,JEGS / AFCO (Kyle Busch),Toyota,94.0,crash,0.0,13.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,21.0,22.0,49.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,84.0,vibration,1.0,0.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,22.0,18.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,83.0,crash,18.0,12.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,23.0,17.0,81.0,Ryan Truex,Hino Motors Manufacturing (Shigeaki Hattori),Toyota,76.0,rear gear,0.0,10.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,24.0,5.0,4.0,Christopher Bell,JBL.com (Kyle Busch),Toyota,74.0,crash,0.0,9.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,25.0,11.0,23.0,Spencer Gallagher,Chapel of the Flowers (Maury Gallagher),Chevrolet,74.0,crash,0.0,8.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,26.0,16.0,8.0,John H. Nemechek,Business Machines Company / Melling Perf. (Joe Nemechek),Chevrolet,62.0,crash,0.0,7.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,27.0,28.0,63.0,Norm Benning,Churchill Trucking (Mike Mittler),Chevrolet,47.0,transmission,0.0,6.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,28.0,29.0,71.0,Enrique Contreras III,American Club (Carlos Contreras),Chevrolet,40.0,crash,0.0,5.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,29.0,27.0,7.0,Todd Peck,BoobiTrap.com (Bobby Dotter),Chevrolet,37.0,engine,0.0,0.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,30.0,30.0,10.0,Caleb Roark,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,3.0,electrical,0.0,3.0
2016,14,Michigan,Michigan International Speedway,2.0,paved track,31.0,31.0,6.0,Ryan Ellis,Norm Benning Racing (Norm Benning),Chevrolet,1.0,rear gear,0.0,0.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,1.0,13.0,8.0,John H. Nemechek,NEMCO Motorsports (Joe Nemechek),Chevrolet,66.0,running,20.0,36.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,2.0,1.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,66.0,running,39.0,33.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,3.0,3.0,19.0,Daniel Hemric,DrawTite / Reese Brands (Brad Keselowski),Ford,66.0,running,1.0,31.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,4.0,17.0,88.0,Matt Crafton,Rip It Energy Drink / Menards (Duke Thorson),Toyota,66.0,running,4.0,30.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,5.0,16.0,4.0,Christopher Bell,Toyota (Kyle Busch),Toyota,66.0,running,0.0,28.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,6.0,8.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,66.0,running,0.0,27.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,7.0,11.0,21.0,Johnny Sauter,Allegiant Travel / Alamo Rent-A-Car (Maury Gallagher),Chevrolet,66.0,running,0.0,26.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,8.0,14.0,33.0,Ben Kennedy,Wheelwell (Maury Gallagher),Chevrolet,66.0,running,0.0,25.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,9.0,7.0,13.0,Cameron Hayley,Ride TV / Cabinets by Hayley (Duke Thorson),Toyota,66.0,running,0.0,24.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,10.0,5.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,66.0,running,0.0,23.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,11.0,15.0,51.0,Gary Klutt,JEGS / UDMC / Bothwell-Accurate (Kyle Busch),Toyota,66.0,running,0.0,22.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,12.0,21.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,66.0,running,0.0,21.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,13.0,24.0,66.0,Jordan Anderson,Bolen Motorsports (Jeff Bolen),Chevrolet,66.0,running,0.0,20.0
2016,15,Bowmanville,Canadian Tire Motorsport Park,2.459,road course,14.0,23.0,49.0,D.J. Kennington,Northern Provincial Pipelines / Castrol Edge (Jay Robinson),Chevrolet,66.0,running,0.0,0.0
