Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts
2016,5,Dover,Dover International Speedway,1.0,paved track,28.0,10.0,41.0,Ben Rhodes,Carolina Nut Co. (Duke Thorson),Toyota,131.0,running,0.0,5.0
2016,5,Dover,Dover International Speedway,1.0,paved track,29.0,20.0,5.0,John Wes Townley,Zaxby's (Tony Townley),Chevrolet,128.0,crash,3.0,5.0
2016,5,Dover,Dover International Speedway,1.0,paved track,30.0,32.0,10.0,Jennifer Jo Cobb,Driven2Honor.org / Applebee's (Jennifer Jo Cobb),Chevrolet,65.0,brakes,0.0,3.0
2016,5,Dover,Dover International Speedway,1.0,paved track,31.0,23.0,86.0,Brandon Brown,Southern National Motorsports Park (Jerry Brown),Chevrolet,56.0,suspension,0.0,2.0
2016,5,Dover,Dover International Speedway,1.0,paved track,32.0,25.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,41.0,engine,0.0,1.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,1.0,17.0,88.0,Matt Crafton,Damp Rid / Menards (Duke Thorson),Toyota,134.0,running,47.0,37.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,2.0,5.0,18.0,Kyle Busch,Sirius XM (Kyle Busch),Toyota,134.0,running,27.0,0.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,3.0,4.0,21.0,Johnny Sauter,Water Pulse (Maury Gallagher),Chevrolet,134.0,running,1.0,31.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,4.0,6.0,29.0,Tyler Reddick,Cooper Standard / CareersForVeterans.org (Brad Keselowski),Ford,134.0,running,0.0,29.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,5.0,9.0,11.0,Matt Tifft,NASCAR Heat Evolution (Tom DeLoach),Toyota,134.0,running,0.0,28.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,6.0,2.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,134.0,running,0.0,27.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,7.0,20.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,134.0,running,11.0,27.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,8.0,15.0,4.0,Christopher Bell,"Toyota ""Let's Go Places"" (Kyle Busch)",Toyota,134.0,running,0.0,25.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,9.0,8.0,19.0,Daniel Hemric,DrawTite / Reese Brands (Brad Keselowski),Ford,134.0,running,15.0,25.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,10.0,1.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,134.0,running,25.0,24.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,11.0,14.0,71.0,Brandon Jones,Hope For The Warriors 2006-2016 (Matthew Miller),Chevrolet,134.0,running,0.0,0.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,12.0,21.0,8.0,John H. Nemechek,NEMCO Motorsports / Cricket SX3 (Joe Nemechek),Chevrolet,134.0,running,0.0,21.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,13.0,16.0,0.0,Cole Custer,"Haas Automation ""America's Machine Tool"" (JR Motorsports)",Chevrolet,134.0,running,0.0,20.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,14.0,3.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,134.0,running,0.0,19.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,15.0,18.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,134.0,running,0.0,18.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,16.0,11.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,134.0,running,0.0,17.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,17.0,12.0,41.0,Ben Rhodes,USA Cares (Duke Thorson),Toyota,134.0,running,0.0,16.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,18.0,13.0,92.0,Parker Kligerman,BTS Tire / Advance Auto Parts / Valvoline (Ricky Benton),Ford,133.0,running,0.0,15.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,19.0,23.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,133.0,running,0.0,14.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,20.0,10.0,98.0,Rico Abreu,Safelite Auto Glass / Lee Brice (Mike Curb),Toyota,133.0,running,1.0,14.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,21.0,24.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,133.0,running,0.0,12.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,22.0,22.0,81.0,Ryan Truex,Toyota Osaka Parts Distribution / TACTI (Shigeaki Hattori),Toyota,133.0,running,0.0,11.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,23.0,7.0,51.0,Daniel Suarez,Arris (Kyle Busch),Toyota,132.0,running,6.0,0.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,24.0,25.0,66.0,Jordan Anderson,Columbia SC - Famously Hot (Jeff Bolen),Chevrolet,132.0,running,0.0,9.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,25.0,28.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Craig Martins),Chevrolet,132.0,running,1.0,9.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,26.0,19.0,86.0,Brandon Brown,Jeff Gordon Children's Foundation (Jerry Brown),Chevrolet,132.0,running,0.0,7.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,27.0,26.0,63.0,Bobby Pierce,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,130.0,running,0.0,6.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,28.0,31.0,10.0,Jennifer Jo Cobb,Driven2Honor.org / Grimes Irrigation & Const. (Jennifer Jo Cobb),Chevrolet,128.0,running,0.0,5.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,29.0,29.0,7.0,Garrett Smithley,Hero Box / Instalco (Bobby Dotter),Chevrolet,111.0,running,0.0,0.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,30.0,27.0,50.0,Travis Kvapil,GasBuddy (Mark Beaver),Chevrolet,106.0,running,0.0,3.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,31.0,30.0,49.0,Timmy Hill,Testoril (Jay Robinson),Chevrolet,82.0,suspension,0.0,2.0
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,32.0,32.0,1.0,Andy Seuss,FDNY Racing (Jim Rosenblum),Chevrolet,20.0,crash,0.0,1.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,1.0,6.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,167.0,running,6.0,36.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,2.0,4.0,88.0,Matt Crafton,Menards / Ideal Door (Duke Thorson),Toyota,167.0,running,133.0,33.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,3.0,1.0,21.0,Johnny Sauter,Smokey Mountain Herbal Snuff Citrus (Maury Gallagher),Chevrolet,167.0,running,9.0,31.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,4.0,15.0,33.0,Ben Kennedy,Jacob Companies (Maury Gallagher),Chevrolet,167.0,running,0.0,29.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,5.0,5.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,167.0,running,0.0,28.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,6.0,8.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,167.0,running,0.0,27.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,7.0,23.0,8.0,John H. Nemechek,Fire Alarm Services (Joe Nemechek),Chevrolet,167.0,running,0.0,26.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,8.0,2.0,11.0,German Quiroga,Red Horse Racing (Tom DeLoach),Toyota,167.0,running,0.0,25.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,9.0,13.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,167.0,running,0.0,24.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,10.0,3.0,19.0,Daniel Hemric,Bulldog / Reese Brands (Brad Keselowski),Ford,167.0,running,19.0,24.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,11.0,12.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Toyota,167.0,running,0.0,22.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,12.0,14.0,51.0,Cody Coughlin,JEGS / Racers Choice (Kyle Busch),Toyota,167.0,running,0.0,21.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,13.0,18.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,167.0,running,0.0,20.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,14.0,16.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,167.0,running,0.0,19.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,15.0,27.0,20.0,Austin Hill,A+D Welding (Bryan Hill),Ford,167.0,running,0.0,18.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,16.0,20.0,75.0,Caleb Holman,Food Country USA / Downy Unstoppables (Charlie Henderson),Toyota,166.0,running,0.0,17.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,17.0,7.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,166.0,running,0.0,16.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,18.0,11.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,165.0,running,0.0,15.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,19.0,21.0,81.0,Jesse Little,Carolina Nut Co. (Shigeaki Hattori),Toyota,165.0,running,0.0,14.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,20.0,22.0,92.0,Parker Kligerman,BTS Tire / Technet / Valvoline (Ricky Benton),Ford,164.0,running,0.0,13.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,21.0,19.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,164.0,running,0.0,12.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,22.0,17.0,66.0,Jordan Anderson,Rusty's Off-Road Products (Jeff Bolen),Chevrolet,164.0,running,0.0,11.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,23.0,29.0,49.0,Wayne Edwards,Pro 1 Automotive (Jay Robinson),Chevrolet,164.0,running,0.0,10.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,24.0,25.0,50.0,Travis Kvapil,GasBuddy (Mark Beaver),Chevrolet,163.0,running,0.0,9.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,25.0,24.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Craig Martins),Chevrolet,160.0,running,0.0,8.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,26.0,28.0,7.0,Ryan Lynch,BlankHood.com (Bobby Dotter),Chevrolet,158.0,running,0.0,7.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,27.0,10.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,153.0,running,0.0,6.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,28.0,26.0,63.0,Mike Bliss,MB Motorsports (Mike Mittler),Chevrolet,92.0,crash,0.0,5.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,29.0,32.0,86.0,Tim Viens,Team Manny / RaceDaySponsor.com (Jerry Brown),Chevrolet,56.0,vibration,0.0,4.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,30.0,31.0,1.0,Ryan Ellis,CorvetteParts.net / Fuzzy's Taco Shop (Jennifer Jo Cobb),Chevrolet,30.0,suspension,0.0,0.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,31.0,30.0,71.0,Carlos Contreras,American Club (Carlos Contreras),Chevrolet,4.0,engine,0.0,2.0
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,32.0,9.0,4.0,Christopher Bell,JBL.com (Kyle Busch),Toyota,0.0,engine,0.0,1.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,1.0,5.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,200.0,running,107.0,37.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,2.0,11.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,200.0,running,3.0,32.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,3.0,2.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,200.0,running,0.0,30.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,4.0,10.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Toyota,200.0,running,0.0,29.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,5.0,15.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,200.0,running,37.0,29.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,6.0,17.0,51.0,Daniel Suarez,Arris (Kyle Busch),Toyota,200.0,running,0.0,0.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,7.0,3.0,33.0,Ben Kennedy,Wheelwell (Maury Gallagher),Chevrolet,200.0,running,0.0,26.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,8.0,9.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Toyota,200.0,running,0.0,25.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,9.0,13.0,4.0,Christopher Bell,Toyota (Kyle Busch),Toyota,200.0,running,0.0,24.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,10.0,7.0,21.0,Johnny Sauter,Allegiant Travel (Maury Gallagher),Chevrolet,200.0,running,0.0,23.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,11.0,19.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,200.0,running,0.0,22.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,12.0,1.0,8.0,John H. Nemechek,Fire Alarm Services (Joe Nemechek),Chevrolet,200.0,running,53.0,12.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,13.0,16.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,200.0,running,0.0,20.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,14.0,25.0,11.0,German Quiroga,Red Horse Racing (Tom DeLoach),Toyota,200.0,running,0.0,19.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,15.0,18.0,19.0,Daniel Hemric,Oakmont Management Group (Brad Keselowski),Ford,200.0,running,0.0,18.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,16.0,22.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,200.0,running,0.0,17.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,17.0,6.0,71.0,Brandon Jones,Jeld-Wen / Menards (Matthew Miller),Chevrolet,200.0,running,0.0,0.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,18.0,14.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,200.0,running,0.0,15.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,19.0,20.0,5.0,John Wes Townley,JIVE Communications / Zaxby's (Tony Townley),Chevrolet,200.0,running,0.0,14.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,20.0,26.0,66.0,Jordan Anderson,Columbia SC - Famously Hot (Jeff Bolen),Chevrolet,200.0,running,0.0,13.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,21.0,23.0,63.0,Jake Griffin,Dirty Hand Tools / Vatterott College (Mike Mittler),Chevrolet,199.0,running,0.0,12.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,22.0,29.0,7.0,Casey Smith,Niemco (Bobby Dotter),Chevrolet,198.0,running,0.0,11.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,23.0,8.0,49.0,Nick Drake,Haas Automation (Jay Robinson),Chevrolet,197.0,running,0.0,10.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,24.0,24.0,86.0,Brandon Brown,Coastal Carolina University (Jerry Brown),Chevrolet,197.0,running,0.0,9.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,25.0,27.0,2.0,"Derek Scott, Jr.",CrossRoads Concrete / MPM (Randy Young),Chevrolet,196.0,running,0.0,8.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,26.0,12.0,75.0,Caleb Holman,Morning Fresh Farms / Food Country USA (Charlie Henderson),Chevrolet,192.0,crash,0.0,7.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,27.0,28.0,50.0,Travis Kvapil,GasBuddy (Mark Beaver),Chevrolet,191.0,running,0.0,6.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,28.0,31.0,1.0,Jennifer Jo Cobb,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,191.0,running,0.0,5.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,29.0,4.0,24.0,Kaz Grala,Allegiant Travel (Maury Gallagher),Chevrolet,189.0,running,0.0,4.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,30.0,30.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Craig Martins),Chevrolet,173.0,crash,0.0,3.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,31.0,21.0,92.0,Parker Kligerman,Technet Professional / Valvoline / BTS Tire (Ricky Benton),Ford,41.0,crash,0.0,2.0
2016,8,Iowa,Iowa Speedway,0.875,paved track,32.0,32.0,10.0,Claire Decker,Grimes Irrigation & Construction (Jennifer Jo Cobb),Chevrolet,5.0,fuel pump,0.0,0.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,1.0,9.0,4.0,Christopher Bell,"Toyota ""Let's Go Places"" (Kyle Busch)",Toyota,160.0,running,38.0,36.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,2.0,1.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Toyota,160.0,running,4.0,32.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,3.0,13.0,19.0,Daniel Hemric,DrawTite / Reese Brands (Brad Keselowski),Ford,160.0,running,0.0,30.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,4.0,2.0,21.0,Johnny Sauter,Alamo Rent-A-Car (Maury Gallagher),Chevrolet,160.0,running,29.0,30.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,5.0,17.0,51.0,Erik Jones,JEGS / Auburn Gear (Kyle Busch),Toyota,160.0,running,0.0,0.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,6.0,4.0,8.0,John H. Nemechek,Fire Alarm Services (Joe Nemechek),Chevrolet,160.0,running,0.0,27.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,7.0,5.0,11.0,German Quiroga,Red Horse Racing (Tom DeLoach),Toyota,160.0,running,0.0,26.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,8.0,16.0,24.0,Kaz Grala,Allegiant Travel (Maury Gallagher),Chevrolet,160.0,running,0.0,25.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,9.0,12.0,33.0,Ben Kennedy,Wheelwell (Maury Gallagher),Chevrolet,160.0,running,0.0,24.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,10.0,21.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,160.0,running,0.0,23.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,11.0,24.0,66.0,Jordan Anderson,Columbia SC - Famously Hot (Jeff Bolen),Chevrolet,160.0,running,1.0,23.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,12.0,25.0,50.0,Travis Kvapil,Linewar / Elite Fleet Services / IBEW #2 (Mark Beaver),Chevrolet,160.0,running,0.0,21.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,13.0,19.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,160.0,running,0.0,20.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,14.0,23.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,160.0,running,0.0,19.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,15.0,8.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,160.0,running,0.0,18.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,16.0,20.0,7.0,Shane Lee,Lee Boy (Bobby Dotter),Toyota,160.0,running,0.0,17.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,17.0,3.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,160.0,running,47.0,18.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,18.0,27.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Craig Martins),Chevrolet,160.0,running,0.0,15.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,19.0,28.0,49.0,Spencer Boyd,Wilkerson Automotive (Jay Robinson),Chevrolet,160.0,running,0.0,14.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,20.0,30.0,71.0,Enrique Contreras III,American Club / Motul (Carlos Contreras),Chevrolet,160.0,running,0.0,13.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,21.0,15.0,32.0,Justin Haley,Braun Auto Group (Todd Braun),Chevrolet,156.0,running,0.0,12.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,22.0,11.0,23.0,Spencer Gallagher,Allegiant Travel / Alamo Rent-A-Car (Maury Gallagher),Chevrolet,153.0,crash,0.0,11.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,23.0,18.0,5.0,John Wes Townley,Zaxby's / JIVE Communications (Tony Townley),Chevrolet,150.0,crash,0.0,10.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,24.0,10.0,13.0,Cameron Hayley,Cabinets by Hayley (Duke Thorson),Toyota,150.0,running,0.0,9.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,25.0,7.0,29.0,Tyler Reddick,Cooper Standard (Brad Keselowski),Ford,149.0,crash,41.0,9.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,26.0,6.0,81.0,Ryan Truex,AISIN AW / ADVICS (Shigeaki Hattori),Toyota,149.0,running,0.0,7.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,27.0,14.0,88.0,Matt Crafton,Fisher Nuts / Menards (Duke Thorson),Toyota,148.0,crash,0.0,6.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,28.0,26.0,22.0,Austin Wayne Self,AM Technical Solutions (Tim Self),Toyota,118.0,crash,0.0,5.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,29.0,29.0,1.0,Jennifer Jo Cobb,PitStopsforHope.org / The Parkway Hotel (Jennifer Jo Cobb),Chevrolet,113.0,crash,0.0,4.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,30.0,22.0,63.0,Jake Griffin,Vatterott College / Backlotauctions.com (Mike Mittler),Chevrolet,14.0,engine,0.0,3.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,31.0,32.0,10.0,Caleb Roark,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,7.0,vibration,0.0,2.0
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,32.0,31.0,86.0,Brandon Brown,CorvetteParts.net (Jerry Brown),Chevrolet,0.0,engine,0.0,1.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,1.0,3.0,9.0,William Byron,Liberty University (Kyle Busch),Toyota,150.0,running,70.0,37.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,2.0,16.0,8.0,John H. Nemechek,NEMCO Motorsports (Joe Nemechek),Chevrolet,150.0,running,0.0,31.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,3.0,4.0,19.0,Daniel Hemric,Oakmont Management Group (Brad Keselowski),Ford,150.0,running,0.0,30.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,4.0,10.0,4.0,Christopher Bell,JBL.com (Kyle Busch),Toyota,150.0,running,0.0,29.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,5.0,15.0,21.0,Johnny Sauter,Water Pulse (Maury Gallagher),Chevrolet,150.0,running,14.0,29.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,6.0,11.0,13.0,Cameron Hayley,Cabinets by Hayley / Carolina Nut Co. (Duke Thorson),Toyota,150.0,running,0.0,27.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,7.0,22.0,71.0,Brandon Jones,Jeld-Wen / Menards (Matthew Miller),Chevrolet,150.0,running,0.0,0.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,8.0,8.0,88.0,Matt Crafton,Great Lakes Wood Floors / Menards (Duke Thorson),Toyota,150.0,running,0.0,25.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,9.0,14.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,150.0,running,5.0,25.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,10.0,5.0,29.0,Tyler Reddick,Cooper Standard / CareersForVeterans.org (Brad Keselowski),Ford,150.0,running,1.0,24.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,11.0,1.0,51.0,Daniel Suarez,Arris (Kyle Busch),Toyota,150.0,running,59.0,0.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,12.0,17.0,24.0,Grant Enfinger,Champion Power Equipment (Maury Gallagher),Chevrolet,150.0,running,0.0,21.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,13.0,9.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Toyota,150.0,running,0.0,20.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,14.0,12.0,0.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,150.0,running,0.0,19.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,15.0,21.0,98.0,Rico Abreu,Safelite Auto Glass / Curb Records (Mike Curb),Toyota,150.0,running,0.0,18.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,16.0,13.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,150.0,running,0.0,17.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,17.0,20.0,66.0,Jordan Anderson,Bolen Motorsports (Jeff Bolen),Chevrolet,150.0,running,0.0,16.0
2016,10,Kentucky,Kentucky Speedway,1.5,paved track,18.0,19.0,2.0,Austin Hill,Austin Hill Racing (Randy Young),Ford,150.0,running,0.0,15.0
