Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2014,1,Daytona,36.0,31.0,93.0,Jason White,Drinkagame.com (Rod Sieg),Chevrolet,45.0,9703.0,engine,0.0,0.0
2014,2,Martinsville,1.0,10.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Toyota,256.0,36090.0,running,47.0,47.0
2014,2,Martinsville,2.0,1.0,54.0,Bubba Wallace,Toyota No. 1 For Everyone Sales Event (Kyle Busch),Toyota,256.0,25055.0,running,34.0,43.0
2014,2,Martinsville,3.0,6.0,31.0,Ben Kennedy,ALS Association (Steve Turner),Chevrolet,256.0,20071.0,running,0.0,41.0
2014,2,Martinsville,4.0,14.0,98.0,Johnny Sauter,Smokey Mountain Herbal Snuff / Curb Records (Mike Curb),Toyota,256.0,15790.0,running,61.0,41.0
2014,2,Martinsville,5.0,2.0,29.0,Ryan Blaney,Cooper Standard (Brad Keselowski),Ford,256.0,14240.0,running,3.0,40.0
2014,2,Martinsville,6.0,3.0,17.0,Timothy Peters,Parts Plus (Tom DeLoach),Toyota,256.0,12115.0,running,49.0,39.0
2014,2,Martinsville,7.0,8.0,77.0,German Quiroga,NET10 Wireless (Tom DeLoach),Toyota,256.0,11665.0,running,0.0,37.0
2014,2,Martinsville,8.0,12.0,32.0,Ben Rhodes,Alpha Energy Solutions (Steve Turner),Chevrolet,256.0,11615.0,running,0.0,36.0
2014,2,Martinsville,9.0,5.0,30.0,"Ron Hornaday, Jr.",Rheem (Steve Turner),Chevrolet,256.0,11565.0,running,62.0,37.0
2014,2,Martinsville,10.0,7.0,7.0,Brian Ickler,Bullet Liner (Tom DeLoach),Toyota,256.0,12790.0,running,0.0,34.0
2014,2,Martinsville,11.0,20.0,8.0,John H. Nemechek,SWM Gun Runner / Wood & Pellet Grills (Joe Nemechek),Toyota,256.0,11465.0,running,0.0,33.0
2014,2,Martinsville,12.0,9.0,0.0,Cole Custer,Haas Automation (Gene Haas),Chevrolet,256.0,11340.0,running,0.0,32.0
2014,2,Martinsville,13.0,15.0,9.0,Chase Pistone,nogginroundup.com / NTS Motorsports (Bob Newberry),Chevrolet,256.0,11290.0,running,0.0,31.0
2014,2,Martinsville,14.0,13.0,92.0,Ross Chastain,BTS Tire & Wheel / Puryear Tank Lines (Ricky Benton),Ford,256.0,8990.0,running,0.0,30.0
2014,2,Martinsville,15.0,21.0,33.0,Brandon Jones,Exide EDGE AGM (Steve Turner),Chevrolet,256.0,9540.0,running,0.0,29.0
2014,2,Martinsville,16.0,17.0,19.0,Tyler Reddick,Broken Bow Records (Brad Keselowski),Ford,256.0,11290.0,running,0.0,28.0
2014,2,Martinsville,17.0,18.0,21.0,Joey Coulter,Alamo (Maury Gallagher),Chevrolet,256.0,11040.0,running,0.0,27.0
2014,2,Martinsville,18.0,4.0,51.0,Erik Jones,ToyotaCare (Kyle Busch),Toyota,256.0,10990.0,running,0.0,26.0
2014,2,Martinsville,19.0,11.0,20.0,Gray Gaulding,Gemini Southern / Krispy Kreme (Bob Newberry),Chevrolet,256.0,10940.0,running,0.0,25.0
2014,2,Martinsville,20.0,16.0,5.0,John Wes Townley,Zaxby's Real Chicken (Richie Wauters),Toyota,255.0,9240.0,crash,0.0,24.0
2014,2,Martinsville,21.0,22.0,13.0,Jeb Burton,VAMP E-Cigs / Vapor Brands (Duke Thorson),Toyota,255.0,10840.0,running,0.0,23.0
2014,2,Martinsville,22.0,26.0,75.0,Caleb Holman,Food Country USA / Morning Fresh Farms (Charlie Henderson),Chevrolet,253.0,8565.0,running,0.0,22.0
2014,2,Martinsville,23.0,33.0,50.0,Travis Kvapil,UtilityFleetSales.com (Mark Beaver),Chevrolet,252.0,8540.0,running,0.0,0.0
2014,2,Martinsville,24.0,29.0,7.0,"Ray Black, Jr.",ScubaLife / NASE Worldwide (Bobby Dotter),Chevrolet,250.0,9490.0,running,0.0,20.0
2014,2,Martinsville,25.0,31.0,63.0,Justin Jennings,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,249.0,8565.0,running,0.0,19.0
2014,2,Martinsville,26.0,34.0,8.0,Korbin Forrister,"McNair, McLemore, Middlebrooks & Co. (Bobby Dotter)",Chevrolet,242.0,9365.0,running,0.0,18.0
2014,2,Martinsville,27.0,36.0,10.0,Jennifer Jo Cobb,Sassy's Towing / Wreaths Across America (Jennifer Jo Cobb),RAM,241.0,8340.0,running,0.0,17.0
2014,2,Martinsville,28.0,35.0,57.0,Norm Benning,Grabiak Performance / Watt's Truck Center (Norm Benning),Chevrolet,235.0,8315.0,running,0.0,16.0
2014,2,Martinsville,29.0,19.0,35.0,Mason Mingus,811 - Call Before You Dig (Kevin Cywinski),Toyota,216.0,8265.0,running,0.0,15.0
2014,2,Martinsville,30.0,28.0,68.0,Clay Greenfield,Clutch Defense (Bill Alger),RAM,189.0,8740.0,driveshaft,0.0,14.0
2014,2,Martinsville,31.0,23.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,157.0,7795.0,steering,0.0,13.0
2014,2,Martinsville,32.0,25.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,122.0,7765.0,crash,0.0,12.0
2014,2,Martinsville,33.0,27.0,99.0,Bryan Silas,Bell Trucks America (Chris Baluch),Chevrolet,120.0,7740.0,crash,0.0,11.0
2014,2,Martinsville,34.0,32.0,66.0,Josh Williams,Josh Williams Racing (Theresa Williams),Ford,82.0,7715.0,brakes,0.0,10.0
2014,2,Martinsville,35.0,30.0,56.0,"Raymond Terczak, Jr.","RM Motorsports (Raymond Terczak, Jr.)",Chevrolet,52.0,7685.0,brakes,0.0,9.0
2014,2,Martinsville,36.0,24.0,74.0,Alex Guenette,Motos Illimitees (Mario Gosselin),Chevrolet,32.0,7630.0,fuel pump,0.0,8.0
2014,3,Kansas,1.0,1.0,51.0,Kyle Busch,ToyotaCare (Kyle Busch),Toyota,167.0,43210.0,running,104.0,0.0
2014,3,Kansas,2.0,9.0,88.0,Matt Crafton,Goof Off / Menards (Duke Thorson),Toyota,167.0,30230.0,running,0.0,42.0
2014,3,Kansas,3.0,5.0,19.0,Joey Logano,Reese Towpower (Brad Keselowski),Ford,167.0,22891.0,running,41.0,0.0
2014,3,Kansas,4.0,7.0,20.0,Austin Dillon,Qore-24 / Chevrolet (Bob Newberry),Chevrolet,167.0,15205.0,running,18.0,0.0
2014,3,Kansas,5.0,13.0,32.0,Tayler Malsam,Outerwall (Steve Turner),Chevrolet,167.0,15185.0,running,0.0,39.0
2014,3,Kansas,6.0,6.0,13.0,Jeb Burton,Carolina Nut Co. (Duke Thorson),Toyota,167.0,14685.0,running,0.0,38.0
2014,3,Kansas,7.0,17.0,77.0,German Quiroga,OtterBox (Tom DeLoach),Toyota,167.0,13640.0,running,1.0,38.0
2014,3,Kansas,8.0,14.0,30.0,"Ron Hornaday, Jr.",Rheem (Steve Turner),Chevrolet,167.0,13570.0,running,0.0,36.0
2014,3,Kansas,9.0,16.0,8.0,Joe Nemechek,M.D. Anderson Cancer Ctr. / smokeandsear.com (Joe Nemechek),Toyota,167.0,11245.0,running,0.0,35.0
2014,3,Kansas,10.0,18.0,35.0,Mason Mingus,811 - Call Before You Dig (Kevin Cywinski),Toyota,167.0,15725.0,running,0.0,34.0
2014,3,Kansas,11.0,11.0,5.0,John Wes Townley,Zaxby's Real Chicken (Richie Wauters),Toyota,167.0,11150.0,running,0.0,33.0
2014,3,Kansas,12.0,10.0,21.0,Joey Coulter,VERTX (Maury Gallagher),Chevrolet,165.0,13280.0,running,0.0,32.0
2014,3,Kansas,13.0,27.0,10.0,Jennifer Jo Cobb,Mark One Electric (Jennifer Jo Cobb),Chevrolet,163.0,10960.0,running,0.0,31.0
2014,3,Kansas,14.0,8.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,158.0,13160.0,running,0.0,30.0
2014,3,Kansas,15.0,21.0,54.0,Bubba Wallace,Toyota Time Sales Event (Kyle Busch),Toyota,156.0,13935.0,running,0.0,29.0
2014,3,Kansas,16.0,26.0,63.0,Justin Jennings,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,154.0,10790.0,running,0.0,28.0
2014,3,Kansas,17.0,24.0,50.0,T.J. Bell,America's Lineman (Mark Beaver),Chevrolet,150.0,10720.0,running,0.0,27.0
2014,3,Kansas,18.0,29.0,57.0,Norm Benning,Boedecker Construction / GPC / Watt's Trk Ctr (Norm Benning),Chevrolet,140.0,12925.0,engine,0.0,26.0
2014,3,Kansas,19.0,22.0,99.0,Bryan Silas,Bell Trucks America (Chris Baluch),Chevrolet,125.0,12875.0,crash,0.0,25.0
2014,3,Kansas,20.0,30.0,31.0,Ben Kennedy,ALS Association (Steve Turner),Chevrolet,115.0,13430.0,running,0.0,24.0
2014,3,Kansas,21.0,3.0,98.0,Johnny Sauter,Nextant Aerospace / Curb Records (Mike Curb),Toyota,85.0,12780.0,crash,0.0,23.0
2014,3,Kansas,22.0,2.0,29.0,Ryan Blaney,Cooper Standard (Brad Keselowski),Ford,84.0,12760.0,crash,2.0,23.0
2014,3,Kansas,23.0,15.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,84.0,10485.0,crash,0.0,21.0
2014,3,Kansas,24.0,12.0,9.0,Brennan Newberry,Qore-24 (Bob Newberry),Chevrolet,76.0,12710.0,crash,0.0,20.0
2014,3,Kansas,25.0,20.0,7.0,Jimmy Weller III,Geneva-Liberty Steel / Polaris (Bobby Dotter),Chevrolet,49.0,12835.0,crash,1.0,20.0
2014,3,Kansas,26.0,23.0,8.0,Todd Shafer,Thunder Exhaust (Bobby Dotter),Chevrolet,37.0,12660.0,vibration,0.0,18.0
2014,3,Kansas,27.0,4.0,7.0,Brian Ickler,Bullet Liner (Tom DeLoach),Toyota,9.0,12635.0,crash,0.0,17.0
2014,3,Kansas,28.0,28.0,0.0,Ryan Ellis,Grimes Irrigation & Construction (Jennifer Jo Cobb),Chevrolet,8.0,10360.0,vibration,0.0,0.0
2014,3,Kansas,29.0,25.0,42.0,Charles Lewandoski,Randco / Young's Building Systems (Randy Young),Chevrolet,3.0,10305.0,vibration,0.0,15.0
2014,3,Kansas,30.0,19.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,0.0,10780.0,crash,0.0,14.0
2014,3,Kansas,31.0,31.0,36.0,Scott Stenzel,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,0.0,10255.0,electrical,0.0,0.0
2014,4,Charlotte,1.0,1.0,51.0,Kyle Busch,Hiring Our Heroes / ToyotaCare (Kyle Busch),Toyota,134.0,43920.0,running,130.0,0.0
2014,4,Charlotte,2.0,2.0,88.0,Matt Crafton,Hormel / Menards (Duke Thorson),Toyota,134.0,27435.0,running,0.0,42.0
2014,4,Charlotte,3.0,3.0,19.0,Brad Keselowski,Draw-Tite (Brad Keselowski),Ford,134.0,22076.0,running,0.0,0.0
2014,4,Charlotte,4.0,15.0,5.0,John Wes Townley,Zaxby's (Richie Wauters),Toyota,134.0,17025.0,running,0.0,40.0
2014,4,Charlotte,5.0,9.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,134.0,16350.0,running,0.0,39.0
2014,4,Charlotte,6.0,7.0,98.0,Johnny Sauter,Nextant Aerospace / Curb Records (Mike Curb),Toyota,134.0,12350.0,running,0.0,38.0
2014,4,Charlotte,7.0,13.0,20.0,Austin Dillon,Ranch Hand (Bob Newberry),Chevrolet,134.0,9590.0,running,0.0,0.0
2014,4,Charlotte,8.0,6.0,31.0,Ben Kennedy,ALS Association / @BenKennedy31 (Steve Turner),Chevrolet,134.0,12740.0,running,0.0,36.0
2014,4,Charlotte,9.0,20.0,77.0,German Quiroga,OtterBox (Tom DeLoach),Toyota,134.0,11615.0,running,0.0,35.0
2014,4,Charlotte,10.0,14.0,9.0,Justin Lofton,Gunbroker.com (Bob Newberry),Chevrolet,134.0,12790.0,running,0.0,34.0
2014,4,Charlotte,11.0,16.0,8.0,Joe Nemechek,M.D. Anderson Cancer Ctr. / Smoke -N- Sear (Joe Nemechek),Toyota,134.0,11090.0,running,4.0,34.0
2014,4,Charlotte,12.0,17.0,21.0,Joey Coulter,Allegiant Travel (Maury Gallagher),Chevrolet,134.0,10915.0,running,0.0,32.0
2014,4,Charlotte,13.0,26.0,99.0,Bryan Silas,PBG / Bell Trucks America (Chris Baluch),Chevrolet,134.0,10790.0,running,0.0,31.0
2014,4,Charlotte,14.0,25.0,8.0,Jimmy Weller III,Geneva-Liberty Steel / Engine Parts Plus (Bobby Dotter),Chevrolet,134.0,10690.0,running,0.0,30.0
2014,4,Charlotte,15.0,8.0,13.0,Jeb Burton,Carolina Nut Co. (Duke Thorson),Toyota,133.0,11215.0,crash,0.0,29.0
2014,4,Charlotte,16.0,30.0,10.0,Jennifer Jo Cobb,RobbyWells2016.com (Jennifer Jo Cobb),Chevrolet,133.0,10690.0,running,0.0,28.0
2014,4,Charlotte,17.0,33.0,57.0,Norm Benning,Grabiak Performance / Watt's Truck Center (Norm Benning),Chevrolet,126.0,10440.0,running,0.0,27.0
2014,4,Charlotte,18.0,27.0,50.0,T.J. Bell,Electrical Linemen (Mark Beaver),Chevrolet,125.0,10390.0,running,0.0,26.0
2014,4,Charlotte,19.0,4.0,30.0,"Ron Hornaday, Jr.",Rheem (Steve Turner),Chevrolet,114.0,10340.0,crash,0.0,25.0
2014,4,Charlotte,20.0,22.0,35.0,Mason Mingus,MadVapes / 811 - Call Before You Dig (Kevin Cywinski),Toyota,113.0,10915.0,crash,0.0,24.0
2014,4,Charlotte,21.0,21.0,82.0,Jake Crum,My Freedom Smokes (John Corr),Chevrolet,107.0,7970.0,crash,0.0,23.0
2014,4,Charlotte,22.0,10.0,29.0,Ryan Blaney,Cooper Standard Careers for Veterans (Brad Keselowski),Ford,105.0,10165.0,crash,0.0,22.0
2014,4,Charlotte,23.0,5.0,7.0,Brian Ickler,Bullet Liner (Tom DeLoach),Toyota,104.0,8890.0,crash,0.0,21.0
2014,4,Charlotte,24.0,18.0,92.0,Scott Riggs,In Memory of Kenny Bullard / BTS Tire & Wheel (Ricky Benton),Ford,101.0,8865.0,crash,0.0,20.0
2014,4,Charlotte,25.0,19.0,32.0,Tayler Malsam,Outerwall (Steve Turner),Chevrolet,95.0,7965.0,crash,0.0,19.0
2014,4,Charlotte,26.0,11.0,54.0,Bubba Wallace,Toyota Time Sales Event (Kyle Busch),Toyota,93.0,7790.0,crash,0.0,18.0
2014,4,Charlotte,27.0,28.0,28.0,Ryan Ellis,Endo Optiks / FDNY Racing (Jim Rosenblum),Chevrolet,82.0,7765.0,crash,0.0,0.0
2014,4,Charlotte,28.0,23.0,2.0,Tyler Young,AKL Insurance Group / Young's Bldg. Systems (Randy Young),Chevrolet,66.0,7740.0,engine,0.0,16.0
2014,4,Charlotte,29.0,31.0,63.0,Justin Jennings,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,66.0,7690.0,running,0.0,15.0
2014,4,Charlotte,30.0,24.0,7.0,Blake Koch,ThunderExhaust.com (Bobby Dotter),Chevrolet,40.0,8165.0,vibration,0.0,0.0
2014,4,Charlotte,31.0,12.0,23.0,Max Gresham,AmWins Group (Maury Gallagher),Chevrolet,13.0,7640.0,transmission,0.0,13.0
2014,4,Charlotte,32.0,32.0,0.0,Willie Allen,Grimes Irrigation & Construction (Jennifer Jo Cobb),Chevrolet,3.0,7590.0,electrical,0.0,0.0
2014,4,Charlotte,33.0,29.0,42.0,Charles Lewandoski,Randco / Young's Building Systems (Randy Young),Chevrolet,3.0,7565.0,ignition,0.0,0.0
2014,5,Dover,1.0,1.0,51.0,Kyle Busch,Betty Jane France Humanitarian Award (Kyle Busch),Toyota,200.0,40815.0,running,150.0,0.0
2014,5,Dover,2.0,14.0,29.0,Ryan Blaney,Cooper Standard (Brad Keselowski),Ford,200.0,32830.0,running,1.0,43.0
2014,5,Dover,3.0,6.0,98.0,Johnny Sauter,Nextant Aerospace / Curb Records (Mike Curb),Toyota,200.0,22996.0,running,0.0,41.0
2014,5,Dover,4.0,29.0,33.0,Brandon Jones,Exide (Steve Turner),Chevrolet,200.0,17595.0,running,3.0,41.0
2014,5,Dover,5.0,17.0,21.0,Joey Coulter,Allegiant Travel (Maury Gallagher),Chevrolet,200.0,18020.0,running,0.0,39.0
2014,5,Dover,6.0,7.0,8.0,John H. Nemechek,Hard Rock Energy (Joe Nemechek),Toyota,200.0,15995.0,running,0.0,38.0
2014,5,Dover,7.0,10.0,31.0,Ben Kennedy,Click It or Ticket (Steve Turner),Chevrolet,200.0,16895.0,running,0.0,37.0
2014,5,Dover,8.0,5.0,19.0,Tyler Reddick,Reese Towpower / Advance Auto Parts (Brad Keselowski),Ford,199.0,15295.0,running,0.0,36.0
2014,5,Dover,9.0,4.0,77.0,German Quiroga,NET10 Wireless (Tom DeLoach),Toyota,199.0,14590.0,running,0.0,35.0
2014,5,Dover,10.0,3.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,198.0,15640.0,running,0.0,34.0
2014,5,Dover,11.0,8.0,30.0,"Ron Hornaday, Jr.",Rheem (Steve Turner),Chevrolet,198.0,14140.0,running,0.0,33.0
2014,5,Dover,12.0,11.0,5.0,John Wes Townley,Zaxby's (Richie Wauters),Toyota,198.0,13865.0,running,0.0,32.0
2014,5,Dover,13.0,26.0,92.0,Scott Riggs,BTS Tire / Goodyear Fleet HQ / Wynn's (Ricky Benton),Ford,198.0,13765.0,running,0.0,31.0
2014,5,Dover,14.0,28.0,0.0,Cole Custer,Haas Automation (Gene Haas),Chevrolet,197.0,11415.0,running,0.0,30.0
2014,5,Dover,15.0,20.0,50.0,T.J. Bell,America's Linemen / ACCTransportLLC.com (Mark Beaver),Chevrolet,197.0,13965.0,running,0.0,29.0
2014,5,Dover,16.0,15.0,54.0,Bubba Wallace,ToyotaCare (Kyle Busch),Toyota,195.0,13890.0,running,0.0,28.0
2014,5,Dover,17.0,27.0,2.0,Tyler Young,Randco / Young's Building Systems (Randy Young),Chevrolet,194.0,13365.0,running,0.0,27.0
2014,5,Dover,18.0,12.0,13.0,Jeb Burton,Estes Express Lines (Duke Thorson),Toyota,189.0,13265.0,running,0.0,26.0
2014,5,Dover,19.0,23.0,63.0,Justin Jennings,Mittler Bros. Machine & Tool (Mike Mittler),Chevrolet,183.0,13165.0,running,0.0,25.0
2014,5,Dover,20.0,19.0,10.0,Jennifer Jo Cobb,Grimes Irrigation & Construction (Jennifer Jo Cobb),RAM,180.0,13690.0,running,0.0,24.0
2014,5,Dover,21.0,13.0,20.0,Gray Gaulding,Gemini Southern / Krispy Kreme (Bob Newberry),Chevrolet,172.0,12965.0,crash,0.0,23.0
2014,5,Dover,22.0,9.0,32.0,Ben Rhodes,Alpha Energy Solutions (Steve Turner),Chevrolet,169.0,11615.0,crash,0.0,22.0
2014,5,Dover,23.0,2.0,88.0,Matt Crafton,Rip It Energy Fuel / Menards (Duke Thorson),Toyota,156.0,12515.0,crash,46.0,22.0
2014,5,Dover,24.0,35.0,39.0,Ryan Sieg,Damn Good Jerky / Pull-A-Part (Rod Sieg),Chevrolet,136.0,10415.0,suspension,0.0,0.0
2014,5,Dover,25.0,21.0,99.0,Bryan Silas,Bell Trucks America (Chris Baluch),Chevrolet,127.0,10465.0,engine,0.0,19.0
2014,5,Dover,26.0,24.0,35.0,Mason Mingus,811 - Call Before You Dig (Kevin Cywinski),Toyota,125.0,10215.0,running,0.0,18.0
2014,5,Dover,27.0,16.0,9.0,Brennan Newberry,Qore-24 (Bob Newberry),Chevrolet,74.0,10115.0,crash,0.0,17.0
2014,5,Dover,28.0,22.0,57.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,55.0,10015.0,too slow,0.0,16.0
2014,5,Dover,29.0,25.0,7.0,Jake Crum,Thunder Exhaust (Bobby Dotter),Chevrolet,52.0,9890.0,engine,0.0,15.0
2014,5,Dover,30.0,18.0,8.0,Jimmy Weller III,Geneva-Liberty Steel / Integrated Metal Prod. (Bobby Dotter),Chevrolet,18.0,10290.0,engine,0.0,14.0
2014,5,Dover,31.0,32.0,56.0,"Raymond Terczak, Jr.","RM Motorsports (Raymond Terczak, Jr.)",Chevrolet,14.0,9690.0,rear gear,0.0,13.0
2014,5,Dover,32.0,31.0,42.0,Charles Lewandoski,Randco / Young's Building Systems (Randy Young),Chevrolet,3.0,9590.0,electrical,0.0,12.0
2014,5,Dover,33.0,34.0,40.0,Todd Peck,Arthritis.org (Michael Peck),Chevrolet,3.0,9565.0,overheating,0.0,11.0
2014,5,Dover,34.0,30.0,0.0,Ryan Ellis,Grimes Irrigation & Construction (Jennifer Jo Cobb),Chevrolet,2.0,9490.0,vibration,0.0,0.0
2014,5,Dover,35.0,33.0,36.0,Blake Koch,MB Motorsports (Mike Mittler),RAM,2.0,9460.0,vibration,0.0,0.0
2014,6,Fort Worth,1.0,2.0,88.0,Matt Crafton,Slim Jim / Menards (Duke Thorson),Toyota,167.0,52005.0,running,118.0,48.0
2014,6,Fort Worth,2.0,1.0,20.0,Justin Lofton,NTS Motorsports / Chevrolet (Bob Newberry),Chevrolet,167.0,39675.0,running,0.0,42.0
2014,6,Fort Worth,3.0,6.0,8.0,Joe Nemechek,M.D. Anderson Cancer Ctr. / Smoke -N- Sear (Joe Nemechek),Toyota,167.0,28216.0,running,0.0,41.0
2014,6,Fort Worth,4.0,3.0,29.0,Ryan Blaney,Cooper Standard (Brad Keselowski),Ford,167.0,21100.0,running,45.0,41.0
2014,6,Fort Worth,5.0,9.0,5.0,John Wes Townley,Zaxby's (Richie Wauters),Toyota,167.0,15270.0,running,0.0,39.0
2014,6,Fort Worth,6.0,10.0,30.0,"Ron Hornaday, Jr.",Ruud Heating & Cooling (Steve Turner),Chevrolet,167.0,13100.0,running,4.0,39.0
2014,6,Fort Worth,7.0,4.0,98.0,Johnny Sauter,Nextant Aerospace / Curb Records (Mike Curb),Toyota,167.0,12500.0,running,0.0,37.0
2014,6,Fort Worth,8.0,16.0,99.0,Bryan Silas,PBG / Bell Trucks America (Chris Baluch),Chevrolet,167.0,12065.0,running,0.0,36.0
