Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2012,1,Daytona,1.0,23.0,7.0,John King,Red Horse Racing (Tom DeLoach),Toyota,109.0,76525.0,running,6.0,47.0
2012,1,Daytona,2.0,27.0,17.0,Timothy Peters,Tire Kingdom / Service Central (Tom DeLoach),Toyota,109.0,49490.0,running,0.0,42.0
2012,1,Daytona,3.0,15.0,6.0,Justin Lofton,CollegeComplete.com (Eddie Sharp),Chevrolet,109.0,36285.0,running,0.0,41.0
2012,1,Daytona,4.0,19.0,9.0,Travis Kvapil,Toyota Parts & Service / ToyotaRacing.com (Robby Benton),Toyota,109.0,23200.0,running,0.0,0.0
2012,1,Daytona,5.0,8.0,23.0,Jason White,GunBroker.com (Jason White),Ford,109.0,23550.0,running,16.0,40.0
2012,1,Daytona,6.0,10.0,11.0,Todd Bodine,Good Sam Roadside Assistance (Tom DeLoach),Toyota,109.0,16375.0,running,0.0,38.0
2012,1,Daytona,7.0,22.0,84.0,Chris Fontaine,Glenden Enterprises / Ultra-Fit (Chris Fontaine),Toyota,109.0,15175.0,running,0.0,37.0
2012,1,Daytona,8.0,25.0,27.0,Ward Burton,State Water Heaters (Mike Hillman),Chevrolet,109.0,16425.0,running,0.0,36.0
2012,1,Daytona,9.0,4.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,109.0,15425.0,running,0.0,35.0
2012,1,Daytona,10.0,26.0,68.0,Clay Greenfield,Lally Horse Stables/Dawn Stanfill Foundation (Bill Alger),RAM,109.0,15650.0,running,0.0,34.0
2012,1,Daytona,11.0,28.0,29.0,Parker Kligerman,Cooper Standard (Brad Keselowski),RAM,109.0,14325.0,running,0.0,33.0
2012,1,Daytona,12.0,21.0,82.0,Grant Enfinger,Preble-Rish Inc. (George Bragg),Ford,109.0,11900.0,running,0.0,32.0
2012,1,Daytona,13.0,16.0,15.0,Dusty Davis,Thunderexhaust.com (Joey Arrington),RAM,109.0,11800.0,running,0.0,31.0
2012,1,Daytona,14.0,12.0,9.0,"Ron Hornaday, Jr.",Anderson's Maple Syrup (Joe Dennette),Chevrolet,109.0,11675.0,running,0.0,30.0
2012,1,Daytona,15.0,33.0,39.0,Ryan Sieg,Pull-A-Part / HomeSmart Storm Solutions (Rod Sieg),Chevrolet,109.0,14900.0,running,0.0,29.0
2012,1,Daytona,16.0,35.0,93.0,Chris Cockrum,Advanced Communications Group / Accu-Tech (Rod Sieg),Chevrolet,109.0,13625.0,running,0.0,28.0
2012,1,Daytona,17.0,3.0,31.0,James Buescher,AccuDoc Solutions (Steve Turner),Chevrolet,109.0,13520.0,running,10.0,28.0
2012,1,Daytona,18.0,9.0,22.0,Joey Coulter,Mama Lucia Fully Cooked Meatballs (Richard Childress),Chevrolet,108.0,13400.0,crash,0.0,26.0
2012,1,Daytona,19.0,14.0,5.0,Paulie Harraka,Phyzix / Nexemo (Richie Wauters),Ford,105.0,13300.0,running,0.0,25.0
2012,1,Daytona,20.0,11.0,2.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,104.0,13825.0,crash,0.0,0.0
2012,1,Daytona,21.0,17.0,81.0,David Starr,Zachry (Joey Arrington),Toyota,104.0,10850.0,crash,0.0,23.0
2012,1,Daytona,22.0,2.0,30.0,"Nelson Piquet, Jr.",AutoTrac / Qualcomm (Steve Turner),Chevrolet,104.0,13000.0,crash,15.0,23.0
2012,1,Daytona,23.0,30.0,88.0,Matt Crafton,Menards / Ideal Door (Duke Thorson),Toyota,104.0,12875.0,crash,0.0,21.0
2012,1,Daytona,24.0,20.0,13.0,Johnny Sauter,Hot Honeys / Curb Records / 103.5 (Mike Curb),Toyota,104.0,13750.0,crash,4.0,21.0
2012,1,Daytona,25.0,36.0,73.0,Rick Crawford,SuperSeal / Trans Pecos Trucking (Ron Crosby),Chevrolet,101.0,10550.0,crash,0.0,19.0
2012,1,Daytona,26.0,29.0,24.0,Max Gresham,Made In USA Brand / PledgeForUSA.com (Joe Dennette),Chevrolet,100.0,12550.0,crash,0.0,18.0
2012,1,Daytona,27.0,5.0,19.0,Brad Keselowski,Twitter / @cooper standard (Brad Keselowski),RAM,99.0,10175.0,crash,0.0,0.0
2012,1,Daytona,28.0,24.0,8.0,Ross Chastain,National Watermelon Promotion Board (Bobby Dotter),Toyota,94.0,12325.0,crash,1.0,17.0
2012,1,Daytona,29.0,32.0,99.0,Bryan Silas,Rockingham Speedway / Good Sam Club 200 (Chris Baluch),Ford,93.0,10975.0,crash,1.0,16.0
2012,1,Daytona,30.0,1.0,32.0,Miguel Paludo,Duroline Brakes & Components (Steve Turner),Chevrolet,83.0,13675.0,crash,56.0,16.0
2012,1,Daytona,31.0,34.0,7.0,T.J. Duke,Maco / Duke Masonry (Ken Smith),Chevrolet,62.0,9825.0,crash,0.0,13.0
2012,1,Daytona,32.0,7.0,33.0,Cale Gale,Rheem (Eddie Sharp),Chevrolet,61.0,9775.0,crash,0.0,12.0
2012,1,Daytona,33.0,13.0,8.0,Mike Skinner,Paytas Homes / American Auto (Eddie Sharp),Chevrolet,61.0,9725.0,crash,0.0,11.0
2012,1,Daytona,34.0,31.0,60.0,J.R. Fitzpatrick,Equipment Express (Stacy Compton),Chevrolet,61.0,9670.0,crash,0.0,10.0
2012,1,Daytona,35.0,18.0,98.0,Dakoda Armstrong,EverFi (Duke Thorson),Toyota,33.0,9620.0,crash,0.0,9.0
2012,1,Daytona,36.0,6.0,18.0,Jason Leffler,Dollar General (Kyle Busch),Toyota,17.0,9535.0,crash,0.0,8.0
2012,2,Martinsville,1.0,1.0,2.0,Kevin Harvick,Tide / Kroger (Richard Childress),Chevrolet,250.0,33300.0,running,248.0,0.0
2012,2,Martinsville,2.0,2.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,250.0,25340.0,running,2.0,43.0
2012,2,Martinsville,3.0,9.0,31.0,James Buescher,AccuDoc Solutions (Steve Turner),Chevrolet,250.0,18785.0,running,0.0,41.0
