Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2023,6,Bristol (Dirt),15.0,12.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,150.0,running,0.0,22.0,0.0
2023,6,Bristol (Dirt),16.0,22.0,12.0,Spencer Boyd,FR8/logik (Randy Young),Chevrolet,150.0,running,0.0,21.0,0.0
2023,6,Bristol (Dirt),17.0,27.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,150.0,running,0.0,20.0,0.0
2023,6,Bristol (Dirt),18.0,17.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,150.0,running,0.0,19.0,0.0
2023,6,Bristol (Dirt),19.0,7.0,99.0,Ben Rhodes,Campers Inn RV (Duke Thorson),Ford,150.0,running,0.0,18.0,0.0
2023,6,Bristol (Dirt),20.0,19.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,150.0,running,0.0,18.0,0.0
2023,6,Bristol (Dirt),21.0,1.0,38.0,Zane Smith,Love's / Speedco (Bob Jenkins),Ford,150.0,running,0.0,22.0,0.0
2023,6,Bristol (Dirt),22.0,32.0,43.0,Daniel Dye,Race to stop Suicide (Maury Gallagher),Chevrolet,150.0,running,0.0,15.0,0.0
2023,6,Bristol (Dirt),23.0,5.0,52.0,Stewart Friesen,Ferris Commercial Mowers (Chris Larsen),Toyota,150.0,running,0.0,23.0,0.0
2023,6,Bristol (Dirt),24.0,30.0,6.0,Norm Benning,MDIACircle B (Norm Benning),Chevrolet,150.0,running,0.0,13.0,0.0
2023,6,Bristol (Dirt),25.0,28.0,56.0,Timmy Hill,shophillmotorsports.com (Timmy Hill),Toyota,148.0,running,0.0,12.0,0.0
2023,6,Bristol (Dirt),26.0,31.0,30.0,Tanner Carrick,CVC Concrete (Steven Lane),Toyota,147.0,running,0.0,11.0,0.0
2023,6,Bristol (Dirt),27.0,35.0,9.0,Colby Howard,Project Hope Foundation (Codie Rohrbaugh),Chevrolet,147.0,running,0.0,10.0,0.0
2023,6,Bristol (Dirt),28.0,16.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,147.0,running,0.0,9.0,0.0
2023,6,Bristol (Dirt),29.0,33.0,41.0,Tyler Carpenter,AutoVentive (Al Niece),Chevrolet,117.0,crash,0.0,8.0,0.0
2023,6,Bristol (Dirt),30.0,13.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,96.0,crash,0.0,7.0,0.0
2023,6,Bristol (Dirt),31.0,21.0,75.0,Parker Kligerman,Swiffer/Food Country USA (Charlie Henderson),Chevrolet,85.0,crash,0.0,0.0,0.0
2023,6,Bristol (Dirt),32.0,36.0,2.0,Kris Wright,Randy Young,Chevrolet,75.0,crash,0.0,5.0,0.0
2023,6,Bristol (Dirt),33.0,23.0,16.0,Tyler Ankrum,LiUNA! (Shigeaki Hattori),Toyota,25.0,crash,0.0,4.0,0.0
2023,6,Bristol (Dirt),34.0,9.0,17.0,Taylor Gray,JBL (David Gilliland),Toyota,8.0,crash,0.0,3.0,0.0
2023,6,Bristol (Dirt),35.0,18.0,33.0,Mason Massey,Brunt (Josh Reaume),Ford,7.0,crash,0.0,2.0,0.0
2023,6,Bristol (Dirt),36.0,20.0,20.0,Stefan Parsons,Randy Young,Chevrolet,7.0,crash,0.0,0.0,0.0
2023,7,Martinsville,1.0,4.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,124.0,running,82.0,60.0,7.0
2023,7,Martinsville,2.0,2.0,51.0,Kyle Busch,Zariz Transport (Kyle Busch),Chevrolet,124.0,running,37.0,0.0,0.0
2023,7,Martinsville,3.0,1.0,38.0,Zane Smith,LONG JOHN SILVER'S (Bob Jenkins),Ford,124.0,running,5.0,50.0,0.0
2023,7,Martinsville,4.0,12.0,98.0,Ty Majeski,Soda Sense (Mike Curb),Ford,124.0,running,0.0,42.0,0.0
2023,7,Martinsville,5.0,9.0,15.0,Tanner Gray,JBL (David Gilliland),Toyota,124.0,running,0.0,45.0,0.0
2023,7,Martinsville,6.0,3.0,99.0,Ben Rhodes,Campers Inn RV (Duke Thorson),Ford,124.0,running,0.0,40.0,0.0
2023,7,Martinsville,7.0,5.0,25.0,Matt DiBenedetto,Rackley Roofing (Rackley W.A.R.),Chevrolet,124.0,running,0.0,35.0,0.0
2023,7,Martinsville,8.0,24.0,17.0,Taylor Gray,Dead On Tools (David Gilliland),Toyota,124.0,running,0.0,29.0,0.0
2023,7,Martinsville,9.0,22.0,1.0,William Sawalich,Starkey/Soundgear (David Gilliland),Toyota,124.0,running,0.0,29.0,0.0
2023,7,Martinsville,10.0,8.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,124.0,running,0.0,27.0,0.0
2023,7,Martinsville,11.0,19.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,124.0,running,0.0,26.0,0.0
2023,7,Martinsville,12.0,25.0,41.0,Ross Chastain,Worldwide Express (Al Niece),Chevrolet,124.0,running,0.0,0.0,0.0
2023,7,Martinsville,13.0,18.0,35.0,Jake Garcia,TBD (Bill McAnally),Chevrolet,124.0,running,0.0,24.0,0.0
2023,7,Martinsville,14.0,10.0,23.0,Grant Enfinger,Champion Power Equipment (Maury Gallagher),Chevrolet,124.0,running,0.0,23.0,0.0
2023,7,Martinsville,15.0,6.0,19.0,Christian Eckes,Gates Hydraulics (Bill McAnally),Chevrolet,124.0,running,0.0,35.0,0.0
2023,7,Martinsville,16.0,31.0,2.0,Kris Wright,F.N.B. Corporation (Randy Young),Chevrolet,124.0,running,0.0,21.0,0.0
2023,7,Martinsville,17.0,26.0,9.0,Colby Howard,Grant County Mulch (Codie Rohrbaugh),Chevrolet,124.0,running,0.0,21.0,0.0
2023,7,Martinsville,18.0,15.0,66.0,Conner Jones,TSport (Duke Thorson),Ford,124.0,running,0.0,19.0,0.0
2023,7,Martinsville,19.0,28.0,56.0,Timmy Hill,UNITS Storage (Timmy Hill),Toyota,124.0,running,0.0,18.0,0.0
2023,7,Martinsville,20.0,27.0,13.0,Hailie Deegan,Ford Performance (Duke Thorson),Ford,124.0,running,0.0,17.0,0.0
2023,7,Martinsville,21.0,36.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,124.0,running,0.0,16.0,0.0
2023,7,Martinsville,22.0,23.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,124.0,running,0.0,15.0,0.0
2023,7,Martinsville,23.0,30.0,12.0,Spencer Boyd,Freedom Warranty (Randy Young),Chevrolet,124.0,running,0.0,14.0,0.0
2023,7,Martinsville,24.0,29.0,46.0,Memphis Villarreal,S & S Fishing and Rental (G2G Racing),Toyota,124.0,running,0.0,13.0,0.0
2023,7,Martinsville,25.0,16.0,24.0,Rajah Caruth,Wendell Scott Foundation (Maury Gallagher),Chevrolet,124.0,running,0.0,12.0,0.0
2023,7,Martinsville,26.0,11.0,88.0,Matt Crafton,Jack Links/Menards (Duke Thorson),Ford,124.0,running,0.0,11.0,0.0
2023,7,Martinsville,27.0,14.0,16.0,Tyler Ankrum,LiUNA! (Shigeaki Hattori),Toyota,124.0,running,0.0,10.0,0.0
2023,7,Martinsville,28.0,17.0,4.0,Kaden Honeycutt,Carquest (Roper Racing),Ford,123.0,running,0.0,9.0,0.0
2023,7,Martinsville,29.0,33.0,30.0,Jonathan Shafer,Osgar's Autobody (Steven Lane),Toyota,123.0,running,0.0,8.0,0.0
2023,7,Martinsville,30.0,13.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,123.0,running,0.0,7.0,0.0
2023,7,Martinsville,31.0,21.0,43.0,Daniel Dye,Heise LED Lighting Systems (Maury Gallagher),Chevrolet,123.0,running,0.0,6.0,0.0
2023,7,Martinsville,32.0,20.0,45.0,Lawless Alan,AUTOChargit (Al Niece),Chevrolet,122.0,running,0.0,5.0,0.0
2023,7,Martinsville,33.0,32.0,33.0,Mason Massey,Colonial Countertops (Josh Reaume),Ford,122.0,running,0.0,4.0,0.0
2023,7,Martinsville,34.0,7.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,122.0,running,0.0,8.0,0.0
2023,7,Martinsville,35.0,34.0,20.0,Brad Perez,Bonesteel Aerospace (Randy Young),Chevrolet,118.0,running,0.0,0.0,0.0
2023,7,Martinsville,36.0,35.0,22.0,Stephen Mallozzi,Stacking Dennys (Kevin Cywinski),Ford,116.0,running,0.0,1.0,0.0
2023,8,Kansas,1.0,11.0,23.0,Grant Enfinger,Chevy Military Appreciation (Maury Gallagher),Chevrolet,134.0,running,65.0,56.0,5.0
2023,8,Kansas,2.0,12.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,134.0,running,13.0,46.0,0.0
2023,8,Kansas,3.0,7.0,38.0,Zane Smith,Love's / Speedco (Bob Jenkins),Ford,134.0,running,6.0,48.0,0.0
2023,8,Kansas,4.0,14.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,134.0,running,1.0,35.0,0.0
2023,8,Kansas,5.0,17.0,41.0,Ross Chastain,Worldwide Express (Al Niece),Chevrolet,134.0,running,0.0,0.0,0.0
2023,8,Kansas,6.0,6.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,134.0,running,0.0,31.0,0.0
2023,8,Kansas,7.0,2.0,51.0,Kyle Busch,Zariz Transport (Kyle Busch),Chevrolet,134.0,running,11.0,0.0,0.0
2023,8,Kansas,8.0,4.0,35.0,Jake Garcia,Adaptive One Calipers (Bill McAnally),Chevrolet,134.0,running,0.0,29.0,0.0
2023,8,Kansas,9.0,19.0,17.0,Taylor Gray,Dead On Tools (David Gilliland),Toyota,134.0,running,0.0,28.0,0.0
2023,8,Kansas,10.0,23.0,16.0,Tyler Ankrum,LiUNA! (Shigeaki Hattori),Toyota,134.0,running,0.0,35.0,0.0
2023,8,Kansas,11.0,21.0,88.0,Matt Crafton,Black Label Bacon/Menards (Duke Thorson),Ford,134.0,running,0.0,26.0,0.0
2023,8,Kansas,12.0,16.0,13.0,Hailie Deegan,Dible Dough (Duke Thorson),Ford,134.0,running,0.0,26.0,0.0
2023,8,Kansas,13.0,10.0,43.0,Daniel Dye,Race to stop Suicide (Maury Gallagher),Chevrolet,133.0,running,0.0,24.0,0.0
2023,8,Kansas,14.0,28.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,133.0,running,0.0,23.0,0.0
2023,8,Kansas,15.0,24.0,1.0,Toni Breidinger,Victoria's Secret (David Gilliland),Toyota,133.0,running,0.0,22.0,0.0
2023,8,Kansas,16.0,5.0,99.0,Ben Rhodes,Bommarito (Duke Thorson),Ford,133.0,running,17.0,30.0,0.0
2023,8,Kansas,17.0,34.0,45.0,Lawless Alan,AUTOParkIt (Al Niece),Chevrolet,133.0,running,0.0,20.0,0.0
2023,8,Kansas,18.0,8.0,15.0,Tanner Gray,Mobil 1 (David Gilliland),Toyota,133.0,running,3.0,19.0,0.0
2023,8,Kansas,19.0,27.0,4.0,Johnny Sauter,Carquest (Roper Racing),Ford,133.0,running,0.0,18.0,0.0
2023,8,Kansas,20.0,26.0,46.0,Brennan Poole,G2G Racing,Toyota,133.0,running,0.0,17.0,0.0
2023,8,Kansas,21.0,31.0,20.0,Nick Leitz,Precision Measurements (Randy Young),Chevrolet,133.0,running,0.0,16.0,0.0
2023,8,Kansas,22.0,30.0,56.0,Tyler Hill,HairClub Cares (Timmy Hill),Toyota,132.0,running,0.0,15.0,0.0
2023,8,Kansas,23.0,32.0,90.0,Justin S. Carroll,Carroll's Automotive/Duratain (Terry Carroll),Toyota,132.0,running,0.0,14.0,0.0
2023,8,Kansas,24.0,29.0,22.0,Josh Reaume,JAG Metals LLC. (Kevin Cywinski),Ford,132.0,running,0.0,13.0,0.0
2023,8,Kansas,25.0,9.0,98.0,Ty Majeski,Road Ranger (Mike Curb),Ford,131.0,running,12.0,22.0,1.0
2023,8,Kansas,26.0,36.0,12.0,Spencer Boyd,Burco (Randy Young),Chevrolet,131.0,running,0.0,11.0,0.0
2023,8,Kansas,27.0,33.0,33.0,Mason Maggio,Professional Ag Services (Josh Reaume),Ford,131.0,running,0.0,10.0,0.0
2023,8,Kansas,28.0,25.0,2.0,Kris Wright,F.N.B. Corporation (Randy Young),Chevrolet,91.0,crash,0.0,9.0,0.0
2023,8,Kansas,29.0,18.0,25.0,Matt DiBenedetto,Rackley RoofingWAR Shocks (Rackley W.A.R.),Chevrolet,81.0,dvp,0.0,8.0,0.0
2023,8,Kansas,30.0,1.0,19.0,Christian Eckes,Instacoat Premium Products (Bill McAnally),Chevrolet,78.0,crash,6.0,12.0,0.0
2023,8,Kansas,31.0,20.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,78.0,crash,0.0,8.0,0.0
2023,8,Kansas,32.0,22.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,78.0,crash,0.0,6.0,0.0
2023,8,Kansas,33.0,3.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,78.0,crash,0.0,13.0,0.0
2023,8,Kansas,34.0,13.0,24.0,Rajah Caruth,Wendell Scott Foundation (Maury Gallagher),Chevrolet,72.0,crash,0.0,15.0,0.0
2023,8,Kansas,35.0,15.0,9.0,Colby Howard,Grant County Mulch (Codie Rohrbaugh),Chevrolet,55.0,crash,0.0,2.0,0.0
2023,8,Kansas,36.0,35.0,47.0,Tim Viens,G2G Racing,Toyota,2.0,transmission,0.0,1.0,0.0
2023,9,Darlington,1.0,4.0,19.0,Christian Eckes,Gates Hydraulics (Bill McAnally),Chevrolet,158.0,running,82.0,58.0,6.0
2023,9,Darlington,2.0,6.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,158.0,running,0.0,43.0,0.0
2023,9,Darlington,3.0,11.0,15.0,Tanner Gray,Black's Tire (David Gilliland),Toyota,158.0,running,0.0,34.0,0.0
2023,9,Darlington,4.0,8.0,51.0,William Byron,HendrickCars.com (Kyle Busch),Chevrolet,158.0,running,7.0,0.0,0.0
2023,9,Darlington,5.0,18.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,158.0,running,0.0,44.0,0.0
2023,9,Darlington,6.0,13.0,24.0,Rajah Caruth,Wendell Scott Foundation (Maury Gallagher),Chevrolet,158.0,running,0.0,31.0,0.0
2023,9,Darlington,7.0,15.0,1.0,Bubba Wallace,Annie Bosko (David Gilliland),Toyota,158.0,running,0.0,0.0,0.0
2023,9,Darlington,8.0,1.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,158.0,running,66.0,47.0,0.0
2023,9,Darlington,9.0,25.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,158.0,running,0.0,28.0,0.0
2023,9,Darlington,10.0,24.0,20.0,Kaden Honeycutt,Randy Young,Chevrolet,158.0,running,0.0,27.0,0.0
2023,9,Darlington,11.0,3.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,158.0,running,0.0,28.0,0.0
2023,9,Darlington,12.0,19.0,88.0,Matt Crafton,Ideal Door/Menards (Duke Thorson),Ford,158.0,running,0.0,25.0,0.0
2023,9,Darlington,13.0,16.0,41.0,Ross Chastain,Worldwide Express (Al Niece),Chevrolet,158.0,running,0.0,0.0,0.0
2023,9,Darlington,14.0,2.0,23.0,Grant Enfinger,Champion Power Equipment (Maury Gallagher),Chevrolet,158.0,running,0.0,32.0,0.0
2023,9,Darlington,15.0,17.0,16.0,Tyler Ankrum,LiUNA! (Shigeaki Hattori),Toyota,158.0,running,0.0,22.0,0.0
2023,9,Darlington,16.0,29.0,7.0,Corey LaJoie,Schluter Systems (Spire Motorsports),Chevrolet,158.0,running,0.0,0.0,0.0
2023,9,Darlington,17.0,36.0,9.0,Colby Howard,Grant County Mulch (Codie Rohrbaugh),Chevrolet,158.0,running,0.0,20.0,0.0
2023,9,Darlington,18.0,14.0,99.0,Ben Rhodes,Farm Paint (Duke Thorson),Ford,158.0,running,0.0,19.0,0.0
2023,9,Darlington,19.0,20.0,43.0,Daniel Dye,Race to stop Suicide (Maury Gallagher),Chevrolet,158.0,running,0.0,18.0,0.0
2023,9,Darlington,20.0,26.0,13.0,Hailie Deegan,Ford Performance (Duke Thorson),Ford,158.0,running,2.0,17.0,0.0
2023,9,Darlington,21.0,12.0,17.0,Taylor Gray,Dead On Tools (David Gilliland),Toyota,158.0,running,1.0,17.0,0.0
2023,9,Darlington,22.0,22.0,38.0,Zane Smith,RTA rtatel.com (Bob Jenkins),Ford,158.0,running,0.0,15.0,0.0
2023,9,Darlington,23.0,34.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,158.0,running,0.0,14.0,0.0
2023,9,Darlington,24.0,23.0,56.0,Timmy Hill,UNITS Storage (Timmy Hill),Toyota,157.0,running,0.0,15.0,0.0
2023,9,Darlington,25.0,7.0,25.0,Matt DiBenedetto,Rackley Roofing (Rackley W.A.R.),Chevrolet,157.0,running,0.0,20.0,0.0
2023,9,Darlington,26.0,5.0,35.0,Jake Garcia,Crown Fiber (Bill McAnally),Chevrolet,157.0,running,0.0,16.0,0.0
2023,9,Darlington,27.0,32.0,30.0,Ryan Vargas,KSDT CPA (Steven Lane),Toyota,156.0,running,0.0,10.0,0.0
2023,9,Darlington,28.0,27.0,4.0,Johnny Sauter,CarQuest/Roper Racing (Roper Racing),Ford,156.0,running,0.0,9.0,0.0
2023,9,Darlington,29.0,35.0,2.0,Kris Wright,Wrightcars.com (Randy Young),Chevrolet,155.0,running,0.0,8.0,0.0
2023,9,Darlington,30.0,30.0,45.0,Lawless Alan,AUTOParkIt (Al Niece),Chevrolet,126.0,crash,0.0,7.0,0.0
2023,9,Darlington,31.0,9.0,98.0,Ty Majeski,Tenda/Curb Records (Mike Curb),Ford,123.0,running,0.0,6.0,0.0
2023,9,Darlington,32.0,10.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,100.0,crash,0.0,6.0,0.0
2023,9,Darlington,33.0,33.0,12.0,Spencer Boyd,Sad Daddy Hunting Blinds (Randy Young),Chevrolet,78.0,fuel pump,0.0,4.0,0.0
2023,9,Darlington,34.0,21.0,75.0,Parker Kligerman,Haagen-Dazs (Charlie Henderson),Chevrolet,48.0,oil leak,0.0,0.0,0.0
2023,9,Darlington,35.0,31.0,47.0,Dawson Cram,G2G Racing,Toyota,36.0,mechanical,0.0,0.0,0.0
2023,9,Darlington,36.0,28.0,46.0,Brennan Poole,G2G Racing,Toyota,20.0,engine,0.0,1.0,0.0
2023,10,North Wilkesboro,1.0,8.0,7.0,Kyle Larson,HendrickCars.com (Spire Motorsports),Chevrolet,252.0,running,138.0,0.0,0.0
2023,10,North Wilkesboro,2.0,3.0,98.0,Ty Majeski,Soda Sense/Curb Records (Mike Curb),Ford,252.0,running,0.0,35.0,0.0
2023,10,North Wilkesboro,3.0,15.0,25.0,Matt DiBenedetto,Rackley Roofing (Rackley W.A.R.),Chevrolet,252.0,running,0.0,39.0,0.0
2023,10,North Wilkesboro,4.0,2.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,252.0,running,16.0,48.0,0.0
2023,10,North Wilkesboro,5.0,14.0,1.0,Bubba Wallace,Pristine Auction (David Gilliland),Toyota,252.0,running,13.0,0.0,0.0
2023,10,North Wilkesboro,6.0,1.0,11.0,Corey Heim,Safelite (David Gilliland),Toyota,252.0,running,75.0,48.0,1.0
2023,10,North Wilkesboro,7.0,18.0,88.0,Matt Crafton,Denali Aire/ Menards (Duke Thorson),Ford,252.0,running,0.0,30.0,0.0
2023,10,North Wilkesboro,8.0,24.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,252.0,running,0.0,31.0,0.0
2023,10,North Wilkesboro,9.0,12.0,41.0,Ross Chastain,Worldwide Express (Al Niece),Chevrolet,252.0,running,0.0,0.0,0.0
2023,10,North Wilkesboro,10.0,7.0,23.0,Grant Enfinger,Champion Power Equipment (Maury Gallagher),Chevrolet,252.0,running,0.0,31.0,0.0
2023,10,North Wilkesboro,11.0,4.0,51.0,William Byron,HendrickCars.com (Kyle Busch),Chevrolet,252.0,running,10.0,0.0,0.0
2023,10,North Wilkesboro,12.0,32.0,30.0,Chris Hacker,Morgan & Morgan (Steven Lane),Toyota,252.0,running,0.0,25.0,0.0
2023,10,North Wilkesboro,13.0,33.0,52.0,Stewart Friesen,Ferris Commercial Mowers (Chris Larsen),Toyota,252.0,running,0.0,29.0,0.0
2023,10,North Wilkesboro,14.0,16.0,43.0,Daniel Dye,Champion Container (Maury Gallagher),Chevrolet,252.0,running,0.0,23.0,0.0
2023,10,North Wilkesboro,15.0,6.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,252.0,running,0.0,22.0,0.0
2023,10,North Wilkesboro,16.0,9.0,61.0,Christopher Bell,Toyota Tsusho (Shigeaki Hattori),Toyota,252.0,running,0.0,0.0,0.0
2023,10,North Wilkesboro,17.0,11.0,20.0,Kaden Honeycutt,Race Face Digital Cards (Randy Young),Chevrolet,252.0,running,0.0,20.0,0.0
2023,10,North Wilkesboro,18.0,31.0,15.0,Tanner Gray,Black's Tire (David Gilliland),Toyota,252.0,running,0.0,19.0,0.0
2023,10,North Wilkesboro,19.0,22.0,45.0,Lawless Alan,AUTOChargit (Al Niece),Chevrolet,252.0,running,0.0,18.0,0.0
2023,10,North Wilkesboro,20.0,10.0,13.0,Hailie Deegan,Ford Performance (Duke Thorson),Ford,252.0,running,0.0,17.0,0.0
2023,10,North Wilkesboro,21.0,27.0,17.0,Taylor Gray,Dead On Tools (David Gilliland),Toyota,252.0,running,0.0,16.0,0.0
2023,10,North Wilkesboro,22.0,34.0,2.0,Kris Wright,F.N.B. Corporation (Randy Young),Chevrolet,252.0,running,0.0,15.0,0.0
2023,10,North Wilkesboro,23.0,21.0,35.0,Jake Garcia,Quanta (Bill McAnally),Chevrolet,252.0,running,0.0,14.0,0.0
2023,10,North Wilkesboro,24.0,5.0,9.0,Colby Howard,Grant County Mulch (Codie Rohrbaugh),Chevrolet,252.0,running,0.0,20.0,0.0
2023,10,North Wilkesboro,25.0,13.0,19.0,Christian Eckes,Gates Hydraulics (Bill McAnally),Chevrolet,252.0,running,0.0,12.0,0.0
2023,10,North Wilkesboro,26.0,17.0,16.0,Tyler Ankrum,LiUNA! (Shigeaki Hattori),Toyota,250.0,running,0.0,13.0,0.0
2023,10,North Wilkesboro,27.0,35.0,12.0,Spencer Boyd,Latitude Aero (Randy Young),Chevrolet,250.0,running,0.0,10.0,0.0
2023,10,North Wilkesboro,28.0,28.0,22.0,Josh Williams,Katz Coffee | ALLOY (Kevin Cywinski),Ford,221.0,water pump,0.0,0.0,0.0
2023,10,North Wilkesboro,29.0,30.0,66.0,Conner Jones,TSport (Duke Thorson),Ford,219.0,electrical,0.0,8.0,0.0
2023,10,North Wilkesboro,30.0,20.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,213.0,running,0.0,7.0,0.0
2023,10,North Wilkesboro,31.0,26.0,56.0,Timmy Hill,Coble Enterprises (Timmy Hill),Toyota,211.0,running,0.0,6.0,0.0
2023,10,North Wilkesboro,32.0,36.0,38.0,Zane Smith,Boot Barn (Bob Jenkins),Ford,204.0,crash,0.0,17.0,0.0
2023,10,North Wilkesboro,33.0,19.0,99.0,Ben Rhodes,Kubota (Duke Thorson),Ford,202.0,crash,0.0,4.0,0.0
2023,10,North Wilkesboro,34.0,23.0,24.0,Rajah Caruth,Wendell Scott Foundation (Maury Gallagher),Chevrolet,200.0,crash,0.0,3.0,0.0
2023,10,North Wilkesboro,35.0,25.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,182.0,crash,0.0,2.0,0.0
2023,10,North Wilkesboro,36.0,29.0,4.0,Johnny Sauter,Carquest (Roper Racing),Ford,153.0,electrical,0.0,1.0,0.0
2023,11,Charlotte,1.0,19.0,99.0,Ben Rhodes,Campers Inn RV (Duke Thorson),Ford,134.0,running,37.0,44.0,5.0
2023,11,Charlotte,2.0,3.0,11.0,Corey Heim,Rootly (David Gilliland),Toyota,134.0,running,49.0,54.0,1.0
2023,11,Charlotte,3.0,7.0,5.0,Dean Thompson,Thompson Pipe Group (David Gilliland),Toyota,134.0,running,0.0,50.0,0.0
2023,11,Charlotte,4.0,12.0,42.0,Carson Hocevar,Worldwide Express (Al Niece),Chevrolet,134.0,running,43.0,52.0,1.0
2023,11,Charlotte,5.0,11.0,23.0,Grant Enfinger,Champion Power Equipment (Maury Gallagher),Chevrolet,134.0,running,0.0,32.0,0.0
2023,11,Charlotte,6.0,6.0,19.0,Christian Eckes,NAPA AUTOCARE (Bill McAnally),Chevrolet,134.0,running,0.0,32.0,0.0
2023,11,Charlotte,7.0,2.0,98.0,Ty Majeski,Road Ranger (Mike Curb),Ford,134.0,running,0.0,35.0,0.0
2023,11,Charlotte,8.0,20.0,25.0,Matt DiBenedetto,Rackley Roofing/WAR Shocks (Rackley W.A.R.),Chevrolet,134.0,running,0.0,29.0,0.0
2023,11,Charlotte,9.0,34.0,2.0,Nick Sanchez,Gainbridge (Max Siegel),Chevrolet,134.0,running,0.0,30.0,0.0
2023,11,Charlotte,10.0,17.0,17.0,Taylor Gray,Dead On Tools (David Gilliland),Toyota,134.0,running,0.0,33.0,0.0
2023,11,Charlotte,11.0,4.0,24.0,Rajah Caruth,Wendell Scott Foundation (Maury Gallagher),Chevrolet,134.0,running,0.0,33.0,0.0
2023,11,Charlotte,12.0,24.0,88.0,Matt Crafton,Planters/Menards (Duke Thorson),Ford,134.0,running,0.0,25.0,0.0
2023,11,Charlotte,13.0,8.0,41.0,Bayley Currey,Unishippers (Al Niece),Chevrolet,134.0,running,0.0,24.0,0.0
2023,11,Charlotte,14.0,9.0,1.0,David Gilliland,Serial 1 E-Bikes (David Gilliland),Toyota,134.0,running,0.0,28.0,0.0
2023,11,Charlotte,15.0,15.0,35.0,Jake Garcia,Quanta (Bill McAnally),Chevrolet,134.0,running,0.0,22.0,0.0
2023,11,Charlotte,16.0,13.0,4.0,Chase Purdy,Bama Buggies (Kyle Busch),Chevrolet,134.0,running,2.0,21.0,0.0
2023,11,Charlotte,17.0,16.0,45.0,Lawless Alan,AUTOParkIt (Al Niece),Chevrolet,134.0,running,0.0,20.0,0.0
2023,11,Charlotte,18.0,10.0,51.0,Jack Wood,Eberlestock (Kyle Busch),Chevrolet,134.0,running,0.0,19.0,0.0
2023,11,Charlotte,19.0,18.0,43.0,Daniel Dye,Race to stop Suicide (Maury Gallagher),Chevrolet,134.0,running,0.0,18.0,0.0
2023,11,Charlotte,20.0,22.0,9.0,Colby Howard,Grant County Mulch (Codie Rohrbaugh),Chevrolet,134.0,running,0.0,17.0,0.0
2023,11,Charlotte,21.0,26.0,32.0,Bret Holmes,Bret Holmes Racing (Stacy Holmes),Chevrolet,134.0,running,0.0,16.0,0.0
2023,11,Charlotte,22.0,5.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,134.0,running,0.0,24.0,0.0
2023,11,Charlotte,23.0,14.0,38.0,Zane Smith,Love's / Speedco (Bob Jenkins),Ford,134.0,running,0.0,27.0,0.0
2023,11,Charlotte,24.0,29.0,56.0,Tyler Hill,LeithCars.com (Timmy Hill),Toyota,134.0,running,0.0,13.0,0.0
2023,11,Charlotte,25.0,31.0,22.0,Mason Maggio,ACE Hardware Rock Hill (Kevin Cywinski),Ford,134.0,running,0.0,12.0,0.0
2023,11,Charlotte,26.0,36.0,30.0,Ryan Vargas,Rangeline Group (Steven Lane),Toyota,134.0,running,0.0,11.0,0.0
