Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2000,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,8.0,86.0,Mike Cope,Royal Crown Cola (David Hodson),Dodge,90.0,12740.0,running,0.0,127.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,30.0,12.0,Carlos Contreras,Hot Wheels (Russell Kersh),Dodge,84.0,12640.0,running,0.0,124.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,24.0,6.0,"Rich Woodland, Jr.",Woodland Racing (Richard Woodland),Chevrolet,82.0,12540.0,transmission,0.0,121.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,11.0,25.0,Randy Tolsma,Supergard Motor Oil (David Hodson),Dodge,79.0,13792.0,running,0.0,118.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,36.0,0.0,Ryan McGlynn,Howes Lubricator (Raynard McGlynn),Chevrolet,76.0,13292.0,engine,0.0,115.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,20.0,97.0,"Ron Barfield, Jr.","RDR Racing (Ron Barfield, Jr.)",Ford,66.0,13192.0,engine,0.0,112.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,4.0,75.0,Marty Houston,Spears Manufacturing (Wayne Spears),Chevrolet,65.0,13092.0,crash,2.0,114.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,1.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,64.0,14092.0,engine,1.0,111.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,21.0,26.0,Jamie McMurray,Mittler Tool (Mike Mittler),Ford,60.0,12115.0,crash,0.0,103.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,27.0,31.0,John Young,Design-Lighting.com (Bob Brevak),Ford,57.0,11765.0,crash,0.0,100.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,3.0,52.0,Lyndon Amick,Penda Truck Accessories (Ken Schrader),Chevrolet,56.0,11665.0,crash,2.0,102.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,22.0,46.0,Rob Morgan,Acxiom (David Dollar),Ford,56.0,12592.0,crash,4.0,99.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,19.0,15.0,Geoffrey Bodine,Line-X Bedliners (Billy Ballew),Ford,56.0,11440.0,crash,0.0,91.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,31.0,27.0,"Lonnie Rush, Jr.",Hastings Premium Filters (Mike Albernaz),Ford,56.0,11340.0,crash,0.0,88.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,23.0,90.0,Lance Norick,Aventis Behring (Ron Norick),Chevrolet,56.0,12292.0,crash,0.0,85.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,29.0,73.0,B.A. Wilson,Sonntag Redi-Mix (Joey Sonntag),Chevrolet,56.0,11140.0,crash,0.0,82.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,25.0,42.0,Jimmy Kitchens,Dodge Motorsports (Rick McCray),Chevrolet,56.0,12092.0,crash,3.0,84.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,17.0,16.0,Jimmy Hensley,Silverado / Lance Snacks (Ed Rensi),Chevrolet,55.0,11992.0,crash,0.0,76.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,5.0,4.0,Bobby Hamilton,Dana Corporation (Bobby Hamilton Racing),Dodge,36.0,10840.0,crash,6.0,78.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,18.0,41.0,Randy Renfrow,Farris Concrete (Mike Farris),Dodge,36.0,11842.0,crash,0.0,70.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,35.0,7.0,Morgan Shepherd,Conely Racing (John Conely),Chevrolet,17.0,10740.0,rocker arm,1.0,72.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,7.0,24.0,Jack Sprague,GMAC Financial Services (Rick Hendrick),Chevrolet,14.0,12742.0,crash,0.0,64.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,14.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,13.0,11692.0,crash,0.0,61.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,13.0,3.0,Bryan Reffner,Johns Manville / Menards (John Menard),Chevrolet,13.0,11642.0,crash,0.0,58.0
2000,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,33.0,35.0,David Starr,Unified Office Network (George Starr),Chevrolet,10.0,10490.0,engine,0.0,55.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,1.0,3.0,60.0,Andy Houston,CAT Rental Stores (Mike Addington),Chevrolet,167.0,49869.0,running,49.0,180.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,2.0,10.0,2.0,Mike Wallace,Team ASE Racing (Jim Smith),Ford,167.0,28551.0,running,0.0,170.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,3.0,4.0,24.0,Jack Sprague,GMAC Financial Services (Rick Hendrick),Chevrolet,167.0,22181.0,running,22.0,170.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,4.0,1.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,167.0,19076.0,running,23.0,165.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,5.0,2.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,167.0,18231.0,running,72.0,165.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,6.0,9.0,25.0,Randy Tolsma,Supergard Motor Oil (David Hodson),Dodge,167.0,14701.0,running,0.0,150.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,7.0,11.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,167.0,14051.0,running,0.0,146.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,8.0,13.0,88.0,Terry Cook,Transmission Technology (Duke Thorson),Chevrolet,167.0,13651.0,running,0.0,142.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,9.0,17.0,99.0,Kurt Busch,Exide Batteries (Jack Roush),Ford,166.0,14451.0,running,0.0,138.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,10.0,6.0,75.0,Marty Houston,Spears Manufacturing (Wayne Spears),Chevrolet,165.0,14451.0,running,1.0,139.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,11.0,12.0,43.0,Steve Grissom,Dodge Motorsports (Petty Enterprises),Dodge,165.0,11975.0,running,0.0,130.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,12.0,7.0,16.0,Jimmy Hensley,Team Rensi (Ed Rensi),Chevrolet,165.0,13166.0,running,0.0,127.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,13.0,18.0,15.0,Barry Bodine,Line-X Bedliners (Billy Ballew),Ford,165.0,11665.0,running,0.0,124.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,14.0,14.0,40.0,Brad Bennett,ReyBen Racing (Allen Reyen),Chevrolet,165.0,11565.0,running,0.0,121.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,15.0,25.0,86.0,Mike Cope,Royal Crown Cola (David Hodson),Dodge,165.0,11765.0,running,0.0,118.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,16.0,15.0,27.0,"Lonnie Rush, Jr.",Hastings Premium Filters (Mike Albernaz),Ford,164.0,12541.0,running,0.0,115.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,17.0,22.0,7.0,Morgan Shepherd,Special Projects Concept Vehicles (John Conely),Chevrolet,164.0,11265.0,running,0.0,112.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,18.0,29.0,9.0,Lance Hooper,Burrows Trucking (Marty Walsh),Ford,164.0,11165.0,running,0.0,109.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,19.0,23.0,73.0,B.A. Wilson,Sonntag Redi-Mix (Joey Sonntag),Chevrolet,163.0,11065.0,running,0.0,106.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,20.0,27.0,72.0,Randy MacDonald,Velocity Powerboats (Doc MacDonald),Chevrolet,161.0,11215.0,running,0.0,103.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,21.0,34.0,69.0,Michael Dokken,Sprayer Parts Depot (Andy Campbell),Chevrolet,161.0,10765.0,running,0.0,100.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,22.0,33.0,26.0,Jamie McMurray,Mittler Tool (Mike Mittler),Ford,161.0,10565.0,running,0.0,97.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,23.0,28.0,31.0,John Young,Brevak Racing (Bob Brevak),Ford,161.0,10440.0,running,0.0,94.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,24.0,32.0,0.0,Ryan McGlynn,Buyers Choice (Raynard McGlynn),Chevrolet,160.0,11316.0,running,0.0,91.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,25.0,21.0,41.0,Randy Renfrow,Farris Concrete (Mike Farris),Dodge,160.0,11116.0,running,0.0,88.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,26.0,36.0,71.0,Tommy Croft,Rowland Racing (Stanley Rowland),Chevrolet,155.0,9740.0,running,0.0,85.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,27.0,30.0,93.0,Wayne Edwards,WorldBestBuy.com (Lonnie Troxell),Chevrolet,152.0,9540.0,running,0.0,82.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,28.0,35.0,9.0,Matt Mullins,Elcom / Lumber Unlimited (Judith Ann Midgley),Chevrolet,148.0,9340.0,rear end,0.0,79.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,29.0,24.0,98.0,Kenny Martin,Premier Truck Parts (Jim Herrick),Ford,142.0,9140.0,crash,0.0,76.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,30.0,8.0,3.0,Bryan Reffner,Johns Manville / Menards (John Menard),Chevrolet,116.0,9566.0,engine,0.0,73.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,31.0,19.0,90.0,Lance Norick,Aventis Behring (Ron Norick),Chevrolet,106.0,9541.0,engine,0.0,70.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,32.0,5.0,1.0,Dennis Setzer,Mopar Performance (Bob Keselowski),Dodge,74.0,9516.0,overheating,0.0,67.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,33.0,16.0,12.0,Carlos Contreras,Hot Wheels (Russell Kersh),Dodge,74.0,8315.0,parked,0.0,64.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,34.0,26.0,66.0,Rick Carelli,Carlin Burners & Controls (Dale Phelon),Ford,38.0,8290.0,engine,0.0,61.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,35.0,20.0,46.0,Rob Morgan,Acxiom (David Dollar),Ford,22.0,9441.0,engine,0.0,58.0
2000,2,Homestead,Homestead-Miami Speedway,1.5,paved track,36.0,31.0,28.0,Kenny Allen,Rosenblum Racing (Jim Rosenblum),Chevrolet,19.0,8240.0,transmission,0.0,55.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,1.0,1.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,150.0,45804.0,running,101.0,185.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,2.0,9.0,24.0,Jack Sprague,GMAC Financial Services (Rick Hendrick),Chevrolet,150.0,26501.0,running,0.0,170.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,3.0,2.0,60.0,Andy Houston,CAT Rental Stores (Mike Addington),Chevrolet,150.0,19281.0,running,25.0,170.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,4.0,6.0,99.0,Kurt Busch,Exide Batteries (Jack Roush),Ford,150.0,11400.0,running,0.0,160.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,5.0,4.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,150.0,11056.0,running,24.0,160.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,6.0,7.0,1.0,Dennis Setzer,Mopar Performance (Bob Keselowski),Dodge,150.0,9801.0,running,0.0,150.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,7.0,16.0,43.0,Steve Grissom,Dodge Motorsports (Petty Enterprises),Dodge,150.0,7875.0,running,0.0,146.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,8.0,11.0,41.0,Randy Renfrow,Farris Concrete (Mike Farris),Dodge,150.0,8951.0,running,0.0,142.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,9.0,5.0,2.0,Mike Wallace,Team ASE Racing (Jim Smith),Ford,150.0,8751.0,running,0.0,138.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,10.0,8.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,150.0,10101.0,running,0.0,134.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,11.0,14.0,3.0,Bryan Reffner,Johns Manville / Menards (John Menard),Chevrolet,150.0,7526.0,running,0.0,130.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,12.0,30.0,46.0,Rob Morgan,Acxiom (David Dollar),Ford,150.0,8391.0,running,0.0,127.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,13.0,23.0,62.0,Brendan Gaughan,NAPA / Martin Senour (Bill McAnally),Chevrolet,150.0,7165.0,running,0.0,124.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,14.0,10.0,88.0,Terry Cook,PickupTruck.com (Duke Thorson),Chevrolet,150.0,8291.0,running,0.0,121.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,15.0,13.0,16.0,Jimmy Hensley,Team Rensi (Ed Rensi),Chevrolet,150.0,8541.0,running,0.0,118.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,16.0,17.0,9.0,Lance Hooper,Garage Doors of Naples (Marty Walsh),Ford,150.0,7115.0,running,0.0,115.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,17.0,18.0,15.0,Barry Bodine,Line-X Bedliners (Billy Ballew),Ford,150.0,6965.0,running,0.0,112.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,18.0,20.0,2.0,Jim Inglebright,Jelly Belly (Jim Inglebright),Chevrolet,150.0,6915.0,running,0.0,109.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,19.0,24.0,73.0,B.A. Wilson,Speedmonster.com (Joey Sonntag),Chevrolet,150.0,6865.0,running,0.0,106.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,20.0,31.0,86.0,Mike Cope,Royal Crown Cola (David Hodson),Dodge,150.0,7065.0,running,0.0,103.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,21.0,22.0,12.0,Carlos Contreras,Hot Wheels (Russell Kersh),Dodge,149.0,6740.0,running,0.0,100.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,22.0,3.0,75.0,Marty Houston,Spears Manufacturing (Wayne Spears),Chevrolet,148.0,7866.0,running,0.0,97.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,23.0,28.0,51.0,Rick Ware,Dunlop Golf (Rick Ware),Chevrolet,148.0,6590.0,running,0.0,94.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,24.0,29.0,9.0,Matt Mullins,Elcom / Lumber Unlimited (Judith Ann Midgley),Chevrolet,146.0,6490.0,running,0.0,91.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,25.0,27.0,93.0,Wayne Edwards,WorldBestBuy.com (Lonnie Troxell),Chevrolet,145.0,6390.0,running,0.0,88.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,26.0,15.0,66.0,Rick Carelli,Carlin Burners & Controls (Dale Phelon),Ford,144.0,6290.0,engine,0.0,85.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,27.0,35.0,7.0,Stan Boyd,Conely Engines (John Conely),Chevrolet,143.0,6190.0,running,0.0,82.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,28.0,21.0,90.0,Lance Norick,Aventis Behring (Ron Norick),Chevrolet,134.0,7266.0,brakes,0.0,79.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,29.0,19.0,72.0,Randy MacDonald,3M / WorldBestBuy.com (Doc MacDonald),Chevrolet,130.0,5990.0,running,0.0,76.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,30.0,26.0,31.0,Sean Woodside,Brevak Racing (Bob Brevak),Ford,89.0,5890.0,ignition,0.0,73.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,31.0,12.0,25.0,Randy Tolsma,Citgo Supergard (David Hodson),Dodge,68.0,7041.0,crash,0.0,70.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,32.0,34.0,98.0,Kenny Martin,Premier Truck Parts (Jim Herrick),Ford,67.0,5840.0,crash,0.0,67.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,33.0,25.0,26.0,Jamie McMurray,Mittler Tool (Mike Mittler),Ford,46.0,5815.0,engine,0.0,64.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,34.0,33.0,0.0,Ryan McGlynn,Buyers Choice / Howes (Raynard McGlynn),Chevrolet,31.0,6966.0,engine,0.0,61.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,35.0,36.0,23.0,Phil Bonifield,Red Line Oil (Tom Mazzuchi),Chevrolet,19.0,5765.0,too slow,0.0,58.0
2000,3,Phoenix,Phoenix International Raceway,1.0,paved track,36.0,32.0,27.0,"Lonnie Rush, Jr.",Hastings Premium Filters (Mike Albernaz),Chevrolet,3.0,6916.0,ignition,0.0,55.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,1.0,1.0,2.0,Mike Wallace,Team ASE Racing (Jim Smith),Ford,250.0,36449.0,running,37.0,180.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,2.0,6.0,99.0,Kurt Busch,Exide Batteries (Jack Roush),Ford,250.0,22805.0,running,1.0,175.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,3.0,3.0,24.0,Jack Sprague,GMAC Financial Services (Rick Hendrick),Chevrolet,250.0,16776.0,running,31.0,170.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,4.0,23.0,43.0,Steve Grissom,Dodge Motorsports (Petty Enterprises),Dodge,250.0,9895.0,running,36.0,165.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,5.0,14.0,41.0,Randy Renfrow,Farris Concrete (Mike Farris),Dodge,250.0,12346.0,running,8.0,160.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,6.0,19.0,3.0,Bryan Reffner,Johns Manville / Menards (John Menard),Chevrolet,250.0,9946.0,running,0.0,150.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,7.0,15.0,88.0,Terry Cook,PickupTruck.com (Duke Thorson),Chevrolet,250.0,9851.0,running,0.0,146.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,8.0,5.0,1.0,Dennis Setzer,Mopar Performance (Bob Keselowski),Dodge,250.0,8971.0,running,14.0,147.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,9.0,8.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,250.0,8671.0,running,0.0,138.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,10.0,11.0,60.0,Andy Houston,CAT Rental Stores (Mike Addington),Chevrolet,250.0,10021.0,running,16.0,139.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,11.0,24.0,90.0,Lance Norick,Aventis Behring (Ron Norick),Chevrolet,250.0,8371.0,running,0.0,130.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,12.0,4.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,250.0,8321.0,running,0.0,127.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,13.0,26.0,62.0,Brendan Gaughan,NAPA / Martin Senour (Bill McAnally),Chevrolet,250.0,7095.0,running,0.0,124.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,14.0,2.0,16.0,Jimmy Hensley,Team Rensi (Ed Rensi),Chevrolet,250.0,8221.0,running,9.0,126.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,15.0,30.0,46.0,Rob Morgan,Acxiom (David Dollar),Ford,249.0,8321.0,running,0.0,118.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,16.0,7.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,248.0,8271.0,crash,15.0,120.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,17.0,18.0,72.0,Randy MacDonald,3M / Racing Milestones (Doc MacDonald),Chevrolet,248.0,6895.0,running,0.0,112.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,18.0,16.0,73.0,B.A. Wilson,Speedmonster.com (Joey Sonntag),Chevrolet,248.0,6845.0,running,14.0,114.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,19.0,32.0,7.0,Stan Boyd,Auto Value (John Conely),Chevrolet,247.0,6770.0,running,0.0,106.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,20.0,13.0,66.0,Rick Carelli,Carlin Burners & Controls (Dale Phelon),Ford,247.0,6870.0,running,0.0,103.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,21.0,27.0,75.0,Marty Houston,Spears Manufacturing (Wayne Spears),Chevrolet,246.0,7746.0,running,0.0,100.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,22.0,22.0,86.0,Mike Cope,Royal Crown Cola (David Hodson),Dodge,246.0,6520.0,running,0.0,97.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,23.0,25.0,15.0,Barry Bodine,Line-X Bedliners (Billy Ballew),Ford,245.0,6470.0,running,0.0,94.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,24.0,29.0,31.0,Sean Woodside,Team Walker Racing (Bob Brevak),Ford,240.0,6420.0,crash,0.0,91.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,25.0,12.0,25.0,Randy Tolsma,Citgo Supergard (David Hodson),Dodge,237.0,10021.0,engine,69.0,98.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,26.0,34.0,0.0,Ryan McGlynn,Buyers Choice / Howes (Raynard McGlynn),Chevrolet,232.0,7471.0,running,0.0,85.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,27.0,21.0,12.0,Carlos Contreras,Hot Wheels (Russell Kersh),Dodge,227.0,6195.0,crash,0.0,82.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,28.0,20.0,20.0,Jason Small,Small Construction (Walker Evans),Chevrolet,202.0,6095.0,running,0.0,79.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,29.0,31.0,28.0,David Starr,Stallion Express (Tammy Provence),Ford,181.0,7171.0,rear end,0.0,76.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,30.0,17.0,26.0,Jamie McMurray,Mittler Tool (Mike Mittler),Ford,168.0,5895.0,rear end,0.0,73.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,31.0,10.0,9.0,Lance Hooper,Garage Doors of Naples (Marty Walsh),Ford,84.0,5795.0,brakes,0.0,70.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,32.0,33.0,23.0,Phil Bonifield,Red Line Oil (Tom Mazzuchi),Chevrolet,84.0,5695.0,rear end,0.0,67.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,33.0,9.0,98.0,Kenny Martin,Premier Truck Parts (Jim Herrick),Ford,69.0,5595.0,oil line,0.0,64.0
2000,4,Mesa Marin,Mesa Marin Raceway,0.5,paved track,34.0,28.0,93.0,Wayne Edwards,WorldBestBuy.com (Lonnie Troxell),Chevrolet,57.0,5495.0,brakes,0.0,0.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,1.0,2.0,4.0,Bobby Hamilton,Dana Corporation (Bobby Hamilton Racing),Dodge,250.0,40710.0,running,179.0,185.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,2.0,1.0,2.0,Mike Wallace,Team ASE Racing (Jim Smith),Ford,250.0,24225.0,running,53.0,175.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,3.0,4.0,24.0,Jack Sprague,GMAC Financial Services (Rick Hendrick),Chevrolet,250.0,18050.0,running,0.0,165.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,4.0,26.0,1.0,Dennis Setzer,Mopar Performance (Bob Keselowski),Dodge,250.0,13600.0,running,0.0,160.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,5.0,13.0,43.0,Steve Grissom,Dodge Motorsports (Petty Enterprises),Dodge,250.0,9925.0,running,0.0,155.0
2000,5,Martinsville,Martinsville Speedway,0.526,paved track,6.0,6.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,250.0,9755.0,running,0.0,150.0
