Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1998,1,Daytona,1.0,2.0,87.0,Joe Nemechek,BellSouth Mobility (Joe Nemechek),Chevrolet,120.0,78600.0,running,105.0,185.0
1998,1,Daytona,2.0,4.0,4.0,Jeff Purvis,Lance Snacks (James Finch),Chevrolet,120.0,66225.0,running,0.0,170.0
1998,1,Daytona,3.0,26.0,60.0,Mark Martin,Winn-Dixie (Jack Roush),Ford,120.0,47500.0,running,0.0,165.0
1998,1,Daytona,4.0,5.0,0.0,Buckshot Jones,Alka-Seltzer / Bayer (Billy Jones),Pontiac,120.0,39350.0,running,0.0,160.0
1998,1,Daytona,5.0,22.0,74.0,Randy LaJoie,Fina (Bill Baumgardner),Chevrolet,120.0,41725.0,running,0.0,155.0
1998,1,Daytona,6.0,7.0,17.0,Matt Kenseth,Lycos (Robbie Reiser),Chevrolet,120.0,31125.0,running,0.0,150.0
1998,1,Daytona,7.0,27.0,21.0,Michael Waltrip,Band-Aid (Michael Waltrip),Ford,120.0,25675.0,running,0.0,146.0
1998,1,Daytona,8.0,16.0,88.0,Kevin Schwantz,Ryder (David Ridling),Chevrolet,120.0,27225.0,running,0.0,142.0
1998,1,Daytona,9.0,30.0,12.0,Jimmy Spencer,Zippo Manufacturing (Jimmy Spencer),Chevrolet,120.0,20975.0,running,3.0,143.0
1998,1,Daytona,10.0,32.0,10.0,Phil Parsons,Dura Lube (Phil Parsons),Chevrolet,120.0,25025.0,running,0.0,134.0
1998,1,Daytona,11.0,6.0,15.0,Mike Wallace,Petree Racing (Andy Petree),Chevrolet,120.0,20825.0,running,0.0,130.0
1998,1,Daytona,12.0,18.0,29.0,Hermie Sadler,DeWalt Industrial Tools (Gary Bechtel),Chevrolet,120.0,26975.0,running,0.0,127.0
1998,1,Daytona,13.0,11.0,96.0,John Andretti,Big A Auto Parts (Donald Laird),Chevrolet,120.0,18000.0,running,0.0,124.0
1998,1,Daytona,14.0,40.0,37.0,Mark Green,Timber Wolf (Clarence Brewer),Chevrolet,120.0,21700.0,running,0.0,121.0
1998,1,Daytona,15.0,34.0,89.0,Stanton Barrett,Allerest (Meredith Ruark),Ford,120.0,22500.0,running,0.0,118.0
1998,1,Daytona,16.0,39.0,57.0,Jason Keller,Progressive Motorsports (Steve DeSouza),Chevrolet,119.0,20525.0,running,0.0,115.0
1998,1,Daytona,17.0,14.0,70.0,Dale Fischlein,Adrian Carriers (Ivan Murphy),Chevrolet,119.0,17950.0,running,0.0,112.0
1998,1,Daytona,18.0,1.0,34.0,Mike McLaughlin,Goulds Pumps (Frank Cicci),Chevrolet,119.0,25325.0,running,7.0,114.0
