Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2013,1,Daytona,1.0,10.0,33.0,Tony Stewart,Oreo / Ritz (Richard Childress),Chevrolet,120.0,109220.0,running,3.0,0.0
2013,1,Daytona,2.0,2.0,12.0,"Sam Hornish, Jr.",Alliance Truck Parts (Roger Penske),Ford,120.0,99378.0,running,0.0,42.0
2013,1,Daytona,3.0,8.0,99.0,Alex Bowman,Florida Lottery (Robby Benton),Toyota,120.0,85603.0,running,0.0,41.0
2013,1,Daytona,4.0,13.0,88.0,"Dale Earnhardt, Jr.",TaxSlayer.com (JR Motorsports),Chevrolet,120.0,68635.0,running,3.0,0.0
2013,1,Daytona,5.0,3.0,77.0,Parker Kligerman,Bandit Chippers (Kyle Busch),Toyota,120.0,69838.0,running,10.0,40.0
2013,1,Daytona,6.0,29.0,2.0,Brian Scott,Shore Lodge (Richard Childress),Chevrolet,120.0,64013.0,running,5.0,39.0
2013,1,Daytona,7.0,14.0,31.0,Justin Allgaier,Brandt 60 Years (Steve Turner),Chevrolet,120.0,61713.0,running,1.0,38.0
2013,1,Daytona,8.0,28.0,14.0,Eric McClure,Hefty / Reynolds Wrap (Mark Smith),Toyota,120.0,60638.0,running,1.0,37.0
2013,1,Daytona,9.0,30.0,23.0,"Robert Richardson, Jr.","Stalk-It / World Ventures (Robert Richardson, Sr.)",Chevrolet,120.0,59388.0,running,0.0,0.0
2013,1,Daytona,10.0,4.0,60.0,Travis Pastrana,Roush Fenway Racing (Jack Roush),Ford,120.0,59713.0,running,0.0,34.0
2013,1,Daytona,11.0,17.0,30.0,"Nelson Piquet, Jr.",Worx Yard Tools (Steve Turner),Chevrolet,120.0,57338.0,running,0.0,33.0
2013,1,Daytona,12.0,11.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,120.0,50495.0,running,5.0,0.0
2013,1,Daytona,13.0,21.0,32.0,Kyle Larson,Clorox (Steve Turner),Chevrolet,120.0,56488.0,running,1.0,32.0
2013,1,Daytona,14.0,15.0,7.0,Regan Smith,AmericasPower.org / Clean Coal (JR Motorsports),Chevrolet,120.0,51995.0,running,23.0,32.0
2013,1,Daytona,15.0,6.0,11.0,Elliott Sadler,OneMain Financial (Joe Gibbs),Toyota,120.0,57538.0,running,13.0,30.0
