Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2004,1,Daytona,1.0,8.0,8.0,"Dale Earnhardt, Jr.","Oreo / Ritz (Dale Earnhardt, Inc.)",Chevrolet,120.0,96210.0,running,47.0,190.0
2004,1,Daytona,2.0,22.0,27.0,Johnny Sauter,Kleenex / Winn-Dixie (Clarence Brewer),Pontiac,120.0,92470.0,running,1.0,175.0
2004,1,Daytona,3.0,5.0,55.0,Robby Gordon,Fruit of the Loom (Robby Gordon),Chevrolet,120.0,63030.0,running,9.0,170.0
2004,1,Daytona,4.0,3.0,21.0,Kevin Harvick,Hershey's Kisses (Richard Childress),Chevrolet,120.0,58875.0,running,46.0,165.0
2004,1,Daytona,5.0,29.0,17.0,Matt Kenseth,Bayer / Express Personnel Services (Jack Roush),Ford,120.0,51675.0,running,0.0,155.0
2004,1,Daytona,6.0,4.0,32.0,David Stremme,Trim Spa (Todd Braun),Dodge,120.0,54550.0,running,0.0,150.0
2004,1,Daytona,7.0,2.0,2.0,"Ron Hornaday, Jr.",AC Delco (Richard Childress),Chevrolet,120.0,56825.0,running,1.0,151.0
2004,1,Daytona,8.0,6.0,0.0,Jason Leffler,Haas Automation (Gene Haas),Chevrolet,120.0,43400.0,running,0.0,142.0
2004,1,Daytona,9.0,30.0,22.0,Jason Keller,Miller High Life (Greg Pollex),Ford,120.0,53250.0,running,0.0,138.0
2004,1,Daytona,10.0,16.0,37.0,David Green,Timber Wolf (Clarence Brewer),Pontiac,120.0,53550.0,running,0.0,134.0
2004,1,Daytona,11.0,33.0,60.0,Greg Biffle,Charter Communications (Jack Roush),Ford,120.0,39500.0,running,4.0,135.0
2004,1,Daytona,12.0,18.0,23.0,Kenny Wallace,Stacker 2 (Bill Davis),Chevrolet,120.0,39125.0,running,0.0,127.0
2004,1,Daytona,13.0,26.0,25.0,"Bobby Hamilton, Jr.",U.S. Marine Corps (Ed Rensi),Ford,120.0,49680.0,running,0.0,124.0
2004,1,Daytona,14.0,20.0,46.0,Ashton Lewis,Lewis Motorsports (Bill Lewis),Chevrolet,120.0,43550.0,running,0.0,121.0
2004,1,Daytona,15.0,13.0,14.0,Casey Atwood,"Navy ""Accelerate Your Life"" (Terry Bradshaw)",Chevrolet,120.0,40450.0,running,0.0,118.0
2004,1,Daytona,16.0,28.0,12.0,Tim Fedewa,Supercuts (Armando Fitz),Chevrolet,120.0,39750.0,running,0.0,115.0
2004,1,Daytona,17.0,24.0,47.0,Robert Pressley,Clorox / Wisk (Tad Geschickter),Ford,120.0,39650.0,running,0.0,112.0
2004,1,Daytona,18.0,38.0,96.0,Gus Wasson,Night & Day Contact Lenses (Julian Burgess),Chevrolet,120.0,39375.0,running,0.0,109.0
2004,1,Daytona,19.0,11.0,99.0,Michael Waltrip,Aaron's (Michael Waltrip),Chevrolet,119.0,37250.0,running,8.0,111.0
2004,1,Daytona,20.0,41.0,49.0,Derrike Cope,Advil Liqui-Gels (Jay Robinson),Ford,119.0,39875.0,running,3.0,108.0
2004,1,Daytona,21.0,31.0,74.0,Damon Lusk,Outdoor Channel (Bill Baumgardner),Chevrolet,119.0,39000.0,running,0.0,100.0
2004,1,Daytona,22.0,32.0,72.0,Larry Gunselman,MacDonald Motorsports (Pat MacDonald),Chevrolet,119.0,40075.0,running,0.0,97.0
2004,1,Daytona,23.0,23.0,2.0,Hermie Sadler,Zapf Creations (Bryant Stith),Pontiac,119.0,37030.0,running,0.0,94.0
2004,1,Daytona,24.0,14.0,5.0,Kyle Busch,Lowe's (Rick Hendrick),Chevrolet,101.0,45075.0,overheating,0.0,91.0
2004,1,Daytona,25.0,35.0,36.0,Steve Grissom,DCT Motorsports (Carl Natale),Chevrolet,100.0,36550.0,running,0.0,88.0
2004,1,Daytona,26.0,37.0,68.0,Rick Markle,Yahoo! (Del Markle),Chevrolet,96.0,36325.0,running,0.0,85.0
2004,1,Daytona,27.0,36.0,43.0,Josh Richeson,Ollie's Bargain Mart (Mike Curb),Chevrolet,94.0,38250.0,running,0.0,82.0
2004,1,Daytona,28.0,1.0,81.0,Martin Truex Jr,Bass Pro Shops (Chance2 Motorsports),Chevrolet,93.0,38875.0,running,1.0,84.0
2004,1,Daytona,29.0,39.0,10.0,Jason Schuler,Operation Fire SAFE (Johnny Davis),Chevrolet,88.0,46775.0,running,0.0,76.0
2004,1,Daytona,30.0,7.0,20.0,Mike Bliss,Rockwell Automation (Joe Gibbs),Chevrolet,87.0,41250.0,running,0.0,73.0
2004,1,Daytona,31.0,19.0,59.0,Stacy Compton,Kingsford / Bush's Beans (Tad Geschickter),Ford,76.0,39805.0,transmission,0.0,70.0
2004,1,Daytona,32.0,12.0,33.0,Paul Menard,Menards / Pittsburgh Paints (Andy Petree),Chevrolet,74.0,35725.0,running,0.0,67.0
2004,1,Daytona,33.0,42.0,0.0,Jimmy Kitchens,Document Technologies (Johnny Davis),Chevrolet,64.0,37675.0,rear end,0.0,64.0
2004,1,Daytona,34.0,43.0,16.0,Justin Ashburn,31-W Insulation (Wayne Day),Chevrolet,51.0,37625.0,engine,0.0,61.0
2004,1,Daytona,35.0,15.0,4.0,Mike Wallace,GEICO (Fred Biagi),Ford,41.0,39495.0,crash,0.0,58.0
2004,1,Daytona,36.0,21.0,6.0,Paul Wolfe,"Ragu (Tommy Baldwin, Jr.)",Dodge,41.0,37400.0,crash,0.0,55.0
2004,1,Daytona,37.0,34.0,62.0,Larry Hollenbeck,S.W.A.T. Motorsports (Larry Hollenbeck),Chevrolet,41.0,35350.0,crash,0.0,52.0
2004,1,Daytona,38.0,40.0,77.0,Donnie Neuenberger,University of Maryland / BG Products (Joe Reilly),Ford,40.0,37300.0,crash,0.0,49.0
2004,1,Daytona,39.0,27.0,67.0,C.W. Smith,Panasonic (Mike Smith),Chevrolet,28.0,35255.0,crash,0.0,46.0
2004,1,Daytona,40.0,10.0,87.0,Joe Nemechek,Cellular One (Joe Nemechek),Chevrolet,17.0,35215.0,crash,0.0,43.0
2004,1,Daytona,41.0,17.0,1.0,"Johnny Benson, Jr.",Miccosukee / Yellow (James Finch),Dodge,12.0,35155.0,crash,0.0,40.0
2004,1,Daytona,42.0,25.0,88.0,"Wally Dallenbach, Jr.",Mr. Clean AutoDry Carwash (Joe Nemechek),Pontiac,11.0,42605.0,crash,0.0,37.0
2004,1,Daytona,43.0,9.0,38.0,Kasey Kahne,Great Clips (Brad Akins),Dodge,11.0,44581.0,crash,0.0,34.0
2004,2,Rockingham,1.0,7.0,30.0,Jamie McMurray,Trim Spa / Anna Nicole Smith (Todd Braun),Dodge,197.0,38385.0,running,22.0,185.0
2004,2,Rockingham,2.0,11.0,8.0,Martin Truex Jr,Bass Pro Shops (Chance2 Motorsports),Chevrolet,197.0,26820.0,running,68.0,180.0
2004,2,Rockingham,3.0,9.0,21.0,Kevin Harvick,Reese's (Richard Childress),Chevrolet,197.0,19530.0,running,24.0,170.0
2004,2,Rockingham,4.0,27.0,99.0,Michael Waltrip,Aaron's (Michael Waltrip),Chevrolet,197.0,16475.0,running,25.0,165.0
2004,2,Rockingham,5.0,3.0,37.0,David Green,Timber Wolf (Clarence Brewer),Pontiac,197.0,33470.0,running,14.0,160.0
2004,2,Rockingham,6.0,6.0,27.0,Johnny Sauter,Kleenex (Clarence Brewer),Pontiac,197.0,23350.0,running,25.0,155.0
2004,2,Rockingham,7.0,14.0,5.0,Kyle Busch,Lowe's (Rick Hendrick),Chevrolet,197.0,23750.0,running,0.0,146.0
2004,2,Rockingham,8.0,8.0,25.0,"Bobby Hamilton, Jr.",U.S. Marine Corps (Ed Rensi),Ford,197.0,26950.0,running,0.0,142.0
2004,2,Rockingham,9.0,1.0,1.0,"Johnny Benson, Jr.",Yellow Transportation (James Finch),Dodge,197.0,16150.0,running,0.0,138.0
2004,2,Rockingham,10.0,16.0,2.0,"Ron Hornaday, Jr.",AC Delco (Richard Childress),Chevrolet,197.0,26225.0,running,0.0,134.0
2004,2,Rockingham,11.0,36.0,36.0,Steve Grissom,DCT Motorsports (Carl Natale),Chevrolet,197.0,14200.0,running,0.0,130.0
2004,2,Rockingham,12.0,5.0,22.0,Jason Keller,Miller High Life (Greg Pollex),Ford,197.0,24325.0,running,0.0,127.0
2004,2,Rockingham,13.0,26.0,20.0,Mike Bliss,Rockwell Automation (Joe Gibbs),Chevrolet,196.0,19080.0,running,0.0,124.0
2004,2,Rockingham,14.0,10.0,55.0,Robby Gordon,Fruit of the Loom (Robby Gordon),Chevrolet,196.0,13475.0,running,0.0,121.0
2004,2,Rockingham,15.0,23.0,46.0,Ashton Lewis,Lewis Motorsports (Bill Lewis),Chevrolet,196.0,19175.0,running,0.0,118.0
2004,2,Rockingham,16.0,28.0,91.0,Kenny Wallace,Stacker 2 / AmericInn Lodging Systems (Stanton Barrett),Pontiac,196.0,15350.0,running,0.0,115.0
2004,2,Rockingham,17.0,17.0,4.0,Mike Wallace,GEICO (Fred Biagi),Ford,196.0,19975.0,running,0.0,112.0
2004,2,Rockingham,18.0,20.0,12.0,Tim Fedewa,Bicycle Playing Cards (Armando Fitz),Chevrolet,196.0,15225.0,running,0.0,109.0
2004,2,Rockingham,19.0,12.0,14.0,Casey Atwood,"Navy ""Accelerate Your Life"" (Terry Bradshaw)",Chevrolet,196.0,15175.0,running,0.0,106.0
2004,2,Rockingham,20.0,29.0,59.0,Stacy Compton,Kingsford / Bush's Beans (Tad Geschickter),Ford,195.0,18775.0,running,0.0,103.0
2004,2,Rockingham,21.0,13.0,87.0,David Reutimann,Natural Gear (Joe Nemechek),Chevrolet,194.0,13075.0,running,0.0,100.0
2004,2,Rockingham,22.0,15.0,33.0,Paul Menard,Menards / Energizer (Andy Petree),Chevrolet,194.0,13325.0,running,0.0,97.0
2004,2,Rockingham,23.0,33.0,47.0,Robert Pressley,Clorox / Wisk (Tad Geschickter),Ford,194.0,15305.0,running,0.0,94.0
2004,2,Rockingham,24.0,25.0,74.0,Damon Lusk,Outdoor Channel (Bill Baumgardner),Chevrolet,193.0,14925.0,running,0.0,91.0
2004,2,Rockingham,25.0,30.0,39.0,Andy Ponstein,Yahoo! (Jay Robinson),Ford,191.0,14975.0,running,0.0,88.0
2004,2,Rockingham,26.0,4.0,38.0,Kasey Kahne,Great Clips (Brad Akins),Dodge,190.0,23525.0,running,0.0,85.0
2004,2,Rockingham,27.0,39.0,10.0,Jason Schuler,Operation Fire SAFE (Johnny Davis),Chevrolet,190.0,22270.0,running,0.0,82.0
2004,2,Rockingham,28.0,24.0,83.0,Carl Long,Barnes Precision Machine (Charles Long),Ford,190.0,12700.0,running,0.0,79.0
2004,2,Rockingham,29.0,31.0,96.0,Gus Wasson,Ortec (Julian Burgess),Chevrolet,190.0,12650.0,running,0.0,76.0
2004,2,Rockingham,30.0,42.0,24.0,Mike Harmon,Global Industrial Contractors (Gregg Mixon),Chevrolet,190.0,16620.0,running,0.0,73.0
2004,2,Rockingham,31.0,35.0,72.0,Larry Gunselman,MacDonald Motorsports (Pat MacDonald),Chevrolet,190.0,14670.0,running,0.0,70.0
2004,2,Rockingham,32.0,18.0,0.0,Jason Leffler,Haas Automation (Gene Haas),Chevrolet,187.0,12500.0,running,0.0,67.0
2004,2,Rockingham,33.0,40.0,77.0,Donnie Neuenberger,University of Maryland / BG Products (Joe Reilly),Ford,186.0,14450.0,running,0.0,64.0
2004,2,Rockingham,34.0,21.0,2.0,Hermie Sadler,The FanZCar (Bryant Stith),Chevrolet,162.0,12400.0,crash,0.0,61.0
2004,2,Rockingham,35.0,43.0,43.0,Aaron Fike,Curb Records (Mike Curb),Dodge,157.0,14350.0,crash,0.0,58.0
2004,2,Rockingham,36.0,2.0,32.0,David Stremme,Trim Spa (Todd Braun),Dodge,133.0,14300.0,engine,0.0,55.0
