Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1999,1,Daytona,1.0,2.0,1.0,Randy LaJoie,Jani-King (James Finch),Chevrolet,120.0,90950.0,running,61.0,185.0
1999,1,Daytona,2.0,13.0,32.0,Jeff Green,Kleenex / Scott (Greg Pollex),Chevrolet,120.0,60700.0,running,18.0,175.0
1999,1,Daytona,3.0,42.0,18.0,Andy Hillenburg,MBNA (Joe Gibbs),Pontiac,120.0,44825.0,running,0.0,165.0
1999,1,Daytona,4.0,18.0,17.0,Matt Kenseth,DeWalt Tools (Robbie Reiser),Chevrolet,120.0,48500.0,running,0.0,160.0
1999,1,Daytona,5.0,23.0,8.0,"Bobby Hillin, Jr.",Clean Shower (Robert Hayes),Chevrolet,120.0,39650.0,running,0.0,155.0
1999,1,Daytona,6.0,21.0,45.0,Adam Petty,Spree Prepaid Foncard (Kyle Petty),Chevrolet,120.0,29600.0,running,0.0,150.0
1999,1,Daytona,7.0,19.0,99.0,Kevin Lepage,Red Man (Bill Papke),Chevrolet,120.0,31400.0,running,0.0,146.0
1999,1,Daytona,8.0,26.0,37.0,Kevin Grubb,Timber Wolf (Clarence Brewer),Chevrolet,120.0,29450.0,running,6.0,147.0
1999,1,Daytona,9.0,11.0,9.0,Jeff Burton,Track Gear (Jack Roush),Ford,120.0,34400.0,running,0.0,138.0
1999,1,Daytona,10.0,36.0,90.0,Brad Loney,Coyne Textile Services (Frederick Maggio),Chevrolet,120.0,25950.0,running,0.0,134.0
1999,1,Daytona,11.0,14.0,63.0,Chuck Bown,Exxon Superflo (Hubert Hensley),Chevrolet,120.0,23750.0,running,0.0,130.0
1999,1,Daytona,12.0,41.0,29.0,Curtis Markham,Diamond Ridge / Pep Boys (Gary Bechtel),Chevrolet,120.0,23375.0,running,0.0,127.0
1999,1,Daytona,13.0,31.0,25.0,Jeff Finley,Dura Lube (Ed Rensi),Chevrolet,120.0,21000.0,running,0.0,124.0
1999,1,Daytona,14.0,16.0,3.0,"Dale Earnhardt, Jr.","AC Delco (Dale Earnhardt, Inc.)",Chevrolet,120.0,30200.0,running,0.0,121.0
