driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Paul Tracy,6,0,0.0,33.5,23,37,33.67,24,42,0.0,0,0,62.0,,185140,30857,49245,19890
Paul Wolfe,16,0,0.0,25.0,3,37,24.81,10,38,0.0,0,0,88.63,,319083,19943,41000,10250
Paulie Harraka,5,0,0.0,26.0,22,31,25.8,19,35,0.0,0,0,22.0,,104493,20899,32188,14150
Perry Tripp,3,0,0.0,35.67,35,37,36.67,29,42,0.0,0,0,53.0,,27030,9010,12515,3965
Pete Orr,6,0,0.0,20.17,10,36,34.0,29,40,0.0,0,0,61.0,,24580,4097,7550,2935
Pete Silva,64,0,0.0,12.77,2,33,14.44,2,36,0.09,6,5,120.95,,62690,980,7200,200
Peter Daniels,2,0,0.0,41.5,37,46,33.0,31,35,0.0,0,0,64.0,,4425,2213,2550,1875
Peter Gibbons,2,0,0.0,24.0,8,40,23.0,23,23,0.0,0,0,94.0,,17050,8525,12300,4750
Peter Shepherd III,1,0,0.0,36.0,36,36,31.0,31,31,0.0,0,0,6.0,0.0,0,,,
Peter Sospenzo,1,0,0.0,34.0,34,34,32.0,32,32,0.0,0,0,67.0,,925,925,925,925
Peyton Sellers,28,0,0.0,31.29,12,42,27.89,15,37,0.0,0,0,41.21,,574243,20509,29875,13355
Phil Bonifield,8,0,0.0,40.0,34,43,39.0,30,43,0.0,0,0,46.0,,88422,11053,17200,9135
Phil Parsons,285,2,0.00702,20.53,1,42,17.66,1,43,1.27,363,41,111.0,,2277637,7992,54075,200
Philip Morris,12,0,0.0,23.67,8,43,29.75,5,42,1.08,13,7,75.5,,113045,9420,13500,7270
Phillip Groggins,1,0,0.0,36.0,36,36,25.0,25,25,0.0,0,0,88.0,,2195,2195,2195,2195
Preston Brown,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,540,540,540,540
Preston Pardus,25,0,0.0,22.52,7,39,23.08,7,38,0.28,7,5,14.8,0.0,0,,,
Quin Houff,10,0,0.0,28.0,21,35,23.2,12,31,0.0,0,0,13.8,0.0,0,,,
R.C. Enerson,2,0,0.0,30.5,24,37,24.0,20,28,0.0,0,0,13.5,0.0,0,,,
R.D. Smith,1,0,0.0,16.0,16,16,43.0,43,43,0.0,0,0,34.0,,6055,6055,6055,6055
Rafael Martinez,2,0,0.0,32.5,23,42,31.5,20,43,0.0,0,0,68.5,,81974,40987,42900,39074
Rajah Caruth,19,0,0.0,23.79,13,37,23.11,12,38,0.0,0,0,0.74,0.0,0,,,
Ralph Ascue,1,0,0.0,,,,20.0,20,20,0.0,0,0,103.0,,205,205,205,205
Ralph Morris,7,0,0.0,22.0,17,27,18.71,12,23,0.0,0,0,106.86,,1995,285,400,200
Randy Baker,5,0,0.0,23.0,10,38,33.4,22,42,0.0,0,0,62.8,,4225,845,1900,400
Randy Briggs,1,0,0.0,36.0,36,36,36.0,36,36,0.0,0,0,0.0,,16015,16015,16015,16015
Randy Butner,5,0,0.0,23.67,23,24,15.8,13,23,0.0,0,0,115.6,,1655,331,450,205
Randy Couch,1,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,40.0,,1483,1483,1483,1483
Randy Craft,1,0,0.0,24.0,24,24,18.0,18,18,0.0,0,0,0.0,,445,445,445,445
Randy LaJoie,350,15,0.04286,19.24,1,43,17.62,1,44,8.08,2829,255,111.5,,6190129,17686,96270,630
Randy MacDonald,32,0,0.0,33.28,8,43,29.69,9,43,0.0,0,0,64.28,,358811,11213,33050,1275
Randy Pilgrim,1,0,0.0,26.0,26,26,25.0,25,25,0.0,0,0,0.0,,295,295,295,295
Randy Porter,73,0,0.0,24.48,4,42,27.58,3,42,0.33,24,18,78.62,,308055,4220,12800,325
Randy Tissot,10,0,0.0,15.75,14,17,17.2,6,37,0.0,0,0,112.2,,7285,729,1850,220
Randy Tolsma,13,0,0.0,32.54,23,40,28.62,18,40,0.0,0,0,77.15,,161490,12422,16025,8765
"Ray Black, Jr.",103,0,0.0,26.83,15,39,23.46,8,40,0.1,10,2,14.85,0.0,23371,23371,23371,23371
Ray Hendrick,7,0,0.0,12.5,7,18,9.71,4,20,0.0,0,0,137.86,,4896,699,1500,200
Ray Huff,4,0,0.0,26.0,20,31,19.0,13,29,0.0,0,0,106.0,,2150,538,930,225
Red Farmer,2,0,0.0,15.0,15,15,19.5,17,22,0.0,0,0,104.5,,5115,2558,3900,1215
Reed Sorenson,207,4,0.01932,16.99,1,42,17.83,1,42,3.58,742,197,83.6,0.0,5295314,26610,79321,9415
Regan Smith,208,6,0.02885,15.92,1,42,17.43,1,41,3.07,638,81,59.16,0.0,5395725,26712,122152,11025
Reggie Ruggiero,4,0,0.0,22.0,18,27,21.5,10,30,0.0,0,0,77.5,,9420,2355,4760,480
Rich Bickle,54,0,0.0,25.17,1,43,22.39,5,42,1.13,61,41,96.63,,667867,12368,28900,2645
Rich Burgess,8,0,0.0,22.13,9,30,25.5,18,38,0.5,4,4,86.5,,6780,848,1395,500
Rich Vogler,1,0,0.0,33.0,33,33,17.0,17,17,0.0,0,0,112.0,,400,400,400,400
Richard Boswell,1,0,0.0,3.0,3,3,23.0,23,23,0.0,0,0,94.0,,19500,19500,19500,19500
Richard Harriman,2,0,0.0,38.5,38,39,30.5,29,32,0.0,0,0,13.5,,39455,19728,19825,19630
"Richard Jarvis, Jr.",2,0,0.0,32.0,29,35,37.0,34,40,0.0,0,0,52.0,,24500,12250,13670,10830
Richard Johns,15,0,0.0,31.53,13,42,28.0,15,35,0.0,0,0,79.0,,293850,19590,34600,13565
Richard Lasater,80,0,0.0,24.38,5,41,23.48,8,42,0.01,1,1,92.63,,208452,2606,14088,600
Richard Mitchell,4,0,0.0,28.75,23,34,31.0,23,35,0.0,0,0,70.0,,42540,10635,12070,9705
Richie Panch,1,0,0.0,27.0,27,27,15.0,15,15,0.0,0,0,118.0,,2900,2900,2900,2900
Richie Rice,3,0,0.0,,,,18.0,9,23,0.0,0,0,109.67,,1015,338,550,205
Rick Beebe,2,0,0.0,33.0,32,34,27.0,14,40,0.0,0,0,82.0,,19775,9888,13525,6250
Rick Bye,1,0,0.0,34.0,34,34,21.0,21,21,0.0,0,0,100.0,,2320,2320,2320,2320
Rick Carelli,2,0,0.0,35.0,28,42,30.5,19,42,0.0,0,0,53.0,,29885,14943,19335,10550
Rick Crawford,2,0,0.0,37.5,35,40,36.0,36,36,0.0,0,0,4.0,,28815,14408,16615,12200
Rick Fuller,4,0,0.0,30.75,23,40,28.25,22,38,0.0,0,0,78.25,,33940,8485,16650,3475
Rick Hanley,5,0,0.0,20.5,14,31,19.2,9,36,0.0,0,0,105.8,,5860,1172,2520,450
Rick Hendrick,1,0,0.0,6.0,6,6,24.0,24,24,0.0,0,0,91.0,,560,560,560,560
Rick Markle,13,0,0.0,36.85,31,43,33.85,12,43,0.0,0,0,58.62,,200504,15423,36325,9359
Rick Mast,243,9,0.03704,12.88,1,42,14.93,1,43,3.81,926,145,120.25,,600103,2470,27850,205
Rick Ware,2,0,0.0,35.5,31,40,33.0,25,41,0.0,0,0,64.0,,4150,2075,3000,1150
Rick Wilson,47,2,0.04255,19.79,1,40,23.98,1,43,10.13,476,161,87.87,,172081,3661,13325,335
Rickie Smith,3,0,0.0,23.0,17,29,18.0,16,21,0.0,0,0,71.67,,885,295,320,265
Ricky Carmichael,8,0,0.0,24.5,12,41,24.25,9,39,0.0,0,0,42.13,,174326,21791,26893,17330
Ricky Craven,142,4,0.02817,14.83,1,40,16.53,1,43,11.12,1579,206,114.85,,927724,6533,50025,925
Ricky Ehrgott,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,0.0,,13960,13960,13960,13960
Ricky Hendrick,38,0,0.0,21.0,3,39,24.47,5,42,0.03,1,1,90.08,,546430,14380,28275,6775
Ricky Rudd,3,1,0.33333,17.67,6,35,22.0,1,34,13.67,41,41,103.67,,7365,2455,5950,550
Ricky Sanders,1,0,0.0,39.0,39,39,41.0,41,41,0.0,0,0,40.0,,8215,8215,8215,8215
Ricky Stenhouse Jr,110,8,0.07273,9.0,1,31,12.75,1,40,12.93,1422,209,59.72,0.0,3673965,34336,107863,14285
Ricky Vanadore,2,0,0.0,32.0,30,34,16.5,12,21,0.0,0,0,113.5,,1450,725,1000,450
Riley Herbst,156,1,0.00641,11.9,1,37,15.42,1,40,1.74,271,103,24.8,0.05,0,,,
Rob Moroso,86,6,0.06977,11.34,1,42,12.53,1,40,11.06,951,186,129.59,,466898,5429,66815,215
Rob Wilson,3,0,0.0,36.33,25,42,29.33,15,41,0.0,0,0,75.0,,9180,3060,3905,2525
Robb Brent,1,0,0.0,25.0,25,25,30.0,30,30,0.0,0,0,73.0,,20908,20908,20908,20908
Robbie Crouch,10,0,0.0,25.5,6,42,28.3,2,42,6.0,60,60,43.9,,42840,4284,19525,880
Robbie Faggart,16,0,0.0,37.06,27,42,32.94,19,42,0.0,0,0,64.19,,157921,9870,16750,550
Robbie Reiser,29,0,0.0,27.17,8,40,26.45,9,42,0.0,0,0,83.72,,112181,3868,8055,1460
Robbie Stanley,2,0,0.0,31.0,29,33,23.0,15,31,0.0,0,0,94.0,,3350,1675,2300,1050
Robby Benton,4,0,0.0,34.5,23,43,35.0,26,40,0.0,0,0,58.0,,75565,18891,31550,10725
Robby Gordon,54,1,0.01852,13.35,2,31,16.96,1,40,4.43,239,46,114.06,,1240441,22971,63030,12065
Robby Lyons,6,0,0.0,23.67,14,35,22.5,17,28,0.0,0,0,13.0,0.0,0,,,
Robert Huffman,11,0,0.0,29.36,13,37,34.0,22,42,0.0,0,0,61.0,,20518,1865,3325,740
Robert Ingram,101,0,0.0,17.45,1,41,16.21,2,42,3.17,320,134,114.61,,118298,1171,6413,155
Robert Powell,15,0,0.0,20.67,6,36,19.4,4,32,0.0,0,0,98.87,,32160,2144,7925,430
Robert Pressley,244,10,0.04098,16.32,1,42,17.09,1,43,8.8,2148,158,113.43,,1984281,8132,39650,825
"Robert Richardson, Jr.",129,0,0.0,36.29,19,43,28.57,9,40,0.05,6,1,48.57,,2924267,22669,59388,10265
Rodney Childers,1,0,0.0,33.0,33,33,43.0,43,43,0.0,0,0,34.0,,8825,8825,8825,8825
Rodney Combs,116,0,0.0,21.22,2,43,20.67,6,42,0.42,49,25,100.84,,580938,5008,23313,475
Rodney Cundiff,1,0,0.0,21.0,21,21,25.0,25,25,0.0,0,0,0.0,,250,250,250,250
Rodney Foushee,7,0,0.0,31.57,26,39,22.71,15,35,0.0,0,0,94.86,,3785,541,760,360
Rodney Franklin,2,0,0.0,32.0,26,38,41.5,38,45,0.0,0,0,14.0,,2500,2500,2500,2500
Rodney Howard,33,0,0.0,21.96,10,42,19.06,5,39,0.27,9,9,106.36,,28777,872,3200,215
Rodney Sawyers,2,0,0.0,27.0,20,34,41.0,39,43,0.0,0,0,23.0,,23605,11803,15405,8200
Rogelio Lopez,2,0,0.0,33.0,29,37,29.0,29,29,0.0,0,0,76.0,,82075,41038,41675,40400
Roger Laperle,1,0,0.0,28.0,28,28,31.0,31,31,0.0,0,0,70.0,,590,590,590,590
Roger Reuse,4,0,0.0,38.25,37,39,33.25,30,39,0.0,0,0,8.75,,44970,14990,17701,11475
Roger Sawyer,1,0,0.0,22.0,22,22,14.0,14,14,0.0,0,0,121.0,,1900,1900,1900,1900
Roland Isaacs,1,0,0.0,29.0,29,29,37.0,37,37,0.0,0,0,52.0,,15765,15765,15765,15765
"Ron Barfield, Jr.",29,0,0.0,26.52,6,42,25.28,9,41,0.14,4,4,83.86,,233562,8054,14350,3340
Ron Bouchard,20,2,0.1,13.0,1,39,17.95,1,42,16.15,323,102,93.15,,75131,3757,11175,375
Ron Fellows,25,4,0.16,8.2,1,34,14.08,1,42,8.76,219,54,98.4,,789648,31586,109963,2975
"Ron Hornaday, Jr.",184,4,0.02174,16.0,1,43,15.98,1,43,6.61,1217,148,117.94,,4491244,24409,56825,5800
Ron Lamell,13,0,0.0,27.62,13,39,24.62,16,31,0.0,0,0,89.15,,30250,2327,3893,1050
Ron Moon,2,0,0.0,15.5,11,20,30.0,30,30,0.0,0,0,36.5,,3304,1652,1999,1305
"Ron Thiel, Jr.",4,0,0.0,32.75,26,38,24.75,13,34,0.0,0,0,34.25,,17930,4483,7725,2680
Ron Young,37,0,0.0,34.0,13,43,27.46,14,42,0.11,4,4,79.41,,528222,14276,22390,7966
Ronald Cooper,72,1,0.01389,18.49,2,42,17.14,1,42,1.31,94,66,112.93,,189665,2634,9175,265
"Ronnie Bassett, Jr.",21,0,0.0,26.86,19,38,26.57,15,36,0.0,0,0,10.43,0.0,0,,,
Ronnie Davidson,19,0,0.0,20.63,17,26,17.84,8,26,0.0,0,0,104.26,,7115,374,990,200
Ronnie Hopkins,4,0,0.0,25.0,25,25,20.0,15,23,0.0,0,0,103.0,,995,249,300,220
Ronnie Hornaday,1,0,0.0,31.0,31,31,37.0,37,37,0.0,0,0,52.0,,13700,13700,13700,13700
Ronnie Silver,182,2,0.01099,19.13,2,40,14.04,1,42,0.57,104,86,122.19,,318206,1748,8780,225
Ronnie Thomas,3,0,0.0,22.33,19,24,22.67,7,35,0.0,0,0,96.33,,2255,752,1100,200
Ross Chastain,204,2,0.0098,17.37,1,38,16.71,1,39,4.71,961,180,20.46,0.1,1006646,25166,61701,11300
Ross Kenseth,2,0,0.0,15.5,2,29,19.5,6,33,0.5,1,1,25.0,,56602,28301,35523,21079
Ross Thompson,1,0,0.0,33.0,33,33,40.0,40,40,0.0,0,0,43.0,,15285,15285,15285,15285
Rounder Saverance,2,0,0.0,37.5,35,40,35.5,31,40,0.0,0,0,56.5,,880,440,500,380
Roy McGraw,1,0,0.0,28.0,28,28,27.0,27,27,0.0,0,0,82.0,,1295,1295,1295,1295
Roy Payne,44,0,0.0,23.11,3,41,24.75,4,41,0.02,1,1,89.0,,156920,3566,13250,1555
Ruben Garcia Novoa,1,0,0.0,37.0,37,37,27.0,27,27,0.0,0,0,82.0,,39925,39925,39925,39925
"Ruben Garcia, Jr.",3,0,0.0,36.67,32,39,30.33,25,33,0.0,0,0,13.67,,60326,20109,24540,17710
Ruben Pardo,7,0,0.0,30.57,16,40,37.86,18,43,0.0,0,0,26.57,,183632,26233,48618,13285
Russ Galindo,1,0,0.0,36.0,36,36,32.0,32,32,0.0,0,0,67.0,,4450,4450,4450,4450
Russell Brown,1,0,0.0,33.0,33,33,33.0,33,33,0.0,0,0,64.0,,2575,2575,2575,2575
Rusty Wallace,42,0,0.0,13.45,1,42,17.98,2,41,6.55,275,51,87.81,,316619,7539,43975,290
Ryan Blaney,70,7,0.1,8.17,1,33,7.69,1,43,24.11,1688,252,6.59,0.0,1542839,35880,89509,10188
Ryan Ellis,112,0,0.0,31.65,19,40,27.62,11,40,0.12,13,11,10.71,0.0,462887,15962,28588,9810
Ryan Gifford,2,0,0.0,23.0,23,23,14.5,9,20,0.0,0,0,29.5,,41475,20738,25675,15800
Ryan Hackett,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,58.0,,14710,14710,14710,14710
Ryan Hemphill,11,0,0.0,33.0,19,41,27.91,12,41,0.0,0,0,79.27,,291323,26484,47425,14893
Ryan Moore,4,0,0.0,19.0,8,32,27.0,13,34,0.0,0,0,82.0,,65565,16391,20930,13700
Ryan Newman,65,7,0.10769,7.46,1,39,14.63,1,43,22.94,1491,193,122.0,0.0,1523250,23801,76150,8880
Ryan Preece,62,2,0.03226,17.13,1,34,17.35,1,40,3.73,231,141,21.74,0.46,40620,13540,16735,11435
Ryan Reed,172,2,0.01163,15.59,2,40,16.64,1,39,0.43,74,29,24.79,0.07,1861440,25853,129002,15150
Ryan Repko,3,0,0.0,29.67,19,38,22.0,19,25,0.0,0,0,15.0,0.0,0,,,
Ryan Sieg,348,0,0.0,18.17,3,39,18.24,2,38,0.78,272,27,21.24,0.02,1725382,24648,60851,16500
Ryan Truex,96,2,0.02083,13.02,1,38,15.82,1,38,2.02,194,124,31.97,0.21,890315,22829,42595,9440
Ryan Vargas,69,0,0.0,27.38,7,39,26.04,6,40,0.06,4,3,11.16,0.0,0,,,
Ryck Sanders,2,0,0.0,38.5,38,39,32.5,26,39,0.0,0,0,65.5,,33845,16923,18725,15120
Sage Karam,29,0,0.0,22.31,6,35,24.48,4,38,0.03,1,1,14.45,0.0,0,,,
Sam Ard,92,22,0.23913,3.42,1,21,5.48,1,33,50.75,4669,276,157.11,,403330,4384,30000,300
"Sam Hornish, Jr.",120,5,0.04167,9.33,1,43,13.71,1,43,11.47,1376,183,40.34,1.0,3197188,29065,99378,12575
Sam Mayer,98,5,0.05102,12.5,1,38,15.26,1,39,3.56,349,50,26.54,0.28,0,,,
Sammy Pegram,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,109.0,,1150,1150,1150,1150
Sammy Potashnick,1,0,0.0,38.0,38,38,30.0,30,30,0.0,0,0,73.0,,17700,17700,17700,17700
Sammy Ragan,1,0,0.0,35.0,35,35,37.0,37,37,0.0,0,0,52.0,,12950,12950,12950,12950
Sammy Sanders,3,0,0.0,40.0,38,41,39.33,36,41,0.0,0,0,45.0,,31175,10392,14720,7980
Sammy Smith,56,1,0.01786,9.63,1,28,16.11,1,38,7.18,402,147,25.96,0.14,0,,,
Sammy Swindell,10,0,0.0,26.5,11,41,24.4,12,39,0.0,0,0,69.8,,23015,2302,4525,745
Santino Ferrucci,9,0,0.0,21.67,11,33,21.0,13,35,0.0,0,0,15.78,0.0,0,,,
Satch Worley,9,0,0.0,23.43,19,27,20.11,7,30,0.0,0,0,103.11,,10865,1207,2255,215
Scot Walters,1,0,0.0,41.0,41,41,43.0,43,43,0.0,0,0,34.0,,10850,10850,10850,10850
Scott Fisher,1,0,0.0,32.0,32,32,20.0,20,20,0.0,0,0,103.0,,525,525,525,525
Scott Gaylord,17,0,0.0,37.76,16,43,36.12,25,43,0.0,0,0,54.65,,354859,20874,40745,2700
Scott Hansen,4,0,0.0,34.75,23,42,29.5,16,37,0.0,0,0,74.5,,42075,10519,14270,6395
Scott Heckert,15,0,0.0,26.4,17,39,24.87,13,33,0.0,0,0,13.2,0.0,0,,,
Scott Herberg,2,0,0.0,32.5,23,42,39.0,36,42,0.0,0,0,46.0,,5104,2552,3400,1704
Scott Kilby,3,0,0.0,19.0,17,22,28.67,25,31,0.0,0,0,77.0,,4050,1350,1720,855
Scott Lagasse,13,0,0.0,23.15,9,41,30.92,14,40,1.08,14,14,70.62,,73970,5690,11840,1575
"Scott Lagasse, Jr.",70,0,0.0,21.77,5,42,24.04,6,43,0.06,4,4,69.96,0.0,1502274,25462,55171,11805
Scott Lynch,3,0,0.0,37.33,33,42,41.0,39,43,0.33,1,1,41.67,,49310,16437,22095,12315
Scott Pruett,11,0,0.0,9.18,1,43,15.45,3,43,8.73,96,36,121.36,,327606,29782,72843,8505
Scott Riggs,115,4,0.03478,17.34,1,43,19.83,1,41,8.36,961,160,93.46,,2969182,25819,84670,9190
Scott Saunders,3,0,0.0,34.0,30,36,31.33,28,34,0.0,0,0,12.67,,39560,13187,14675,11810
Scott Speed,29,0,0.0,18.41,1,41,27.86,6,43,0.28,8,5,56.69,,514722,17749,33143,9160
Scott Steckly,1,0,0.0,36.0,36,36,41.0,41,41,0.0,0,0,40.0,,31775,31775,31775,31775
Scott Stovall,1,0,0.0,,,,12.0,12,12,0.0,0,0,127.0,,980,980,980,980
Scott Wimmer,226,6,0.02655,21.42,1,43,16.4,1,43,3.05,690,93,110.23,,5916145,26178,91920,8650
Sean Caisse,8,0,0.0,24.63,5,43,28.25,18,42,0.0,0,0,68.75,,146109,18264,21218,15130
Sean Murphy,3,0,0.0,39.67,38,41,23.33,20,27,0.0,0,0,93.0,,76794,25598,28158,22893
Sean Studer,2,0,0.0,42.0,42,42,34.0,29,39,0.0,0,0,38.0,,17320,8660,8980,8340
Sean Woodside,1,0,0.0,42.0,42,42,40.0,40,40,0.0,0,0,0.0,,14960,14960,14960,14960
Shane Hall,190,0,0.0,27.78,1,43,28.28,4,43,0.28,54,18,78.32,,2145526,11292,29800,2195
Shane Hmiel,83,0,0.0,15.41,1,39,20.2,3,43,4.89,406,153,104.48,,1765552,21272,59708,11275
Shane Huffman,31,0,0.0,22.84,3,42,24.55,5,42,1.52,47,28,90.65,,755349,24366,44575,9530
Shane Lee,25,0,0.0,17.96,2,37,17.36,4,33,0.48,12,6,20.6,0.0,0,,,
Shane Sieg,2,0,0.0,39.5,36,43,39.5,37,42,0.0,0,0,44.5,,30770,15385,18535,12235
Shane Van Gisbergen,14,2,0.14286,16.43,1,33,14.36,1,37,4.64,65,32,25.86,0.79,0,,,
Shane Wallace,3,0,0.0,32.0,25,38,31.33,20,38,0.0,0,0,69.0,,37015,12338,15085,10740
Shawn Hendricks,1,0,0.0,12.0,12,12,42.0,42,42,0.0,0,0,37.0,,2725,2725,2725,2725
Shawna Robinson,61,0,0.0,29.74,1,43,27.08,10,43,0.0,0,0,81.77,,336522,5517,42775,765
Shelby Howard,54,0,0.0,23.04,5,43,24.15,12,40,0.0,0,0,84.11,,1093455,20249,49153,11100
Sheldon Creed,84,0,0.0,10.02,1,32,15.89,2,38,4.32,363,47,25.27,0.05,0,,,
Slick Johnson,1,0,0.0,19.0,19,19,28.0,28,28,0.0,0,0,79.0,,765,765,765,765
Snookie Farmer,5,0,0.0,35.5,35,36,23.4,11,34,0.0,0,0,92.8,,1875,375,600,100
Spencer Boyd,50,0,0.0,33.58,26,40,28.26,17,40,0.08,4,4,6.86,0.0,0,,,
Spencer Clark,1,0,0.0,33.0,33,33,35.0,35,35,0.0,0,0,58.0,,21540,21540,21540,21540
Spencer Gallagher,59,1,0.01695,18.27,3,33,20.07,1,39,0.05,3,2,16.22,0.1,0,,,
Spencer Pumpelly,5,0,0.0,21.8,16,29,27.2,19,36,0.0,0,0,9.8,0.0,0,,,
Stacy Compton,173,0,0.0,20.71,1,41,19.43,2,43,0.88,152,46,106.17,,3946829,22814,69420,10250
Stacy Puryear,1,0,0.0,17.0,17,17,26.0,26,26,0.0,0,0,0.0,,2700,2700,2700,2700
Stan Barrett,2,0,0.0,41.5,41,42,36.0,33,39,0.0,0,0,55.0,,60261,30131,38413,21848
Stan Boyd,13,0,0.0,36.85,23,43,34.0,23,43,0.0,0,0,61.0,,204851,15758,19560,10995
Stan Mullis,11,0,0.0,37.18,35,40,32.45,23,37,0.0,0,0,4.73,0.0,0,,,
"Stan Silva, Jr.",1,0,0.0,43.0,43,43,39.0,39,39,0.0,0,0,46.0,,15120,15120,15120,15120
Stanley Smith,4,0,0.0,32.25,22,39,25.5,19,37,0.0,0,0,86.5,,10245,2561,4200,425
Stanton Barrett,206,0,0.0,27.56,1,43,27.71,5,43,0.13,26,15,72.5,0.0,3581668,18089,49662,1800
Steadman Marlin,28,0,0.0,31.79,17,42,28.71,15,42,0.25,7,7,77.04,,452055,16145,43755,9340
Stefan Parsons,65,0,0.0,26.35,11,38,24.65,8,38,0.08,5,5,9.34,0.0,0,,,
Stephen Leicht,161,1,0.00621,24.8,3,40,25.45,1,43,0.41,66,27,50.42,0.0,1994301,26241,103823,9615
Stephen Young,3,0,0.0,37.33,36,39,31.33,24,36,0.0,0,0,5.67,0.0,0,,,
Sterling Marlin,77,2,0.02597,20.58,1,44,20.65,1,43,6.88,530,144,102.79,,911550,11838,67290,310
Steve Arpin,9,0,0.0,17.0,4,37,20.11,10,34,0.0,0,0,82.11,,223757,24862,30418,19833
Steve Barrett,1,0,0.0,32.0,32,32,14.0,14,14,0.0,0,0,121.0,,850,850,850,850
Steve Boley,6,0,0.0,28.0,21,33,19.83,8,28,0.0,0,0,104.0,,12895,2149,4850,955
Steve Grissom,309,11,0.0356,26.05,1,45,20.7,1,46,3.93,1214,150,102.25,,2595462,8400,54697,210
Steve Hauser,2,0,0.0,,,,19.0,17,21,0.0,0,0,106.0,,465,233,250,215
Steve Hoddick,1,0,0.0,43.0,43,43,44.0,44,44,0.0,0,0,31.0,,7775,7775,7775,7775
Steve Jarvis,16,0,0.0,27.31,14,40,17.31,9,27,0.0,0,0,111.25,,11720,733,1635,220
Steve Katz,1,0,0.0,28.0,28,28,29.0,29,29,0.0,0,0,76.0,,1300,1300,1300,1300
Steve Knowlton,1,0,0.0,9.0,9,9,26.0,26,26,0.0,0,0,0.0,,1325,1325,1325,1325
Steve Lawrence,13,0,0.0,24.0,18,32,18.23,11,24,0.0,0,0,108.31,,8225,633,4105,200
Steve Park,56,3,0.05357,18.02,1,42,16.09,1,42,9.68,542,123,119.11,,852856,15230,56950,1110
Steve Perry,1,0,0.0,32.0,32,32,19.0,19,19,0.0,0,0,106.0,,3000,3000,3000,3000
Steve Portenga,1,0,0.0,33.0,33,33,41.0,41,41,0.0,0,0,0.0,,11700,11700,11700,11700
Steve Richardson,1,0,0.0,27.0,27,27,27.0,27,27,0.0,0,0,82.0,,225,225,225,225
Steve Wallace,193,0,0.0,18.39,1,42,20.03,4,42,0.3,57,32,87.74,,4848325,25121,58003,12225
Stevie Hodgson,2,0,0.0,39.0,35,43,26.0,16,36,0.0,0,0,85.0,,20591,10296,11650,8941
Stevie Reeves,85,0,0.0,26.24,1,43,25.76,6,43,0.96,82,60,85.27,,456026,5365,16675,1985
Stewart Ramseur,2,0,0.0,29.0,28,30,28.5,28,29,0.0,0,0,77.5,,1085,543,560,525
Stuart Huffman,2,0,0.0,30.0,21,39,25.5,25,26,0.0,0,0,86.5,,3595,1798,2100,1495
Stuart Kirby,9,0,0.0,25.56,17,41,32.44,17,43,0.0,0,0,65.67,,129455,14384,17500,10850
Stub Fadden,12,0,0.0,37.58,25,46,24.5,10,38,0.0,0,0,71.92,,42173,3514,6520,1575
T.J. Bell,69,0,0.0,34.17,18,43,33.36,15,43,0.01,1,1,13.9,,980856,16348,49913,9615
T.J. Duke,3,0,0.0,39.33,38,40,25.33,23,28,0.0,0,0,18.67,,50646,16882,20391,14605
Tammy Jo Kirk,15,0,0.0,35.0,20,41,30.73,21,39,0.0,0,0,70.8,,227485,15166,19085,11355
Tanner Berryhill,43,0,0.0,29.98,18,40,31.67,17,40,0.02,1,1,11.6,0.0,682285,17057,26995,10290
Tator Grady,2,0,0.0,,,,14.0,11,17,0.0,0,0,121.0,,700,350,450,250
Tayler Malsam,37,0,0.0,25.19,14,38,20.97,6,35,0.0,0,0,44.7,,849166,22950,59513,17138
Taylor Gray,7,0,0.0,15.29,3,27,15.14,3,34,0.14,1,1,0.0,0.0,0,,,
Ted Christopher,21,0,0.0,26.76,15,43,26.43,8,43,0.0,0,0,71.62,,150637,7173,14265,2525
Ted Musgrave,22,0,0.0,24.32,9,43,22.91,3,41,0.5,11,11,89.36,,256205,11646,26900,450
Ted Smokstad,1,0,0.0,42.0,42,42,26.0,26,26,0.0,0,0,85.0,,12825,12825,12825,12825
Terry Cannon,5,0,0.0,36.0,36,36,22.2,14,29,0.0,0,0,96.4,,1530,306,560,200
Terry Clattenburg,1,0,0.0,28.0,28,28,27.0,27,27,0.0,0,0,0.0,,1270,1270,1270,1270
Terry Cook,27,0,0.0,20.67,5,41,40.7,37,43,0.0,0,0,40.89,,499386,18496,28973,12683
Terry Labonte,124,11,0.08871,17.23,1,40,14.11,1,43,7.27,901,205,124.11,,1152403,9294,47875,865
Thierry Tassin,1,0,0.0,4.0,4,4,40.0,40,40,0.0,0,0,43.0,,975,975,975,975
Thomas Annunziata,1,0,0.0,26.0,26,26,34.0,34,34,0.0,0,0,3.0,0.0,0,,,
Tim Andrews,46,0,0.0,32.13,14,43,36.24,17,43,0.02,1,1,17.78,,626647,13623,22475,9260
