Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1982,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,5.0,15.0,Dale Earnhardt,Wrangler Jeans (Robert Gee),Pontiac,120.0,14700.0,running,52,180.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,3.0,98.0,Jody Ridley,Cumberland Mills,Pontiac,120.0,15950.0,running,20,170.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,4.0,0.0,Sam Ard,Thomas Brothers Country Ham (Howard Thomas),Oldsmobile,120.0,13470.0,running,7,165.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,33.0,75.0,Gary Balough,Rahill & Grady Engineering (Butch Mock),Pontiac,120.0,6740.0,running,15,160.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,2.0,99.0,Geoffrey Bodine,Hagerstown Speedway (Frank Plessinger),Pontiac,120.0,9365.0,running,1,155.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,9.0,77.0,Harry Gant,Skoal Bandit (Harry Gant),Pontiac,119.0,4890.0,running,6,150.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,1.0,3.0,Mike Porter,Associated Construction,Pontiac,119.0,4090.0,running,2,146.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,7.0,28.0,Phil Parsons,Skoal Bandit (Johnny Hayes),Pontiac,118.0,3540.0,running,–,142.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,23.0,27.0,Tommy Houston,Kings Inn Daytona (Mike Day),Chevrolet,116.0,5140.0,running,–,138.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,20.0,24.0,Dale Jarrett,Komfort Koach (Marvin Thackston),Ford,116.0,3975.0,running,–,134.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,19.0,4.0,Rick Hanley,Go-Jo Industrial,Pontiac,116.0,2520.0,running,–,130.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,29.0,Joe Thurman,Longwood Restaurant (Chubby Arrington),Dodge,116.0,2320.0,running,–,127.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,24.0,35.0,Bill Venturini,Prototype Racing Engineering (Cathy Venturini),Buick,115.0,2220.0,running,–,124.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,14.0,22.0,David Rogers,Rogers Racing (David Rogers),Pontiac,115.0,2120.0,running,–,121.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,16.0,32.0,Mike Riley,TGR Enterprises (Buck Holder),Pontiac,115.0,2120.0,running,–,118.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,34.0,2.0,Dennis Crowder,CAM 2 (Dennis Crowder),Pontiac,114.0,1895.0,running,–,115.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,27.0,37.0,Delma Cowart,Grooms Construction,Chevrolet,113.0,1845.0,running,–,112.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,26.0,16.0,Mark Beard,Beard Oil (Beard Motorsports),Pontiac,113.0,1795.0,running,–,109.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,22.0,50.0,John Anderson,Kirk Ford Co. (Marion Cox),Mercury,110.0,1770.0,plug wire,–,106.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,24.0,62.0,John Linville,Automotive Specialist (John Linville),Pontiac,110.0,1695.0,running,–,103.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,18.0,33.0,George Dalton,Gant Racing,Pontiac,103.0,1695.0,running,–,100.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,10.0,12.0,Tommy Ellis,Industrial Boiler (Marilyn Smith),Pontiac,96.0,3195.0,engine,–,97.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,25.0,90.0,Mark Gibson,Kokomo Kit Kar (Mark Gibson),Pontiac,70.0,1545.0,ignition,–,94.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,17.0,19.0,Darryl Sage,American Performance,Pontiac,61.0,1570.0,crash,–,91.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,21.0,7.0,Stuart Huffman,Huffman Racing (Dwight Huffman),Pontiac,56.0,1495.0,clutch,–,88.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,6.0,9.0,Gene Morgan,Stuart Developers,Pontiac,55.0,1345.0,clutch,–,85.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,28.0,18.0,Roy McGraw,McGraw's Used Auto Parts,Pontiac,55.0,1295.0,piston,–,82.0
1982,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,15.0,40.0,Dennis Bennett,Bennett Brothers,Pontiac,51.0,1245.0,crash,–,79.0
