Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1984,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,12.0,17.0,Darrell Waltrip,Hodgdon / Curb (Darrell Waltrip),Pontiac,120.0,18060.0,running,3.0,180.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,13.0,83.0,Lake Speed,Bull Frog Knits (Lake Speed),Pontiac,120.0,11395.0,running,15.0,170.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,5.0,15.0,Geoffrey Bodine,Hendrick Honda (Rick Hendrick),Pontiac,120.0,9710.0,running,5.0,165.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,2.0,0.0,Sam Ard,Thomas Brothers Country Ham (Howard Thomas),Oldsmobile,120.0,22675.0,running,57.0,160.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,8.0,22.0,Bobby Allison,"Miller High Life (Alan Dillard, Jr.)",Oldsmobile,120.0,6850.0,running,24.0,155.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,6.0,21.0,Larry Pearson,Chattanooga Chew (David Pearson),Pontiac,119.0,6150.0,running,0.0,150.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,7.0,3.0,Mike Porter,Wendy's Hamburgers,Pontiac,118.0,4850.0,running,0.0,146.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,1.0,10.0,L.D. Ottinger,Schlitz (C.B. Gwyn),Pontiac,118.0,4450.0,running,0.0,142.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,4.0,28.0,Phil Parsons,Skoal Bandit (Johnny Hayes),Pontiac,117.0,9175.0,running,0.0,138.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,19.0,29.0,Joe Thurman,Longwood Restaurant (Chubby Arrington),Dodge,117.0,11400.0,running,0.0,134.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,36.0,80.0,Dick McCabe,Moore Racing,Pontiac,117.0,3280.0,running,0.0,130.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,26.0,27.0,Sammy Swindell,Old Milwaukee (Raymond Beadle),Pontiac,116.0,3080.0,running,0.0,0.0
1984,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,32.0,76.0,Junior Niedecken,Sims Brothers Construction (Sims Brothers),Pontiac,116.0,2955.0,running,0.0,124.0
