Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1988,1,Daytona,1.0,9.0,12.0,Bobby Allison,Piper Aircraft (Bobby Allison),Buick,120.0,30550.0,running,7.0,180.0
1988,1,Daytona,2.0,19.0,15.0,Geoffrey Bodine,Levi Garrett (Rick Hendrick),Chevrolet,120.0,23139.0,running,14.0,170.0
1988,1,Daytona,3.0,34.0,17.0,Darrell Waltrip,Exxon Superflo (Darrell Waltrip),Chevrolet,120.0,20389.0,running,31.0,165.0
1988,1,Daytona,4.0,12.0,6.0,Mark Martin,Carolina Ford Dealers (Bill Davis),Ford,120.0,27639.0,running,0.0,0.0
1988,1,Daytona,5.0,13.0,32.0,Dale Jarrett,Port-A-Lube (Horace Isenhower),Oldsmobile,120.0,14764.0,running,0.0,155.0
1988,1,Daytona,6.0,38.0,28.0,Davey Allison,Havoline (Davey Allison),Ford,120.0,7750.0,running,1.0,150.0
1988,1,Daytona,7.0,26.0,84.0,Mike Alexander,Action Vans (Mike Alexander),Buick,120.0,19989.0,running,0.0,146.0
1988,1,Daytona,8.0,6.0,7.0,Harry Gant,Skoal (Ed Whitaker),Buick,120.0,7964.0,running,12.0,142.0
1988,1,Daytona,9.0,22.0,25.0,Rob Moroso,Moroso Performance (Dick Moroso),Oldsmobile,120.0,13850.0,running,0.0,138.0
1988,1,Daytona,10.0,24.0,22.0,Rick Mast,"Great Eastern Resorts (Alan Dillard, Jr.)",Buick,120.0,13714.0,running,0.0,134.0
1988,1,Daytona,11.0,5.0,6.0,Tommy Houston,Southern Biscuit Flour (Steve Arndt),Buick,120.0,9200.0,running,0.0,130.0
1988,1,Daytona,12.0,29.0,30.0,Kyle Petty,Peak Anti-Freeze (Kyle Petty),Ford,120.0,3750.0,running,0.0,0.0
1988,1,Daytona,13.0,1.0,63.0,Mike Swaim,Texas Pete Sauces (Hubert Hensley),Chevrolet,120.0,4650.0,running,3.0,124.0
1988,1,Daytona,14.0,36.0,0.0,Larry Pollard,Thomas Brothers Country Hams (Howard Thomas),Oldsmobile,120.0,10364.0,running,0.0,121.0
