Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1994,1,Daytona,1.0,7.0,3.0,Dale Earnhardt,"GM Goodwrench (Dale Earnhardt, Inc.)",Chevrolet,120.0,50933.0,running,11.0,180.0
1994,1,Daytona,2.0,23.0,32.0,Dale Jarrett,Shoe World (Dale Jarrett),Chevrolet,120.0,31775.0,running,0.0,170.0
1994,1,Daytona,3.0,38.0,23.0,Chad Little,Bayer Select (Greg Pollex),Ford,120.0,24225.0,running,0.0,165.0
1994,1,Daytona,4.0,26.0,14.0,Terry Labonte,MW Windows (Terry Labonte),Chevrolet,120.0,17883.0,running,4.0,160.0
1994,1,Daytona,5.0,17.0,28.0,Ernie Irvan,Mac Tools (Ernie Irvan),Ford,120.0,15733.0,running,22.0,155.0
1994,1,Daytona,6.0,22.0,4.0,Sterling Marlin,Kodak Funsaver (Fred Turner),Chevrolet,120.0,12400.0,running,2.0,150.0
1994,1,Daytona,7.0,29.0,21.0,Morgan Shepherd,Cheerwine Soft Drink (Morgan Shepherd),Ford,120.0,10400.0,running,0.0,146.0
1994,1,Daytona,8.0,10.0,8.0,Kenny Wallace,TIC Financial Systems (Fil Martocci),Ford,120.0,11500.0,running,0.0,142.0
1994,1,Daytona,9.0,16.0,99.0,Robert Pressley,J & J Racing (Bill Papke),Chevrolet,120.0,21104.0,running,0.0,138.0
1994,1,Daytona,10.0,35.0,31.0,Tom Peck,Channellock (Wayne Grissom),Chevrolet,120.0,19296.0,running,0.0,134.0
1994,1,Daytona,11.0,32.0,43.0,Rodney Combs,French's Mustard / Black Flag (Petty Enterprises),Pontiac,120.0,15471.0,running,0.0,130.0
1994,1,Daytona,12.0,12.0,25.0,Hermie Sadler,Virginia Is For Lovers (Don Beverley),Chevrolet,119.0,16654.0,running,0.0,127.0
1994,1,Daytona,13.0,41.0,8.0,Bobby Dotter,DeWalt Industrial Tools (Ed Reizen),Chevrolet,119.0,13304.0,running,0.0,124.0
1994,1,Daytona,14.0,11.0,9.0,Mike Wallace,FDP Brakes (Barry Owen),Chevrolet,119.0,12904.0,running,0.0,121.0
1994,1,Daytona,15.0,21.0,35.0,Randy Porter,Laughlin Racing Products (Mike Laughlin),Pontiac,118.0,7700.0,running,0.0,118.0
1994,1,Daytona,16.0,5.0,97.0,Joe Bessey,Delco Battery (Joe Bessey),Chevrolet,118.0,12304.0,running,0.0,115.0
1994,1,Daytona,17.0,43.0,19.0,Kirk Shelmerdine,Levin Racing (Carol Levin),Chevrolet,117.0,6675.0,running,0.0,112.0
1994,1,Daytona,18.0,33.0,1.0,Randy MacDonald,NTN Bearings (Randy MacDonald),Chevrolet,116.0,6575.0,running,0.0,109.0
1994,1,Daytona,19.0,24.0,11.0,Bill Elliott,Budweiser (Charles Hardy),Ford,115.0,7533.0,engine,5.0,106.0
1994,1,Daytona,20.0,28.0,38.0,Elton Sawyer,Ford Credit (Bob Sutton),Ford,115.0,6475.0,running,0.0,103.0
1994,1,Daytona,21.0,18.0,42.0,Andy Hillenburg,Budget Gourmet (Andy Hillenburg),Chevrolet,114.0,6275.0,running,0.0,100.0
1994,1,Daytona,22.0,20.0,92.0,Larry Pearson,Stanley Tools (Mac Martin),Chevrolet,112.0,8733.0,running,0.0,97.0
1994,1,Daytona,23.0,6.0,60.0,Mark Martin,Winn-Dixie (Jack Roush),Ford,109.0,7133.0,engine,22.0,94.0
1994,1,Daytona,24.0,36.0,72.0,Tracy Leslie,Detroit Gasket (Ron Parker),Chevrolet,101.0,12954.0,running,0.0,91.0
1994,1,Daytona,25.0,1.0,30.0,Michael Waltrip,Pennzoil (Chuck Rider),Pontiac,98.0,8533.0,engine,25.0,88.0
1994,1,Daytona,26.0,44.0,74.0,"Johnny Benson, Jr.",Staff America (Bill Baumgardner),Chevrolet,98.0,5775.0,running,0.0,85.0
1994,1,Daytona,27.0,2.0,52.0,Ken Schrader,AC Delco (Ken Schrader),Chevrolet,94.0,5925.0,engine,22.0,82.0
1994,1,Daytona,28.0,8.0,20.0,Randy LaJoie,Fina Lube (Dick Moroso),Chevrolet,87.0,6733.0,engine,4.0,79.0
1994,1,Daytona,29.0,27.0,34.0,Mike McLaughlin,Fiddle Faddle (Frank Cicci),Chevrolet,82.0,10450.0,running,0.0,76.0
1994,1,Daytona,30.0,34.0,33.0,Bobby Labonte,Dentyne (Carl Wegner),Pontiac,79.0,6583.0,crash,0.0,73.0
1994,1,Daytona,31.0,31.0,55.0,Tim Fedewa,Inside Track (Ray DeWitt),Ford,76.0,5546.0,handling,0.0,70.0
1994,1,Daytona,32.0,4.0,7.0,Harry Gant,Manheim Auctions (Ed Whitaker),Chevrolet,60.0,5450.0,engine,3.0,67.0
1994,1,Daytona,33.0,42.0,6.0,Tommy Houston,Technibilt (Tommy Houston),Ford,57.0,8596.0,engine,0.0,64.0
1994,1,Daytona,34.0,3.0,87.0,Joe Nemechek,BellSouth Mobility (Joe Nemechek),Chevrolet,52.0,9579.0,engine,0.0,61.0
1994,1,Daytona,35.0,13.0,2.0,Ricky Craven,DuPont Refinishes (Ricky Craven),Chevrolet,42.0,8304.0,engine,0.0,58.0
1994,1,Daytona,36.0,9.0,29.0,Phil Parsons,Matchbox (Phil Parsons),Chevrolet,40.0,5125.0,distributor,0.0,55.0
1994,1,Daytona,37.0,15.0,59.0,Dennis Setzer,Alliance Training Centers (Daniel Welch),Chevrolet,35.0,6850.0,engine,0.0,52.0
1994,1,Daytona,38.0,40.0,44.0,David Green,Slim Jim (Bob Labonte),Chevrolet,20.0,8796.0,engine,0.0,49.0
1994,1,Daytona,39.0,37.0,27.0,Roy Payne,Special Olympics (Curtis Payne),Chevrolet,6.0,6046.0,crash,0.0,46.0
1994,1,Daytona,40.0,14.0,0.0,Mike Garvey,LaWarre Motorsports (Ned LaWarre),Chevrolet,5.0,4975.0,crash,0.0,43.0
