Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2012,1,Daytona,1.0,15.0,30.0,James Buescher,Fraternal Order of Eagles (Steve Turner),Chevrolet,120.0,114288.0,running,1.0,0.0
2012,1,Daytona,2.0,9.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Dodge,120.0,81385.0,running,0.0,0.0
2012,1,Daytona,3.0,3.0,2.0,Elliott Sadler,OneMain Financial (Richard Childress),Chevrolet,120.0,79228.0,running,8.0,42.0
2012,1,Daytona,4.0,8.0,88.0,Cole Whitt,Hellmann's (JR Motorsports),Chevrolet,120.0,71903.0,running,0.0,40.0
2012,1,Daytona,5.0,5.0,3.0,Austin Dillon,AdvoCare / American Ethanol (Richard Childress),Chevrolet,120.0,65388.0,running,0.0,39.0
2012,1,Daytona,6.0,25.0,19.0,Tayler Malsam,G-Oil (Mark Smith),Toyota,120.0,59513.0,running,0.0,38.0
2012,1,Daytona,7.0,29.0,15.0,Timmy Hill,Poynt.com (Rick Ware),Ford,120.0,50770.0,running,4.0,0.0
2012,1,Daytona,8.0,7.0,33.0,Tony Stewart,Oreo / Ritz (Richard Childress),Chevrolet,120.0,49695.0,running,22.0,0.0
2012,1,Daytona,9.0,11.0,38.0,Kasey Kahne,Great Clips (Steve Turner),Chevrolet,120.0,48445.0,running,4.0,0.0
2012,1,Daytona,10.0,14.0,1.0,Kurt Busch,HendrickCars.com (James Finch),Chevrolet,120.0,51770.0,running,42.0,0.0
2012,1,Daytona,11.0,2.0,60.0,Trevor Bayne,Roush Fenway Racing 25th Anniversary (Jack Roush),Ford,120.0,53113.0,running,3.0,34.0
2012,1,Daytona,12.0,33.0,24.0,Benny Gordon,Kentucky Antler Company / VSI (Jason Sciavicco),Toyota,120.0,46020.0,running,0.0,32.0
2012,1,Daytona,13.0,41.0,4.0,Danny Efland,DERacing.com (Johnny Davis),Chevrolet,120.0,52013.0,running,0.0,31.0
2012,1,Daytona,14.0,37.0,40.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,120.0,45220.0,running,0.0,0.0
2012,1,Daytona,15.0,4.0,5.0,"Dale Earnhardt, Jr.",TaxSlayer.com (JR Motorsports),Chevrolet,120.0,45770.0,running,8.0,0.0
2012,1,Daytona,16.0,22.0,20.0,Joey Logano,GameStop (Joe Gibbs),Toyota,120.0,44845.0,running,0.0,0.0
2012,1,Daytona,17.0,31.0,41.0,Blake Koch,Rise Up and Register (Rick Ware),Ford,120.0,50838.0,running,0.0,27.0
2012,1,Daytona,18.0,24.0,54.0,Kyle Busch,Monster Energy / RaceTrac (Kyle Busch),Toyota,119.0,44445.0,crash,2.0,0.0
2012,1,Daytona,19.0,10.0,6.0,Ricky Stenhouse Jr,Kellogg's Rice Krispies Treats / Pop Tarts (Jack Roush),Ford,119.0,51588.0,crash,0.0,25.0
2012,1,Daytona,20.0,6.0,12.0,"Sam Hornish, Jr.",Alliance Truck Parts (Roger Penske),Dodge,119.0,50963.0,running,7.0,25.0
2012,1,Daytona,21.0,21.0,70.0,Johanna Long,Foretravel Motorcoach / Biomet (Mary Louise Miller),Chevrolet,119.0,50513.0,running,0.0,23.0
2012,1,Daytona,22.0,20.0,14.0,Eric McClure,Hefty / Reynolds Wrap (Mark Smith),Toyota,118.0,50213.0,running,0.0,22.0
2012,1,Daytona,23.0,27.0,87.0,Joe Nemechek,D.A.B. Constructors (Joe Nemechek),Toyota,116.0,50038.0,crash,2.0,22.0
2012,1,Daytona,24.0,39.0,50.0,T.J. Bell,Eastbound & Down Only on HBO (Mark Beaver),Chevrolet,115.0,49913.0,crash,0.0,20.0
2012,1,Daytona,25.0,36.0,51.0,Jeremy Clements,Kevin Whitaker Chevrolet / 92.5 WESC (Jeremy Clements),Chevrolet,115.0,50238.0,running,0.0,19.0
2012,1,Daytona,26.0,23.0,27.0,David Ragan,CertainTeed / Mercury (Steve Meehan),Ford,113.0,43170.0,crash,0.0,0.0
2012,1,Daytona,27.0,16.0,43.0,Michael Annett,Pilot Travel Centers / Flying J (Richard Petty Motorsports),Ford,113.0,49538.0,crash,0.0,17.0
2012,1,Daytona,28.0,28.0,1.0,Mike Wallace,G&K Services (Johnny Davis),Chevrolet,112.0,49463.0,running,0.0,16.0
2012,1,Daytona,29.0,35.0,39.0,Joey Gase,Go Green Racing / JoeyGase.com (Archie St. Hilaire),Ford,108.0,49363.0,running,0.0,15.0
2012,1,Daytona,30.0,26.0,9.0,Kenny Wallace,Family Farmers / American Ethanol (Robby Benton),Toyota,104.0,49538.0,crash,1.0,15.0
2012,1,Daytona,31.0,18.0,36.0,Ryan Truex,"Grime Boss (Tommy Baldwin, Jr.)",Chevrolet,104.0,42595.0,crash,0.0,13.0
2012,1,Daytona,32.0,17.0,18.0,Denny Hamlin,Z-Line Designs (Joe Gibbs),Toyota,103.0,42520.0,crash,7.0,0.0
2012,1,Daytona,33.0,12.0,31.0,Justin Allgaier,Brandt (Steve Turner),Chevrolet,103.0,48938.0,crash,0.0,11.0
2012,1,Daytona,34.0,42.0,52.0,Reed Sorenson,Better Business Bureau / HPT (Jimmy Means),Chevrolet,103.0,48888.0,crash,0.0,10.0
2012,1,Daytona,35.0,34.0,23.0,"Robert Richardson, Jr.","North Texas Pipe (Robert Richardson, Sr.)",Chevrolet,103.0,48728.0,crash,1.0,10.0
2012,1,Daytona,36.0,32.0,8.0,Casey Roderick,Randy Hill Racing (Randy Hill),Ford,103.0,42185.0,crash,0.0,8.0
2012,1,Daytona,37.0,19.0,11.0,Brian Scott,Dollar General (Joe Gibbs),Toyota,96.0,48588.0,running,0.0,7.0
2012,1,Daytona,38.0,1.0,7.0,Danica Patrick,GoDaddy.com (JR Motorsports),Chevrolet,72.0,52427.0,running,2.0,7.0
2012,1,Daytona,39.0,13.0,44.0,Mike Bliss,TriStar Motorsports / UNO Pizzeria (Mark Smith),Toyota,59.0,40960.0,crash,6.0,6.0
2012,1,Daytona,40.0,38.0,28.0,J.J. Yeley,JPO Absorbents / Green Stuff / HTP (Robinson-Blakeney Racing),Chevrolet,43.0,40910.0,engine,0.0,0.0
2012,1,Daytona,41.0,40.0,81.0,Jason Bowles,American Majority / PledgeToVote.com (Pat MacDonald),Dodge,28.0,47333.0,engine,0.0,3.0
2012,1,Daytona,42.0,30.0,97.0,Johnny Sauter,AM/FM Energy Pellet & Wood Stoves (Joe Nemechek),Toyota,14.0,40810.0,electrical,0.0,0.0
2012,1,Daytona,43.0,43.0,10.0,Jeff Green,TriStar Motorsports (Mark Smith),Toyota,3.0,40721.0,vibration,0.0,1.0
2012,2,Phoenix,1.0,8.0,2.0,Elliott Sadler,OneMain Financial (Richard Childress),Chevrolet,200.0,71043.0,running,26.0,47.0
2012,2,Phoenix,2.0,7.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Dodge,200.0,47150.0,running,7.0,0.0
2012,2,Phoenix,3.0,2.0,6.0,Ricky Stenhouse Jr,Roush Fenway Racing 25th Anniversary (Jack Roush),Ford,200.0,49518.0,running,0.0,41.0
2012,2,Phoenix,4.0,9.0,3.0,Austin Dillon,AdvoCare (Richard Childress),Chevrolet,200.0,34818.0,running,0.0,40.0
2012,2,Phoenix,5.0,12.0,33.0,Kevin Harvick,South Point Hotel & Casino (Richard Childress),Chevrolet,200.0,24600.0,running,107.0,0.0
2012,2,Phoenix,6.0,6.0,12.0,"Sam Hornish, Jr.",Alliance Truck Parts (Roger Penske),Dodge,200.0,25568.0,running,0.0,38.0
2012,2,Phoenix,7.0,5.0,60.0,Trevor Bayne,Ford EcoBoost (Jack Roush),Ford,200.0,25203.0,running,4.0,38.0
2012,2,Phoenix,8.0,10.0,20.0,Joey Logano,Dollar General (Joe Gibbs),Toyota,200.0,16745.0,running,0.0,0.0
2012,2,Phoenix,9.0,1.0,18.0,Denny Hamlin,GameStop / Mass Effect 3 (Joe Gibbs),Toyota,200.0,19025.0,running,56.0,0.0
2012,2,Phoenix,10.0,21.0,43.0,Michael Annett,Pilot Travel Centers / Flying J (Richard Petty Motorsports),Ford,200.0,22318.0,running,0.0,34.0
2012,2,Phoenix,11.0,14.0,54.0,Kyle Busch,Monster Energy (Kyle Busch),Toyota,200.0,13875.0,running,0.0,0.0
2012,2,Phoenix,12.0,25.0,30.0,James Buescher,ABF Freight / U-Pack Moving (Steve Turner),Chevrolet,200.0,19743.0,running,0.0,0.0
2012,2,Phoenix,13.0,17.0,88.0,Cole Whitt,TaxSlayer.com (JR Motorsports),Chevrolet,200.0,19168.0,running,0.0,31.0
