Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1983,1,Daytona,1.0,5.0,17.0,Darrell Waltrip,Pepsi (Darrell Waltrip),Pontiac,120.0,16100.0,running,10.0,180.0
1983,1,Daytona,2.0,11.0,89.0,Geoffrey Bodine,Plessinger Racing,Pontiac,120.0,11405.0,running,1.0,170.0
1983,1,Daytona,3.0,7.0,75.0,Neil Bonnett,Warner Hodgdon (Butch Mock),Pontiac,120.0,9045.0,running,11.0,165.0
1983,1,Daytona,4.0,8.0,28.0,Phil Parsons,Skoal Bandit (Johnny Hayes),Pontiac,120.0,18700.0,running,10.0,160.0
1983,1,Daytona,5.0,3.0,7.0,Morgan Shepherd,Valvring (Ed Whitaker),Oldsmobile,120.0,6700.0,running,43.0,155.0
1983,1,Daytona,6.0,1.0,0.0,Sam Ard,Thomas Brothers Country Ham (Howard Thomas),Oldsmobile,120.0,15150.0,running,24.0,150.0
1983,1,Daytona,7.0,10.0,12.0,Tommy Ellis,Industrial Boiler (Marilyn Smith),Pontiac,120.0,12150.0,running,0.0,146.0
1983,1,Daytona,8.0,2.0,82.0,Joe Ruttman,Levi Garrett,Pontiac,120.0,4025.0,running,7.0,142.0
1983,1,Daytona,9.0,23.0,21.0,Larry Pearson,Chattanooga Chew (David Pearson),Pontiac,119.0,3550.0,running,0.0,138.0
1983,1,Daytona,10.0,28.0,6.0,Tommy Houston,UNO / Mason Day Paving (Mike Day),Oldsmobile,118.0,9550.0,running,0.0,134.0
1983,1,Daytona,11.0,18.0,26.0,John Utsman,Gwyn Racing (C.B. Gwyn),Oldsmobile,118.0,3030.0,running,0.0,130.0
1983,1,Daytona,12.0,21.0,8.0,Ken Bouchard,Ed's Auto Machine,Pontiac,118.0,2780.0,running,0.0,127.0
1983,1,Daytona,13.0,13.0,1.0,Pete Silva,New Con Leasing (Lindy White),Pontiac,117.0,6580.0,running,0.0,124.0
1983,1,Daytona,14.0,26.0,32.0,Dale Jarrett,Pet Dairy (Horace Isenhower),Pontiac,117.0,5640.0,running,0.0,121.0
1983,1,Daytona,15.0,19.0,29.0,Satch Worley,Arrington Racing (Chubby Arrington),Dodge,117.0,2255.0,running,0.0,118.0
1983,1,Daytona,16.0,22.0,66.0,Darryl Sage,Sage Racing,Pontiac,117.0,2130.0,running,0.0,115.0
1983,1,Daytona,17.0,9.0,88.0,Bobby Allison,Plessinger Racing (Frank Plessinger),Pontiac,116.0,2080.0,running,3.0,112.0
1983,1,Daytona,18.0,32.0,52.0,Steve Lawrence,Matson Pool Manufacturing,Pontiac,116.0,4105.0,running,0.0,109.0
1983,1,Daytona,19.0,25.0,3.0,J.D. McDuffie,Precision Walls,Chevrolet,116.0,1980.0,running,0.0,106.0
1983,1,Daytona,20.0,27.0,95.0,Bubba Nissen,Metro,Pontiac,116.0,2930.0,running,0.0,103.0
1983,1,Daytona,21.0,6.0,15.0,Dale Earnhardt,Wrangler (Robert Gee),Pontiac,113.0,2380.0,running,11.0,100.0
