Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2022,3,Las Vegas,10.0,21.0,19.0,Brandon Jones,Menards / Barracuda Pumps (Joe Gibbs),Toyota,200.0,running,2.0,35.0,0.0
2022,3,Las Vegas,11.0,12.0,51.0,Jeremy Clements,First Pacific Funding (Jeremy Clements),Chevrolet,200.0,running,0.0,26.0,0.0
2022,3,Las Vegas,12.0,10.0,26.0,John H. Nemechek,Berry's Bullets (Sam Hunt),Toyota,200.0,running,0.0,0.0,0.0
2022,3,Las Vegas,13.0,35.0,44.0,Ryan Ellis,Four Loko USA (Tommy Joe Martins),Chevrolet,200.0,running,0.0,24.0,0.0
2022,3,Las Vegas,14.0,3.0,98.0,Riley Herbst,Circa Sports (Stewart Haas Racing),Ford,200.0,running,0.0,23.0,0.0
2022,3,Las Vegas,15.0,17.0,36.0,Alex Labbe,Southwest Site Services (Mario Gosselin),Chevrolet,199.0,running,0.0,22.0,0.0
2022,3,Las Vegas,16.0,24.0,38.0,Kyle Sieg,TopPool.com (Rod Sieg),Ford,199.0,running,0.0,21.0,0.0
2022,3,Las Vegas,17.0,25.0,23.0,Anthony Alfredo,Dude Wipes (Chris Our),Chevrolet,199.0,running,0.0,20.0,0.0
2022,3,Las Vegas,18.0,27.0,4.0,Bayley Currey,KSDT CPA (Johnny Davis),Chevrolet,199.0,running,0.0,19.0,0.0
2022,3,Las Vegas,19.0,38.0,27.0,Jeb Burton,Alsco Uniforms (Chris Our),Chevrolet,198.0,running,0.0,18.0,0.0
2022,3,Las Vegas,20.0,30.0,66.0,J.J. Yeley,Hex.com (Carl Long),Ford,198.0,running,0.0,17.0,0.0
2022,3,Las Vegas,21.0,34.0,31.0,Myatt Snider,Tax Slayer (Jordan Anderson),Chevrolet,198.0,running,0.0,16.0,0.0
2022,3,Las Vegas,22.0,36.0,35.0,Joey Gase,Nevada Donor Netwrok (Emerling-Gase Motorsports),Toyota,198.0,running,0.0,15.0,0.0
2022,3,Las Vegas,23.0,23.0,45.0,Kaz Grala,Lilly Finance / Ruedebusch (Tommy Joe Martins),Chevrolet,198.0,running,0.0,0.0,0.0
2022,3,Las Vegas,24.0,31.0,28.0,C.J. McLaughlin,Sci Aps (Rod Sieg),Ford,198.0,running,0.0,13.0,0.0
2022,3,Las Vegas,25.0,9.0,1.0,Sam Mayer,Accelerate Pros Talent (JR Motorsports),Chevrolet,198.0,running,25.0,29.0,0.0
2022,3,Las Vegas,26.0,26.0,92.0,Kyle Weatherman,PORAC (Mario Gosselin),Chevrolet,196.0,running,0.0,11.0,0.0
2022,3,Las Vegas,27.0,32.0,91.0,Mason Massey,Brunt Workwear (Mario Gosselin),Chevrolet,195.0,running,0.0,10.0,0.0
2022,3,Las Vegas,28.0,14.0,48.0,Jade Buford,Big Machine Spiked Coolers (Scott Borchetta),Chevrolet,195.0,running,0.0,9.0,0.0
2022,3,Las Vegas,29.0,18.0,68.0,Brandon Brown,TradeTheChain.com (Jerry Brown),Chevrolet,193.0,running,3.0,8.0,0.0
2022,3,Las Vegas,30.0,7.0,18.0,Ryan Truex,Toyota Accessories (Joe Gibbs),Toyota,190.0,crash,0.0,15.0,0.0
2022,3,Las Vegas,31.0,15.0,21.0,Austin Hill,Bennett Transportation & Logistics (Richard Childress),Chevrolet,188.0,crash,13.0,17.0,0.0
2022,3,Las Vegas,32.0,28.0,6.0,Ryan Vargas,Swann Security (Johnny Davis),Chevrolet,168.0,crash,0.0,5.0,0.0
2022,3,Las Vegas,33.0,29.0,99.0,Stefan Parsons,SOKAL Ukraine (B.J. McLeod),Chevrolet,168.0,crash,0.0,4.0,0.0
2022,3,Las Vegas,34.0,37.0,34.0,Jesse Iwuji,Chevy Truck Month (Jesse Iwuji),Chevrolet,156.0,crash,0.0,3.0,0.0
2022,3,Las Vegas,35.0,19.0,5.0,Matt Mills,J.F. Electric (B.J. McLeod),Chevrolet,83.0,crash,0.0,2.0,0.0
2022,3,Las Vegas,36.0,20.0,39.0,Ryan Sieg,CMRroofing.com / A-Game (Rod Sieg),Ford,25.0,crash,0.0,1.0,0.0
2022,3,Las Vegas,37.0,33.0,47.0,Brennan Poole,Lerner & Rowe Injury Lawyers (Mike Harmon),Chevrolet,3.0,engine,0.0,1.0,0.0
2022,3,Las Vegas,38.0,22.0,7.0,Joe Graf Jr,Bucked Up / LFG Burn (Bobby Dotter),Ford,194.0,disqualified,0.0,1.0,0.0
2022,4,Phoenix,1.0,2.0,9.0,Noah Gragson,Bass Pro Shops / True Timber / BRCC (JR Motorsports),Chevrolet,200.0,running,114.0,59.0,6.0
2022,4,Phoenix,2.0,5.0,19.0,Brandon Jones,Menards / Jeld-Wen (Joe Gibbs),Toyota,200.0,running,30.0,51.0,0.0
2022,4,Phoenix,3.0,8.0,8.0,Josh Berry,PUBG Mobile (JR Motorsports),Chevrolet,200.0,running,0.0,42.0,0.0
2022,4,Phoenix,4.0,1.0,18.0,Trevor Bayne,Devotion Nutrition (Joe Gibbs),Toyota,200.0,running,38.0,50.0,1.0
2022,4,Phoenix,5.0,11.0,26.0,John H. Nemechek,Stillhouse (Sam Hunt),Toyota,200.0,running,11.0,0.0,0.0
2022,4,Phoenix,6.0,3.0,54.0,Ty Gibbs,Sport Clips Haircuts (Joe Gibbs),Toyota,200.0,running,0.0,37.0,0.0
2022,4,Phoenix,7.0,17.0,16.0,A.J. Allmendinger,Action Industries (Matthew Kaulig),Chevrolet,200.0,running,0.0,37.0,0.0
2022,4,Phoenix,8.0,15.0,11.0,Daniel Hemric,AG1 - Athletic Greens (Matthew Kaulig),Chevrolet,200.0,running,0.0,32.0,0.0
2022,4,Phoenix,9.0,22.0,10.0,Landon Cassill,Voyager: Crypto for All (Matthew Kaulig),Chevrolet,200.0,running,0.0,34.0,0.0
2022,4,Phoenix,10.0,24.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,5.0,41.0,0.0
2022,4,Phoenix,11.0,4.0,39.0,Ryan Sieg,CMRroofing.com / A-Game (Rod Sieg),Ford,199.0,running,2.0,26.0,0.0
2022,4,Phoenix,12.0,16.0,27.0,Jeb Burton,Freshly Laid / Club Scottsdale (Chris Our),Chevrolet,199.0,running,0.0,25.0,0.0
2022,4,Phoenix,13.0,26.0,68.0,Brandon Brown,TradeTheChain.com (Jerry Brown),Chevrolet,199.0,running,0.0,24.0,0.0
2022,4,Phoenix,14.0,9.0,2.0,Sheldon Creed,Whelen (Richard Childress),Chevrolet,199.0,running,0.0,23.0,0.0
2022,4,Phoenix,15.0,18.0,2.0,Brett Moffitt,Chris Our,Chevrolet,199.0,running,0.0,22.0,0.0
2022,4,Phoenix,16.0,35.0,44.0,Ryan Ellis,Keen Parts (Tommy Joe Martins),Chevrolet,199.0,running,0.0,21.0,0.0
2022,4,Phoenix,17.0,12.0,21.0,Austin Hill,United Rentals (Richard Childress),Chevrolet,199.0,running,0.0,20.0,0.0
2022,4,Phoenix,18.0,14.0,51.0,Jeremy Clements,First Pacific Funding (Jeremy Clements),Chevrolet,199.0,running,0.0,19.0,0.0
2022,4,Phoenix,19.0,23.0,36.0,Alex Labbe,Can-Am (Mario Gosselin),Chevrolet,199.0,running,0.0,18.0,0.0
2022,4,Phoenix,20.0,13.0,4.0,Bayley Currey,Ghost (Johnny Davis),Chevrolet,199.0,running,0.0,17.0,0.0
2022,4,Phoenix,21.0,19.0,99.0,Stefan Parsons,Sokal Ukraine (B.J. McLeod),Chevrolet,198.0,running,0.0,16.0,0.0
2022,4,Phoenix,22.0,7.0,1.0,Sam Mayer,Accelerate Pros Talent (JR Motorsports),Chevrolet,198.0,running,0.0,17.0,0.0
2022,4,Phoenix,23.0,31.0,91.0,Mason Massey,Brunt Workwear (Mario Gosselin),Chevrolet,198.0,running,0.0,14.0,0.0
2022,4,Phoenix,24.0,25.0,31.0,Myatt Snider,Tax Slayer (Jordan Anderson),Chevrolet,198.0,running,0.0,13.0,0.0
2022,4,Phoenix,25.0,32.0,66.0,J.J. Yeley,Remote Health Solutions (Carl Long),Ford,198.0,running,0.0,12.0,0.0
2022,4,Phoenix,26.0,28.0,5.0,Nick Sanchez,Barefoot Rentals (B.J. McLeod),Chevrolet,198.0,running,0.0,11.0,0.0
2022,4,Phoenix,27.0,36.0,7.0,Joe Graf Jr,Bucked Up Energy (Bobby Dotter),Ford,197.0,running,0.0,10.0,0.0
2022,4,Phoenix,28.0,33.0,48.0,Jade Buford,Big Machine Spiked Coolers (Scott Borchetta),Chevrolet,197.0,running,0.0,9.0,0.0
2022,4,Phoenix,29.0,38.0,6.0,Ryan Vargas,Advanced Masonry & Concrete (Johnny Davis),Chevrolet,197.0,running,0.0,8.0,0.0
2022,4,Phoenix,30.0,10.0,92.0,Kyle Weatherman,PORAC (Mario Gosselin),Chevrolet,197.0,running,0.0,7.0,0.0
2022,4,Phoenix,31.0,29.0,8.0,David Starr,TicketSmarter (Bobby Dotter),Ford,196.0,running,0.0,6.0,0.0
2022,4,Phoenix,32.0,20.0,28.0,Kyle Sieg,Rod Sieg,Ford,196.0,running,0.0,5.0,0.0
2022,4,Phoenix,33.0,27.0,45.0,Kaz Grala,Lilly Finance / Ruedebusch (Tommy Joe Martins),Chevrolet,196.0,running,0.0,0.0,0.0
2022,4,Phoenix,34.0,34.0,35.0,Jeffrey Earnhardt,Dal Strong (Emerling-Gase Motorsports),Toyota,196.0,running,0.0,3.0,0.0
2022,4,Phoenix,35.0,30.0,78.0,Josh Williams,Phoenix Children's / I.M.S. (B.J. McLeod),Chevrolet,178.0,ignition,0.0,2.0,0.0
2022,4,Phoenix,36.0,6.0,38.0,Parker Retzlaff,Ponsse (Rod Sieg),Ford,158.0,fuel pump,0.0,1.0,0.0
2022,4,Phoenix,37.0,37.0,23.0,Anthony Alfredo,Dude Wipes (Chris Our),Chevrolet,147.0,running,0.0,1.0,0.0
2022,4,Phoenix,38.0,21.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,20.0,crash,0.0,1.0,0.0
2022,5,Atlanta,1.0,4.0,54.0,Ty Gibbs,Sport Clips Haircuts (Joe Gibbs),Toyota,172.0,running,1.0,40.0,5.0
2022,5,Atlanta,2.0,14.0,21.0,Austin Hill,Bennett Transportation & Logistics (Richard Childress),Chevrolet,172.0,running,27.0,43.0,0.0
2022,5,Atlanta,3.0,7.0,16.0,A.J. Allmendinger,Action Industries (Matthew Kaulig),Chevrolet,172.0,running,41.0,44.0,1.0
2022,5,Atlanta,4.0,24.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,172.0,running,0.0,33.0,0.0
2022,5,Atlanta,5.0,10.0,10.0,Landon Cassill,Voyager: Crypto for All (Matthew Kaulig),Chevrolet,172.0,running,0.0,33.0,0.0
2022,5,Atlanta,6.0,26.0,91.0,Mason Massey,Anderson Power Services (Mario Gosselin),Chevrolet,172.0,running,0.0,31.0,0.0
2022,5,Atlanta,7.0,3.0,19.0,Brandon Jones,Menards / Pentair (Joe Gibbs),Toyota,172.0,running,1.0,32.0,0.0
2022,5,Atlanta,8.0,28.0,92.0,Kyle Weatherman,LS Tractor (Mario Gosselin),Chevrolet,172.0,running,0.0,29.0,0.0
2022,5,Atlanta,9.0,13.0,2.0,Sheldon Creed,Whelen (Richard Childress),Chevrolet,172.0,running,15.0,33.0,0.0
2022,5,Atlanta,10.0,9.0,39.0,Ryan Sieg,CMRroofing.com / A-Game (Rod Sieg),Ford,172.0,running,6.0,27.0,0.0
2022,5,Atlanta,11.0,21.0,66.0,J.J. Yeley,Work Pro Tools (Carl Long),Ford,172.0,running,0.0,26.0,0.0
2022,5,Atlanta,12.0,32.0,6.0,Ryan Vargas,KSDT CPA (Johnny Davis),Chevrolet,172.0,running,0.0,25.0,0.0
2022,5,Atlanta,13.0,19.0,26.0,Jeffrey Earnhardt,ForeverLawn (Sam Hunt),Toyota,172.0,running,0.0,24.0,0.0
2022,5,Atlanta,14.0,16.0,2.0,Brett Moffitt,Home Town Lenders (Chris Our),Chevrolet,172.0,running,0.0,24.0,0.0
2022,5,Atlanta,15.0,12.0,27.0,Jeb Burton,Int'l Championship Boxing (Chris Our),Chevrolet,172.0,running,0.0,28.0,0.0
2022,5,Atlanta,16.0,27.0,23.0,Anthony Alfredo,Digital Allly Companies (Chris Our),Chevrolet,172.0,running,0.0,21.0,0.0
2022,5,Atlanta,17.0,35.0,35.0,Shane Lee,Kitty Kat Coin (Emerling-Gase Motorsports),Toyota,172.0,running,0.0,20.0,0.0
2022,5,Atlanta,18.0,11.0,68.0,Brandon Brown,Zero FG Energy Drink (Jerry Brown),Chevrolet,172.0,running,0.0,26.0,0.0
2022,5,Atlanta,19.0,17.0,36.0,Alex Labbe,Studio Fore / Pork Missile (Mario Gosselin),Chevrolet,172.0,running,0.0,18.0,0.0
2022,5,Atlanta,20.0,37.0,45.0,Tommy Joe Martins,AP Regimen Legacy Series (Tommy Joe Martins),Chevrolet,172.0,running,0.0,24.0,0.0
2022,5,Atlanta,21.0,15.0,1.0,Sam Mayer,Accelerate Pros Talent (JR Motorsports),Chevrolet,172.0,running,0.0,23.0,0.0
2022,5,Atlanta,22.0,36.0,78.0,Josh Williams,Coolray (B.J. McLeod),Chevrolet,172.0,running,0.0,15.0,0.0
2022,5,Atlanta,23.0,23.0,7.0,Joe Graf Jr,Gtechniq (Bobby Dotter),Ford,172.0,running,0.0,14.0,0.0
2022,5,Atlanta,24.0,31.0,28.0,Kyle Sieg,A-Game (Rod Sieg),Ford,172.0,running,0.0,13.0,0.0
2022,5,Atlanta,25.0,25.0,99.0,Stefan Parsons,Sokal (B.J. McLeod),Chevrolet,172.0,running,0.0,12.0,0.0
2022,5,Atlanta,26.0,1.0,9.0,Noah Gragson,Bass Pro Shops / True Timber / BRCC (JR Motorsports),Chevrolet,172.0,running,38.0,20.0,0.0
2022,5,Atlanta,27.0,38.0,34.0,Jesse Iwuji,Equity Prime Mortgage (Jesse Iwuji),Chevrolet,172.0,running,0.0,10.0,0.0
2022,5,Atlanta,28.0,5.0,18.0,Trevor Bayne,Devotion Nutrition (Joe Gibbs),Toyota,172.0,running,38.0,15.0,0.0
2022,5,Atlanta,29.0,20.0,4.0,Bayley Currey,KSDT CPA (Johnny Davis),Chevrolet,172.0,running,0.0,8.0,0.0
2022,5,Atlanta,30.0,22.0,31.0,Myatt Snider,Tax Slayer (Jordan Anderson),Chevrolet,171.0,running,2.0,7.0,0.0
2022,5,Atlanta,31.0,33.0,5.0,Matt Mills,J.F. Electric (B.J. McLeod),Chevrolet,165.0,crash,0.0,6.0,0.0
2022,5,Atlanta,32.0,29.0,44.0,Sage Karam,The Driveway Company (Tommy Joe Martins),Chevrolet,154.0,crash,0.0,11.0,0.0
2022,5,Atlanta,33.0,2.0,8.0,Josh Berry,Harrison's USA (JR Motorsports),Chevrolet,153.0,crash,3.0,14.0,1.0
2022,5,Atlanta,34.0,6.0,7.0,Justin Allgaier,Axalta / Nalley Clicklane (JR Motorsports),Chevrolet,152.0,crash,0.0,11.0,0.0
