season,driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
1992,Richard Lasater,27,0,0.0,24.93,12,35,22.63,8,39,0.04,1,1,95.22,,59871,2217,4225,1200
1992,Billy Clark,2,0,0.0,11.5,4,19,23.0,17,29,0.0,0,0,94.0,,6300,3150,4700,1600
1992,David Rogers,1,0,0.0,33.0,33,33,23.0,23,23,0.0,0,0,94.0,,3800,3800,3800,3800
1992,Jerry Glanville,3,0,0.0,25.33,23,27,23.33,20,28,0.0,0,0,93.0,,2980,993,1085,890
1992,Mike McLaughlin,6,0,0.0,21.5,11,32,23.83,13,30,0.0,0,0,91.5,,15950,2658,4850,875
1992,Billy Standridge,1,0,0.0,41.0,41,41,24.0,24,24,0.0,0,0,91.0,,2420,2420,2420,2420
1992,Barry Bostick,1,0,0.0,32.0,32,32,24.0,24,24,0.0,0,0,91.0,,1400,1400,1400,1400
1992,Andy Hillenburg,1,0,0.0,40.0,40,40,24.0,24,24,0.0,0,0,91.0,,1425,1425,1425,1425
1992,Ernie Irvan,13,2,0.15385,16.46,1,34,24.15,1,41,25.31,329,126,95.15,,90837,6987,26768,855
1992,Jeff Barry,6,0,0.0,28.0,12,42,24.33,14,33,0.0,0,0,90.0,,23283,3881,8950,1515
1992,Bobby Dragon,2,0,0.0,33.0,29,37,24.5,11,38,0.0,0,0,89.5,,8300,4150,5300,3000
1992,Elton Sawyer,2,0,0.0,29.5,26,33,24.5,16,33,0.0,0,0,89.5,,2660,1330,1360,1300
1992,Scott Kilby,1,0,0.0,17.0,17,17,25.0,25,25,0.0,0,0,88.0,,855,855,855,855
1992,Jim Keeker,1,0,0.0,27.0,27,27,25.0,25,25,0.0,0,0,88.0,,1125,1125,1125,1125
1992,Rich Burgess,1,0,0.0,24.0,24,24,25.0,25,25,0.0,0,0,88.0,,1395,1395,1395,1395
1992,Bobby Hamilton,1,0,0.0,11.0,11,11,25.0,25,25,0.0,0,0,88.0,,1115,1115,1115,1115
1992,Troy Beebe,14,0,0.0,28.64,20,39,25.43,15,42,0.21,3,3,86.71,,32234,2302,10814,1010
1992,Hermie Sadler,5,0,0.0,22.0,10,30,25.6,20,37,0.0,0,0,86.2,,6515,1303,1800,790
1992,Glenn Sullivan,3,0,0.0,29.0,18,36,25.67,19,29,0.0,0,0,86.0,,6250,2083,3000,1375
1992,Martin Truex,2,0,0.0,38.5,36,41,26.0,18,34,0.0,0,0,85.0,,4750,2375,3350,1400
1992,Stanton Barrett,1,0,0.0,28.0,28,28,26.0,26,26,0.0,0,0,85.0,,1800,1800,1800,1800
1992,Ron Lamell,1,0,0.0,13.0,13,13,26.0,26,26,0.0,0,0,85.0,,3150,3150,3150,3150
1992,Hal Goodson,1,0,0.0,14.0,14,14,26.0,26,26,0.0,0,0,85.0,,1055,1055,1055,1055
1992,Jeff Fuller,1,0,0.0,27.0,27,27,26.0,26,26,0.0,0,0,85.0,,1415,1415,1415,1415
1992,Dennis Setzer,1,0,0.0,22.0,22,22,26.0,26,26,0.0,0,0,85.0,,875,875,875,875
1992,Shawna Robinson,13,0,0.0,30.23,18,40,26.15,11,43,0.0,0,0,84.54,,24234,1864,3525,765
1992,Tommy Ellis,10,0,0.0,16.7,7,32,26.3,13,35,0.0,0,0,84.1,,15710,1571,2850,875
1992,Mike Oliver,2,0,0.0,27.0,25,29,26.5,25,28,0.0,0,0,83.5,,2660,1330,1765,895
1992,Bill Gratton,1,0,0.0,30.0,30,30,27.0,27,27,0.0,0,0,82.0,,1075,1075,1075,1075
1992,Mike Urciuoli,1,0,0.0,26.0,26,26,27.0,27,27,0.0,0,0,82.0,,1535,1535,1535,1535
1992,Michael Ritch,3,0,0.0,22.67,12,34,27.0,18,33,0.0,0,0,82.0,,3930,1310,1395,1260
1992,David Donohue,4,0,0.0,33.0,29,39,27.25,16,38,0.0,0,0,81.25,,5780,1445,1675,1340
1992,Dick McCabe,3,0,0.0,15.0,2,32,27.33,12,35,1.67,5,5,81.0,,9980,3327,5125,1505
1992,Jason Keller,5,0,0.0,28.4,18,41,27.8,13,39,0.0,0,0,79.6,,10140,2028,4500,870
1992,Mark Whitaker,5,0,0.0,28.4,25,34,28.0,20,36,0.0,0,0,79.0,,5260,1052,1330,765
1992,Brett Bodine,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,79.0,,1425,1425,1425,1425
1992,Mike Skinner,1,0,0.0,12.0,12,12,28.0,28,28,0.0,0,0,79.0,,5800,5800,5800,5800
1992,Kelly Moore,2,0,0.0,6.0,6,6,29.0,14,44,0.0,0,0,76.0,,6900,3450,3750,3150
1992,Chad Little,1,0,0.0,29.0,29,29,29.0,29,29,0.0,0,0,76.0,,1400,1400,1400,1400
1992,Andy Belmont,1,0,0.0,33.0,33,33,29.0,29,29,0.0,0,0,76.0,,1165,1165,1165,1165
1992,Larry Carroll,1,0,0.0,30.0,30,30,29.0,29,29,0.0,0,0,76.0,,1550,1550,1550,1550
1992,Tim Fedewa,4,0,0.0,30.75,24,42,29.25,19,36,1.25,5,5,75.25,,7669,1917,3520,1130
1992,Dale Shaw,2,0,0.0,36.5,35,38,29.5,25,34,0.0,0,0,74.5,,6950,3475,3950,3000
1992,Robbie Stanley,1,0,0.0,29.0,29,29,31.0,31,31,0.0,0,0,70.0,,1050,1050,1050,1050
1992,Jeff Spraker,1,0,0.0,14.0,14,14,31.0,31,31,0.0,0,0,70.0,,1550,1550,1550,1550
1992,Randy MacDonald,2,0,0.0,28.0,22,34,32.0,23,41,0.0,0,0,67.0,,4835,2418,3275,1560
1992,Tom Bolles,2,0,0.0,23.5,21,26,34.0,23,45,0.0,0,0,61.0,,5250,2625,2700,2550
1992,"Glenn Allen, Jr.",1,0,0.0,7.0,7,7,34.0,34,34,0.0,0,0,61.0,,1260,1260,1260,1260
1992,Robert Huffman,5,0,0.0,28.0,13,36,34.0,22,42,0.0,0,0,61.0,,11050,2210,3325,1000
1992,Greg Trammell,1,0,0.0,35.0,35,35,35.0,35,35,0.0,0,0,58.0,,1140,1140,1140,1140
1992,Tony Hirschman,3,0,0.0,21.33,8,34,35.0,32,41,0.0,0,0,58.0,,8330,2777,3650,1825
1992,Mike Rowe,2,0,0.0,29.5,17,42,35.5,31,40,0.0,0,0,56.5,,6650,3325,3650,3000
1992,Dave Dion,1,0,0.0,20.0,20,20,36.0,36,36,0.0,0,0,55.0,,2400,2400,2400,2400
1992,Mike Barry,1,0,0.0,30.0,30,30,36.0,36,36,0.0,0,0,55.0,,3350,3350,3350,3350
1992,Scott Herberg,2,0,0.0,32.5,23,42,39.0,36,42,0.0,0,0,46.0,,5104,2552,3400,1704
1992,Bobby Gada,1,0,0.0,44.0,44,44,42.0,42,42,0.0,0,0,37.0,,3000,3000,3000,3000
1992,Babe Branscombe,2,0,0.0,40.5,36,45,42.0,40,44,0.0,0,0,37.0,,6350,3175,3350,3000
1992,Mike Weeden,1,0,0.0,43.0,43,43,46.0,46,46,0.0,0,0,25.0,,3150,3150,3150,3150
1993,Tommy Ellis,1,0,0.0,23.0,23,23,5.0,5,5,0.0,0,0,155.0,,3100,3100,3100,3100
1993,Steve Grissom,28,2,0.07143,21.46,1,34,10.32,1,28,4.29,120,51,137.36,,214146,7648,23031,2315
1993,Randy LaJoie,8,0,0.0,13.5,2,33,12.38,2,32,1.0,8,8,130.63,,43218,5402,13250,2870
1993,David Green,28,0,0.0,15.14,1,37,12.79,2,38,3.36,94,49,128.0,,171243,6116,10831,2765
1993,Ricky Craven,28,0,0.0,12.79,1,36,12.79,2,37,5.75,161,67,128.32,,139191,4971,10225,2005
1993,Glenn Jarrett,1,0,0.0,25.0,25,25,13.0,13,13,0.0,0,0,124.0,,1665,1665,1665,1665
1993,Bobby Labonte,2,0,0.0,2.0,1,3,13.0,2,24,76.5,153,153,130.5,,10775,5388,9175,1600
1993,Chuck Bown,28,1,0.03571,12.46,1,33,13.29,1,36,10.07,282,166,126.14,,152596,5450,17080,2025
1993,Ronald Cooper,3,0,0.0,30.0,12,42,14.0,12,16,0.0,0,0,121.0,,9655,3218,5275,1805
1993,Roger Sawyer,1,0,0.0,22.0,22,22,14.0,14,14,0.0,0,0,121.0,,1900,1900,1900,1900
1993,Andy Santerre,1,0,0.0,11.0,11,11,14.0,14,14,0.0,0,0,121.0,,5300,5300,5300,5300
1993,Bobby Dotter,28,0,0.0,17.86,1,42,14.32,3,38,0.0,0,0,121.64,,133981,4785,16118,1905
1993,Mike McLaughlin,3,0,0.0,14.33,6,20,14.33,9,22,0.0,0,0,120.67,,11616,3872,4500,3408
1993,Joe Nemechek,28,0,0.0,8.86,1,43,14.5,2,40,22.39,627,125,122.96,,215471,7695,22650,2995
1993,Robbie Stanley,1,0,0.0,33.0,33,33,15.0,15,15,0.0,0,0,118.0,,2300,2300,2300,2300
1993,Hermie Sadler,28,1,0.03571,18.89,2,39,15.07,1,31,0.29,8,8,120.07,,130328,4655,14070,2050
1993,Ward Burton,28,3,0.10714,11.04,1,39,15.25,1,35,29.54,827,259,121.89,,244926,8747,32000,2105
1993,Michael Waltrip,10,2,0.2,17.1,2,40,15.3,1,34,19.4,194,95,124.0,,102393,10239,28900,2065
1993,Todd Bodine,28,3,0.10714,12.5,1,27,15.46,1,41,17.93,502,123,120.96,,217436,7766,21800,2440
1993,Robert Pressley,28,3,0.10714,10.39,3,23,15.46,1,43,13.64,382,106,121.04,,231766,8277,33875,1700
1993,Butch Miller,10,0,0.0,14.6,1,37,15.5,5,37,3.7,37,37,118.2,,47848,4785,12438,2230
1993,Terry Labonte,20,0,0.0,15.65,1,38,15.7,2,39,2.4,48,40,119.95,,106153,5308,16075,1390
1993,Tracy Leslie,28,1,0.03571,16.86,1,37,15.71,1,37,2.96,83,31,119.14,,179056,6395,26788,2100
1993,Ken Schrader,9,0,0.0,9.0,1,28,15.78,2,33,9.56,86,38,118.44,,65628,7292,26875,2345
1993,Mark Martin,14,7,0.5,8.14,1,34,16.14,1,42,70.71,990,185,124.57,,230703,16479,57593,1330
1993,Dennis Setzer,4,0,0.0,16.0,2,38,16.25,10,22,3.25,13,13,114.5,,19505,4876,8100,2650
1993,Mike Wallace,28,0,0.0,20.54,3,41,16.43,4,35,0.14,4,4,114.75,,117223,4187,10018,1690
1993,Tom Peck,28,0,0.0,19.57,3,40,16.54,5,41,0.11,3,3,114.68,,117896,4211,10413,1930
1993,Joe Bessey,25,0,0.0,20.92,4,39,16.88,3,30,5.28,132,73,113.36,,99493,3980,10325,2030
1993,Ed Ferree,1,0,0.0,25.0,25,25,17.0,17,17,0.0,0,0,112.0,,1950,1950,1950,1950
1993,Jamie Aube,1,0,0.0,14.0,14,14,17.0,17,17,0.0,0,0,112.0,,5000,5000,5000,5000
1993,Martin Truex,2,0,0.0,33.0,22,44,17.0,13,21,0.0,0,0,112.0,,8183,4092,5400,2783
1993,Bill Elliott,11,1,0.09091,12.18,1,38,17.0,1,38,4.82,53,47,116.0,,86743,7886,28950,1900
1993,Randy MacDonald,2,0,0.0,35.0,30,40,17.0,16,18,0.0,0,0,112.0,,8925,4463,5900,3025
1993,Kelly Moore,2,0,0.0,19.5,4,35,17.5,12,23,0.0,0,0,110.5,,9258,4629,6625,2633
1993,Tim Fedewa,25,0,0.0,21.84,7,41,17.6,5,41,0.32,8,8,111.0,,98568,3943,9500,1730
1993,Dale Jarrett,10,0,0.0,21.4,10,40,17.6,3,37,0.7,7,5,113.0,,65678,6568,26330,2175
1993,Rodney Combs,27,0,0.0,17.89,4,38,17.74,8,26,0.3,8,6,109.96,,98688,3655,6931,1700
1993,Jimmy Cope,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,109.0,,1655,1655,1655,1655
1993,Johnny Rumley,5,1,0.2,18.0,5,34,18.4,1,31,4.4,22,22,111.8,,21125,4225,13600,1205
1993,Larry Pearson,15,0,0.0,16.13,5,33,18.47,2,35,5.87,88,69,110.8,,72568,4838,14250,2000
1993,Sterling Marlin,8,0,0.0,28.13,11,44,18.75,5,42,0.0,0,0,108.0,,36493,4562,8975,1375
1993,Greg Clark,1,0,0.0,21.0,21,21,19.0,19,19,0.0,0,0,106.0,,3260,3260,3260,3260
1993,Rick Mast,5,0,0.0,21.4,1,42,19.0,8,34,1.6,8,8,107.0,,17643,3529,4925,2215
1993,Steve Perry,1,0,0.0,32.0,32,32,19.0,19,19,0.0,0,0,106.0,,3000,3000,3000,3000
1993,Jeff Burton,28,1,0.03571,15.18,2,36,19.07,1,39,11.79,330,142,108.21,,198811,7100,25150,2315
1993,Jack Sprague,23,0,0.0,18.78,2,34,19.35,4,44,0.74,17,12,105.61,,80920,3518,6181,1715
1993,Dale Earnhardt,9,2,0.22222,19.67,5,35,20.0,1,42,14.22,128,68,109.89,,103928,11548,39375,1395
1993,Brandon Sperling,1,0,0.0,20.0,20,20,20.0,20,20,0.0,0,0,103.0,,3250,3250,3250,3250
1993,George Crenshaw,1,0,0.0,27.0,27,27,20.0,20,20,0.0,0,0,103.0,,1600,1600,1600,1600
1993,Darrell Waltrip,5,0,0.0,19.4,8,36,20.4,7,37,0.0,0,0,102.6,,25655,5131,10425,2140
1993,Tommy Houston,28,0,0.0,21.0,7,41,20.86,3,40,6.75,189,70,101.86,,151576,5413,11925,2315
1993,Robbie Reiser,1,0,0.0,17.0,17,17,21.0,21,21,0.0,0,0,100.0,,4400,4400,4400,4400
1993,Mark Whitaker,1,0,0.0,24.0,24,24,21.0,21,21,0.0,0,0,100.0,,1315,1315,1315,1315
1993,Eddie Sharp,2,0,0.0,29.5,29,30,21.0,14,28,0.0,0,0,100.0,,5790,2895,3270,2520
1993,Andy Hillenburg,1,0,0.0,28.0,28,28,22.0,22,22,0.0,0,0,97.0,,2575,2575,2575,2575
1993,Pat Davison,1,0,0.0,33.0,33,33,22.0,22,22,0.0,0,0,97.0,,2925,2925,2925,2925
1993,Michael Ritch,5,0,0.0,27.6,19,37,22.4,17,30,0.0,0,0,95.8,,12730,2546,3060,1725
1993,Chad Little,12,0,0.0,22.08,2,35,22.58,2,41,0.17,2,2,97.58,,56508,4709,13915,2080
1993,Roy Payne,24,0,0.0,24.29,7,41,22.75,9,41,0.0,0,0,94.83,,77908,3246,7438,1590
1993,Jason Keller,12,0,0.0,27.25,13,42,22.83,8,38,0.0,0,0,94.75,,35558,2963,5550,1405
1993,Billy Standridge,2,0,0.0,26.0,21,31,23.0,23,23,0.0,0,0,94.0,,6720,3360,4300,2420
1993,Jimmy Hensley,2,0,0.0,16.5,16,17,23.0,4,42,0.0,0,0,98.5,,5093,2547,2683,2410
1993,Richard Lasater,25,0,0.0,23.72,5,41,23.16,10,42,0.0,0,0,93.56,,94696,3788,14088,1655
1993,Curtis Markham,4,0,0.0,21.75,16,31,23.25,16,35,0.0,0,0,36.5,,14201,3550,5400,2775
1993,Harry Gant,16,0,0.0,18.88,2,40,23.31,2,41,6.38,102,45,95.38,,73513,4595,20600,1385
1993,Sammy Swindell,4,0,0.0,27.75,11,41,23.5,19,34,0.0,0,0,92.5,,11990,2998,4525,2075
1993,Jimmy Spencer,9,0,0.0,23.11,8,31,23.56,6,39,0.0,0,0,93.11,,28080,3120,5125,1420
1993,Ed Berrier,7,0,0.0,31.86,10,44,23.71,7,36,0.0,0,0,92.43,,20650,2950,5500,1625
1993,"Ken Wallace, Jr.",1,0,0.0,33.0,33,33,24.0,24,24,0.0,0,0,91.0,,2658,2658,2658,2658
1993,David Bonnett,4,0,0.0,21.5,3,37,24.25,17,39,0.0,0,0,90.25,,8030,2008,2545,1495
1993,Phil Parsons,9,0,0.0,22.11,7,41,24.78,5,40,0.33,3,3,90.33,,33378,3709,8990,1550
1993,Ernie Irvan,10,0,0.0,8.9,1,25,24.8,2,39,25.0,250,89,90.1,,52453,5245,24500,1300
1993,Alan Russell,2,0,0.0,36.0,34,38,25.0,25,25,0.0,0,0,88.0,,4850,2425,2535,2315
1993,Morgan Shepherd,1,0,0.0,14.0,14,14,25.0,25,25,3.0,3,3,88.0,,2345,2345,2345,2345
1993,Nathan Buttke,17,0,0.0,28.0,18,43,25.18,8,35,0.0,0,0,87.65,,41600,2447,4100,1465
1993,Jim Bown,18,0,0.0,22.72,7,42,25.39,10,42,0.0,0,0,86.89,,52833,2935,6263,1300
1993,Dave Rezendes,11,0,0.0,28.36,12,39,25.64,9,41,0.0,0,0,86.27,,29153,2650,5100,1500
1993,Bobby Dragon,2,0,0.0,38.5,37,40,26.0,18,34,0.0,0,0,85.0,,7233,3617,4900,2333
1993,Robert Powell,2,0,0.0,25.0,24,26,26.0,23,29,0.0,0,0,85.0,,7715,3858,5600,2115
1993,Bobby Hamilton,7,0,0.0,24.0,17,30,26.14,9,38,0.0,0,0,84.86,,17355,2479,3195,1380
1993,Tommy Sigmon,3,0,0.0,27.33,27,28,26.33,23,32,0.0,0,0,84.0,,4210,1403,1500,1330
1993,"Johnny Benson, Jr.",4,0,0.0,18.0,3,26,26.75,18,40,0.0,0,0,82.75,,10543,2636,3700,1625
1993,Ashton Lewis,1,0,0.0,29.0,29,29,27.0,27,27,0.0,0,0,82.0,,1675,1675,1675,1675
1993,Eddie Goodson,5,0,0.0,27.2,23,30,27.0,23,30,0.0,0,0,82.0,,9510,1902,3025,1165
1993,Jeff Purvis,2,0,0.0,9.0,7,11,27.0,20,34,0.0,0,0,82.0,,6545,3273,3625,2920
1993,Shawna Robinson,24,0,0.0,30.38,14,43,27.25,12,42,0.0,0,0,81.25,,70925,2955,4410,1205
1993,Jeff Green,11,0,0.0,19.82,1,39,27.45,5,43,0.0,0,0,81.27,,33150,3014,7065,1730
1993,Troy Beebe,8,0,0.0,32.25,28,38,27.63,17,36,0.0,0,0,80.13,,18330,2291,4550,1165
1993,Mike Stefanik,3,0,0.0,18.0,5,30,27.67,15,39,0.0,0,0,80.0,,8916,2972,3450,2458
1993,Rick Wilson,9,0,0.0,22.11,4,35,27.89,5,41,0.0,0,0,80.22,,28133,3126,4145,2025
1993,Pete Silva,2,0,0.0,17.0,15,19,28.0,28,28,0.0,0,0,79.0,,2830,1415,1530,1300
1993,Joe Ruttman,3,0,0.0,22.67,9,36,28.0,13,38,0.0,0,0,79.0,,9970,3323,4100,2000
1993,Brett Bodine,1,0,0.0,10.0,10,10,28.0,28,28,0.0,0,0,79.0,,1650,1650,1650,1650
1993,Davey Allison,6,0,0.0,25.83,15,36,28.67,13,36,1.0,6,6,77.0,,18310,3052,5150,1450
1993,"Tom Hessert, Jr.",3,0,0.0,32.67,31,34,29.33,24,38,0.0,0,0,75.0,,7135,2378,2885,1790
1993,Dick McCabe,2,0,0.0,35.5,33,38,29.5,15,44,0.0,0,0,74.5,,8333,4167,4550,3783
1993,Chad Chaffin,3,0,0.0,18.33,7,31,29.67,29,30,0.0,0,0,74.0,,6050,2017,2515,1165
1993,Clay Brown,4,0,0.0,30.5,29,34,30.0,21,42,0.0,0,0,73.0,,8925,2231,3700,1230
1993,Kenny Gragg,1,0,0.0,25.0,25,25,30.0,30,30,0.0,0,0,73.0,,1300,1300,1300,1300
1993,Tim Steele,2,0,0.0,29.5,28,31,30.0,29,31,0.0,0,0,73.0,,5170,2585,2925,2245
1993,Reggie Ruggiero,1,0,0.0,23.0,23,23,30.0,30,30,0.0,0,0,73.0,,3150,3150,3150,3150
1993,David Donohue,2,0,0.0,27.0,24,30,30.5,30,31,0.0,0,0,71.5,,3275,1638,1675,1600
1993,Elton Sawyer,2,0,0.0,23.0,16,30,30.5,25,36,0.0,0,0,71.5,,5798,2899,3085,2713
1993,Jerry Glanville,3,0,0.0,31.67,30,35,31.0,26,40,0.0,0,0,70.0,,7640,2547,3900,1280
1993,Scott Lagasse,1,0,0.0,15.0,15,15,31.0,31,31,0.0,0,0,70.0,,1575,1575,1575,1575
1993,Bob Brevak,1,0,0.0,32.0,32,32,31.0,31,31,0.0,0,0,70.0,,3400,3400,3400,3400
1993,Gary Clark,1,0,0.0,33.0,33,33,31.0,31,31,0.0,0,0,70.0,,3100,3100,3100,3100
1993,Jeff Barry,2,0,0.0,29.5,18,41,31.5,27,36,0.0,0,0,68.5,,10700,5350,7250,3450
1993,Barry Bostick,2,0,0.0,34.0,32,36,32.0,28,36,0.0,0,0,67.0,,4850,2425,2470,2380
1993,Casey Elliott,2,0,0.0,6.0,4,8,32.0,20,44,0.0,0,0,67.0,,5253,2627,2783,2470
1993,Tom Bolles,1,0,0.0,29.0,29,29,32.0,32,32,0.0,0,0,67.0,,3650,3650,3650,3650
1993,Jeff Spraker,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,64.0,,2473,2473,2473,2473
1993,Eric Gordon,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,64.0,,2075,2075,2075,2075
1993,Larry Carroll,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,64.0,,2750,2750,2750,2750
1993,Rusty Wallace,1,0,0.0,21.0,21,21,33.0,33,33,0.0,0,0,64.0,,3200,3200,3200,3200
1993,Robbie Crouch,1,0,0.0,13.0,13,13,33.0,33,33,0.0,0,0,64.0,,3600,3600,3600,3600
1993,Hut Stricklin,4,0,0.0,23.0,11,30,33.25,27,41,1.5,6,6,63.25,,9965,2491,3225,1555
1993,Bob Dotter,1,0,0.0,36.0,36,36,35.0,35,35,0.0,0,0,58.0,,3000,3000,3000,3000
1993,Neil Bonnett,1,0,0.0,4.0,4,4,35.0,35,35,0.0,0,0,58.0,,3125,3125,3125,3125
1993,Robert Huffman,3,0,0.0,25.33,19,30,35.0,29,41,0.0,0,0,58.0,,6323,2108,2893,1375
1993,Stanton Barrett,1,0,0.0,22.0,22,22,35.0,35,35,0.0,0,0,58.0,,2330,2330,2330,2330
1993,Mike Garvey,1,0,0.0,35.0,35,35,37.0,37,37,0.0,0,0,52.0,,2800,2800,2800,2800
1993,Stub Fadden,1,0,0.0,42.0,42,42,38.0,38,38,0.0,0,0,49.0,,3450,3450,3450,3450
1993,"Bobby Hillin, Jr.",1,0,0.0,43.0,43,43,40.0,40,40,0.0,0,0,43.0,,3113,3113,3113,3113
1993,Brian Ross,1,0,0.0,36.0,36,36,43.0,43,43,0.0,0,0,34.0,,3450,3450,3450,3450
1993,Page Jones,1,0,0.0,40.0,40,40,43.0,43,43,0.0,0,0,34.0,,1375,1375,1375,1375
1994,Mark Martin,15,3,0.2,7.13,1,22,9.8,1,43,74.67,1120,195,142.13,,189208,12614,40955,3275
1994,Terry Labonte,20,4,0.2,16.65,2,40,11.5,1,37,20.6,412,205,136.0,,198898,9945,46305,2385
1994,David Green,28,1,0.03571,9.68,1,40,11.61,1,38,13.57,380,92,133.04,,229164,8184,22937,2610
1994,Chad Little,28,0,0.0,21.04,3,39,11.89,2,34,0.25,7,3,130.79,,178220,6365,24225,2030
1994,Ricky Craven,28,2,0.07143,12.93,1,39,12.0,1,35,18.29,512,206,131.39,,205467,7338,18275,2610
1994,Kenny Wallace,28,3,0.10714,9.0,1,24,13.93,1,43,30.89,865,214,126.93,,233165,8327,26730,2305
1994,Hermie Sadler,28,1,0.03571,15.0,2,41,14.0,1,32,10.39,291,85,123.79,,194502,6947,16654,2980
1994,Larry Pearson,27,0,0.0,18.67,6,43,14.63,2,35,2.3,62,58,121.37,,139060,5150,17112,2115
1994,Brian Ross,1,0,0.0,32.0,32,32,15.0,15,15,0.0,0,0,118.0,,2325,2325,2325,2325
1994,Mike Wallace,22,3,0.13636,15.95,3,33,15.27,1,37,15.36,338,148,121.77,,145765,6626,20300,2080
1994,Derrike Cope,11,1,0.09091,14.82,1,26,15.55,1,37,5.09,56,36,119.45,,91120,8284,32400,1715
1994,Bobby Dotter,28,0,0.0,25.14,5,41,15.57,2,36,0.04,1,1,117.82,,146092,5218,19275,2510
1994,Jeff Green,3,0,0.0,25.33,12,40,15.67,3,34,0.0,0,0,120.0,,19375,6458,8405,3135
1994,"Johnny Benson, Jr.",28,1,0.03571,18.18,2,44,15.96,1,38,5.5,154,87,117.96,,149760,5349,18315,2240
1994,Andy Petree,1,0,0.0,27.0,27,27,16.0,16,16,0.0,0,0,115.0,,2130,2130,2130,2130
1994,Dennis Setzer,28,2,0.07143,23.0,3,41,16.32,1,37,9.89,277,161,116.89,,194315,6940,15380,2705
1994,Mike McLaughlin,26,0,0.0,18.58,4,43,16.62,3,39,0.35,9,6,114.85,,161608,6216,13256,2630
1994,Jimmy Spencer,3,0,0.0,13.67,9,21,16.67,4,28,6.67,20,20,116.0,,12670,4223,5790,3105
1994,Pat Davison,1,0,0.0,33.0,33,33,17.0,17,17,0.0,0,0,112.0,,4650,4650,4650,4650
1994,Tim Fedewa,28,0,0.0,23.25,7,42,17.5,4,38,0.46,13,10,111.61,,121622,4344,8385,1860
1994,Harry Gant,17,1,0.05882,13.82,1,38,17.82,1,35,21.76,370,106,114.06,,100945,5938,27350,2100
1994,Tracy Leslie,28,0,0.0,24.0,4,37,17.96,3,39,0.04,1,1,110.29,,172037,6144,13212,2930
1994,Michael Ritch,4,0,0.0,21.75,4,36,18.0,9,32,0.0,0,0,109.5,,10410,2603,3665,2055
1994,Elton Sawyer,26,1,0.03846,18.96,3,37,18.19,1,39,2.58,67,26,110.5,,157218,6047,20880,1860
1994,Ken Schrader,10,1,0.1,20.6,2,40,18.2,1,42,3.7,37,22,112.8,,68700,6870,22975,2080
1994,"Ken Wallace, Jr.",4,0,0.0,34.75,29,40,18.25,16,21,0.0,0,0,25.0,,15260,3815,6250,2675
1994,Robert Pressley,28,0,0.0,19.18,1,42,18.57,4,40,2.64,74,41,108.68,,144516,5161,21104,2210
1994,Phil Parsons,17,1,0.05882,18.88,3,33,18.82,1,41,2.18,37,37,108.18,,89105,5241,35050,1700
1994,Dale Shaw,3,0,0.0,23.67,2,36,19.0,13,30,0.0,0,0,106.0,,11575,3858,5450,2400
1994,Bill Elliott,1,0,0.0,24.0,24,24,19.0,19,19,5.0,5,5,106.0,,7533,7533,7533,7533
1994,Jimmy Hensley,2,0,0.0,25.5,14,37,19.0,9,29,0.0,0,0,107.0,,10435,5218,7735,2700
1994,Michael Waltrip,9,0,0.0,11.11,1,27,19.11,2,41,5.22,47,25,109.22,,55823,6203,14875,3135
1994,Joe Bessey,11,0,0.0,20.91,5,42,19.64,6,36,1.09,12,10,104.73,,64160,5833,12304,3075
1994,Dick Trickle,5,0,0.0,12.2,3,19,19.8,5,40,0.0,0,0,106.4,,18340,3668,5840,1805
1994,Dale Jarrett,11,0,0.0,18.18,4,35,19.82,2,40,0.0,0,0,106.91,,74365,6760,31775,1745
1994,Randy LaJoie,27,0,0.0,16.96,1,40,19.96,2,42,5.78,156,52,105.07,,117763,4362,9300,1935
1994,Jason Keller,27,0,0.0,14.33,1,37,20.44,4,43,3.67,99,60,102.48,,105985,3925,8351,1955
1994,Johnny Smith,2,0,0.0,12.0,8,16,20.5,19,22,0.0,0,0,101.5,,3280,1640,1650,1630
1994,Jim Bown,28,0,0.0,19.18,2,34,20.61,5,42,0.89,25,25,101.89,,156475,5588,16905,3255
1994,Andy Hillenburg,1,0,0.0,18.0,18,18,21.0,21,21,0.0,0,0,100.0,,6275,6275,6275,6275
1994,Tom Peck,11,0,0.0,26.73,10,36,21.64,6,34,1.45,16,16,99.09,,65201,5927,19296,1805
1994,Dale Fischlein,3,0,0.0,31.0,26,36,21.67,14,30,0.0,0,0,98.0,,10075,3358,5775,1655
1994,Johnny Rumley,13,0,0.0,20.38,3,40,21.77,8,31,0.0,0,0,98.15,,38125,2933,4575,1535
1994,Morgan Shepherd,8,0,0.0,23.25,5,37,22.0,7,39,0.63,5,5,97.5,,33555,4194,10400,2165
