owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Richard Childress,1879,95,0.05056,11.0,1,43,12.31,1,43,10.18,19134,241,67.19,0.22,36235105,29872,116200,1830
Richard Colburn,5,0,0.0,34.0,25,39,23.8,16,39,0.0,0,0,91.6,,17300,3460,3770,3080
Richard Jackson,35,0,0.0,19.09,1,42,21.26,4,41,0.54,19,8,100.31,,152047,4344,12650,225
Richard Jarvis,2,0,0.0,32.0,29,35,37.0,34,40,0.0,0,0,52.0,,24500,12250,13670,10830
Richard Johnson,4,0,0.0,31.5,24,39,19.75,12,32,0.0,0,0,103.75,,1670,418,605,195
Richard Moore,35,0,0.0,21.43,1,44,24.09,2,44,5.46,191,150,70.77,,140987,4028,32475,325
Richard Petty Motorsports,147,2,0.01361,18.01,1,33,16.68,1,36,0.58,85,48,26.07,,3415888,25117,87550,15250
Richard Sheltra,2,0,0.0,37.0,36,38,26.5,24,29,0.0,0,0,83.5,,53651,26826,27093,26558
Richard Woodland,2,0,0.0,35.5,28,43,41.5,41,42,0.0,0,0,38.5,,22155,11078,11515,10640
Richardson Racing,1,0,0.0,27.0,27,27,27.0,27,27,0.0,0,0,82.0,,225,225,225,225
Richie Rice,2,0,0.0,10.0,10,10,7.0,5,9,0.0,0,0,146.5,,1300,650,750,550
Richwood Toothpicks,1,0,0.0,1.0,1,1,6.0,6,6,90.0,90,90,0.0,,13150,13150,13150,13150
Rick Gdovic,18,0,0.0,28.5,19,39,21.67,10,36,0.0,0,0,16.28,0.0,70520,23507,27523,21193
Rick Goodwin,64,0,0.0,26.53,8,43,25.13,3,43,0.3,19,18,87.27,,1047766,16371,37500,8480
Rick Hendrick,354,25,0.07062,12.57,1,41,15.75,1,43,16.39,5803,236,110.9,0.0,7517022,22174,99895,310
Rick Russell,17,0,0.0,32.12,21,42,35.82,30,41,0.0,0,0,21.65,,236220,13895,18405,10035
Rick Ware,477,0,0.0,33.34,3,43,30.83,3,43,0.05,23,5,15.68,0.0,6057721,17308,50838,3000
Rick Wilson,4,0,0.0,24.5,17,30,25.5,4,41,0.0,0,0,48.75,,5090,1273,2820,570
Ricky Craven,83,4,0.04819,12.93,1,40,16.77,1,43,16.54,1373,206,112.58,,611444,7367,50025,925
Ricky Dennis,1,0,0.0,23.0,23,23,9.0,9,9,0.0,0,0,138.0,,400,400,400,400
Ricky Hendrick,34,3,0.08824,9.35,1,21,11.38,1,42,18.32,623,152,136.38,,1112155,32710,58385,19230
Riverside Park,1,0,0.0,28.0,28,28,18.0,18,18,0.0,0,0,109.0,,825,825,825,825
Robbie Lewis,4,0,0.0,27.75,16,36,16.0,9,21,0.0,0,0,115.5,,3760,940,1410,500
Robbie Reiser,189,12,0.06349,16.48,1,40,16.31,1,43,11.07,2092,169,118.96,,3672880,19433,98750,1460
Robby Benton,220,1,0.00455,19.04,1,43,20.36,1,42,0.21,46,7,43.56,,5212927,23695,101213,10465
Robby Gordon,45,1,0.02222,13.64,2,34,17.6,1,40,4.38,197,46,111.71,,1047626,23281,63030,12065
Robert Creech,2,0,0.0,27.5,21,34,33.5,28,39,0.0,0,0,62.5,,21985,10993,11175,10810
Robert Drake,1,0,0.0,34.0,34,34,40.0,40,40,0.0,0,0,43.0,,10945,10945,10945,10945
Robert Fain,1,0,0.0,26.0,26,26,33.0,33,33,0.0,0,0,64.0,,6525,6525,6525,6525
Robert Gee,13,4,0.30769,5.64,1,10,8.77,1,23,25.92,337,92,146.54,,64310,4947,14700,100
Robert Hayes,65,0,0.0,26.32,3,43,23.15,2,43,1.02,66,45,94.28,,734505,11300,39650,2750
Robert Ingram,53,0,0.0,17.85,1,40,16.49,2,42,1.6,85,52,115.21,,72705,1372,3358,205
Robert Kittleson,2,0,0.0,27.0,23,31,25.5,25,26,0.0,0,0,86.5,,32385,16193,16400,15985
Robert Krogh,103,0,0.0,29.04,4,43,28.11,5,43,0.13,13,5,78.64,,769526,7544,25100,2675
Robert McFarland,4,0,0.0,31.75,15,43,32.25,29,37,0.0,0,0,66.25,,17930,4483,4975,3600
Robert Powell,1,0,0.0,29.0,29,29,24.0,24,24,0.0,0,0,91.0,,1105,1105,1105,1105
"Robert Richardson, Sr.",167,0,0.0,34.24,15,43,28.19,7,43,0.02,3,1,47.98,,3633361,21757,59388,9220
Robert Sowa,1,0,0.0,44.0,44,44,34.0,34,34,0.0,0,0,61.0,,7875,7875,7875,7875
Robert Torriere,10,0,0.0,20.5,11,35,27.5,6,41,0.0,0,0,29.11,,142785,14279,20025,9900
Robert's Used Cars,2,0,0.0,26.5,21,32,12.5,11,14,0.0,0,0,125.5,,2375,1188,1275,1100
Roberts Construction,1,0,0.0,26.0,26,26,25.0,25,25,0.0,0,0,0.0,,295,295,295,295
Roberts Used Cars,1,0,0.0,26.0,26,26,15.0,15,15,0.0,0,0,118.0,,850,850,850,850
Robey Racing,1,0,0.0,32.0,32,32,24.0,24,24,0.0,0,0,0.0,,1285,1285,1285,1285
Robinson-Blakeney Racing,7,0,0.0,36.86,31,42,33.57,30,40,0.0,0,0,6.43,,154397,22057,40910,14675
Rod Sieg,732,1,0.00137,23.28,1,40,23.8,1,40,0.44,320,27,14.7,0.01,1682541,24743,60851,16500
Rodney Foushee,8,0,0.0,31.25,26,39,21.75,15,35,0.0,0,0,97.75,,6485,811,2700,360
Rodney Franklin,5,0,0.0,29.2,6,41,25.6,5,45,0.4,2,2,65.8,,13180,3295,7625,1380
Rodney Rexrode,30,0,0.0,19.27,4,39,19.07,8,44,0.27,8,6,105.97,,110388,3680,6931,1700
Rodney Rexrode/Joiann Galiano,3,0,0.0,25.0,10,38,36.67,32,44,0.0,0,0,53.0,,8085,2695,3135,1850
Rodney Smith,1,0,0.0,16.0,16,16,43.0,43,43,0.0,0,0,34.0,,6055,6055,6055,6055
Roger Penske,664,81,0.12199,8.1,1,43,9.83,1,43,21.77,14455,300,48.05,0.52,14166235,32343,99378,8880
Ron Lamell,13,0,0.0,27.62,13,39,24.62,16,31,0.0,0,0,89.15,,30250,2327,3893,1050
Ron Neal,31,1,0.03226,19.97,3,39,18.68,1,43,9.35,290,125,108.77,,220817,7123,15290,3100
Ron Parker,389,5,0.01285,18.84,1,44,17.43,1,42,3.08,1197,165,112.72,,2108664,5421,26788,550
Ron Smith,1,0,0.0,4.0,4,4,5.0,5,5,1.0,1,1,155.0,,12888,12888,12888,12888
"Ron Thiel, Jr.",4,0,0.0,32.75,26,38,24.75,13,34,0.0,0,0,34.25,,17930,4483,7725,2680
Ron Zock,1,0,0.0,35.0,35,35,37.0,37,37,0.0,0,0,52.0,,4700,4700,4700,4700
Ron Zook,16,1,0.0625,14.0,1,26,17.06,1,38,3.5,56,36,114.38,,116045,7253,32400,1715
"Ronnie Bassett, Jr.",11,0,0.0,19.73,7,32,26.36,6,38,0.27,3,3,6.09,0.0,0,,,
Ronnie Milam,1,0,0.0,21.0,21,21,15.0,15,15,0.0,0,0,118.0,,300,300,300,300
Ronnie Silver,162,3,0.01852,19.16,4,40,14.1,1,43,1.44,234,130,122.02,,300114,1853,8780,225
Roope Racing,1,0,0.0,27.0,27,27,28.0,28,28,0.0,0,0,79.0,,325,325,325,325
Rossi,7,0,0.0,18.14,10,25,19.14,6,28,0.0,0,0,36.43,,4675,668,1550,200
Roy Hill,14,0,0.0,21.36,6,38,23.36,8,42,0.0,0,0,93.36,,29835,2131,6657,450
Royal Cleaners,1,0,0.0,33.0,33,33,20.0,20,20,0.0,0,0,103.0,,1485,1485,1485,1485
Rudy Rodriguez,2,0,0.0,21.0,17,25,16.5,14,19,0.0,0,0,113.5,,31635,15818,16900,14735
Rusty Wallace,547,4,0.00731,16.78,1,43,17.51,1,43,3.22,1763,202,99.1,,10827431,19794,62664,345
Ryder Floors,1,0,0.0,24.0,24,24,13.0,13,13,0.0,0,0,124.0,,540,540,540,540
Ryder's Floor Store,1,0,0.0,16.0,16,16,6.0,6,6,0.0,0,0,150.0,,1400,1400,1400,1400
S & S Racing,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,1000,1000,1000,1000
SSI,1,0,0.0,27.0,27,27,26.0,26,26,0.0,0,0,85.0,,220,220,220,220
SSI Racing,1,0,0.0,8.0,8,8,24.0,24,24,0.0,0,0,91.0,,335,335,335,335
Sadler Auto / Bullets,1,0,0.0,7.0,7,7,22.0,22,22,0.0,0,0,97.0,,1660,1660,1660,1660
Sadler Brothers,45,0,0.0,26.02,2,42,27.07,3,43,1.18,53,25,78.87,,662731,14727,44425,460
Sage Racing,1,0,0.0,22.0,22,22,16.0,16,16,0.0,0,0,115.0,,2130,2130,2130,2130
Salem Coach / Canon Copiers,1,0,0.0,30.0,30,30,19.0,19,19,0.0,0,0,106.0,,875,875,875,875
Sam Ard,151,3,0.01987,16.49,1,38,17.68,1,40,3.68,556,192,110.46,,376404,2493,12400,430
Sam Hunt,160,0,0.0,23.95,3,39,21.56,3,38,0.16,26,15,12.36,0.0,0,,,
Sam Rensi,82,0,0.0,23.17,3,43,22.09,4,43,0.18,15,4,97.44,,1902469,23201,48995,11100
Sammy Ragan,1,0,0.0,35.0,35,35,37.0,37,37,0.0,0,0,52.0,,12950,12950,12950,12950
Sands,3,0,0.0,30.0,26,36,19.0,13,26,0.0,0,0,106.0,,2525,842,1175,575
Sandy MacKinnon,4,0,0.0,23.25,16,28,15.75,3,33,0.0,0,0,27.25,,14850,3713,10425,450
Saylor Racing,1,0,0.0,24.0,24,24,29.0,29,29,0.0,0,0,76.0,,560,560,560,560
Schannauer Plumbing,1,0,0.0,22.0,22,22,24.0,24,24,0.0,0,0,0.0,,200,200,200,200
Scott Borchetta,115,1,0.0087,17.15,1,38,18.86,1,39,1.03,118,31,17.36,0.02,0,,,
Scott Deware,17,0,0.0,30.88,17,37,30.29,18,40,0.06,1,1,8.29,,237735,13984,18470,10075
Scott Flatt,1,0,0.0,38.0,38,38,34.0,34,34,0.0,0,0,61.0,,2525,2525,2525,2525
Scott Glynn,24,0,0.0,23.54,3,42,27.83,14,43,0.21,5,5,75.54,,520774,21699,47700,11700
Scott Kilby,2,0,0.0,20.0,18,22,30.5,30,31,0.0,0,0,71.5,,3195,1598,1720,1475
Scott LaFavre,4,0,0.0,30.25,26,36,31.0,23,37,0.0,0,0,70.0,,38710,9678,12660,6930
Scott Lagasse,6,0,0.0,24.0,13,40,25.0,20,39,0.0,0,0,19.0,,124200,20700,40960,11805
Scott Welliver,164,3,0.01829,21.13,1,42,18.8,1,43,2.73,447,118,109.13,,2884674,17589,87545,5160
Scott's Towing Service,2,0,0.0,25.5,21,30,23.0,21,25,0.0,0,0,50.0,,1295,648,1045,250
Seal-Tech,2,0,0.0,22.0,17,27,26.0,17,35,0.0,0,0,85.0,,4100,2050,3325,775
Sears / Ashworth,1,0,0.0,26.0,26,26,16.0,16,16,0.0,0,0,115.0,,650,650,650,650
Sears Racing,1,0,0.0,22.0,22,22,22.0,22,22,0.0,0,0,97.0,,675,675,675,675
Seivers,1,0,0.0,30.0,30,30,32.0,32,32,0.0,0,0,67.0,,1095,1095,1095,1095
Service Specialties,4,0,0.0,11.75,7,21,13.0,9,18,0.0,0,0,90.25,,2910,728,1325,230
Setzer,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,61.0,,355,355,355,355
Setzer Racing,1,0,0.0,40.0,40,40,42.0,42,42,0.0,0,0,37.0,,1100,1100,1100,1100
Sheila Elliott,2,0,0.0,6.0,4,8,32.0,20,44,0.0,0,0,67.0,,5253,2627,2783,2470
Shelby Concrete,2,0,0.0,19.0,18,20,21.5,19,24,0.0,0,0,98.5,,475,238,275,200
Shelor,2,0,0.0,23.0,18,28,29.5,27,32,0.0,0,0,0.0,,1380,690,750,630
Shigeaki Hattori,72,0,0.0,27.14,9,40,24.06,5,40,0.06,4,4,4.44,0.0,186599,20733,48765,11300
Shirley Howard,1,0,0.0,15.0,15,15,13.0,13,13,0.0,0,0,124.0,,360,360,360,360
Sims Brothers,4,0,0.0,27.0,16,35,11.75,9,14,0.0,0,0,128.25,,7750,1938,2955,700
Slender You Figure Salons,5,0,0.0,30.2,13,42,20.6,16,33,0.0,0,0,78.2,,4250,850,1730,420
Smith & Davis Tire / Country Racing Parts,1,0,0.0,15.0,15,15,14.0,14,14,12.0,12,12,121.0,,925,925,925,925
Smith Logging,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,0.0,,1440,1440,1440,1440
Smith Racing,1,0,0.0,34.0,34,34,28.0,28,28,0.0,0,0,79.0,,1015,1015,1015,1015
Smith-Davis,1,0,0.0,15.0,15,15,11.0,11,11,0.0,0,0,130.0,,400,400,400,400
Smith-Davis Tire,1,0,0.0,24.0,24,24,20.0,20,20,0.0,0,0,103.0,,725,725,725,725
Smith-Davis Tires,1,0,0.0,10.0,10,10,10.0,10,10,0.0,0,0,134.0,,975,975,975,975
Southeastern Transmissions,1,0,0.0,5.0,5,5,23.0,23,23,0.0,0,0,94.0,,205,205,205,205
Southern Biscuit Flour,1,0,0.0,4.0,4,4,30.0,30,30,0.0,0,0,73.0,,500,500,500,500
Space City Lab,1,0,0.0,19.0,19,19,12.0,12,12,0.0,0,0,127.0,,925,925,925,925
Spectrum Furniture,2,0,0.0,29.5,28,31,30.5,27,34,0.0,0,0,71.5,,935,468,535,400
Spencer Racing,1,0,0.0,16.0,16,16,4.0,4,4,2.0,2,2,0.0,,11175,11175,11175,11175
Spirit of Roanoke,1,0,0.0,31.0,31,31,19.0,19,19,0.0,0,0,106.0,,275,275,275,275
Sprague Racing,1,0,0.0,17.0,17,17,37.0,37,37,0.0,0,0,0.0,,1000,1000,1000,1000
Sprinkle Racing,1,0,0.0,23.0,23,23,13.0,13,13,0.0,0,0,124.0,,900,900,900,900
Stallard Racing,1,0,0.0,21.0,21,21,9.0,9,9,0.0,0,0,138.0,,800,800,800,800
Stan Barrett,5,0,0.0,21.0,17,25,33.4,20,41,0.0,0,0,62.8,,13050,2610,2995,2175
"Stan Silva, Jr.",1,0,0.0,43.0,43,43,39.0,39,39,0.0,0,0,46.0,,15120,15120,15120,15120
Stanley Herzog,87,3,0.03448,17.74,1,38,16.36,1,43,3.91,340,71,117.44,,2156753,24790,98370,11070
Stanley Smith,2,0,0.0,36.0,33,39,28.5,20,37,0.0,0,0,77.5,,4420,2210,3995,425
Stanton Barrett,95,0,0.0,31.81,9,43,33.07,13,43,0.02,2,2,63.12,,1569933,16526,41035,8035
Star Mart,1,0,0.0,19.0,19,19,35.0,35,35,0.0,0,0,58.0,,955,955,955,955
Star Mart / Mac Tools,1,0,0.0,39.0,39,39,31.0,31,31,0.0,0,0,70.0,,935,935,935,935
Star Motorsports,1,0,0.0,26.0,26,26,27.0,27,27,0.0,0,0,82.0,,1535,1535,1535,1535
Starrett Corporation,2,0,0.0,33.0,33,33,26.0,24,28,0.0,0,0,85.0,,910,455,565,345
Start Your Engines,3,0,0.0,20.67,19,23,21.33,16,24,0.0,0,0,99.0,,2910,970,1230,840
Stephen Streeter,9,0,0.0,34.44,18,43,34.33,29,41,0.0,0,0,45.44,,117410,13046,18750,7720
Sterling Marlin,13,0,0.0,17.31,2,39,21.54,4,40,12.54,163,144,101.0,,109014,8386,11800,5420
Steve Arndt,117,10,0.08547,13.19,1,39,12.65,1,39,17.53,2051,198,130.03,,441754,3776,16232,130
Steve Boley,1,0,0.0,33.0,33,33,28.0,28,28,0.0,0,0,79.0,,4850,4850,4850,4850
Steve Coulter,56,0,0.0,22.55,1,43,24.84,6,43,0.0,0,0,87.68,,698247,12469,32025,4775
Steve DeSouza,31,0,0.0,28.06,10,42,22.74,5,41,0.03,1,1,95.84,,314449,10144,20525,5120
Steve Houraney,1,0,0.0,11.0,11,11,34.0,34,34,0.0,0,0,61.0,,12830,12830,12830,12830
Steve Husketh,2,0,0.0,33.0,32,34,11.5,11,12,0.0,0,0,128.5,,22000,11000,12025,9975
Steve Jarvis,12,0,0.0,27.11,14,40,17.75,10,27,0.0,0,0,109.83,,7960,663,1635,220
Steve Meehan,18,0,0.0,25.11,12,43,28.72,5,43,0.22,4,2,9.5,,303553,16864,43170,9855
Steve Park,1,0,0.0,37.0,37,37,27.0,27,27,0.0,0,0,82.0,,3745,3745,3745,3745
Steve Pierce,1,0,0.0,23.0,23,23,22.0,22,22,0.0,0,0,97.0,,1390,1390,1390,1390
Steve Plattenberger,12,0,0.0,21.17,8,28,22.0,3,43,0.0,0,0,98.25,,155340,12945,27400,7850
Steve Turner,444,8,0.01802,13.34,1,42,14.22,1,39,2.52,1121,111,27.69,,11342595,25546,114288,9775
Steve's Radiator Service,1,0,0.0,21.0,21,21,31.0,31,31,0.0,0,0,70.0,,630,630,630,630
Stewart Haas Racing,298,22,0.07383,8.69,1,38,11.87,1,40,13.03,3883,182,31.81,0.5,0,,,
Stock Car Performance,1,0,0.0,22.0,22,22,40.0,40,40,0.0,0,0,0.0,,1100,1100,1100,1100
Stroh's,1,0,0.0,23.0,23,23,24.0,24,24,0.0,0,0,0.0,,200,200,200,200
Stuart Developers,1,0,0.0,6.0,6,6,26.0,26,26,0.0,0,0,85.0,,1345,1345,1345,1345
Stuart Huffman,1,0,0.0,32.0,32,32,24.0,24,24,0.0,0,0,91.0,,1025,1025,1025,1025
Stub Fadden,12,0,0.0,37.58,25,46,24.5,10,38,0.0,0,0,71.92,,42173,3514,6520,1575
Sullivan Motor,1,0,0.0,34.0,34,34,21.0,21,21,0.0,0,0,100.0,,450,450,450,450
Superior Piping,1,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,85.0,,805,805,805,805
Susan Wise,2,0,0.0,33.0,32,34,22.0,18,26,3.5,7,7,99.5,,14470,7235,8105,6365
Sweeney Garage,2,0,0.0,11.5,11,12,31.5,31,32,0.0,0,0,0.0,,945,473,630,315
Sweeney Racing,1,0,0.0,16.0,16,16,29.0,29,29,0.0,0,0,76.0,,1025,1025,1025,1025
T.C. Welding / Martin's Oxygen,1,0,0.0,28.0,28,28,27.0,27,27,0.0,0,0,0.0,,1270,1270,1270,1270
TGI Fridays,5,0,0.0,34.4,29,40,19.4,16,24,0.0,0,0,38.2,,17918,3584,6250,2658
TGR Enterprises,1,0,0.0,37.0,37,37,32.0,32,32,0.0,0,0,67.0,,1355,1355,1355,1355
Tad Geschickter,633,2,0.00316,22.17,1,43,20.64,1,43,1.19,754,145,102.16,,12774342,20181,88043,2120
Tarheel Paving,1,0,0.0,38.0,38,38,34.0,34,34,0.0,0,0,61.0,,2115,2115,2115,2115
Taylor Togs,4,0,0.0,32.5,27,39,29.0,17,38,0.0,0,0,76.0,,4920,1230,2235,350
Taylor Togs / Maxie's Vending,3,0,0.0,25.67,19,29,24.33,6,38,0.0,0,0,91.67,,2940,980,1800,305
Ted Conder,76,2,0.02632,17.78,2,40,18.36,1,39,5.24,398,86,104.8,,181753,2391,18905,500
Ted Marsh,71,0,0.0,24.79,2,43,24.01,4,43,0.96,68,40,88.35,,993030,13986,37525,4550
Ted Musgrave,2,0,0.0,30.0,29,31,14.5,12,17,0.0,0,0,56.0,,5550,2775,5100,450
Temp-Glo,1,0,0.0,40.0,40,40,36.0,36,36,0.0,0,0,55.0,,1240,1240,1240,1240
Tempo-Glo,1,0,0.0,39.0,39,39,28.0,28,28,0.0,0,0,79.0,,1700,1700,1700,1700
Terry Allen,3,0,0.0,34.0,31,36,40.33,37,42,0.0,0,0,42.0,,40460,13487,15615,11720
Terry Bradshaw,85,0,0.0,20.82,2,43,19.44,2,43,3.05,259,83,106.67,,1884328,22169,62983,9650
Terry Labonte,168,11,0.06548,21.17,1,43,17.77,1,43,5.21,875,205,112.86,,1736048,10334,79985,865
Terry Shook,3,0,0.0,31.0,24,43,23.0,19,30,0.0,0,0,94.0,,4315,1438,2795,220
Texas Pete Sauces,1,0,0.0,23.0,23,23,18.0,18,18,0.0,0,0,109.0,,230,230,230,230
Thalia Auto Parts,1,0,0.0,14.0,14,14,19.0,19,19,0.0,0,0,0.0,,870,870,870,870
The Pines Golf Resort,1,0,0.0,24.0,24,24,18.0,18,18,0.0,0,0,0.0,,445,445,445,445
Thom Kapusta,2,0,0.0,35.5,31,40,28.5,27,30,0.0,0,0,7.0,,42910,21455,27391,15519
Thomas Brothers Country Ham,3,0,0.0,27.0,22,31,22.67,8,35,0.33,1,1,19.33,,7890,2630,4780,410
Thomas Brothers Country Hams,2,0,0.0,14.5,11,18,17.5,15,20,0.0,0,0,51.5,,520,260,300,220
"Thomas Efland, Jr.",10,0,0.0,34.7,27,43,34.3,23,41,0.0,0,0,54.2,,174781,17478,20475,14080
Thomas Laton,2,0,0.0,19.5,7,32,33.0,23,43,0.0,0,0,64.0,,9485,4743,5420,4065
Thomas Mohrhauser,1,0,0.0,43.0,43,43,33.0,33,33,0.0,0,0,64.0,,14085,14085,14085,14085
Thomas Studer,2,0,0.0,42.0,42,42,34.0,29,39,0.0,0,0,38.0,,17320,8660,8980,8340
Three Star Motorsports,21,0,0.0,29.38,8,44,23.76,5,40,0.0,0,0,92.24,,72436,3449,10157,1305
Thurman Enterprises,3,0,0.0,28.0,19,34,29.33,16,40,0.0,0,0,75.0,,4075,1358,2700,550
Tic Tac,1,0,0.0,13.0,13,13,33.0,33,33,0.0,0,0,64.0,,3600,3600,3600,3600
Tim Durbin,2,0,0.0,37.0,34,40,37.0,35,39,0.0,0,0,52.0,,7150,3575,4170,2980
Tim Nooner,1,0,0.0,24.0,24,24,20.0,20,20,0.0,0,0,103.0,,725,725,725,725
Tiny Randall,12,0,0.0,21.0,15,28,16.5,8,30,0.0,0,0,114.08,,6030,503,990,150
Tobar Contruction,1,0,0.0,45.0,45,45,45.0,45,45,0.0,0,0,0.0,,1600,1600,1600,1600
"Toby Tobias, Jr.",2,0,0.0,38.5,36,41,36.0,32,40,0.0,0,0,55.0,,10385,5193,6700,3685
Todd Braun,516,4,0.00775,16.89,1,42,18.08,1,43,2.65,1368,86,111.62,,14079711,27286,90550,10480
Todd Hirschfeld,1,0,0.0,20.0,20,20,34.0,34,34,0.0,0,0,0.0,,13295,13295,13295,13295
Todd Wier,1,0,0.0,43.0,43,43,44.0,44,44,0.0,0,0,31.0,,7775,7775,7775,7775
Todd Wilkerson,7,0,0.0,30.86,23,43,28.71,19,38,0.0,0,0,76.86,,90400,12914,18880,7560
Tom DeLoach,1,0,0.0,31.0,31,31,37.0,37,37,0.0,0,0,52.0,,25193,25193,25193,25193
Tom Eriksen,3,0,0.0,35.33,29,40,33.33,29,42,0.0,0,0,50.67,,122780,40927,41675,40400
Tom Harrington,8,0,0.0,17.63,12,25,20.38,9,32,0.0,0,0,102.13,,5235,654,1300,320
Tom Hessert,3,0,0.0,32.67,31,34,29.33,24,38,0.0,0,0,75.0,,7135,2378,2885,1790
Tom Milner,12,0,0.0,22.42,8,40,23.58,18,31,0.0,0,0,92.25,,34070,2839,4575,1535
Tom Pease,2,0,0.0,33.5,25,42,36.5,32,41,0.0,0,0,53.5,,6430,3215,3905,2525
Tom Pistone,1,0,0.0,27.0,27,27,27.0,27,27,0.0,0,0,82.0,,215,215,215,215
Tom Robinson,1,0,0.0,43.0,43,43,36.0,36,36,0.0,0,0,0.0,,16300,16300,16300,16300
Tom Usry,1,0,0.0,31.0,31,31,22.0,22,22,0.0,0,0,97.0,,2825,2825,2825,2825
Tom's Mini-Mart,5,0,0.0,22.8,18,28,17.6,12,24,0.0,0,0,44.8,,1785,357,675,200
Tommy Allison,6,0,0.0,25.17,11,31,32.17,27,41,1.0,6,6,66.5,,15135,2523,3225,1555
"Tommy Baldwin, Jr.",50,0,0.0,21.92,2,43,22.06,3,43,0.2,10,9,72.9,,876322,17526,42595,8650
Tommy Ellis,16,0,0.0,20.44,6,40,25.31,4,43,0.0,0,0,87.88,,42420,2651,18460,790
Tommy Hilbert,6,0,0.0,22.33,13,37,20.83,9,40,0.0,0,0,101.0,,4410,735,1405,225
Tommy Houston,179,5,0.02793,20.91,2,42,19.63,1,45,4.7,841,158,106.15,,863137,4822,19957,1165
Tommy Joe Martins,251,0,0.0,26.01,1,38,23.7,5,40,0.13,32,11,11.66,0.0,0,,,
Tommy Ramirez,1,0,0.0,32.0,32,32,43.0,43,43,0.0,0,0,34.0,,18788,18788,18788,18788
Tommy Sigmon,12,0,0.0,24.42,17,28,22.33,9,32,0.0,0,0,96.17,,12095,1008,1500,500
Tony Clements,8,0,0.0,29.75,18,43,28.75,16,39,0.0,0,0,76.75,,153010,19126,27695,13850
Tony Hall,117,1,0.00855,27.7,2,43,27.32,1,44,2.19,256,187,81.47,,1335333,11413,35555,3365
Tony Townley,41,0,0.0,21.66,11,40,22.59,9,39,0.2,8,4,4.34,,899447,23063,55651,12020
Tony Vecchio,7,0,0.0,22.29,8,34,29.14,11,44,0.0,0,0,75.57,,19338,2763,4325,900
Tracy Leslie,8,0,0.0,17.25,5,32,27.5,10,39,0.0,0,0,80.63,,47766,5971,11035,3005
Trayner Trucking,3,0,0.0,30.33,16,41,28.67,21,38,0.0,0,0,77.0,,8547,2849,4708,1894
Tri-County Communication,1,0,0.0,14.0,14,14,5.0,5,5,0.0,0,0,0.0,,5200,5200,5200,5200
Trio's Market,1,0,0.0,34.0,34,34,23.0,23,23,0.0,0,0,94.0,,765,765,765,765
Troy Beebe,8,0,0.0,32.38,28,39,27.88,17,36,0.0,0,0,79.38,,16920,2115,3140,1165
Troy Williams,6,0,0.0,21.0,8,32,33.67,13,40,0.0,0,0,54.83,,186715,31119,41190,15135
Tullman Walker Racing,3,0,0.0,22.67,20,26,26.0,23,30,0.0,0,0,8.67,0.0,0,,,
Tyrrell Madden,1,0,0.0,43.0,43,43,37.0,37,37,0.0,0,0,52.0,,11920,11920,11920,11920
Vaccaro's Video,1,0,0.0,30.0,30,30,8.0,8,8,0.0,0,0,0.0,,2650,2650,2650,2650
Valley Lumber Co.,1,0,0.0,23.0,23,23,36.0,36,36,0.0,0,0,55.0,,845,845,845,845
Valvoline,1,0,0.0,37.0,37,37,41.0,41,41,0.0,0,0,40.0,,1875,1875,1875,1875
Valvoline / Fastrack,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,109.0,,1150,1150,1150,1150
Vanadore Racing,1,0,0.0,37.0,37,37,20.0,20,20,0.0,0,0,103.0,,1050,1050,1050,1050
Vanadore Rentals,3,0,0.0,34.67,30,40,16.0,12,19,0.0,0,0,115.0,,4270,1423,2270,1000
Vern Slagh,1,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,73.0,,13825,13825,13825,13825
Victor Obaika,78,0,0.0,33.21,18,40,30.47,16,39,0.0,0,0,9.59,0.0,753314,23541,50590,11260
Victory Motorsports,1,0,0.0,24.0,24,24,31.0,31,31,0.0,0,0,70.0,,1805,1805,1805,1805
Vinton Foodette,1,0,0.0,30.0,30,30,31.0,31,31,0.0,0,0,70.0,,645,645,645,645
Virginia-Carolina Paving,8,0,0.0,21.38,18,26,20.0,16,27,0.0,0,0,103.0,,4670,584,1045,465
W & L Motor Lines,2,0,0.0,19.5,17,22,27.0,25,29,0.0,0,0,82.0,,1835,918,980,855
W.O. Applegate,11,0,0.0,23.63,16,29,19.09,11,26,0.0,0,0,105.73,,4390,399,755,260
"W.O. Grubb, Inc.",2,0,0.0,21.5,19,24,19.0,14,24,0.0,0,0,106.0,,525,263,325,200
Walker Upholstery,1,0,0.0,26.0,26,26,25.0,25,25,0.0,0,0,0.0,,200,200,200,200
Wall's,1,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,43.0,,500,500,500,500
Wallace Sweeney,3,0,0.0,29.0,27,31,19.0,13,29,0.0,0,0,106.0,,1925,642,930,350
