owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Chris Diederich,1,0,0.0,33.0,33,33,35.0,35,35,0.0,0,0,58.0,,21540,21540,21540,21540
Chris Hoiles,4,0,0.0,34.25,17,43,33.0,18,43,0.0,0,0,55.5,,30634,7659,8556,5590
Chris Lencheski,41,0,0.0,29.17,5,43,28.56,11,43,0.05,2,1,77.56,,918874,22412,49662,13000
Chris Our,241,0,0.0,21.11,1,40,20.39,2,40,0.36,87,25,13.87,0.0,0,,,
Chris Piaet,1,0,0.0,42.0,42,42,41.0,41,41,0.0,0,0,0.0,,3500,3500,3500,3500
Chris Rice,2,0,0.0,30.5,21,40,41.5,40,43,0.0,0,0,38.5,,31231,15616,16985,14246
Chris Virtue,11,0,0.0,15.18,1,40,17.82,5,41,4.55,50,41,110.91,,74885,6808,16450,3620
Chubby Arrington,19,0,0.0,22.21,11,36,19.63,5,30,0.0,0,0,104.53,,35005,1842,11400,395
Chuck Fridel,2,0,0.0,37.0,35,39,37.0,33,41,0.0,0,0,52.0,,31265,15633,16565,14700
Chuck Rider,81,6,0.07407,13.56,1,40,16.02,1,42,12.1,980,132,113.51,,513879,6344,44900,500
Chuck Woodruff,3,0,0.0,35.0,30,43,24.0,20,27,0.0,0,0,91.0,,44085,14695,20545,11575
Church Construction / Curtis Company,1,0,0.0,5.0,5,5,29.0,29,29,42.0,42,42,0.0,,2810,2810,2810,2810
City Salvage Auto Parts,1,0,0.0,14.0,14,14,37.0,37,37,0.0,0,0,52.0,,1260,1260,1260,1260
Clarence Brewer,678,10,0.01475,18.37,1,44,19.63,1,43,2.62,1773,144,106.12,,14552758,21464,92845,1735
Clarence Lawson,2,0,0.0,23.0,18,28,23.0,23,23,0.0,0,0,94.0,,470,235,235,235
Clark Racing,2,0,0.0,26.5,26,27,27.0,25,29,0.0,0,0,82.0,,1010,505,550,460
Clarke,1,0,0.0,28.0,28,28,30.0,30,30,0.0,0,0,73.0,,385,385,385,385
Clarke Racing,1,0,0.0,38.0,38,38,37.0,37,37,0.0,0,0,52.0,,350,350,350,350
Claude Firebaugh,2,0,0.0,20.0,13,27,16.0,16,16,0.0,0,0,115.0,,580,290,290,290
Clay Andrews,8,1,0.125,23.63,4,43,29.63,1,43,1.38,11,11,77.25,,246505,30813,101300,16540
Clay Brown,9,0,0.0,28.22,14,34,30.33,21,42,0.0,0,0,72.0,,19200,2133,3700,890
Cleek Racing,1,0,0.0,31.0,31,31,40.0,40,40,0.0,0,0,43.0,,820,820,820,820
Cliff Barcomb,1,0,0.0,36.0,36,36,17.0,17,17,0.0,0,0,112.0,,3100,3100,3100,3100
Clint Folsom,8,0,0.0,26.13,1,36,25.13,6,41,4.13,33,22,88.25,,11530,1441,2800,800
Clyde Vickers,25,0,0.0,24.4,2,43,25.16,7,39,0.48,12,12,87.88,,324425,12977,20625,9025
Coatti's,1,0,0.0,28.0,28,28,29.0,29,29,0.0,0,0,76.0,,1300,1300,1300,1300
Coca Cola,1,0,0.0,30.0,30,30,32.0,32,32,0.0,0,0,67.0,,525,525,525,525
Coca-Cola,7,0,0.0,14.86,6,30,13.29,4,24,0.0,0,0,125.14,,7210,1030,1600,280
Colbath Equipment,2,0,0.0,40.5,36,45,42.0,40,44,0.0,0,0,37.0,,6350,3175,3350,3000
Cole Enterprises,6,0,0.0,10.0,3,16,14.17,6,25,1.17,7,7,122.17,,4910,818,1200,325
Coleman Rice,4,0,0.0,30.0,19,34,32.5,27,38,0.0,0,0,65.5,,12730,3183,4000,1460
Coleman-Adams Construction,1,0,0.0,15.0,15,15,18.0,18,18,0.0,0,0,109.0,,870,870,870,870
Collard & Son,1,0,0.0,9.0,9,9,26.0,26,26,0.0,0,0,0.0,,1325,1325,1325,1325
Collier,1,0,0.0,20.0,20,20,19.0,19,19,0.0,0,0,106.0,,225,225,225,225
Collin Fern,2,0,0.0,29.0,27,31,34.0,34,34,0.0,0,0,3.0,0.0,0,,,
Collins Engineering,3,0,0.0,20.33,4,31,24.33,13,37,0.0,0,0,90.0,,8651,2884,4000,2225
Connie Mining Tire,1,0,0.0,9.0,9,9,11.0,11,11,0.0,0,0,130.0,,2200,2200,2200,2200
Corning Inn,1,0,0.0,21.0,21,21,20.0,20,20,0.0,0,0,0.0,,355,355,355,355
Corrie Stott,29,0,0.0,27.69,16,43,29.55,18,41,0.0,0,0,38.34,,528206,18214,47610,10800
Corvette Center,1,0,0.0,20.0,20,20,11.0,11,11,0.0,0,0,130.0,,725,725,725,725
Country Time Lemonade,1,0,0.0,20.0,20,20,25.0,25,25,0.0,0,0,88.0,,990,990,990,990
Cox Wood Preserving,1,0,0.0,21.0,21,21,21.0,21,21,0.0,0,0,100.0,,665,665,665,665
Coyle Racing,1,0,0.0,22.0,22,22,11.0,11,11,0.0,0,0,0.0,,770,770,770,770
Craig Martins,11,0,0.0,32.64,22,40,32.73,14,39,0.0,0,0,11.27,,151676,13789,18625,10740
Craig Partee,12,0,0.0,33.67,20,41,39.0,31,42,0.0,0,0,13.17,,154650,12888,15920,10155
Crawford Racing,1,0,0.0,21.0,21,21,10.0,10,10,0.0,0,0,134.0,,1100,1100,1100,1100
Cumberland Mills,2,0,0.0,3.5,3,4,2.0,2,2,10.0,20,20,170.0,,20600,10300,15950,4650
Curtis Companies,1,0,0.0,8.0,8,8,37.0,37,37,64.0,64,64,0.0,,8050,8050,8050,8050
Curtis Construction,1,0,0.0,19.0,19,19,18.0,18,18,0.0,0,0,109.0,,230,230,230,230
Curtis Key,439,0,0.0,30.23,2,43,32.26,5,43,0.01,5,2,27.77,,6901863,15722,53988,1460
Curtis Payne,44,0,0.0,23.11,3,41,24.75,4,41,0.02,1,1,89.0,,156920,3566,13250,1555
D & D Dismantling,10,0,0.0,24.9,8,39,24.7,14,41,0.0,0,0,56.8,,8596,860,2150,335
D & D Dismantling / Kenyon,1,0,0.0,23.0,23,23,41.0,41,41,0.0,0,0,40.0,,1925,1925,1925,1925
D & R Truck Parts,1,0,0.0,37.0,37,37,23.0,23,23,0.0,0,0,94.0,,650,650,650,650
D.G. Robertson,8,0,0.0,21.88,18,28,18.38,4,33,0.0,0,0,23.5,,13205,1651,6500,445
"Dale Earnhardt, Inc.",427,41,0.09602,13.25,1,43,14.61,1,45,17.65,7538,244,123.37,,7828807,18334,96210,350
Dale Francis,5,0,0.0,35.0,31,43,22.0,14,29,0.0,0,0,97.0,,124775,24955,47325,12355
Dale Jarrett,118,6,0.05085,18.54,1,44,18.26,1,45,6.42,757,134,112.08,,941461,7978,59550,835
Dale Shaw,19,0,0.0,27.37,3,44,28.21,10,44,5.47,104,74,63.05,,47104,2479,7900,500
Dale Williams,5,0,0.0,34.0,25,41,32.8,27,39,0.0,0,0,64.6,,13695,2739,3685,1540
Dalton Automotive,1,0,0.0,22.0,22,22,18.0,18,18,0.0,0,0,0.0,,230,230,230,230
Dalton Racing,1,0,0.0,39.0,39,39,37.0,37,37,0.0,0,0,52.0,,935,935,935,935
Dan Browder,31,0,0.0,26.65,3,41,25.39,7,43,1.32,41,41,86.97,,188924,6094,16950,3150
Dan Kinney,15,0,0.0,35.67,22,43,32.4,18,43,0.0,0,0,51.73,,216967,14464,23358,10560
Dan Lasater,53,0,0.0,23.77,5,41,23.79,10,42,0.0,0,0,91.64,,149206,2815,14088,600
Dan Pardus,2,0,0.0,15.5,15,16,31.5,27,36,0.0,0,0,5.5,0.0,0,,,
Dana Patten,30,0,0.0,22.9,3,43,21.1,4,42,0.0,0,0,93.43,,62907,2097,8300,325
Dana Racing,2,0,0.0,9.0,3,15,34.0,30,38,0.0,0,0,61.0,,3190,1595,1690,1500
Dana Tomes,1,0,0.0,37.0,37,37,21.0,21,21,0.0,0,0,100.0,,32875,32875,32875,32875
Daniel Griffin,4,0,0.0,36.5,31,43,33.75,23,42,0.0,0,0,61.75,,85250,21313,37825,12355
Daniel Welch,162,11,0.0679,14.64,1,41,15.37,1,43,12.64,2048,161,120.52,,993006,6130,33875,1007
Danny Bost,29,0,0.0,31.48,14,43,30.9,10,43,0.0,0,0,70.34,,482796,16648,32750,11025
"Danny Edwards, Sr.",5,0,0.0,19.4,4,35,23.0,15,35,0.0,0,0,94.0,,14665,2933,4310,1810
Danny MacDonald,1,0,0.0,42.0,42,42,23.0,23,23,0.0,0,0,94.0,,1430,1430,1430,1430
Danny Weese,4,0,0.0,23.0,17,29,22.0,17,29,0.0,0,0,97.0,,2230,558,750,420
Darrell Blanton,1,0,0.0,38.0,38,38,38.0,38,38,0.0,0,0,49.0,,45860,45860,45860,45860
Darrell Bryant,1,0,0.0,29.0,29,29,29.0,29,29,0.0,0,0,0.0,,835,835,835,835
Darrell Holman,2,0,0.0,35.5,31,40,30.5,29,32,0.0,0,0,71.5,,23140,11570,11975,11165
Darrell Waltrip,103,15,0.14563,12.34,1,40,14.04,1,38,14.73,1517,179,114.15,,596351,5790,34457,285
Darren Dykes,1,0,0.0,29.0,29,29,25.0,25,25,0.0,0,0,88.0,,16950,16950,16950,16950
Darwin Oordt,21,0,0.0,27.95,3,41,24.95,6,43,0.0,0,0,88.48,,227450,10831,19675,6805
Daryl Spoerl,36,0,0.0,33.83,20,43,33.89,13,43,0.33,12,11,61.61,,553945,15387,31243,9170
Dave Carroll,155,0,0.0,19.25,1,43,23.59,2,43,1.75,272,141,93.32,,2526682,16301,46950,5975
Dave Dion,9,0,0.0,17.78,2,40,26.56,2,42,7.78,70,45,44.67,,43966,4885,18050,1200
Dave Lind,2,0,0.0,27.0,24,30,19.5,17,22,0.0,0,0,104.5,,1925,963,1250,675
Dave Rezendes,133,0,0.0,21.55,2,43,20.62,2,46,0.62,83,56,101.79,,322940,2428,9696,500
Davey Allison,68,0,0.0,17.0,1,39,20.82,2,44,6.28,427,90,97.78,,179766,2644,18625,335
Davey Johnson,19,0,0.0,22.32,2,40,22.68,6,46,0.58,11,11,95.21,,33978,1788,4805,425
David & Donna Smith,2,0,0.0,25.0,19,31,14.5,12,17,0.0,0,0,119.5,,7128,3564,3603,3525
David Carver,1,0,0.0,43.0,43,43,28.0,28,28,0.0,0,0,79.0,,14100,14100,14100,14100
David Gregory,1,0,0.0,31.0,31,31,28.0,28,28,0.0,0,0,79.0,,14145,14145,14145,14145
"David Lain, Sr.",1,0,0.0,31.0,31,31,26.0,26,26,0.0,0,0,85.0,,220,220,220,220
David Pearson,154,14,0.09091,9.15,1,36,10.07,1,41,15.39,2370,187,137.08,,621680,4037,32497,155
David Ridling,123,2,0.01626,22.37,2,43,23.28,1,43,3.27,402,94,94.4,,1233369,10027,57650,2935
David Rogers,4,0,0.0,23.75,14,33,20.0,9,34,0.0,0,0,103.5,,10475,2619,3800,1305
David Wilson,13,0,0.0,19.0,9,29,20.31,14,34,0.0,0,0,88.54,,10140,780,2430,270
Davidson Racing,1,0,0.0,24.0,24,24,19.0,19,19,0.0,0,0,0.0,,225,225,225,225
Davis Racing,7,0,0.0,20.71,18,22,17.57,10,24,0.0,0,0,110.43,,2020,289,500,200
Dayne Miller,4,0,0.0,33.25,30,36,40.75,40,42,0.0,0,0,31.5,,47215,11804,15935,9095
Days Inn Special,8,0,0.0,31.0,24,37,25.25,16,38,0.0,0,0,87.25,,9508,1189,1640,670
Dean Ferri,2,0,0.0,39.5,38,41,31.5,30,33,0.0,0,0,68.5,,3800,1900,2600,1200
Deane Voigt,2,0,0.0,42.0,41,43,35.0,34,36,0.0,0,0,58.0,,21415,10708,13010,8405
Debbe Eunice,1,0,0.0,29.0,29,29,18.0,18,18,0.0,0,0,109.0,,1789,1789,1789,1789
Deeth Chassis,3,0,0.0,20.67,18,24,21.0,18,23,0.0,0,0,68.67,,780,260,340,210
Del Markle,8,0,0.0,35.0,31,38,30.0,12,43,0.0,0,0,73.0,,137615,17202,36325,10080
Denco,1,0,0.0,29.0,29,29,22.0,22,22,0.0,0,0,97.0,,425,425,425,425
Dennis Crowder,1,0,0.0,34.0,34,34,16.0,16,16,0.0,0,0,115.0,,1895,1895,1895,1895
Dennis Demers,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,58.0,,7850,7850,7850,7850
Dennis Gagliardi,4,0,0.0,26.5,10,43,32.5,14,46,0.0,0,0,65.5,,10970,2743,4621,1305
Dennis Heating,2,0,0.0,23.0,22,24,15.0,12,18,0.0,0,0,118.0,,880,440,650,230
Dennis Heating & Air Conditioning,9,0,0.0,19.67,8,26,14.78,7,22,0.0,0,0,119.22,,7220,802,1350,225
Dennis Reno,2,0,0.0,17.5,12,23,20.5,16,25,0.0,0,0,0.0,,3605,1803,3195,410
Dennis Setzer,1,0,0.0,5.0,5,5,40.0,40,40,0.0,0,0,43.0,,1475,1475,1475,1475
Dennis Shoemaker,142,2,0.01408,17.37,1,46,19.52,1,43,2.82,401,48,106.55,,975368,6869,48875,700
Derek White,77,0,0.0,35.44,20,40,34.4,21,40,0.01,1,1,7.61,,1323513,18641,57101,9965
Derick Close,6,0,0.0,26.33,12,36,18.5,3,39,0.0,0,0,92.17,,29880,4980,22315,400
Derrike Cope,134,0,0.0,33.46,13,43,33.78,13,43,0.0,0,0,24.45,,1945493,18182,48326,10350
Dexter Tuttle,1,0,0.0,32.0,32,32,35.0,35,35,0.0,0,0,58.0,,14585,14585,14585,14585
Dick & Mary Davis,6,0,0.0,34.33,23,39,28.5,12,39,0.0,0,0,77.5,,6810,1135,2024,300
Dick Bown,99,0,0.0,21.06,1,42,25.58,3,42,0.72,71,48,85.96,,405251,4093,23636,575
Dick McCabe,17,1,0.05882,27.18,2,43,23.82,1,44,6.29,107,101,73.41,,95746,5632,38800,650
Dick Moroso,176,8,0.04545,14.64,1,42,16.01,1,42,8.81,1550,186,117.4,,862078,4898,66815,625
Dickie Linville,7,0,0.0,23.75,21,29,18.0,14,24,0.0,0,0,109.0,,3000,429,905,200
Diet Pepsi,1,0,0.0,11.0,11,11,9.0,9,9,0.0,0,0,0.0,,1950,1950,1950,1950
Dietrich Mateschitz,2,0,0.0,16.5,10,23,16.0,15,17,0.0,0,0,59.0,,39930,19965,20030,19900
Dini Racing Engines,1,0,0.0,,,,17.0,17,17,0.0,0,0,112.0,,775,775,775,775
Don Beverley,176,7,0.03977,16.15,1,44,15.44,1,41,9.36,1648,156,118.76,,1000991,5687,25250,300
Don Fauerbach,3,0,0.0,42.33,42,43,33.67,29,43,0.0,0,0,62.0,,37850,12617,16575,8140
"Don Ling, Sr.",33,0,0.0,26.45,5,42,27.79,13,42,0.0,0,0,79.64,,55726,1689,4750,280
Don Lotarto Cars,1,0,0.0,6.0,6,6,18.0,18,18,0.0,0,0,0.0,,1400,1400,1400,1400
Don Marcrum,4,0,0.0,28.0,15,43,34.25,21,43,0.0,0,0,60.25,,32365,8091,9400,6715
Don Miller,1,0,0.0,9.0,9,9,11.0,11,11,0.0,0,0,0.0,,1160,1160,1160,1160
Don Stegall,75,0,0.0,24.24,1,42,25.97,8,43,0.57,43,18,85.4,,557790,7437,21600,2195
Donald Fuqua,5,0,0.0,35.0,32,38,20.4,16,27,0.0,0,0,101.8,,2275,455,890,210
Donald Johnson,2,0,0.0,40.0,37,43,28.5,25,32,0.0,0,0,77.5,,11370,5685,6170,5200
Donald Laird,49,0,0.0,26.39,4,42,25.18,7,43,0.2,10,5,87.53,,340641,6952,18000,2375
Donald Monteith,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,61.0,,10375,10375,10375,10375
Donald Stout,1,0,0.0,31.0,31,31,37.0,37,37,0.0,0,0,52.0,,15950,15950,15950,15950
Donald Teel,1,0,0.0,24.0,24,24,12.0,12,12,0.0,0,0,127.0,,370,370,370,370
Donnie Neuenberger,1,0,0.0,43.0,43,43,34.0,34,34,0.0,0,0,0.0,,14555,14555,14555,14555
Donnie Richardson,8,0,0.0,41.25,36,43,40.25,38,43,0.0,0,0,42.25,,126172,15772,22840,12367
Dorothy Farraher,1,0,0.0,25.0,25,25,20.0,20,20,0.0,0,0,0.0,,625,625,625,625
Doug Reid III,1,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,43.0,,5260,5260,5260,5260
Doug Stringer,27,0,0.0,28.74,15,39,30.15,9,42,0.0,0,0,72.63,,613344,22716,53225,12510
Doug Taylor,99,1,0.0101,22.27,1,42,23.09,1,42,1.08,107,30,94.31,,789850,7978,53425,1605
"Doug Thorpe, Jr.",1,0,0.0,41.0,41,41,32.0,32,32,0.0,0,0,67.0,,3975,3975,3975,3975
Douglas Brown,1,0,0.0,33.0,33,33,33.0,33,33,0.0,0,0,64.0,,2575,2575,2575,2575
Dow,1,0,0.0,13.0,13,13,23.0,23,23,0.0,0,0,94.0,,570,570,570,570
Downtown Radio,7,0,0.0,24.14,14,39,24.0,16,35,0.0,0,0,91.0,,5730,819,1055,490
Driver's Seat,3,0,0.0,35.33,32,41,33.67,32,35,0.0,0,0,0.0,,2555,852,1350,450
DuPont,1,0,0.0,30.0,30,30,31.0,31,31,0.0,0,0,70.0,,1350,1350,1350,1350
DuPont Auto Finishes,1,0,0.0,34.0,34,34,16.0,16,16,0.0,0,0,115.0,,1415,1415,1415,1415
Duck Graphics,1,0,0.0,32.0,32,32,16.0,16,16,0.0,0,0,115.0,,1030,1030,1030,1030
Duke Thorson,2,0,0.0,23.0,18,28,21.5,20,23,0.0,0,0,98.5,,35860,17930,21320,14540
Dunn's Auto Supply,1,0,0.0,23.0,23,23,20.0,20,20,0.0,0,0,0.0,,1325,1325,1325,1325
Duraliner,1,0,0.0,22.0,22,22,14.0,14,14,0.0,0,0,121.0,,2650,2650,2650,2650
Dusty Whitney,64,0,0.0,29.2,8,43,30.06,8,43,0.02,1,1,72.97,,1299332,20302,44980,13425
Dwayne Leik,9,0,0.0,36.33,31,42,32.67,24,40,0.0,0,0,65.0,,129185,14354,20025,8330
Dwight Huffman,83,0,0.0,20.11,1,41,18.78,3,35,0.63,52,49,101.65,,91831,1106,4695,200
Dyson Racing,3,0,0.0,20.67,15,26,21.0,16,25,0.0,0,0,100.0,,3905,1302,2295,650
E.F. Hutton,1,0,0.0,11.0,11,11,23.0,23,23,0.0,0,0,0.0,,770,770,770,770
East End Auto,3,0,0.0,31.33,29,33,21.0,5,36,0.0,0,0,0.0,,7800,2600,6050,450
Ed Evans,101,4,0.0396,14.76,1,34,18.36,1,39,4.2,424,118,110.68,,2398122,23744,96270,8675
Ed Ferree,60,0,0.0,23.8,1,43,24.08,5,41,0.77,46,42,84.88,,111271,1855,5300,255
Ed Powell,1,0,0.0,34.0,34,34,23.0,23,23,0.0,0,0,94.0,,1315,1315,1315,1315
Ed Reizen,142,1,0.00704,21.63,1,42,16.88,1,41,1.01,144,58,112.63,,494794,3484,19275,485
Ed Rensi,405,5,0.01235,23.15,1,43,21.27,1,43,3.66,1482,186,100.19,,9652916,23834,95270,6200
"Ed St. Angelo, Sr.",1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,58.0,,1050,1050,1050,1050
Ed Whitaker,247,28,0.11336,13.54,1,45,17.66,1,43,18.11,4473,153,111.32,,1216018,4923,73225,200
Ed's Auto Machine,2,0,0.0,19.0,17,21,11.0,10,12,0.0,0,0,130.5,,3780,1890,2780,1000
Eddie D'Hondt,26,0,0.0,26.04,7,43,36.58,2,43,0.58,15,12,54.35,,428682,16488,36475,11890
Eddie Falk,91,1,0.01099,13.6,1,38,15.97,1,38,0.43,39,38,115.22,,79870,878,5450,205
Eddie Goodson,5,0,0.0,27.2,23,30,27.0,23,30,0.0,0,0,82.0,,9510,1902,3025,1165
Eddie Smith,25,0,0.0,22.88,5,43,26.0,9,43,0.0,0,0,80.08,,564035,22561,49948,14350
Edgar Ryder,119,0,0.0,21.12,4,41,17.01,2,39,0.61,73,52,113.29,,138333,1162,8200,150
Edward Bolles,11,0,0.0,30.45,15,42,25.36,9,45,0.0,0,0,87.27,,48263,4388,10450,2325
Edward Wallace,2,0,0.0,31.5,25,38,29.0,20,38,0.0,0,0,76.0,,25825,12913,15085,10740
Edwards Enterprises,1,0,0.0,39.0,39,39,34.0,34,34,0.0,0,0,61.0,,535,535,535,535
El Dorado Motor Coach,2,0,0.0,34.0,28,40,19.0,15,23,0.0,0,0,0.0,,2700,1350,1825,875
Elliott Racing,6,0,0.0,25.0,22,28,16.83,9,24,0.0,0,0,78.0,,2510,418,720,200
Ellis Racing,3,0,0.0,9.67,2,15,24.0,13,33,0.33,1,1,91.0,,5225,1742,2850,980
Elmer Simko,1,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,0.0,,935,935,935,935
Elton Sawyer,25,0,0.0,27.56,12,42,24.56,5,39,0.0,0,0,89.84,,99374,3975,8580,550
Emanuel Zervakis,26,5,0.19231,9.05,1,35,13.77,1,39,14.5,377,104,128.96,,57290,2203,8800,200
Emerling-Gase Motorsports,106,0,0.0,32.14,11,38,27.25,9,38,0.02,2,1,8.66,0.0,0,,,
Emhoff Racing,1,0,0.0,19.0,19,19,21.0,21,21,0.0,0,0,100.0,,650,650,650,650
Enterprise,2,0,0.0,34.0,26,42,19.0,16,22,0.0,0,0,106.0,,2135,1068,1310,825
Epperly GMC,1,0,0.0,32.0,32,32,14.0,14,14,0.0,0,0,121.0,,1200,1200,1200,1200
Eric Bodine,1,0,0.0,41.0,41,41,27.0,27,27,0.0,0,0,82.0,,4617,4617,4617,4617
Ernie Irvan,48,3,0.0625,13.73,1,36,24.92,1,44,18.94,909,133,90.13,,248085,5278,26768,650
Eury's Garage,1,0,0.0,36.0,36,36,36.0,36,36,0.0,0,0,55.0,,500,500,500,500
Everett Kruhm,1,0,0.0,38.0,38,38,38.0,38,38,0.0,0,0,49.0,,4170,4170,4170,4170
Expert Aluminum,1,0,0.0,28.0,28,28,19.0,19,19,0.0,0,0,106.0,,820,820,820,820
Expresso / Graham Piping,1,0,0.0,36.0,36,36,17.0,17,17,0.0,0,0,112.0,,1000,1000,1000,1000
Fay's Drug Stores,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,79.0,,1425,1425,1425,1425
Felix Sabates,76,1,0.01316,26.04,5,43,26.26,1,43,1.42,108,98,84.96,,873627,11495,26260,2800
Fil Martocci,200,9,0.045,15.57,1,41,16.47,1,43,10.64,2127,214,116.73,,1133944,5670,43300,550
Fisher Racing,1,0,0.0,32.0,32,32,20.0,20,20,0.0,0,0,103.0,,525,525,525,525
Flow Dynamics,2,0,0.0,15.5,9,22,12.5,5,20,0.0,0,0,129.0,,1470,735,1000,470
Flute's Sheetmetal,24,0,0.0,17.83,5,37,16.63,7,33,0.0,0,0,113.42,,20930,872,2000,450
Fogleman Paving,1,0,0.0,27.0,27,27,27.0,27,27,0.0,0,0,82.0,,525,525,525,525
Food Country USA,2,0,0.0,20.0,15,25,16.5,14,19,0.0,0,0,113.5,,3215,1608,2990,225
Forrest Morgan,1,0,0.0,30.0,30,30,31.0,31,31,0.0,0,0,70.0,,550,550,550,550
Fox Broadcasting,1,0,0.0,34.0,34,34,19.0,19,19,0.0,0,0,106.0,,340,340,340,340
Frank Cicci,487,15,0.0308,18.97,1,46,18.21,1,46,4.47,2177,190,110.59,,5950025,12218,61875,270
Frank Dickerson,2,0,0.0,18.5,17,20,19.0,18,20,0.0,0,0,106.0,,945,473,725,220
Frank Edwards,4,0,0.0,27.0,20,34,23.0,13,40,0.0,0,0,63.0,,9440,2360,5420,245
Frank Kelly,2,0,0.0,16.5,13,20,20.0,20,20,0.0,0,0,103.0,,1250,625,725,525
Frank Plessinger,15,2,0.13333,7.0,1,24,13.2,1,37,1.93,29,13,125.53,,56560,3771,10900,210
Frank Schwantz,1,0,0.0,9.0,9,9,29.0,29,29,0.0,0,0,76.0,,4985,4985,4985,4985
Frank Varischetti,6,0,0.0,30.0,15,43,27.33,12,37,0.0,0,0,81.0,,104420,17403,22825,14000
Fred & Jack's Salvage,11,0,0.0,22.18,8,42,17.64,8,31,0.0,0,0,110.45,,15778,1434,5150,250
Fred Biagi,278,6,0.02158,21.9,1,43,19.86,1,43,1.97,549,141,60.37,0.22,4336779,21793,101305,8500
Fred Bickford,56,0,0.0,37.52,26,43,34.73,21,43,0.04,2,1,58.27,,709570,12671,29305,8140
Fred Harris,9,0,0.0,24.44,18,30,21.67,7,34,0.0,0,0,98.44,,14013,1557,2037,825
Fred Horn,8,0,0.0,38.75,26,43,37.5,30,43,0.0,0,0,44.75,,137381,17173,21230,13765
Fred Kelly,2,0,0.0,15.5,8,23,14.5,4,25,0.0,0,0,124.0,,4035,2018,2550,1485
Fred Turner,54,1,0.01852,16.69,1,44,20.83,1,42,4.44,240,58,102.2,,301687,5587,67290,625
Fred Turner / Felix Sabates,3,0,0.0,17.33,10,25,25.33,22,31,0.0,0,0,87.0,,12300,4100,5375,3315
Frederick Maggio,26,0,0.0,24.19,9,43,28.08,5,43,0.0,0,0,79.08,,254335,9782,25950,5565
Freedlander,17,5,0.29412,7.82,1,30,13.29,1,31,56.35,958,200,130.59,,70536,4149,10250,350
Freeman's Garage,5,0,0.0,24.8,19,29,18.6,14,28,0.0,0,0,85.4,,3755,751,970,365
Fury Race Cars,12,0,0.0,19.92,8,40,15.5,5,40,0.42,5,5,23.58,0.0,0,,,
G & B Insulation,1,0,0.0,31.0,31,31,23.0,23,23,0.0,0,0,94.0,,790,790,790,790
G & G Racing,4,0,0.0,21.75,18,25,26.25,17,36,0.0,0,0,60.0,,1905,476,665,360
G & W Hauling & Rigging,1,0,0.0,29.0,29,29,11.0,11,11,0.0,0,0,130.0,,1100,1100,1100,1100
G.M. Ladd,1,0,0.0,41.0,41,41,44.0,44,44,0.0,0,0,31.0,,2315,2315,2315,2315
G.P. Fasteners,1,0,0.0,22.0,22,22,8.0,8,8,0.0,0,0,142.0,,600,600,600,600
GM Tech Team,1,0,0.0,40.0,40,40,35.0,35,35,0.0,0,0,58.0,,1776,1776,1776,1776
Gahan Racing,1,0,0.0,42.0,42,42,24.0,24,24,0.0,0,0,0.0,,1335,1335,1335,1335
Gant Racing,1,0,0.0,18.0,18,18,21.0,21,21,0.0,0,0,100.0,,1695,1695,1695,1695
Gardiner's Auto Parts,1,0,0.0,23.0,23,23,19.0,19,19,0.0,0,0,106.0,,750,750,750,750
Gary Baker,53,0,0.0,29.77,12,43,30.77,13,43,0.02,1,1,69.79,,921527,17387,43825,7625
Gary Bechtel,185,10,0.05405,18.3,1,45,17.58,1,41,5.94,1099,107,113.1,,2235833,12086,89250,1910
Gary Collins,1,0,0.0,38.0,38,38,39.0,39,39,0.0,0,0,0.0,,18270,18270,18270,18270
Gary Keller,6,0,0.0,32.0,24,37,34.5,18,40,0.0,0,0,51.83,,100845,16808,18945,13190
Gary Neice,7,0,0.0,14.0,1,21,16.29,3,32,3.71,26,26,117.14,,4920,703,1700,205
Gary Potter,5,0,0.0,27.75,18,40,18.6,13,27,0.0,0,0,107.2,,3715,743,925,555
Gary Weisbaum,42,0,0.0,25.1,8,42,21.93,8,43,0.02,1,1,96.6,,1042979,24833,45775,13500
Gene Haas,110,1,0.00909,18.7,1,41,18.45,1,43,1.94,213,85,109.75,,3294242,29948,64830,10000
Gene Isenhour,1,0,0.0,26.0,26,26,42.0,42,42,0.0,0,0,37.0,,3975,3975,3975,3975
Gene Petty,7,0,0.0,15.71,1,28,29.0,26,37,0.43,3,3,76.0,,23250,3321,10130,1460
George & Marty Crenshaw,5,0,0.0,22.6,14,29,25.0,18,36,0.0,0,0,88.0,,9185,1837,3135,1015
George Dalton,4,0,0.0,24.25,17,34,29.0,24,33,0.0,0,0,76.0,,3795,949,2255,360
George Debidart,244,2,0.0082,18.67,1,43,21.02,1,43,1.43,349,153,101.46,,4190773,17175,66575,4340
