Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2021,1,Daytona,25.0,23.0,61.0,Robby Lyons,Carr & Sons Masonry (Shigeaki Hattori),Toyota,105.0,crash,0.0,12.0,0.0
2021,1,Daytona,26.0,4.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,105.0,crash,12.0,20.0,0.0
2021,1,Daytona,27.0,9.0,8.0,Josh Berry,Filter Time (JR Motorsports),Chevrolet,104.0,crash,0.0,11.0,0.0
2021,1,Daytona,28.0,2.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,104.0,crash,8.0,13.0,0.0
2021,1,Daytona,29.0,3.0,11.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,104.0,crash,7.0,15.0,0.0
2021,1,Daytona,30.0,26.0,13.0,Chad Finchum,Ted Russell Ford Lincoln (Carl Long),Ford,104.0,crash,0.0,7.0,0.0
2021,1,Daytona,31.0,13.0,39.0,Ryan Sieg,CMR Construction & Roofing (Rod Sieg),Ford,81.0,dvp,23.0,13.0,0.0
2021,1,Daytona,32.0,5.0,9.0,Noah Gragson,Bass Pro Shops True Timber / BRCC (JR Motorsports),Chevrolet,76.0,crash,0.0,13.0,0.0
2021,1,Daytona,33.0,30.0,74.0,Bayley Currey,Running 4 Heroes (Mike Harmon),Chevrolet,75.0,crash,0.0,0.0,0.0
2021,1,Daytona,34.0,35.0,52.0,Gray Gaulding,Panini America (Jimmy Means),Chevrolet,75.0,crash,0.0,3.0,0.0
2021,1,Daytona,35.0,20.0,15.0,Colby Howard,Linder / Project Hope Foundation (Johnny Davis),Chevrolet,75.0,crash,0.0,2.0,0.0
2021,1,Daytona,36.0,10.0,1.0,Michael Annett,PFJ / American Heart Association (JR Motorsports),Chevrolet,74.0,crash,0.0,1.0,0.0
2021,1,Daytona,37.0,25.0,0.0,Jeffrey Earnhardt,Forever Lawn (Johnny Davis),Chevrolet,74.0,crash,0.0,1.0,0.0
2021,1,Daytona,38.0,6.0,19.0,Brandon Jones,Menards / Jeld-Wen (Joe Gibbs),Toyota,60.0,crash,3.0,11.0,1.0
2021,1,Daytona,39.0,29.0,17.0,Cody Ware,Jacob Companies (Rick Ware),Chevrolet,60.0,crash,0.0,0.0,0.0
2021,1,Daytona,40.0,19.0,36.0,Alex Labbe,Larue Snow Blowers / Prolon Controls (Mario Gosselin),Chevrolet,60.0,crash,0.0,1.0,0.0
2021,2,Daytona (Road),1.0,15.0,54.0,Ty Gibbs,Monster Energy (Joe Gibbs),Toyota,56.0,running,14.0,50.0,6.0
2021,2,Daytona (Road),2.0,2.0,22.0,Austin Cindric,PPG (Roger Penske),Ford,56.0,running,29.0,50.0,1.0
2021,2,Daytona (Road),3.0,5.0,18.0,Daniel Hemric,Poppy Bank (Joe Gibbs),Toyota,56.0,running,2.0,42.0,0.0
2021,2,Daytona (Road),4.0,39.0,19.0,Brandon Jones,Menards / Barracuda (Joe Gibbs),Toyota,56.0,running,0.0,37.0,0.0
2021,2,Daytona (Road),5.0,3.0,10.0,Jeb Burton,State Water Heaters (Matthew Kaulig),Chevrolet,56.0,running,2.0,32.0,0.0
2021,2,Daytona (Road),6.0,4.0,20.0,Harrison Burton,Dex Imaging (Joe Gibbs),Toyota,56.0,running,3.0,44.0,0.0
2021,2,Daytona (Road),7.0,35.0,8.0,Miguel Paludo,Brandt (JR Motorsports),Chevrolet,56.0,running,0.0,30.0,0.0
2021,2,Daytona (Road),8.0,7.0,68.0,Brandon Brown,Jabs Construction (Jerry Brown),Chevrolet,56.0,running,0.0,34.0,0.0
2021,2,Daytona (Road),9.0,29.0,11.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,56.0,running,0.0,35.0,0.0
2021,2,Daytona (Road),10.0,18.0,51.0,Jeremy Clements,All South Electric (Jeremy Clements),Chevrolet,56.0,running,0.0,35.0,0.0
2021,2,Daytona (Road),11.0,1.0,2.0,Brett Moffitt,Quartz Hill Records / Nate Barnes (Chris Our),Chevrolet,56.0,running,0.0,0.0,0.0
2021,2,Daytona (Road),12.0,14.0,4.0,Landon Cassill,JD Motorsports (Johnny Davis),Chevrolet,56.0,running,0.0,25.0,0.0
2021,2,Daytona (Road),13.0,8.0,2.0,Myatt Snider,Tax Slayer (Richard Childress),Chevrolet,56.0,running,0.0,36.0,0.0
2021,2,Daytona (Road),14.0,13.0,78.0,Jesse Little,B.J. McLeod Motorsports (B.J. McLeod),Chevrolet,56.0,running,0.0,23.0,0.0
2021,2,Daytona (Road),15.0,33.0,1.0,Michael Annett,PFJ / American Heart Association (JR Motorsports),Chevrolet,56.0,running,0.0,22.0,0.0
2021,2,Daytona (Road),16.0,11.0,47.0,Kyle Weatherman,Picture Perfect (Mike Harmon),Chevrolet,56.0,running,0.0,24.0,0.0
2021,2,Daytona (Road),17.0,22.0,92.0,Josh Williams,Alloy Employer Services / Sleep Well (Mario Gosselin),Chevrolet,56.0,running,0.0,20.0,0.0
2021,2,Daytona (Road),18.0,19.0,26.0,Kris Wright,F.N.B. Corporation (Sam Hunt),Toyota,56.0,running,0.0,0.0,0.0
2021,2,Daytona (Road),19.0,10.0,5.0,Matt Mills,Thompson Electric / J.F. Electric (B.J. McLeod),Toyota,56.0,running,0.0,18.0,0.0
2021,2,Daytona (Road),20.0,9.0,7.0,Joe Graf Jr,Bucked Up Energy (Bobby Dotter),Chevrolet,56.0,running,0.0,17.0,0.0
2021,2,Daytona (Road),21.0,30.0,52.0,Gray Gaulding,Panini Trading Cards (Jimmy Means),Chevrolet,56.0,running,1.0,16.0,0.0
2021,2,Daytona (Road),22.0,36.0,36.0,Alex Labbe,Globocam / Prolon Controls (Mario Gosselin),Chevrolet,56.0,running,0.0,15.0,0.0
2021,2,Daytona (Road),23.0,32.0,15.0,Colby Howard,Project Hope Foundation (Johnny Davis),Chevrolet,56.0,running,0.0,14.0,0.0
2021,2,Daytona (Road),24.0,20.0,44.0,Tommy Joe Martins,Gilreath Farms Red Angus (Tommy Joe Martins),Chevrolet,56.0,running,0.0,13.0,0.0
2021,2,Daytona (Road),25.0,38.0,17.0,Cody Ware,Nurtec ODT (Rick Ware),Ford,56.0,running,0.0,12.0,0.0
2021,2,Daytona (Road),26.0,25.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,56.0,running,0.0,18.0,0.0
2021,2,Daytona (Road),27.0,27.0,39.0,Ryan Sieg,CMR Construction & Roofing (Rod Sieg),Ford,56.0,running,1.0,10.0,0.0
2021,2,Daytona (Road),28.0,26.0,9.0,Noah Gragson,Bass Pro Shops True Timber / BRCC (JR Motorsports),Chevrolet,56.0,running,0.0,9.0,0.0
2021,2,Daytona (Road),29.0,34.0,61.0,Stephen Leicht,Jani-King (Shigeaki Hattori),Toyota,56.0,running,0.0,8.0,0.0
2021,2,Daytona (Road),30.0,37.0,0.0,Jeffrey Earnhardt,Forever Lawn (Johnny Davis),Chevrolet,56.0,running,0.0,7.0,0.0
2021,2,Daytona (Road),31.0,24.0,99.0,Andy Lally,Energy Air / UGC 100 (B.J. McLeod),Chevrolet,55.0,running,0.0,12.0,0.0
2021,2,Daytona (Road),32.0,31.0,74.0,Bayley Currey,Covert Scouting Cameras (Mike Harmon),Chevrolet,55.0,running,0.0,7.0,0.0
2021,2,Daytona (Road),33.0,23.0,90.0,Preston Pardus,Chinchor Electric / Danus Utilities (Mario Gosselin),Chevrolet,49.0,transmission,0.0,6.0,0.0
2021,2,Daytona (Road),34.0,17.0,66.0,Timmy Hill,Cable Enterprises / CrashClaimsR.us (Carl Long),Toyota,46.0,running,0.0,3.0,0.0
2021,2,Daytona (Road),35.0,6.0,16.0,A.J. Allmendinger,Ellsworth Advisors (Matthew Kaulig),Chevrolet,43.0,running,4.0,2.0,0.0
2021,2,Daytona (Road),36.0,28.0,48.0,Jade Buford,Big Machine Vodka Spiked Cooler (Scott Borchetta),Chevrolet,38.0,suspension,0.0,1.0,0.0
2021,2,Daytona (Road),37.0,12.0,6.0,Ryan Vargas,The Big Squeezy - Alvin Kamara (Johnny Davis),Chevrolet,33.0,running,0.0,1.0,0.0
2021,2,Daytona (Road),38.0,40.0,13.0,David Starr,Whataburger (Carl Long),Toyota,20.0,transmission,0.0,1.0,0.0
2021,2,Daytona (Road),39.0,16.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,15.0,crash,0.0,9.0,0.0
2021,2,Daytona (Road),40.0,21.0,23.0,Natalie Decker,Red Street Records / Jason Crabb (Rod Sieg),Chevrolet,3.0,crash,0.0,1.0,0.0
2021,3,Homestead,1.0,10.0,2.0,Myatt Snider,Tax Slayer (Richard Childress),Chevrolet,179.0,running,5.0,49.0,5.0
2021,3,Homestead,2.0,4.0,19.0,Brandon Jones,Toyota Supra (Joe Gibbs),Toyota,179.0,running,6.0,45.0,0.0
2021,3,Homestead,3.0,2.0,18.0,Daniel Hemric,Poppy Bank (Joe Gibbs),Toyota,179.0,running,0.0,42.0,0.0
2021,3,Homestead,4.0,5.0,10.0,Jeb Burton,Cheddar's Scratch Kitchen (Matthew Kaulig),Chevrolet,179.0,running,0.0,41.0,0.0
2021,3,Homestead,5.0,1.0,22.0,Austin Cindric,PPG (Roger Penske),Ford,179.0,running,63.0,42.0,1.0
2021,3,Homestead,6.0,8.0,11.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,179.0,running,5.0,40.0,0.0
2021,3,Homestead,7.0,6.0,2.0,Brett Moffitt,Our Motorsports (Chris Our),Chevrolet,179.0,running,6.0,0.0,0.0
2021,3,Homestead,8.0,22.0,39.0,Ryan Sieg,CMR Construction & Roofing (Rod Sieg),Ford,179.0,running,0.0,33.0,0.0
2021,3,Homestead,9.0,9.0,51.0,Jeremy Clements,Wealth Accelerators (Jeremy Clements),Chevrolet,179.0,running,3.0,33.0,0.0
2021,3,Homestead,10.0,20.0,8.0,Josh Berry,Filter Time (JR Motorsports),Chevrolet,179.0,running,0.0,30.0,0.0
2021,3,Homestead,11.0,29.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,179.0,running,0.0,33.0,0.0
2021,3,Homestead,12.0,39.0,17.0,J.J. Yeley,Work Pro (Rick Ware),Chevrolet,179.0,running,0.0,25.0,0.0
2021,3,Homestead,13.0,18.0,1.0,Michael Annett,Pilot / Flying J / American Heart Association (JR Motorsports),Chevrolet,179.0,running,0.0,26.0,0.0
2021,3,Homestead,14.0,24.0,16.0,A.J. Allmendinger,Ellsworth Advisors (Matthew Kaulig),Chevrolet,179.0,running,45.0,36.0,1.0
2021,3,Homestead,15.0,25.0,36.0,Alex Labbe,Prolon / Rousseau / Silver Wax (Mario Gosselin),Chevrolet,179.0,running,0.0,22.0,0.0
2021,3,Homestead,16.0,33.0,66.0,Timmy Hill,CrashClaimsR.us (Carl Long),Toyota,179.0,running,0.0,21.0,0.0
2021,3,Homestead,17.0,32.0,90.0,Dexter Bean,Badger Environmental & Earthworks (Mario Gosselin),Chevrolet,179.0,running,0.0,20.0,0.0
2021,3,Homestead,18.0,27.0,44.0,Tommy Joe Martins,Gilreath Farms Red Angus (Tommy Joe Martins),Chevrolet,179.0,running,0.0,19.0,0.0
2021,3,Homestead,19.0,11.0,4.0,Landon Cassill,Swenson Advisors (Johnny Davis),Chevrolet,179.0,running,0.0,19.0,0.0
2021,3,Homestead,20.0,31.0,48.0,Jade Buford,Big Machine Vodka Spiked Coolers (Scott Borchetta),Chevrolet,179.0,running,0.0,17.0,0.0
2021,3,Homestead,21.0,40.0,13.0,David Starr,Whataburger (Carl Long),Toyota,179.0,running,0.0,16.0,0.0
2021,3,Homestead,22.0,36.0,0.0,Jeffrey Earnhardt,KSDT CPA (Johnny Davis),Chevrolet,179.0,running,0.0,15.0,0.0
2021,3,Homestead,23.0,37.0,61.0,Chad Finchum,Ultra Commerical Interiors (Shigeaki Hattori),Toyota,179.0,running,0.0,14.0,0.0
2021,3,Homestead,24.0,35.0,6.0,Ryan Vargas,KSDT CPA (Johnny Davis),Chevrolet,179.0,running,0.0,13.0,0.0
2021,3,Homestead,25.0,12.0,47.0,Kyle Weatherman,Weicks Media (Mike Harmon),Chevrolet,179.0,running,0.0,12.0,0.0
2021,3,Homestead,26.0,15.0,92.0,Josh Williams,Starbrite / Star Tron (Mario Gosselin),Chevrolet,178.0,running,0.0,11.0,0.0
2021,3,Homestead,27.0,16.0,7.0,Joe Graf Jr,Bucked Up Energy (Bobby Dotter),Chevrolet,178.0,running,0.0,10.0,0.0
2021,3,Homestead,28.0,26.0,52.0,Gray Gaulding,Jimmy Means Racing (Jimmy Means),Chevrolet,178.0,running,0.0,9.0,0.0
2021,3,Homestead,29.0,17.0,5.0,Matt Mills,J.F. Electric (B.J. McLeod),Toyota,178.0,running,0.0,8.0,0.0
2021,3,Homestead,30.0,21.0,26.0,Santino Ferrucci,Stillhouse Whiskey (Sam Hunt),Toyota,177.0,running,0.0,7.0,0.0
2021,3,Homestead,31.0,30.0,99.0,Stefan Parsons,Springrates (B.J. McLeod),Toyota,177.0,running,0.0,6.0,0.0
2021,3,Homestead,32.0,14.0,78.0,Jesse Little,David's Electric (B.J. McLeod),Toyota,177.0,running,0.0,5.0,0.0
2021,3,Homestead,33.0,23.0,9.0,Noah Gragson,Bass Pro Shops True Timber / BRCC (JR Motorsports),Chevrolet,165.0,crash,34.0,13.0,0.0
2021,3,Homestead,34.0,7.0,68.0,Brandon Brown,Brandonbilt Foundatons (Jerry Brown),Chevrolet,152.0,overheating,0.0,3.0,0.0
2021,3,Homestead,35.0,34.0,74.0,Bayley Currey,JM Steel / Belmont Classic Cars (Mike Harmon),Chevrolet,148.0,power steering,0.0,2.0,0.0
2021,3,Homestead,36.0,28.0,15.0,Colby Howard,Project Hope Foundation (Johnny Davis),Chevrolet,109.0,rear gear,3.0,1.0,0.0
2021,3,Homestead,37.0,13.0,54.0,Ty Dillon,Bass Pro Shops / Tracker Boats & ATVs (Joe Gibbs),Toyota,102.0,radiator,0.0,1.0,0.0
2021,3,Homestead,38.0,19.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,98.0,crash,0.0,6.0,0.0
2021,3,Homestead,39.0,3.0,20.0,Harrison Burton,Hunt Brothers Pizza / Dex Imaging (Joe Gibbs),Toyota,70.0,engine,1.0,8.0,0.0
2021,3,Homestead,40.0,38.0,23.0,Tyler Reddick,RSS Racing (Rod Sieg),Chevrolet,179.0,disqualified,8.0,0.0,0.0
2021,4,Las Vegas,1.0,10.0,16.0,A.J. Allmendinger,Ellsworth Advisors (Matthew Kaulig),Chevrolet,200.0,running,44.0,56.0,5.0
2021,4,Las Vegas,2.0,3.0,18.0,Daniel Hemric,Poppy Bank (Joe Gibbs),Toyota,200.0,running,74.0,53.0,1.0
2021,4,Las Vegas,3.0,4.0,19.0,Brandon Jones,Menards / Turtle Wax (Joe Gibbs),Toyota,200.0,running,28.0,47.0,0.0
2021,4,Las Vegas,4.0,2.0,22.0,Austin Cindric,Carquest Auto Parts (Roger Penske),Ford,200.0,running,43.0,44.0,1.0
2021,4,Las Vegas,5.0,34.0,9.0,Noah Gragson,Bass Pro Shops True Timber / BRCC (JR Motorsports),Chevrolet,200.0,running,0.0,39.0,0.0
2021,4,Las Vegas,6.0,13.0,1.0,Michael Annett,Pilot / Flying J (JR Motorsports),Chevrolet,200.0,running,0.0,41.0,0.0
2021,4,Las Vegas,7.0,9.0,8.0,Josh Berry,Filter Time (JR Motorsports),Chevrolet,200.0,running,0.0,30.0,0.0
2021,4,Las Vegas,8.0,6.0,11.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,200.0,running,5.0,38.0,0.0
2021,4,Las Vegas,9.0,22.0,20.0,Harrison Burton,Dex Imaging (Joe Gibbs),Toyota,200.0,running,0.0,31.0,0.0
2021,4,Las Vegas,10.0,5.0,10.0,Jeb Burton,Alsco Uniforms (Matthew Kaulig),Chevrolet,200.0,running,0.0,27.0,0.0
2021,4,Las Vegas,11.0,25.0,68.0,Brandon Brown,GreenTech Energy (Jerry Brown),Chevrolet,200.0,running,0.0,28.0,0.0
2021,4,Las Vegas,12.0,40.0,23.0,Tyler Reddick,Quartz Hill Records / Ben Gallaher (Chris Our),Chevrolet,200.0,running,0.0,0.0,0.0
2021,4,Las Vegas,13.0,23.0,26.0,Santino Ferrucci,HydraVes Technologies (Sam Hunt),Toyota,200.0,running,0.0,24.0,0.0
2021,4,Las Vegas,14.0,37.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,4.0,35.0,0.0
2021,4,Las Vegas,15.0,21.0,44.0,Tommy Joe Martins,Discover Denton Texas (Tommy Joe Martins),Chevrolet,200.0,running,0.0,22.0,0.0
2021,4,Las Vegas,16.0,24.0,92.0,Josh Williams,Silverton Casino & Hotel (Mario Gosselin),Chevrolet,200.0,running,0.0,21.0,0.0
2021,4,Las Vegas,17.0,8.0,51.0,Jeremy Clements,First Pacific Funding (Jeremy Clements),Chevrolet,199.0,running,0.0,20.0,0.0
2021,4,Las Vegas,18.0,26.0,7.0,Joe Graf Jr,Bucked Up Energy (Bobby Dotter),Chevrolet,199.0,running,0.0,19.0,0.0
2021,4,Las Vegas,19.0,30.0,0.0,Jeffrey Earnhardt,KSDT CPA (Johnny Davis),Chevrolet,199.0,running,0.0,18.0,0.0
2021,4,Las Vegas,20.0,38.0,15.0,Colby Howard,Project Hope Foundation (Johnny Davis),Chevrolet,199.0,running,0.0,17.0,0.0
2021,4,Las Vegas,21.0,14.0,4.0,Landon Cassill,JD Motorsports (Johnny Davis),Chevrolet,199.0,running,0.0,16.0,0.0
2021,4,Las Vegas,22.0,39.0,74.0,Bayley Currey,Lerner & Rowe (Mike Harmon),Chevrolet,199.0,running,0.0,15.0,0.0
2021,4,Las Vegas,23.0,35.0,6.0,Ryan Vargas,KSDT CPA (Johnny Davis),Chevrolet,199.0,running,0.0,14.0,0.0
2021,4,Las Vegas,24.0,15.0,17.0,Garrett Smithley,Trophy Tractor / Texas Strong (Rick Ware),Chevrolet,199.0,running,0.0,13.0,0.0
2021,4,Las Vegas,25.0,16.0,90.0,Dexter Bean,Badger Environmental & Earthworks (Mario Gosselin),Chevrolet,198.0,running,0.0,12.0,0.0
2021,4,Las Vegas,26.0,32.0,78.0,Jesse Little,Skuttle Tight (B.J. McLeod),Toyota,198.0,running,0.0,11.0,0.0
2021,4,Las Vegas,27.0,36.0,52.0,Gray Gaulding,SVS Vision (Jimmy Means),Chevrolet,198.0,running,0.0,10.0,0.0
2021,4,Las Vegas,28.0,29.0,61.0,Chad Finchum,LasVegas.net (Shigeaki Hattori),Toyota,198.0,running,0.0,9.0,0.0
2021,4,Las Vegas,29.0,28.0,13.0,David Starr,T-Top Manufacturing (Carl Long),Ford,198.0,running,0.0,8.0,0.0
2021,4,Las Vegas,30.0,27.0,48.0,Jade Buford,Big Machine Spiked Coolers (Scott Borchetta),Chevrolet,196.0,running,0.0,7.0,0.0
2021,4,Las Vegas,31.0,20.0,54.0,Ty Dillon,Toyota Service Centers / Mobil 1 (Joe Gibbs),Toyota,195.0,running,2.0,7.0,0.0
2021,4,Las Vegas,32.0,1.0,2.0,Myatt Snider,Tax Slayer (Richard Childress),Chevrolet,191.0,running,0.0,5.0,0.0
2021,4,Las Vegas,33.0,19.0,47.0,Kyle Weatherman,PORAC (Mike Harmon),Chevrolet,184.0,running,0.0,4.0,0.0
2021,4,Las Vegas,34.0,7.0,2.0,Brett Moffitt,Chevrolet (Chris Our),Chevrolet,181.0,crash,0.0,0.0,0.0
2021,4,Las Vegas,35.0,17.0,36.0,Alex Labbe,Prolon Controls / Rousseau / Silver Wax (Mario Gosselin),Chevrolet,181.0,crash,0.0,2.0,0.0
2021,4,Las Vegas,36.0,33.0,99.0,Stefan Parsons,Dogecoin / Springrates (B.J. McLeod),Chevrolet,137.0,fuel line,0.0,1.0,0.0
2021,4,Las Vegas,37.0,18.0,66.0,Timmy Hill,LasVegas.net (Carl Long),Toyota,100.0,engine,0.0,1.0,0.0
2021,4,Las Vegas,38.0,11.0,39.0,Ryan Sieg,CMR Construction & Roofing (Rod Sieg),Ford,73.0,crash,0.0,1.0,0.0
2021,4,Las Vegas,39.0,31.0,5.0,Matt Mills,J.F. Electric (B.J. McLeod),Chevrolet,72.0,electrical,0.0,1.0,0.0
2021,4,Las Vegas,40.0,12.0,98.0,Riley Herbst,South Point Hotel & Casino (Stewart Haas Racing),Ford,56.0,crash,0.0,3.0,0.0
2021,5,Phoenix,1.0,3.0,22.0,Austin Cindric,Car Shop (Roger Penske),Ford,200.0,running,119.0,57.0,6.0
2021,5,Phoenix,2.0,27.0,54.0,Ty Gibbs,PristineAuction.com (Joe Gibbs),Toyota,200.0,running,1.0,38.0,0.0
2021,5,Phoenix,3.0,11.0,68.0,Brandon Brown,Larry's Hard Pink Lemonade (Jerry Brown),Chevrolet,200.0,running,0.0,34.0,0.0
2021,5,Phoenix,4.0,30.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,200.0,running,0.0,33.0,0.0
2021,5,Phoenix,5.0,4.0,16.0,A.J. Allmendinger,Ellsworth Advisors (Matthew Kaulig),Chevrolet,200.0,running,0.0,36.0,0.0
2021,5,Phoenix,6.0,6.0,10.0,Jeb Burton,Chevrolet (Matthew Kaulig),Chevrolet,200.0,running,0.0,39.0,0.0
2021,5,Phoenix,7.0,29.0,74.0,Bayley Currey,Lerner & Rowe (Mike Harmon),Chevrolet,200.0,running,0.0,30.0,0.0
2021,5,Phoenix,8.0,12.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,32.0,42.0,0.0
2021,5,Phoenix,9.0,20.0,2.0,Brett Moffitt,Chevy Certified Service / Spring Tire Event (Chris Our),Chevrolet,200.0,running,0.0,0.0,0.0
2021,5,Phoenix,10.0,13.0,51.0,Jeremy Clements,First Pacific Funding (Jeremy Clements),Chevrolet,200.0,running,0.0,27.0,0.0
2021,5,Phoenix,11.0,19.0,2.0,Myatt Snider,Tax Slayer (Richard Childress),Chevrolet,200.0,running,0.0,26.0,0.0
2021,5,Phoenix,12.0,7.0,20.0,Harrison Burton,Dex Imaging (Joe Gibbs),Toyota,200.0,running,0.0,42.0,0.0
2021,5,Phoenix,13.0,33.0,17.0,J.J. Yeley,Diamondback Land Surveying (Rick Ware),Chevrolet,200.0,running,0.0,24.0,0.0
2021,5,Phoenix,14.0,39.0,66.0,Timmy Hill,Interstate Batteries (Carl Long),Toyota,200.0,running,0.0,23.0,0.0
2021,5,Phoenix,15.0,14.0,26.0,Santino Ferrucci,Toyota Racing (Sam Hunt),Toyota,200.0,running,0.0,22.0,0.0
2021,5,Phoenix,16.0,24.0,15.0,Colby Howard,Project Hope Foundation (Johnny Davis),Chevrolet,200.0,running,0.0,21.0,0.0
2021,5,Phoenix,17.0,15.0,44.0,Tommy Joe Martins,Diamond Gusset Jeans (Tommy Joe Martins),Chevrolet,200.0,running,0.0,20.0,0.0
2021,5,Phoenix,18.0,35.0,99.0,Stefan Parsons,Sokal Digital (B.J. McLeod),Toyota,200.0,running,0.0,19.0,0.0
2021,5,Phoenix,19.0,21.0,0.0,Jeffrey Earnhardt,KSDT CPA (Johnny Davis),Chevrolet,200.0,running,0.0,18.0,0.0
2021,5,Phoenix,20.0,32.0,48.0,Jade Buford,Big Machine Spiked Coolers (Scott Borchetta),Chevrolet,200.0,running,0.0,17.0,0.0
2021,5,Phoenix,21.0,17.0,92.0,Josh Williams,DGM Racing / Rusty Crews (Mario Gosselin),Chevrolet,200.0,running,0.0,16.0,0.0
2021,5,Phoenix,22.0,18.0,4.0,Landon Cassill,511 Auction (Johnny Davis),Chevrolet,200.0,running,0.0,15.0,0.0
2021,5,Phoenix,23.0,1.0,18.0,Daniel Hemric,Poppy Bank (Joe Gibbs),Toyota,200.0,running,44.0,31.0,1.0
2021,5,Phoenix,24.0,28.0,23.0,Blaine Perkins,Raceline (Chris Our),Chevrolet,200.0,running,0.0,13.0,0.0
