Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts
2016,31,Fort Worth,13.0,14.0,39.0,Ryan Sieg,Aries Well Service (Rod Sieg),Chevrolet,200.0,running,0.0,28.0
2016,31,Fort Worth,14.0,12.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,200.0,running,0.0,27.0
2016,31,Fort Worth,15.0,16.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,200.0,running,0.0,16.0
2016,31,Fort Worth,16.0,17.0,3.0,Ty Dillon,Bass Pro Shops (Richard Childress),Chevrolet,200.0,running,0.0,25.0
2016,31,Fort Worth,17.0,20.0,44.0,J.J. Yeley,Zachry (Mark Smith),Toyota,200.0,running,0.0,24.0
2016,31,Fort Worth,18.0,21.0,51.0,Jeremy Clements,RepairableVehicles.com (Jeremy Clements),Chevrolet,199.0,running,0.0,23.0
2016,31,Fort Worth,19.0,11.0,33.0,Brandon Jones,South Point Hotel & Casino (Richard Childress),Chevrolet,199.0,running,0.0,22.0
2016,31,Fort Worth,20.0,19.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,199.0,running,0.0,21.0
2016,31,Fort Worth,21.0,15.0,4.0,Ross Chastain,Flex Seal (Johnny Davis),Chevrolet,198.0,running,0.0,20.0
2016,31,Fort Worth,22.0,25.0,1.0,Ryan Preece,Turnkey Construction / Turnkey Charities (Johnny Davis),Chevrolet,197.0,running,0.0,19.0
2016,31,Fort Worth,23.0,23.0,24.0,Corey LaJoie,Youtheory (James Whitener),Toyota,196.0,running,0.0,18.0
2016,31,Fort Worth,24.0,26.0,93.0,David Starr,Massimo Motors (Rod Sieg),Chevrolet,196.0,running,0.0,17.0
2016,31,Fort Worth,25.0,27.0,0.0,Garrett Smithley,ETC Custom Truck Accessories (Johnny Davis),Chevrolet,196.0,running,0.0,16.0
2016,31,Fort Worth,26.0,30.0,15.0,Clint King,Warehouse Design (Rick Ware),Ford,196.0,running,0.0,15.0
2016,31,Fort Worth,27.0,24.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,194.0,running,0.0,14.0
2016,31,Fort Worth,28.0,28.0,78.0,B.J. McLeod,B.J. McLeod Motorsports (B.J. McLeod),Ford,193.0,running,0.0,13.0
2016,31,Fort Worth,29.0,29.0,25.0,Austin Theriault,Advanced Communications Group (Rick Ware),Chevrolet,192.0,running,0.0,0.0
2016,31,Fort Worth,30.0,35.0,90.0,Martin Roy,Gamache Truck Center / Cote (Mario Gosselin),Chevrolet,190.0,running,0.0,11.0
2016,31,Fort Worth,31.0,34.0,52.0,Joey Gase,Donate Life Texas (Jimmy Means),Chevrolet,190.0,running,0.0,10.0
2016,31,Fort Worth,32.0,36.0,74.0,Mike Harmon,Fallen Soldiers March (Mike Harmon),Dodge,185.0,running,0.0,9.0
2016,31,Fort Worth,33.0,38.0,97.0,Ryan Ellis,Vroom! Brands (Victor Obaika),Chevrolet,185.0,running,0.0,8.0
2016,31,Fort Worth,34.0,40.0,77.0,Matt Waltz,Vroom! Brands (Victor Obaika),Chevrolet,184.0,running,0.0,7.0
2016,31,Fort Worth,35.0,37.0,13.0,Brandon Hightower,Timmons Truck Center (Carl Long),Dodge,130.0,engine,0.0,6.0
2016,31,Fort Worth,36.0,22.0,14.0,Matt DiBenedetto,Superior Essex (Mark Smith),Toyota,129.0,crash,0.0,0.0
2016,31,Fort Worth,37.0,32.0,70.0,Dexter Stacey,Abdito Vodka / E-hydrate (Derrike Cope),Chevrolet,80.0,handling,0.0,4.0
2016,31,Fort Worth,38.0,39.0,40.0,Timmy Hill,OCR Gaz Bar / TLC Vacations (Carl Long),Toyota,24.0,suspension,0.0,0.0
2016,31,Fort Worth,39.0,33.0,89.0,Morgan Shepherd,Racing With Jesus (Morgan Shepherd),Chevrolet,19.0,handling,0.0,2.0
2016,31,Fort Worth,40.0,31.0,10.0,Jeff Green,TriStar Motorsports (Mark Smith),Toyota,1.0,brakes,0.0,1.0
2016,32,Phoenix,1.0,1.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,200.0,running,190.0,0.0
2016,32,Phoenix,2.0,8.0,2.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,200.0,running,0.0,0.0
2016,32,Phoenix,3.0,13.0,60.0,Ricky Stenhouse Jr,Sunny D (Jack Roush),Ford,200.0,running,0.0,0.0
2016,32,Phoenix,4.0,9.0,7.0,Justin Allgaier,Suave Men (JR Motorsports),Chevrolet,200.0,running,2.0,38.0
2016,32,Phoenix,5.0,6.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,200.0,running,0.0,36.0
2016,32,Phoenix,6.0,3.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,200.0,running,0.0,35.0
2016,32,Phoenix,7.0,22.0,3.0,Ty Dillon,Red Kap / Prudential Overall Supply (Richard Childress),Chevrolet,200.0,running,5.0,35.0
2016,32,Phoenix,8.0,4.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,200.0,running,0.0,33.0
2016,32,Phoenix,9.0,11.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,200.0,running,0.0,0.0
2016,32,Phoenix,10.0,2.0,20.0,Erik Jones,Hisense 4K TV (Joe Gibbs),Toyota,200.0,running,3.0,32.0
2016,32,Phoenix,11.0,14.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,200.0,running,0.0,30.0
2016,32,Phoenix,12.0,17.0,98.0,Aric Almirola,Carroll Shelby Engine Co (Fred Biagi),Ford,200.0,running,0.0,0.0
2016,32,Phoenix,13.0,10.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,200.0,running,0.0,28.0
2016,32,Phoenix,14.0,15.0,39.0,Ryan Sieg,Big Valley Towing (Rod Sieg),Chevrolet,200.0,running,0.0,27.0
2016,32,Phoenix,15.0,19.0,42.0,Justin Marks,Katerra (Chip Ganassi),Chevrolet,200.0,running,0.0,26.0
2016,32,Phoenix,16.0,20.0,14.0,Cole Whitt,Rinnai Tankless Water Heaters (Mark Smith),Toyota,200.0,running,0.0,0.0
2016,32,Phoenix,17.0,24.0,44.0,J.J. Yeley,Zachry (Mark Smith),Toyota,199.0,running,0.0,24.0
2016,32,Phoenix,18.0,16.0,33.0,Brandon Jones,Okuma (Richard Childress),Chevrolet,199.0,running,0.0,23.0
2016,32,Phoenix,19.0,12.0,28.0,Dakoda Armstrong,JGL Racing (James Whitener),Toyota,199.0,running,0.0,22.0
2016,32,Phoenix,20.0,21.0,4.0,Ross Chastain,CarShield.com (Johnny Davis),Chevrolet,199.0,running,0.0,21.0
2016,32,Phoenix,21.0,30.0,46.0,Brandon Gdovic,Verizon / TCC (Rick Gdovic),Chevrolet,199.0,running,0.0,20.0
2016,32,Phoenix,22.0,26.0,1.0,Ryan Preece,GK Services (Johnny Davis),Chevrolet,199.0,running,0.0,19.0
2016,32,Phoenix,23.0,33.0,90.0,Alex Labbe,Can-Am / Larue (Mario Gosselin),Chevrolet,197.0,running,0.0,18.0
2016,32,Phoenix,24.0,32.0,52.0,Joey Gase,Donate Life Arizona (Jimmy Means),Chevrolet,197.0,running,0.0,17.0
2016,32,Phoenix,25.0,36.0,78.0,B.J. McLeod,B.J. McLeod Motorsports (B.J. McLeod),Ford,197.0,running,0.0,16.0
2016,32,Phoenix,26.0,37.0,13.0,Brandon Hightower,Operation Second Chance / Timmons Truck Ctr. (Carl Long),Dodge,196.0,running,0.0,15.0
2016,32,Phoenix,27.0,35.0,25.0,Austin Theriault,Cross Insurance (Rick Ware),Chevrolet,196.0,running,0.0,0.0
2016,32,Phoenix,28.0,40.0,97.0,Josh Bilicki,Vroom! Brands (Victor Obaika),Chevrolet,191.0,running,0.0,13.0
2016,32,Phoenix,29.0,39.0,74.0,Mike Harmon,Jr. Peters Roadside Assistance (Mike Harmon),Dodge,190.0,running,0.0,12.0
2016,32,Phoenix,30.0,38.0,15.0,D.J. Kennington,Wilride Transport (Rick Ware),Ford,165.0,engine,0.0,11.0
2016,32,Phoenix,31.0,23.0,51.0,Jeremy Clements,RepairableVehicles.com / AllSouthElectric.com (Jeremy Clements),Chevrolet,150.0,crash,0.0,10.0
2016,32,Phoenix,32.0,5.0,6.0,Bubba Wallace,Leidos (Jack Roush),Ford,148.0,crash,0.0,9.0
2016,32,Phoenix,33.0,18.0,24.0,Corey LaJoie,Youtheory (James Whitener),Toyota,148.0,crash,0.0,8.0
2016,32,Phoenix,34.0,34.0,0.0,Garrett Smithley,Rudy's Country Store & BBQ (Johnny Davis),Chevrolet,145.0,crash,0.0,7.0
2016,32,Phoenix,35.0,25.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,136.0,crash,0.0,6.0
2016,32,Phoenix,36.0,27.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,103.0,crash,0.0,5.0
2016,32,Phoenix,37.0,28.0,99.0,Jeff Green,B.J. McLeod Motorsports (B.J. McLeod),Ford,90.0,crash,0.0,4.0
2016,32,Phoenix,38.0,7.0,88.0,Alex Bowman,Hughes General Contractors (JR Motorsports),Chevrolet,54.0,crash,0.0,3.0
2016,32,Phoenix,39.0,31.0,40.0,Timmy Hill,Phoenix Air / Utvint.com (Carl Long),Toyota,14.0,brakes,0.0,0.0
2016,32,Phoenix,40.0,29.0,10.0,Matt DiBenedetto,TriStar Motorsports (Mark Smith),Toyota,3.0,vibration,0.0,0.0
2016,33,Homestead,1.0,1.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,200.0,running,133.0,40.0
2016,33,Homestead,2.0,11.0,3.0,Ty Dillon,Bass Pro Shops (Richard Childress),Chevrolet,200.0,running,17.0,40.0
2016,33,Homestead,3.0,2.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,200.0,running,1.0,38.0
2016,33,Homestead,4.0,4.0,22.0,Ryan Blaney,Fleetwood RV / REV Group (Roger Penske),Ford,200.0,running,0.0,0.0
2016,33,Homestead,5.0,5.0,2.0,Austin Dillon,Rheem / Watts (Richard Childress),Chevrolet,200.0,running,0.0,0.0
2016,33,Homestead,6.0,6.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,6.0,35.0
2016,33,Homestead,7.0,7.0,42.0,Kyle Larson,ENEOS (Chip Ganassi),Chevrolet,200.0,running,23.0,0.0
2016,33,Homestead,8.0,14.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,200.0,running,0.0,33.0
2016,33,Homestead,9.0,3.0,20.0,Erik Jones,GameStop / Fusion by PowerA (Joe Gibbs),Toyota,200.0,running,3.0,32.0
2016,33,Homestead,10.0,15.0,98.0,Aric Almirola,Fresh from Florida (Fred Biagi),Ford,200.0,running,9.0,0.0
2016,33,Homestead,11.0,9.0,6.0,Bubba Wallace,Leidos (Jack Roush),Ford,200.0,running,0.0,30.0
2016,33,Homestead,12.0,23.0,39.0,Ryan Sieg,Huntinator / AntlerGrow.com (Rod Sieg),Chevrolet,200.0,running,1.0,30.0
2016,33,Homestead,13.0,19.0,44.0,J.J. Yeley,Zachry (Mark Smith),Toyota,200.0,running,0.0,28.0
2016,33,Homestead,14.0,8.0,88.0,Alex Bowman,Advance Auto Parts (JR Motorsports),Chevrolet,200.0,running,0.0,27.0
2016,33,Homestead,15.0,10.0,33.0,Brandon Jones,Rain-X / Advance Auto Parts (Richard Childress),Chevrolet,200.0,running,0.0,26.0
2016,33,Homestead,16.0,13.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,200.0,running,0.0,25.0
2016,33,Homestead,17.0,18.0,5.0,Cole Custer,Haas Automation (JR Motorsports),Chevrolet,200.0,running,0.0,0.0
2016,33,Homestead,18.0,16.0,14.0,Cole Whitt,Florida Lottery (Mark Smith),Toyota,200.0,running,3.0,0.0
2016,33,Homestead,19.0,25.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,199.0,running,0.0,22.0
2016,33,Homestead,20.0,12.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,199.0,running,0.0,21.0
2016,33,Homestead,21.0,26.0,1.0,Ryan Preece,Mizzy Construction (Johnny Davis),Chevrolet,199.0,running,0.0,20.0
2016,33,Homestead,22.0,20.0,4.0,Ross Chastain,Florida Watermelon Association (Johnny Davis),Chevrolet,199.0,running,0.0,19.0
2016,33,Homestead,23.0,31.0,86.0,Brandon Brown,Brandonbilt Motorsports (Jerry Brown),Chevrolet,198.0,running,0.0,0.0
2016,33,Homestead,24.0,27.0,51.0,Jeremy Clements,RepairableVehicles.com / AllSouthElectric.com (Jeremy Clements),Chevrolet,198.0,running,0.0,17.0
2016,33,Homestead,25.0,39.0,18.0,Matt Tifft,NOS Energy Drink (Joe Gibbs),Toyota,197.0,running,0.0,0.0
2016,33,Homestead,26.0,35.0,15.0,Travis Kvapil,KeenParts.com / CorvetteParts.net (Rick Ware),Ford,196.0,running,1.0,0.0
2016,33,Homestead,27.0,17.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,196.0,running,0.0,14.0
2016,33,Homestead,28.0,30.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,195.0,running,0.0,13.0
2016,33,Homestead,29.0,28.0,0.0,Garrett Smithley,JD Motorsports (Johnny Davis),Chevrolet,195.0,running,0.0,12.0
2016,33,Homestead,30.0,34.0,13.0,Brandon Hightower,Premier Recycling / Timmons Truck Center (Carl Long),Dodge,195.0,running,0.0,11.0
2016,33,Homestead,31.0,29.0,78.0,B.J. McLeod,Main Gate Enterprises (B.J. McLeod),Ford,195.0,running,0.0,10.0
2016,33,Homestead,32.0,40.0,99.0,Jeff Green,B.J. McLeod Motorsports (B.J. McLeod),Ford,194.0,running,0.0,9.0
2016,33,Homestead,33.0,38.0,25.0,Josh Reaume,Lilly Trucking (Rick Ware),Chevrolet,193.0,running,0.0,8.0
2016,33,Homestead,34.0,37.0,97.0,Josh Bilicki,Vroom! Brands (Victor Obaika),Chevrolet,189.0,running,0.0,7.0
2016,33,Homestead,35.0,21.0,24.0,Corey LaJoie,Youtheory (James Whitener),Toyota,167.0,oil leak,0.0,6.0
2016,33,Homestead,36.0,22.0,46.0,Jordan Anderson,UrbanCarryHolsters.com (Rick Gdovic),Chevrolet,134.0,crash,0.0,0.0
2016,33,Homestead,37.0,33.0,52.0,Joey Gase,Donate Life Florida (Jimmy Means),Chevrolet,87.0,ignition,0.0,4.0
2016,33,Homestead,38.0,36.0,90.0,Mario Gosselin,BuckedUp Apparel / CrashClaimsR.Us (Mario Gosselin),Chevrolet,49.0,overheating,0.0,3.0
2016,33,Homestead,39.0,32.0,40.0,Timmy Hill,Phoenix Air / Utvint.com / OCR Gaz Bar (Carl Long),Toyota,43.0,brakes,3.0,0.0
2016,33,Homestead,40.0,24.0,10.0,Matt DiBenedetto,TriStar Motorsports (Mark Smith),Toyota,2.0,vibration,0.0,0.0
