Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts
2016,1,Daytona,1.0,19.0,88.0,Chase Elliott,TaxSlayer.com (JR Motorsports),Chevrolet,120.0,running,19.0,0.0
2016,1,Daytona,2.0,8.0,22.0,Joey Logano,Discount Tire (Roger Penske),Ford,120.0,running,40.0,0.0
2016,1,Daytona,3.0,15.0,5.0,Kasey Kahne,Hellmann's / Kroger (JR Motorsports),Chevrolet,120.0,running,30.0,0.0
2016,1,Daytona,4.0,10.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,120.0,running,4.0,38.0
2016,1,Daytona,5.0,4.0,2.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,120.0,running,5.0,0.0
2016,1,Daytona,6.0,12.0,6.0,Bubba Wallace,Selfeo (Jack Roush),Ford,120.0,running,0.0,35.0
2016,1,Daytona,7.0,7.0,33.0,Brandon Jones,Barrett-Jackson / Menards (Richard Childress),Chevrolet,120.0,running,0.0,34.0
2016,1,Daytona,8.0,2.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,120.0,running,0.0,33.0
2016,1,Daytona,9.0,9.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,120.0,running,0.0,32.0
2016,1,Daytona,10.0,6.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,120.0,running,9.0,32.0
2016,1,Daytona,11.0,24.0,98.0,Aric Almirola,Fresh from Florida (Fred Biagi),Ford,120.0,running,9.0,0.0
2016,1,Daytona,12.0,16.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,120.0,running,0.0,29.0
2016,1,Daytona,13.0,1.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,120.0,running,2.0,29.0
2016,1,Daytona,14.0,18.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,120.0,running,0.0,27.0
2016,1,Daytona,15.0,37.0,51.0,Jeremy Clements,Kevin Whitaker Chevrolet (Jeremy Clements),Chevrolet,119.0,running,0.0,26.0
2016,1,Daytona,16.0,11.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,119.0,running,0.0,25.0
2016,1,Daytona,17.0,14.0,5.0,John Wes Townley,Florida Lottery (Tony Townley),Chevrolet,119.0,running,0.0,0.0
2016,1,Daytona,18.0,23.0,44.0,David Starr,Zachry (Mark Smith),Toyota,119.0,running,0.0,23.0
2016,1,Daytona,19.0,28.0,87.0,Joe Nemechek,DAB Constructors (Joe Nemechek),Toyota,119.0,running,2.0,0.0
2016,1,Daytona,20.0,25.0,39.0,Ryan Sieg,SRI Performance (Rod Sieg),Chevrolet,119.0,running,0.0,21.0
2016,1,Daytona,21.0,20.0,24.0,Matt Tifft,Clinical RM (James Whitener),Toyota,119.0,running,0.0,0.0
2016,1,Daytona,22.0,36.0,4.0,Ross Chastain,Flex Seal (Johnny Davis),Chevrolet,118.0,running,0.0,19.0
2016,1,Daytona,23.0,3.0,18.0,Bobby Labonte,NOS Energy Drink (Joe Gibbs),Toyota,118.0,running,0.0,0.0
2016,1,Daytona,24.0,38.0,78.0,B.J. McLeod,Batteries Plus Bulbs (B.J. McLeod),Ford,118.0,running,0.0,17.0
2016,1,Daytona,25.0,21.0,43.0,Jeb Burton,J. Streicher & Co. (Richard Petty Motorsports),Ford,118.0,running,0.0,16.0
2016,1,Daytona,26.0,29.0,46.0,Anthony Kumpen,EL Systems / Nexteer Automotive / LeasePlan (Rick Gdovic),Chevrolet,118.0,running,0.0,15.0
2016,1,Daytona,27.0,13.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,117.0,running,0.0,14.0
2016,1,Daytona,28.0,35.0,25.0,Chris Cockrum,Advanced Communications Group (Rick Ware),Chevrolet,117.0,running,0.0,13.0
2016,1,Daytona,29.0,30.0,93.0,"Scott Lagasse, Jr.",Alert Today Florida / Boy Scouts of America (Rod Sieg),Chevrolet,117.0,running,0.0,12.0
2016,1,Daytona,30.0,33.0,0.0,Eric McClure,Reynolds Wrap (Johnny Davis),Chevrolet,117.0,running,0.0,11.0
2016,1,Daytona,31.0,5.0,20.0,Erik Jones,Resers Main Street Bistro (Joe Gibbs),Toyota,115.0,running,0.0,10.0
2016,1,Daytona,32.0,39.0,52.0,Joey Gase,JT Concrete / TransLife (Jimmy Means),Chevrolet,114.0,running,0.0,9.0
2016,1,Daytona,33.0,32.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,114.0,running,0.0,8.0
2016,1,Daytona,34.0,17.0,42.0,Kyle Larson,ENEOS (Chip Ganassi),Chevrolet,111.0,running,0.0,0.0
2016,1,Daytona,35.0,22.0,14.0,Benny Gordon,VSI Racing (Mark Smith),Toyota,103.0,transmission,0.0,6.0
2016,1,Daytona,36.0,26.0,89.0,Morgan Shepherd,Racing With Jesus / Courtney Construction (Morgan Shepherd),Chevrolet,59.0,rear gear,0.0,5.0
2016,1,Daytona,37.0,40.0,17.0,Jeff Green,Dashub (Rick Ware),Chevrolet,50.0,transmission,0.0,4.0
2016,1,Daytona,38.0,34.0,90.0,Martin Roy,Gamache Truck Center / Cote (Mario Gosselin),Chevrolet,22.0,crash,0.0,3.0
2016,1,Daytona,39.0,27.0,85.0,Bobby Gerhart,Lucas Oil / MavTV (Billy Gerhart),Chevrolet,6.0,crash,0.0,2.0
2016,1,Daytona,40.0,31.0,1.0,Ryan Preece,Uptick Vineyards / YouthRanchers.org (Johnny Davis),Chevrolet,5.0,crash,0.0,1.0
2016,2,Atlanta,1.0,1.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,163.0,running,119.0,0.0
2016,2,Atlanta,2.0,4.0,42.0,Kyle Larson,ENEOS (Chip Ganassi),Chevrolet,163.0,running,0.0,0.0
2016,2,Atlanta,3.0,2.0,20.0,Erik Jones,Hisense (Joe Gibbs),Toyota,163.0,running,0.0,38.0
2016,2,Atlanta,4.0,11.0,2.0,Paul Menard,Richmond / Menards (Richard Childress),Chevrolet,163.0,running,0.0,0.0
2016,2,Atlanta,5.0,6.0,3.0,Ty Dillon,Rheem (Richard Childress),Chevrolet,163.0,running,0.0,36.0
2016,2,Atlanta,6.0,7.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,163.0,running,28.0,0.0
2016,2,Atlanta,7.0,3.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,163.0,running,0.0,34.0
2016,2,Atlanta,8.0,12.0,7.0,Justin Allgaier,TaxSlayer.com (JR Motorsports),Chevrolet,163.0,running,15.0,34.0
2016,2,Atlanta,9.0,16.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,163.0,running,0.0,32.0
2016,2,Atlanta,10.0,15.0,43.0,Jeb Burton,J. Streicher & Co. (Richard Petty Motorsports),Ford,163.0,running,1.0,32.0
2016,2,Atlanta,11.0,19.0,33.0,Brandon Jones,Roland (Richard Childress),Chevrolet,163.0,running,0.0,30.0
2016,2,Atlanta,12.0,10.0,88.0,Kevin Harvick,Bad Boy Off Road (JR Motorsports),Chevrolet,162.0,running,0.0,0.0
2016,2,Atlanta,13.0,9.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,162.0,running,0.0,28.0
2016,2,Atlanta,14.0,5.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,162.0,running,0.0,27.0
2016,2,Atlanta,15.0,17.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,162.0,running,0.0,26.0
2016,2,Atlanta,16.0,8.0,39.0,Ryan Sieg,Pull-A-Part Used Auto Parts (Rod Sieg),Chevrolet,162.0,running,0.0,25.0
2016,2,Atlanta,17.0,14.0,51.0,Jeremy Clements,AllSouthElectric.com / BRT Extrusions (Jeremy Clements),Chevrolet,162.0,running,0.0,24.0
2016,2,Atlanta,18.0,18.0,6.0,Bubba Wallace,Ford EcoBoost (Jack Roush),Ford,162.0,running,0.0,23.0
2016,2,Atlanta,19.0,22.0,14.0,J.J. Yeley,TriStar Motorsports (Mark Smith),Toyota,162.0,running,0.0,22.0
2016,2,Atlanta,20.0,13.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,161.0,running,0.0,21.0
2016,2,Atlanta,21.0,20.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,160.0,running,0.0,20.0
2016,2,Atlanta,22.0,21.0,1.0,Ryan Preece,Kubota / G&K Services (Johnny Davis),Chevrolet,159.0,running,0.0,19.0
2016,2,Atlanta,23.0,23.0,24.0,Corey LaJoie,JGL Racing Young Guns (James Whitener),Toyota,159.0,running,0.0,18.0
2016,2,Atlanta,24.0,26.0,0.0,Garrett Smithley,Instalco (Johnny Davis),Chevrolet,159.0,running,0.0,17.0
2016,2,Atlanta,25.0,32.0,90.0,Mario Gosselin,BuckedUp Apparel / CrashClaimsR.Us (Mario Gosselin),Chevrolet,158.0,running,0.0,16.0
2016,2,Atlanta,26.0,29.0,78.0,B.J. McLeod,Batteries Plus Bulbs (B.J. McLeod),Ford,157.0,running,0.0,15.0
2016,2,Atlanta,27.0,34.0,70.0,Derrike Cope,Adrenalin Power Sports / Ice-Aid (Derrike Cope),Chevrolet,156.0,running,0.0,14.0
2016,2,Atlanta,28.0,24.0,4.0,Ross Chastain,JD Motorsports (Johnny Davis),Chevrolet,152.0,running,0.0,13.0
2016,2,Atlanta,29.0,40.0,25.0,Chris Cockrum,Advanced Communications Group (Rick Ware),Chevrolet,152.0,running,0.0,12.0
2016,2,Atlanta,30.0,36.0,74.0,Mike Harmon,RaceDaySponsor.com (Mike Harmon),Dodge,151.0,running,0.0,11.0
2016,2,Atlanta,31.0,37.0,15.0,Cody Ware,BeHere2Hero.com / X-Aviation (Rick Ware),Chevrolet,151.0,running,0.0,10.0
2016,2,Atlanta,32.0,33.0,52.0,Joey Gase,Life Link Foundation (Jimmy Means),Chevrolet,127.0,suspension,0.0,9.0
2016,2,Atlanta,33.0,27.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,113.0,running,0.0,8.0
2016,2,Atlanta,34.0,38.0,13.0,Josh Reaume,Motorsports Business Management (Derek White),Dodge,87.0,suspension,0.0,7.0
2016,2,Atlanta,35.0,25.0,97.0,Harrison Rhodes,Vroom! Brands (Victor Obaika),Chevrolet,68.0,rear gear,0.0,6.0
2016,2,Atlanta,36.0,30.0,40.0,Carl Long,Motorsports Business Management (Derek White),Toyota,29.0,handling,0.0,5.0
2016,2,Atlanta,37.0,39.0,89.0,Morgan Shepherd,Racing With Jesus (Morgan Shepherd),Chevrolet,25.0,overheating,0.0,4.0
2016,2,Atlanta,38.0,35.0,99.0,Todd Peck,Batteries Plus Bulbs (B.J. McLeod),Ford,15.0,engine,0.0,3.0
2016,2,Atlanta,39.0,28.0,44.0,David Starr,Zachry (Mark Smith),Toyota,7.0,engine,0.0,2.0
2016,2,Atlanta,40.0,31.0,10.0,Jeff Green,TriStar Motorsports (Mark Smith),Toyota,1.0,electrical,0.0,1.0
2016,3,Las Vegas,1.0,1.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,200.0,running,199.0,0.0
2016,3,Las Vegas,2.0,3.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,200.0,running,0.0,39.0
2016,3,Las Vegas,3.0,2.0,20.0,Erik Jones,Interstate Batteries (Joe Gibbs),Toyota,200.0,running,0.0,38.0
2016,3,Las Vegas,4.0,4.0,88.0,Chase Elliott,TaxSlayer.com (JR Motorsports),Chevrolet,200.0,running,0.0,0.0
2016,3,Las Vegas,5.0,14.0,2.0,Austin Dillon,RTP / Rheem (Richard Childress),Chevrolet,200.0,running,0.0,0.0
2016,3,Las Vegas,6.0,5.0,33.0,Brandon Jones,Thunder Coal (Richard Childress),Chevrolet,200.0,running,0.0,35.0
2016,3,Las Vegas,7.0,9.0,3.0,Ty Dillon,WESCO (Richard Childress),Chevrolet,200.0,running,0.0,34.0
2016,3,Las Vegas,8.0,7.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,200.0,running,0.0,33.0
2016,3,Las Vegas,9.0,6.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,0.0,32.0
2016,3,Las Vegas,10.0,8.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,200.0,running,0.0,31.0
2016,3,Las Vegas,11.0,11.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,200.0,running,0.0,30.0
2016,3,Las Vegas,12.0,10.0,98.0,Aric Almirola,DenBeste Water Solutions / Carroll Shelby Co. (Fred Biagi),Ford,199.0,running,0.0,0.0
2016,3,Las Vegas,13.0,18.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,198.0,running,0.0,28.0
2016,3,Las Vegas,14.0,19.0,39.0,Ryan Sieg,Big Valley Towing / Kodiak Construction (Rod Sieg),Chevrolet,198.0,running,0.0,27.0
2016,3,Las Vegas,15.0,15.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,197.0,running,0.0,0.0
2016,3,Las Vegas,16.0,24.0,4.0,Ross Chastain,JD Motorsports (Johnny Davis),Chevrolet,197.0,running,0.0,25.0
2016,3,Las Vegas,17.0,21.0,43.0,Jeb Burton,J. Streicher & Co. (Richard Petty Motorsports),Ford,197.0,running,0.0,24.0
2016,3,Las Vegas,18.0,20.0,1.0,Ryan Preece,G&K Services (Johnny Davis),Chevrolet,197.0,running,0.0,23.0
2016,3,Las Vegas,19.0,22.0,24.0,Corey LaJoie,JGL Racing Young Guns (James Whitener),Toyota,196.0,running,0.0,22.0
2016,3,Las Vegas,20.0,23.0,51.0,Jeremy Clements,RepairableVehicles.com (Jeremy Clements),Chevrolet,196.0,running,0.0,21.0
2016,3,Las Vegas,21.0,26.0,14.0,J.J. Yeley,TriStar Motorsports (Mark Smith),Toyota,195.0,running,0.0,20.0
2016,3,Las Vegas,22.0,16.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,194.0,running,0.0,19.0
2016,3,Las Vegas,23.0,30.0,44.0,David Starr,Zachry (Mark Smith),Toyota,194.0,running,0.0,18.0
2016,3,Las Vegas,24.0,25.0,0.0,Garrett Smithley,Cane Tax / SevenJet (Johnny Davis),Chevrolet,194.0,running,0.0,17.0
2016,3,Las Vegas,25.0,27.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,192.0,running,0.0,16.0
2016,3,Las Vegas,26.0,17.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,191.0,running,0.0,15.0
2016,3,Las Vegas,27.0,39.0,78.0,B.J. McLeod,Batteries Plus Bulbs (B.J. McLeod),Ford,191.0,running,0.0,14.0
2016,3,Las Vegas,28.0,36.0,52.0,Joey Gase,Donate Life Nevada / Nevada Donor Network (Jimmy Means),Chevrolet,189.0,running,0.0,13.0
2016,3,Las Vegas,29.0,34.0,90.0,Mario Gosselin,BuckedUp Apparel (Mario Gosselin),Chevrolet,188.0,running,0.0,12.0
2016,3,Las Vegas,30.0,37.0,15.0,Stanton Barrett,Rick Ware Racing (Rick Ware),Ford,182.0,running,0.0,11.0
2016,3,Las Vegas,31.0,38.0,74.0,Mike Harmon,Mike Harmon Racing (Mike Harmon),Dodge,182.0,running,0.0,10.0
2016,3,Las Vegas,32.0,28.0,97.0,Harrison Rhodes,Vroom! Brands (Victor Obaika),Chevrolet,155.0,engine,0.0,9.0
2016,3,Las Vegas,33.0,12.0,6.0,Bubba Wallace,Ford EcoBoost (Jack Roush),Ford,135.0,crash,1.0,9.0
2016,3,Las Vegas,34.0,13.0,42.0,Justin Marks,Katerra (Chip Ganassi),Chevrolet,135.0,crash,0.0,7.0
2016,3,Las Vegas,35.0,35.0,25.0,Cody Ware,Lilly Trucking / SupportMilitary.org (Rick Ware),Chevrolet,127.0,crash,0.0,6.0
2016,3,Las Vegas,36.0,40.0,13.0,Derek White,OCR Gaz Bar (Derek White),Dodge,127.0,running,0.0,5.0
2016,3,Las Vegas,37.0,33.0,40.0,Carl Long,www.A1Tickets.ca (Derek White),Toyota,24.0,suspension,0.0,4.0
2016,3,Las Vegas,38.0,32.0,93.0,Josh Reaume,RSS Racing (Rod Sieg),Chevrolet,13.0,brakes,0.0,3.0
2016,3,Las Vegas,39.0,29.0,89.0,Morgan Shepherd,Racing With Jesus (Morgan Shepherd),Chevrolet,12.0,overheating,0.0,2.0
2016,3,Las Vegas,40.0,31.0,10.0,Jeff Green,TriStar Motorsports (Mark Smith),Toyota,2.0,rear gear,0.0,1.0
2016,4,Phoenix,1.0,3.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,200.0,running,175.0,0.0
2016,4,Phoenix,2.0,1.0,20.0,Erik Jones,Reser's Fine Foods (Joe Gibbs),Toyota,200.0,running,5.0,40.0
2016,4,Phoenix,3.0,2.0,19.0,Daniel Suarez,Juniper Networks (Joe Gibbs),Toyota,200.0,running,0.0,38.0
2016,4,Phoenix,4.0,10.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,200.0,running,0.0,37.0
2016,4,Phoenix,5.0,5.0,88.0,Chase Elliott,TaxSlayer.com (JR Motorsports),Chevrolet,200.0,running,0.0,0.0
2016,4,Phoenix,6.0,4.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,200.0,running,11.0,36.0
2016,4,Phoenix,7.0,6.0,2.0,Austin Dillon,Ruud (Richard Childress),Chevrolet,200.0,running,0.0,0.0
2016,4,Phoenix,8.0,16.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,200.0,running,0.0,33.0
2016,4,Phoenix,9.0,7.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,200.0,running,9.0,0.0
2016,4,Phoenix,10.0,17.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,200.0,running,0.0,31.0
2016,4,Phoenix,11.0,8.0,33.0,Brandon Jones,E-Z-GO (Richard Childress),Chevrolet,200.0,running,0.0,30.0
2016,4,Phoenix,12.0,9.0,6.0,Bubba Wallace,Cheez-It (Jack Roush),Ford,199.0,running,0.0,29.0
2016,4,Phoenix,13.0,11.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,199.0,running,0.0,28.0
2016,4,Phoenix,14.0,13.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,199.0,running,0.0,27.0
2016,4,Phoenix,15.0,14.0,42.0,Justin Marks,Katerra (Chip Ganassi),Chevrolet,199.0,running,0.0,26.0
2016,4,Phoenix,16.0,12.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,199.0,running,0.0,25.0
2016,4,Phoenix,17.0,15.0,43.0,Jeb Burton,J. Streicher & Co. (Richard Petty Motorsports),Ford,199.0,running,0.0,24.0
2016,4,Phoenix,18.0,26.0,28.0,Dakoda Armstrong,JGL Racing (James Whitener),Toyota,198.0,running,0.0,23.0
2016,4,Phoenix,19.0,28.0,93.0,Dylan Lupton,RSS Racing (Rod Sieg),Chevrolet,198.0,running,0.0,22.0
2016,4,Phoenix,20.0,23.0,14.0,J.J. Yeley,TriStar Motorsports (Mark Smith),Toyota,198.0,running,0.0,21.0
2016,4,Phoenix,21.0,24.0,1.0,Ryan Preece,JD Motorsports (Johnny Davis),Chevrolet,197.0,running,0.0,20.0
2016,4,Phoenix,22.0,22.0,44.0,David Starr,Zachry (Mark Smith),Toyota,197.0,running,0.0,19.0
2016,4,Phoenix,23.0,18.0,21.0,Spencer Gallagher,Kingman Chevrolet-Buick / Allegiant Travel (Maury Gallagher),Chevrolet,196.0,running,0.0,0.0
2016,4,Phoenix,24.0,19.0,4.0,Ross Chastain,JD Motorsports (Johnny Davis),Chevrolet,196.0,running,0.0,17.0
2016,4,Phoenix,25.0,25.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,196.0,running,0.0,16.0
2016,4,Phoenix,26.0,27.0,24.0,T.J. Bell,JGL Racing Young Guns (James Whitener),Toyota,196.0,running,0.0,15.0
2016,4,Phoenix,27.0,21.0,39.0,Ryan Sieg,RSS Racing (Rod Sieg),Chevrolet,195.0,running,0.0,14.0
2016,4,Phoenix,28.0,20.0,51.0,Jeremy Clements,Jeremy Clements Racing (Jeremy Clements),Chevrolet,195.0,running,0.0,13.0
2016,4,Phoenix,29.0,35.0,78.0,B.J. McLeod,X-treme pH Sports Water (B.J. McLeod),Ford,194.0,running,0.0,12.0
2016,4,Phoenix,30.0,38.0,97.0,Harrison Rhodes,Vroom! Brands (Victor Obaika),Chevrolet,194.0,running,0.0,11.0
2016,4,Phoenix,31.0,34.0,0.0,Garrett Smithley,JD Motorsports (Johnny Davis),Chevrolet,194.0,running,0.0,10.0
2016,4,Phoenix,32.0,31.0,25.0,Timmy Hill,Wrap Nation (Rick Ware),Chevrolet,193.0,running,0.0,0.0
2016,4,Phoenix,33.0,36.0,52.0,Joey Gase,Donate Life Arizona (Jimmy Means),Chevrolet,191.0,running,0.0,8.0
2016,4,Phoenix,34.0,37.0,70.0,Derrike Cope,E-hydrate / Ashurst American Honey (Derrike Cope),Chevrolet,191.0,running,0.0,7.0
2016,4,Phoenix,35.0,32.0,90.0,Mario Gosselin,BuckedUp Apparel / CrashClaimsR.Us (Mario Gosselin),Chevrolet,190.0,running,0.0,6.0
2016,4,Phoenix,36.0,33.0,13.0,D.J. Kennington,Northern Provincial Pipelines / Clark Const. (Derek White),Dodge,190.0,running,0.0,5.0
2016,4,Phoenix,37.0,40.0,15.0,Todd Peck,X-treme pH Sports Water (Rick Ware),Ford,188.0,running,0.0,4.0
2016,4,Phoenix,38.0,39.0,74.0,Mike Harmon,Mike Harmon Racing (Mike Harmon),Dodge,182.0,running,0.0,3.0
2016,4,Phoenix,39.0,30.0,89.0,Morgan Shepherd,Racing With Jesus (Morgan Shepherd),Chevrolet,11.0,overheating,0.0,2.0
2016,4,Phoenix,40.0,29.0,10.0,Jeff Green,TriStar Motorsports (Mark Smith),Toyota,5.0,vibration,0.0,1.0
2016,5,Fontana,1.0,6.0,2.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,150.0,running,1.0,0.0
2016,5,Fontana,2.0,3.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,150.0,running,133.0,0.0
2016,5,Fontana,3.0,13.0,6.0,Bubba Wallace,Ford EcoBoost (Jack Roush),Ford,150.0,running,0.0,38.0
2016,5,Fontana,4.0,1.0,19.0,Daniel Suarez,Interstate Batteries (Joe Gibbs),Toyota,150.0,running,4.0,38.0
2016,5,Fontana,5.0,5.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,150.0,running,0.0,36.0
2016,5,Fontana,6.0,17.0,88.0,Kevin Harvick,Nalley Chili / Food 4 Less (JR Motorsports),Chevrolet,150.0,running,0.0,0.0
2016,5,Fontana,7.0,15.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,150.0,running,2.0,35.0
2016,5,Fontana,8.0,4.0,42.0,Kyle Larson,ENEOS (Chip Ganassi),Chevrolet,150.0,running,5.0,0.0
2016,5,Fontana,9.0,14.0,33.0,Brandon Jones,Nexteer Automotive (Richard Childress),Chevrolet,150.0,running,0.0,32.0
2016,5,Fontana,10.0,20.0,7.0,Justin Allgaier,TaxSlayer.com (JR Motorsports),Chevrolet,150.0,running,0.0,31.0
2016,5,Fontana,11.0,16.0,98.0,Aric Almirola,Ballast Point (Fred Biagi),Ford,150.0,running,3.0,0.0
2016,5,Fontana,12.0,8.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,150.0,running,0.0,29.0
2016,5,Fontana,13.0,9.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,149.0,running,0.0,28.0
2016,5,Fontana,14.0,10.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,149.0,running,0.0,27.0
2016,5,Fontana,15.0,2.0,20.0,Erik Jones,GameStop / Nyko Type Pad (Joe Gibbs),Toyota,149.0,running,0.0,26.0
2016,5,Fontana,16.0,7.0,43.0,Jeb Burton,J. Streicher & Co. (Richard Petty Motorsports),Ford,149.0,running,0.0,25.0
2016,5,Fontana,17.0,12.0,3.0,Ty Dillon,Bulwark / PAR Electric / Wishes for Warriors (Richard Childress),Chevrolet,149.0,running,0.0,24.0
2016,5,Fontana,18.0,32.0,24.0,Corey LaJoie,Youtheory (James Whitener),Toyota,149.0,running,0.0,23.0
2016,5,Fontana,19.0,19.0,4.0,Ross Chastain,Shakey's Pizza Parlor / K1 Speed (Johnny Davis),Chevrolet,149.0,running,0.0,22.0
2016,5,Fontana,20.0,11.0,22.0,Ryan Blaney,America's Tire / Discount Tire (Roger Penske),Ford,148.0,running,0.0,0.0
2016,5,Fontana,21.0,18.0,51.0,Jeremy Clements,RepairableVehicles.com (Jeremy Clements),Chevrolet,148.0,running,0.0,20.0
2016,5,Fontana,22.0,21.0,28.0,Dakoda Armstrong,Winfield (James Whitener),Toyota,148.0,running,0.0,19.0
2016,5,Fontana,23.0,27.0,0.0,Garrett Smithley,JD Motorsports 2nd Annual Car Show-Swap Meet (Johnny Davis),Chevrolet,148.0,running,0.0,18.0
2016,5,Fontana,24.0,26.0,21.0,Spencer Gallagher,Kingman Chevrolet-Buick / Allegiant Travel (Maury Gallagher),Chevrolet,148.0,running,0.0,0.0
2016,5,Fontana,25.0,24.0,1.0,Ryan Preece,Uptick Vineyards (Johnny Davis),Chevrolet,148.0,running,1.0,17.0
2016,5,Fontana,26.0,35.0,90.0,Mario Gosselin,BuckedUp Apparel (Mario Gosselin),Chevrolet,147.0,running,0.0,15.0
2016,5,Fontana,27.0,25.0,14.0,J.J. Yeley,TriStar Motorsports (Mark Smith),Toyota,147.0,running,0.0,14.0
2016,5,Fontana,28.0,31.0,52.0,Joey Gase,One Legacy / Donate Life California (Jimmy Means),Chevrolet,145.0,running,0.0,13.0
2016,5,Fontana,29.0,23.0,39.0,Ryan Sieg,RSS Racing (Rod Sieg),Chevrolet,145.0,running,0.0,12.0
2016,5,Fontana,30.0,39.0,15.0,Todd Peck,X-treme pH Sports Water (Rick Ware),Ford,141.0,running,0.0,11.0
2016,5,Fontana,31.0,40.0,25.0,Cody Ware,Lilly Trucking (Rick Ware),Chevrolet,140.0,running,0.0,10.0
2016,5,Fontana,32.0,38.0,74.0,Mike Harmon,Mike Harmon Racing (Mike Harmon),Dodge,139.0,running,0.0,9.0
2016,5,Fontana,33.0,37.0,78.0,B.J. McLeod,X-treme pH Sports Water (B.J. McLeod),Ford,95.0,engine,0.0,8.0
2016,5,Fontana,34.0,34.0,70.0,Derrike Cope,E-hydrate / Ice-Aid (Derrike Cope),Chevrolet,89.0,engine,0.0,7.0
2016,5,Fontana,35.0,36.0,97.0,Harrison Rhodes,Vroom! Brands (Victor Obaika),Chevrolet,84.0,engine,0.0,6.0
2016,5,Fontana,36.0,22.0,93.0,Dylan Lupton,RSS Racing (Rod Sieg),Chevrolet,56.0,crash,0.0,5.0
2016,5,Fontana,37.0,33.0,7.0,"Ray Black, Jr.",ScubaLife / CDA.edu (Bobby Dotter),Chevrolet,44.0,crash,0.0,4.0
