Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1990,1,Daytona,1.0,2.0,3.0,Dale Earnhardt,"GM Goodwrench (Dale Earnhardt, Inc.)",Chevrolet,120.0,34700.0,running,46.0,180.0
1990,1,Daytona,2.0,11.0,7.0,Harry Gant,Skoal / Starvin' Marvin (Ed Whitaker),Buick,120.0,24325.0,running,0.0,170.0
1990,1,Daytona,3.0,10.0,46.0,Greg Sacks,City Chevrolet (Rick Hendrick),Chevrolet,120.0,17050.0,running,5.0,165.0
1990,1,Daytona,4.0,6.0,25.0,Jimmy Hensley,Crown / Fast Fare (Don Beverley),Oldsmobile,120.0,22237.0,running,10.0,160.0
1990,1,Daytona,5.0,39.0,41.0,Elton Sawyer,"Alan Dillard, Jr.",Buick,120.0,27547.0,running,3.0,155.0
1990,1,Daytona,6.0,3.0,44.0,Bobby Labonte,Penrose Firecracker (Bob Labonte),Oldsmobile,120.0,8525.0,running,18.0,150.0
1990,1,Daytona,7.0,35.0,58.0,Ernie Irvan,Texas Pete Sauces (Rodney Franklin),Pontiac,119.0,7625.0,running,2.0,146.0
1990,1,Daytona,8.0,36.0,87.0,Joe Nemechek,Master Machine & Tool (Joe Nemechek),Buick,118.0,7070.0,running,0.0,142.0
1990,1,Daytona,9.0,13.0,32.0,Dale Jarrett,Nestle Crunch (Horace Isenhower),Pontiac,118.0,6675.0,running,32.0,138.0
1990,1,Daytona,10.0,25.0,2.0,L.D. Ottinger,Detroit Gasket (Ron Parker),Oldsmobile,118.0,18712.0,running,0.0,134.0
1990,1,Daytona,11.0,27.0,8.0,Bobby Hamilton,T.I.C / Filmar Racing (Fil Martocci),Oldsmobile,118.0,15337.0,running,0.0,130.0
1990,1,Daytona,12.0,30.0,86.0,Dana Patten,Say No To Drugs / U.S. Chrome (Dana Patten),Buick,118.0,8300.0,running,0.0,127.0
1990,1,Daytona,13.0,42.0,34.0,Clifford Allison,Gwaltney Meats (Frank Cicci),Buick,117.0,6660.0,running,0.0,124.0
1990,1,Daytona,14.0,40.0,26.0,Davey Johnson,Daily's Juices (Davey Johnson),Buick,117.0,4805.0,running,0.0,121.0
1990,1,Daytona,15.0,38.0,59.0,Robert Pressley,Alliance Training Centers (Daniel Welch),Oldsmobile,117.0,10312.0,running,0.0,118.0
1990,1,Daytona,16.0,28.0,79.0,Dave Rezendes,"K.R. Rezendes, Inc. (Dave Rezendes)",Oldsmobile,115.0,8512.0,running,0.0,115.0
