Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1989,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,9.0,17.0,Darrell Waltrip,Exxon Superflo (Darrell Waltrip),Chevrolet,120.0,34457.0,running,12.0,180.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,7.0,72.0,Rusty Wallace,Kodiak (Raymond Beadle),Pontiac,120.0,22725.0,running,14.0,170.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,2.0,25.0,Rob Moroso,Swisher Sweets (Dick Moroso),Oldsmobile,120.0,35382.0,running,56.0,165.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,27.0,3.0,Dale Earnhardt,"Lowe's Foods (Dale Earnhardt, Inc.)",Pontiac,120.0,12882.0,running,0.0,160.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,4.0,15.0,Geoffrey Bodine,Levi Garrett (Rick Hendrick),Chevrolet,120.0,10707.0,running,17.0,155.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,17.0,75.0,Rick Wilson,Food Country USA (Charlie Henderson),Oldsmobile,120.0,8075.0,running,0.0,150.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,10.0,11.0,Jack Ingram,Skoal (Jack Ingram),Chevrolet,120.0,20725.0,running,0.0,146.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,26.0,30.0,Michael Waltrip,Post Cereals (Chuck Rider),Pontiac,120.0,6732.0,running,0.0,142.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,30.0,52.0,Ken Schrader,Red Baron Frozen Pizza (Ken Schrader),Chevrolet,120.0,6057.0,running,5.0,138.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,1.0,36.0,Kenny Wallace,Cox Treated Lumber (Rusty Wallace),Pontiac,120.0,5350.0,running,4.0,134.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,25.0,6.0,Tommy Houston,Southern Biscuit Flour (Steve Arndt),Buick,120.0,16232.0,running,0.0,130.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,19.0,5.0,Ed Berrier,Commerical Management (Sam Ard),Buick,120.0,11125.0,running,0.0,127.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,5.0,32.0,Dale Jarrett,Port-A-Lube (Horace Isenhower),Pontiac,119.0,4607.0,crash,5.0,124.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,13.0,81.0,"Bobby Hillin, Jr.",Rose's Stores (Ted Conder),Buick,119.0,5082.0,running,0.0,121.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,3.0,97.0,Morgan Shepherd,Valvoline (Morgan Shepherd),Chevrolet,119.0,5182.0,running,0.0,118.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,24.0,47.0,Billy Standridge,Standridge Auto Parts (Billy Standridge),Pontiac,119.0,8900.0,running,0.0,115.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,35.0,9.0,Steve Grissom,Texas Pete Sauces (Mike Swaim),Pontiac,118.0,7925.0,running,0.0,112.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,40.0,33.0,Brad Teague,Pharo's Truck Stop (John Pharo),Oldsmobile,118.0,3800.0,running,0.0,109.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,12.0,8.0,Bobby Hamilton,Lighting & Fans (Fil Martocci),Buick,116.0,3150.0,running,0.0,106.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,34.0,2.0,L.D. Ottinger,Detroit Gasket (Ron Parker),Pontiac,114.0,8032.0,crash,2.0,103.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,8.0,1.0,Mark Martin,Carolina Ford Dealers (Bill Davis),Ford,113.0,3050.0,running,0.0,100.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,18.0,40.0,Ben Hess,Purolator (Ben Hess),Oldsmobile,113.0,3000.0,running,0.0,97.0
1989,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,22.0,42.0,Elton Sawyer,Bill Lewis,Chevrolet,111.0,7682.0,crash,2.0,94.0
