driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
Bobby Hamilton,102,10,0.09804,33,0.32353,54,0.52941,76,0.7451,12.4,1,36,12.85,1,34,16.43,1676,179,1719800,16861,86850,3925
"Bobby Hamilton, Jr.",37,0,0.0,3,0.08108,11,0.2973,20,0.54054,17.11,1,35,18.46,4,35,4.84,179,89,398450,10769,20925,5665
"Bobby Hillis, Jr.",2,0,0.0,0,0.0,0,0.0,0,0.0,33.5,32,35,32.5,31,34,0.0,0,0,15960,7980,8365,7595
Bobby Kennedy,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,37.0,37,37,0.0,0,0,0,,,
Bobby Labonte,10,1,0.1,5,0.5,5,0.5,6,0.6,16.3,5,35,14.9,1,34,8.4,84,64,159245,15925,41535,3150
Bobby Norfleet,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,32.0,32,32,0.0,0,0,7570,7570,7570,7570
Bobby Pierce,8,0,0.0,1,0.125,2,0.25,3,0.375,20.25,1,28,18.38,2,27,17.63,141,102,57387,19129,27697,14062
Bobby Regester,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,35.0,35,35,0.0,0,0,6590,6590,6590,6590
Bobby Reuse,5,0,0.0,0,0.0,0,0.0,1,0.2,26.0,13,35,24.0,17,29,0.0,0,0,0,,,
Bobby Santos III,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,34.0,34,34,0.0,0,0,7140,7140,7140,7140
Boris Jurkovic,2,0,0.0,0,0.0,0,0.0,0,0.0,23.5,17,30,23.0,21,25,0.0,0,0,19390,9695,10475,8915
Boris Said,65,1,0.01538,6,0.09231,9,0.13846,34,0.52308,17.55,1,36,19.66,1,38,2.31,150,47,558431,8591,46200,1650
Boston Reid,21,0,0.0,0,0.0,0,0.0,7,0.33333,28.38,18,35,25.05,14,36,0.14,3,3,207446,9878,14740,6990
Bow Carpenter,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,28.0,28,28,0.0,0,0,5575,5575,5575,5575
Brad Bennett,11,0,0.0,0,0.0,0,0.0,5,0.45455,22.27,14,34,24.27,14,36,0.0,0,0,79530,7230,11565,4840
Brad Foy,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,28.0,28,28,0.0,0,0,0,,,
Brad Keselowski,66,1,0.01515,10,0.15152,15,0.22727,35,0.5303,18.5,1,34,19.47,1,35,4.98,329,119,838682,12707,42875,5920
Brad Mueller,5,0,0.0,0,0.0,0,0.0,2,0.4,29.0,24,35,23.4,15,30,0.0,0,0,35185,7037,8090,5545
Brad Perez,5,0,0.0,0,0.0,0,0.0,1,0.2,30.0,18,34,27.2,20,35,0.0,0,0,0,,,
Brad Queen,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,34.0,34,34,0.0,0,0,7245,7245,7245,7245
Brad Rogers,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,19.0,19,19,0.0,0,0,8565,8565,8565,8565
Brad Sweet,18,0,0.0,0,0.0,3,0.16667,10,0.55556,17.44,4,27,18.94,8,36,0.17,3,3,175746,9764,14400,5916
Brad Teague,9,0,0.0,0,0.0,0,0.0,5,0.55556,25.67,19,32,21.56,13,34,0.0,0,0,57945,6438,10965,4825
Bradley Riethmeyer,6,0,0.0,0,0.0,0,0.0,1,0.16667,30.0,21,36,27.5,20,34,0.0,0,0,48440,8073,9255,6460
Brady Boswell,2,0,0.0,0,0.0,0,0.0,1,0.5,12.5,9,16,20.0,19,21,0.0,0,0,0,,,
Brandon Brown,22,0,0.0,1,0.04545,1,0.04545,7,0.31818,23.0,14,31,22.64,4,32,0.0,0,0,84124,10516,16339,7275
Brandon Butler,4,0,0.0,0,0.0,0,0.0,1,0.25,23.75,16,34,27.5,17,35,0.0,0,0,19650,4913,5475,4050
Brandon Duchscherer,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,34.0,34,34,0.0,0,0,8270,8270,8270,8270
Brandon Hightower,3,0,0.0,0,0.0,0,0.0,0,0.0,28.0,25,30,27.0,24,30,0.0,0,0,11591,11591,11591,11591
Brandon Jones,49,1,0.02041,14,0.28571,24,0.4898,39,0.79592,12.65,2,29,13.08,1,32,1.73,85,36,387148,15486,48318,6550
Brandon Knupp,28,0,0.0,0,0.0,0,0.0,1,0.03571,31.61,14,36,30.93,18,36,0.0,0,0,255494,9463,14975,6222
Brandon McReynolds,1,0,0.0,0,0.0,0,0.0,1,1.0,17.0,17,17,18.0,18,18,0.0,0,0,8975,8975,8975,8975
Brandon Miller,11,0,0.0,0,0.0,1,0.09091,6,0.54545,20.64,6,34,20.27,8,27,0.0,0,0,99760,9069,12325,6675
Brandon Sperling,2,0,0.0,0,0.0,0,0.0,1,0.5,29.0,27,31,24.0,18,30,0.0,0,0,11075,5538,5745,5330
Brandon Whitt,58,1,0.01724,2,0.03448,5,0.08621,30,0.51724,14.84,1,31,20.97,1,35,1.12,65,54,622025,10725,54275,5615
Brayton Laster,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,27.0,27,27,0.0,0,0,0,,,
Brendan Gaughan,217,8,0.03687,47,0.21659,80,0.36866,160,0.73733,16.82,1,36,14.55,1,36,4.76,1032,112,3164454,14583,63700,4995
Brennan Newberry,43,0,0.0,0,0.0,2,0.04651,19,0.44186,18.81,1,35,21.6,7,36,0.0,0,0,436749,10157,16075,6500
Brennan Poole,38,0,0.0,1,0.02632,4,0.10526,21,0.55263,22.97,4,35,21.26,2,38,0.0,0,0,14045,14045,14045,14045
Brent Raymer,49,0,0.0,0,0.0,0,0.0,4,0.08163,28.94,20,36,28.37,16,36,0.08,4,3,445711,9096,14280,6050
Brent Sherman,2,0,0.0,0,0.0,0,0.0,1,0.5,15.0,7,23,19.0,16,22,0.0,0,0,20585,10293,11330,9255
Bret Holmes,36,0,0.0,1,0.02778,2,0.05556,15,0.41667,25.81,6,38,22.61,3,37,0.64,23,11,0,,,
Brett Bodine,3,0,0.0,0,0.0,0,0.0,0,0.0,22.67,13,28,33.0,32,35,0.0,0,0,17435,5812,7785,4825
Brett Butler,19,0,0.0,0,0.0,0,0.0,4,0.21053,29.47,20,36,23.21,11,32,0.05,1,1,185055,9740,15275,6100
Brett Moffitt,93,13,0.13978,40,0.43011,54,0.58065,75,0.80645,8.95,1,34,11.3,1,38,13.23,1230,117,19895,9948,11260,8635
Brett Thompson,7,0,0.0,0,0.0,0,0.0,1,0.14286,29.0,22,36,25.14,20,33,0.0,0,0,61250,8750,11280,7475
Brian Brown,1,0,0.0,0,0.0,1,1.0,1,1.0,15.0,15,15,8.0,8,8,0.0,0,0,0,,,
Brian Cunningham,13,0,0.0,0,0.0,0,0.0,1,0.07692,22.15,11,36,27.31,19,40,0.0,0,0,77070,5928,11225,4350
Brian Ickler,27,0,0.0,7,0.25926,12,0.44444,19,0.7037,9.89,1,32,13.89,3,33,0.7,19,11,369940,13701,31515,8050
"Brian Johnson, Jr.",4,0,0.0,0,0.0,0,0.0,0,0.0,27.75,21,31,28.75,26,32,0.0,0,0,33950,8488,10975,7275
Brian Kaltreider,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,25.0,25,25,0.0,0,0,0,,,
Brian Keselowski,1,0,0.0,0,0.0,0,0.0,1,1.0,11.0,11,11,17.0,17,17,10.0,10,10,17891,17891,17891,17891
Brian Rose,41,0,0.0,1,0.02439,5,0.12195,16,0.39024,23.27,4,34,21.59,3,35,0.85,35,23,395855,9655,39640,5690
Brian Ross,2,0,0.0,0,0.0,0,0.0,0,0.0,22.5,16,29,28.5,26,31,0.0,0,0,12480,6240,7140,5340
Brian Scott,62,2,0.03226,11,0.17742,23,0.37097,44,0.70968,16.34,2,35,15.06,1,35,2.39,148,48,950873,15337,63175,7975
Brian Sockwell,22,0,0.0,0,0.0,0,0.0,5,0.22727,26.55,19,36,24.95,11,35,0.0,0,0,185520,8433,13615,5065
Brian Tyler,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,35.0,35,35,0.0,0,0,9090,9090,9090,9090
Brian Weber,3,0,0.0,0,0.0,0,0.0,0,0.0,33.33,30,36,28.33,25,34,0.0,0,0,22515,7505,7725,7115
Brian Winters,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,30.0,30,30,0.0,0,0,5900,5900,5900,5900
Brian Wong,2,0,0.0,0,0.0,0,0.0,2,1.0,17.0,15,19,12.0,12,12,0.0,0,0,16997,16997,16997,16997
Bruce Driver,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,27.0,27,27,0.0,0,0,4815,4815,4815,4815
Bryan Collyer,1,0,0.0,0,0.0,0,0.0,1,1.0,34.0,34,34,18.0,18,18,0.0,0,0,0,,,
Bryan Dauzat,20,0,0.0,0,0.0,1,0.05,4,0.2,30.75,21,40,28.25,8,39,0.15,3,2,7220,7220,7220,7220
Bryan Reffner,126,1,0.00794,9,0.07143,38,0.30159,80,0.63492,15.95,1,36,17.83,1,38,1.29,162,50,1079973,8571,70485,3850
Bryan Silas,85,0,0.0,0,0.0,3,0.03529,29,0.34118,25.76,10,36,23.04,7,34,0.12,10,2,878997,10341,22981,6510
Bryant Barnhill,8,0,0.0,0,0.0,0,0.0,0,0.0,28.25,23,38,30.5,22,38,0.0,0,0,0,,,
Bryce Napier,6,0,0.0,0,0.0,0,0.0,1,0.16667,29.83,28,32,25.5,20,32,0.0,0,0,0,,,
Bryson Mitchell,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,33.0,33,33,0.0,0,0,0,,,
Bubba Wallace,51,6,0.11765,16,0.31373,30,0.58824,43,0.84314,10.75,1,32,10.67,1,28,19.35,987,119,768080,17456,42095,7115
Buddy Kofoid,2,0,0.0,0,0.0,0,0.0,1,0.5,18.5,5,32,19.0,11,27,0.0,0,0,0,,,
Buddy Lazier,1,0,0.0,0,0.0,0,0.0,0,0.0,21.0,21,21,24.0,24,24,0.0,0,0,8125,8125,8125,8125
Buddy Rice,1,0,0.0,0,0.0,0,0.0,1,1.0,33.0,33,33,20.0,20,20,0.0,0,0,13315,13315,13315,13315
Bugs Hairfield,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,2500,2500,2500,2500
Burney Lamar,2,0,0.0,0,0.0,0,0.0,0,0.0,29.5,23,36,24.5,21,28,0.0,0,0,15330,7665,7740,7590
Burt Myers,1,0,0.0,0,0.0,0,0.0,1,1.0,17.0,17,17,19.0,19,19,0.0,0,0,9480,9480,9480,9480
Butch Gilliland,12,0,0.0,0,0.0,1,0.08333,4,0.33333,22.58,12,39,21.92,7,31,0.0,0,0,53375,4448,13250,1200
Butch Miller,149,1,0.00671,23,0.15436,51,0.34228,87,0.58389,20.03,1,36,18.07,1,36,0.87,130,31,1273230,8545,37000,1900
C.E. Falk,5,0,0.0,0,0.0,0,0.0,1,0.2,29.0,25,35,26.4,16,34,0.0,0,0,44515,8903,10900,7115
C.J. Faison,3,0,0.0,0,0.0,0,0.0,1,0.33333,28.33,25,31,24.67,19,30,0.0,0,0,21005,10503,10730,10275
C.J. McLaughlin,5,0,0.0,0,0.0,0,0.0,1,0.2,31.8,21,40,26.0,20,34,0.0,0,0,0,,,
Caitlin Shaw,2,0,0.0,0,0.0,0,0.0,0,0.0,32.5,32,33,27.0,24,30,0.0,0,0,16180,8090,8480,7700
Cale Gale,36,1,0.02778,3,0.08333,12,0.33333,26,0.72222,11.69,1,32,16.36,1,35,0.14,5,3,425545,12158,45025,6325
Caleb Holman,34,0,0.0,0,0.0,2,0.05882,13,0.38235,21.97,6,35,21.53,8,33,0.0,0,0,255933,9479,13241,7035
Caleb Roark,31,0,0.0,0,0.0,0,0.0,1,0.03226,29.61,25,36,30.0,19,36,0.0,0,0,213266,9272,13325,6925
Camden Murphy,29,0,0.0,0,0.0,0,0.0,4,0.13793,26.55,22,37,26.41,13,34,0.07,2,2,21107,10554,12757,8350
Cameron Dodson,4,0,0.0,0,0.0,0,0.0,0,0.0,32.0,25,35,28.25,24,30,0.0,0,0,28735,7184,7740,6140
Cameron Hayley,49,0,0.0,10,0.20408,26,0.53061,44,0.89796,9.47,2,20,11.55,2,25,2.02,99,37,446397,17169,21817,13175
Cameron Lawrence,1,0,0.0,0,0.0,0,0.0,0,0.0,7.0,7,7,36.0,36,36,0.0,0,0,0,,,
Carl Edwards,60,6,0.1,24,0.4,35,0.58333,46,0.76667,8.27,1,31,11.82,1,36,9.75,585,119,1118825,18647,86760,6040
Carl Long,20,0,0.0,0,0.0,0,0.0,5,0.25,26.35,9,35,26.55,11,36,0.05,1,1,171247,8562,13825,4700
Carlos Contreras,75,0,0.0,0,0.0,5,0.06667,44,0.58667,18.99,6,34,19.4,7,33,0.09,7,3,682770,9616,18150,5515
Carlos Serrano,6,0,0.0,0,0.0,0,0.0,2,0.33333,27.17,18,32,23.83,14,31,0.0,0,0,17400,2900,4600,1550
Carson Hocevar,77,4,0.05195,21,0.27273,33,0.42857,57,0.74026,10.78,1,33,13.32,1,35,7.79,600,65,0,,,
Carson Kvapil,1,0,0.0,0,0.0,0,0.0,1,1.0,27.0,27,27,12.0,12,12,0.0,0,0,0,,,
Carson Ware,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,30.0,30,30,0.0,0,0,0,,,
Casey Atwood,4,0,0.0,0,0.0,0,0.0,2,0.5,27.75,25,30,19.75,11,32,0.0,0,0,39030,9758,16365,3700
Casey Kingsland,4,0,0.0,0,0.0,0,0.0,0,0.0,34.75,33,36,31.75,28,36,0.0,0,0,34883,8721,10965,6613
Casey Roderick,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,29.0,29,29,0.0,0,0,8100,8100,8100,8100
Casey Smith,2,0,0.0,0,0.0,0,0.0,0,0.0,26.5,24,29,22.5,22,23,0.0,0,0,0,,,
Chad Blount,1,0,0.0,0,0.0,0,0.0,0,0.0,9.0,9,9,25.0,25,25,0.0,0,0,7435,7435,7435,7435
Chad Boat,4,0,0.0,0,0.0,1,0.25,2,0.5,19.25,14,24,19.25,9,31,0.0,0,0,51693,12923,16579,8964
Chad Chaffin,116,2,0.01724,11,0.09483,29,0.25,67,0.57759,15.62,1,36,18.14,1,36,1.93,224,80,1339153,11544,55260,5535
Chad Chastain,5,0,0.0,0,0.0,0,0.0,0,0.0,29.2,22,33,31.6,30,34,0.0,0,0,0,,,
Chad Finley,9,0,0.0,0,0.0,1,0.11111,2,0.22222,18.89,12,30,23.33,6,32,0.0,0,0,28817,14409,15607,13210
Chad Frewaldt,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,29.0,29,29,0.0,0,0,7460,7460,7460,7460
Chad Hackenbracht,4,0,0.0,1,0.25,1,0.25,3,0.75,13.5,8,21,15.0,2,26,0.0,0,0,73220,18305,41875,9050
Chad Little,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,32.0,32,32,0.0,0,0,1400,1400,1400,1400
Chad McCumbee,105,0,0.0,3,0.02857,17,0.1619,56,0.53333,19.18,2,36,19.65,2,35,0.67,70,17,1237158,11782,35675,6240
Chandler Smith,62,5,0.08065,24,0.3871,35,0.56452,47,0.75806,9.27,1,31,12.45,1,40,12.18,755,176,0,,,
Charles Lewandoski,8,0,0.0,0,0.0,0,0.0,0,0.0,28.63,25,32,31.38,29,34,0.0,0,0,65585,8198,10305,7035
"Charles Morgan, Jr.",1,0,0.0,0,0.0,0,0.0,1,1.0,23.0,23,23,18.0,18,18,0.0,0,0,8345,8345,8345,8345
Charlie Bradberry,11,0,0.0,0,0.0,0,0.0,2,0.18182,27.36,11,36,28.18,16,36,0.0,0,0,74737,6794,10690,5165
Charlie Cragan,9,0,0.0,0,0.0,0,0.0,5,0.55556,22.33,10,33,22.33,14,35,0.0,0,0,40600,4511,8350,3050
Charlie Vest,2,0,0.0,0,0.0,0,0.0,1,0.5,33.0,30,36,26.5,20,33,0.0,0,0,17410,8705,9575,7835
Chase Austin,3,0,0.0,0,0.0,0,0.0,1,0.33333,24.0,22,26,23.67,13,35,0.0,0,0,34560,11520,15430,7900
Chase Briscoe,29,2,0.06897,12,0.41379,18,0.62069,26,0.89655,8.38,1,33,9.31,1,36,15.0,435,93,0,,,
Chase Elliott,18,3,0.16667,11,0.61111,15,0.83333,17,0.94444,9.67,1,26,7.72,1,31,22.89,412,109,148465,16496,53385,7160
Chase Janes,4,0,0.0,0,0.0,0,0.0,0,0.0,33.25,27,36,28.75,25,36,0.0,0,0,0,,,
Chase Mattioli,6,0,0.0,0,0.0,0,0.0,0,0.0,30.67,25,35,30.33,24,34,0.0,0,0,47575,7929,10400,5975
Chase Miller,13,0,0.0,0,0.0,1,0.07692,4,0.30769,16.54,3,33,25.46,10,35,0.0,0,0,131955,10150,15375,7040
Chase Montgomery,53,0,0.0,0,0.0,0,0.0,21,0.39623,25.55,2,34,23.4,12,36,0.0,0,0,509992,9622,16265,5615
Chase Pistone,6,0,0.0,0,0.0,1,0.16667,4,0.66667,17.33,5,25,19.0,9,35,0.0,0,0,55050,9175,11290,5365
Chase Purdy,75,0,0.0,3,0.04,16,0.21333,46,0.61333,17.17,1,33,18.43,2,40,0.53,40,11,0,,,
Chris Cockrum,10,0,0.0,0,0.0,0,0.0,2,0.2,32.2,24,35,25.6,15,35,0.0,0,0,108270,10827,14785,7925
Chris Eggleston,10,0,0.0,0,0.0,1,0.1,7,0.7,14.2,4,24,17.5,10,30,0.7,7,4,60025,10004,11275,7850
Chris Fontaine,59,0,0.0,0,0.0,3,0.05085,25,0.42373,24.03,6,36,22.9,7,36,0.39,23,15,527849,9959,18939,6292
Chris Hacker,15,0,0.0,0,0.0,0,0.0,3,0.2,31.4,26,37,26.4,12,37,0.0,0,0,0,,,
Chris Horn,29,0,0.0,0,0.0,0,0.0,8,0.27586,23.83,5,37,25.83,14,37,0.1,3,3,251445,8671,12490,6020
Chris Jones,77,0,0.0,0,0.0,0,0.0,2,0.02597,28.47,12,36,31.27,20,36,0.08,6,3,649112,8430,15280,5975
Chris Lafferty,29,0,0.0,0,0.0,0,0.0,0,0.0,33.45,27,36,32.38,24,36,0.0,0,0,225613,7780,10885,6025
Chris Lawson,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,7980,7980,7980,7980
Chris Wimmer,22,0,0.0,0,0.0,0,0.0,4,0.18182,29.55,17,36,28.73,17,36,0.0,0,0,171203,8153,11790,5340
Chris Windom,6,0,0.0,0,0.0,0,0.0,3,0.5,20.5,8,32,21.67,14,32,0.0,0,0,0,,,
Chrissy Wallace,7,0,0.0,0,0.0,0,0.0,4,0.57143,27.14,12,35,22.71,13,33,0.0,0,0,74715,10674,16755,8510
Christian Eckes,91,5,0.05495,30,0.32967,51,0.56044,74,0.81319,8.59,1,35,11.64,1,35,8.47,771,150,0,,,
Christian Rose,2,0,0.0,0,0.0,0,0.0,1,0.5,33.5,32,35,24.0,16,32,0.0,0,0,0,,,
Christopher Bell,56,7,0.125,27,0.48214,42,0.75,49,0.875,7.38,1,21,8.57,1,32,21.68,1214,106,138410,19773,37273,15188
Chuck Bown,35,0,0.0,4,0.11429,13,0.37143,27,0.77143,17.0,1,33,14.51,2,34,3.6,126,116,318540,9101,22775,5440
Chuck Hossfeld,10,0,0.0,0,0.0,1,0.1,6,0.6,15.8,9,21,21.1,10,31,0.1,1,1,101160,10116,13065,7490
Claire Decker,2,0,0.0,0,0.0,0,0.0,0,0.0,31.5,31,32,29.5,27,32,0.0,0,0,0,,,
Clay Brown,1,0,0.0,0,0.0,0,0.0,1,1.0,22.0,22,22,17.0,17,17,0.0,0,0,6065,6065,6065,6065
Clay Collier,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,28.0,28,28,0.0,0,0,5340,5340,5340,5340
Clay Greenfield,71,0,0.0,0,0.0,2,0.02817,18,0.25352,26.54,3,40,24.59,8,36,0.01,1,1,293197,9162,15650,6250
Clay Rogers,36,0,0.0,2,0.05556,3,0.08333,20,0.55556,22.67,12,36,19.83,3,36,0.06,2,2,393125,10920,36500,6650
Clay Young,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,34.0,34,34,0.0,0,0,5190,5190,5190,5190
Clint Bowyer,14,3,0.21429,9,0.64286,10,0.71429,11,0.78571,7.64,1,32,10.07,1,35,45.5,637,124,288280,22175,67550,6975
Codie Rohrbaugh,37,0,0.0,2,0.05405,5,0.13514,15,0.40541,23.14,7,38,23.24,3,39,0.0,0,0,0,,,
Cody Cambensy,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,32.0,32,32,0.0,0,0,6375,6375,6375,6375
Cody Coughlin,53,0,0.0,1,0.01887,9,0.16981,42,0.79245,14.51,2,30,16.36,3,31,0.23,12,9,28799,14400,15988,12811
Cody Erickson,5,0,0.0,0,0.0,0,0.0,0,0.0,30.0,24,34,25.2,22,30,0.0,0,0,18954,9477,11654,7300
Cody McMahan,2,0,0.0,0,0.0,0,0.0,0,0.0,31.5,31,32,30.5,29,32,0.0,0,0,0,,,
Cody Ware,7,0,0.0,0,0.0,0,0.0,2,0.28571,28.0,23,32,23.14,17,30,0.0,0,0,34912,11637,12964,9845
Colby Howard,51,0,0.0,1,0.01961,4,0.07843,26,0.5098,21.98,5,36,21.04,4,38,0.24,12,9,0,,,
Cole Custer,42,2,0.04762,9,0.21429,24,0.57143,34,0.80952,9.17,1,28,11.95,1,29,13.07,549,148,338159,17798,48120,7050
Cole Whitt,28,0,0.0,2,0.07143,11,0.39286,22,0.78571,13.75,1,33,14.11,2,32,2.43,68,30,341135,12635,32350,7860
Colin Braun,53,1,0.01887,12,0.22642,23,0.43396,38,0.71698,8.28,1,22,15.0,1,35,2.62,139,43,822928,15527,52225,5950
Colin Garrett,3,0,0.0,0,0.0,0,0.0,1,0.33333,23.33,20,25,21.67,20,24,0.0,0,0,0,,,
Colt Gilliam,1,0,0.0,0,0.0,0,0.0,0,0.0,16.0,16,16,27.0,27,27,0.0,0,0,0,,,
Conner Jones,9,0,0.0,0,0.0,0,0.0,4,0.44444,24.33,15,31,24.67,15,34,0.0,0,0,0,,,
Connor Mosack,2,0,0.0,0,0.0,0,0.0,0,0.0,16.0,11,21,32.5,31,34,0.0,0,0,0,,,
Conor Daly,3,0,0.0,0,0.0,0,0.0,2,0.66667,27.0,18,36,25.33,18,40,0.0,0,0,0,,,
Conrad Burr,11,0,0.0,0,0.0,0,0.0,2,0.18182,31.36,25,36,25.55,15,34,0.0,0,0,83485,7590,11365,5215
Corey Heim,41,5,0.12195,18,0.43902,29,0.70732,33,0.80488,8.02,1,28,10.39,1,34,16.63,682,82,0,,,
Corey LaJoie,4,0,0.0,0,0.0,1,0.25,3,0.75,17.5,5,29,16.5,10,23,4.75,19,19,23350,11675,12685,10665
Cory Kruseman,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,31.0,31,31,0.0,0,0,6430,6430,6430,6430
Cory Roper,46,0,0.0,1,0.02174,3,0.06522,16,0.34783,24.74,5,37,23.46,3,40,0.0,0,0,0,,,
Coy Gibbs,58,0,0.0,6,0.10345,21,0.36207,43,0.74138,18.81,2,33,15.0,2,34,1.78,103,53,664585,11458,41525,5865
Craig Goess,11,0,0.0,0,0.0,2,0.18182,6,0.54545,23.18,11,31,18.18,9,24,0.0,0,0,125925,11448,14825,9075
Craig Wood,2,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,30.5,29,32,0.0,0,0,13100,6550,7860,5240
Curtis Markham,11,0,0.0,0,0.0,1,0.09091,5,0.45455,15.55,3,32,23.27,9,34,0.0,0,0,71705,6519,12525,3555
D.J. Hoelzle,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,25.0,25,25,0.0,0,0,5915,5915,5915,5915
D.J. Kennington,12,0,0.0,0,0.0,0,0.0,6,0.5,23.92,13,35,20.33,12,36,0.08,1,1,26913,8971,10960,7153
Dakoda Armstrong,44,0,0.0,2,0.04545,5,0.11364,31,0.70455,20.18,8,36,17.45,3,35,0.05,2,1,487105,11071,19485,7150
Dale Quarterley,2,0,0.0,0,0.0,0,0.0,0,0.0,30.5,28,33,31.5,28,35,0.0,0,0,0,,,
Dale Shaw,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,33.0,33,33,0.0,0,0,6690,6690,6690,6690
Dalton Sargeant,22,0,0.0,1,0.04545,6,0.27273,19,0.86364,13.91,2,32,14.86,3,30,1.5,33,24,53240,13310,14482,11345
Damon Lusk,6,0,0.0,0,0.0,0,0.0,4,0.66667,27.17,21,32,21.0,11,36,0.0,0,0,58652,9775,14290,5547
Dan Brode,2,0,0.0,0,0.0,0,0.0,0,0.0,31.5,30,33,30.0,30,30,0.0,0,0,19535,9768,10255,9280
Dan Corcoran,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,27.0,27,27,0.0,0,0,0,,,
Dan Obrist,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,22.0,22,22,0.0,0,0,3950,3950,3950,3950
Dan Press,19,0,0.0,1,0.05263,1,0.05263,5,0.26316,20.84,10,32,23.05,3,33,0.05,1,1,113625,5980,12775,3675
Dana White,27,0,0.0,0,0.0,0,0.0,1,0.03704,34.0,22,36,30.63,20,36,0.0,0,0,204460,7573,10600,5240
Dane Pitarresi,2,0,0.0,0,0.0,0,0.0,0,0.0,29.5,27,32,25.0,25,25,0.0,0,0,14315,7158,7745,6570
Daniel Brown,1,0,0.0,0,0.0,0,0.0,0,0.0,21.0,21,21,27.0,27,27,0.0,0,0,15291,15291,15291,15291
Daniel Dye,23,0,0.0,0,0.0,1,0.04348,11,0.47826,19.61,5,36,20.17,6,32,0.22,5,5,0,,,
Daniel Hemric,50,0,0.0,15,0.3,30,0.6,41,0.82,11.32,2,20,11.14,2,32,2.74,137,38,426773,16414,27034,6535
Daniel Pope,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,29.0,29,29,0.0,0,0,7500,7500,7500,7500
Daniel Sasnett,3,0,0.0,0,0.0,0,0.0,0,0.0,30.67,30,31,28.33,26,30,0.0,0,0,0,,,
Daniel Suarez,28,1,0.03571,10,0.35714,16,0.57143,22,0.78571,8.93,1,30,11.71,1,31,9.39,263,77,301253,21518,42737,11202
Danny Bagwell,3,0,0.0,0,0.0,0,0.0,0,0.0,32.0,31,33,30.67,30,31,0.0,0,0,18065,6022,6575,4940
Danny Bohn,35,0,0.0,0,0.0,5,0.14286,15,0.42857,23.23,11,32,22.63,7,38,0.0,0,0,0,,,
Danny Efland,10,0,0.0,0,0.0,0,0.0,1,0.1,29.5,25,34,30.5,20,33,0.0,0,0,87110,8711,10935,6865
Danny Hieber,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,22.0,22,22,0.0,0,0,5975,5975,5975,5975
"Danny O'Quinn, Jr.",2,0,0.0,0,0.0,1,0.5,2,1.0,12.5,12,13,13.5,10,17,0.0,0,0,14250,7125,9800,4450
Dario Franchitti,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,33.0,33,33,0.0,0,0,5975,5975,5975,5975
Darrell Waltrip,17,0,0.0,1,0.05882,8,0.47059,11,0.64706,16.24,2,31,16.06,5,35,0.0,0,0,102425,6025,10800,1450
Darren Law,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,29.0,29,29,0.0,0,0,5420,5420,5420,5420
