driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
"Darwin Peters, Jr.",1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,17.0,17,17,0.0,0,0,0,,,
Dave Ashley,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,30.0,30,30,0.0,0,0,1325,1325,1325,1325
Dave Blaney,3,0,0.0,0,0.0,3,1.0,3,1.0,5.33,5,6,8.33,6,10,0.67,2,2,37275,12425,16275,7550
Dave Goulet,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,22.0,22,22,0.0,0,0,5025,5025,5025,5025
Dave Mader III,2,0,0.0,0,0.0,0,0.0,0,0.0,29.5,23,36,33.0,31,35,0.0,0,0,11520,5760,6550,4970
Dave Marcis,1,0,0.0,0,0.0,1,1.0,1,1.0,10.0,10,10,7.0,7,7,0.0,0,0,3200,3200,3200,3200
Dave Rezendes,64,3,0.04688,11,0.17188,29,0.45313,47,0.73438,17.09,1,37,14.09,1,32,2.14,137,42,555683,8683,44550,2400
Dave Smith,6,0,0.0,0,0.0,0,0.0,0,0.0,22.5,19,29,28.0,23,37,0.0,0,0,25250,4208,6100,1650
Dave Stacy,1,0,0.0,0,0.0,0,0.0,1,1.0,27.0,27,27,17.0,17,17,0.0,0,0,4200,4200,4200,4200
David Donohue,3,0,0.0,0,0.0,0,0.0,0,0.0,21.0,17,28,28.0,21,35,0.0,0,0,25770,8590,11165,6340
David Froelich. Jr.,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,28.0,28,28,0.0,0,0,8140,8140,8140,8140
David Gilliland,22,0,0.0,3,0.13636,6,0.27273,12,0.54545,13.18,1,35,18.27,3,39,2.5,55,30,132782,13278,22729,7795
David Gravel,2,0,0.0,0,0.0,1,0.5,1,0.5,18.5,12,25,22.5,10,35,0.0,0,0,0,,,
David Green,11,0,0.0,1,0.09091,3,0.27273,10,0.90909,11.0,2,29,15.55,5,34,0.27,3,3,111100,10100,25400,3100
David Levine,1,0,0.0,0,0.0,0,0.0,1,1.0,22.0,22,22,17.0,17,17,0.0,0,0,16355,16355,16355,16355
David Mayhew,13,0,0.0,2,0.15385,4,0.30769,10,0.76923,13.54,1,27,14.38,3,29,2.0,26,21,153050,11773,28150,7325
David Ragan,31,0,0.0,1,0.03226,9,0.29032,17,0.54839,19.32,1,35,19.77,5,35,2.48,77,59,291130,10039,23675,5365
David Reutimann,79,1,0.01266,17,0.21519,38,0.48101,59,0.74684,11.25,1,33,14.16,1,36,4.59,363,63,1076379,13625,52110,5390
David Starr,317,4,0.01262,48,0.15142,117,0.36909,232,0.73186,17.09,1,36,14.89,1,36,1.94,616,170,4108412,12960,54210,4240
David Stover,7,0,0.0,0,0.0,0,0.0,2,0.28571,25.57,23,30,25.43,17,35,0.0,0,0,57505,8215,10165,6720
David Stremme,4,0,0.0,0,0.0,1,0.25,2,0.5,25.5,21,30,22.0,9,34,0.0,0,0,34685,8671,10750,6965
Davy Jones,2,0,0.0,0,0.0,0,0.0,1,0.5,18.0,17,19,20.5,13,28,0.0,0,0,6325,3163,4400,1925
Dawson Cram,31,0,0.0,0,0.0,0,0.0,7,0.22581,30.16,23,39,25.03,13,35,0.1,3,3,0,,,
Dean Thompson,47,0,0.0,2,0.04255,5,0.10638,15,0.31915,22.15,4,36,23.68,3,36,0.0,0,0,0,,,
Deborah Renshaw,38,0,0.0,0,0.0,0,0.0,8,0.21053,29.13,8,36,25.71,12,36,0.05,2,1,336672,8860,13965,5440
Dennis Dyer,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,26.0,26,26,0.0,0,0,1550,1550,1550,1550
Dennis Hannel,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,35.0,35,35,0.0,0,0,4515,4515,4515,4515
Dennis Setzer,314,18,0.05732,82,0.26115,160,0.50955,251,0.79936,14.69,1,37,12.93,1,36,6.4,2011,177,4909433,15635,83000,1400
Dennis Wooldridge,3,0,0.0,0,0.0,0,0.0,2,0.66667,17.67,11,23,19.33,15,24,0.0,0,0,7325,2442,2925,1850
Denny Hamlin,16,2,0.125,5,0.3125,10,0.625,14,0.875,11.31,1,28,9.94,1,23,16.94,271,68,215410,13463,32000,6090
Derek Griffith,1,0,0.0,0,0.0,0,0.0,0,0.0,11.0,11,11,26.0,26,26,0.0,0,0,0,,,
Derek Kraus,76,0,0.0,4,0.05263,27,0.35526,53,0.69737,14.51,1,36,16.14,2,38,1.76,134,48,0,,,
Derek Lemke,2,0,0.0,0,0.0,0,0.0,0,0.0,32.0,31,33,32.0,31,33,0.0,0,0,0,,,
"Derek Scott, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,25.0,25,25,0.0,0,0,0,,,
Derek White,6,0,0.0,0,0.0,0,0.0,0,0.0,31.5,26,35,26.17,21,33,0.0,0,0,58760,9793,12035,8005
Derrick Gilchrist,1,0,0.0,0,0.0,0,0.0,1,1.0,35.0,35,35,17.0,17,17,0.0,0,0,6965,6965,6965,6965
Derrick Kelley,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,26.0,26,26,0.0,0,0,10065,10065,10065,10065
Derrike Cope,15,0,0.0,0,0.0,1,0.06667,3,0.2,27.4,13,36,25.13,7,36,0.0,0,0,146723,9782,16825,3085
Devin Dodson,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,30.0,30,30,0.0,0,0,0,,,
Devin Jones,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,24.0,24,24,0.0,0,0,10725,10725,10725,10725
Devon Rouse,2,0,0.0,0,0.0,0,0.0,1,0.5,36.0,33,39,24.0,18,30,0.0,0,0,0,,,
Dexter Bean,3,0,0.0,0,0.0,0,0.0,1,0.33333,30.0,27,36,23.0,17,27,0.0,0,0,29390,9797,11130,8855
Dexter Stacey,2,0,0.0,0,0.0,0,0.0,0,0.0,28.5,25,32,26.5,24,29,0.0,0,0,28138,14069,16044,12094
Dillon Oliver,5,0,0.0,0,0.0,0,0.0,0,0.0,30.8,25,36,28.2,22,36,0.0,0,0,38131,7626,8530,5891
Dillon Steuer,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,32.0,32,32,0.0,0,0,0,,,
Dirk Stephens,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,27.0,27,27,0.0,0,0,1700,1700,1700,1700
Dominic Dobson,10,0,0.0,0,0.0,0,0.0,2,0.2,26.0,3,34,26.8,17,35,0.1,1,1,58230,5823,10100,4675
Dominick Casola,2,0,0.0,0,0.0,0,0.0,0,0.0,33.5,32,35,28.5,28,29,0.0,0,0,16685,8343,9725,6960
Dominique Van Wieringen,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,31.0,31,31,0.0,0,0,0,,,
Donnie Levister,2,0,0.0,0,0.0,0,0.0,0,0.0,28.5,27,30,27.5,25,30,0.0,0,0,0,,,
Donnie Neuenberger,25,0,0.0,0,0.0,2,0.08,5,0.2,28.8,12,36,26.56,9,36,0.08,2,2,248174,9927,14135,6490
Donny Lia,39,1,0.02564,1,0.02564,4,0.10256,24,0.61538,20.0,3,36,19.1,1,34,0.03,1,1,446400,11446,45500,6225
"Donny Ling, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,27.0,27,27,0.0,0,0,4725,4725,4725,4725
Donny Morelock,7,0,0.0,0,0.0,0,0.0,1,0.14286,26.57,22,34,28.43,19,35,0.0,0,0,62170,8881,10990,5850
Donny Schatz,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,32.0,32,32,0.0,0,0,0,,,
Dorsey Schroeder,4,0,0.0,1,0.25,1,0.25,2,0.5,10.25,2,15,16.25,4,27,0.25,1,1,25945,6486,9200,4075
Doug Coby,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,12.0,12,12,0.0,0,0,0,,,
Doug George,56,0,0.0,1,0.01786,10,0.17857,34,0.60714,24.2,10,37,19.32,5,36,0.0,0,0,383272,6844,14375,4100
Doug Keller,17,0,0.0,0,0.0,0,0.0,3,0.17647,29.88,23,36,25.06,17,33,0.0,0,0,141565,8327,12190,5090
Doug Mahlik,1,0,0.0,0,0.0,0,0.0,1,1.0,36.0,36,36,20.0,20,20,0.0,0,0,8940,8940,8940,8940
"Doug Thorpe, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,25.0,25,25,0.0,0,0,3650,3650,3650,3650
Drew Dollar,8,0,0.0,0,0.0,1,0.125,3,0.375,16.88,10,23,24.75,10,35,0.0,0,0,0,,,
Drew Herring,1,0,0.0,0,0.0,1,1.0,1,1.0,17.0,17,17,7.0,7,7,19.0,19,19,11150,11150,11150,11150
Duane Bischoff,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,25.0,25,25,0.0,0,0,8455,8455,8455,8455
Dustin Hapka,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,27.0,27,27,0.0,0,0,7275,7275,7275,7275
Dustin Skinner,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,6260,6260,6260,6260
Dusty Davis,8,0,0.0,0,0.0,0,0.0,3,0.375,21.0,15,36,23.38,13,34,0.0,0,0,81735,10217,12925,7600
Dylan Lupton,15,0,0.0,1,0.06667,4,0.26667,10,0.66667,21.27,9,36,17.73,5,32,0.07,1,1,0,,,
Dylan Westbrook,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,17.0,17,17,0.0,0,0,0,,,
Ed Berrier,1,0,0.0,0,0.0,0,0.0,1,1.0,4.0,4,4,13.0,13,13,0.0,0,0,14765,14765,14765,14765
Ed Jones,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,36.0,36,36,0.0,0,0,0,,,
Eddie MacDonald,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,30.0,30,30,0.0,0,0,7655,7655,7655,7655
Eliseo Salazar,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,17.0,17,17,0.0,0,0,6475,6475,6475,6475
Elliott Sadler,20,1,0.05,4,0.2,10,0.5,14,0.7,6.55,1,22,14.65,1,30,14.45,289,53,252025,12601,45700,5365
Emerson Newton-John,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,31.0,31,31,0.0,0,0,6885,6885,6885,6885
Enrique Contreras III,3,0,0.0,0,0.0,0,0.0,2,0.66667,30.33,29,32,22.67,20,28,0.0,0,0,10250,10250,10250,10250
Eric Caudell,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,28.0,28,28,0.0,0,0,7250,7250,7250,7250
Eric Jones,27,0,0.0,0,0.0,1,0.03704,11,0.40741,25.48,7,36,22.41,6,36,0.0,0,0,243600,9022,12815,5715
Eric Norris,19,0,0.0,0,0.0,0,0.0,6,0.31579,24.58,12,36,25.89,12,37,0.05,1,1,162590,8557,13690,4350
Erik Darnell,77,2,0.02597,16,0.20779,32,0.41558,56,0.72727,12.21,1,36,14.19,1,35,5.14,396,92,1239120,16304,58375,7265
Erik Jones,42,7,0.16667,20,0.47619,35,0.83333,39,0.92857,6.98,1,36,6.95,1,29,31.19,1310,151,991408,24785,64245,6205
Erin Crocker,29,0,0.0,0,0.0,0,0.0,5,0.17241,24.0,2,34,26.24,14,36,0.0,0,0,286165,9868,17560,6190
Ernest Winslow,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,26.0,26,26,0.0,0,0,1800,1800,1800,1800
Ernie Cope,10,0,0.0,0,0.0,0,0.0,2,0.2,24.9,17,31,25.7,19,32,0.0,0,0,47608,4761,6500,3675
Ernie Irvan,12,0,0.0,7,0.58333,8,0.66667,8,0.66667,12.42,2,22,12.33,2,36,20.17,242,76,152850,12738,28775,1450
Frank Davis,3,0,0.0,0,0.0,0,0.0,1,0.33333,26.67,23,33,22.0,19,24,0.0,0,0,6000,2000,2100,1900
"Frank Deiny, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,34.0,34,34,0.0,0,0,10455,10455,10455,10455
Frank Kimmel,14,0,0.0,0,0.0,2,0.14286,7,0.5,26.79,16,40,19.79,8,33,0.43,6,6,121280,8663,19700,2000
Frank Kreyer,2,0,0.0,0,0.0,0,0.0,0,0.0,24.5,22,27,31.0,28,34,0.0,0,0,14950,7475,7900,7050
Frog Hall,7,0,0.0,0,0.0,0,0.0,1,0.14286,32.43,28,36,29.14,20,35,0.0,0,0,58275,8325,9645,6865
"G.J. Mennen, Jr.",3,0,0.0,0,0.0,0,0.0,0,0.0,32.0,31,34,26.0,22,33,0.0,0,0,29345,9782,14640,5565
G.R. Smith,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,36.0,36,36,0.0,0,0,6619,6619,6619,6619
G.T. Tallas,2,0,0.0,0,0.0,0,0.0,0,0.0,29.0,22,36,28.0,22,34,0.0,0,0,3250,1625,1850,1400
Gabi DiCarlo,3,0,0.0,0,0.0,0,0.0,2,0.66667,25.67,22,32,20.33,18,24,0.0,0,0,30640,10213,11330,8355
Garrett Evans,2,0,0.0,0,0.0,0,0.0,0,0.0,28.0,20,36,36.0,36,36,0.0,0,0,3050,1525,1650,1400
Garrett Liberty,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,31.0,31,31,0.0,0,0,7260,7260,7260,7260
Garrett Smithley,10,0,0.0,0,0.0,0,0.0,6,0.6,25.0,18,32,21.0,14,36,0.0,0,0,58466,14617,15795,12799
Gary Collins,4,0,0.0,0,0.0,1,0.25,3,0.75,16.75,14,19,17.75,10,21,0.0,0,0,10775,2694,3250,2075
Gary Herrin,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,21.0,21,21,0.0,0,0,2075,2075,2075,2075
Gary Higgs,2,0,0.0,0,0.0,0,0.0,0,0.0,20.5,15,26,29.5,27,32,0.0,0,0,9990,4995,5300,4690
Gary Klutt,3,0,0.0,0,0.0,0,0.0,2,0.66667,13.33,11,15,15.67,11,24,0.0,0,0,0,,,
Gary Lloyd,4,0,0.0,0,0.0,0,0.0,0,0.0,26.75,22,31,28.5,25,31,0.0,0,0,12500,3125,3925,1450
Gary St. Amant,5,0,0.0,0,0.0,0,0.0,1,0.2,18.0,7,32,24.0,11,31,0.0,0,0,22205,4441,7910,1400
Gene Christensen,6,0,0.0,0,0.0,0,0.0,0,0.0,34.0,30,35,33.83,30,36,0.0,0,0,48490,8082,10690,6790
Geoffrey Bodine,22,0,0.0,6,0.27273,9,0.40909,11,0.5,14.77,1,32,16.82,2,39,8.0,176,97,182775,8308,16450,1950
German Quiroga,53,0,0.0,5,0.09434,19,0.35849,40,0.75472,14.11,1,28,14.77,2,35,1.7,90,56,639150,12783,43585,7495
Gilbert King,1,0,0.0,0,0.0,0,0.0,0,0.0,25.0,25,25,29.0,29,29,0.0,0,0,5315,5315,5315,5315
Grant Enfinger,173,10,0.0578,58,0.33526,102,0.5896,152,0.87861,10.32,1,31,10.4,1,38,6.54,1131,95,59527,9921,11900,6702
Grant Galloway,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,27.0,27,27,0.0,0,0,9325,9325,9325,9325
Gray Gaulding,19,0,0.0,1,0.05263,2,0.10526,10,0.52632,12.68,2,32,20.05,4,34,0.74,14,9,168570,12967,21525,9085
Greg Biffle,83,17,0.20482,43,0.51807,55,0.66265,70,0.84337,7.57,1,24,9.13,1,36,24.73,2053,192,1611160,19891,77085,3555
Greg Marlowe,2,0,0.0,0,0.0,0,0.0,1,0.5,32.0,26,38,22.0,15,29,0.0,0,0,9575,4788,5750,3825
Greg Pursley,4,0,0.0,0,0.0,1,0.25,2,0.5,13.0,6,16,21.5,8,33,0.0,0,0,32400,8100,8925,7425
Greg Rayl,2,0,0.0,0,0.0,0,0.0,0,0.0,28.0,27,29,30.0,28,32,0.0,0,0,0,,,
Greg Sacks,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,32.0,32,32,0.0,0,0,9140,9140,9140,9140
Greg Seevers,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,32.0,32,32,0.0,0,0,7000,7000,7000,7000
Greg Van Alst,5,0,0.0,0,0.0,0,0.0,0,0.0,29.8,26,36,32.4,26,36,0.0,0,0,0,,,
Gus Dean,26,0,0.0,0,0.0,0,0.0,16,0.61538,19.58,8,34,20.85,13,34,0.35,9,5,0,,,
Hailie Deegan,69,0,0.0,0,0.0,5,0.07246,36,0.52174,19.29,4,35,21.29,6,36,0.03,2,2,0,,,
Hal Martin,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,26.0,26,26,0.0,0,0,9105,9105,9105,9105
"Hank Parker, Jr.",29,0,0.0,2,0.06897,6,0.2069,19,0.65517,15.1,4,35,17.24,3,35,1.17,34,34,319240,11008,24415,5190
Harrison Burton,40,0,0.0,11,0.275,18,0.45,35,0.875,10.15,1,32,11.5,3,31,2.2,88,46,0,,,
Harry Gant,11,0,0.0,0,0.0,4,0.36364,7,0.63636,18.36,8,37,16.18,8,31,3.55,39,39,59600,5418,12550,3950
Hermie Sadler,15,0,0.0,1,0.06667,1,0.06667,10,0.66667,24.0,3,36,19.33,5,35,0.73,11,9,117785,7852,11870,2800
Howard Bixman,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,8065,8065,8065,8065
Howie DiSavino III,5,0,0.0,0,0.0,0,0.0,0,0.0,31.2,25,35,26.6,22,34,0.0,0,0,0,,,
J.C. Stout,35,0,0.0,0,0.0,0,0.0,3,0.08571,31.63,22,36,29.2,13,36,0.0,0,0,307847,8796,13330,5910
J.D. Gibbs,8,0,0.0,0,0.0,0,0.0,0,0.0,23.0,19,31,28.63,23,36,0.0,0,0,56915,7114,10170,5215
J.J. Yeley,36,0,0.0,0,0.0,2,0.05556,8,0.22222,26.42,18,36,26.61,9,36,0.08,3,2,200354,9541,14075,6860
J.R. Fitzpatrick,16,0,0.0,1,0.0625,1,0.0625,6,0.375,18.94,6,31,20.75,4,34,1.06,17,17,196953,12310,34980,7130
J.R. Heffner,4,0,0.0,0,0.0,0,0.0,2,0.5,15.75,4,23,20.0,15,24,0.0,0,0,16660,8330,9210,7450
J.R. Norris,2,0,0.0,0,0.0,0,0.0,2,1.0,12.5,12,13,18.0,16,20,0.0,0,0,23700,11850,12100,11600
J.R. Patton,7,0,0.0,0,0.0,0,0.0,2,0.28571,29.71,27,35,24.0,15,31,0.0,0,0,59370,8481,13015,6015
Jack Bailey,6,0,0.0,0,0.0,0,0.0,1,0.16667,27.67,22,33,27.83,17,36,0.0,0,0,48677,8113,10415,5665
Jack Smith,17,0,0.0,0,0.0,0,0.0,4,0.23529,29.65,23,36,23.47,11,36,0.35,6,3,158874,9346,12225,7075
Jack Sprague,297,28,0.09428,136,0.45791,192,0.64646,239,0.80471,8.1,1,33,10.51,1,36,21.04,6250,196,5275087,17761,93375,2150
Jack Wood,48,0,0.0,0,0.0,3,0.0625,17,0.35417,18.13,2,36,24.38,9,40,0.1,5,2,0,,,
Jacques Villeneuve,7,0,0.0,0,0.0,0,0.0,2,0.28571,13.43,3,27,25.29,14,36,1.14,8,8,68508,9787,12750,6000
Jade Buford,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,0,,,
Jake Crum,16,0,0.0,0,0.0,0,0.0,3,0.1875,23.81,13,31,25.69,13,33,0.0,0,0,137030,8564,10850,7150
Jake Drew,6,0,0.0,0,0.0,1,0.16667,5,0.83333,16.17,10,24,18.67,10,33,0.0,0,0,0,,,
Jake Garcia,27,0,0.0,3,0.11111,9,0.33333,20,0.74074,14.74,2,32,15.67,2,35,0.0,0,0,0,,,
Jake Griffin,9,0,0.0,1,0.11111,1,0.11111,2,0.22222,23.56,11,36,23.22,4,34,0.0,0,0,24778,12389,12992,11786
James Buescher,121,6,0.04959,31,0.2562,62,0.5124,107,0.8843,10.32,1,36,11.3,1,36,7.95,962,119,1898432,15953,57095,6900
James Hylton,1,0,0.0,0,0.0,0,0.0,0,0.0,29.0,29,29,30.0,30,30,0.0,0,0,7300,7300,7300,7300
Jamey Caudill,4,0,0.0,0,0.0,0,0.0,1,0.25,18.0,10,28,28.25,19,34,0.0,0,0,28410,7103,8115,5190
Jamie Aube,11,0,0.0,0,0.0,0,0.0,1,0.09091,27.0,13,34,30.09,17,36,0.0,0,0,82917,7538,10365,5190
Jamie Dick,14,0,0.0,0,0.0,0,0.0,3,0.21429,28.43,19,36,24.14,16,30,0.0,0,0,128060,9147,11350,7300
Jamie McMurray,25,1,0.04,3,0.12,6,0.24,12,0.48,15.6,1,33,19.44,1,33,3.36,84,50,277300,11092,37535,5525
Jamie Mosley,2,0,0.0,0,0.0,0,0.0,0,0.0,27.0,26,28,28.5,28,29,0.0,0,0,11730,11730,11730,11730
Jamie Skinner,2,0,0.0,0,0.0,0,0.0,0,0.0,7.0,5,9,28.0,26,30,0.0,0,0,9525,4763,4875,4650
Jared Landers,1,0,0.0,0,0.0,0,0.0,1,1.0,2.0,2,2,12.0,12,12,0.0,0,0,9650,9650,9650,9650
Jarit Johnson,2,0,0.0,0,0.0,0,0.0,0,0.0,33.0,32,34,26.5,25,28,0.0,0,0,12880,6440,6890,5990
Jarod Robie,1,0,0.0,0,0.0,0,0.0,0,0.0,25.0,25,25,27.0,27,27,0.0,0,0,6965,6965,6965,6965
Jason Bowles,4,0,0.0,0,0.0,0,0.0,2,0.5,21.5,16,28,21.5,16,28,0.0,0,0,35550,8888,9550,8275
Jason Cochran,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,30.0,30,30,0.0,0,0,8815,8815,8815,8815
Jason Hathaway,2,0,0.0,0,0.0,0,0.0,2,1.0,22.5,22,23,13.0,11,15,0.0,0,0,0,,,
Jason Hedlesky,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,31.0,31,31,0.0,0,0,9190,9190,9190,9190
Jason Leffler,56,1,0.01786,20,0.35714,35,0.625,42,0.75,7.43,1,30,11.91,1,36,12.73,713,95,881165,15735,52485,5590
Jason Small,36,0,0.0,0,0.0,3,0.08333,7,0.19444,23.36,15,36,23.44,9,33,0.0,0,0,320655,8907,17150,5340
Jason Thom,6,0,0.0,0,0.0,0,0.0,2,0.33333,32.17,25,35,25.33,19,36,0.0,0,0,44920,7487,8965,5920
Jason White,168,0,0.0,9,0.05357,22,0.13095,86,0.5119,21.6,1,36,20.09,2,38,1.45,243,86,1779442,11407,32315,6000
Jason York,2,0,0.0,0,0.0,0,0.0,2,1.0,28.0,21,35,18.0,17,19,0.5,1,1,13180,6590,7390,5790
Jason Young,3,0,0.0,0,0.0,0,0.0,2,0.66667,26.0,19,33,19.33,14,24,0.0,0,0,30965,10322,12480,9205
Jay Godley,2,0,0.0,0,0.0,0,0.0,1,0.5,24.0,21,27,21.0,20,22,0.0,0,0,11380,5690,5815,5565
Jay Sauter,90,4,0.04444,27,0.3,50,0.55556,76,0.84444,14.0,1,35,11.1,1,36,2.99,269,34,1147522,12750,60300,3950
Jay Sherston,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,24.0,24,24,0.0,0,0,8065,8065,8065,8065
Jay Stewart,4,0,0.0,0,0.0,0,0.0,0,0.0,32.75,26,37,32.75,29,36,0.0,0,0,29845,7461,11090,3840
Jeb Burton,57,1,0.01754,7,0.12281,21,0.36842,48,0.84211,10.88,1,28,13.51,1,36,5.19,296,154,719453,14389,55725,7415
Jeff Agnew,29,0,0.0,0,0.0,0,0.0,7,0.24138,23.62,9,36,24.0,14,35,0.03,1,1,273390,9427,13710,6800
Jeff Andretti,3,0,0.0,0,0.0,0,0.0,0,0.0,33.33,32,35,30.67,30,31,0.0,0,0,20300,6767,8525,5550
Jeff Babcock,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,30.0,30,30,0.0,0,0,6710,6710,6710,6710
Jeff Beck,5,0,0.0,0,0.0,0,0.0,0,0.0,32.6,28,35,26.4,23,33,0.2,1,1,40545,8109,10370,5770
Jeff Burton,4,0,0.0,1,0.25,3,0.75,4,1.0,21.0,16,28,8.5,4,14,0.0,0,0,21650,5413,7700,4350
Jeff Choquette,4,0,0.0,0,0.0,2,0.5,3,0.75,16.75,12,20,14.0,7,30,0.0,0,0,34000,8500,9050,7750
Jeff Finley,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,26.0,26,26,0.0,0,0,6840,6840,6840,6840
Jeff Green,10,0,0.0,0,0.0,1,0.1,2,0.2,25.4,16,32,24.5,7,35,0.0,0,0,94930,9493,15910,4600
Jeff Jefferson,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,28.0,28,28,0.0,0,0,7215,7215,7215,7215
Jeff McClure,3,0,0.0,0,0.0,0,0.0,0,0.0,29.0,28,30,23.33,21,26,0.0,0,0,25895,8632,9550,7720
Jeff Spraker,9,0,0.0,0,0.0,0,0.0,2,0.22222,31.0,26,37,26.89,12,37,0.0,0,0,47780,5309,6450,3825
Jeffrey Abbey,4,0,0.0,0,0.0,0,0.0,3,0.75,22.0,16,26,18.25,14,22,0.0,0,0,0,,,
Jeffrey Earnhardt,10,0,0.0,0,0.0,1,0.1,4,0.4,26.6,19,35,24.8,7,34,0.0,0,0,106430,10643,19500,7550
Jennifer Jo Cobb,232,0,0.0,0,0.0,1,0.00431,36,0.15517,29.59,11,40,25.8,6,38,0.1,23,16,1205842,10395,19400,6275
Jeremy Mayfield,3,0,0.0,0,0.0,1,0.33333,1,0.33333,15.67,12,22,20.0,6,31,1.0,3,3,27555,9185,11925,7815
Jeremy Petty,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,17.0,17,17,0.0,0,0,9150,9150,9150,9150
Jeremy Thompson,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,21.0,21,21,0.0,0,0,8140,8140,8140,8140
Jerick Johnson,3,0,0.0,0,0.0,0,0.0,0,0.0,35.33,35,36,29.33,26,35,0.0,0,0,29155,9718,10950,9100
"Jerry Allec, Jr.",2,0,0.0,0,0.0,0,0.0,0,0.0,30.5,29,32,30.5,27,34,0.0,0,0,15530,7765,8690,6840
Jerry Churchill,7,0,0.0,0,0.0,0,0.0,3,0.42857,26.0,24,29,20.29,12,26,0.0,0,0,18050,2579,3475,1625
Jerry Cook,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,32.0,32,32,0.0,0,0,4895,4895,4895,4895
Jerry Glanville,27,0,0.0,0,0.0,0,0.0,9,0.33333,25.89,9,34,22.67,14,36,0.0,0,0,108600,4022,8350,1225
Jerry Hill,58,0,0.0,0,0.0,0,0.0,17,0.2931,29.53,19,36,24.43,17,35,0.0,0,0,505555,8716,14340,5240
Jerry Kobza,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,6565,6565,6565,6565
Jerry Marquis,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,28.0,28,28,0.0,0,0,4725,4725,4725,4725
Jerry Miller,6,0,0.0,0,0.0,0,0.0,0,0.0,32.83,30,36,31.17,23,36,0.0,0,0,50760,8460,10115,6225
Jerry Nadeau,1,0,0.0,0,0.0,0,0.0,0,0.0,21.0,21,21,27.0,27,27,0.0,0,0,5000,5000,5000,5000
