season,race,site,track,track_length,track_type,finish,start,driver,manufacturer,truck_number,owner,sponsor,win,top_5,top_10,top_20,laps,laps_led,status,money,pts,playoff_pts
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,1,1,Jack Sprague,Toyota,60.0,Jeff Wyler,Con-Way Freight,1,1,1,1,200,95,running,50900.0,185,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,2,11,David Starr,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,1,1,1,200,0,running,26475.0,170,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,3,5,Erik Darnell,Ford,99.0,Jack Roush,Northern Tool & Equipment,0,1,1,1,200,0,running,21225.0,165,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,4,8,Mark Martin,Ford,6.0,Jack Roush,Scotts Miracle-Gro,0,1,1,1,200,0,running,10575.0,160,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,5,21,"Johnny Benson, Jr.",Toyota,23.0,Bill Davis,NAPA Auto Parts,0,1,1,1,200,0,running,13100.0,155,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,6,9,Kyle Busch,Chevrolet,15.0,Billy Ballew,SunTrust / Manheim Auto Auctions,0,0,1,1,200,0,running,7425.0,150,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,7,2,Mike Skinner,Toyota,5.0,Bill Davis,Toyota Tundra,0,0,1,1,200,0,running,9525.0,146,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,8,19,Denny Hamlin,Chevrolet,46.0,David Dollar,Econo Lodge / Rodeway Inn,0,0,1,1,200,0,running,7225.0,142,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,9,17,Rick Crawford,Ford,14.0,Tom Mitchell,Circle Bar Truck Corral,0,0,1,1,200,0,running,10925.0,138,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,10,29,Chase Miller,Dodge,4.0,Bobby Hamilton Racing,Dodge Motorsports,0,0,1,1,200,0,running,10725.0,134,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,11,13,Chad Chaffin,Toyota,59.0,James Harris,Harris Trucking,0,0,0,1,200,0,running,9325.0,130,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,12,28,Bill Lester,Toyota,22.0,Bill Davis,SunTrust,0,0,0,1,200,0,running,9190.0,127,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,13,6,"Ron Hornaday, Jr.",Chevrolet,33.0,Kevin Harvick,Allstates Employer Services,0,0,0,1,200,0,running,9140.0,124,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,14,7,Todd Bodine,Toyota,30.0,Germain Racing,Lumber Liquidators,0,0,0,1,200,0,running,9090.0,121,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,15,3,Ted Musgrave,Toyota,9.0,Germain Racing,Team ASE / Germain Motor Co.,0,0,0,1,200,105,running,12215.0,128,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,16,12,Aric Almirola,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,1,200,0,running,8940.0,115,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,17,22,Terry Cook,Ford,10.0,Greg Pollex,Power Stroke Diesel,0,0,0,1,200,0,running,8890.0,112,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,18,15,David Reutimann,Toyota,17.0,Darrell Waltrip,Toyota Tundra,0,0,0,1,200,0,running,6590.0,109,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,19,23,Brendan Gaughan,Dodge,77.0,Michael Gaughan,South Point Resort,0,0,0,1,200,0,running,8790.0,106,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,20,20,David Ragan,Ford,50.0,Jack Roush,Roush Racing,0,0,0,1,200,0,running,6890.0,103,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,21,34,Bobby East,Ford,21.0,Wood Brothers,State Fair / Edy's / winbifflesbike.com,0,0,0,0,200,0,running,8715.0,100,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,22,18,Mike Bliss,Chevrolet,16.0,David Fuge,Xpress Motorsports / Strutmasters.com,0,0,0,0,200,0,running,8690.0,97,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,23,16,Dennis Setzer,Chevrolet,85.0,David Dollar,Flex Fuel E85 Silverado,0,0,0,0,200,0,running,8665.0,94,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,24,33,"Robert Richardson, Jr.",Chevrolet,1.0,"Robert Richardson, Sr.",WinYourMortgage.com,0,0,0,0,199,0,running,6390.0,91,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,25,4,Marcos Ambrose,Ford,20.0,Tad Geschickter,Team Australia / Aussie Vineyards,0,0,0,0,198,0,running,7340.0,88,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,26,30,Erin Crocker,Dodge,98.0,Ray Evernham,Cheerios / Betty Crocker,0,0,0,0,197,0,running,7315.0,85,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,27,26,Chad McCumbee,Chevrolet,8.0,Bobby Dotter,The GPS Store / Garmin,0,0,0,0,197,0,running,6240.0,82,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,28,36,J.C. Stout,Chevrolet,91.0,Donald Stout,Hunter's Hope Foundation,0,0,0,0,196,0,running,6215.0,79,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,29,32,Tam Topham,Chevrolet,70.0,Tracy Cline,Suzuki ATVs / Cook's Cleaning Centers,0,0,0,0,196,0,running,6165.0,76,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,30,25,Cameron Dodson,Ford,63.0,Mike Mittler,Dave Porter Truck Sales,0,0,0,0,193,0,running,6140.0,73,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,31,35,John Mickel,Chevrolet,7.0,Gene Christensen,Dudman Group / DSI Group,0,0,0,0,193,0,running,5690.0,70,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,32,14,"Bobby Hamilton, Jr.",Dodge,18.0,Bobby Hamilton Racing,Fastenal,0,0,0,0,156,0,running,5665.0,67,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,33,27,Kerry Earnhardt,Chevrolet,13.0,Duke Thorson,ThorSport Racing,0,0,0,0,129,0,engine,5640.0,64,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,34,10,Matt Crafton,Chevrolet,88.0,Duke Thorson,Menards / Energizer,0,0,0,0,125,0,engine,5615.0,61,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,35,24,Shane Huffman,Chevrolet,40.0,Curtis Key,Key Motorsports,0,0,0,0,89,0,engine,5590.0,58,
2006,21,Martinsville,Martinsville Speedway,0.526,paved track,36,31,Damon Lusk,Dodge,25.0,Rich Woodard,Woodard Racing,0,0,0,0,63,0,crash,5547.0,55,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,1,16,Mike Bliss,Chevrolet,16.0,David Fuge,Xpress Motorsports / Strutmasters.com,1,1,1,1,130,38,running,60175.0,190,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,2,18,Terry Cook,Ford,10.0,Greg Pollex,Power Stroke Diesel,0,1,1,1,130,0,running,33775.0,170,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,3,15,Erik Darnell,Ford,99.0,Jack Roush,Northern Tool & Equipment,0,1,1,1,130,8,running,25700.0,170,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,4,3,David Reutimann,Toyota,17.0,Darrell Waltrip,Toyota Tundra,0,1,1,1,130,24,running,14675.0,165,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,5,19,Rick Crawford,Ford,14.0,Tom Mitchell,Circle Bar Truck Corral,0,1,1,1,130,1,running,14925.0,160,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,6,11,David Ragan,Ford,50.0,Jack Roush,PurposeMoney.com,0,0,1,1,130,0,running,10325.0,150,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,7,28,Chad McCumbee,Dodge,8.0,Bobby Dotter,The GPS Store / Garmin,0,0,1,1,130,0,running,12075.0,146,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,8,1,Mike Skinner,Toyota,5.0,Bill Davis,Toyota Tundra,0,0,1,1,130,7,running,13625.0,147,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,9,17,"Bobby Hamilton, Jr.",Dodge,18.0,Bobby Hamilton Racing,Fastenal,0,0,1,1,130,8,running,13550.0,143,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,10,21,Jack Sprague,Toyota,60.0,Jeff Wyler,Con-Way Freight,0,0,1,1,130,19,running,13100.0,139,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,11,20,David Starr,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,0,0,1,130,0,running,11325.0,130,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,12,22,Matt Crafton,Chevrolet,88.0,Duke Thorson,Menards / Energizer,0,0,0,1,130,0,running,11115.0,127,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,13,26,"Ron Hornaday, Jr.",Chevrolet,33.0,Kevin Harvick,Allstates Employer Services,0,0,0,1,130,0,running,11015.0,124,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,14,24,Dennis Setzer,Chevrolet,85.0,David Dollar,Flex Fuel E85 Silverado,0,0,0,1,130,0,running,10915.0,121,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,15,5,Bobby East,Ford,21.0,Wood Brothers,State Fair Corn Dogs / Edy's Dibs,0,0,0,1,130,0,running,11315.0,118,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,16,12,Marcos Ambrose,Ford,20.0,Tad Geschickter,Team Australia / Aussie Vineyards,0,0,0,1,130,0,running,10715.0,115,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,17,27,Damon Lusk,Dodge,25.0,Rich Woodard,Woodard Racing,0,0,0,1,130,0,running,10665.0,112,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,18,33,"Scott Lagasse, Jr.",Dodge,4.0,Bobby Hamilton Racing,Fastenal,0,0,0,1,130,0,running,8290.0,109,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,19,29,Kelly Bires,Ford,19.0,Michael McSwain,Wood Brothers / JTG Racing,0,0,0,1,129,0,running,8240.0,106,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,20,35,John Mickel,Chevrolet,7.0,Gene Christensen,Dudman Group / DSI Group,0,0,0,1,129,0,running,10540.0,103,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,21,31,Kerry Earnhardt,Chevrolet,13.0,Duke Thorson,National Pork Board,0,0,0,0,129,0,running,10690.0,100,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,22,34,Bill Lester,Toyota,22.0,Bill Davis,Checkers / Rally's Steakhouse Burger,0,0,0,0,129,0,running,10340.0,97,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,23,25,Erin Crocker,Dodge,98.0,Ray Evernham,Cheerios / Betty Crocker,0,0,0,0,129,0,running,9040.0,94,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,24,9,Ted Musgrave,Toyota,9.0,Germain Racing,Team ASE / Germain Motor Co.,0,0,0,0,129,0,running,10015.0,91,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,25,10,Todd Bodine,Toyota,30.0,Germain Racing,Lumber Liquidators,0,0,0,0,128,0,running,7990.0,88,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,26,23,Brendan Gaughan,Dodge,77.0,Michael Gaughan,South Point Resort,0,0,0,0,128,0,running,7940.0,85,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,27,32,"Robert Richardson, Jr.",Chevrolet,1.0,"Robert Richardson, Sr.",McKinney Pipe & Steel,0,0,0,0,128,0,running,7915.0,82,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,28,36,Derrike Cope,Chevrolet,40.0,Curtis Key,Key Motorsports,0,0,0,0,127,0,running,7890.0,79,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,29,8,"Johnny Benson, Jr.",Toyota,23.0,Bill Davis,NAPA Auto Parts,0,0,0,0,123,20,running,7865.0,81,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,30,30,Aric Almirola,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,0,114,0,engine,7840.0,73,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,31,13,Jeremy Mayfield,Chevrolet,15.0,Billy Ballew,Quest Global / Red Top Auto Auction,0,0,0,0,114,0,engine,7815.0,70,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,32,14,Chad Chaffin,Toyota,59.0,James Harris,Goodwill Industries,0,0,0,0,95,0,crash,7790.0,67,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,33,4,Chase Miller,Dodge,4.0,Bobby Hamilton Racing,Fastenal,0,0,0,0,91,0,crash,7765.0,64,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,34,2,A.J. Allmendinger,Toyota,24.0,Bill Davis,Bill Davis Racing,0,0,0,0,13,5,crash,7715.0,66,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,35,7,Joe Nemechek,Chevrolet,46.0,David Dollar,Chevrolet Silverado,0,0,0,0,12,0,crash,7685.0,58,
2006,22,Atlanta,Atlanta Motor Speedway,1.54,paved track,36,6,Mark Martin,Ford,6.0,Jack Roush,Scotts Miracle-Gro,0,0,0,0,2,0,crash,7650.0,55,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,1,1,Clint Bowyer,Chevrolet,46.0,David Dollar,Jack Daniel's,1,1,1,1,148,103,running,67550.0,190,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,2,8,Kyle Busch,Chevrolet,15.0,Billy Ballew,Freedom Grill / kylebusch.com,0,1,1,1,148,0,running,42750.0,170,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,3,2,Mike Skinner,Toyota,5.0,Bill Davis,Toyota Tundra,0,1,1,1,148,45,running,32250.0,170,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,4,16,Jack Sprague,Toyota,60.0,Jeff Wyler,Con-Way Freight,0,1,1,1,148,0,running,21725.0,160,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,5,9,"Ron Hornaday, Jr.",Chevrolet,33.0,Kevin Harvick,RoadLoans.com,0,1,1,1,148,0,running,16025.0,155,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,6,21,David Ragan,Ford,6.0,Jack Roush,Scotts Miracle-Gro,0,0,1,1,148,0,running,13425.0,150,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,7,5,David Reutimann,Toyota,17.0,Darrell Waltrip,Toyota Tundra,0,0,1,1,148,0,running,10275.0,146,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,8,3,Terry Cook,Ford,10.0,Greg Pollex,Power Stroke Diesel,0,0,1,1,148,0,running,12025.0,142,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,9,12,Erik Darnell,Ford,99.0,Jack Roush,Northern Tool & Equipment,0,0,1,1,148,0,running,12925.0,138,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,10,18,Marcos Ambrose,Ford,20.0,Tad Geschickter,Team Australia / Aussie Vineyards,0,0,1,1,148,0,running,13150.0,134,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,11,6,Ted Musgrave,Toyota,9.0,Germain Racing,Team ASE / Germain Motor Co.,0,0,0,1,148,0,running,14400.0,130,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,12,23,"Bobby Hamilton, Jr.",Dodge,18.0,Bobby Hamilton Racing,Fastenal,0,0,0,1,148,0,running,11515.0,127,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,13,17,Chad McCumbee,Chevrolet,8.0,Bobby Dotter,The GPS Store / Garmin,0,0,0,1,148,0,running,11415.0,124,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,14,26,Todd Bodine,Toyota,30.0,Germain Racing,Lumber Liquidators,0,0,0,1,148,0,running,11315.0,121,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,15,29,Matt Crafton,Chevrolet,88.0,Duke Thorson,Menards / Energizer,0,0,0,1,148,0,running,11715.0,118,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,16,27,David Starr,Toyota,11.0,Tom DeLoach,toyotaforklift.net / Mobil Delvac,0,0,0,1,147,0,running,11115.0,115,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,17,13,Brendan Gaughan,Dodge,77.0,Michael Gaughan,South Point Resort,0,0,0,1,147,0,running,11015.0,112,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,18,32,Damon Lusk,Dodge,25.0,Rich Woodard,Woodard Racing / Boca Bay Builders,0,0,0,1,147,0,running,10915.0,109,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,19,24,Chad Chaffin,Toyota,59.0,James Harris,Harris Trucking,0,0,0,1,147,0,running,10815.0,106,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,20,28,Aric Almirola,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,1,147,0,running,11115.0,103,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,21,10,Bill Lester,Toyota,22.0,Bill Davis,Bad Boy Mowers,0,0,0,0,146,0,running,10615.0,100,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,22,4,Bobby East,Ford,21.0,Wood Brothers,State Fair Corn Dogs / Edy's Dibs,0,0,0,0,146,0,running,9265.0,97,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,23,22,Justin Labonte,Toyota,24.0,Bill Davis,Dom-Ex,0,0,0,0,146,0,running,8165.0,94,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,24,30,"Michel Jourdain, Jr.",Ford,50.0,Jack Roush,PurposeMoney.com,0,0,0,0,145,0,running,8065.0,91,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,25,31,John Mickel,Chevrolet,7.0,Gene Christensen,Dudman Group / DSI Group,0,0,0,0,145,0,running,8965.0,88,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,26,33,Shane Huffman,Chevrolet,40.0,Curtis Key,Key Motorsports,0,0,0,0,145,0,running,7865.0,85,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,27,25,Mike Bliss,Chevrolet,16.0,David Fuge,Xpress Motorsports / Strutmasters.com,0,0,0,0,145,0,running,7765.0,82,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,28,35,"Robert Richardson, Jr.",Chevrolet,1.0,"Robert Richardson, Sr.",Kinky Friedman for Governor,0,0,0,0,143,0,running,7665.0,79,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,29,15,Kerry Earnhardt,Chevrolet,13.0,Duke Thorson,Lowery Plumbing,0,0,0,0,140,0,crash,7565.0,76,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,30,20,Chase Miller,Dodge,4.0,Bobby Hamilton Racing,Fastenal,0,0,0,0,140,0,running,7465.0,73,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,31,11,"Johnny Benson, Jr.",Toyota,23.0,Bill Davis,Toyota Certified Used Vehicles,0,0,0,0,138,0,engine,7370.0,70,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,32,14,Dennis Setzer,Chevrolet,85.0,David Dollar,Flex Fuel E85 Silverado,0,0,0,0,104,0,crash,7355.0,67,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,33,7,Rick Crawford,Ford,14.0,Tom Mitchell,Circle Bar Truck Corral,0,0,0,0,93,0,crash,7345.0,64,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,34,36,Chris Wimmer,Chevrolet,76.0,Jeff Milburn,Automotive Fabrication,0,0,0,0,88,0,running,7335.0,61,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,35,34,Johnny Chapman,Chevrolet,3.0,Gene Christensen,U.S. Restoration,0,0,0,0,6,0,ignition,7325.0,0,
2006,23,Fort Worth,Texas Motor Speedway,1.5,paved track,36,19,Erin Crocker,Dodge,98.0,Ray Evernham,Cheerios / Betty Crocker,0,0,0,0,2,0,engine,7311.0,55,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,1,1,"Johnny Benson, Jr.",Toyota,23.0,Bill Davis,Toyota Certified Used Vehicles,1,1,1,1,150,31,running,54025.0,185,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,2,9,Mark Martin,Ford,6.0,Jack Roush,Scotts Miracle-Gro,0,1,1,1,150,82,running,29125.0,180,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,3,2,Mike Skinner,Toyota,5.0,Bill Davis,Toyota Tundra,0,1,1,1,150,34,running,23525.0,170,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,4,3,Todd Bodine,Toyota,30.0,Germain Racing,Lumber Liquidators,0,1,1,1,150,0,running,15275.0,160,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,5,5,Matt Crafton,Chevrolet,88.0,Duke Thorson,Menards / Energizer,0,1,1,1,150,0,running,12975.0,155,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,6,24,David Starr,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,0,1,1,150,0,running,11300.0,150,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,7,21,Jack Sprague,Toyota,60.0,Jeff Wyler,Con-Way Freight,0,0,1,1,150,0,running,11850.0,146,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,8,18,David Reutimann,Toyota,17.0,Darrell Waltrip,Toyota Tundra,0,0,1,1,150,0,running,9350.0,142,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,9,16,Kyle Busch,Chevrolet,15.0,Billy Ballew,Freedom Grill / kylebusch.com,0,0,1,1,150,0,running,8900.0,138,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,10,12,Erik Darnell,Ford,99.0,Jack Roush,Northern Tool & Equipment,0,0,1,1,150,0,running,13425.0,134,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,11,4,Mike Bliss,Chevrolet,16.0,David Fuge,Xpress Motorsports / Strutmasters.com,0,0,0,1,150,1,running,10900.0,135,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,12,27,Dennis Setzer,Chevrolet,85.0,David Dollar,Shell ROTELLA T,0,0,0,1,150,0,running,12465.0,127,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,13,22,"Ron Hornaday, Jr.",Chevrolet,33.0,Kevin Harvick,Allstates Employer Services,0,0,0,1,150,0,running,12715.0,124,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,14,10,Terry Cook,Ford,10.0,Greg Pollex,Power Stroke Diesel,0,0,0,1,150,0,running,10665.0,121,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,15,7,Marcos Ambrose,Ford,20.0,Tad Geschickter,Team Australia / Aussie Vineyards,0,0,0,1,150,0,running,11115.0,118,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,16,13,Erin Crocker,Dodge,98.0,Ray Evernham,Cheerios / Betty Crocker,0,0,0,1,150,0,running,10565.0,115,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,17,20,David Ragan,Ford,50.0,Jack Roush,PurposeMoney.com,0,0,0,1,150,0,running,8265.0,112,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,18,14,Bobby East,Ford,21.0,Wood Brothers,State Fair Corn Dogs / Edy's Dibs,0,0,0,1,150,0,running,10465.0,109,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,19,28,Ted Musgrave,Toyota,9.0,Germain Racing,Team ASE / Germain Motor Co.,0,0,0,1,150,0,running,11415.0,106,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,20,32,Bill Lester,Toyota,22.0,Bill Davis,Waste Management,0,0,0,1,150,0,running,10765.0,103,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,21,19,Brendan Gaughan,Dodge,77.0,Michael Gaughan,South Point Resort,0,0,0,0,150,0,running,10290.0,100,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,22,15,Aric Almirola,Chevrolet,75.0,Wayne Spears,Spears Manufacturing,0,0,0,0,150,0,running,10240.0,97,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,23,17,Chad Chaffin,Toyota,59.0,James Harris,Harris Trucking,0,0,0,0,150,0,running,8890.0,94,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,24,8,Kraig Kinser,Chevrolet,46.0,David Dollar,Ginn Clubs & Resorts,0,0,0,0,150,0,running,8790.0,91,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,25,33,John Mickel,Chevrolet,7.0,Gene Christensen,Dudman Group / DSI Group,0,0,0,0,149,1,running,7690.0,93,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,26,29,Damon Lusk,Dodge,25.0,Rich Woodard,Woodard Racing,0,0,0,0,149,0,running,7590.0,85,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,27,23,Kerry Earnhardt,Chevrolet,13.0,Duke Thorson,National Pork Board,0,0,0,0,149,0,running,7465.0,82,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,28,25,Shane Huffman,Chevrolet,40.0,Curtis Key,Key Motorsports,0,0,0,0,149,0,running,7365.0,79,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,29,30,Chad McCumbee,Dodge,8.0,Bobby Dotter,The GPS Store / Garmin,0,0,0,0,148,1,running,7265.0,81,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,30,34,Cameron Dodson,Ford,63.0,Mike Mittler,Dave Porter Truck Sales,0,0,0,0,147,0,running,7165.0,73,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,31,35,Casey Kingsland,Chevrolet,7.0,J.L. Pennington,Hooters Energy Drink,0,0,0,0,147,0,running,7140.0,70,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,32,6,"Bobby Hamilton, Jr.",Dodge,18.0,Bobby Hamilton Racing,Fastenal,0,0,0,0,132,0,electrical,7115.0,67,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,33,11,Rick Crawford,Ford,14.0,Tom Mitchell,Circle Bar Truck Corral,0,0,0,0,84,0,electrical,7090.0,64,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,34,31,"Robert Richardson, Jr.",Chevrolet,1.0,"Robert Richardson, Sr.",McKinney Pipe & Steel,0,0,0,0,82,0,handling,7065.0,61,
2006,24,Phoenix,Phoenix International Raceway,1.0,paved track,35,26,Chase Miller,Dodge,4.0,Bobby Hamilton Racing,Dodge Motorsports,0,0,0,0,5,0,crash,7040.0,58,
2006,25,Homestead,Homestead-Miami Speedway,1.5,paved track,1,6,Mark Martin,Ford,6.0,Jack Roush,Scotts Miracle-Gro,1,1,1,1,134,57,running,55550.0,190,
2006,25,Homestead,Homestead-Miami Speedway,1.5,paved track,2,8,Brendan Gaughan,Dodge,77.0,Michael Gaughan,South Point Resort,0,1,1,1,134,12,running,33050.0,175,
2006,25,Homestead,Homestead-Miami Speedway,1.5,paved track,3,5,Erik Darnell,Ford,99.0,Jack Roush,Woolrich,0,1,1,1,134,0,running,25925.0,165,
