owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
Hawks Enterprises,1,0,0.0,0,0,1,1,0.0,25.0,14.0,0,0.0
Heidi O'Neil,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
Helen Rae Smith,11,0,0.0,0,0,0,11,0.0,22.82,29.0,1,0.09
Henley Gray,431,0,0.0,4,56,256,458,0.0,25.63,20.66,12,0.03
Henry Alves,1,0,0.0,0,0,0,1,0.0,30.0,21.0,0,0.0
Henry Bryant,1,0,0.0,0,0,1,1,0.0,,11.0,0,0.0
Henry Dunbar,6,0,0.0,0,0,3,6,0.0,22.33,21.67,0,0.0
Henry Ford,11,0,0.0,3,3,8,11,0.0,12.7,14.64,8,0.73
Henry Woodfield,6,0,0.0,1,3,5,6,0.0,20.83,14.0,0,0.0
Herb Adams,1,0,0.0,0,0,1,1,0.0,16.0,15.0,0,0.0
Herb Adcox,62,0,0.0,1,6,26,62,0.0,25.1,22.13,13,0.21
Herb Eberhart,8,0,0.0,2,6,11,14,0.0,13.21,14.21,0,0.0
Herb Fry,1,0,0.0,0,0,0,1,0.0,59.0,23.0,0,0.0
Herb Onash,2,0,0.0,0,0,1,2,0.0,19.0,17.5,0,0.0
Herb Thomas,210,44,0.20952,117,159,212,251,0.1753,7.16,10.25,6004,23.92
Herb Tillman,2,0,0.0,0,0,1,2,0.0,29.5,28.0,0,0.0
Herb Trimble,2,0,0.0,0,1,1,2,0.0,66.0,38.5,0,0.0
Herman Beam,271,0,0.0,25,101,232,275,0.0,18.69,13.44,10,0.04
Hermie Sadler,42,0,0.0,0,0,1,42,0.0,36.48,36.24,2,0.05
Herschel Buchanan,22,0,0.0,8,12,14,22,0.0,16.25,15.68,0,0.0
Herschel White,1,0,0.0,0,0,0,1,0.0,25.0,28.0,0,0.0
Hershel McGriff,17,0,0.0,1,4,9,18,0.0,22.71,22.44,102,5.67
Heyward Grooms,3,0,0.0,0,0,1,3,0.0,34.33,27.67,0,0.0
Hight-Riley Motors,1,0,0.0,0,0,0,1,0.0,49.0,35.0,0,0.0
Hiram Handy,20,0,0.0,0,1,12,20,0.0,31.05,20.85,0,0.0
Holman-Moody Racing,368,96,0.26087,284,335,410,526,0.18251,6.28,10.81,24989,47.51
Homer O'Dell,16,0,0.0,0,1,6,16,0.0,24.69,24.06,0,0.0
Honda of Danville,1,0,0.0,0,0,0,1,0.0,29.0,26.0,0,0.0
Hooker Hood,6,0,0.0,0,1,3,6,0.0,14.0,21.67,0,0.0
Hoss Ellington,260,5,0.01923,52,92,137,265,0.01887,12.46,19.29,2690,10.15
Hoss Kagle,8,0,0.0,1,2,6,8,0.0,19.67,15.63,0,0.0
Howard Ball,1,0,0.0,0,0,0,1,0.0,11.0,34.0,0,0.0
Howard Coulter,4,0,0.0,0,0,1,4,0.0,9.25,20.75,0,0.0
Howard Mark,1,0,0.0,0,0,0,1,0.0,36.0,36.0,0,0.0
Howard Moore,1,0,0.0,0,1,1,1,0.0,20.0,10.0,0,0.0
Howard Phillippi,11,0,0.0,0,3,7,11,0.0,16.6,16.45,0,0.0
Howard York,1,0,0.0,0,0,1,1,0.0,36.0,16.0,0,0.0
Hoyt Platt,9,0,0.0,0,3,7,9,0.0,20.0,14.67,0,0.0
Hub McBride,1,0,0.0,0,0,0,1,0.0,8.0,32.0,0,0.0
Hubert Hamilton,8,0,0.0,4,6,6,8,0.0,28.5,10.25,0,0.0
Hubert Howard,3,0,0.0,1,1,2,3,0.0,18.33,21.67,0,0.0
Hubert Westmoreland,89,4,0.04494,31,65,89,109,0.0367,14.32,12.19,668,6.13
Huck Spaulding,8,0,0.0,0,3,7,8,0.0,17.14,13.0,0,0.0
Hudler Motor Co.,1,0,0.0,0,0,0,1,0.0,12.0,21.0,0,0.0
Hugh Babb,20,5,0.25,29,41,54,58,0.08621,8.36,8.55,655,11.29
Hugh Pearson,9,0,0.0,0,1,3,9,0.0,21.67,24.78,0,0.0
I.D. Stenstrom,1,0,0.0,0,0,0,1,0.0,28.0,67.0,0,0.0
Iggy Katona,8,0,0.0,0,1,5,8,0.0,30.0,20.25,0,0.0
Ike Kiser,21,0,0.0,0,6,16,26,0.0,21.5,19.54,0,0.0
Irv Sanderson,24,0,0.0,0,1,7,24,0.0,23.79,26.96,0,0.0
Irving Frye,17,0,0.0,2,6,9,17,0.0,21.27,20.59,17,1.0
Irvington Willys Co.,1,0,0.0,0,0,0,1,0.0,47.0,35.0,0,0.0
Irwin Sandlin,2,0,0.0,0,1,1,2,0.0,34.0,18.0,0,0.0
Ivan Baldwin,7,0,0.0,0,1,4,7,0.0,30.86,23.86,0,0.0
J & M Garage,3,0,0.0,0,0,2,3,0.0,17.0,21.0,0,0.0
J & S Trucking,1,0,0.0,0,0,0,1,0.0,19.0,36.0,0,0.0
J. Marvin Mills,48,0,0.0,1,6,25,48,0.0,26.17,20.46,0,0.0
J.A. Delvecchio,2,0,0.0,0,0,0,2,0.0,16.0,28.5,0,0.0
J.B. Cunningham,3,0,0.0,0,1,2,3,0.0,17.67,21.33,0,0.0
J.B. Richter,2,0,0.0,0,0,1,2,0.0,,31.0,0,0.0
J.B. Watkins,7,0,0.0,0,2,2,9,0.0,21.86,25.56,0,0.0
J.C. Crews,25,0,0.0,0,0,8,26,0.0,35.27,28.77,0,0.0
J.C. Danielsen,2,0,0.0,0,0,1,2,0.0,35.0,24.5,0,0.0
J.C. Parker,48,0,0.0,8,16,42,50,0.0,14.72,14.08,0,0.0
J.C. Van Landingham,2,0,0.0,1,2,2,2,0.0,3.5,6.0,0,0.0
J.C. Weaver,3,0,0.0,0,0,0,3,0.0,32.67,30.67,0,0.0
J.D. Braswell,8,1,0.125,1,3,4,8,0.125,21.13,25.75,178,22.25
J.D. Johnson,23,0,0.0,0,6,11,23,0.0,24.09,20.96,7,0.3
J.D. McDuffie,630,0,0.0,11,105,355,641,0.0,24.06,19.71,161,0.25
J.E. Hardie,3,0,0.0,0,0,1,3,0.0,40.33,33.67,0,0.0
J.E. Peters,2,0,0.0,0,0,1,2,0.0,30.0,26.0,0,0.0
J.H. Crawford,3,0,0.0,0,0,1,3,0.0,14.33,27.67,0,0.0
J.I. Divers,5,0,0.0,0,1,3,5,0.0,24.8,19.6,0,0.0
J.L. Cheatham,9,0,0.0,0,1,3,13,0.0,26.23,26.54,0,0.0
J.L. Justice,3,0,0.0,0,0,0,3,0.0,35.0,40.0,0,0.0
J.L. McDonald,1,0,0.0,0,0,0,1,0.0,6.0,21.0,0,0.0
J.L. Thomas,5,0,0.0,0,0,3,5,0.0,21.6,19.4,0,0.0
J.M. Fitzgibbons,18,0,0.0,0,3,13,18,0.0,17.53,17.44,0,0.0
J.M. Wattenbarger,2,0,0.0,0,0,0,2,0.0,19.0,25.0,0,0.0
J.O. Goode,36,0,0.0,6,18,28,36,0.0,19.82,13.28,0,0.0
J.P. Robertson,1,0,0.0,0,0,0,1,0.0,43.0,43.0,0,0.0
J.R. DeLotto,58,0,0.0,0,2,36,58,0.0,21.79,20.1,0,0.0
J.R. Dunberry,1,0,0.0,0,0,0,1,0.0,43.0,55.0,0,0.0
J.R. Underwood,2,0,0.0,0,0,0,2,0.0,41.0,39.5,0,0.0
J.R. Van Curren,2,0,0.0,0,0,0,2,0.0,31.0,31.0,0,0.0
J.T. Maness,2,0,0.0,0,1,1,2,0.0,31.0,16.0,0,0.0
J.T. Putney,63,0,0.0,5,19,46,63,0.0,16.9,16.48,32,0.51
J.V. Hamby,1,0,0.0,0,0,0,1,0.0,39.0,78.0,0,0.0
J.W. Campbell,6,0,0.0,0,2,5,6,0.0,19.67,15.5,0,0.0
JTG-Daugherty Racing,562,2,0.00356,26,88,342,742,0.0027,22.65,21.68,563,0.76
Jabe Thomas,13,0,0.0,1,2,5,13,0.0,23.69,22.23,0,0.0
Jack Alger,1,0,0.0,0,0,0,1,0.0,23.0,31.0,0,0.0
Jack Anderson,34,0,0.0,0,4,17,39,0.0,21.21,21.9,0,0.0
Jack Balmer,3,0,0.0,0,0,3,3,0.0,16.67,15.0,0,0.0
Jack Barton,1,0,0.0,0,0,0,1,0.0,52.0,38.0,0,0.0
Jack Beebe,212,2,0.00943,32,82,143,212,0.00943,13.47,16.56,762,3.59
Jack Beumer,2,0,0.0,0,1,1,2,0.0,10.0,24.0,0,0.0
Jack Birmingham,58,0,0.0,0,1,4,58,0.0,30.28,32.22,6,0.1
Jack Bowsher,11,1,0.09091,4,4,7,11,0.09091,12.55,17.36,109,9.91
Jack Chatenay,21,0,0.0,2,4,15,24,0.0,19.19,19.17,0,0.0
Jack Conely,1,0,0.0,0,0,1,1,0.0,7.0,15.0,0,0.0
Jack Doering,2,0,0.0,0,1,1,2,0.0,29.5,15.5,0,0.0
Jack Ely,1,0,0.0,0,0,0,1,0.0,37.0,35.0,0,0.0
Jack Etheridge,5,0,0.0,0,1,3,5,0.0,22.75,20.2,0,0.0
Jack Fisher,2,0,0.0,0,0,0,3,0.0,35.67,25.33,0,0.0
Jack Gaynor,12,1,0.08333,3,4,8,13,0.07692,8.71,16.38,239,18.38
Jack Goodwin,3,0,0.0,0,0,1,3,0.0,33.0,23.0,0,0.0
Jack Harden,2,0,0.0,0,1,1,2,0.0,15.0,18.5,0,0.0
Jack Holloway,4,0,0.0,0,0,3,4,0.0,31.67,18.25,0,0.0
Jack Housby,12,0,0.0,1,3,6,12,0.0,15.08,22.75,8,0.67
Jack Janos,2,0,0.0,0,1,1,2,0.0,21.5,17.0,0,0.0
Jack Lawrence,2,0,0.0,0,0,2,2,0.0,18.0,17.5,0,0.0
Jack Lee,4,0,0.0,0,0,0,4,0.0,25.0,31.75,0,0.0
Jack Marlin,1,0,0.0,0,1,1,1,0.0,14.0,10.0,0,0.0
Jack McCoy,1,0,0.0,0,0,0,1,0.0,25.0,36.0,0,0.0
Jack Meeks,3,0,0.0,0,0,1,3,0.0,26.0,25.67,0,0.0
Jack Mercer,8,0,0.0,0,0,1,8,0.0,33.0,23.75,0,0.0
Jack Montgangelo,1,0,0.0,0,0,1,1,0.0,31.0,20.0,0,0.0
Jack Norton,1,0,0.0,0,0,0,1,0.0,42.0,28.0,0,0.0
Jack Ogden,14,0,0.0,0,0,2,14,0.0,23.71,27.36,0,0.0
Jack Oldenhage,3,0,0.0,0,1,3,3,0.0,20.0,13.67,0,0.0
Jack Rounds,1,0,0.0,0,0,1,1,0.0,46.0,12.0,0,0.0
Jack Roush,1251,142,0.11351,793,1465,2662,3999,0.03551,18.26,16.72,40167,10.04
Jack Russell,6,0,0.0,0,1,4,6,0.0,31.83,17.5,0,0.0
Jack Smith,215,20,0.09302,87,127,184,234,0.08547,9.91,11.91,3225,13.78
Jack Sumner,1,0,0.0,0,0,1,1,0.0,13.0,20.0,0,0.0
Jack White,12,0,0.0,1,4,8,12,0.0,22.25,18.33,0,0.0
Jack Williams,3,0,0.0,0,2,2,3,0.0,19.33,16.0,0,0.0
James Barnes,1,0,0.0,0,0,0,1,0.0,14.0,24.0,0,0.0
James Boyd,2,0,0.0,0,0,1,2,0.0,34.5,22.5,0,0.0
James Brown,3,0,0.0,0,1,1,3,0.0,35.33,22.67,0,0.0
James Bryan,7,0,0.0,0,2,4,7,0.0,9.57,16.29,0,0.0
James Bryant,3,0,0.0,1,2,2,3,0.0,17.33,13.33,0,0.0
James Colee,1,0,0.0,0,0,1,1,0.0,36.0,16.0,0,0.0
James Finch,251,1,0.00398,4,15,46,251,0.00398,28.25,29.63,104,0.41
James French,1,0,0.0,0,0,0,1,0.0,42.0,58.0,0,0.0
James Gess,6,0,0.0,0,0,3,6,0.0,17.5,25.67,8,1.33
James Good,4,0,0.0,1,2,2,4,0.0,24.75,15.75,0,0.0
James Hanley,26,0,0.0,1,6,20,26,0.0,17.23,16.73,56,2.15
James Hinnant,1,0,0.0,0,0,0,1,0.0,40.0,58.0,0,0.0
James Hylton,633,2,0.00316,94,237,461,639,0.00313,20.07,15.89,745,1.17
James Jones,2,0,0.0,0,0,1,2,0.0,36.0,22.0,0,0.0
James Kelly,9,0,0.0,0,0,8,9,0.0,21.0,18.11,0,0.0
James Lowery,8,0,0.0,0,0,6,8,0.0,18.43,19.63,0,0.0
James Mason,2,0,0.0,0,0,0,2,0.0,27.0,30.0,0,0.0
James Norton,5,0,0.0,0,1,5,5,0.0,16.0,13.2,0,0.0
James Reed,2,0,0.0,0,0,0,2,0.0,34.5,34.0,0,0.0
James Rocco,172,0,0.0,6,19,59,172,0.0,20.87,24.63,187,1.09
James Rudolph,2,0,0.0,0,0,1,2,0.0,36.5,24.5,0,0.0
James Rupe,3,0,0.0,1,1,2,3,0.0,14.33,17.0,0,0.0
James Satcher,31,0,0.0,9,18,23,31,0.0,9.3,13.87,107,3.45
James Stoner,1,0,0.0,0,0,0,1,0.0,40.0,38.0,0,0.0
James Thomas,3,0,0.0,0,1,3,3,0.0,22.0,14.33,0,0.0
James Turner,10,0,0.0,0,4,7,10,0.0,12.5,21.0,0,0.0
James Wilsberg,3,0,0.0,0,0,0,3,0.0,36.33,41.67,0,0.0
Janice Bailey,1,0,0.0,0,0,0,1,0.0,22.0,35.0,0,0.0
Jay George,5,0,0.0,0,1,3,6,0.0,22.0,21.83,0,0.0
Jay Robinson,194,0,0.0,0,2,13,297,0.0,35.54,31.66,19,0.06
Jeff Davis,2,0,0.0,0,0,0,2,0.0,39.5,34.0,0,0.0
Jeff Halverson,3,0,0.0,0,0,0,3,0.0,35.67,30.67,0,0.0
Jeff Handy,18,0,0.0,0,1,8,18,0.0,25.39,24.11,0,0.0
Jeff Hooker,1,0,0.0,0,0,0,1,0.0,39.0,40.0,0,0.0
Jeff Moorad,67,0,0.0,2,2,10,67,0.0,31.34,28.43,15,0.22
Jeff Stec,36,0,0.0,0,0,0,36,0.0,33.58,34.0,5,0.14
Jeff Wyler,1,0,0.0,0,0,0,1,0.0,31.0,31.0,0,0.0
Jenny Van Houten,1,0,0.0,0,0,0,1,0.0,39.0,37.0,0,0.0
Jeremy Mayfield,5,0,0.0,0,0,0,5,0.0,32.8,35.8,2,0.4
Jerome Warren,5,0,0.0,0,0,2,5,0.0,27.4,24.4,0,0.0
Jerry Bowman,14,0,0.0,0,0,3,14,0.0,31.14,27.93,0,0.0
Jerry Brown,21,0,0.0,0,0,2,21,0.0,27.43,31.38,0,0.0
Jerry Churchill,7,0,0.0,0,0,3,7,0.0,30.57,26.0,0,0.0
Jerry Davis,1,0,0.0,0,0,0,1,0.0,34.0,28.0,0,0.0
Jerry Draper,8,0,0.0,1,4,6,8,0.0,17.63,13.63,0,0.0
Jerry Griffin,1,0,0.0,0,0,0,1,0.0,34.0,21.0,0,0.0
Jerry Gunderman,5,0,0.0,0,0,2,5,0.0,15.2,21.8,0,0.0
Jerry Hansen,3,0,0.0,0,0,0,3,0.0,34.67,29.67,0,0.0
Jerry Hill,1,0,0.0,0,0,0,1,0.0,37.0,38.0,0,0.0
Jerry Holden,3,0,0.0,0,0,0,3,0.0,36.33,36.33,0,0.0
Jerry Jolly,1,0,0.0,0,0,0,1,0.0,36.0,38.0,0,0.0
Jerry Keyes,1,0,0.0,0,0,0,1,0.0,19.0,23.0,0,0.0
Jerry Lankford,15,0,0.0,1,3,7,16,0.0,19.88,21.63,2,0.13
Jerry McClure,1,0,0.0,0,0,0,1,0.0,26.0,29.0,0,0.0
Jerry Mullins,24,0,0.0,1,7,15,24,0.0,15.0,17.96,0,0.0
Jerry O'Neil,4,0,0.0,0,0,0,4,0.0,36.5,32.5,0,0.0
Jerry Oliver,2,0,0.0,0,0,1,2,0.0,35.5,19.5,0,0.0
Jerry Wentz,3,0,0.0,0,0,0,3,0.0,27.0,27.33,0,0.0
Jerry Wimbish,9,0,0.0,2,4,7,9,0.0,11.14,14.0,0,0.0
Jess Gillard / Wayne England,1,0,0.0,0,0,0,1,0.0,32.0,24.0,0,0.0
Jess Potter,266,0,0.0,4,71,222,301,0.0,21.28,17.5,0,0.0
Jesse James Taylor,15,0,0.0,1,3,8,15,0.0,23.27,24.0,110,7.33
Jesse Mann,2,0,0.0,0,0,0,2,0.0,26.0,31.0,0,0.0
Jim Austin,5,0,0.0,0,0,3,5,0.0,23.0,19.0,0,0.0
Jim B. Copperheat,1,0,0.0,0,0,0,1,0.0,46.0,36.0,0,0.0
Jim Bangsberry,2,0,0.0,0,0,0,2,0.0,27.5,33.0,0,0.0
Jim Blomgren,3,0,0.0,1,1,2,3,0.0,19.33,16.67,0,0.0
Jim Boyd,2,0,0.0,0,0,1,2,0.0,32.5,20.5,0,0.0
Jim Bray,7,0,0.0,0,0,2,7,0.0,29.86,25.71,0,0.0
Jim Calder,7,0,0.0,0,2,3,8,0.0,23.5,20.38,0,0.0
Jim Carrusso,2,0,0.0,0,0,2,2,0.0,,19.5,0,0.0
Jim Clark,5,0,0.0,0,1,4,5,0.0,14.0,14.8,0,0.0
Jim Cushman,3,0,0.0,0,1,2,3,0.0,25.67,19.0,0,0.0
Jim Dane,7,0,0.0,3,4,7,7,0.0,8.14,8.29,180,25.71
Jim Davis,1,0,0.0,0,0,0,1,0.0,32.0,33.0,0,0.0
Jim Fiebelkorn,17,0,0.0,1,4,12,17,0.0,31.5,17.59,0,0.0
Jim Fowler,2,0,0.0,0,0,0,2,0.0,27.0,31.5,0,0.0
Jim Hurlbert,1,0,0.0,0,0,0,1,0.0,32.0,40.0,0,0.0
Jim Inglebright,1,0,0.0,0,0,0,1,0.0,34.0,32.0,0,0.0
Jim Jones,1,0,0.0,0,0,0,1,0.0,17.0,26.0,0,0.0
Jim Lee,3,0,0.0,0,0,0,3,0.0,29.33,29.67,0,0.0
Jim Lineberger,2,0,0.0,0,1,1,2,0.0,29.5,22.0,0,0.0
Jim Linke,1,0,0.0,0,0,0,1,0.0,18.0,24.0,0,0.0
Jim Lowe / Carl Beckham,34,5,0.14706,11,18,28,37,0.13514,7.66,13.95,790,21.35
Jim Makar,9,0,0.0,0,1,5,9,0.0,22.78,21.89,0,0.0
Jim Mattei,79,0,0.0,3,9,27,79,0.0,21.94,25.28,84,1.06
Jim Mayeda,2,0,0.0,0,0,0,2,0.0,30.5,26.0,0,0.0
Jim McCorkindale,1,0,0.0,0,0,0,1,0.0,12.0,30.0,0,0.0
Jim McLain,2,0,0.0,0,0,1,2,0.0,24.0,21.0,0,0.0
Jim McNeil,5,0,0.0,0,1,3,5,0.0,24.0,19.0,0,0.0
Jim Miles,1,0,0.0,0,0,0,1,0.0,27.0,41.0,0,0.0
Jim Norris,14,0,0.0,0,0,1,14,0.0,30.86,28.29,0,0.0
Jim Parsley,12,0,0.0,0,5,10,12,0.0,18.67,13.5,0,0.0
Jim Paschal,15,0,0.0,3,5,8,15,0.0,15.62,18.13,0,0.0
Jim Patrick,2,0,0.0,0,0,1,2,0.0,23.0,20.0,0,0.0
Jim Rathmann,3,0,0.0,0,0,1,3,0.0,15.33,33.33,0,0.0
Jim Reed,96,7,0.07292,36,45,66,99,0.07071,11.77,15.01,1554,15.7
Jim Rhoades,5,0,0.0,0,1,2,5,0.0,24.5,22.2,0,0.0
Jim Romine,1,0,0.0,0,0,0,1,0.0,15.0,47.0,0,0.0
Jim Rosenblum,28,0,0.0,0,0,0,28,0.0,34.96,33.64,0,0.0
Jim Ruggles,1,0,0.0,0,0,0,1,0.0,26.0,22.0,0,0.0
Jim Rush,21,0,0.0,9,16,26,30,0.0,13.48,11.37,0,0.0
Jim Russell,4,0,0.0,0,0,2,4,0.0,20.75,30.25,0,0.0
Jim Simpson,1,0,0.0,0,0,1,1,0.0,13.0,12.0,0,0.0
Jim Smith,129,0,0.0,2,10,37,133,0.0,27.52,26.48,189,1.42
Jim Southard,5,0,0.0,0,0,2,5,0.0,35.8,24.8,0,0.0
Jim Stacy,112,4,0.03571,21,53,74,125,0.032,13.52,16.76,1097,8.78
Jim Stephens,61,5,0.08197,21,38,50,73,0.06849,8.46,16.05,974,13.34
Jim Testa,55,0,0.0,2,8,15,55,0.0,21.53,25.84,68,1.24
Jim Thirkettle,9,0,0.0,0,3,5,9,0.0,18.0,19.89,1,0.11
Jim Vandiver,4,0,0.0,0,2,2,4,0.0,18.0,21.0,6,1.5
Jim Venable,1,0,0.0,0,0,0,1,0.0,43.0,40.0,0,0.0
Jim White,7,0,0.0,0,0,1,7,0.0,38.2,28.43,0,0.0
Jim Whitehead,3,0,0.0,0,1,1,3,0.0,22.0,29.67,0,0.0
Jim Whitt,2,0,0.0,0,0,1,2,0.0,27.0,27.5,0,0.0
Jim Wilson,37,0,0.0,0,0,1,37,0.0,27.68,32.49,0,0.0
Jimmie Lewallen,1,0,0.0,0,0,1,1,0.0,,16.0,0,0.0
Jimmy Ayers,19,0,0.0,0,7,13,19,0.0,29.33,20.32,0,0.0
Jimmy Baker,7,0,0.0,0,0,2,7,0.0,18.57,31.29,0,0.0
Jimmy Edwards,2,0,0.0,0,0,1,2,0.0,29.0,29.5,0,0.0
Jimmy Florian,23,1,0.04348,4,11,16,23,0.04348,30.25,15.74,40,1.74
Jimmy Hensley,1,0,0.0,0,1,1,1,0.0,8.0,6.0,0,0.0
Jimmy Hindman,1,0,0.0,0,0,0,1,0.0,29.0,30.0,0,0.0
Jimmy Ingalls,2,0,0.0,0,0,2,2,0.0,29.5,17.5,0,0.0
Jimmy Ingram,1,0,0.0,0,0,1,1,0.0,33.0,15.0,0,0.0
Jimmy Insolo,1,0,0.0,1,1,1,1,0.0,18.0,4.0,0,0.0
Jimmy Longo,2,0,0.0,0,0,0,2,0.0,,30.0,0,0.0
Jimmy McCain,6,0,0.0,0,1,3,6,0.0,19.67,25.17,0,0.0
Jimmy Means,435,0,0.0,0,11,167,450,0.0,30.1,24.14,51,0.11
Jimmy Pardue,91,1,0.01099,10,35,73,91,0.01099,14.66,14.18,200,2.2
Jimmy Spencer,1,0,0.0,0,0,0,1,0.0,23.0,42.0,0,0.0
Jimmy Thompson,1,0,0.0,0,0,1,1,0.0,26.0,17.0,0,0.0
Jimmy Vaughn,4,0,0.0,0,1,3,4,0.0,21.75,16.75,0,0.0
Jimmy Walker,13,0,0.0,0,0,1,13,0.0,32.15,29.08,0,0.0
Joan Petre,33,0,0.0,0,6,22,40,0.0,19.4,20.23,0,0.0
Jocko Maggiacomo,12,0,0.0,0,0,0,12,0.0,33.17,29.67,0,0.0
Joe Auer,20,0,0.0,0,0,0,20,0.0,33.45,39.05,1,0.05
Joe Barnett,1,0,0.0,0,0,0,1,0.0,33.0,30.0,0,0.0
Joe Bearscheck,4,1,0.25,2,3,3,4,0.25,15.0,14.5,142,35.5
Joe Beccue,8,0,0.0,1,2,4,8,0.0,17.25,20.0,0,0.0
Joe Bessey,59,0,0.0,1,2,17,59,0.0,26.0,26.56,30,0.51
Joe Bill O'Dell,9,0,0.0,0,1,5,9,0.0,,18.56,0,0.0
Joe Blair,36,0,0.0,5,13,25,36,0.0,20.19,17.17,0,0.0
Joe Booher,4,0,0.0,0,0,0,4,0.0,37.0,31.25,0,0.0
Joe Eubanks,1,0,0.0,0,0,1,1,0.0,21.0,19.0,0,0.0
Joe Falk,217,0,0.0,2,4,21,275,0.0,34.47,32.23,18,0.07
Joe Fields,14,0,0.0,0,0,4,14,0.0,26.93,22.5,0,0.0
Joe Fisher,5,0,0.0,2,2,3,5,0.0,6.6,14.8,28,5.6
Joe Frasson,108,0,0.0,4,20,51,108,0.0,20.52,21.79,25,0.23
Joe Frazier,6,0,0.0,0,0,1,6,0.0,24.4,22.33,0,0.0
Joe George,4,0,0.0,0,0,2,4,0.0,20.75,20.5,0,0.0
Joe Gibbs,1134,214,0.18871,919,1518,2232,3115,0.0687,13.31,14.45,61158,19.63
Joe Gilliam,1,0,0.0,0,0,0,1,0.0,35.0,32.0,0,0.0
Joe Halton,6,0,0.0,0,1,4,6,0.0,22.17,21.83,0,0.0
Joe Harrison,1,0,0.0,0,0,0,1,0.0,31.0,40.0,0,0.0
Joe Hawkins,2,0,0.0,0,0,2,2,0.0,38.0,15.5,0,0.0
Joe Hines,2,0,0.0,0,0,1,2,0.0,25.0,25.0,0,0.0
Joe Horner,24,0,0.0,0,0,0,24,0.0,30.42,32.21,0,0.0
Joe Jernigan,4,0,0.0,0,0,1,4,0.0,22.67,25.5,0,0.0
Joe Jones,43,0,0.0,2,7,28,45,0.0,23.31,20.98,0,0.0
Joe Keaton,2,0,0.0,0,0,2,2,0.0,18.0,13.5,0,0.0
Joe Keistler,9,0,0.0,0,1,4,9,0.0,19.44,21.89,0,0.0
Joe Kersey,1,0,0.0,0,0,1,1,0.0,,17.0,0,0.0
Joe Kosiski,2,0,0.0,0,0,1,2,0.0,22.5,31.0,0,0.0
Joe Lee Johnson,38,1,0.02632,5,13,25,38,0.02632,15.55,17.53,83,2.18
Joe Littlejohn,1,0,0.0,0,0,0,1,0.0,1.0,35.0,0,0.0
Joe Mangini,8,0,0.0,2,4,10,12,0.0,12.8,14.25,0,0.0
Joe Marsik,4,0,0.0,0,2,4,4,0.0,16.5,13.0,0,0.0
Joe May,4,0,0.0,0,0,0,4,0.0,28.25,33.5,0,0.0
Joe Merola,4,0,0.0,0,1,3,4,0.0,44.5,22.25,0,0.0
Joe Mihalic,8,0,0.0,0,0,2,8,0.0,29.63,25.88,0,0.0
Joe Nagle,16,0,0.0,1,4,6,16,0.0,15.57,23.88,0,0.0
Joe Navarro,1,0,0.0,0,0,0,1,0.0,24.0,22.0,0,0.0
Joe Nemechek,233,0,0.0,2,7,21,239,0.0,30.19,35.32,42,0.18
Joe Phipps,13,0,0.0,0,0,4,13,0.0,30.54,26.15,0,0.0
Joe Racz,2,0,0.0,0,0,2,2,0.0,10.0,17.5,0,0.0
Joe Savatier,3,0,0.0,0,1,3,3,0.0,14.0,11.33,0,0.0
Joe Savoca,2,0,0.0,0,0,0,2,0.0,27.0,24.0,0,0.0
Joe Winter,4,0,0.0,1,1,2,4,0.0,11.5,24.75,0,0.0
Joel Davis,4,0,0.0,0,0,4,4,0.0,16.25,16.0,0,0.0
Joel Halpern,10,0,0.0,1,2,2,10,0.0,14.7,25.6,74,7.4
Joey Arrington,1,0,0.0,0,0,0,1,0.0,25.0,27.0,0,0.0
John Belgard,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
John Berejoski,10,0,0.0,0,3,7,10,0.0,17.7,16.7,0,0.0
John Black,7,0,0.0,0,3,7,7,0.0,18.43,13.14,0,0.0
John Borneman,7,0,0.0,0,0,2,7,0.0,22.43,25.0,0,0.0
John C. Hipp,1,0,0.0,0,0,1,1,0.0,36.0,18.0,0,0.0
John Callis,7,0,0.0,0,0,1,7,0.0,33.86,28.43,0,0.0
John Carter,47,0,0.0,0,1,3,47,0.0,32.96,33.64,5,0.11
John Childs,5,0,0.0,0,1,1,5,0.0,23.0,27.2,0,0.0
John Collins,1,0,0.0,0,0,0,1,0.0,40.0,33.0,0,0.0
John Ditz,47,2,0.04255,30,35,44,52,0.03846,5.58,9.77,850,16.35
"John Dodd, Sr.",29,0,0.0,1,13,22,32,0.0,14.63,15.53,0,0.0
John DuBoise,4,0,0.0,1,1,3,4,0.0,40.0,14.25,0,0.0
John Eanes,55,6,0.10909,11,17,37,56,0.10714,11.05,18.41,1664,29.71
John Edgett,5,0,0.0,0,2,3,5,0.0,22.0,17.6,0,0.0
John Fernandez,1,0,0.0,0,1,1,1,0.0,2.0,10.0,0,0.0
John Findlay,8,0,0.0,1,2,7,8,0.0,16.67,13.5,0,0.0
John Foster,10,0,0.0,2,3,8,10,0.0,8.6,14.6,76,7.6
