driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
Chad Little,217,0,0.0,1,0.00461,16,0.07373,83,0.38249,28.1,4,42,24.07,2,43,0.51,111,49,5530606,25487,238550,1100
Chad McCumbee,10,0,0.0,0,0.0,0,0.0,1,0.1,36.4,22,42,32.4,17,42,0.0,0,0,753552,75355,93408,62800
Chandler Smith,3,0,0.0,0,0.0,0,0.0,3,1.0,35.67,34,37,14.33,11,17,0.0,0,0,0,,,
Charles Barrett,4,0,0.0,0,0.0,1,0.25,2,0.5,29.75,22,40,23.75,10,40,2.25,9,9,5610,1403,2205,880
Charles Barry,4,0,0.0,0,0.0,1,0.25,3,0.75,16.0,11,21,14.25,8,24,0.0,0,0,175,44,100,25
Charles Blewitt,6,0,0.0,0,0.0,0,0.0,3,0.5,24.75,22,28,20.0,14,27,0.0,0,0,400,80,100,50
Charles Brinkley,2,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,35.0,28,42,0.0,0,0,100,100,100,100
Charles Burnett,2,0,0.0,0,0.0,0,0.0,0,0.0,39.5,35,44,26.5,23,30,0.0,0,0,1765,883,1135,630
Charles Dyer,3,0,0.0,0,0.0,2,0.66667,3,1.0,14.0,14,14,9.67,7,13,0.0,0,0,350,117,200,50
Charles Gattilia,14,0,0.0,1,0.07143,4,0.28571,12,0.85714,14.0,7,28,13.64,2,26,0.0,0,0,1310,94,700,25
Charles Gillman,2,0,0.0,0,0.0,1,0.5,2,1.0,,,,13.5,10,17,0.0,0,0,75,38,50,25
Charles Hardiman,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,14.0,14,14,0.0,0,0,200,200,200,200
Charles Kleber,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,16.0,16,16,0.0,0,0,25,25,25,25
Charles McDuffie,2,0,0.0,0,0.0,0,0.0,0,0.0,,,,30.5,30,31,0.0,0,0,0,,,
Charles Merrill,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,23.0,23,23,0.0,0,0,50,50,50,50
Charles Moore,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,24.0,24,24,0.0,0,0,25,25,25,25
Charles Muscatell,2,0,0.0,0,0.0,1,0.5,1,0.5,,,,18.0,8,28,0.0,0,0,75,75,75,75
Charles Oldham,1,0,0.0,0,0.0,0,0.0,0,0.0,61.0,61,61,37.0,37,37,0.0,0,0,25,25,25,25
Charles Pemberton,2,0,0.0,0,0.0,1,0.5,2,1.0,19.0,19,19,11.5,10,13,0.0,0,0,200,100,100,100
Charles Poalillo,2,0,0.0,0,0.0,0,0.0,0,0.0,35.0,32,38,29.5,23,36,0.0,0,0,3445,1723,2050,1395
Charles Powell,2,0,0.0,0,0.0,0,0.0,0,0.0,42.5,42,43,42.0,40,44,0.0,0,0,1000,500,500,500
Charles Sanchez,2,0,0.0,0,0.0,1,0.5,1,0.5,12.0,10,14,13.5,6,21,0.0,0,0,275,138,250,25
Charles Stark,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,19.0,19,19,0.0,0,0,25,25,25,25
Charles Tidwell,2,0,0.0,0,0.0,0,0.0,0,0.0,45.0,45,45,40.0,26,54,0.0,0,0,100,100,100,100
Charles Triplett,1,0,0.0,0,0.0,0,0.0,1,1.0,4.0,4,4,17.0,17,17,0.0,0,0,100,100,100,100
Charles Weidler,7,0,0.0,0,0.0,0,0.0,2,0.28571,27.83,9,65,30.71,17,47,0.0,0,0,150,30,50,25
Charles Williamson,1,0,0.0,0,0.0,0,0.0,1,1.0,6.0,6,6,19.0,19,19,0.0,0,0,30,30,30,30
Charley Griffith,17,0,0.0,1,0.05882,3,0.17647,8,0.47059,23.82,6,68,24.76,3,65,0.0,0,0,7155,511,4600,50
Charlie Baker,12,0,0.0,0,0.0,0,0.0,3,0.25,34.5,19,40,30.08,18,40,0.0,0,0,34635,2886,10450,1350
Charlie Blanton,3,0,0.0,0,0.0,0,0.0,1,0.33333,26.67,19,34,26.67,20,32,0.0,0,0,3135,1045,1825,590
Charlie Causey,5,0,0.0,0,0.0,0,0.0,2,0.4,31.0,22,40,19.6,13,24,0.0,0,0,125,25,25,25
Charlie Chamblee,2,0,0.0,0,0.0,0,0.0,1,0.5,26.0,17,35,21.0,16,26,0.0,0,0,3655,1828,2825,830
Charlie Chapman,7,0,0.0,0,0.0,0,0.0,5,0.71429,21.14,13,34,18.86,12,30,0.0,0,0,1010,168,400,60
Charlie Cregar,16,0,0.0,0,0.0,3,0.1875,8,0.5,18.23,6,36,23.88,8,54,0.5,8,8,1565,157,300,25
Charlie Glotzbach,124,4,0.03226,38,0.30645,50,0.40323,68,0.54839,10.24,1,42,17.84,1,43,14.73,1826,411,320842,2587,19280,70
Charlie Griffin,2,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,27.0,26,28,0.0,0,0,720,360,370,350
Charlie Hill,1,0,0.0,0,0.0,0,0.0,1,1.0,7.0,7,7,15.0,15,15,0.0,0,0,50,50,50,50
Charlie Hoff,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,15.0,15,15,0.0,0,0,25,25,25,25
Charlie Jackson,5,0,0.0,0,0.0,2,0.4,3,0.6,20.6,16,27,15.6,9,25,0.0,0,0,260,87,100,60
Charlie Miller,1,0,0.0,0,0.0,0,0.0,1,1.0,9.0,9,9,11.0,11,11,0.0,0,0,100,100,100,100
Charlie Mincey,3,0,0.0,1,0.33333,2,0.66667,3,1.0,21.5,19,24,8.33,5,11,0.0,0,0,725,242,550,75
Charlie Roberts,76,0,0.0,0,0.0,3,0.03947,37,0.48684,29.49,8,59,22.93,9,53,0.0,0,0,75130,989,2300,100
Charlie Rudolph,4,0,0.0,0,0.0,0,0.0,2,0.5,36.25,35,38,22.5,13,36,0.0,0,0,9995,2499,3775,1680
Charlie Scott,1,0,0.0,0,0.0,0,0.0,1,1.0,14.0,14,14,19.0,19,19,0.0,0,0,75,75,75,75
Charlie Stone,1,0,0.0,0,0.0,0,0.0,1,1.0,39.0,39,39,15.0,15,15,0.0,0,0,100,100,100,100
Chase Briscoe,130,1,0.00769,12,0.09231,27,0.20769,74,0.56923,17.71,1,35,18.84,1,37,3.8,494,109,0,,,
Chase Elliott,308,19,0.06169,100,0.32468,163,0.52922,245,0.79545,11.22,1,35,12.86,1,41,17.12,5274,289,480557,96111,158515,66285
Chauncey Crist,1,0,0.0,0,0.0,0,0.0,1,1.0,35.0,35,35,19.0,19,19,0.0,0,0,50,50,50,50
Chester Barron,6,0,0.0,0,0.0,2,0.33333,4,0.66667,15.5,8,26,19.17,7,35,0.0,0,0,500,83,165,50
Chester Brown,1,0,0.0,0,0.0,0,0.0,0,0.0,7.0,7,7,26.0,26,26,0.0,0,0,0,,,
Chet Fillip,24,0,0.0,0,0.0,0,0.0,4,0.16667,27.96,13,38,26.54,12,41,0.0,0,0,67600,2817,9705,985
Chet Thomson,2,0,0.0,0,0.0,0,0.0,1,0.5,21.5,17,26,17.5,13,22,0.0,0,0,90,45,50,40
Chet Williams,2,0,0.0,0,0.0,0,0.0,1,0.5,33.5,27,40,22.0,17,27,0.0,0,0,135,68,110,25
Chick Dawson,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,27.0,27,27,0.0,0,0,0,,,
Chick DiNatale,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,0,,,
Chick Norris,1,0,0.0,0,0.0,0,0.0,1,1.0,11.0,11,11,15.0,15,15,0.0,0,0,50,50,50,50
Chris Buescher,315,5,0.01587,24,0.07619,64,0.20317,185,0.5873,20.4,1,40,18.96,1,40,2.45,773,169,531264,88544,101540,70779
Chris Cook,5,0,0.0,0,0.0,0,0.0,0,0.0,36.6,28,42,33.8,27,42,0.0,0,0,280540,70135,78825,61680
Chris Miller,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,42.0,42,42,0.0,0,0,0,,,
Chris Monoleos,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,34.0,34,34,0.0,0,0,550,550,550,550
Chris Windom,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,33.0,33,33,0.0,0,0,0,,,
Christian Fittipaldi,16,0,0.0,0,0.0,0,0.0,0,0.0,32.56,7,43,35.75,24,43,0.06,1,1,1305435,81590,177856,39600
Christine Beckers,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,37.0,37,37,0.0,0,0,695,695,695,695
Christopher Bell,166,9,0.05422,38,0.22892,74,0.44578,109,0.65663,13.48,1,38,15.69,1,39,11.37,1888,187,0,,,
Chub Williams,1,0,0.0,0,0.0,0,0.0,1,1.0,16.0,16,16,13.0,13,13,0.0,0,0,75,75,75,75
Chuck Akerblade,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,11.0,11,11,0.0,0,0,100,100,100,100
Chuck Bown,73,0,0.0,0,0.0,4,0.05479,18,0.24658,22.22,1,49,26.47,6,42,0.04,3,3,452815,6203,36860,500
Chuck Daigh,2,0,0.0,0,0.0,0,0.0,1,0.5,21.0,15,27,26.5,20,33,0.0,0,0,575,288,500,75
Chuck Garrett,3,0,0.0,0,0.0,2,0.66667,2,0.66667,35.0,35,35,17.0,7,36,0.0,0,0,325,163,200,125
Chuck Hanson,26,0,0.0,0,0.0,4,0.15385,14,0.53846,23.71,8,47,22.92,8,46,0.0,0,0,1640,96,250,25
Chuck Hobbs,1,0,0.0,0,0.0,0,0.0,0,0.0,55.0,55,55,32.0,32,32,0.0,0,0,25,25,25,25
Chuck Housley,2,0,0.0,0,0.0,0,0.0,2,1.0,,,,14.5,12,17,0.0,0,0,50,25,25,25
Chuck Huckabee,12,0,0.0,0,0.0,1,0.08333,8,0.66667,21.75,15,36,19.67,9,36,0.0,0,0,1280,116,200,100
Chuck James,1,0,0.0,1,1.0,1,1.0,1,1.0,,,,4.0,4,4,0.0,0,0,400,400,400,400
Chuck Little,1,0,0.0,0,0.0,0,0.0,0,0.0,19.0,19,19,28.0,28,28,0.0,0,0,875,875,875,875
Chuck Mahoney,16,0,0.0,3,0.1875,7,0.4375,13,0.8125,10.8,1,19,14.13,2,31,1.13,18,18,2900,264,1000,25
Chuck Meekins,24,0,0.0,8,0.33333,13,0.54167,18,0.75,12.48,3,26,12.67,2,31,0.0,0,0,5645,269,1100,25
Chuck Mesler,1,0,0.0,0,0.0,0,0.0,1,1.0,21.0,21,21,14.0,14,14,0.0,0,0,100,100,100,100
Chuck Neale,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,12.0,12,12,0.0,0,0,25,25,25,25
Chuck Pittenger,1,0,0.0,0,0.0,0,0.0,0,0.0,14.0,14,14,28.0,28,28,0.0,0,0,1155,1155,1155,1155
Chuck Prickett,1,0,0.0,0,0.0,1,1.0,1,1.0,41.0,41,41,10.0,10,10,0.0,0,0,1000,1000,1000,1000
Chuck Schroedel,1,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,40.0,40,40,0.0,0,0,1375,1375,1375,1375
Chuck Shove,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,27.0,27,27,0.0,0,0,200,200,200,200
Chuck Stevenson,2,1,0.5,1,0.5,1,0.5,1,0.5,8.5,2,15,15.5,1,30,27.0,54,54,1630,815,1570,60
Chuck Stimus,1,0,0.0,0,0.0,1,1.0,1,1.0,,,,7.0,7,7,0.0,0,0,125,125,125,125
Chuck Thompson,1,0,0.0,0,0.0,0,0.0,1,1.0,14.0,14,14,12.0,12,12,0.0,0,0,100,100,100,100
Chuck Tombs,3,0,0.0,0,0.0,0,0.0,1,0.33333,24.0,20,27,24.33,17,31,0.0,0,0,100,100,100,100
Chuck Townsen,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,23.0,23,23,0.0,0,0,110,110,110,110
Chuck Wahl,13,0,0.0,0,0.0,2,0.15385,6,0.46154,23.92,10,35,22.62,7,39,0.23,3,3,15170,1167,2035,600
Chuck Walton,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,38.0,38,38,0.0,0,0,875,875,875,875
Chuck Webb,3,0,0.0,0,0.0,1,0.33333,2,0.66667,26.0,17,35,17.67,7,33,0.0,0,0,300,150,200,100
Clare Lawicki,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,11.0,11,11,0.0,0,0,25,25,25,25
Clarence Benton,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,31.0,31,31,0.0,0,0,0,,,
Clarence Burch,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,31.0,31,31,0.0,0,0,50,50,50,50
Clarence Burris,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,11.0,11,11,0.0,0,0,50,50,50,50
Clarence DeZalia,58,0,0.0,0,0.0,12,0.2069,47,0.81034,21.37,12,66,16.09,6,49,0.0,0,0,5745,104,210,25
Clarence Lovell,16,0,0.0,1,0.0625,2,0.125,5,0.3125,20.63,12,42,24.69,4,40,0.0,0,0,19945,1247,5870,555
Clark Dwyer,59,0,0.0,0,0.0,1,0.01695,25,0.42373,29.39,17,42,23.71,10,40,0.02,1,1,257350,4362,14805,1100
Claude Ballot-Lena,6,0,0.0,0,0.0,0,0.0,1,0.16667,28.17,16,35,28.33,18,37,0.0,0,0,9850,1642,2835,950
Claude Holiday,1,0,0.0,0,0.0,0,0.0,1,1.0,19.0,19,19,19.0,19,19,0.0,0,0,50,50,50,50
Claude Joyce,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,30.0,30,30,0.0,0,0,25,25,25,25
Claude Wallington,2,0,0.0,0,0.0,1,0.5,1,0.5,,,,15.5,6,25,0.0,0,0,175,88,150,25
Clay Rogers,2,0,0.0,0,0.0,0,0.0,0,0.0,35.5,33,38,43.0,43,43,0.0,0,0,106885,53443,54155,52730
Clay Young,5,0,0.0,0,0.0,0,0.0,1,0.2,38.6,37,40,31.4,19,40,0.0,0,0,22610,4522,7295,1150
Clayton D'Aniello,3,0,0.0,0,0.0,0,0.0,1,0.33333,26.0,26,26,20.67,14,27,0.0,0,0,275,92,200,25
Clem Proctor,9,0,0.0,0,0.0,1,0.11111,3,0.33333,19.88,7,39,24.11,6,39,0.0,0,0,4400,550,1015,250
Cliff Garner,4,0,0.0,0,0.0,0,0.0,1,0.25,31.75,17,48,27.0,16,35,0.0,0,0,3270,818,1495,500
Cliff Hill,1,0,0.0,0,0.0,0,0.0,1,1.0,14.0,14,14,18.0,18,18,0.0,0,0,50,50,50,50
Cliff Hucul,2,0,0.0,0,0.0,0,0.0,0,0.0,35.0,30,40,35.5,31,40,0.0,0,0,2325,1163,1175,1150
Cliff Richmond,2,0,0.0,0,0.0,0,0.0,2,1.0,18.0,14,22,14.0,11,17,0.0,0,0,50,25,25,25
Cliff Roberts,2,0,0.0,0,0.0,0,0.0,2,1.0,20.5,17,24,17.0,15,19,0.0,0,0,50,25,25,25
Cliff Timberman,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,25.0,25,25,0.0,0,0,0,,,
Cliff Tyler,4,0,0.0,0,0.0,0,0.0,1,0.25,27.75,21,34,24.25,18,29,0.0,0,0,1315,329,485,220
Cliff Woodson,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,40.0,40,40,0.0,0,0,10,10,10,10
Cliff Wright,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,27.0,27,27,0.0,0,0,40,40,40,40
Cliff Yiskis,1,0,0.0,1,1.0,1,1.0,1,1.0,10.0,10,10,4.0,4,4,0.0,0,0,365,365,365,365
Clint Bowyer,541,10,0.01848,82,0.15157,226,0.41774,382,0.7061,16.76,1,42,15.6,1,43,6.04,3268,222,47992647,132944,648545,61700
Clyde Dagit,2,0,0.0,0,0.0,0,0.0,2,1.0,30.0,29,31,16.5,15,18,0.0,0,0,2420,1210,1400,1020
Clyde Goons,1,0,0.0,0,0.0,0,0.0,1,1.0,22.0,22,22,16.0,16,16,0.0,0,0,85,85,85,85
Clyde Lynn,165,0,0.0,8,0.04848,73,0.44242,131,0.79394,19.14,5,44,14.18,2,42,0.0,0,0,58825,359,2200,100
Clyde Minter,42,0,0.0,5,0.11905,19,0.45238,29,0.69048,18.0,3,53,17.67,3,65,0.0,0,0,3740,98,500,10
Clyde Mitchell,4,0,0.0,0,0.0,1,0.25,4,1.0,22.0,18,26,16.5,9,20,0.0,0,0,300,75,140,50
Clyde Palmer,22,0,0.0,7,0.31818,10,0.45455,15,0.68182,12.65,2,47,15.23,2,48,0.0,0,0,4495,214,730,20
Clyde Pittinger,3,0,0.0,0,0.0,0,0.0,3,1.0,23.33,18,31,17.67,17,19,0.0,0,0,140,47,90,25
Clyde Prickett,3,0,0.0,0,0.0,0,0.0,2,0.66667,31.67,31,33,24.33,14,39,0.0,0,0,1810,603,700,500
Cody Ware,101,0,0.0,0,0.0,1,0.0099,8,0.07921,33.41,11,40,30.31,6,40,0.08,8,4,0,,,
Cole Custer,117,1,0.00855,2,0.01709,12,0.10256,54,0.46154,20.65,1,38,20.91,1,39,0.25,29,7,0,,,
Cole Whitt,161,0,0.0,0,0.0,0,0.0,13,0.08075,33.65,17,43,29.45,11,43,0.07,11,3,8098440,94168,331312,46330
Coleman Grant,6,0,0.0,0,0.0,0,0.0,4,0.66667,24.33,20,29,18.83,14,23,0.0,0,0,125,25,25,25
Coleman Lawrence,22,0,0.0,0,0.0,6,0.27273,19,0.86364,28.93,19,66,16.18,7,37,0.0,0,0,900,41,125,25
Connie Saylor,58,0,0.0,0,0.0,1,0.01724,17,0.2931,28.81,11,42,27.4,8,41,0.16,9,4,198790,3427,11470,925
Conor Daly,3,0,0.0,0,0.0,0,0.0,0,0.0,36.0,34,39,33.0,29,36,0.0,0,0,0,,,
Conrad Janis,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,39.0,39,39,0.0,0,0,0,,,
Coo Coo Marlin,165,0,0.0,9,0.05455,51,0.30909,89,0.53939,16.96,2,40,19.87,3,50,0.61,101,16,323139,1958,17825,125
Corey Benjamin,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,41.0,41,41,0.0,0,0,50,50,50,50
Corey Heim,3,0,0.0,0,0.0,0,0.0,0,0.0,27.0,20,32,25.33,22,29,0.0,0,0,0,,,
Corey LaJoie,258,0,0.0,4,0.0155,9,0.03488,65,0.25194,28.59,5,42,25.64,4,41,0.62,161,48,134595,67298,72940,61655
Cotton Farmer,2,0,0.0,0,0.0,0,0.0,2,1.0,22.0,16,28,19.0,18,20,0.0,0,0,260,130,160,100
Cotton Hodges,3,0,0.0,0,0.0,0,0.0,1,0.33333,23.67,21,25,24.0,18,33,0.0,0,0,100,33,50,25
Cotton Owens,160,9,0.05625,52,0.325,84,0.525,128,0.8,9.62,1,82,13.29,1,61,8.14,1302,200,69535,467,6100,25
Cotton Priddy,3,0,0.0,0,0.0,0,0.0,1,0.33333,28.5,21,36,25.0,20,31,0.0,0,0,125,42,50,25
Cotton Wallace,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,500,500,500,500
Craig Spetman,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,37.0,37,37,0.0,0,0,1150,1150,1150,1150
Crash Bond,1,0,0.0,0,0.0,0,0.0,1,1.0,20.0,20,20,13.0,13,13,0.0,0,0,150,150,150,150
Crash Carson,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,34.0,34,34,0.0,0,0,40,40,40,40
Curley Barker,4,0,0.0,3,0.75,4,1.0,4,1.0,13.67,9,19,5.0,3,9,45.5,182,182,1395,349,500,135
Curley Hatfield,3,0,0.0,0,0.0,0,0.0,2,0.66667,32.33,15,61,20.33,15,31,0.0,0,0,210,70,100,50
Curly Mills,4,0,0.0,0,0.0,2,0.5,3,0.75,16.75,13,18,14.0,9,21,0.0,0,0,580,145,230,100
Curtis Crider,232,0,0.0,14,0.06034,70,0.30172,185,0.79741,19.16,2,48,15.4,3,53,0.0,0,0,50250,218,1450,25
Curtis Estes,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,12.0,12,12,0.0,0,0,25,25,25,25
Curtis Hunt,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,24.0,24,24,0.0,0,0,25,25,25,25
Curtis Markham,5,0,0.0,0,0.0,0,0.0,0,0.0,28.0,18,34,33.4,26,39,0.0,0,0,20945,4189,8325,1175
Curtis Turner,184,17,0.09239,54,0.29348,73,0.39674,124,0.67391,9.99,1,53,15.98,1,61,26.73,4918,266,121160,713,13090,25
Cy Fairchild,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,30.0,30,30,0.0,0,0,0,,,
Cy Spencer,1,0,0.0,0,0.0,0,0.0,1,1.0,17.0,17,17,17.0,17,17,0.0,0,0,50,50,50,50
D. Wayne Strout,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,26.0,26,26,0.0,0,0,1700,1700,1700,1700
D.J. Kennington,16,0,0.0,0,0.0,0,0.0,2,0.125,34.88,28,40,29.06,13,38,0.0,0,0,0,,,
D.K. Ulrich,273,0,0.0,1,0.00366,16,0.05861,152,0.55678,24.78,5,50,20.64,4,45,0.0,1,1,659210,2415,11355,100
Dale Earnhardt,676,76,0.11243,281,0.41568,428,0.63314,545,0.80621,12.9,1,43,11.06,1,42,38.04,25714,456,25866245,38264,1059805,1360
"Dale Earnhardt, Jr.",631,26,0.0412,149,0.23613,260,0.41204,433,0.68621,16.09,1,42,15.8,1,43,13.05,8234,295,76559746,132686,1506363,21765
Dale Jarrett,668,32,0.0479,163,0.24401,260,0.38922,414,0.61976,18.99,1,43,17.24,1,43,10.56,7053,323,46595772,69754,1277975,835
Dale Perry,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,30.0,30,30,0.0,0,0,880,880,880,880
Dale Williams,1,0,0.0,0,0.0,1,1.0,1,1.0,34.0,34,34,9.0,9,9,0.0,0,0,75,75,75,75
Dan Daniels,2,0,0.0,0,0.0,0,0.0,0,0.0,,,,24.0,22,26,0.0,0,0,50,25,25,25
Dan Daughtry,10,0,0.0,0,0.0,1,0.1,1,0.1,17.7,4,30,34.9,10,48,0.6,6,5,14943,1494,3230,725
Dan Eames,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,27.0,27,27,0.0,0,0,185,185,185,185
Dan Galullo,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,21.0,21,21,0.0,0,0,25,25,25,25
Dan Gurney,16,5,0.3125,8,0.5,10,0.625,12,0.75,7.25,1,20,11.25,1,36,43.5,696,148,92515,5782,21250,150
Dan Obrist,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,43.0,43,43,0.0,0,0,9760,9760,9760,9760
Dan Pardus,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,36.0,36,36,0.0,0,0,25425,25425,25425,25425
Dan Rush,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,18.0,18,18,0.0,0,0,25,25,25,25
Dan Walters,1,0,0.0,0,0.0,0,0.0,0,0.0,14.0,14,14,42.0,42,42,0.0,0,0,0,,,
Dana Hall,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,42.0,42,42,0.0,0,0,500,500,500,500
Dana Patten,4,0,0.0,0,0.0,0,0.0,0,0.0,35.75,31,38,28.25,22,33,0.0,0,0,9595,2399,3510,1650
Danica Patrick,191,0,0.0,0,0.0,7,0.03665,65,0.34031,25.03,1,43,24.11,6,43,0.34,64,11,12014422,101817,357464,63360
Daniel Hemric,69,0,0.0,1,0.01449,6,0.08696,29,0.42029,21.68,1,38,22.88,5,37,0.52,36,8,0,,,
Daniel Suarez,273,2,0.00733,20,0.07326,63,0.23077,153,0.56044,18.58,1,40,18.94,1,40,2.59,706,64,0,,,
Daniel Warlick,2,0,0.0,0,0.0,1,0.5,1,0.5,16.0,14,18,16.0,7,25,0.0,0,0,250,250,250,250
Daniil Kvyat,3,0,0.0,0,0.0,0,0.0,0,0.0,35.0,33,36,37.0,36,39,0.0,0,0,0,,,
Danny Byrd,4,0,0.0,1,0.25,1,0.25,2,0.5,18.0,15,21,18.0,5,31,0.0,0,0,1075,269,575,100
Danny Curley,1,0,0.0,0,0.0,0,0.0,1,1.0,19.0,19,19,19.0,19,19,0.0,0,0,25,25,25,25
Danny Graves,9,1,0.11111,3,0.33333,4,0.44444,6,0.66667,3.44,1,8,14.56,1,35,19.33,174,100,2020,224,800,25
Danny Letner,27,2,0.07407,5,0.18519,10,0.37037,19,0.7037,15.92,1,46,18.37,1,63,6.52,176,105,6715,258,1000,25
Danny Sullivan,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,33.0,33,33,0.0,0,0,22750,22750,22750,22750
Danny Turner,3,0,0.0,0,0.0,0,0.0,0,0.0,26.0,20,30,27.33,21,34,0.0,0,0,1040,347,455,205
Danny Weinberg,17,1,0.05882,7,0.41176,9,0.52941,13,0.76471,11.38,1,28,13.88,1,42,7.41,126,126,5535,326,1700,25
Darel Dieringer,181,7,0.03867,45,0.24862,79,0.43646,123,0.67956,11.36,1,46,14.8,1,46,13.91,2517,400,224665,1269,20900,25
Darin Brassfield,3,0,0.0,0,0.0,0,0.0,1,0.33333,31.67,29,36,21.33,12,30,0.0,0,0,10852,3617,5707,2495
Dario Franchitti,10,0,0.0,0,0.0,0,0.0,0,0.0,28.3,7,43,34.3,22,43,0.1,1,1,1005851,100585,270613,70880
Darrell Basham,1,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,24.0,24,24,0.0,0,0,385,385,385,385
Darrell Bryant,18,0,0.0,0,0.0,2,0.11111,8,0.44444,23.94,11,40,24.83,7,40,0.0,0,0,13925,819,2565,100
Darrell Dake,4,0,0.0,0,0.0,1,0.25,2,0.5,20.25,12,35,25.25,6,46,0.0,0,0,775,258,325,200
Darrell Waltrip,809,84,0.10383,276,0.34116,390,0.48208,521,0.644,13.71,1,43,15.12,1,44,28.6,23134,419,16081101,19878,184900,250
Darryl Sage,8,0,0.0,0,0.0,0,0.0,4,0.5,24.38,17,36,21.88,16,30,0.0,0,0,8030,1004,1620,720
Darvin Randahl,7,0,0.0,0,0.0,1,0.14286,4,0.57143,22.29,15,38,19.43,7,29,0.0,0,0,710,142,500,50
Dave Alonzo,4,0,0.0,0,0.0,0,0.0,1,0.25,28.25,21,38,24.75,16,39,0.0,0,0,3815,954,1150,555
Dave Anderson,1,0,0.0,0,0.0,0,0.0,0,0.0,76.0,76,76,46.0,46,46,0.0,0,0,50,50,50,50
Dave Blaney,473,0,0.0,4,0.00846,28,0.0592,104,0.21987,28.03,1,43,28.25,3,43,0.64,301,70,38415656,81217,322785,4500
Dave Dion,12,0,0.0,0,0.0,1,0.08333,4,0.33333,22.58,4,37,25.5,9,40,0.0,0,0,9880,823,1520,425
Dave Hirschfield,2,0,0.0,0,0.0,0,0.0,0,0.0,48.0,30,66,45.5,28,63,0.0,0,0,100,100,100,100
Dave Humphrey,1,0,0.0,0,0.0,0,0.0,0,0.0,25.0,25,25,30.0,30,30,0.0,0,0,0,,,
Dave James,8,0,0.0,0,0.0,4,0.5,5,0.625,20.88,14,28,20.63,7,41,0.0,0,0,3800,475,1250,50
Dave Lundman,1,0,0.0,0,0.0,0,0.0,0,0.0,66.0,66,66,21.0,21,21,0.0,0,0,60,60,60,60
Dave MacDonald,7,0,0.0,2,0.28571,4,0.57143,6,0.85714,12.14,5,19,10.71,2,24,13.14,92,92,14525,2075,6745,150
