driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
Michael Ritch,1,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,34.0,34,34,0.0,0,0,12655,12655,12655,12655
Michael Waltrip,784,4,0.0051,41,0.0523,133,0.16964,369,0.47066,22.49,1,43,21.89,1,43,1.8,1415,208,43277908,55413,1400406,750
Mickey Gibbs,36,0,0.0,0,0.0,0,0.0,10,0.27778,29.78,13,42,27.14,14,40,0.08,3,2,174215,4839,24560,1510
Mickey Rorer,2,0,0.0,0,0.0,0,0.0,1,0.5,,,,22.5,11,34,0.0,0,0,60,30,35,25
Mike Alexander,74,0,0.0,2,0.02703,11,0.14865,36,0.48649,21.36,2,42,20.22,3,41,0.74,55,22,423995,5730,23610,475
Mike Batinich,2,0,0.0,0,0.0,0,0.0,2,1.0,24.5,13,36,12.5,12,13,0.0,0,0,240,120,140,100
Mike Bliss,179,0,0.0,1,0.00559,7,0.03911,25,0.13966,31.23,6,43,32.46,4,43,0.1,18,4,13055268,72934,262545,15020
Mike Brown,2,0,0.0,0,0.0,0,0.0,1,0.5,48.0,48,48,22.0,14,30,0.0,0,0,50,25,25,25
Mike Chase,13,0,0.0,0,0.0,0,0.0,0,0.0,36.23,27,43,32.23,24,42,0.31,4,4,82635,6357,21825,3000
Mike Dillon,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,35.0,35,35,0.0,0,0,28050,28050,28050,28050
Mike Eagan,1,0,0.0,1,1.0,1,1.0,1,1.0,,,,4.0,4,4,0.0,0,0,300,300,300,300
Mike Ernest,4,0,0.0,0,0.0,0,0.0,1,0.25,21.0,21,21,28.25,15,39,0.0,0,0,60,30,50,10
Mike Garvey,13,0,0.0,0,0.0,0,0.0,0,0.0,36.08,23,43,37.31,25,43,0.08,1,1,877617,67509,82025,60035
Mike Hiss,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,22.0,22,22,0.0,0,0,1365,1365,1365,1365
Mike Kempton,4,0,0.0,0,0.0,0,0.0,2,0.5,32.75,28,40,24.25,18,30,0.0,0,0,4160,1040,2050,455
Mike Klapak,13,0,0.0,0,0.0,3,0.23077,5,0.38462,13.25,2,28,24.85,6,47,0.0,0,0,525,66,150,25
Mike Laws,2,0,0.0,0,0.0,0,0.0,0,0.0,34.5,34,35,27.5,24,31,0.0,0,0,3095,1548,1675,1420
Mike Little,2,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,23.0,22,24,0.0,0,0,50,25,25,25
Mike Magill,5,0,0.0,0,0.0,0,0.0,2,0.4,17.5,13,22,26.0,15,42,0.0,0,0,260,65,110,25
Mike Marlar,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,31.0,31,31,0.0,0,0,0,,,
Mike McGreevy,4,0,0.0,0,0.0,0,0.0,3,0.75,19.5,9,31,16.25,11,29,0.0,0,0,385,128,150,100
Mike McLaughlin,2,0,0.0,0,0.0,0,0.0,0,0.0,34.0,28,40,24.5,22,27,0.0,0,0,17975,8988,11300,6675
Mike Miller,3,0,0.0,0,0.0,0,0.0,0,0.0,22.67,13,37,33.67,28,39,0.0,0,0,5220,1740,3075,740
Mike Mitchell,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,22.0,22,22,0.0,0,0,50,50,50,50
Mike Olsen,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,33.0,33,33,0.0,0,0,81735,81735,81735,81735
Mike Page,1,0,0.0,0,0.0,0,0.0,1,1.0,13.0,13,13,15.0,15,15,0.0,0,0,100,100,100,100
Mike Pittlekow,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,31.0,31,31,0.0,0,0,1015,1015,1015,1015
Mike Potter,60,0,0.0,0,0.0,0,0.0,9,0.15,33.2,21,40,28.3,15,40,0.0,0,0,168895,2815,21710,400
Mike Price,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,30.0,30,30,0.0,0,0,50,50,50,50
Mike Rockenfeller,5,0,0.0,0,0.0,0,0.0,1,0.2,30.2,21,37,26.2,19,30,0.0,0,0,0,,,
Mike Saathoff,1,0,0.0,0,0.0,0,0.0,1,1.0,31.0,31,31,19.0,19,19,0.0,0,0,200,200,200,200
Mike Skinner,287,0,0.0,10,0.03484,39,0.13589,92,0.32056,22.37,1,43,26.07,2,43,3.59,1029,191,16685793,58139,350634,1125
Mike Stolarcyk,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,32.0,32,32,0.0,0,0,1615,1615,1615,1615
Mike Wallace,197,0,0.0,3,0.01523,14,0.07107,53,0.26904,31.81,6,43,26.84,2,44,0.74,145,45,10761571,54627,615658,3300
Milan Micka,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,36.0,36,36,0.0,0,0,150,150,150,150
Milford Schell,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,23.0,23,23,0.0,0,0,0,,,
Millard Wright,3,0,0.0,0,0.0,0,0.0,3,1.0,18.67,15,22,15.33,12,18,0.0,0,0,160,53,60,50
Mitch Walker,1,0,0.0,0,0.0,0,0.0,1,1.0,21.0,21,21,11.0,11,11,0.0,0,0,130,130,130,130
Mooney Williamson,1,0,0.0,0,0.0,0,0.0,0,0.0,47.0,47,47,50.0,50,50,0.0,0,0,0,,,
Morgan Shepherd,517,4,0.00774,63,0.12186,168,0.32495,283,0.54739,19.57,1,43,19.71,1,43,4.17,2155,203,9287838,17965,181300,235
Morris Hill,1,0,0.0,0,0.0,0,0.0,1,1.0,15.0,15,15,15.0,15,15,0.0,0,0,25,25,25,25
Morris Lamb,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,20.0,20,20,0.0,0,0,0,,,
Murrace Walker,2,0,0.0,0,0.0,0,0.0,0,0.0,34.5,33,36,48.0,22,74,0.0,0,0,0,,,
Nace Mattingly,17,0,0.0,2,0.11765,5,0.29412,14,0.82353,19.75,4,60,17.47,5,63,0.0,0,0,2320,145,350,25
Nat Reeder,1,0,0.0,0,0.0,0,0.0,1,1.0,38.0,38,38,13.0,13,13,0.0,0,0,625,625,625,625
Natz Peters,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,800,800,800,800
Ned Jarrett,353,50,0.14164,185,0.52408,239,0.67705,313,0.88669,8.09,1,54,9.18,1,59,29.34,10358,424,287977,837,21060,25
Ned Setzer,10,0,0.0,0,0.0,3,0.3,6,0.6,19.3,2,36,19.2,6,39,0.0,0,0,6005,601,2525,100
Neil Bonnett,362,18,0.04972,83,0.22928,156,0.43094,228,0.62983,11.9,1,40,16.5,1,45,17.62,6378,404,3365687,9297,67290,370
Neil Castles,498,0,0.0,51,0.10241,178,0.35743,339,0.68072,19.41,2,48,17.0,2,50,0.14,70,29,232036,475,3440,25
Neil Cole,19,1,0.05263,5,0.26316,11,0.57895,16,0.84211,11.57,1,24,11.05,1,25,2.37,45,45,3900,217,1000,25
Neil Haight,2,0,0.0,0,0.0,0,0.0,2,1.0,15.0,15,15,17.0,16,18,0.0,0,0,195,98,105,90
Neil McDonald,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,11.0,11,11,0.0,0,0,25,25,25,25
Neil Roberts,3,0,0.0,0,0.0,1,0.33333,3,1.0,32.0,32,32,12.0,8,15,0.0,0,0,425,142,300,25
Nels Miller,1,0,0.0,0,0.0,0,0.0,0,0.0,12.0,12,12,35.0,35,35,0.0,0,0,900,900,900,900
Nelson Applegate,5,0,0.0,0,0.0,1,0.2,3,0.6,14.5,14,15,20.2,7,35,0.0,0,0,220,44,125,10
Nelson Oswald,14,0,0.0,0,0.0,0,0.0,2,0.14286,29.64,15,38,26.43,18,38,0.0,0,0,9085,649,1600,300
"Nelson Piquet, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,26.0,26,26,0.0,0,0,72640,72640,72640,72640
Nelson Stacy,45,4,0.08889,13,0.28889,24,0.53333,29,0.64444,9.6,2,28,16.82,1,46,13.0,585,313,90330,2007,25505,50
Nero Steptoe,5,0,0.0,0,0.0,0,0.0,3,0.6,23.75,14,43,19.2,11,29,0.0,0,0,325,65,150,25
Nestor Peles,7,0,0.0,0,0.0,0,0.0,2,0.28571,34.43,29,40,24.14,19,35,0.0,0,0,5810,830,1180,500
Nick Fornoro,1,0,0.0,0,0.0,1,1.0,1,1.0,12.0,12,12,8.0,8,8,0.0,0,0,200,200,200,200
Nick Garin,2,0,0.0,0,0.0,0,0.0,1,0.5,,,,24.5,14,35,0.0,0,0,60,30,50,10
Nick Lari,1,0,0.0,0,0.0,0,0.0,1,1.0,25.0,25,25,18.0,18,18,0.0,0,0,50,50,50,50
Nick Nicolette,3,0,0.0,0,0.0,0,0.0,1,0.33333,20.0,20,20,27.67,20,32,0.0,0,0,75,25,40,10
Nick Rampling,3,0,0.0,0,0.0,0,0.0,2,0.66667,24.0,20,30,17.33,12,27,0.0,0,0,230,115,120,110
Nick Spano,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,21.0,21,21,0.0,0,0,10,10,10,10
Niles Gage,1,0,0.0,0,0.0,0,0.0,1,1.0,22.0,22,22,13.0,13,13,0.0,0,0,155,155,155,155
Nix Beard,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,18.0,18,18,0.0,0,0,0,,,
Noah Gragson,61,0,0.0,2,0.03279,8,0.13115,22,0.36066,24.49,3,39,23.3,3,38,0.25,15,5,0,,,
Nolan Swift,2,0,0.0,0,0.0,1,0.5,2,1.0,16.0,12,20,15.0,10,20,0.0,0,0,175,88,125,50
Nook Walters,4,0,0.0,1,0.25,1,0.25,4,1.0,17.0,9,25,11.5,4,18,0.0,0,0,350,88,275,25
Norm Benning,4,0,0.0,0,0.0,0,0.0,0,0.0,36.5,35,39,32.5,30,39,0.0,0,0,12285,3071,5410,2050
Norm McCarthy,3,0,0.0,0,0.0,1,0.33333,1,0.33333,,,,23.33,8,32,0.0,0,0,135,45,100,10
Norm Nelson,5,1,0.2,2,0.4,3,0.6,5,1.0,18.0,1,39,10.2,1,20,21.2,106,106,8390,1678,5250,95
Norm Palmer,7,0,0.0,0,0.0,2,0.28571,3,0.42857,18.43,8,40,22.71,6,39,0.0,0,0,9905,1415,2500,500
Norman Lynch,1,0,0.0,0,0.0,0,0.0,0,0.0,10.0,10,10,29.0,29,29,0.0,0,0,25,25,25,25
Norman McGriff,3,0,0.0,0,0.0,2,0.66667,3,1.0,13.0,12,14,11.0,9,14,0.0,0,0,370,123,150,110
Norman Schihl,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,23.0,23,23,0.0,0,0,150,150,150,150
O.A. Dean,1,0,0.0,0,0.0,0,0.0,1,1.0,12.0,12,12,18.0,18,18,0.0,0,0,25,25,25,25
Obie Chupp,1,0,0.0,0,0.0,0,0.0,1,1.0,47.0,47,47,18.0,18,18,0.0,0,0,50,50,50,50
Oda Greene,7,0,0.0,2,0.28571,3,0.42857,4,0.57143,26.33,13,37,15.14,3,28,0.0,0,0,875,125,450,25
Odie Robertson,1,0,0.0,0,0.0,0,0.0,0,0.0,29.0,29,29,24.0,24,24,0.0,0,0,1075,1075,1075,1075
Ole Anderson,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,40,40,40,40
Olin Allen,1,0,0.0,0,0.0,0,0.0,1,1.0,27.0,27,27,14.0,14,14,0.0,0,0,25,25,25,25
Oliver Dial,2,0,0.0,0,0.0,0,0.0,1,0.5,65.0,65,65,25.5,13,38,0.0,0,0,75,38,50,25
Ollie Olson,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,24.0,24,24,0.0,0,0,25,25,25,25
Oma Kimbrough,3,0,0.0,0,0.0,0,0.0,0,0.0,38.0,37,39,30.33,24,37,0.0,0,0,7995,2665,3620,2135
Oren Prosser,3,0,0.0,0,0.0,0,0.0,1,0.33333,27.0,25,29,24.0,19,28,0.0,0,0,750,250,500,50
Otis Martin,23,0,0.0,0,0.0,6,0.26087,18,0.78261,21.0,2,42,15.52,6,36,0.0,0,0,1535,70,175,25
Otis Skinner,1,0,0.0,0,0.0,1,1.0,1,1.0,15.0,15,15,7.0,7,7,0.0,0,0,325,325,325,325
Owen Jones,2,0,0.0,0,0.0,0,0.0,2,1.0,,,,16.5,14,19,0.0,0,0,50,25,25,25
Owen Kelly,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,24.0,24,24,0.0,0,0,92682,92682,92682,92682
Owen Loggins,7,0,0.0,0,0.0,0,0.0,5,0.71429,22.14,6,37,22.29,14,41,0.0,0,0,525,88,175,25
P.E. Godfrey,1,0,0.0,0,0.0,0,0.0,0,0.0,56.0,56,56,59.0,59,59,0.0,0,0,0,,,
P.J. Jones,33,0,0.0,1,0.0303,2,0.06061,3,0.09091,34.03,14,43,32.15,4,43,0.06,2,1,1685400,51073,98408,6085
Pancho Alvarez,1,0,0.0,0,0.0,0,0.0,0,0.0,9.0,9,9,24.0,24,24,0.0,0,0,25,25,25,25
Pancho Carter,14,0,0.0,0,0.0,0,0.0,3,0.21429,27.5,17,33,28.21,17,40,0.21,3,2,83490,5964,12925,2755
Pap White,2,0,0.0,0,0.0,1,0.5,2,1.0,55.0,55,55,13.0,10,16,0.0,0,0,400,400,400,400
Pappy Crane,2,0,0.0,0,0.0,1,0.5,1,0.5,41.5,16,67,29.5,9,50,0.0,0,0,340,170,200,140
Pappy Hough,21,0,0.0,1,0.04762,7,0.33333,17,0.80952,20.1,1,44,15.05,5,33,0.0,0,0,1495,79,200,10
Parker Kligerman,30,0,0.0,0,0.0,0,0.0,4,0.13333,33.37,23,41,28.93,15,42,0.0,0,0,1053644,105364,318338,52380
Parks Surratt,7,0,0.0,0,0.0,0,0.0,7,1.0,24.0,24,24,15.71,12,19,0.0,0,0,175,25,25,25
Parnelli Jones,34,4,0.11765,6,0.17647,11,0.32353,18,0.52941,11.45,1,44,19.59,1,54,18.06,614,147,38165,1157,18720,25
Pat Fay,4,0,0.0,0,0.0,1,0.25,1,0.25,24.5,14,47,28.25,9,40,0.0,0,0,4290,1073,1500,655
Pat Flaherty,1,0,0.0,0,0.0,0,0.0,0,0.0,19.0,19,19,59.0,59,59,0.0,0,0,0,,,
Pat Grogan,2,0,0.0,0,0.0,0,0.0,0,0.0,37.0,23,51,41.0,35,47,0.0,0,0,50,50,50,50
Pat Kirkwood,9,0,0.0,3,0.33333,4,0.44444,7,0.77778,15.78,1,37,15.22,3,29,0.0,0,0,3290,411,1325,25
Pat Mintey,3,0,0.0,0,0.0,0,0.0,0,0.0,38.67,36,42,33.33,29,37,0.0,0,0,2725,908,1175,700
Pat Moore,1,0,0.0,0,0.0,0,0.0,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,50,50,50,50
Pat Wade,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,19.0,19,19,0.0,0,0,25,25,25,25
Pat Zocano,1,0,0.0,0,0.0,0,0.0,0,0.0,76.0,76,76,25.0,25,25,0.0,0,0,60,60,60,60
Patrick Carpentier,42,0,0.0,0,0.0,0,0.0,5,0.11905,28.88,1,43,30.69,11,43,0.71,30,10,3222299,80557,154375,64375
Patrick Latimer,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,40.0,40,40,0.0,0,0,1250,1250,1250,1250
Patrick Long,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,42.0,42,42,0.0,0,0,61555,61555,61555,61555
Patty Moise,5,0,0.0,0,0.0,0,0.0,0,0.0,33.4,30,36,32.2,26,39,0.0,0,0,12740,2548,3485,1690
Paul Aars,1,0,0.0,0,0.0,1,1.0,1,1.0,45.0,45,45,10.0,10,10,0.0,0,0,200,200,200,200
Paul Austin,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,22.0,22,22,0.0,0,0,25,25,25,25
Paul Bass,1,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,46.0,46,46,0.0,0,0,100,100,100,100
Paul Bumhaver,2,0,0.0,0,0.0,0,0.0,1,0.5,30.5,25,36,22.5,20,25,0.0,0,0,500,250,300,200
Paul Burrow,2,0,0.0,0,0.0,0,0.0,2,1.0,35.5,25,46,18.5,18,19,0.0,0,0,500,250,425,75
Paul Clark,4,0,0.0,0,0.0,0,0.0,1,0.25,20.5,5,39,31.75,20,44,0.0,0,0,875,292,450,175
Paul Connors,5,0,0.0,0,0.0,1,0.2,3,0.6,27.8,11,39,18.4,6,33,0.0,0,0,4345,869,2600,100
Paul Dean Holt,85,0,0.0,0,0.0,1,0.01176,51,0.6,22.71,11,43,19.8,10,40,0.0,0,0,17927,224,877,100
Paul Dorrity,8,0,0.0,0,0.0,0,0.0,3,0.375,31.0,20,42,28.0,18,40,0.0,0,0,6585,823,1075,500
Paul Feldner,3,0,0.0,0,0.0,1,0.33333,1,0.33333,24.67,20,31,22.0,10,32,0.0,0,0,2240,747,1180,310
Paul Fess,3,0,0.0,0,0.0,0,0.0,0,0.0,27.67,23,32,27.33,22,32,0.0,0,0,5695,1898,3860,835
Paul Goldsmith,128,9,0.07031,44,0.34375,59,0.46094,81,0.63281,7.74,1,44,15.57,1,44,18.38,2352,286,190255,1498,14340,50
Paul Jett,1,0,0.0,0,0.0,0,0.0,1,1.0,33.0,33,33,18.0,18,18,0.0,0,0,680,680,680,680
Paul Lewis,114,1,0.00877,16,0.14035,45,0.39474,79,0.69298,18.92,1,48,16.54,1,58,0.62,71,64,50385,458,2250,25
Paul Lyons,2,0,0.0,0,0.0,0,0.0,0,0.0,21.0,19,23,23.0,23,23,0.0,0,0,25,25,25,25
Paul Magee,1,0,0.0,0,0.0,0,0.0,1,1.0,23.0,23,23,12.0,12,12,0.0,0,0,25,25,25,25
Paul Menard,471,1,0.00212,20,0.04246,69,0.1465,257,0.54565,19.97,1,43,20.21,1,43,0.73,342,64,36117514,110451,550702,52410
Paul Newkirk,3,0,0.0,1,0.33333,1,0.33333,2,0.66667,32.5,27,38,20.33,5,43,0.0,0,0,525,263,500,25
Paul Norris,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,44.0,44,44,0.0,0,0,200,200,200,200
Paul Parks,13,0,0.0,0,0.0,1,0.07692,6,0.46154,33.43,3,65,22.31,6,37,0.0,0,0,875,97,200,25
Paul Pettit,12,0,0.0,1,0.08333,1,0.08333,6,0.5,18.17,7,42,20.83,5,34,0.0,0,0,545,61,325,10
Paul Phipps,1,0,0.0,0,0.0,0,0.0,1,1.0,14.0,14,14,19.0,19,19,0.0,0,0,25,25,25,25
Paul Radford,1,0,0.0,0,0.0,0,0.0,0,0.0,9.0,9,9,30.0,30,30,0.0,0,0,750,750,750,750
Paul Richardson,1,0,0.0,0,0.0,0,0.0,0,0.0,21.0,21,21,25.0,25,25,0.0,0,0,25,25,25,25
Paul Smith,3,0,0.0,0,0.0,1,0.33333,3,1.0,,,,15.0,10,20,0.0,0,0,125,63,75,50
Paul Stanley,2,0,0.0,0,0.0,0,0.0,2,1.0,22.0,20,24,18.5,18,19,0.0,0,0,50,25,25,25
Paul Tyler,20,0,0.0,0,0.0,1,0.05,5,0.25,21.95,11,39,27.35,10,50,0.0,0,0,17410,871,1530,300
Paul Walton,2,0,0.0,0,0.0,0,0.0,2,1.0,17.0,13,21,13.5,11,16,0.0,0,0,190,95,130,60
Paul Wensink,1,0,0.0,0,0.0,0,0.0,1,1.0,16.0,16,16,12.0,12,12,0.0,0,0,25,25,25,25
Paul Wilson,1,0,0.0,0,0.0,0,0.0,1,1.0,12.0,12,12,18.0,18,18,0.0,0,0,60,60,60,60
Paulie Harraka,1,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,39.0,39,39,0.0,0,0,72245,72245,72245,72245
Peck Markota,1,0,0.0,0,0.0,0,0.0,0,0.0,11.0,11,11,34.0,34,34,0.0,0,0,100,100,100,100
Peck Peckham,27,0,0.0,0,0.0,0,0.0,15,0.55556,27.33,16,70,22.22,11,67,0.0,0,0,2070,80,200,10
Pedro Rodriguez,6,0,0.0,1,0.16667,2,0.33333,3,0.5,18.33,9,36,21.0,5,47,0.0,0,0,7275,1455,3425,300
Pee Wee Ellwanger,5,0,0.0,0,0.0,0,0.0,2,0.4,23.0,13,32,22.0,14,31,0.0,0,0,825,165,275,100
Pee Wee Jones,7,0,0.0,0,0.0,0,0.0,4,0.57143,16.29,5,41,24.71,13,64,0.0,0,0,450,90,225,50
Pee Wee Martin,3,0,0.0,0,0.0,0,0.0,1,0.33333,20.0,10,30,23.33,12,30,4.0,12,12,150,75,100,50
Pee Wee Wentz,6,0,0.0,0,0.0,1,0.16667,1,0.16667,29.5,20,38,24.17,10,31,0.0,0,0,5320,887,2500,300
Pepper Cunningham,12,0,0.0,0,0.0,2,0.16667,4,0.33333,9.57,3,22,27.17,6,64,0.0,0,0,460,58,200,10
Perk Brown,28,0,0.0,3,0.10714,8,0.28571,20,0.71429,12.08,1,33,16.29,3,43,0.0,0,0,2360,91,450,25
Perry Smith,1,0,0.0,1,1.0,1,1.0,1,1.0,,,,4.0,4,4,0.0,0,0,350,350,350,350
Pete Arnold,1,0,0.0,0,0.0,0,0.0,1,1.0,13.0,13,13,14.0,14,14,0.0,0,0,340,340,340,340
Pete Boland,5,0,0.0,0,0.0,0,0.0,2,0.4,19.0,11,25,21.4,12,27,0.0,0,0,310,103,110,100
Pete Brock,1,0,0.0,0,0.0,0,0.0,1,1.0,26.0,26,26,16.0,16,16,0.0,0,0,350,350,350,350
Pete Cardenas,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,27.0,27,27,0.0,0,0,0,,,
Pete Diviney,3,0,0.0,0,0.0,0,0.0,2,0.66667,20.0,18,22,17.67,12,26,0.0,0,0,150,75,100,50
Pete Frazee,2,0,0.0,0,0.0,0,0.0,2,1.0,10.0,10,10,17.5,15,20,0.0,0,0,310,155,240,70
Pete Hamilton,64,4,0.0625,26,0.40625,33,0.51563,39,0.60938,7.72,1,31,15.27,1,44,9.7,621,153,216330,3380,44850,100
Pete Hazelwood,19,0,0.0,0,0.0,1,0.05263,13,0.68421,23.05,18,29,18.42,10,28,0.0,0,0,5010,264,520,100
Pete Keller,1,0,0.0,0,0.0,0,0.0,0,0.0,54.0,54,54,58.0,58,58,0.0,0,0,0,,,
Pete Kelly,4,0,0.0,0,0.0,0,0.0,1,0.25,23.0,10,32,36.0,19,52,0.0,0,0,185,62,100,35
Pete Moxley,2,0,0.0,0,0.0,0,0.0,0,0.0,,,,31.5,25,38,0.0,0,0,10,10,10,10
Pete Page,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,26.0,26,26,0.0,0,0,25,25,25,25
Pete Stewart,17,0,0.0,0,0.0,0,0.0,7,0.41176,25.93,9,44,22.53,11,44,0.0,0,0,3940,263,1065,25
Pete Torres,3,0,0.0,0,0.0,0,0.0,1,0.33333,28.33,18,34,25.33,16,34,0.0,0,0,2680,893,1060,645
Pete Toth,1,0,0.0,0,0.0,0,0.0,1,1.0,24.0,24,24,17.0,17,17,0.0,0,0,25,25,25,25
Pete Vail,2,0,0.0,0,0.0,0,0.0,1,0.5,23.5,16,31,24.0,20,28,0.0,0,0,50,25,25,25
Pete Yow,11,0,0.0,0,0.0,2,0.18182,8,0.72727,24.18,13,56,18.55,9,50,0.0,0,0,700,88,100,50
Peter Gregg,1,0,0.0,0,0.0,0,0.0,0,0.0,7.0,7,7,37.0,37,37,0.0,0,0,775,775,775,775
Peter Knab,3,0,0.0,0,0.0,0,0.0,2,0.66667,34.0,33,35,21.67,12,33,0.0,0,0,6865,2288,2875,1215
Phil Barkdoll,23,0,0.0,0,0.0,0,0.0,5,0.21739,29.04,16,40,27.83,15,39,0.22,5,2,162960,7085,27960,2375
Phil Demola,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,16.0,16,16,0.0,0,0,25,25,25,25
Phil Finney,7,0,0.0,0,0.0,0,0.0,2,0.28571,34.0,20,45,28.86,16,41,0.0,0,0,6540,934,1810,400
Phil Good,8,0,0.0,0,0.0,0,0.0,3,0.375,32.75,27,39,25.63,17,39,0.0,0,0,12195,1524,1850,1065
Phil Montague,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,31.0,31,31,0.0,0,0,230,230,230,230
Phil Orr,2,0,0.0,0,0.0,0,0.0,1,0.5,19.0,16,22,20.0,13,27,0.0,0,0,160,80,110,50
Phil Parsons,203,1,0.00493,10,0.04926,40,0.19704,117,0.57635,21.34,2,41,20.23,1,42,0.86,174,52,1606792,7915,86850,875
Phil Wendt,3,0,0.0,0,0.0,0,0.0,1,0.33333,32.0,26,40,28.0,15,42,0.0,0,0,1980,660,1350,100
Philip Duffie,12,0,0.0,0,0.0,0,0.0,4,0.33333,35.42,25,40,25.58,16,38,0.0,0,0,30805,2567,4710,1250
Phillips Bell,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,13.0,13,13,0.0,0,0,75,75,75,75
Pop McGinnis,22,0,0.0,2,0.09091,8,0.36364,12,0.54545,24.07,5,63,21.41,5,67,0.77,17,13,1995,91,330,25
Possum Jones,47,0,0.0,5,0.10638,13,0.2766,25,0.53191,21.15,1,65,19.62,2,47,0.6,28,28,13680,311,2225,50
Pug Blalock,3,0,0.0,0,0.0,1,0.33333,2,0.66667,,,,17.33,9,24,0.0,0,0,125,42,75,25
Quin Houff,89,0,0.0,0,0.0,0,0.0,2,0.02247,33.3,25,40,32.02,13,40,0.0,0,0,0,,,
Quinton Daniels,7,0,0.0,0,0.0,1,0.14286,6,0.85714,6.0,6,6,16.29,9,22,0.0,0,0,225,32,75,25
R.C. Enerson,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,0,,,
R.K. Smith,2,0,0.0,0,0.0,0,0.0,0,0.0,32.5,29,36,38.0,33,43,0.0,0,0,8355,4178,4880,3475
R.L. Combs,21,0,0.0,0,0.0,2,0.09524,14,0.66667,18.56,1,36,18.86,7,34,0.0,0,0,1730,91,175,25
Rags Carter,1,0,0.0,0,0.0,1,1.0,1,1.0,15.0,15,15,6.0,6,6,0.0,0,0,150,150,150,150
Ralph Arnold,1,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,32.0,32,32,0.0,0,0,765,765,765,765
Ralph Dutton,6,0,0.0,0,0.0,0,0.0,4,0.66667,22.0,22,22,20.83,15,31,0.0,0,0,150,25,25,25
Ralph Dyer,7,0,0.0,0,0.0,3,0.42857,6,0.85714,12.33,9,14,11.71,6,22,0.0,0,0,650,93,250,25
Ralph Earnhardt,51,0,0.0,6,0.11765,16,0.31373,37,0.72549,16.12,1,35,17.0,2,47,2.06,105,75,22050,441,4850,50
Ralph Jones,20,0,0.0,0,0.0,0,0.0,5,0.25,30.7,21,40,25.05,15,37,0.0,0,0,36575,1829,10595,315
Ralph Liguori,76,0,0.0,5,0.06579,30,0.39474,51,0.67105,17.27,1,40,17.83,3,55,0.0,0,0,7905,122,450,10
Ralph Lyden,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,19.0,19,19,0.0,0,0,0,,,
Ralph Moody,47,5,0.10638,18,0.38298,27,0.57447,38,0.80851,8.2,1,29,12.62,1,57,10.89,512,133,17875,397,4100,25
Ralph Murray,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,29.0,29,29,0.0,0,0,0,,,
Ralph Roberts,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,19.0,19,19,0.0,0,0,120,120,120,120
