Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2015,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,8.0,16.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,120.0,129002.0,running,14.0,47.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,10.0,60.0,Chris Buescher,Cheez-It (Jack Roush),Ford,120.0,95035.0,running,12.0,43.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,34.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,120.0,82916.0,running,16.0,42.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,1.0,33.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,120.0,74735.0,running,1.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,14.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,120.0,64245.0,running,13.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,18.0,44.0,David Starr,Zachry (Mark Smith),Toyota,120.0,67726.0,running,0.0,38.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,5.0,98.0,Aric Almirola,Fresh From Florida (Fred Biagi),Ford,120.0,57820.0,running,0.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,27.0,42.0,Kyle Larson,"ENEOS (Harry Scott, Jr.)",Chevrolet,120.0,60145.0,running,4.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,21.0,4.0,Ross Chastain,Flex Shot (Johnny Davis),Chevrolet,120.0,61701.0,running,0.0,35.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,40.0,88.0,"Dale Earnhardt, Jr.",TaxSlayer.com (JR Motorsports),Chevrolet,119.0,55445.0,running,0.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,7.0,43.0,Dakoda Armstrong,WinField (Richard Petty Motorsports),Ford,119.0,59651.0,running,0.0,33.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,28.0,6.0,Bubba Wallace,Ford EcoBoost (Jack Roush),Ford,119.0,60276.0,running,18.0,33.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,31.0,26.0,Mike Wallace,JGL Racing (James Whitener),Toyota,119.0,52595.0,running,0.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,23.0,51.0,Jeremy Clements,beauandluci.tv / BRT Extrusions (Jeremy Clements),Chevrolet,118.0,58476.0,running,0.0,30.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,37.0,90.0,Mario Gosselin,ESPDirect.ca / CrashClaimsR.us (Mario Gosselin),Chevrolet,118.0,58776.0,running,0.0,29.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,13.0,55.0,Jeffrey Earnhardt,Fronius USA (Jimmy Dick),Chevrolet,118.0,57876.0,running,0.0,28.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,25.0,24.0,Eric McClure,Reynolds Wrap (James Whitener),Toyota,116.0,57626.0,running,0.0,27.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,6.0,20.0,Erik Jones,GameStop / Rock Candy (Joe Gibbs),Toyota,116.0,57501.0,running,0.0,0.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,11.0,1.0,Elliott Sadler,OneMain Financial (Jack Roush),Ford,116.0,57351.0,running,0.0,25.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,38.0,8.0,Blake Koch,Leaf Filter Gutter Protection (Mark Smith),Toyota,115.0,57726.0,running,0.0,24.0
2015,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,20.0,13.0,Chris Cockrum,Advanced Communications Group (Derek White),Chevrolet,115.0,57101.0,running,0.0,23.0
