Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,1.0,11.0,16.0,Joe Weatherly,Doc White,'58 Ford,200.0,800.0,running,40.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,2.0,2.0,4.0,Rex White,Piedmont / Friendly (Rex White),'59 Chevrolet,200.0,525.0,running,52.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,3.0,1.0,42.0,Lee Petty,Petty Enterprises,'60 Plymouth,196.0,375.0,running,108.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,4.0,10.0,87.0,Buck Baker,Thor (Buck Baker),'60 Chevrolet,194.0,275.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,5.0,5.0,67.0,David Pearson,David Pearson,'59 Chevrolet,190.0,250.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,6.0,14.0,19.0,Herman Beam,Herman Beam,'60 Ford,183.0,215.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,7.0,16.0,1.0,Paul Lewis,Faircloth (Jess Potter),'60 Chevrolet,183.0,175.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,8.0,18.0,74.0,L.D. Austin,L.D. Austin,'58 Chevrolet,174.0,150.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,9.0,19.0,83.0,Bob Barron,Curtis Crider,'59 Ford,157.0,140.0,running,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,10.0,8.0,23.0,Doug Yates,Raeford Johnson,'59 Plymouth,152.0,130.0,rear end,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,11.0,6.0,43.0,Richard Petty,Petty Enterprises,'60 Plymouth,142.0,125.0,a frame,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,12.0,3.0,61.0,Elmo Langley,Doc White,'59 T-Bird,133.0,110.0,rear end,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,13.0,17.0,35.0,Jimmy Pardue,M.J. Black,'60 Dodge,112.0,100.0,a frame,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,14.0,13.0,17.0,Fred Harb,Fred Harb,'59 Ford,110.0,85.0,oil pressure,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,15.0,4.0,36.0,Tommy Irwin,Tommy Irwin,'59 T-Bird,97.0,70.0,engine mount,0.0
1961,1,Charlotte,Charlotte Fairgrounds,0.5,dirt track,16.0,7.0,11.0,Ned Jarrett,Courtesy (Ned Jarrett),'60 Ford,60.0,60.0,overheating,0.0
