Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2004,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,3.0,8.0,"Dale Earnhardt, Jr.","Budweiser Born On Date (Dale Earnhardt, Inc.)",Chevrolet,200.0,1495070.0,running,58.0,185.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,5.0,20.0,Tony Stewart,Home Depot (Joe Gibbs),Chevrolet,200.0,1096160.0,running,98.0,180.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,26.0,22.0,Scott Wimmer,Caterpillar (Bill Davis),Dodge,200.0,758839.0,running,5.0,170.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,10.0,29.0,Kevin Harvick,GM Goodwrench (Richard Childress),Chevrolet,200.0,610792.0,running,6.0,165.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,6.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,200.0,472189.0,running,16.0,160.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,14.0,1.0,Joe Nemechek,U.S. Army (Nelson Bowers),Chevrolet,200.0,358839.0,running,0.0,150.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,2.0,38.0,Elliott Sadler,M&M's Black & White (Yates Racing),Ford,200.0,358772.0,running,0.0,146.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,39.0,24.0,Jeff Gordon,DuPont (Rick Hendrick),Chevrolet,200.0,318490.0,running,8.0,147.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,12.0,17.0,Matt Kenseth,DeWalt Power Tools (Jack Roush),Ford,200.0,307917.0,running,2.0,143.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,31.0,88.0,Dale Jarrett,UPS (Yates Racing),Ford,200.0,279529.0,running,0.0,134.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,13.0,18.0,Bobby Labonte,Interstate Batteries / Passion of the Christ (Joe Gibbs),Chevrolet,200.0,278445.0,running,0.0,130.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,1.0,16.0,Greg Biffle,National Guard (Jack Roush),Ford,200.0,249312.0,running,0.0,127.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,29.0,1.0,John Andretti,"Post / Maxwell House (Dale Earnhardt, Inc.)",Chevrolet,200.0,235287.0,running,1.0,129.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,25.0,41.0,Casey Mears,Target (Chip Ganassi),Dodge,200.0,235087.0,running,0.0,121.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,23.0,23.0,Dave Blaney,Whelen Engineering (Bill Davis),Dodge,200.0,232762.0,running,0.0,118.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,15.0,97.0,Kurt Busch,Sharpie (Jack Roush),Ford,199.0,236887.0,running,0.0,115.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,19.0,0.0,Ward Burton,NetZero Hi Speed (Gene Haas),Chevrolet,199.0,218912.0,running,0.0,112.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,16.0,21.0,Ricky Rudd,Motorcraft (Wood Brothers),Ford,199.0,246020.0,running,0.0,109.0
