Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1983,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,8.0,28.0,Cale Yarborough,Hardee's (Harry Ranier),Pontiac,200.0,119600.0,running,23.0,180.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,17.0,9.0,Bill Elliott,Melling Oil Pumps (Harry Melling),Ford,200.0,66425.0,running,6.0,175.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,5.0,21.0,Buddy Baker,Valvoline (Wood Brothers),Ford,200.0,59650.0,running,35.0,170.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,11.0,98.0,Joe Ruttman,Levi Garrett (Ron Benfield),Chevrolet,200.0,55980.0,running,57.0,170.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,10.0,90.0,Dick Brooks,Sunny King Ford & Honda / Burger King (Junie Donlavey),Ford,199.0,44545.0,running,15.0,160.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,41.0,44.0,Terry Labonte,Budweiser (Billy Hagan),Chevrolet,199.0,33175.0,running,0.0,150.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,22.0,53.0,Tom Sneva,Simoniz BodyGard (Bay Darnell),Chevrolet,199.0,27900.0,running,0.0,146.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,15.0,16.0,David Pearson,Chattanooga Chew (Bobby Hawkins),Chevrolet,198.0,25100.0,running,0.0,142.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,35.0,22.0,Bobby Allison,Miller High Life (DiGard Racing),Chevrolet,198.0,29400.0,running,0.0,138.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,18.0,84.0,Jody Ridley,Cumberland Mills (Robert McEntyre),Buick,197.0,20900.0,running,0.0,134.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,9.0,14.0,A.J. Foyt,Valvoline (A.J. Foyt),Chevrolet,197.0,20000.0,running,0.0,130.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,39.0,51.0,Lennie Pond,Native Tan (Tom Beck),Buick,197.0,15000.0,running,0.0,127.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,32.0,66.0,Phil Parsons,Skoal (Johnny Hayes),Buick,196.0,13700.0,running,0.0,124.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,42.0,52.0,Jimmy Means,Broadway Motors (Jimmy Means),Buick,196.0,15965.0,running,0.0,121.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,27.0,89.0,Dean Roper,Evinrude Motors (Mueller Brothers),Pontiac,194.0,12800.0,running,0.0,118.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,34.0,67.0,Buddy Arrington,Arrington Racing (Buddy Arrington),Chrysler,194.0,14055.0,running,0.0,115.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,36.0,41.0,Ronnie Thomas,Advance Auto Parts (Ronnie Thomas),Pontiac,192.0,10500.0,running,0.0,112.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,20.0,6.0,Jim Sauter,Ulrich Racing (D.K. Ulrich),Chevrolet,191.0,13735.0,running,0.0,109.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,28.0,26.0,Ronnie Hopkins,Food Country USA (Charlie Henderson),Buick,191.0,9400.0,running,0.0,106.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,30.0,4.0,Rick Baldwin,Baldwin Racing (Rick Baldwin),Dodge,188.0,8900.0,running,0.0,103.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,40.0,10.0,Clark Dwyer,Kings Inn (Roger Hamby),Chevrolet,188.0,7100.0,running,0.0,100.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,4.0,75.0,Neil Bonnett,Hodgdon (Rahmoc Enterprises),Chevrolet,187.0,32400.0,running,9.0,102.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,29.0,48.0,James Hylton,Palatine Auto Parts (James Hylton),Chevrolet,184.0,9400.0,running,0.0,94.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,1.0,3.0,Ricky Rudd,Piedmont Airlines (Richard Childress),Chevrolet,182.0,16515.0,cam,1.0,96.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,16.0,1.0,Lake Speed,UNO (Hoss Ellington),Chevrolet,178.0,7550.0,engine,0.0,88.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,23.0,47.0,Ron Bouchard,Foster Grant (Jack Beebe),Buick,162.0,9205.0,engine,0.0,85.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,25.0,64.0,Tommy Gale,Sunny King Ford & Honda (Elmo Langley),Ford,149.0,8795.0,engine,0.0,82.0
1983,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,12.0,2.0,Mark Martin,Valvring (Jim Stacy),Buick,136.0,15000.0,crash,0.0,79.0
