Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1966,1,Augusta,Augusta Speedway,0.5,paved track,1.0,1.0,42.0,Richard Petty,Plymouth (Petty Enterprises),'65 Plymouth,300.0,1700.0,running,132.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,2.0,2.0,26.0,Bobby Isaac,Holly Farms Chicken (Junior Johnson),'65 Ford,300.0,850.0,running,11.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,3.0,3.0,11.0,Ned Jarrett,Bondy Long,'65 Ford,300.0,820.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,4.0,6.0,10.0,Jim Paschal,Gary Weaver,'64 Ford,297.0,515.0,running,16.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,5.0,12.0,46.0,Roy Mayne,Tom Hunter,'65 Chevrolet,296.0,490.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,6.0,27.0,6.0,David Pearson,Cotton Owens,'65 Dodge,295.0,465.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,7.0,7.0,7.0,Bobby Johns,Shorty Johns,'64 Pontiac,295.0,440.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,8.0,26.0,18.0,Darel Dieringer,Toy Bolton,'65 Chevrolet,293.0,425.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,9.0,9.0,6.0,Cale Yarborough,Kenny Myler,'64 Ford,291.0,390.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,10.0,22.0,48.0,John Sears,L.G. DeWitt,'64 Ford,286.0,380.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,11.0,16.0,89.0,Neil Castles,Buck Baker,'65 Oldsmobile,283.0,370.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,12.0,18.0,79.0,Frank Warren,Harold Rhodes,'63 Chevrolet,281.0,355.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,13.0,17.0,38.0,Wayne Smith,Archie Smith,'65 Chevrolet,277.0,340.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,14.0,28.0,34.0,Wendell Scott,Scott Racing (Wendell Scott),'63 Ford,276.0,320.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,15.0,14.0,88.0,Buddy Baker,Buck Baker,'64 Dodge,275.0,300.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,16.0,10.0,2.0,Doug Cooper,Bob Cooper,'65 Chevrolet,271.0,190.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,17.0,19.0,83.0,Worth McMillion,Allen McMillion,'64 Pontiac,269.0,150.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,18.0,25.0,97.0,Henley Gray,Gene Cline,'64 Ford,269.0,150.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,19.0,4.0,59.0,Tom Pistone,Glen Sweet,'64 Ford,265.0,150.0,engine,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,20.0,30.0,55.0,Tiny Lund,Tiny Lund's Garage (Lyle Stelter),'64 Ford,263.0,150.0,distributor,141.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,21.0,21.0,80.0,Allen McMillion,Allen McMillion,'64 Pontiac,250.0,150.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,22.0,24.0,68.0,Bob Derrington,Bob Derrington,'63 Ford,233.0,150.0,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,23.0,8.0,25.0,Jabe Thomas,Jabe Thomas,'64 Ford,232.0,,running,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,24.0,15.0,1.0,Gil Hearne,Herman Beam,'64 Ford,229.0,,steering,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,25.0,20.0,9.0,Roy Tyner,Roy Tyner,'65 Chevrolet,169.0,,oil pressure,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,26.0,11.0,19.0,J.T. Putney,Herman Beam,'65 Chevrolet,102.0,,engine,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,27.0,13.0,87.0,Buck Baker,Buck Baker,'65 Chevrolet,67.0,,engine,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,28.0,23.0,44.0,Larry Hess,Larry Hess,'64 Ford,40.0,,ball joint,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,29.0,29.0,56.0,Don Tilley,Curtis Larimer,'64 Ford,15.0,,engine,0.0
1966,1,Augusta,Augusta Speedway,0.5,paved track,30.0,5.0,64.0,Elmo Langley,Elmo Langley,'64 Ford,14.0,,engine,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,1.0,2.0,121,Dan Gurney,Harvest Motors (Wood Brothers),'66 Ford,185.0,18445.0,running,148.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,2.0,1.0,6,David Pearson,Southeastern Dodge Dealers (Cotton Owens),'65 Dodge,185.0,8395.0,running,10.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,3.0,6.0,99,Paul Goldsmith,Nichels Engineering (Ray Nichels),'65 Plymouth,183.0,5055.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,4.0,3.0,41,Curtis Turner,Harvest Motors (Wood Brothers),'66 Ford,183.0,3445.0,running,27.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,5.0,10.0,29,Dick Hutcherson,East Tenn. Motor Co. (Holman-Moody Racing),'66 Ford,182.0,2120.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,6.0,9.0,56,Jim Hurtubise,Hub Auto Sales (Norm Nelson),'65 Plymouth,182.0,1335.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,7.0,12.0,22,Billy Foster,Illinois Dodge Dealers (Rudy Hoerr),'64 Dodge,181.0,1275.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,8.0,8.0,11,Ned Jarrett,Richmond Ford Motor Co. (Bondy Long),'66 Ford,178.0,1575.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,9.0,14.0,1,Norm Nelson,Hub Auto Sales (Norm Nelson),'65 Plymouth,176.0,1000.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,10.0,19.0,18,Ron Hornaday,Frank Galpin,'64 Mercury,171.0,900.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,11.0,16.0,4,Jerry Grant,Friedkin Enterprises / Bardahl (Tom Friedkin),'65 Chevrolet,171.0,850.0,running,0.0
1966,2,Riverside,Riverside International Raceway,2.7,road course,12.0,34.0,24,Bobby Allison,Ford / Lilly (Betty Lilly),'65 Ford,169.0,650.0,running,0.0
