Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1987,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,1.0,9.0,Bill Elliott,Coors (Harry Melling),Ford,200.0,204150.0,running,104.0,185.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,4.0,35.0,Benny Parsons,Folger's (Rick Hendrick),Chevrolet,200.0,122420.0,running,2.0,175.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,11.0,43.0,Richard Petty,STP (Petty Enterprises),Pontiac,200.0,76040.0,running,2.0,170.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,7.0,88.0,Buddy Baker,Crisco (Buddy Baker / Danny Schiff),Oldsmobile,200.0,74450.0,running,45.0,165.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,13.0,3.0,Dale Earnhardt,Wrangler Jeans (Richard Childress),Chevrolet,200.0,64925.0,running,16.0,160.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,6.0,22.0,Bobby Allison,Miller American (Stavola Brothers),Buick,200.0,60475.0,running,0.0,150.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,3.0,90.0,Ken Schrader,Red Baron Frozen Pizza (Junie Donlavey),Ford,200.0,68545.0,running,14.0,151.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,5.0,17.0,Darrell Waltrip,Tide (Rick Hendrick),Chevrolet,200.0,39925.0,running,1.0,147.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,31.0,15.0,Ricky Rudd,Motorcraft (Bud Moore),Ford,200.0,38425.0,running,0.0,138.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,22.0,29.0,Cale Yarborough,Hardee's (Cale Yarborough),Oldsmobile,200.0,29600.0,running,0.0,134.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,19.0,55.0,Phil Parsons,Copenhagen (Leo Jackson / Richard Jackson),Oldsmobile,200.0,26200.0,running,0.0,130.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,15.0,75.0,Neil Bonnett,Valvoline (Rahmoc Enterprises),Pontiac,199.0,29600.0,running,5.0,132.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,21.0,8.0,"Bobby Hillin, Jr.",Miller American (Stavola Brothers),Buick,199.0,29005.0,running,0.0,124.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,8.0,5.0,Geoffrey Bodine,Levi Garrett (Rick Hendrick),Chevrolet,199.0,36365.0,running,10.0,126.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,37.0,7.0,Alan Kulwicki,Zerex (Alan Kulwicki),Ford,198.0,22740.0,running,0.0,118.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,35.0,26.0,Morgan Shepherd,Quaker State (Kenny Bernstein),Buick,198.0,20660.0,running,0.0,115.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,24.0,77.0,Ken Ragan,TRW (Marvin Ragan),Ford,197.0,17085.0,running,0.0,112.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,14.0,11.0,Terry Labonte,Budweiser (Junior Johnson),Chevrolet,197.0,25915.0,running,0.0,109.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,36.0,10.0,Rodney Combs,Oberg Filters (DiGard Racing),Oldsmobile,197.0,15295.0,running,0.0,106.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,42.0,50.0,Greg Sacks,Valvoline (Dingman Brothers),Pontiac,196.0,14335.0,running,0.0,103.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,27.0,86.0,Ronnie Sanders,Moss-Dingler (Ray Moss),Ford,195.0,13930.0,running,0.0,
1987,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,18.0,30.0,Michael Waltrip,Oxford Plains Speedway (Chuck Rider),Chevrolet,193.0,18110.0,running,0.0,97.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,28.0,6.0,Trevor Boys,U.S. Racing (D.K. Ulrich),Chevrolet,191.0,16795.0,running,0.0,94.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,40.0,52.0,Jimmy Means,Turtle Wax / Car & Driver (Jimmy Means),Pontiac,191.0,14480.0,running,0.0,91.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,38.0,70.0,J.D. McDuffie,Tom Winkle,Pontiac,191.0,11810.0,running,0.0,88.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,33.0,83.0,Lake Speed,Wynn's / Kmart (Lake Speed),Oldsmobile,188.0,11105.0,engine,0.0,85.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,2.0,28.0,Davey Allison,Ranier-Lundy (Harry Ranier),Ford,184.0,14045.0,running,0.0,82.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,39.0,12.0,David Sosebee,Hamby Automotive (Roger Hamby),Chevrolet,184.0,14145.0,running,0.0,79.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,29.0,66.0,Tom Sneva,Skoal (Leo Jackson / Richard Jackson),Oldsmobile,182.0,11135.0,engine,0.0,76.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,10.0,44.0,Sterling Marlin,Piedmont Airlines (Billy Hagan),Oldsmobile,167.0,16875.0,clutch,1.0,78.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,12.0,33.0,Harry Gant,Skoal Bandit (Hal Needham),Chevrolet,156.0,15100.0,transmission,0.0,70.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,17.0,1.0,Ron Bouchard,Bull's Eye Barbecue Sauce (Hoss Ellington),Chevrolet,125.0,11370.0,engine,0.0,67.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,23.0,19.0,Derrike Cope,Stoke Racing (Fred Stoke),Ford,124.0,10840.0,overheating,0.0,64.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,16.0,71.0,Dave Marcis,Lifebuoy (Dave Marcis),Chevrolet,115.0,13975.0,oil leak,0.0,61.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,20.0,21.0,Kyle Petty,Citgo / 7-Eleven (Wood Brothers),Ford,72.0,13455.0,valve,0.0,58.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,34.0,67.0,Eddie Bierschwale,Pannill Knitting (Buddy Arrington),Ford,44.0,12235.0,engine,0.0,55.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,9.0,4.0,Rick Wilson,Kodak Film (Larry McClure),Oldsmobile,37.0,11420.0,clutch,0.0,52.0
1987,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,30.0,82.0,Mark Stahl,Auto Bell Car Wash (Mark Stahl),Ford,36.0,9540.0,engine,0.0,49.0
