Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,33.0,37.0,46.0,Michael Annett,"Pilot / Flying J (Harry Scott, Jr.)",Chevrolet,295.0,running,0.0,8.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,34.0,7.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,294.0,running,0.0,7.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,35.0,36.0,55.0,Reed Sorenson,Vydox Plus (Jay Robinson),Chevrolet,294.0,running,0.0,6.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,36.0,38.0,32.0,Eddie MacDonald,Bentley's Saloon / Wiers GMC-Buick (Archie St. Hilaire),Ford,293.0,running,0.0,5.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,37.0,40.0,98.0,Ryan Ellis,14th Star Brewing Co. / Superlite Cars (Jay Robinson),Chevrolet,292.0,running,0.0,0.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,38.0,33.0,44.0,Brian Scott,Shaw's / Shore Lodge / Heinz (Richard Petty Motorsports),Ford,278.0,running,0.0,3.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,39.0,27.0,95.0,Michael McDowell,Malwarebytes (Leavine Family Racing),Chevrolet,191.0,electrical,0.0,2.0
2016,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,40.0,39.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,94.0,crash,0.0,1.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,1.0,1.0,18.0,Kyle Busch,Skittles (Joe Gibbs),Toyota,170.0,running,149.0,45.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,2.0,18.0,20.0,Matt Kenseth,Dollar General (Joe Gibbs),Toyota,170.0,running,0.0,39.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,3.0,13.0,48.0,Jimmie Johnson,Lowe's Red Vest (Rick Hendrick),Chevrolet,170.0,running,0.0,38.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,4.0,4.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,170.0,running,0.0,37.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,5.0,10.0,42.0,Kyle Larson,Energizer (Chip Ganassi),Chevrolet,170.0,running,0.0,36.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,6.0,7.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Chevrolet,170.0,running,0.0,35.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,7.0,14.0,22.0,Joey Logano,Shell / Pennzoil Mosaic (Roger Penske),Ford,170.0,running,6.0,35.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,8.0,8.0,78.0,Martin Truex Jr,Auto-Owners Insurance (Barney Visser),Toyota,170.0,running,0.0,33.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,9.0,12.0,3.0,Austin Dillon,Dow AgroSciences / Mycogen Seeds (Richard Childress),Chevrolet,170.0,running,0.0,32.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,10.0,23.0,27.0,Paul Menard,Valvoline / Menards (Richard Childress),Chevrolet,170.0,running,0.0,31.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,11.0,3.0,14.0,Tony Stewart,Mobil 1 / Chevy Summer Sell Down (Stewart Haas Racing),Chevrolet,170.0,running,0.0,30.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,12.0,16.0,17.0,Ricky Stenhouse Jr,Sunny D (Jack Roush),Ford,170.0,running,0.0,29.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,13.0,21.0,88.0,Jeff Gordon,Axalta (Rick Hendrick),Chevrolet,170.0,running,0.0,28.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,14.0,22.0,34.0,Chris Buescher,Dockside Logistics (Bob Jenkins),Ford,170.0,running,0.0,27.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,15.0,15.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,170.0,running,0.0,26.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,16.0,11.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Chevrolet,170.0,running,0.0,25.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,17.0,5.0,2.0,Brad Keselowski,Miller Lite (Roger Penske),Ford,170.0,running,15.0,25.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,18.0,26.0,5.0,Kasey Kahne,Farmers Insurance (Rick Hendrick),Chevrolet,170.0,running,0.0,23.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,19.0,9.0,1.0,Jamie McMurray,McDonald's / Cessna (Chip Ganassi),Chevrolet,170.0,running,0.0,22.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,20.0,33.0,38.0,Landon Cassill,Snap Fitness (Bob Jenkins),Ford,169.0,running,0.0,21.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,21.0,31.0,15.0,Clint Bowyer,"AccuDoc Solutions (Harry Scott, Jr.)",Chevrolet,169.0,running,0.0,20.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,22.0,24.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,169.0,running,0.0,19.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,23.0,27.0,95.0,Michael McDowell,Thrivent Financial (Leavine Family Racing),Chevrolet,168.0,running,0.0,18.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,24.0,34.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,168.0,running,0.0,17.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,25.0,29.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,168.0,running,0.0,16.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,26.0,37.0,7.0,Regan Smith,"Nikko RC / Toy State (Tommy Baldwin, Jr.)",Chevrolet,168.0,running,0.0,15.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,27.0,32.0,44.0,Brian Scott,Medallion Bank (Richard Petty Motorsports),Ford,168.0,running,0.0,14.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,28.0,38.0,46.0,Michael Annett,"Allstate Peterbilt Group (Harry Scott, Jr.)",Chevrolet,167.0,running,0.0,13.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,29.0,35.0,98.0,Cole Whitt,Speed Stick (Jay Robinson),Chevrolet,167.0,running,0.0,12.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,30.0,20.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,167.0,running,0.0,11.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,31.0,6.0,31.0,Ryan Newman,Grainger (Richard Childress),Chevrolet,166.0,crash,0.0,10.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,32.0,36.0,93.0,Ryan Ellis,ScienceLogic Hybrid Cloud (BK Racing),Toyota,166.0,running,0.0,0.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,33.0,39.0,55.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,165.0,running,0.0,8.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,34.0,40.0,32.0,Patrick Carpentier,Can-Am / Kappa (Archie St. Hilaire),Ford,164.0,running,0.0,7.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,35.0,2.0,19.0,Carl Edwards,Stanley Tools (Joe Gibbs),Toyota,154.0,crash,0.0,6.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,36.0,17.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,152.0,crash,0.0,5.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,37.0,28.0,23.0,David Ragan,Brandeis Machinery / Komatsu (BK Racing),Toyota,117.0,crash,0.0,4.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,38.0,25.0,47.0,A.J. Allmendinger,Kroger / Kingsford / Scott Products (JTG-Daugherty Racing),Chevrolet,71.0,overheating,0.0,3.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,39.0,19.0,16.0,Greg Biffle,Performance Plus Motor Oil (Jack Roush),Ford,53.0,crash,0.0,2.0
2016,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,40.0,30.0,83.0,Matt DiBenedetto,ScienceLogic Hybrid Cloud (BK Racing),Toyota,4.0,engine,0.0,1.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,1.0,22.0,34.0,Chris Buescher,Dockside Logistics (Bob Jenkins),Ford,138.0,running,12.0,44.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,2.0,7.0,2.0,Brad Keselowski,Alliance Truck Parts (Roger Penske),Ford,138.0,running,8.0,40.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,3.0,30.0,7.0,Regan Smith,"Advanced Patient Care (Tommy Baldwin, Jr.)",Chevrolet,138.0,running,0.0,38.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,4.0,17.0,4.0,Kevin Harvick,Mobil 1 (Stewart Haas Racing),Chevrolet,138.0,running,7.0,38.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,5.0,6.0,14.0,Tony Stewart,Mobil 1 (Stewart Haas Racing),Chevrolet,138.0,running,0.0,36.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,6.0,11.0,42.0,Kyle Larson,Target / Clorox (Chip Ganassi),Chevrolet,138.0,running,37.0,36.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,7.0,4.0,11.0,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,138.0,running,0.0,34.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,8.0,2.0,19.0,Carl Edwards,Stanley Tools (Joe Gibbs),Toyota,138.0,running,0.0,33.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,9.0,16.0,18.0,Kyle Busch,M&M's 75th Anniversary (Joe Gibbs),Toyota,138.0,running,1.0,33.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,10.0,15.0,41.0,Kurt Busch,Monster Energy / Haas Automation (Stewart Haas Racing),Chevrolet,138.0,running,0.0,31.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,11.0,18.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,138.0,running,0.0,30.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,12.0,5.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,138.0,running,1.0,30.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,13.0,12.0,3.0,Austin Dillon,American Ethanol E15 (Richard Childress),Chevrolet,138.0,running,3.0,29.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,14.0,13.0,47.0,A.J. Allmendinger,Scott Products / Kingsford (JTG-Daugherty Racing),Chevrolet,138.0,running,1.0,28.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,15.0,23.0,5.0,Kasey Kahne,Great Clips (Rick Hendrick),Chevrolet,138.0,running,0.0,26.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,16.0,21.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,138.0,running,0.0,25.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,17.0,9.0,20.0,Matt Kenseth,Dollar General (Joe Gibbs),Toyota,138.0,running,0.0,24.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,18.0,14.0,17.0,Ricky Stenhouse Jr,Roush Performance Parts (Jack Roush),Ford,138.0,running,0.0,23.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,19.0,31.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,138.0,running,0.0,22.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,20.0,19.0,1.0,Jamie McMurray,Cessna / McDonald's (Chip Ganassi),Chevrolet,138.0,running,0.0,21.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,21.0,20.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,138.0,running,0.0,20.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,22.0,26.0,10.0,Danica Patrick,Mobil 1 (Stewart Haas Racing),Chevrolet,138.0,running,0.0,19.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,23.0,29.0,95.0,Michael McDowell,Malwarebytes (Leavine Family Racing),Chevrolet,138.0,running,0.0,18.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,24.0,35.0,44.0,Brian Scott,Medallion Financial (Richard Petty Motorsports),Ford,138.0,running,0.0,17.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,25.0,25.0,16.0,Greg Biffle,Ford EcoBoost (Jack Roush),Ford,138.0,running,14.0,17.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,26.0,28.0,15.0,Clint Bowyer,"5-hour Energy / Knoxville Nationals (Harry Scott, Jr.)",Chevrolet,138.0,running,0.0,15.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,27.0,24.0,88.0,Jeff Gordon,Nationwide Insurance (Rick Hendrick),Chevrolet,138.0,running,0.0,14.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,28.0,34.0,83.0,Matt DiBenedetto,E.J. Wade Construction (BK Racing),Toyota,138.0,running,0.0,13.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,29.0,39.0,46.0,Michael Annett,"Allstate Peterbilt Group (Harry Scott, Jr.)",Chevrolet,137.0,running,0.0,12.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,30.0,32.0,38.0,Landon Cassill,MDS Transport (Bob Jenkins),Ford,137.0,running,0.0,11.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,31.0,36.0,98.0,Cole Whitt,Pioneer Parachute / Hilton (Jay Robinson),Chevrolet,137.0,running,0.0,10.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,32.0,33.0,23.0,David Ragan,USA Network / Dr. Pepper (BK Racing),Toyota,135.0,running,0.0,9.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,33.0,8.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,134.0,running,0.0,8.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,34.0,38.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,132.0,running,0.0,7.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,35.0,3.0,27.0,Paul Menard,Moen / Menards (Richard Childress),Chevrolet,119.0,running,0.0,6.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,36.0,37.0,32.0,Jeb Burton,Erie Insurance (Archie St. Hilaire),Ford,117.0,running,0.0,0.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,37.0,10.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,115.0,running,38.0,6.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,38.0,1.0,78.0,Martin Truex Jr,Furniture Row / Denver Mattress (Barney Visser),Toyota,82.0,crash,16.0,4.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,39.0,27.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,66.0,crash,0.0,2.0
2016,21,Pocono,Pocono Raceway,2.5,paved track,40.0,40.0,55.0,Reed Sorenson,Vydox Plus (Jay Robinson),Chevrolet,29.0,engine,0.0,1.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,1.0,6.0,11.0,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,90.0,running,10.0,44.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,2.0,7.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,90.0,running,8.0,40.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,3.0,12.0,2.0,Brad Keselowski,Miller Lite (Roger Penske),Ford,90.0,running,28.0,40.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,4.0,9.0,47.0,A.J. Allmendinger,Kroger / Kingsford / Scott Products (JTG-Daugherty Racing),Chevrolet,90.0,running,0.0,37.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,5.0,3.0,14.0,Tony Stewart,Haas Automation (Stewart Haas Racing),Chevrolet,90.0,running,0.0,36.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,6.0,5.0,18.0,Kyle Busch,Snickers Crisper (Joe Gibbs),Toyota,90.0,running,4.0,36.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,7.0,14.0,78.0,Martin Truex Jr,Furniture Row / Denver Mattress (Barney Visser),Toyota,90.0,running,1.0,35.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,8.0,10.0,1.0,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,90.0,running,0.0,33.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,9.0,32.0,6.0,Trevor Bayne,AdvoCare Spark Blue Raspberry (Jack Roush),Ford,90.0,running,0.0,32.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,10.0,4.0,20.0,Matt Kenseth,Dollar General / Matt Kenseth 600th Start (Joe Gibbs),Toyota,90.0,running,0.0,31.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,11.0,17.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Chevrolet,90.0,running,3.0,31.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,12.0,20.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,90.0,running,0.0,29.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,13.0,16.0,24.0,Chase Elliott,Sun Energy 1 (Rick Hendrick),Chevrolet,90.0,running,0.0,28.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,14.0,21.0,88.0,Jeff Gordon,Axalta (Rick Hendrick),Chevrolet,90.0,running,0.0,27.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,15.0,1.0,19.0,Carl Edwards,Stanley Tools (Joe Gibbs),Toyota,90.0,running,25.0,27.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,16.0,8.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,90.0,running,0.0,25.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,17.0,11.0,95.0,Michael McDowell,Thrivent Financial (Leavine Family Racing),Chevrolet,90.0,running,0.0,24.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,18.0,28.0,15.0,Clint Bowyer,"Peak Antifreeze & Coolant (Harry Scott, Jr.)",Chevrolet,90.0,running,0.0,23.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,19.0,19.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,90.0,running,0.0,22.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,20.0,23.0,5.0,Kasey Kahne,Great Clips (Rick Hendrick),Chevrolet,90.0,running,0.0,21.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,21.0,31.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,90.0,running,11.0,21.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,22.0,33.0,27.0,Paul Menard,Richmond / Menards (Richard Childress),Chevrolet,90.0,running,0.0,19.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,23.0,40.0,38.0,Landon Cassill,MDS Transport (Bob Jenkins),Ford,90.0,running,0.0,18.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,24.0,37.0,32.0,Boris Said,Genesee Beer (Archie St. Hilaire),Ford,90.0,running,0.0,17.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,25.0,27.0,44.0,Brian Scott,Shaw's / Shore Lodge / Devour (Richard Petty Motorsports),Ford,90.0,running,0.0,16.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,26.0,39.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,90.0,running,0.0,15.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,27.0,34.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,90.0,running,0.0,14.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,28.0,22.0,98.0,Cole Whitt,RTIC Coolers (Jay Robinson),Toyota,90.0,running,0.0,13.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,29.0,2.0,42.0,Kyle Larson,Target / Clorox (Chip Ganassi),Chevrolet,89.0,running,0.0,12.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,30.0,25.0,34.0,Chris Buescher,"CSX ""Play it Safe"" (Bob Jenkins)",Ford,89.0,running,0.0,11.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,31.0,18.0,3.0,Austin Dillon,Dow (Richard Childress),Chevrolet,89.0,running,0.0,10.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,32.0,15.0,4.0,Kevin Harvick,Busch Beer (Stewart Haas Racing),Chevrolet,83.0,crash,0.0,9.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,33.0,26.0,23.0,David Ragan,Dr. Pepper (BK Racing),Toyota,83.0,crash,0.0,8.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,34.0,35.0,83.0,Matt DiBenedetto,Dustless Blasting (BK Racing),Toyota,83.0,crash,0.0,7.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,35.0,29.0,7.0,Regan Smith,"Advanced Patient Care (Tommy Baldwin, Jr.)",Chevrolet,77.0,running,0.0,6.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,36.0,36.0,55.0,Alex Kennedy,Premium Motorsports (Jay Robinson),Chevrolet,76.0,engine,0.0,5.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,37.0,38.0,46.0,Michael Annett,"St.Jude Iowa Tournament of Hope (Harry Scott, Jr.)",Chevrolet,74.0,running,0.0,4.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,38.0,30.0,17.0,Ricky Stenhouse Jr,Ford EcoBoost (Jack Roush),Ford,52.0,crash,0.0,3.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,39.0,24.0,16.0,Greg Biffle,Cheez-It (Jack Roush),Ford,52.0,crash,0.0,2.0
2016,22,Watkins Glen,Watkins Glen International,2.45,road course,40.0,13.0,48.0,Jimmie Johnson,Lowe's / Jimmie Johnson Foundation (Rick Hendrick),Chevrolet,52.0,crash,0.0,1.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,1.0,24.0,4.0,Kevin Harvick,Busch Beer (Stewart Haas Racing),Chevrolet,500.0,running,128.0,44.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,2.0,25.0,17.0,Ricky Stenhouse Jr,Lenox / Fastenal Bryan Clauson Tribute (Jack Roush),Ford,500.0,running,0.0,39.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,3.0,2.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,500.0,running,19.0,39.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,4.0,13.0,3.0,Austin Dillon,Dow (Richard Childress),Chevrolet,500.0,running,0.0,37.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,5.0,12.0,34.0,Chris Buescher,Love's Travel Stops (Bob Jenkins),Ford,500.0,running,0.0,36.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,6.0,1.0,19.0,Carl Edwards,Stanley Tools (Joe Gibbs),Toyota,500.0,running,31.0,36.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,7.0,16.0,48.0,Jimmie Johnson,Lowe's / Kobalt Tools (Rick Hendrick),Chevrolet,500.0,running,0.0,34.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,8.0,28.0,1.0,Jamie McMurray,Cessna / McDonald's (Chip Ganassi),Chevrolet,500.0,running,0.0,33.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,9.0,8.0,47.0,A.J. Allmendinger,Bush's Grillin' Beans / Kingsford (JTG-Daugherty Racing),Chevrolet,500.0,running,0.0,32.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,10.0,10.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,500.0,running,38.0,32.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,11.0,11.0,88.0,Jeff Gordon,Axalta (Rick Hendrick),Chevrolet,500.0,running,0.0,30.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,12.0,22.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,500.0,running,0.0,29.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,13.0,19.0,5.0,Kasey Kahne,AARP / Drive to End Hunger (Rick Hendrick),Chevrolet,500.0,running,0.0,28.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,14.0,17.0,43.0,Aric Almirola,Waffle House (Richard Petty Motorsports),Ford,500.0,running,0.0,27.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,15.0,6.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,500.0,running,14.0,27.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,16.0,34.0,16.0,Greg Biffle,Ford EcoBoost (Jack Roush),Ford,500.0,running,0.0,25.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,17.0,18.0,83.0,Matt DiBenedetto,Cosmo Motors (BK Racing),Toyota,500.0,running,0.0,24.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,18.0,30.0,44.0,Brian Scott,Medallion Financial / Jacob Companies (Richard Petty Motorsports),Ford,499.0,running,5.0,24.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,19.0,26.0,95.0,Michael McDowell,Thrivent Financial (Leavine Family Racing),Chevrolet,499.0,running,0.0,22.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,20.0,32.0,38.0,Landon Cassill,MDS Transport (Bob Jenkins),Ford,497.0,running,0.0,21.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,21.0,37.0,23.0,David Ragan,Dr. Pepper (BK Racing),Toyota,497.0,running,0.0,20.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,22.0,29.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,496.0,running,0.0,19.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,23.0,7.0,78.0,Martin Truex Jr,Bass Pro Shops / NRA Museum (Barney Visser),Toyota,496.0,running,0.0,18.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,24.0,23.0,42.0,Kyle Larson,Huggies Little Movers / Target (Chip Ganassi),Chevrolet,495.0,running,0.0,17.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,25.0,21.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,495.0,running,0.0,16.0
2016,23,Bristol,Bristol Motor Speedway,0.533,paved track,26.0,33.0,7.0,Regan Smith,"Advanced Patient Care (Tommy Baldwin, Jr.)",Chevrolet,491.0,running,0.0,15.0
