driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
Carlos Contreras,35,0,0.0,0,0.0,0,0.0,3,0.08571,31.43,2,43,31.09,11,43,0.11,4,3,733375,20954,45725,13390
Carlos Pardo,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,42.0,42,42,0.0,0,0,41730,41730,41730,41730
Carol Harris,5,0,0.0,0,0.0,4,0.8,4,0.8,23.0,23,23,10.8,7,21,0.0,0,0,2350,470,650,150
Carson Hocevar,5,0,0.0,0,0.0,2,0.4,2,0.4,14.4,7,25,24.0,6,38,0.6,3,3,0,,,
Carson Kvapil,3,0,0.0,2,0.66667,2,0.66667,3,1.0,17.0,12,26,8.33,2,19,4.67,14,14,0,,,
Carson Ware,9,0,0.0,0,0.0,0,0.0,1,0.11111,25.22,5,38,28.44,20,36,0.0,0,0,0,,,
Casey Atwood,158,2,0.01266,7,0.0443,30,0.18987,69,0.43671,19.94,1,43,22.2,1,43,3.66,579,144,2943961,18633,44825,3000
Casey Elliott,2,0,0.0,0,0.0,0,0.0,1,0.5,6.0,4,8,32.0,20,44,0.0,0,0,5253,2627,2783,2470
Casey Mears,107,1,0.00935,16,0.14953,34,0.31776,61,0.57009,15.68,1,40,18.41,1,42,3.37,361,61,2001708,21524,79300,10590
Casey Roderick,12,0,0.0,0,0.0,0,0.0,3,0.25,25.0,14,36,25.92,15,40,0.0,0,0,207228,18839,42185,11350
Cecil Eunice,25,0,0.0,0,0.0,1,0.04,13,0.52,26.36,14,37,20.64,10,34,0.0,0,0,43781,1751,4825,485
Chad Beahr,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,37.0,37,37,0.0,0,0,11920,11920,11920,11920
Chad Blount,26,0,0.0,1,0.03846,2,0.07692,6,0.23077,27.92,7,43,28.92,5,42,1.08,28,28,498177,19161,36775,10935
Chad Boat,17,0,0.0,0,0.0,0,0.0,0,0.0,23.59,3,40,28.59,22,37,0.12,2,2,370838,21814,51856,10570
Chad Chaffin,83,0,0.0,0,0.0,1,0.01205,12,0.14458,27.49,2,43,30.46,9,44,0.77,64,64,944391,11378,29265,1165
Chad Chastain,4,0,0.0,0,0.0,0,0.0,0,0.0,31.5,22,37,28.75,24,32,0.0,0,0,0,,,
Chad Finchum,113,0,0.0,0,0.0,0,0.0,13,0.11504,29.9,2,40,28.51,11,39,0.0,0,0,0,,,
Chad Hackenbracht,7,0,0.0,0,0.0,0,0.0,1,0.14286,25.29,19,35,22.71,20,30,0.14,1,1,146415,20916,25340,17200
Chad Little,134,6,0.04478,27,0.20149,44,0.32836,92,0.68657,20.01,1,42,15.99,1,41,8.62,1155,177,1591116,11874,71411,1400
Chad McCumbee,4,0,0.0,0,0.0,0,0.0,0,0.0,23.75,15,42,29.5,27,32,0.0,0,0,87807,21952,25863,19868
Chandler Smith,50,3,0.06,14,0.28,23,0.46,37,0.74,9.82,1,37,14.46,1,38,11.78,589,118,0,,,
Charles Lewandoski,29,0,0.0,0,0.0,0,0.0,0,0.0,32.93,20,43,35.07,21,43,0.07,2,2,404196,13938,22798,9110
Charlie Doyle,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,12.0,12,12,0.0,0,0,400,400,400,400
Charlie Luck,106,0,0.0,5,0.04717,38,0.35849,84,0.79245,17.06,4,41,14.36,2,38,0.12,13,8,127023,1198,11838,100
Chase Austin,6,0,0.0,0,0.0,0,0.0,0,0.0,29.67,16,43,35.0,29,41,0.17,1,1,118809,19802,26983,13165
Chase Briscoe,86,11,0.12791,31,0.36047,54,0.62791,76,0.88372,9.31,1,37,10.33,1,38,15.51,1334,164,0,,,
Chase Elliott,84,6,0.07143,36,0.42857,68,0.80952,78,0.92857,10.55,1,38,8.52,1,37,8.52,716,114,2246054,34031,93675,16600
Chase Mattioli,2,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,32.5,32,33,0.0,0,0,46751,23376,24378,22373
Chase Miller,96,0,0.0,0,0.0,2,0.02083,10,0.10417,29.36,2,43,35.63,6,43,0.01,1,1,1552019,16167,32555,9415
Chase Montgomery,15,0,0.0,0,0.0,1,0.06667,3,0.2,31.0,7,39,27.27,10,39,0.0,0,0,310120,20675,39975,11380
Chase Pistone,4,0,0.0,0,0.0,0,0.0,3,0.75,18.25,12,32,22.25,14,37,0.0,0,0,81080,20270,22700,17970
Chip Lain,19,0,0.0,0,0.0,0,0.0,10,0.52632,27.67,18,38,21.68,12,41,0.0,0,0,9110,479,1790,205
Chris Bingham,11,0,0.0,0,0.0,0,0.0,0,0.0,36.27,26,43,33.73,26,42,0.0,0,0,166610,15146,21890,10380
Chris Buescher,74,3,0.04054,16,0.21622,36,0.48649,69,0.93243,11.23,2,39,11.14,1,38,4.32,320,106,2172714,29361,95035,12450
Chris Cockrum,19,0,0.0,0,0.0,1,0.05263,2,0.10526,31.58,18,40,28.89,10,37,0.0,0,0,112522,28131,57101,16845
Chris Cook,15,0,0.0,0,0.0,0,0.0,1,0.06667,27.8,16,42,34.33,20,43,0.0,0,0,327553,23397,41750,6100
Chris Diamond,13,0,0.0,0,0.0,0,0.0,2,0.15385,23.38,14,31,30.77,20,40,0.0,0,0,52255,4020,12170,1460
Chris Dyson,2,0,0.0,0,0.0,0,0.0,0,0.0,28.0,27,29,31.0,28,34,0.0,0,0,0,,,
Chris Hacker,4,0,0.0,0,0.0,0,0.0,1,0.25,31.5,29,35,27.25,14,35,0.0,0,0,0,,,
Chris Horn,8,0,0.0,0,0.0,0,0.0,0,0.0,38.75,26,43,37.5,30,43,0.0,0,0,137381,17173,21230,13765
Chris Lawson,4,0,0.0,0,0.0,0,0.0,0,0.0,39.5,31,43,39.5,36,41,0.0,0,0,54350,13588,16775,11745
Chris Wimmer,4,0,0.0,0,0.0,0,0.0,0,0.0,40.0,37,42,39.75,37,43,0.0,0,0,66536,16634,20580,13370
Chrissy Wallace,2,0,0.0,0,0.0,0,0.0,0,0.0,26.5,18,35,33.5,24,43,0.0,0,0,65110,32555,45585,19525
Christian Elder,24,0,0.0,0,0.0,0,0.0,2,0.08333,29.96,15,43,30.96,20,43,0.0,0,0,342790,14283,29450,7450
Christian Fittipaldi,3,0,0.0,0,0.0,0,0.0,0,0.0,23.33,5,33,39.0,35,43,0.0,0,0,44541,14847,17285,13300
Christopher Bell,77,17,0.22078,42,0.54545,49,0.63636,63,0.81818,6.96,1,39,10.0,1,39,40.18,3094,238,0,,,
Chuck Bown,187,11,0.05882,38,0.20321,73,0.39037,117,0.62567,14.83,1,45,16.34,1,42,16.78,3138,255,1137286,6082,51782,460
Clarence Ogle,6,0,0.0,0,0.0,0,0.0,4,0.66667,,,,18.0,11,24,0.0,0,0,1615,269,450,200
Claude Aubin,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,23.0,23,23,0.0,0,0,100,100,100,100
Claude Leclerc,1,0,0.0,0,0.0,0,0.0,1,1.0,6.0,6,6,11.0,11,11,0.0,0,0,1700,1700,1700,1700
Claude Wellman,2,0,0.0,0,0.0,0,0.0,1,0.5,37.0,37,37,24.5,15,34,0.0,0,0,1265,633,965,300
Clay Brown,10,0,0.0,0,0.0,0,0.0,0,0.0,28.4,14,34,30.3,21,42,0.0,0,0,22505,2251,3700,890
Clay Dale,2,0,0.0,0,0.0,0,0.0,0,0.0,37.0,31,43,27.5,27,28,0.0,0,0,27330,13665,14145,13185
Clay Greenfield,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,9735,9735,9735,9735
Clay Highberger,3,0,0.0,0,0.0,0,0.0,2,0.66667,32.0,30,34,20.33,18,24,0.0,0,0,1635,545,875,240
Clay Rogers,12,0,0.0,0,0.0,0,0.0,3,0.25,23.92,8,39,29.75,12,43,0.5,6,6,175459,14622,23800,7800
Clifford Allison,22,0,0.0,0,0.0,2,0.09091,12,0.54545,28.55,17,42,20.95,6,40,0.18,4,4,58081,2640,6660,880
Clint Bowyer,181,8,0.0442,67,0.37017,116,0.64088,152,0.83978,11.21,1,41,11.14,1,42,14.5,2625,195,5546980,30817,93695,13015
Clint King,5,0,0.0,0,0.0,0,0.0,0,0.0,32.8,28,38,31.0,26,38,0.0,0,0,0,,,
Clint Vahsholtz,5,0,0.0,0,0.0,0,0.0,2,0.4,31.0,21,39,29.2,18,40,0.0,0,0,83005,16601,17650,14385
Cody Ware,28,0,0.0,0,0.0,1,0.03571,4,0.14286,33.14,17,40,26.71,7,39,0.0,0,0,121767,20295,26748,10830
Colby Howard,43,0,0.0,0,0.0,0,0.0,11,0.25581,28.49,17,38,25.7,12,39,0.23,10,3,0,,,
Cole Custer,157,13,0.0828,61,0.38854,107,0.68153,129,0.82166,6.73,1,38,10.62,1,39,15.97,2507,182,0,,,
Cole Rouse,1,0,0.0,0,0.0,0,0.0,0,0.0,22.0,22,22,21.0,21,21,0.0,0,0,0,,,
Cole Whitt,53,0,0.0,4,0.07547,18,0.33962,46,0.86792,14.92,2,40,14.7,4,33,0.53,28,10,1206432,23656,71903,17118
Coleman Pressley,12,0,0.0,0,0.0,0,0.0,5,0.41667,26.17,9,39,28.0,12,41,0.0,0,0,285631,23803,28478,20668
Colin Braun,31,0,0.0,1,0.03226,6,0.19355,15,0.48387,13.58,1,42,21.32,2,40,0.1,3,2,859287,27719,52678,13240
Colin Garrett,12,0,0.0,0,0.0,0,0.0,6,0.5,28.67,15,39,22.75,14,37,0.0,0,0,0,,,
Connie Saylor,4,0,0.0,0,0.0,0,0.0,1,0.25,17.75,8,30,25.25,11,32,0.5,2,2,5460,1365,2200,560
Connor Mosack,26,0,0.0,1,0.03846,2,0.07692,7,0.26923,19.85,4,38,25.77,5,37,0.0,0,0,0,,,
Conor Daly,2,0,0.0,0,0.0,0,0.0,0,0.0,24.5,15,34,33.0,31,35,0.0,0,0,0,,,
Corey Heim,10,0,0.0,1,0.1,2,0.2,5,0.5,17.6,3,36,22.3,4,37,1.5,15,15,0,,,
Corey LaJoie,22,0,0.0,0,0.0,2,0.09091,10,0.45455,19.95,10,32,23.0,6,37,0.05,1,1,114610,19102,23015,15395
Coy Gibbs,39,0,0.0,0,0.0,2,0.05128,14,0.35897,28.08,11,40,23.38,9,41,0.03,1,1,716780,18379,33455,12305
Craig Raudman,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,32.0,32,32,0.0,0,0,16360,16360,16360,16360
Curtis Markham,89,0,0.0,4,0.04494,18,0.20225,46,0.51685,21.58,1,42,21.43,5,43,1.47,131,45,599756,6739,28388,245
D.J. Hoelzle,2,0,0.0,0,0.0,0,0.0,0,0.0,32.5,23,42,33.0,31,35,0.0,0,0,18510,9255,11805,6705
D.J. Kennington,51,0,0.0,0,0.0,0,0.0,5,0.09804,31.02,11,43,28.49,11,43,0.0,0,0,1205476,25114,52348,13080
Dakoda Armstrong,133,0,0.0,3,0.02256,8,0.06015,85,0.6391,20.53,1,40,19.45,3,36,0.09,12,7,1762805,24148,59651,11520
Dale Earnhardt,136,21,0.15441,65,0.47794,75,0.55147,87,0.63971,11.17,1,40,14.51,1,45,24.66,3354,194,900176,6619,64895,100
"Dale Earnhardt, Jr.",146,24,0.16438,71,0.4863,95,0.65068,121,0.82877,11.92,1,43,10.83,1,42,25.45,3716,244,4185678,31005,96210,1880
Dale Fischlein,18,0,0.0,0,0.0,0,0.0,3,0.16667,23.28,4,40,27.39,13,41,0.06,1,1,116645,6480,17950,1655
Dale Jarrett,330,11,0.03333,103,0.31212,173,0.52424,244,0.73939,12.48,1,44,13.82,1,45,7.49,2472,150,1500144,4560,59550,100
Dale Quarterley,5,0,0.0,0,0.0,0,0.0,0,0.0,39.4,36,43,35.6,25,42,0.0,0,0,99260,19852,31715,14610
Dale Shaw,45,0,0.0,3,0.06667,9,0.2,19,0.42222,26.38,2,45,24.82,2,44,0.89,40,30,211955,4710,19750,500
Dale Singleton,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,540,540,540,540
Dale Williams,5,0,0.0,0,0.0,0,0.0,0,0.0,30.2,16,41,30.0,22,39,0.0,0,0,12175,2435,3310,1605
Damon Lusk,17,0,0.0,0,0.0,0,0.0,3,0.17647,27.59,10,43,26.41,12,43,0.24,4,4,292382,17199,39000,8650
Dan Brode,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,41.0,41,41,0.0,0,0,12100,12100,12100,12100
Dan Clarke,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,39.0,39,39,0.0,0,0,16288,16288,16288,16288
Dan Corcoran,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,25.0,25,25,0.0,0,0,0,,,
Dan Pardus,18,0,0.0,0,0.0,0,0.0,0,0.0,30.67,16,43,32.78,23,42,0.0,0,0,203395,11300,16250,7840
Dan Shaver,2,0,0.0,0,0.0,0,0.0,0,0.0,39.5,38,41,39.0,35,43,0.0,0,0,28885,14443,16810,12075
Dana Patten,30,0,0.0,1,0.03333,5,0.16667,15,0.5,22.67,3,43,20.4,4,42,0.0,0,0,62698,2090,8300,325
Dana White,11,0,0.0,0,0.0,0,0.0,0,0.0,34.64,21,42,33.36,21,41,0.0,0,0,151400,13764,18685,9510
Dange Hanniford,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,38.0,38,38,0.0,0,0,16210,16210,16210,16210
Danica Patrick,61,0,0.0,1,0.01639,7,0.11475,32,0.52459,17.7,1,42,21.1,4,43,1.05,64,20,1517239,24873,52528,14775
Daniel Dye,5,0,0.0,0,0.0,0,0.0,2,0.4,27.0,23,36,21.8,17,27,0.0,0,0,0,,,
Daniel Hemric,186,1,0.00538,54,0.29032,104,0.55914,140,0.75269,9.11,1,37,12.84,1,39,7.02,1306,128,0,,,
Daniel Johnson,3,0,0.0,0,0.0,0,0.0,0,0.0,39.67,35,43,39.0,37,40,0.0,0,0,28830,9610,9800,9255
Daniel Suarez,87,3,0.03448,33,0.37931,56,0.64368,73,0.83908,7.34,1,36,11.16,1,39,7.28,633,133,1100278,31437,52131,19680
Daniil Kvyat,2,0,0.0,0,0.0,0,0.0,1,0.5,23.0,22,24,18.0,15,21,0.0,0,0,0,,,
Danny Bennett,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,21.0,21,21,0.0,0,0,215,215,215,215
Danny Bohn,1,0,0.0,0,0.0,0,0.0,1,1.0,28.0,28,28,19.0,19,19,0.0,0,0,0,,,
Danny Broyles,1,0,0.0,0,0.0,0,0.0,1,1.0,21.0,21,21,16.0,16,16,0.0,0,0,320,320,320,320
"Danny Edwards, Jr.",10,0,0.0,0,0.0,0,0.0,3,0.3,19.3,4,41,26.7,12,41,0.0,0,0,42685,4269,11400,1810
Danny Efland,63,0,0.0,0,0.0,0,0.0,8,0.12698,35.21,23,43,30.27,13,43,0.02,1,1,1278286,20290,54713,10105
Danny Fair,1,0,0.0,0,0.0,0,0.0,1,1.0,37.0,37,37,13.0,13,13,0.0,0,0,940,940,940,940
Danny Kelley,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,23.0,23,23,0.0,0,0,650,650,650,650
Danny Lawson,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,25.0,25,25,0.0,0,0,410,410,410,410
"Danny O'Quinn, Jr.",106,0,0.0,1,0.00943,5,0.04717,22,0.20755,27.45,2,43,28.83,5,43,0.01,1,1,2279705,21507,51948,9635
Danny Weese,8,0,0.0,0,0.0,0,0.0,2,0.25,28.57,17,36,26.5,17,36,0.0,0,0,3980,498,750,350
Dario Franchitti,18,0,0.0,1,0.05556,2,0.11111,9,0.5,12.56,1,24,20.61,5,41,5.89,106,87,532541,29586,54637,20593
Darrell Holman,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,38.0,38,38,0.0,0,0,1751,1751,1751,1751
Darrell Lanigan,4,0,0.0,0,0.0,0,0.0,0,0.0,35.5,30,39,33.25,26,38,0.0,0,0,20460,5115,9085,3385
Darrell Waltrip,95,13,0.13684,40,0.42105,53,0.55789,63,0.66316,12.53,1,41,13.83,1,38,14.86,1412,179,538406,5667,34457,285
Darrell Wheeler,2,0,0.0,0,0.0,1,0.5,2,1.0,13.0,13,13,13.5,8,19,0.0,0,0,825,413,600,225
Darren Bernier,2,0,0.0,0,0.0,1,0.5,1,0.5,31.0,28,34,16.5,6,27,0.0,0,0,5370,2685,4050,1320
Darren Dilley,1,0,0.0,0,0.0,0,0.0,0,0.0,32.0,32,32,37.0,37,37,0.0,0,0,0,,,
Darryl Sage,5,0,0.0,0,0.0,0,0.0,1,0.2,25.4,17,38,30.2,16,42,0.0,0,0,6915,1383,2130,845
Daryl Harr,21,0,0.0,0,0.0,0,0.0,0,0.0,35.62,25,43,30.1,23,39,0.0,0,0,395029,18811,27143,9935
Daryl Lacks,19,0,0.0,0,0.0,1,0.05263,13,0.68421,25.63,15,38,19.16,8,37,0.0,0,0,8875,467,920,210
Dave Blaney,121,1,0.00826,12,0.09917,31,0.2562,71,0.58678,15.82,1,43,19.85,1,43,2.19,265,52,2216570,18319,90550,4065
Dave Davis,10,0,0.0,0,0.0,0,0.0,1,0.1,34.8,23,41,30.8,12,39,0.0,0,0,9865,987,2024,300
Dave Dion,9,0,0.0,2,0.22222,2,0.22222,2,0.22222,17.78,2,40,26.56,2,42,7.78,70,45,43966,4885,18050,1200
Dave Lind,2,0,0.0,0,0.0,0,0.0,1,0.5,27.0,24,30,19.5,17,22,0.0,0,0,1925,963,1250,675
Dave Mader III,22,0,0.0,1,0.04545,9,0.40909,13,0.59091,16.68,1,34,19.23,5,41,3.0,66,22,53099,2414,9795,410
Dave Marcis,4,0,0.0,0,0.0,0,0.0,3,0.75,27.25,16,36,20.75,12,33,12.5,50,50,12320,3080,7700,450
Dave Rezendes,140,0,0.0,5,0.03571,21,0.15,75,0.53571,22.09,2,43,20.78,2,46,0.59,83,56,361689,2583,9696,500
Dave Simpson,7,0,0.0,0,0.0,0,0.0,1,0.14286,29.71,21,39,26.29,18,34,0.0,0,0,9471,1353,2675,315
Dave Smith,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,33.0,33,33,0.0,0,0,0,,,
Dave Steele,2,0,0.0,0,0.0,0,0.0,0,0.0,24.0,18,30,28.5,23,34,0.0,0,0,29150,14575,21300,7850
Davey Allison,86,0,0.0,15,0.17442,31,0.36047,40,0.46512,15.31,1,39,20.13,2,44,5.52,475,90,212116,2466,18625,200
Davey Johnson,27,0,0.0,0,0.0,2,0.07407,12,0.44444,22.56,2,40,23.11,6,46,0.41,11,11,47682,1766,4805,425
David Blankenship,3,0,0.0,0,0.0,0,0.0,0,0.0,21.33,9,31,34.33,29,43,0.0,0,0,20755,6918,11850,1805
David Bonnett,19,0,0.0,0,0.0,1,0.05263,8,0.42105,27.05,3,42,27.11,9,43,0.05,1,1,61070,3214,9250,1355
David Donohue,18,0,0.0,0,0.0,0,0.0,3,0.16667,30.67,14,40,28.44,15,38,0.06,1,1,171016,9501,18325,1340
David Eshleman,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,40.0,40,40,0.0,0,0,13700,13700,13700,13700
David Gilliland,56,1,0.01786,1,0.01786,3,0.05357,15,0.26786,20.16,4,43,30.21,1,43,0.21,12,11,1205804,21532,101300,12730
David Green,404,9,0.02228,72,0.17822,144,0.35644,266,0.65842,16.38,1,43,17.0,1,44,4.53,1832,185,7521052,18616,92845,500
David Hutto,3,0,0.0,0,0.0,0,0.0,0,0.0,32.0,28,35,35.33,24,42,0.0,0,0,22900,7633,10500,4300
David Hyder,1,0,0.0,0,0.0,0,0.0,0,0.0,25.0,25,25,26.0,26,26,0.0,0,0,1855,1855,1855,1855
David Keith,5,0,0.0,0,0.0,0,0.0,1,0.2,32.0,27,37,32.0,19,43,0.0,0,0,79301,15860,18945,11676
David Mayhew,1,0,0.0,0,0.0,1,1.0,1,1.0,13.0,13,13,10.0,10,10,4.0,4,4,25543,25543,25543,25543
David Odell,4,0,0.0,0,0.0,0,0.0,0,0.0,38.25,33,41,33.5,25,40,0.5,2,2,67610,16903,21660,13970
David Pearson,6,1,0.16667,4,0.66667,4,0.66667,6,1.0,1.5,1,2,7.0,1,19,30.5,183,90,16790,2798,8100,740
David Ragan,107,2,0.01869,17,0.15888,49,0.45794,73,0.68224,15.15,1,43,16.07,1,43,1.26,135,56,2527206,23842,51650,11610
David Ray Boggs,3,0,0.0,0,0.0,0,0.0,0,0.0,27.0,15,35,26.0,21,35,0.0,0,0,4525,1508,2825,350
David Reutimann,127,1,0.00787,18,0.14173,45,0.35433,96,0.75591,17.39,1,41,15.5,1,43,3.96,503,194,3211555,25288,74145,10860
David Rogers,5,0,0.0,0,0.0,1,0.2,3,0.6,21.6,13,33,18.6,9,34,0.0,0,0,13025,2605,3800,1305
David Simko,1,0,0.0,0,0.0,0,0.0,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,935,935,935,935
David Starr,262,0,0.0,1,0.00382,3,0.01145,48,0.18321,29.5,10,43,25.84,5,42,0.09,23,5,1711903,23134,67726,7400
David Stremme,146,0,0.0,20,0.13699,50,0.34247,98,0.67123,16.6,1,41,16.89,2,43,2.18,318,75,3590141,24590,62983,12375
David Triplett,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,41.0,41,41,0.0,0,0,525,525,525,525
Dawson Cram,23,0,0.0,0,0.0,0,0.0,1,0.04348,29.91,17,35,29.52,19,38,0.0,0,0,0,,,
Deac McCaskill,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,35.0,35,35,5.0,5,5,20130,20130,20130,20130
Dean Ferri,2,0,0.0,0,0.0,0,0.0,0,0.0,39.5,38,41,31.5,30,33,0.0,0,0,3800,1900,2600,1200
Dean Thompson,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,34.0,34,34,0.0,0,0,0,,,
Debbie Lunsford,1,0,0.0,0,0.0,0,0.0,0,0.0,15.0,15,15,23.0,23,23,0.0,0,0,550,550,550,550
Delma Cowart,1,0,0.0,0,0.0,0,0.0,1,1.0,27.0,27,27,17.0,17,17,0.0,0,0,1845,1845,1845,1845
Dennis Bennett,1,0,0.0,0,0.0,0,0.0,0,0.0,15.0,15,15,28.0,28,28,0.0,0,0,1245,1245,1245,1245
Dennis Crowder,1,0,0.0,0,0.0,0,0.0,1,1.0,34.0,34,34,16.0,16,16,0.0,0,0,1895,1895,1895,1895
Dennis Demers,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,7850,7850,7850,7850
Dennis Setzer,159,2,0.01258,6,0.03774,22,0.13836,51,0.32075,26.35,1,43,27.09,1,43,2.2,350,161,1628315,10241,27498,875
Denny Hamlin,164,18,0.10976,65,0.39634,101,0.61585,133,0.81098,9.41,1,42,11.57,1,41,21.13,3466,248,5038437,32931,132400,10785
Derek Griffith,6,0,0.0,0,0.0,0,0.0,2,0.33333,27.5,15,36,21.67,15,27,0.0,0,0,0,,,
Derek Hayes,3,0,0.0,0,0.0,0,0.0,0,0.0,40.0,40,40,31.67,24,36,0.0,0,0,47315,15772,17390,12915
Derek Kraus,8,0,0.0,0,0.0,3,0.375,6,0.75,16.13,11,23,16.63,8,37,2.63,21,21,0,,,
Derek White,22,0,0.0,0,0.0,0,0.0,1,0.04545,37.32,28,42,32.27,18,40,0.0,0,0,435633,20744,50765,10498
Derrick Gilchrist,10,0,0.0,0,0.0,0,0.0,1,0.1,28.5,9,40,34.0,19,43,0.0,0,0,95670,9567,14450,6325
Derrick Griffin,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,36.0,36,36,0.0,0,0,18428,18428,18428,18428
Derrike Cope,281,1,0.00356,2,0.00712,8,0.02847,23,0.08185,33.4,1,43,30.51,1,43,0.26,72,36,4481349,17505,49328,1715
Devin Jones,2,0,0.0,0,0.0,0,0.0,0,0.0,37.5,37,38,31.5,26,37,0.0,0,0,0,,,
Dexter Bean,31,0,0.0,0,0.0,0,0.0,4,0.12903,30.61,13,40,30.77,11,40,0.0,0,0,100924,20185,41500,13288
Dexter Stacey,27,0,0.0,0,0.0,0,0.0,0,0.0,34.26,22,42,29.67,21,43,0.0,0,0,423585,17649,24000,11425
Diane Teel,11,0,0.0,0,0.0,2,0.18182,8,0.72727,26.0,19,35,17.64,8,31,0.0,0,0,5280,480,1000,215
Dick Karth,1,0,0.0,0,0.0,0,0.0,0,0.0,38.0,38,38,30.0,30,30,0.0,0,0,0,,,
Dick McCabe,20,1,0.05,2,0.1,4,0.2,9,0.45,26.95,2,43,23.55,1,44,5.35,107,101,103451,5173,38800,650
Dick Trickle,158,2,0.01266,24,0.1519,42,0.26582,89,0.56329,18.79,1,43,19.63,1,43,4.58,724,127,1529415,9680,48875,880
Dickie Boswell,57,0,0.0,4,0.07018,18,0.31579,43,0.75439,20.13,7,42,16.05,3,37,1.89,108,108,43537,764,3275,170
Dickie Linville,52,0,0.0,0,0.0,3,0.05769,34,0.65385,24.63,8,42,19.25,7,39,0.0,0,0,37505,721,2410,200
Dillon Bassett,12,0,0.0,0,0.0,0,0.0,6,0.5,21.25,12,33,23.67,13,38,0.0,0,0,0,,,
Dion Ciccarelli,10,0,0.0,0,0.0,0,0.0,0,0.0,38.3,35,42,32.3,24,42,0.0,0,0,107705,10771,12530,9625
Dirk Stephens,28,0,0.0,0,0.0,0,0.0,8,0.28571,20.82,3,41,26.39,12,40,0.11,3,3,92811,3315,6975,1480
Don Browning,2,0,0.0,0,0.0,1,0.5,2,1.0,,,,11.5,9,14,0.0,0,0,840,420,550,290
Don Burkhalter,1,0,0.0,0,0.0,0,0.0,0,0.0,20.0,20,20,22.0,22,22,0.0,0,0,750,750,750,750
Don Emery,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,19.0,19,19,0.0,0,0,225,225,225,225
Don Jenkins,2,0,0.0,0,0.0,0,0.0,1,0.5,26.0,17,35,30.0,19,41,0.0,0,0,3600,1800,2390,1210
"Don Kreitz, Jr.",5,0,0.0,0,0.0,3,0.6,4,0.8,25.0,20,31,13.8,8,24,13.2,66,66,5325,1065,2650,200
Don Satterfield,5,0,0.0,0,0.0,0,0.0,1,0.2,32.4,22,42,27.0,12,42,0.0,0,0,16525,3305,12755,650
"Don Thomson, Jr.",1,0,0.0,0,0.0,0,0.0,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,31860,31860,31860,31860
Donald Theetge,6,0,0.0,0,0.0,0,0.0,0,0.0,25.67,21,30,31.17,25,37,0.0,0,0,0,,,
Donnie Allison,20,0,0.0,1,0.05,5,0.25,10,0.5,20.75,4,37,20.55,5,40,0.6,12,7,49349,2467,8355,365
Donnie Neuenberger,40,0,0.0,0,0.0,0,0.0,4,0.1,37.08,17,43,33.38,14,43,0.03,1,1,904443,22611,50223,10990
Donny Lia,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,43.0,43,43,0.0,0,0,22196,22196,22196,22196
"Donny Ling, Jr.",22,0,0.0,0,0.0,0,0.0,8,0.36364,23.36,8,41,25.55,13,41,0.0,0,0,21530,979,2600,280
Dorris Vaughan,3,0,0.0,0,0.0,0,0.0,2,0.66667,25.67,18,34,18.33,11,28,0.0,0,0,2835,945,1360,500
Doug Didero,3,0,0.0,0,0.0,0,0.0,1,0.33333,22.67,8,34,23.0,17,27,0.0,0,0,3105,1035,1390,650
Doug Harrington,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,30.0,30,30,0.0,0,0,11640,11640,11640,11640
