Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2001,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,27.0,72.0,Randy MacDonald,Manitowoc / 3M (Doc MacDonald),Chevrolet,26.0,11965.0,crash,0.0,73.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,18.0,81.0,Nathan Buttke,FansTeam.com (Rick Ware),Chevrolet,15.0,10915.0,engine,0.0,70.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,11.0,10.0,Mark Petty,Richmond Gear (Tex Powell),Dodge,4.0,11865.0,crash,0.0,67.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,26.0,31.0,Michael Dokken,Howes Lubricator (Bob Brevak),Ford,3.0,10815.0,crash,0.0,64.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,10.0,41.0,David Starr,Red Cell Batteries (Mike Farris),Dodge,3.0,10765.0,crash,0.0,61.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,35.0,12.0,"Rich Woodland, Jr.",Impact Motorsports (Russell Kersh),Dodge,3.0,10715.0,crash,0.0,58.0
2001,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,31.0,25.0,Barry Bodine,Miccosukee Gaming Group (David Hodson),Dodge,3.0,10615.0,crash,0.0,55.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,1.0,3.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,167.0,46635.0,running,86.0,185.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,2.0,7.0,60.0,Travis Kvapil,CAT Rental Stores (Mike Addington),Chevrolet,167.0,32850.0,running,0.0,170.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,3.0,6.0,24.0,Jack Sprague,NetZero (Rick Hendrick),Chevrolet,167.0,21115.0,running,53.0,170.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,4.0,1.0,2.0,Scott Riggs,Team ASE Racing (Jim Smith),Dodge,167.0,18175.0,running,12.0,165.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,5.0,2.0,17.0,Ricky Hendrick,GMAC Financial Services (Rick Hendrick),Chevrolet,167.0,14425.0,running,0.0,155.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,6.0,14.0,61.0,Randy Tolsma,Team Rensi Motorsports (Ed Rensi),Chevrolet,167.0,16525.0,running,0.0,150.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,7.0,11.0,43.0,Carlos Contreras,Hot Wheels (Petty Enterprises),Dodge,166.0,14325.0,running,0.0,146.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,8.0,10.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,166.0,13975.0,running,9.0,147.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,9.0,5.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,166.0,13425.0,running,4.0,143.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,10.0,21.0,29.0,Terry Cook,K Automotive (Bob Keselowski),Ford,166.0,15075.0,running,0.0,134.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,11.0,29.0,20.0,Coy Gibbs,MBNA (Joe Gibbs),Chevrolet,166.0,11975.0,running,0.0,130.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,12.0,26.0,25.0,Barry Bodine,Miccosukee Gaming Group (David Hodson),Ford,166.0,12790.0,running,0.0,127.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,13.0,4.0,90.0,Lance Norick,Aventis Behring Choice (Ron Norick),Chevrolet,166.0,12665.0,running,0.0,124.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,14.0,31.0,99.0,Nathan Haseleu,Roush Performance (Jack Roush),Ford,166.0,12565.0,running,0.0,121.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,15.0,24.0,9.0,Lance Hooper,Economy Rent-a-Car (Marty Walsh),Ford,166.0,13015.0,running,0.0,118.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,16.0,22.0,81.0,Nathan Buttke,FansTeam.com (Rick Ware),Chevrolet,166.0,11365.0,running,0.0,115.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,17.0,9.0,46.0,Dennis Setzer,Acxiom / Computer Associates (David Dollar),Chevrolet,166.0,12265.0,running,0.0,112.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,18.0,25.0,94.0,Ronnie Hornaday,"Lucas Oil (Ron Hornaday, Jr.)",Chevrolet,165.0,11165.0,running,0.0,109.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,19.0,23.0,8.0,Willy T. Ribbs,Dodge Motorsports (Bobby Hamilton Racing),Dodge,165.0,11065.0,running,0.0,106.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,20.0,17.0,50.0,Chuck Hossfeld,J.R.'s Garage / roushracing.com (Jack Roush),Ford,165.0,12890.0,running,0.0,103.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,21.0,28.0,8.0,Bobby Dotter,People Against Drugs (Gene Christensen),Chevrolet,165.0,10765.0,running,0.0,100.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,22.0,32.0,31.0,Michael Dokken,Brevak Racing (Bob Brevak),Ford,165.0,11540.0,running,0.0,97.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,23.0,27.0,86.0,Derrike Cope,National Wild Turkey Federation (David Hodson),Ford,164.0,11415.0,running,0.0,94.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,24.0,13.0,75.0,"Billy Bigley, Jr.",Spears Manufacturing (Wayne Spears),Chevrolet,164.0,11115.0,running,0.0,91.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,25.0,19.0,73.0,Jason Small,Berryman Products / B-12 Chemtool (Joey Sonntag),Chevrolet,164.0,10315.0,running,0.0,88.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,26.0,15.0,88.0,Matt Crafton,Sealmaster Racing (Duke Thorson),Chevrolet,164.0,10715.0,running,0.0,85.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,27.0,20.0,72.0,Rob Morgan,leftbehind.com (Doc MacDonald),Chevrolet,163.0,10515.0,running,0.0,82.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,28.0,8.0,3.0,Bryan Reffner,Menards (John Menard),Chevrolet,163.0,10315.0,running,0.0,79.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,29.0,36.0,55.0,Tom Powers,Truckseries.com / Potamkin (Tom Powers),Dodge,157.0,9115.0,running,0.0,76.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,30.0,12.0,66.0,Rick Carelli,Phelon Motorsports (Dale Phelon),Chevrolet,114.0,8390.0,engine,0.0,73.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,31.0,34.0,23.0,Loni Richardson,Red Line Synthetic Oil (Tom Mazzuchi),Chevrolet,110.0,8365.0,running,0.0,70.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,32.0,35.0,10.0,Mark Petty,Richmond Gear (Tex Powell),Dodge,103.0,8340.0,ignition,0.0,67.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,33.0,16.0,51.0,Michael Ritch,Ware Racing Enterprises (Rick Ware),Chevrolet,87.0,8315.0,engine,3.0,69.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,34.0,30.0,19.0,Ricky Sanders,Trucktrix.com (James Murphy),Ford,87.0,8290.0,crash,0.0,61.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,35.0,18.0,16.0,David Donohue,Team Rensi Motorsports (Sam Rensi),Chevrolet,8.0,8265.0,engine,0.0,58.0
2001,2,Homestead,Homestead-Miami Speedway,1.5,paved track,36.0,33.0,63.0,Larry Gunselman,Waterloo Tool Storage (Mike Mittler),Ford,6.0,8240.0,engine,0.0,55.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,1.0,1.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,250.0,34510.0,running,119.0,185.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,2.0,7.0,24.0,Jack Sprague,NetZero (Rick Hendrick),Chevrolet,250.0,22475.0,running,0.0,170.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,3.0,27.0,62.0,Brendan Gaughan,NAPA / Martin Senour (Bill McAnally),Chevrolet,250.0,17440.0,running,25.0,170.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,4.0,17.0,66.0,Rick Carelli,Phelon Motorsports (Dale Phelon),Chevrolet,250.0,13925.0,running,0.0,160.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,5.0,5.0,2.0,Scott Riggs,Team ASE Racing (Jim Smith),Dodge,250.0,10075.0,running,25.0,160.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,6.0,3.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,250.0,10075.0,running,63.0,155.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,7.0,21.0,29.0,Terry Cook,K Automotive (Bob Keselowski),Ford,250.0,8550.0,running,0.0,146.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,8.0,20.0,17.0,Ricky Hendrick,GMAC Financial Services (Rick Hendrick),Chevrolet,250.0,8250.0,running,0.0,142.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,9.0,18.0,75.0,"Billy Bigley, Jr.",Spears Manufacturing (Wayne Spears),Chevrolet,250.0,8100.0,running,0.0,138.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,10.0,12.0,61.0,Randy Tolsma,Team Rensi Motorsports (Ed Rensi),Chevrolet,250.0,10050.0,running,0.0,134.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,11.0,2.0,60.0,Travis Kvapil,CAT Rental Stores (Mike Addington),Chevrolet,250.0,7950.0,running,7.0,135.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,12.0,8.0,9.0,Lance Hooper,Baker Custom Homes (Marty Walsh),Ford,250.0,7815.0,running,0.0,127.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,13.0,15.0,20.0,Coy Gibbs,MBNA (Joe Gibbs),Chevrolet,250.0,6765.0,running,0.0,124.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,14.0,13.0,99.0,Nathan Haseleu,Roush Performance (Jack Roush),Ford,250.0,7715.0,running,7.0,126.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,15.0,19.0,2.0,Jim Inglebright,Jelly Belly (Jim Inglebright),Chevrolet,250.0,7215.0,running,0.0,118.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,16.0,26.0,86.0,Jason White,National Wild Turkey Federation (David Hodson),Ford,250.0,7615.0,running,0.0,115.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,17.0,25.0,8.0,Bobby Dotter,People Against Drugs (Gene Christensen),Chevrolet,249.0,6565.0,running,0.0,112.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,18.0,6.0,3.0,Bryan Reffner,Menards / Duracell (John Menard),Chevrolet,249.0,7515.0,running,1.0,114.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,19.0,9.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,249.0,7440.0,running,3.0,111.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,20.0,11.0,50.0,Chuck Hossfeld,J.R.'s Garage (Jack Roush),Ford,248.0,8315.0,running,0.0,103.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,21.0,28.0,16.0,David Donohue,Team Rensi Motorsports (Sam Rensi),Chevrolet,247.0,6340.0,running,0.0,100.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,22.0,14.0,43.0,Carlos Contreras,Hot Wheels (Petty Enterprises),Dodge,246.0,7290.0,running,0.0,97.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,23.0,32.0,51.0,Jonathon Price,Ware Racing Enterprises (Rick Ware),Chevrolet,245.0,7240.0,running,0.0,94.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,24.0,34.0,70.0,Jim Mills,"Turbines, Inc. (Jim Mills)",Chevrolet,244.0,6190.0,running,0.0,91.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,25.0,31.0,85.0,Milan Garrett,Champion Wheel (Milan Garrett),Ford,243.0,6515.0,running,0.0,88.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,26.0,30.0,63.0,Larry Gunselman,Waterloo Tool Storage (Mike Mittler),Ford,243.0,6065.0,running,0.0,85.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,27.0,24.0,90.0,Lance Norick,Aventis Behring Choice (Ron Norick),Chevrolet,239.0,6940.0,running,0.0,82.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,28.0,23.0,8.0,Willy T. Ribbs,Dodge Motorsports (Bobby Hamilton Racing),Dodge,238.0,5840.0,running,0.0,79.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,29.0,16.0,81.0,Nathan Buttke,FansTeam.com (Rick Ware),Chevrolet,227.0,5740.0,engine,0.0,76.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,30.0,29.0,88.0,Matt Crafton,Sealmaster Racing (Duke Thorson),Chevrolet,220.0,6640.0,running,0.0,73.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,31.0,4.0,46.0,Dennis Setzer,Acxiom / Computer Associates (David Dollar),Chevrolet,206.0,6540.0,running,0.0,70.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,32.0,10.0,72.0,Steve Portenga,leftbehind.com (Doc MacDonald),Chevrolet,200.0,6440.0,running,0.0,67.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,33.0,22.0,73.0,Jason Small,Berryman Products (Joey Sonntag),Chevrolet,167.0,5340.0,running,0.0,64.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,34.0,33.0,23.0,Loni Richardson,Red Line Synthetic Oil (Tom Mazzuchi),Chevrolet,121.0,5240.0,handling,0.0,61.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,35.0,36.0,55.0,Tom Powers,Powers Motorsports (Tom Powers),Dodge,89.0,5240.0,engine,0.0,58.0
2001,3,Mesa Marin,Mesa Marin Raceway,0.5,paved track,36.0,35.0,71.0,Morris Coffman,"Turbines, Inc. (Jim Mills)",Chevrolet,3.0,5240.0,engine,0.0,55.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,1.0,2.0,2.0,Scott Riggs,Team ASE Racing (Jim Smith),Dodge,250.0,35560.0,running,108.0,180.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,2.0,14.0,60.0,Travis Kvapil,CAT Rental Stores (Mike Addington),Chevrolet,250.0,28275.0,running,0.0,170.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,3.0,6.0,29.0,Terry Cook,K Automotive (Bob Keselowski),Ford,250.0,18190.0,running,0.0,165.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,4.0,1.0,18.0,Joe Ruttman,Dana Corporation (Bobby Hamilton Racing),Dodge,250.0,14500.0,running,9.0,165.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,5.0,12.0,61.0,Randy Tolsma,Big White Truck (Ed Rensi),Chevrolet,250.0,11250.0,running,0.0,155.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,6.0,22.0,88.0,Matt Crafton,Sealmaster Racing (Duke Thorson),Chevrolet,250.0,9200.0,running,0.0,150.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,7.0,23.0,14.0,Rick Crawford,Milwaukee Electric Tool (Tom Mitchell),Ford,250.0,8650.0,running,0.0,146.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,8.0,18.0,3.0,Bryan Reffner,Menards / Duracell (John Menard),Chevrolet,250.0,8600.0,running,0.0,142.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,9.0,19.0,17.0,Ricky Hendrick,GMAC Financial Services (Rick Hendrick),Chevrolet,250.0,7550.0,running,0.0,138.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,10.0,13.0,99.0,Nathan Haseleu,Roush Performance (Jack Roush),Ford,250.0,10500.0,running,0.0,134.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,11.0,15.0,43.0,Carlos Contreras,Hot Wheels (Petty Enterprises),Dodge,249.0,8450.0,running,0.0,130.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,12.0,7.0,66.0,Rick Carelli,Phelon Motorsports (Dale Phelon),Chevrolet,247.0,8315.0,running,0.0,127.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,13.0,27.0,86.0,Jason White,National Wild Turkey Federation (David Hodson),Ford,247.0,8265.0,running,0.0,124.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,14.0,30.0,94.0,Ronnie Hornaday,"Lucas Oil (Ron Hornaday, Jr.)",Chevrolet,224.0,7215.0,running,0.0,121.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,15.0,3.0,4.0,Bobby Hamilton,Dana Corporation (Bobby Hamilton Racing),Dodge,221.0,9315.0,rear end,133.0,128.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,16.0,5.0,75.0,"Billy Bigley, Jr.",Spears Manufacturing (Wayne Spears),Chevrolet,211.0,8490.0,running,0.0,115.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,17.0,28.0,63.0,Larry Gunselman,Waterloo Tool Storage (Mike Mittler),Ford,209.0,7040.0,running,0.0,112.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,18.0,20.0,50.0,Chuck Hossfeld,J.R.'s Garage (Jack Roush),Ford,208.0,7990.0,running,0.0,109.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,19.0,17.0,46.0,Dennis Setzer,Acxiom / Computer Associates (David Dollar),Chevrolet,203.0,7940.0,running,0.0,106.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,20.0,8.0,24.0,Jack Sprague,NetZero Platinum (Rick Hendrick),Chevrolet,200.0,8515.0,engine,0.0,103.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,21.0,32.0,12.0,Jason Thom,Team Ontario / Impact Motorsports (Russell Kersh),Chevrolet,180.0,8165.0,ignition,0.0,100.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,22.0,4.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,174.0,6840.0,running,0.0,97.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,23.0,29.0,81.0,Nathan Buttke,FansTeam.com (Rick Ware),Chevrolet,156.0,6815.0,engine,0.0,94.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,24.0,24.0,9.0,Lance Hooper,Time Critical Freight (Marty Walsh),Ford,154.0,7790.0,engine,0.0,91.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,25.0,10.0,72.0,Jimmy Hensley,leftbehind.com (Doc MacDonald),Chevrolet,154.0,8140.0,rear end,0.0,88.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,26.0,33.0,51.0,Coy Gibbs,MBNA (Rick Ware),Chevrolet,146.0,7715.0,engine,0.0,85.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,27.0,21.0,90.0,Lance Norick,Aventis Behring Choice (Ron Norick),Chevrolet,139.0,6890.0,running,0.0,82.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,28.0,34.0,73.0,Jason Small,Guardian Fiberglass (Joey Sonntag),Chevrolet,95.0,6665.0,crash,0.0,79.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,29.0,9.0,52.0,Ken Schrader,Federated Auto Parts (Ken Schrader),Chevrolet,93.0,6615.0,crash,0.0,76.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,30.0,36.0,31.0,Michael Dokken,Signatureraceteam.com (Bob Brevak),Ford,92.0,6590.0,transmission,0.0,73.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,31.0,31.0,15.0,Jon Wood,Mark Warner (Billy Ballew),Ford,82.0,6140.0,rear end,0.0,70.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,32.0,11.0,84.0,Richard Landreth,Lemon's Auto Parts (Robert Long),Ford,79.0,6115.0,suspension,0.0,67.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,33.0,16.0,8.0,Bobby Dotter,People Against Drugs (Gene Christensen),Chevrolet,64.0,6090.0,engine,0.0,64.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,34.0,35.0,19.0,Ricky Sanders,Trucktrix.com (James Murphy),Ford,55.0,6065.0,crash,0.0,61.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,35.0,25.0,0.0,Ryan McGlynn,Buyers Choice Auto Warranties (Raynard McGlynn),Chevrolet,46.0,6040.0,steering,0.0,58.0
2001,4,Martinsville,Martinsville Speedway,0.526,paved track,36.0,26.0,21.0,Morgan Shepherd,Genzman Racing (Morgan Shepherd),Ford,31.0,6015.0,brakes,0.0,55.0
2001,5,Gateway,Gateway International Raceway,1.25,paved track,1.0,1.0,1.0,Ted Musgrave,Mopar Performance (Jim Smith),Dodge,160.0,48310.0,running,140.0,185.0
2001,5,Gateway,Gateway International Raceway,1.25,paved track,2.0,4.0,2.0,Scott Riggs,Team ASE Racing (Jim Smith),Dodge,160.0,33675.0,running,1.0,175.0
2001,5,Gateway,Gateway International Raceway,1.25,paved track,3.0,2.0,29.0,Terry Cook,K Automotive (Bob Keselowski),Ford,160.0,31840.0,running,0.0,165.0
