Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1995,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,3.0,4.0,Sterling Marlin,Kodak Film (Larry McClure),Chevrolet,200.0,300460.0,running,105.0,185.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,2.0,3.0,Dale Earnhardt,Goodwrench Service (Richard Childress),Chevrolet,200.0,212250.0,running,23.0,175.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,6.0,6.0,Mark Martin,Valvoline (Jack Roush),Ford,200.0,153700.0,running,7.0,170.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,12.0,16.0,Ted Musgrave,The Family Channel (Jack Roush),Ford,200.0,111200.0,running,0.0,160.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,1.0,28.0,Dale Jarrett,Texaco / Havoline (Yates Racing),Ford,200.0,119855.0,running,0.0,155.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,15.0,30.0,Michael Waltrip,Pennzoil (Chuck Rider),Pontiac,200.0,86205.0,running,2.0,155.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,35.0,29.0,Steve Grissom,Meineke (Gary Bechtel),Chevrolet,200.0,72065.0,running,0.0,146.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,11.0,5.0,Terry Labonte,Kellogg's (Rick Hendrick),Chevrolet,200.0,78940.0,running,0.0,142.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,9.0,25.0,Ken Schrader,Budweiser (Rick Hendrick),Chevrolet,200.0,70140.0,running,0.0,138.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,30.0,21.0,Morgan Shepherd,Citgo (Wood Brothers),Ford,200.0,66690.0,running,0.0,134.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,17.0,15.0,Dick Trickle,Ford Quality Care (Bud Moore),Ford,200.0,61990.0,running,0.0,130.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,42.0,Kyle Petty,Coors Light / Silver Bullet (Felix Sabates),Pontiac,200.0,58865.0,running,0.0,127.0
1995,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,18.0,10.0,Ricky Rudd,Tide (Ricky Rudd),Ford,200.0,60620.0,running,0.0,124.0
