Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2021,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,17.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,200.0,running,1.0,44.0,5.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,12.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,200.0,running,3.0,42.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,4.0,3.0,Austin Dillon,Bass Pro Shops / Tracker Off Road (Richard Childress),Chevrolet,200.0,running,7.0,48.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,8.0,4.0,Kevin Harvick,Busch Light #TheCrew (Stewart Haas Racing),Ford,200.0,running,17.0,42.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,25.0,11.0,Denny Hamlin,FedEx (Joe Gibbs),Toyota,200.0,running,98.0,52.0,2.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,11.0,37.0,Ryan Preece,Cottonelle (JTG-Daugherty Racing),Chevrolet,200.0,running,0.0,40.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,34.0,42.0,Ross Chastain,Clover (Chip Ganassi),Chevrolet,200.0,running,0.0,32.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,19.0,77.0,Jamie McMurray,Advent Health / Bass Pro Shops (Spire Motorsports),Chevrolet,200.0,running,0.0,29.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,16.0,7.0,Corey LaJoie,Youtheory (Spire Motorsports),Chevrolet,200.0,running,0.0,28.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,13.0,5.0,Kyle Larson,Nations Guard (Rick Hendrick),Chevrolet,200.0,running,1.0,37.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,27.0,41.0,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,200.0,running,1.0,27.0,0.0
2021,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,9.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,199.0,crash,26.0,33.0,0.0
