Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1964,1,Concord,New Concord Speedway,0.5,dirt track,1.0,3.0,11.0,Ned Jarrett,Burton-Robinson (Charles Robinson),'63 Ford,250.0,1350.0,running,114.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,2.0,6.0,8.0,Joe Weatherly,Bud Moore,'63 Pontiac,250.0,1000.0,running,84.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,3.0,4.0,42.0,Richard Petty,Petty Enterprises,'63 Plymouth,248.0,650.0,running,13.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,4.0,1.0,5.0,David Pearson,Cotton Owens,'63 Dodge,241.0,500.0,running,39.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,5.0,12.0,41.0,Maurice Petty,Petty Enterprises,'63 Plymouth,241.0,400.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,6.0,16.0,20.0,Jack Anderson,Jack Anderson,'63 Ford,233.0,300.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,7.0,18.0,16.0,Larry Thomas,Wade Younts,'62 Dodge,230.0,250.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,8.0,14.0,9.0,Larry Manning,Bob Adams,'62 Chevrolet,229.0,200.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,9.0,22.0,62.0,Curtis Crider,Curtis Crider,'63 Mercury,221.0,165.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,10.0,7.0,32.0,Tiny Lund,Dave Kent,'63 Ford,215.0,150.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,11.0,20.0,2.0,Doug Cooper,Bob Cooper,'62 Pontiac,213.0,140.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,12.0,21.0,87.0,Buck Baker,Buck Baker,'63 Pontiac,205.0,130.0,fuel tank,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,13.0,23.0,9.0,Roy Tyner,Roy Tyner,'62 Chevrolet,201.0,120.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,14.0,17.0,83.0,Worth McMillion,Worth McMillion,'62 Pontiac,194.0,110.0,running,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,15.0,8.0,6.0,Billy Wade,Cotton Owens,'63 Dodge,185.0,100.0,oil pressure,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,16.0,15.0,23.0,Bill Widenhouse,Leland Colvin,'62 Plymouth,153.0,90.0,engine,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,17.0,19.0,34.0,Wendell Scott,Wendell Scott,'62 Chevrolet,134.0,80.0,crash,0.0
1964,1,Concord,New Concord Speedway,0.5,dirt track,18.0,13.0,67.0,Jimmy Pardue,–,'62 Pontiac,111.0,70.0,rear end,0.0
