Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1959,1,Fayetteville,Champion Speedway,0.333,paved track,1.0,1.0,46.0,Bob Welborn,Julian Petty,'57 Chevrolet,150.0,600.0,running,117.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,2.0,4.0,21.0,Glen Wood,Wood Brothers,'58 Ford,150.0,475.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,3.0,5.0,86.0,Buck Baker,Buck Baker,'58 Chevrolet,150.0,350.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,4.0,3.0,49.0,Roy Tyner,Roy Tyner,'57 Chevrolet,149.0,250.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,5.0,12.0,11.0,Junior Johnson,Paul Spaulding,'57 Ford,148.0,215.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,6.0,9.0,6.0,Tommy Irwin,Tommy Irwin,'57 Ford,148.0,190.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,7.0,14.0,36.0,Tiny Lund,Tommy Irwin,'58 Ford,147.0,170.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,8.0,11.0,77.0,Joe Lee Johnson,S.T. Campbell,'57 Chevrolet,147.0,170.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,9.0,6.0,42.0,Lee Petty,Petty Enterprises,'57 Oldsmobile,146.0,180.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,10.0,2.0,40.0,Rex White,Rex White,'58 Chevrolet,146.0,190.0,running,33.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,11.0,10.0,14.0,George Dunn,Manley Britt,'57 Mercury,145.0,130.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,12.0,7.0,8.0,Jimmy Thompson,–,'57 Chevrolet,145.0,150.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,13.0,13.0,24.0,Richard Petty,Petty Enterprises,'57 Oldsmobile,140.0,100.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,14.0,21.0,96.0,Bobby Keck,Bobby Keck,'57 Chevrolet,139.0,120.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,15.0,19.0,711.0,Bill Poor,Bill Poor,'56 Chevrolet,139.0,90.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,16.0,18.0,32.0,Brownie King,Jess Potter,'57 Chevrolet,139.0,90.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,17.0,16.0,74.0,L.D. Austin,L.D. Austin,'56 Chevrolet,138.0,75.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,18.0,20.0,94.0,Clarence DeZalia,Clarence DeZalia,'56 Ford,136.0,60.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,19.0,22.0,66.0,Jimmy Pardue,Spook Crawford,'57 Plymouth,131.0,50.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,20.0,17.0,78.0,Shep Langdon,Shep Langdon,'56 Ford,129.0,65.0,running,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,21.0,12.0,2.0,Jimmie Lewallen,–,'57 Ford,102.0,35.0,vapor lock,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,22.0,24.0,81.0,Harvey Hege,Harvey Hege,'57 Ford,41.0,25.0,steering,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,23.0,23.0,63.0,R.L. Combs,R.L. Combs,'56 Ford,25.0,25.0,distributor,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,24.0,15.0,17.0,Fred Harb,Fred Harb,'57 Mercury,21.0,25.0,engine,0.0
1959,1,Fayetteville,Champion Speedway,0.333,paved track,25.0,25.0,18.0,Charley Griffith,Red Bank (Charley Griffith),'57 Pontiac,0.0,,engine,0.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,1.0,7.0,49.0,Bob Welborn,W.J. Ridgeway,'59 Chevrolet,40.0,800.0,running,33.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,2.0,15.0,64.0,Fritz Wilson,Museum of Speed (Fritz Wilson),'59 T-Bird,40.0,525.0,running,4.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,3.0,6.0,59.0,Tom Pistone,Rupert Safety Belt (Carl Rupert),'59 T-Bird,40.0,350.0,running,0.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,4.0,3.0,48.0,Joe Weatherly,E.C. Wilson,'59 Chevrolet,40.0,250.0,running,1.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,5.0,18.0,37.0,Eduardo Dibos,Peru (Van Acker),'59 T-Bird,39.0,225.0,running,0.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,6.0,23.0,6.0,Cotton Owens,W.H. Watson,'58 Pontiac,39.0,200.0,running,0.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,7.0,17.0,88.0,Tiny Lund,Buck Baker,'59 Chevrolet,39.0,165.0,running,0.0
1959,2,Daytona,Daytona International Speedway,2.5,paved track,8.0,14.0,42.0,Lee Petty,Petty Enterprises,'59 Oldsmobile,39.0,150.0,running,0.0
