Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2022,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,21.0,99.0,Daniel Suarez,Tootsies Orchid Lounge (Trackhouse Racing),Chevrolet,199.0,running,0.0,19.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,17.0,45.0,Kurt Busch,Monster Energy (23XI Racing),Toyota,199.0,running,0.0,22.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,31.0,41.0,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,199.0,running,0.0,17.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,20.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,198.0,running,1.0,31.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,40.0,27.0,Jacques Villeneuve,Hezeberg Engineering Systems (Team Hezeberg),Ford,198.0,running,0.0,15.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,25.0,31.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,198.0,running,0.0,14.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,2.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,197.0,running,0.0,13.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,36.0,3.0,Austin Dillon,Bass Pro Shops / Tracker Off Road (Richard Childress),Chevrolet,197.0,running,1.0,17.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,35.0,50.0,Kaz Grala,Pit Viper Sunglasses (TMT Racing),Chevrolet,196.0,running,0.0,11.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,37.0,78.0,B.J. McLeod,NASCAR Ignition (B.J. McLeod),Ford,196.0,running,0.0,10.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,18.0,47.0,Ricky Stenhouse Jr,Kroger / Irish Spring (JTG-Daugherty Racing),Chevrolet,194.0,crash,16.0,22.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,13.0,43.0,Erik Jones,Focus Factor (Petty GMS Motorsports),Chevrolet,191.0,crash,3.0,11.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,22.0,4.0,Kevin Harvick,Busch Light #BuschRaceTeam (Stewart Haas Racing),Ford,191.0,dvp,0.0,10.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,39.0,62.0,Noah Gragson,Beard Oil / South Point (Beard Motorsports),Chevrolet,190.0,crash,0.0,0.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,1.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,190.0,crash,1.0,9.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,29.0,38.0,Todd Gilliland,First Phase Credit Card (Bob Jenkins),Ford,190.0,crash,0.0,13.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,12.0,20.0,Christopher Bell,DeWalt (Joe Gibbs),Toyota,152.0,crash,0.0,3.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,15.0,8.0,Tyler Reddick,3CHI (Richard Childress),Chevrolet,151.0,crash,0.0,2.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,28.0,44.0,Greg Biffle,Grambling State University (Johnathan Cohen),Chevrolet,136.0,running,0.0,1.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,30.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,63.0,crash,0.0,1.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,23.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,62.0,crash,1.0,1.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,39.0,8.0,21.0,Harrison Burton,Motorcraft / Dex Imaging (Wood Brothers),Ford,62.0,crash,3.0,1.0,0.0
2022,1,Daytona,Daytona International Speedway,2.5,paved track,40.0,19.0,1.0,Ross Chastain,Advent Health (Trackhouse Racing),Chevrolet,62.0,crash,0.0,1.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,1.0,13.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,200.0,running,28.0,52.0,5.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,2.0,16.0,3.0,Austin Dillon,Dow Coatings (Richard Childress),Chevrolet,200.0,running,0.0,35.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,3.0,2.0,43.0,Erik Jones,Focus Factor (Petty GMS Motorsports),Chevrolet,200.0,running,18.0,52.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,4.0,15.0,99.0,Daniel Suarez,Freeway Insurance (Trackhouse Racing),Chevrolet,200.0,running,0.0,33.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,5.0,7.0,22.0,Joey Logano,AAA Southern California (Roger Penske),Ford,200.0,running,14.0,44.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,6.0,31.0,10.0,Aric Almirola,Rush / Mobil Delvac 1 (Stewart Haas Racing),Ford,200.0,running,0.0,34.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,7.0,32.0,4.0,Kevin Harvick,Subway (Stewart Haas Racing),Ford,200.0,running,1.0,30.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,8.0,36.0,45.0,Kurt Busch,Monster Energy (23XI Racing),Toyota,200.0,running,0.0,29.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,9.0,5.0,16.0,Daniel Hemric,Poppy Bank (Matthew Kaulig),Chevrolet,200.0,running,0.0,0.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,10.0,17.0,47.0,Ricky Stenhouse Jr,Ralph's / Honey Nut Cheerios (JTG-Daugherty Racing),Chevrolet,200.0,running,0.0,28.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,11.0,21.0,41.0,Cole Custer,Production Alliance Group (Stewart Haas Racing),Ford,200.0,running,0.0,31.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,12.0,1.0,2.0,Austin Cindric,Menards / Quaker State (Roger Penske),Ford,200.0,running,0.0,31.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,13.0,12.0,19.0,Martin Truex Jr,Reser's Fine Foods (Joe Gibbs),Toyota,200.0,running,0.0,24.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,14.0,3.0,18.0,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,200.0,running,0.0,23.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,15.0,4.0,11.0,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,200.0,running,0.0,23.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,16.0,24.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,200.0,running,20.0,28.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,17.0,18.0,42.0,Ty Dillon,Allegiant (Petty GMS Motorsports),Chevrolet,200.0,running,0.0,20.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,18.0,6.0,12.0,Ryan Blaney,Wurth (Roger Penske),Ford,200.0,running,1.0,29.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,19.0,34.0,23.0,Bubba Wallace,Wheaties (23XI Racing),Toyota,200.0,running,0.0,18.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,20.0,26.0,38.0,Todd Gilliland,Frontline Enterprises (Bob Jenkins),Ford,200.0,running,0.0,17.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,21.0,29.0,15.0,Garrett Smithley,Jacob Companies (Rick Ware),Ford,200.0,running,0.0,16.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,22.0,30.0,78.0,B.J. McLeod,Pala Casino (B.J. McLeod),Ford,200.0,running,0.0,15.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,23.0,35.0,31.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,200.0,running,0.0,14.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,24.0,11.0,8.0,Tyler Reddick,Lenovo (Richard Childress),Chevrolet,199.0,running,90.0,33.0,2.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,25.0,14.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,199.0,running,0.0,17.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,26.0,8.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,198.0,running,12.0,11.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,27.0,9.0,6.0,Brad Keselowski,Violet Defense (Jack Roush),Ford,198.0,running,0.0,10.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,28.0,25.0,7.0,Corey LaJoie,General Formulations / Mutoh (Spire Motorsports),Chevrolet,198.0,running,0.0,9.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,29.0,33.0,1.0,Ross Chastain,Casa Del Sol Tequila (Trackhouse Racing),Chevrolet,198.0,running,0.0,8.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,30.0,28.0,77.0,Josh Bilicki,Pacific Coast Termite (Spire Motorsports),Chevrolet,198.0,running,0.0,0.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,31.0,23.0,34.0,Michael McDowell,Stage Front (Bob Jenkins),Ford,193.0,electrical,0.0,6.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,32.0,27.0,51.0,Cody Ware,Nurtec ODT (Rick Ware),Ford,187.0,running,0.0,5.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,33.0,22.0,21.0,Harrison Burton,Dex Imaging (Wood Brothers),Ford,157.0,crash,0.0,4.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,34.0,10.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,151.0,crash,16.0,13.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,35.0,20.0,17.0,Chris Buescher,Fastenal (Jack Roush),Ford,111.0,crash,0.0,2.0,0.0
2022,2,Fontana,Auto Club Speedway,2.0,paved track,36.0,19.0,20.0,Christopher Bell,Rheem (Joe Gibbs),Toyota,94.0,engine,0.0,1.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,1.0,13.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,274.0,running,16.0,50.0,6.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,2.0,2.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,274.0,running,27.0,48.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,3.0,18.0,1.0,Ross Chastain,ACM Awards (Trackhouse Racing),Chevrolet,274.0,running,83.0,52.0,1.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,4.0,37.0,18.0,Kyle Busch,Ethel M Chocolates (Joe Gibbs),Toyota,274.0,running,49.0,41.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,5.0,14.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,274.0,running,8.0,48.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,6.0,20.0,10.0,Aric Almirola,Mobil 1 (Stewart Haas Racing),Ford,274.0,running,0.0,31.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,7.0,7.0,8.0,Tyler Reddick,Bet MGM (Richard Childress),Chevrolet,274.0,running,0.0,30.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,8.0,12.0,19.0,Martin Truex Jr,Bass Pro Shops (Joe Gibbs),Toyota,274.0,running,1.0,34.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,9.0,5.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,274.0,running,0.0,43.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,10.0,1.0,20.0,Christopher Bell,DeWalt (Joe Gibbs),Toyota,274.0,running,32.0,28.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,11.0,10.0,3.0,Austin Dillon,Breztri (Richard Childress),Chevrolet,274.0,running,0.0,26.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,12.0,25.0,4.0,Kevin Harvick,Rheem / Smurfit Kappa (Stewart Haas Racing),Ford,274.0,running,0.0,28.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,13.0,31.0,45.0,Kurt Busch,Monster Energy (23XI Racing),Toyota,274.0,running,4.0,24.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,14.0,6.0,22.0,Joey Logano,Pennzoil (Roger Penske),Ford,274.0,running,0.0,27.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,15.0,29.0,7.0,Corey LaJoie,Schluter Systems (Spire Motorsports),Chevrolet,274.0,running,0.0,22.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,16.0,19.0,21.0,Harrison Burton,Motorcraft / Quick Lane (Wood Brothers),Ford,274.0,running,0.0,21.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,17.0,28.0,31.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,274.0,running,0.0,20.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,18.0,27.0,17.0,Chris Buescher,Wyndham Rewards (Jack Roush),Ford,274.0,running,0.0,19.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,19.0,3.0,2.0,Austin Cindric,Discount Tire (Roger Penske),Ford,274.0,running,0.0,18.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,20.0,32.0,42.0,Ty Dillon,Goettl Air Conditioning (Petty GMS Motorsports),Chevrolet,274.0,running,1.0,17.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,21.0,9.0,47.0,Ricky Stenhouse Jr,Sunny D (JTG-Daugherty Racing),Chevrolet,274.0,running,4.0,16.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,22.0,16.0,16.0,Daniel Hemric,South Point (Matthew Kaulig),Chevrolet,274.0,running,0.0,0.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,23.0,30.0,38.0,Todd Gilliland,Frontline Enterprises (Bob Jenkins),Ford,274.0,running,0.0,14.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,24.0,15.0,6.0,Brad Keselowski,Fastenal (Jack Roush),Ford,273.0,running,3.0,13.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,25.0,17.0,23.0,Bubba Wallace,Dr. Pepper Cream Soda (23XI Racing),Toyota,273.0,running,0.0,13.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,26.0,33.0,51.0,Cody Ware,Nurtec ODT (Rick Ware),Ford,273.0,running,0.0,11.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,27.0,22.0,34.0,Michael McDowell,Stage Front (Bob Jenkins),Ford,273.0,running,4.0,10.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,28.0,35.0,78.0,B.J. McLeod,Filtertime (B.J. McLeod),Ford,272.0,running,0.0,9.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,29.0,34.0,77.0,Josh Bilicki,Zeigler Auto Group (Spire Motorsports),Chevrolet,271.0,running,0.0,0.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,30.0,36.0,15.0,Garrett Smithley,Trophy Tractor (Rick Ware),Ford,267.0,running,0.0,7.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,31.0,23.0,43.0,Erik Jones,Focus Factor (Petty GMS Motorsports),Chevrolet,264.0,crash,0.0,6.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,32.0,8.0,11.0,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,219.0,drivetrain,31.0,14.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,33.0,24.0,41.0,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,171.0,engine,0.0,4.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,34.0,26.0,44.0,Greg Biffle,Florida A&M University (Johnathan Cohen),Chevrolet,148.0,fuel pump,1.0,3.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,35.0,4.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,135.0,crash,0.0,5.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,36.0,11.0,12.0,Ryan Blaney,Menards / Pennzoil (Roger Penske),Ford,104.0,crash,10.0,5.0,0.0
2022,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,37.0,21.0,99.0,Daniel Suarez,CommScope (Trackhouse Racing),Chevrolet,92.0,crash,0.0,1.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,1.0,6.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,312.0,running,101.0,52.0,5.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,2.0,17.0,1.0,Ross Chastain,K1 Speed (Trackhouse Racing),Chevrolet,312.0,running,0.0,39.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,3.0,12.0,8.0,Tyler Reddick,Guaranteed Rate (Richard Childress),Chevrolet,312.0,running,0.0,46.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,4.0,1.0,12.0,Ryan Blaney,Menards / Maytag (Roger Penske),Ford,312.0,running,143.0,43.0,1.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,5.0,15.0,45.0,Kurt Busch,Money Lion (23XI Racing),Toyota,312.0,running,0.0,32.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,6.0,16.0,4.0,Kevin Harvick,Hunt Brothers Pizza (Stewart Haas Racing),Ford,312.0,running,0.0,42.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,7.0,11.0,18.0,Kyle Busch,DeWalt (Joe Gibbs),Toyota,312.0,running,0.0,30.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,8.0,10.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,312.0,running,4.0,32.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,9.0,23.0,99.0,Daniel Suarez,CommScope (Trackhouse Racing),Chevrolet,312.0,running,0.0,28.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,10.0,26.0,17.0,Chris Buescher,IT Savvy (Jack Roush),Ford,312.0,running,0.0,27.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,11.0,19.0,9.0,Chase Elliott,UniFirst (Rick Hendrick),Chevrolet,312.0,running,50.0,43.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,12.0,5.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,312.0,running,0.0,25.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,13.0,2.0,11.0,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,312.0,running,0.0,24.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,14.0,9.0,48.0,Alex Bowman,Ally / Best Friends (Rick Hendrick),Chevrolet,312.0,running,0.0,29.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,15.0,21.0,42.0,Ty Dillon,Black Rifle Coffee Co. (Petty GMS Motorsports),Chevrolet,312.0,running,0.0,22.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,16.0,25.0,41.0,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,312.0,running,0.0,21.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,17.0,28.0,31.0,Justin Haley,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,312.0,running,0.0,20.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,18.0,3.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,312.0,running,12.0,36.0,1.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,19.0,33.0,38.0,Todd Gilliland,Frontline Enterprises (Bob Jenkins),Ford,312.0,running,0.0,18.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,20.0,29.0,16.0,A.J. Allmendinger,Action Industries (Matthew Kaulig),Chevrolet,312.0,running,0.0,0.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,21.0,13.0,3.0,Austin Dillon,Get Bioethanol (Richard Childress),Chevrolet,311.0,crash,0.0,19.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,22.0,27.0,23.0,Bubba Wallace,Root Insurance (23XI Racing),Toyota,311.0,running,0.0,15.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,23.0,18.0,6.0,Brad Keselowski,Violet Defense (Jack Roush),Ford,311.0,running,0.0,14.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,24.0,8.0,2.0,Austin Cindric,Auto Trader (Roger Penske),Ford,311.0,running,0.0,13.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,25.0,14.0,43.0,Erik Jones,Focus Factor (Petty GMS Motorsports),Chevrolet,311.0,running,0.0,12.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,26.0,4.0,20.0,Christopher Bell,Rheem / Capitol Container (Joe Gibbs),Toyota,310.0,running,0.0,16.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,27.0,22.0,34.0,Michael McDowell,Love's Travel Stops (Bob Jenkins),Ford,310.0,running,0.0,10.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,28.0,36.0,47.0,Ricky Stenhouse Jr,Fry's / NOS (JTG-Daugherty Racing),Chevrolet,310.0,running,0.0,9.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,29.0,24.0,21.0,Harrison Burton,Dex Imaging (Wood Brothers),Ford,309.0,running,0.0,8.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,30.0,31.0,77.0,Landon Cassill,Voyager: Crypto for All (Spire Motorsports),Chevrolet,308.0,running,0.0,0.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,31.0,32.0,51.0,Cody Ware,Nurtec ODT (Rick Ware),Ford,307.0,running,0.0,6.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,32.0,35.0,15.0,Garrett Smithley,Jacob Companies (Rick Ware),Ford,305.0,running,0.0,5.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,33.0,34.0,78.0,B.J. McLeod,Premier Business Investments (B.J. McLeod),Ford,304.0,running,0.0,4.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,34.0,7.0,5.0,Kyle Larson,Valvoline (Rick Hendrick),Chevrolet,239.0,engine,2.0,13.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,35.0,20.0,19.0,Martin Truex Jr,Bass Pro Shops (Joe Gibbs),Toyota,219.0,crash,0.0,2.0,0.0
2022,4,Phoenix,Phoenix Raceway,1.0,paved track,36.0,30.0,7.0,Corey LaJoie,Built.com (Spire Motorsports),Chevrolet,45.0,crash,0.0,1.0,0.0
2022,5,Atlanta,Atlanta Motor Speedway,1.54,paved track,1.0,12.0,24.0,William Byron,Liberty University (Rick Hendrick),Chevrolet,325.0,running,111.0,52.0,6.0
2022,5,Atlanta,Atlanta Motor Speedway,1.54,paved track,2.0,7.0,1.0,Ross Chastain,Advent Health (Trackhouse Racing),Chevrolet,325.0,running,42.0,36.0,0.0
