Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,1.0,2.0,11.0,Bobby Allison,Holman-Moody Racing,'67 Ford,500.0,3300.0,running,271.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,2.0,6.0,43.0,Richard Petty,Petty Enterprises,'67 Plymouth,499.0,2040.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,3.0,12.0,55.0,Tiny Lund,Lyle Stelter,'66 Ford,491.0,1275.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,4.0,19.0,97.0,Red Farmer,Red Farmer,'67 Ford,476.0,900.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,5.0,27.0,88.0,Dub Simpson,Buck Baker,'67 Oldsmobile,470.0,800.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,6.0,17.0,64.0,Elmo Langley,Elmo Langley / Henry Woodfield,'66 Ford,468.0,725.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,7.0,11.0,39.0,Friday Hassler,Red Sharp,'66 Chevrolet,462.0,675.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,8.0,22.0,20.0,Clyde Lynn,Clyde Lynn,'66 Ford,459.0,600.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,9.0,21.0,2.0,Bob Cooper,Bob Cooper,'66 Chevrolet,457.0,500.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,10.0,28.0,21.0,Bill Seifert,Clyde Lynn,'65 Ford,456.0,400.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,11.0,3.0,17.0,David Pearson,Holman-Moody Racing,'67 Ford,451.0,500.0,engine,108.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,12.0,30.0,95.0,E.J. Trivette,Henley Gray,'66 Ford,447.0,375.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,13.0,16.0,4.0,John Sears,L.G. DeWitt,'66 Ford,436.0,350.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,14.0,20.0,25.0,Jabe Thomas,Don Robertson,'67 Ford,374.0,275.0,running,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,15.0,29.0,93.0,Walson Gardner,Walson Gardner,'67 Ford,362.0,200.0,differential,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,16.0,8.0,37.0,Bobby Isaac,K & K Insurance (Nord Krauskopf),'67 Dodge,320.0,230.0,engine,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,17.0,1.0,26.0,LeeRoy Yarbrough,Junior Johnson,'67 Ford,252.0,400.0,engine,86.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,18.0,14.0,6.0,Neil Castles,Neil Castles,'65 Dodge,250.0,225.0,engine,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,19.0,9.0,27.0,Bosco Lowe,Banjo Matthews,'67 Ford,220.0,225.0,differential,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,20.0,4.0,14.0,Jim Paschal,Friedkin Enterprises (Tom Friedkin),'67 Plymouth,171.0,275.0,engine,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,21.0,5.0,16.0,Cale Yarborough,Bud Moore,'67 Mercury,164.0,250.0,head gasket,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,22.0,10.0,74.0,Tom Pistone,Turkey Minton,'67 Chevrolet,154.0,225.0,oil pan,35.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,23.0,7.0,40.0,Charlie Glotzbach,Friedkin Enterprises (Tom Friedkin),'67 Plymouth,151.0,235.0,differential,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,24.0,15.0,49.0,G.C. Spencer,G.C. Spencer,'67 Plymouth,143.0,225.0,differential,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,25.0,13.0,2.0,Paul Lewis,Donald Brackins,'65 Chevrolet,128.0,225.0,valve,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,26.0,25.0,19.0,Henley Gray,Henley Gray,'66 Ford,102.0,150.0,overheating,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,27.0,26.0,34.0,Wendell Scott,Wendell Scott,'66 Ford,73.0,150.0,oil pressure,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,28.0,18.0,87.0,Buck Baker,Buck Baker,'66 Ford,60.0,150.0,oil pressure,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,29.0,24.0,7.0,George Davis,George Davis,'66 Chevrolet,56.0,150.0,timing chain,0.0
1968,1,Macon,Middle Georgia Raceway,0.534,paved track,30.0,23.0,73.0,Rod Eulenfeld,Julian Kline,'66 Chevrolet,55.0,150.0,engine,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,1.0,1.0,43.0,Richard Petty,Petty Enterprises,'67 Plymouth,200.0,1200.0,running,154.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,2.0,2.0,11.0,Bobby Allison,Holman-Moody Racing,'67 Ford,200.0,600.0,running,46.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,3.0,7.0,37.0,Bobby Isaac,K & K Insurance (Nord Krauskopf),'67 Dodge,196.0,400.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,4.0,8.0,74.0,Tom Pistone,Turkey Minton,'67 Chevrolet,196.0,300.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,5.0,5.0,2.0,Paul Lewis,Donald Brackins,'65 Chevrolet,195.0,275.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,6.0,17.0,6.0,Neil Castles,Neil Castles,'65 Dodge,193.0,240.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,7.0,6.0,39.0,Friday Hassler,Red Sharp,'66 Chevrolet,191.0,200.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,8.0,12.0,87.0,Buck Baker,Buck Baker,'66 Ford,190.0,175.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,9.0,14.0,20.0,Clyde Lynn,Clyde Lynn,'66 Ford,188.0,150.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,10.0,18.0,25.0,Jabe Thomas,Don Robertson,'67 Ford,188.0,140.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,11.0,25.0,34.0,Wendell Scott,Wendell Scott,'66 Ford,185.0,130.0,running,0.0
1968,2,Montgomery,Montgomery Speedway,0.5,paved track,12.0,15.0,64.0,Elmo Langley,Elmo Langley / Henry Woodfield,'66 Ford,185.0,120.0,running,0.0
