Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2023,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,31.0,47.0,Ricky Stenhouse Jr,Kroger/Cottonelle (JTG-Daugherty Racing),Chevrolet,212.0,running,10.0,48.0,5.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,3.0,22.0,Joey Logano,Shell Pennzoil (Roger Penske),Ford,212.0,running,12.0,52.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,5.0,20.0,Christopher Bell,DeWalt - Rheem (Joe Gibbs),Toyota,212.0,running,20.0,44.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,9.0,17.0,Chris Buescher,Fastenal (Jack Roush),Ford,212.0,running,32.0,50.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,1.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,212.0,running,12.0,41.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,29.0,16.0,A.J. Allmendinger,Nutrien Ag Solutions (Matthew Kaulig),Chevrolet,212.0,running,1.0,34.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,24.0,99.0,Daniel Suarez,Tootsies Orchid Lounge (Trackhouse Racing),Chevrolet,212.0,running,3.0,30.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,7.0,12.0,Ryan Blaney,MenardsBlue DEFPEAK (Roger Penske),Ford,212.0,running,1.0,37.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,23.0,1.0,Ross Chastain,AdventHealth (Trackhouse Racing),Chevrolet,212.0,running,6.0,38.0,1.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,38.0,15.0,Riley Herbst,SunnyD (Rick Ware),Ford,212.0,running,0.0,0.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,40.0,67.0,Travis Pastrana,Black Rifle Coffee (23XI Racing),Toyota,212.0,running,2.0,26.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,4.0,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,212.0,running,1.0,37.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,17.0,36.0,Zane Smith,Wellcare (Bob Jenkins),Ford,212.0,running,0.0,3.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,35.0,51.0,Cody Ware,Biohaven/Jacob Co. (Rick Ware),Ford,212.0,running,0.0,23.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,16.0,19.0,Martin Truex Jr,Bass Pro Shops (Joe Gibbs),Toyota,212.0,running,13.0,32.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,12.0,7.0,Corey LaJoie,Celsius (Spire Motorsports),Chevrolet,212.0,running,0.0,27.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,18.0,11.0,Denny Hamlin,FedEx 50 (Joe Gibbs),Toyota,212.0,running,6.0,22.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,2.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,211.0,crash,6.0,24.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,36.0,8.0,Kyle Busch,3CHI (Richard Childress),Chevrolet,211.0,crash,6.0,18.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,15.0,23.0,Bubba Wallace,McDonald's (23XI Racing),Toyota,211.0,crash,5.0,21.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,4.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,211.0,crash,16.0,29.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,10.0,6.0,Brad Keselowski,Nexlizet (Jack Roush),Ford,211.0,crash,42.0,32.0,1.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,6.0,2.0,Austin Cindric,Discount Tire (Roger Penske),Ford,210.0,crash,0.0,29.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,22.0,42.0,Noah Gragson,Wendy's (Legacy Motor Club),Chevrolet,210.0,running,0.0,13.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,33.0,54.0,Ty Gibbs,Monster Energy â€“ Interstate Batteries (Joe Gibbs),Toyota,210.0,running,0.0,17.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,19.0,21.0,Harrison Burton,Motorcraft Dex Imaging (Wood Brothers),Ford,210.0,running,9.0,13.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,14.0,38.0,Todd Gilliland,gener8tor Skills (Bob Jenkins),Ford,208.0,crash,0.0,15.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,11.0,34.0,Michael McDowell,Love's Travel Stops (Bob Jenkins),Ford,208.0,running,0.0,21.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,34.0,50.0,Conor Daly,Bitnile.com (TMT Racing),Chevrolet,206.0,running,0.0,0.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,32.0,78.0,B.J. McLeod,Power Slap Rumble (B.J. McLeod),Chevrolet,204.0,running,0.0,7.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,39.0,84.0,Jimmie Johnson,Carvana (Legacy Motor Club),Chevrolet,203.0,crash,0.0,10.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,28.0,31.0,Justin Haley,Cirkul (Matthew Kaulig),Chevrolet,203.0,crash,0.0,5.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,27.0,3.0,Austin Dillon,Bass Pro Shops Club (Richard Childress),Chevrolet,202.0,crash,0.0,4.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,21.0,24.0,William Byron,RaptorTough.com (Rick Hendrick),Chevrolet,202.0,crash,0.0,7.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,30.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,182.0,crash,5.0,2.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,20.0,41.0,Ryan Preece,HaasTooling.com (Stewart Haas Racing),Ford,181.0,crash,4.0,11.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,25.0,43.0,Erik Jones,GUNS Nâ€™ ROSES (Legacy Motor Club),Chevrolet,118.0,crash,0.0,1.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,8.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,118.0,crash,0.0,9.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,39.0,26.0,45.0,Tyler Reddick,Monster Energy (23XI Racing),Toyota,117.0,crash,0.0,1.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,40.0,37.0,77.0,Ty Dillon,Ferris (Spire Motorsports),Chevrolet,26.0,engine,0.0,1.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,1.0,21.0,8.0,Kyle Busch,Lucas Oil (Richard Childress),Chevrolet,200.0,running,27.0,49.0,5.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,2.0,33.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,200.0,running,1.0,40.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,3.0,8.0,1.0,Ross Chastain,Kubota (Trackhouse Racing),Chevrolet,200.0,running,91.0,54.0,2.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,4.0,7.0,99.0,Daniel Suarez,Freeway Insurance (Trackhouse Racing),Chevrolet,200.0,running,0.0,47.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,5.0,10.0,4.0,Kevin Harvick,Gearwrench (Stewart Haas Racing),Ford,200.0,running,5.0,42.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,6.0,13.0,11.0,Denny Hamlin,SportClips Haircuts (Joe Gibbs),Toyota,200.0,running,11.0,42.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,7.0,16.0,6.0,Brad Keselowski,Castrol Edge (Jack Roush),Ford,200.0,running,2.0,32.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,8.0,4.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,200.0,running,17.0,39.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,9.0,28.0,3.0,Austin Dillon,Dow Coatings (Richard Childress),Chevrolet,200.0,running,3.0,28.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,10.0,3.0,22.0,Joey Logano,AAA Southern California (Roger Penske),Ford,200.0,running,19.0,39.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,11.0,14.0,19.0,Martin Truex Jr,Reser's Fine Foods (Joe Gibbs),Toyota,200.0,running,0.0,28.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,12.0,2.0,47.0,Ricky Stenhouse Jr,Ralphs/Tree Top (JTG-Daugherty Racing),Chevrolet,200.0,running,0.0,25.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,13.0,5.0,17.0,Chris Buescher,Pala Casino (Jack Roush),Ford,200.0,running,0.0,24.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,14.0,12.0,7.0,Corey LaJoie,NEGU (Spire Motorsports),Chevrolet,200.0,running,0.0,24.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,15.0,24.0,21.0,Harrison Burton,DEX Imaging (Wood Brothers),Ford,200.0,running,0.0,22.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,16.0,23.0,54.0,Ty Gibbs,Monster Energy (Joe Gibbs),Toyota,200.0,running,0.0,21.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,17.0,25.0,38.0,Todd Gilliland,LONG JOHN SILVER'S (Bob Jenkins),Ford,200.0,running,0.0,20.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,18.0,26.0,34.0,Michael McDowell,Horizon Hobby (Bob Jenkins),Ford,200.0,running,6.0,19.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,19.0,34.0,43.0,Erik Jones,Allegiant (Legacy Motor Club),Chevrolet,200.0,running,0.0,18.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,20.0,31.0,14.0,Chase Briscoe,Rush Truck CentersMobilDelvac (Stewart Haas Racing),Ford,200.0,running,0.0,17.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,21.0,29.0,31.0,Justin Haley,LeafFilter Gutter Protection (Matthew Kaulig),Chevrolet,199.0,running,0.0,16.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,22.0,20.0,42.0,Noah Gragson,Sunseeker Resort (Legacy Motor Club),Chevrolet,199.0,running,1.0,15.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,23.0,22.0,15.0,J.J. Yeley,ActOne Group (Rick Ware),Ford,199.0,running,0.0,14.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,24.0,30.0,78.0,B.J. McLeod,AMERICAN HARTFORD GOLD (B.J. McLeod),Chevrolet,199.0,running,0.0,13.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,25.0,32.0,24.0,William Byron,RaptorTough.com (Rick Hendrick),Chevrolet,198.0,running,0.0,17.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,26.0,9.0,12.0,Ryan Blaney,Wurth (Roger Penske),Ford,196.0,running,16.0,20.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,27.0,11.0,51.0,Cody Ware,Biohaven (Rick Ware),Ford,195.0,running,0.0,10.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,28.0,19.0,2.0,Austin Cindric,Menards Quaker State (Roger Penske),Ford,194.0,running,0.0,9.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,29.0,15.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,185.0,running,0.0,8.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,30.0,18.0,23.0,Bubba Wallace,Leidos (23XI Racing),Toyota,172.0,engine,0.0,7.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,31.0,36.0,77.0,Ty Dillon,Nations Guard (Spire Motorsports),Chevrolet,140.0,engine,0.0,6.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,32.0,1.0,20.0,Christopher Bell,SiriusXM (Joe Gibbs),Toyota,88.0,crash,1.0,5.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,33.0,27.0,41.0,Ryan Preece,HaasTooling.com (Stewart Haas Racing),Ford,87.0,crash,0.0,4.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,34.0,35.0,45.0,Tyler Reddick,The Beast Unleashed (23XI Racing),Toyota,87.0,crash,0.0,3.0,0.0
2023,2,Fontana,Auto Club Speedway,2.0,paved track,35.0,17.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,86.0,crash,0.0,2.0,0.0
