Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1965,1,Riverside,Riverside International Raceway,2.7,road course,1.0,11.0,121.0,Dan Gurney,Augusta Motor Sales (Wood Brothers),'65 Ford,185.0,13625.0,running,126.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,2.0,1.0,27.0,Junior Johnson,Holly Farms Poultry (Junior Johnson),'65 Ford,185.0,7310.0,running,11.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,3.0,5.0,21.0,Marvin Panch,Augusta Motor Sales (Wood Brothers),'65 Ford,184.0,4075.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,4.0,16.0,6.0,Darel Dieringer,Vel's Ford (Vel Miletich),'65 Ford,181.0,2625.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,5.0,15.0,5.0,Gene Davis,Jim Glage Inc. (Bill Groves),'64 Mercury,177.0,1850.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,6.0,35.0,98.0,Eddie Gray,Bob Estes Lincoln-Mercury (Ralph Shelton),'64 Mercury,176.0,1300.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,7.0,8.0,45.0,Scotty Cain,Big Ben Motors (Bill Clinton),'64 Mercury,172.0,1175.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,8.0,37.0,17.0,Sam Stanley,Clymore Ford (Irwin Sandlin),'64 Mercury,172.0,1050.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,9.0,18.0,88.0,Buck Baker,Buck Baker,'64 Dodge,171.0,1025.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,10.0,12.0,0.0,A.J. Foyt,Vel's Ford (Holman-Moody Racing),'65 Ford,169.0,1035.0,crash,12.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,11.0,17.0,12.0,Jerry Grant,Friedkin Enterprises (Tom Friedkin),'63 Ford,167.0,830.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,12.0,22.0,4.0,Roy Tyner,Roy Tyner,'64 Chevrolet,164.0,650.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,13.0,38.0,0.0,Nat Reeder,Nat Reeder,'64 Chevrolet,160.0,625.0,fuel,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,14.0,23.0,6.0,Ed Brown,Bob Harrell Oldsmobile (Cos Cancilla),'64 Oldsmobile,151.0,605.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,15.0,20.0,100.0,Dick Guldstrand,DeAnya Chevrolet (Bob McDonald),'63 Chevrolet,151.0,615.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,16.0,36.0,711.0,Bob Connor,Howard York,'63 Mercury,115.0,580.0,clutch,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,17.0,28.0,71.0,Sam McQuagg,James Thomas,'63 Ford,97.0,575.0,differential,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,18.0,6.0,9.0,Bill Amick,Dick Niles Racing Team (Dick Niles),'64 Mercury,95.0,620.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,19.0,3.0,11.0,Ned Jarrett,Richmond Ford Motor Co. (Bondy Long),'65 Ford,94.0,765.0,fire,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,20.0,13.0,1.0,Skip Hudson,Big Ben Motors (Carl Dane),'64 Ford,90.0,635.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,21.0,33.0,43.0,Fritz Wilson,Fritz Wilson,'64 Plymouth,84.0,550.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,22.0,21.0,60.0,Doug Cooper,Cort Cox Ford (Bob Cooper),'64 Ford,80.0,540.0,overheating,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,23.0,14.0,76.0,Larry Frank,John Foster Ford (Larry Frank),'64 Ford,65.0,580.0,running,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,24.0,4.0,28.0,Fred Lorenzen,LaFayette (Holman-Moody Racing),'65 Ford,55.0,625.0,overheating,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,25.0,25.0,58.0,Doug Moore,Friendly Chevrolet (Doug Moore),'64 Ford,51.0,525.0,transmission,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,26.0,30.0,84.0,Al Self,John-Sons Automotive (Al Self),'64 Ford,49.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,27.0,9.0,611.0,Dick Bown,Rose Auto Wrecking (Dick Bown),'65 Plymouth,47.0,525.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,28.0,10.0,33.0,Bob Bondurant,Clem Proctor,'64 Ford,47.0,520.0,wheel cylinder,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,29.0,41.0,2.0,Bobby Allison,Southern Racing (Bobby Allison),'64 Ford,41.0,500.0,overheating,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,30.0,32.0,14.0,Joe Clark,Bob Bristol,'64 Mercury,41.0,500.0,driveshaft,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,31.0,7.0,29.0,Dick Hutcherson,Holman-Moody Racing,'65 Ford,40.0,525.0,overheating,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,32.0,2.0,15.0,Parnelli Jones,Mercury / Sachs & Sons (Bill Stroppe),'64 Mercury,37.0,980.0,valves,36.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,33.0,19.0,67.0,Jim Cook,Floyd Johnson,'64 Mercury,36.0,550.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,34.0,39.0,19.0,Bob Thompson,Motor Supply & Machine Co. (Bob Bristol),'64 Mercury,26.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,35.0,40.0,18.0,Bill Boldt,Bob Bristol,'63 Mercury,19.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,36.0,31.0,20.0,Bill Meyer,–,'63 Ford,19.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,37.0,26.0,111.0,Johnny Steele,Johnny Steele,'63 Ford,16.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,38.0,34.0,10.0,Don Walker,Don Walker,'63 Ford,14.0,500.0,transmission,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,39.0,24.0,53.0,Billy Cantrell,T. Weldin,'63 Chevrolet,2.0,500.0,overheating,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,40.0,42.0,38.0,Charles Powell,Charles Powell,'62 Pontiac,1.0,500.0,engine,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,41.0,29.0,48.0,Bruce Worrell,Bruce Worrell,'63 Chevrolet,1.0,500.0,transmission,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,42.0,27.0,61.0,Dana Hall,–,'64 Pontiac,1.0,500.0,transmission,0.0
1965,1,Riverside,Riverside International Raceway,2.7,road course,43.0,43.0,23.0,Bob Perry,Bob Perry,'63 Mercury,1.0,500.0,transmission,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,1.0,1.0,16.0,Darel Dieringer,Bud Moore,'64 Mercury,40.0,1100.0,running,6.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,2.0,2.0,11.0,Ned Jarrett,Bondy Long,'65 Ford,40.0,600.0,running,31.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,3.0,3.0,7.0,Bobby Johns,Holman-Moody Racing,'65 Ford,40.0,400.0,running,3.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,4.0,8.0,76.0,Larry Frank,Larry Frank,'64 Ford,39.0,300.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,5.0,6.0,4.0,H.B. Bailey,H.B. Bailey,'64 Pontiac,39.0,300.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,6.0,15.0,82.0,Bunkie Blackburn,Casper Hensley,'64 Pontiac,38.0,250.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,7.0,9.0,12.0,Bobby Allison,Southern Racing (Bobby Allison),'64 Ford,38.0,225.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,8.0,7.0,60.0,Doug Cooper,Bob Cooper,'64 Ford,37.0,200.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,9.0,18.0,72.0,Jerry Grant,Friedkin Enterprises (Tom Friedkin),'63 Ford,37.0,150.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,10.0,21.0,19.0,J.T. Putney,Herman Beam,'65 Chevrolet,36.0,150.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,11.0,11.0,44.0,Larry Hess,Larry Hess,'64 Ford,35.0,150.0,running,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,12.0,17.0,3.0,LeeRoy Yarbrough,Jon Thorne Motors (Ray Fox),'64 Dodge,31.0,125.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,13.0,19.0,55.0,Tiny Lund,Lyle Stelter,'64 Ford,13.0,125.0,overheating,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,14.0,4.0,29.0,Dick Hutcherson,Holman-Moody Racing,'65 Ford,12.0,100.0,spun,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,15.0,20.0,14.0,Johnny Allen,Sam Fletcher,'65 Plymouth,6.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,16.0,10.0,37.0,Bub Strickler,Bub Strickler,'64 Ford,5.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,17.0,12.0,64.0,Elmo Langley,Elmo Langley,'64 Ford,3.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,18.0,14.0,81.0,Don Tilley,Joe Keistler,'63 Dodge,2.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,19.0,13.0,61.0,Barry Brooks,Bob Cooper,'64 Pontiac,2.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,20.0,5.0,49.0,G.C. Spencer,G.C. Spencer,'64 Ford,1.0,100.0,–,0.0
1965,2,Daytona,Daytona International Speedway,2.5,paved track,21.0,16.0,79.0,Joe Penland,Harold Rhodes,'63 Chevrolet,1.0,100.0,–,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,1.0,1.0,27.0,Junior Johnson,Junior Johnson,'65 Ford,40.0,1100.0,running,24.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,2.0,2.0,28.0,Fred Lorenzen,Holman-Moody Racing,'65 Ford,40.0,600.0,running,14.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,3.0,3.0,21.0,Marvin Panch,Wood Brothers,'65 Ford,40.0,400.0,running,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,4.0,6.0,74.0,Donald Tucker,Don Snyder,'63 Ford,38.0,300.0,running,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,5.0,4.0,24.0,Sam McQuagg,Langdale Ford (Betty Lilly),'65 Ford,38.0,300.0,running,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,6.0,10.0,68.0,Bob Derrington,Bob Derrington,'64 Ford,37.0,250.0,running,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,7.0,19.0,34.0,Wendell Scott,Wendell Scott,'64 Ford,34.0,225.0,running,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,8.0,7.0,15.0,Earl Balmer,Bud Moore,'64 Mercury,27.0,200.0,spun,2.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,9.0,21.0,88.0,Neil Castles,Buck Baker,'64 Dodge,27.0,150.0,–,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,10.0,20.0,3.0,Reb Wickersham,Ray Underwood,'64 Ford,15.0,150.0,–,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,11.0,23.0,2.0,Roy Mayne,Bob Cooper,'65 Pontiac,14.0,150.0,–,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,20.0,Jack Anderson,Ron Cory,'64 Ford,13.0,125.0,–,0.0
1965,3,Daytona,Daytona International Speedway,2.5,paved track,13.0,24.0,39.0,Robert Vaughn,Ronald Smith,'63 Pontiac,4.0,125.0,–,0.0
