Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,1.0,1,7.0,Bob Flock,Bob Flock Garage (Frank Christian),'48 Oldsmobile,200,2000.0,running,200.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,2.0,–,50.0,Gober Sosebee,Cherokee Garage (Leon Chester),'49 Oldsmobile,–,1000.0,running,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,3.0,–,55.0,Glenn Dunaway,Glenn Dunaway,'49 Oldsmobile,–,500.0,running,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,4.0,–,47.0,Fonty Flock,Ed Lawrence,'47 Buick,–,300.0,running,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,5.0,–,3.0,Bill Snowden,Al Wagoner,'49 Chevrolet,–,200.0,running,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,6.0,–,44.0,Bill Blair,R.B. McIntosh,'49 Oldsmobile,–,175.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,7.0,–,90.0,Tim Flock,Buddy Elliott,'49 Oldsmobile,190,150.0,spindle,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,8.0,–,19.0,Otis Martin,Pee Wee Martin,'48 Ford,–,125.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,9.0,–,42.0,Lee Petty,Petty Enterprises,'49 Plymouth,–,100.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,10.0,–,28.0,Buddy Helms,Buddy Helms,'47 Hudson,–,75.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,11.0,–,21.0,Bobby Green,Bobby Greene,'48 Ford,–,50.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,12.0,–,8.0,J.D. Edwards,–,'46 Hudson,–,50.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,13.0,–,11.0,Bob Apperson,Bob Apperson,'47 Ford,–,50.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,14.0,–,37.0,Frank Smith,Frank Smith,'47 Chrysler,–,50.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,15.0,–,34.0,Jim Roper,Millard Clothier,'49 Lincoln,–,50.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,16.0,–,6.0,Bill Harrison,R.B. McIntosh,'49 Lincoln,–,25.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,17.0,–,1.0,B.E. Renfro,B.E. Renfro,'49 Hudson,–,25.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,18.0,–,12.0,Garland Smith,–,'48 Ford,–,25.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,19.0,–,17.0,Jim Carrusso,Jim Carrusso,'48 Nash,–,25.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,20.0,–,41.0,Curtis Turner,Curtis Turner,'46 Buick,–,25.0,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,21.0,–,25.0,Bob Smith,Lane's Motor Co.,'49 Oldsmobile,–,,crash,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,22.0,–,22.0,Red Byron,Parks Novelty (Raymond Parks),'49 Oldsmobile,39,,crash,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,23.0,–,71.0,Sara Christian,Frank Christian,'47 Ford,38,,crash,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,24.0,–,5.0,Felix Wilkes,Felix Wilkes,'49 Lincoln,38,,crash,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,25.0,–,2.0,Jimmie Lewallen,Sam Rice,'49 Lincoln,–,,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,26.0,–,92.0,Herb Thomas,Herb Thomas,'47 Ford,–,,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,27.0,–,94.0,Louise Smith,Smith Auto Parts (Louise Smith),'47 Ford,–,,–,0.0
1949,3,Hillsboro,Occoneechee Speedway,1.0,dirt track,28.0,–,31.0,Sterling Long,Sterling Long,'46 Hudson,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,1.0,11.0,41.0,Curtis Turner,Hubert Westmoreland,'49 Oldsmobile,200,2250.0,running,60.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,2.0,6.0,7.0,Bob Flock,Bob Flock Garage (Frank Christian),'49 Oldsmobile,200,1000.0,running,52.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,3.0,1.0,22.0,Red Byron,Parks Novelty (Raymond Parks),'49 Oldsmobile,199,800.0,running,15.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,4.0,33.0,44.0,Frank Mundy,Sam Rice,'49 Cadillac,196,500.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,5.0,4.0,46.0,Bill Blair,Sam Rice,'49 Cadillac,196,350.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,6.0,21.0,71.0,Sara Christian,Frank Christian,'49 Oldsmobile,190,300.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,7.0,25.0,42.0,Lee Petty,Petty Enterprises,'49 Plymouth,188,250.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,8.0,22.0,89.0,Al Keller,W.O. Taylor,'49 Ford,185,200.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,9.0,17.0,6.0,Al Bonnell,Don Rogala,'48 Oldsmobile,183,150.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,10.0,34.0,52.0,Lou Volk,–,'47 Buick,182,125.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,11.0,41.0,61.0,Bill Bennett,Bill Bennett,'49 Kaiser,181,100.0,tire,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,12.0,30.0,39.0,Budd Olsen,Walt Frank,'49 Mercury,180,75.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,13.0,26.0,14.0,Dick Zimmermann,Don Gallagher,'47 Mercury,178,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,14.0,23.0,59.0,Bill Rexford,Julian Buesink,'49 Ford,177,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,15.0,40.0,23.0,Irwin Blatt,–,'46 Ford,176,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,16.0,38.0,94.0,Louise Smith,Louise Smith,'47 Ford,175,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,17.0,44.0,4.0,Don Cecchini,Don Cecchini,'49 Nash,173,50.0,wheel,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,18.0,28.0,48.0,Lee Schmidt,Lee Schmidt,'49 Buick,171,50.0,crash,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,19.0,2.0,50.0,Gober Sosebee,Cherokee Garage (Leon Chester),'49 Oldsmobile,170,100.0,running,73.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,20.0,9.0,25.0,Ken Marriott,Moyer Co. Special (Dailey Moyer),'49 Lincoln,169,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,21.0,12.0,62.0,Ed Tyson,Hudler Motor Co.,'49 Ford,169,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,22.0,37.0,77.0,Ken Schroeder,Ken Schroeder,'49 Buick,168,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,23.0,24.0,91.0,Tommy Coates,W.O. Taylor,'49 Ford,167,50.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,24.0,8.0,8.0,Wally Campbell,Wally Marks,'49 Oldsmobile,166,25.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,25.0,31.0,86.0,Harvey Hillegass,–,'49 Ford,162,25.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,26.0,35.0,20.0,Dick Linder,LaBelle Motors,'49 Kaiser,162,25.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,27.0,39.0,31.0,Ben Cannizzaro,–,'46 Ford,159,25.0,engine,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,28.0,45.0,9.0,Len Brown,Len Brown,'47 Ford,158,25.0,running,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,29.0,19.0,13.0,Pat Kirkwood,Pat Kirkwood,'49 Oldsmobile,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,30.0,14.0,2.0,Jimmie Lewallen,Sam Rice,'49 Lincoln,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,31.0,5.0,90.0,Tim Flock,Buddy Elliott,'49 Oldsmobile,–,,wheel,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,32.0,13.0,32.0,Jim Rathmann,–,'49 Oldsmobile,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,33.0,15.0,88.0,Pepper Cunningham,Pepper Cunningham,'49 Lincoln,134,,crash,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,34.0,32.0,35.0,John Belgard,John Belgard,'47 Ford,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,35.0,10.0,27.0,Buckshot Morris,Frank Christian,'49 Oldsmobile,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,36.0,7.0,3.0,Johnny Rogers,Anthony Davella,'49 Oldsmobile,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,37.0,36.0,69.0,Chick DiNatale,Chick DiNatale,'46 Ford,96,,crash,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,38.0,18.0,51.0,Jack O'Brien,Rocco Janette,'47 Buick,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,39.0,27.0,73.0,Tony Genove,–,'47 Hudson,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,40.0,43.0,11.0,Jim Delaney,–,'49 Ford,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,41.0,20.0,5.0,Felix Wilkes,Felix Wilkes,'49 Lincoln,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,42.0,29.0,43.0,Jack Russell,Ken Whitney,'48 Ford,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,43.0,16.0,49.0,Walter Minx,–,'49 Buick,25,,crash,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,44.0,42.0,92.0,Ethel Mobley,Charles Mobley,'48 Cadillac,–,,–,0.0
1949,4,Langhorne,Langhorne Speedway,1.0,dirt track,45.0,3.0,47.0,Fonty Flock,Ed Lawrence,'49 Buick,2,,engine,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,1.0,–,25.0,Jack White,Moyer Co. (Dailey Moyer),'49 Lincoln,200,1500.0,running,66.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,2.0,–,5.0,Ray Erickson,Ed Hastings,'49 Mercury,200,750.0,running,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,3.0,–,,Billy Rafter,–,'49 Ford,–,400.0,running,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,4.0,–,,Mike Eagan,–,'49 Mercury,–,300.0,running,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,5.0,–,59.0,Bill Rexford,Julian Buesink,'49 Ford,–,175.0,running,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,6.0,–,,Frankie Schneider,Frankie Schneider,'49 Ford,–,150.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,7.0,–,43.0,Jack Russell,Ken Whitney,'49 Ford,–,100.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,8.0,–,,Charles Muscatell,–,'49 Ford,–,75.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,9.0,1,55.0,Glenn Dunaway,Glenn Dunaway,'49 Oldsmobile,134,50.0,wheel,134.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,10.0,–,,Ellis Pearce,–,–,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,11.0,–,93.0,Ted Chamberlain,Ted Chamberlain,'49 Plymouth,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,12.0,–,,Sam Rider,–,–,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,13.0,–,,Frank Matthews,–,–,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,14.0,–,,Bob Cameron,–,–,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,15.0,–,11.0,Bob Appleton,Bob Appleton,'47 Ford,–,50.0,–,0.0
1949,5,Hamburg,Hamburg Speedway,0.5,dirt track,16.0,–,77.0,Chuck Mahoney,Brooks Motors,'49 Mercury,–,,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,1.0,3.0,22.0,Red Byron,Parks Novelty (Raymond Parks),'49 Oldsmobile,200.0,1500.0,running,97.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,2.0,8.0,42.0,Lee Petty,Petty Enterprises,'49 Plymouth,197.0,750.0,running,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,3.0,5.0,5.0,Ray Erickson,Ed Hastings,'49 Mercury,197.0,400.0,running,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,4.0,7.0,19.0,Clyde Minter,–,'46 Ford,187.0,300.0,running,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,5.0,11.0,2.0,Bill Blair,Sam Rice,'49 Chevrolet,186.0,175.0,running,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,6.0,12.0,16.0,Bill Snowden,Bill Snowden,'49 Ford,182.0,150.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,7.0,6.0,55.0,Glenn Dunaway,Glenn Dunaway,'49 Oldsmobile,178.0,100.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,8.0,13.0,3.0,Al Wagoner,Al Wagoner,'49 Chevrolet,178.0,75.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,9.0,1.0,41.0,Curtis Turner,Frank Christian,'49 Oldsmobile,171.0,50.0,–,18.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,10.0,15.0,36.0,Archie Smith,Frank Smith,'47 Chrysler,161.0,50.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,11.0,10.0,15.0,Kenneth Wagner,Moyer Co. Special (Dailey Moyer),'49 Lincoln,129.0,50.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,12.0,4.0,47.0,Fonty Flock,Ed Lawrence,'47 Buick,103.0,50.0,wheel,85.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,13.0,14.0,28.0,Slick Smith,Buddy Helms,'47 Hudson,103.0,50.0,crash,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,14.0,2.0,7.0,Bob Flock,Bob Flock Garage (Frank Christian),'49 Oldsmobile,90.0,50.0,–,0.0
1949,6,Martinsville,Martinsville Speedway,0.5,dirt track,15.0,9.0,4.0,Otis Martin,Raymond Lewis,'48 Buick,16.0,50.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,1.0,–,42.0,Lee Petty,Petty Enterprises,'49 Plymouth,200.0,1500.0,running,196.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,2.0,–,8.0,Dick Linder,LaBelle Motors,Kaiser,195.0,750.0,running,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,3.0,–,4.0,Bill Rexford,Julian Buesink,'49 Ford,193.0,400.0,running,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,4.0,–,2.0,Sam Rice,Rice Racing (Sam Rice),'49 Chevrolet,192.0,300.0,running,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,5.0,–,1.0,Sara Christian,Frank Christian,'49 Ford,190.0,175.0,running,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,6.0,–,21.0,Lloyd Moore,Julian Buesink,'49 Ford,186.0,150.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,7.0,–,18.0,John Wright,–,'49 Ford,179.0,100.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,8.0,–,43.0,Jack Russell,Ken Whitney,'49 Ford,178.0,75.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,9.0,–,23.0,Skip Lowis,–,'49 Kaiser,168.0,50.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,10.0,–,20.0,Don Rogala,Don Rogala,'49 Ford,167.0,50.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,11.0,–,111.0,Clarence Burris,–,'49 Ford,165.0,50.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,12.0,–,69.0,Joe Merola,–,'49 Ford,161.0,50.0,–,0.0
1949,7,Pittsburgh,Heidelberg Raceway,0.5,dirt track,13.0,–,14.0,Ted Chamberlain,Ted Chamberlain,'49 Ford,148.0,50.0,–,0.0
