Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2024,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,18.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,200.0,running,4.0,54.0,5.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,7.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,200.0,running,0.0,50.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,4.0,20.0,Christopher Bell,DEWALT - Interstate Batteries (Joe Gibbs),Toyota,200.0,running,22.0,44.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,29.0,7.0,Corey LaJoie,Chili's Catch-a-Rita (Spire Motorsports),Chevrolet,200.0,running,1.0,33.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,24.0,23.0,Bubba Wallace,McDonald's (23XI Racing),Toyota,200.0,running,3.0,39.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,28.0,16.0,A.J. Allmendinger,Celsius (Matthew Kaulig),Chevrolet,200.0,running,9.0,0.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,10.0,42.0,John H. Nemechek,Dollar Tree (Legacy Motor Club),Toyota,200.0,running,0.0,37.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,11.0,43.0,Erik Jones,AdventHealth (Legacy Motor Club),Toyota,200.0,running,0.0,35.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,38.0,10.0,Noah Gragson,Black Rifle Coffee / Ranger Boats (Stewart Haas Racing),Ford,200.0,running,5.0,28.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,20.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,200.0,running,0.0,29.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,17.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,200.0,running,7.0,37.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,34.0,8.0,Kyle Busch,Zone (Richard Childress),Chevrolet,200.0,running,12.0,37.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,14.0,71.0,Zane Smith,WeatherTech (Spire Motorsports),Chevrolet,200.0,running,0.0,29.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,5.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,200.0,running,13.0,42.0,1.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,27.0,19.0,Martin Truex Jr,Bass Pro Shops (Joe Gibbs),Toyota,200.0,running,0.0,24.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,37.0,31.0,Daniel Hemric,Cirkul (Matthew Kaulig),Chevrolet,200.0,running,0.0,21.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,15.0,54.0,Ty Gibbs,Monster Energy (Joe Gibbs),Toyota,200.0,running,0.0,23.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,19.0,17.0,Chris Buescher,Fastenal (Jack Roush),Ford,200.0,running,0.0,21.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,8.0,11.0,Denny Hamlin,FedEx (Joe Gibbs),Toyota,200.0,running,10.0,30.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,40.0,60.0,David Ragan,BuildSubmarines.com (Jack Roush),Ford,200.0,running,2.0,17.0,0.0
