Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2020,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,21.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,209.0,running,79.0,50.0,6.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,27.0,12.0,Ryan Blaney,Menards / Peak (Roger Penske),Ford,209.0,running,4.0,43.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,19.0,17.0,Chris Buescher,DeWalt / Fastenal (Jack Roush),Ford,209.0,running,0.0,37.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,30.0,36.0,David Ragan,Select Blinds (Rick Ware),Ford,209.0,running,0.0,33.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,10.0,4.0,Kevin Harvick,Busch Light #PIT4BUSCH (Stewart Haas Racing),Ford,209.0,running,0.0,32.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,29.0,14.0,Clint Bowyer,Rush Truck Centers / Mobil 1 (Stewart Haas Racing),Ford,209.0,running,0.0,31.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,39.0,62.0,Brendan Gaughan,Beard Oil / South Point Hotel & Casino (Beard Motorsports),Chevrolet,209.0,running,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,36.0,32.0,Corey LaJoie,RagingBull.com (Archie St. Hilaire),Ford,209.0,running,1.0,29.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,7.0,6.0,Ryan Newman,Koch Industries (Jack Roush),Ford,209.0,running,15.0,28.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,8.0,42.0,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,209.0,running,0.0,27.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,23.0,38.0,John H. Nemechek,Citgard (Bob Jenkins),Ford,209.0,running,0.0,26.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,3.0,Austin Dillon,Bass Pro Shops / Tracker Off Road (Richard Childress),Chevrolet,209.0,running,0.0,25.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,33.0,16.0,Justin Haley,Fraternal Order of Eagles (Matthew Kaulig),Chevrolet,209.0,running,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,26.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,209.0,running,1.0,23.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,11.0,43.0,Bubba Wallace,U.S. Air Force (Richard Petty Motorsports),Chevrolet,209.0,running,0.0,22.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,34.0,15.0,Brennan Poole,Spartan Go / Spartan Mosquito (Jay Robinson),Chevrolet,209.0,running,0.0,21.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,25.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,209.0,running,23.0,34.0,1.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,14.0,20.0,Erik Jones,DeWalt (Joe Gibbs),Toyota,208.0,running,0.0,19.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,16.0,21.0,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,207.0,running,0.0,21.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,1.0,47.0,Ricky Stenhouse Jr,Kroger / Velveeta / Cheerios (JTG-Daugherty Racing),Chevrolet,206.0,running,24.0,29.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,17.0,95.0,Christopher Bell,Procore (Leavine Family Racing),Toyota,205.0,crash,0.0,16.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,5.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,205.0,running,6.0,23.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,37.0,51.0,Joey Gase,EFX Corp. / PageKC.com (Rick Ware),Chevrolet,203.0,running,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,2.0,88.0,Alex Bowman,Valvoline (Rick Hendrick),Chevrolet,203.0,running,3.0,22.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,20.0,77.0,Ross Chastain,Advent Health (Spire Motorsports),Chevrolet,201.0,crash,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,3.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,200.0,crash,6.0,20.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,32.0,66.0,Timmy Hill,RoofClaim.com / VSI Racing (Carl Long),Ford,200.0,crash,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,22.0,8.0,Tyler Reddick,Caterpillar (Richard Childress),Chevrolet,199.0,crash,0.0,9.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,31.0,37.0,Ryan Preece,Cottonelle (JTG-Daugherty Racing),Chevrolet,198.0,crash,0.0,8.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,24.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,198.0,crash,0.0,8.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,40.0,27.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,192.0,crash,0.0,6.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,15.0,19.0,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs (Joe Gibbs),Toyota,186.0,crash,0.0,12.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,18.0,1.0,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,184.0,crash,0.0,4.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,28.0,18.0,Kyle Busch,M&M's (Joe Gibbs),Toyota,184.0,engine,14.0,12.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,6.0,48.0,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,184.0,crash,3.0,13.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,9.0,2.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,183.0,crash,30.0,1.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,12.0,41.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,174.0,rear end,0.0,1.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,38.0,52.0,B.J. McLeod,Christensen Arms (Rick Ware),Ford,105.0,crash,0.0,0.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,39.0,35.0,0.0,Quin Houff,Jacob Construction (StarCom Racing),Chevrolet,89.0,crash,0.0,1.0,0.0
2020,1,Daytona,Daytona International Speedway,2.5,paved track,40.0,4.0,24.0,William Byron,"Axalta ""Color of the Year"" (Rick Hendrick)",Chevrolet,58.0,crash,0.0,1.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,1.0,5.0,22.0,Joey Logano,Pennzoil (Roger Penske),Ford,267.0,running,54.0,52.0,5.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,2.0,19.0,21.0,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,267.0,running,0.0,35.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,3.0,26.0,47.0,Ricky Stenhouse Jr,Kroger / Cheerios / Healthy Choice (JTG-Daugherty Racing),Chevrolet,267.0,running,30.0,34.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,4.0,21.0,3.0,Austin Dillon,Bass Pro Shops / Tracker Off Road (Richard Childress),Chevrolet,267.0,running,1.0,33.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,5.0,18.0,48.0,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,267.0,running,0.0,38.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,6.0,27.0,43.0,Bubba Wallace,Coca-Cola Energy (Richard Petty Motorsports),Chevrolet,267.0,running,0.0,31.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,7.0,8.0,2.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,267.0,running,0.0,30.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,8.0,3.0,4.0,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,267.0,running,92.0,42.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,9.0,6.0,42.0,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,267.0,running,0.0,35.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,10.0,24.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,267.0,running,0.0,27.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,11.0,7.0,12.0,Ryan Blaney,Menards / Pennzoil (Roger Penske),Ford,267.0,running,19.0,42.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,12.0,9.0,14.0,Clint Bowyer,Blue DEF (Stewart Haas Racing),Ford,267.0,running,0.0,25.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,13.0,12.0,88.0,Alex Bowman,Llumar (Rick Hendrick),Chevrolet,267.0,running,0.0,29.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,14.0,23.0,17.0,Chris Buescher,Fastenal / 3M (Jack Roush),Ford,267.0,running,0.0,23.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,15.0,1.0,18.0,Kyle Busch,Snickers White (Joe Gibbs),Toyota,267.0,running,0.0,13.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,16.0,30.0,32.0,Corey LaJoie,Schluter Systems (Archie St. Hilaire),Ford,267.0,running,0.0,21.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,17.0,4.0,11.0,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,267.0,running,0.0,10.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,18.0,25.0,8.0,Tyler Reddick,Tame the Beast (Richard Childress),Chevrolet,267.0,running,0.0,19.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,19.0,17.0,41.0,Cole Custer,Production Alliance Group / Haas (Stewart Haas Racing),Ford,267.0,running,0.0,18.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,20.0,2.0,19.0,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs (Joe Gibbs),Toyota,267.0,running,1.0,34.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,21.0,14.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,267.0,running,0.0,16.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,22.0,11.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,267.0,running,0.0,27.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,23.0,16.0,20.0,Erik Jones,Irwin SPEEDBOR (Joe Gibbs),Toyota,267.0,running,0.0,14.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,24.0,29.0,38.0,John H. Nemechek,Berry's Bullets (Bob Jenkins),Ford,267.0,running,0.0,13.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,25.0,13.0,1.0,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,266.0,running,0.0,12.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,26.0,10.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,266.0,running,70.0,31.0,2.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,27.0,15.0,6.0,Ross Chastain,Wyndham Rewards (Jack Roush),Ford,265.0,running,0.0,0.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,28.0,37.0,52.0,J.J. Yeley,Jacob Companies (Rick Ware),Ford,264.0,running,0.0,0.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,29.0,33.0,15.0,Brennan Poole,Goettl Air Conditioning & Plumbing (Jay Robinson),Chevrolet,264.0,running,0.0,8.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,30.0,35.0,96.0,Daniel Suarez,Toyota Certified Used Vehicles (Gaunt Brothers),Toyota,263.0,running,0.0,7.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,31.0,31.0,53.0,Joey Gase,Nevada Donor Network (Rick Ware),Ford,258.0,running,0.0,0.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,32.0,32.0,0.0,Quin Houff,Victory Weekend (StarCom Racing),Chevrolet,258.0,running,0.0,5.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,33.0,22.0,95.0,Christopher Bell,Rheem / Procore / RTP (Leavine Family Racing),Toyota,257.0,running,0.0,-6.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,34.0,36.0,77.0,Reed Sorenson,Spire Motorsports (Spire Motorsports),Chevrolet,253.0,running,0.0,3.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,35.0,34.0,51.0,Garrett Smithley,Rick Ware Racing (Rick Ware),Chevrolet,252.0,running,0.0,2.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,36.0,28.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,245.0,running,0.0,1.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,37.0,20.0,37.0,Ryan Preece,Natural Light Seltzer (JTG-Daugherty Racing),Chevrolet,222.0,engine,0.0,1.0,0.0
2020,2,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,38.0,38.0,66.0,Timmy Hill,Manscaped / LasVegas.net (Carl Long),Toyota,175.0,rear end,0.0,0.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,1.0,3.0,88.0,Alex Bowman,Cincinnati (Rick Hendrick),Chevrolet,200.0,running,110.0,59.0,6.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,2.0,17.0,18.0,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,200.0,running,0.0,40.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,3.0,4.0,1.0,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,200.0,running,0.0,40.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,4.0,13.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,200.0,running,0.0,40.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,5.0,15.0,2.0,Brad Keselowski,Discount Tire / America's Tire (Roger Penske),Ford,200.0,running,6.0,44.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,6.0,28.0,11.0,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,200.0,running,0.0,34.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,7.0,2.0,48.0,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,200.0,running,10.0,46.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,8.0,6.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,200.0,running,0.0,36.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,9.0,5.0,4.0,Kevin Harvick,Mobil 1 (Stewart Haas Racing),Ford,200.0,running,0.0,29.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,10.0,29.0,20.0,Erik Jones,Reser's Fine Foods (Joe Gibbs),Toyota,200.0,running,0.0,29.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,11.0,19.0,8.0,Tyler Reddick,I Am Second (Richard Childress),Chevrolet,200.0,running,0.0,26.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,12.0,7.0,22.0,Joey Logano,AAA Southern California (Roger Penske),Ford,200.0,running,0.0,29.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,13.0,12.0,21.0,Matt DiBenedetto,Menards / Quaker State (Wood Brothers),Ford,200.0,running,0.0,27.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,14.0,38.0,19.0,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs (Joe Gibbs),Toyota,200.0,running,3.0,29.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,15.0,21.0,24.0,William Byron,Axalta Kobe Bryant Tribute (Rick Hendrick),Chevrolet,200.0,running,1.0,22.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,16.0,11.0,17.0,Chris Buescher,Fastenal / Wypall (Jack Roush),Ford,200.0,running,0.0,21.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,17.0,27.0,6.0,Ross Chastain,Castrol (Jack Roush),Ford,200.0,running,0.0,0.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,18.0,18.0,41.0,Cole Custer,Haas / Production Alliance Group (Stewart Haas Racing),Ford,199.0,running,0.0,19.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,19.0,16.0,12.0,Ryan Blaney,Body Armor Kobe Bryant Tribute (Roger Penske),Ford,199.0,running,54.0,37.0,1.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,20.0,10.0,47.0,Ricky Stenhouse Jr,Kroger / Cheerios / Healthy Choice (JTG-Daugherty Racing),Chevrolet,199.0,running,6.0,7.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,21.0,9.0,42.0,Kyle Larson,McDonald's (Chip Ganassi),Chevrolet,199.0,running,0.0,16.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,22.0,8.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,199.0,running,0.0,15.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,23.0,1.0,14.0,Clint Bowyer,Rush Truck Centers / Haas CNC (Stewart Haas Racing),Ford,199.0,running,10.0,14.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,24.0,25.0,3.0,Austin Dillon,Dow Coatings / Kilz (Richard Childress),Chevrolet,199.0,running,0.0,13.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,25.0,23.0,38.0,John H. Nemechek,Fire Alarm Services (Bob Jenkins),Ford,199.0,running,0.0,12.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,26.0,24.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,199.0,running,0.0,11.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,27.0,14.0,43.0,Bubba Wallace,Victory Junction (Richard Petty Motorsports),Chevrolet,198.0,running,0.0,10.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,28.0,31.0,96.0,Daniel Suarez,Toyota Certified Used Vehicles (Gaunt Brothers),Toyota,198.0,running,0.0,9.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,29.0,26.0,32.0,Corey LaJoie,Pala Casino (Archie St. Hilaire),Ford,197.0,running,0.0,8.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,30.0,20.0,37.0,Ryan Preece,Cottonelle (JTG-Daugherty Racing),Chevrolet,197.0,running,0.0,-3.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,31.0,30.0,52.0,J.J. Yeley,Jacob Companies (Rick Ware),Ford,197.0,running,0.0,0.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,32.0,32.0,15.0,Brennan Poole,Choc Kids (Jay Robinson),Chevrolet,195.0,running,0.0,5.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,33.0,34.0,53.0,Joey Gase,One Legacy (Rick Ware),Ford,193.0,running,0.0,0.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,34.0,36.0,51.0,Garrett Smithley,Rick Ware Racing (Rick Ware),Chevrolet,193.0,running,0.0,3.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,35.0,35.0,0.0,Quin Houff,Victory Weekend (StarCom Racing),Chevrolet,192.0,running,0.0,2.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,36.0,33.0,77.0,Reed Sorenson,Spire Motorsports (Spire Motorsports),Chevrolet,191.0,running,0.0,1.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,37.0,37.0,66.0,Timmy Hill,Manscaped / LasVegas.net (Carl Long),Toyota,184.0,running,0.0,0.0,0.0
2020,3,Fontana,Auto Club Speedway,2.0,paved track,38.0,22.0,95.0,Christopher Bell,Rheem / Procore (Leavine Family Racing),Toyota,80.0,engine,0.0,1.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,1.0,13.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,316.0,running,60.0,52.0,5.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,2.0,2.0,4.0,Kevin Harvick,Jimmy John's Freaky Fast Rewards (Stewart Haas Racing),Ford,316.0,running,67.0,54.0,1.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,3.0,10.0,18.0,Kyle Busch,Sport Clips (Joe Gibbs),Toyota,316.0,running,0.0,46.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,4.0,4.0,42.0,Kyle Larson,McDonald's (Chip Ganassi),Chevrolet,316.0,running,2.0,35.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,5.0,18.0,14.0,Clint Bowyer,Mobil 1 / Haas CNC (Stewart Haas Racing),Ford,316.0,running,0.0,35.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,6.0,7.0,1.0,Kurt Busch,Gear Wrench (Chip Ganassi),Chevrolet,316.0,running,0.0,31.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,7.0,1.0,9.0,Chase Elliott,Unifirst (Rick Hendrick),Chevrolet,316.0,running,93.0,39.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,8.0,6.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,316.0,running,0.0,37.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,9.0,16.0,41.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,316.0,running,0.0,29.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,10.0,17.0,24.0,William Byron,Hertz (Rick Hendrick),Chevrolet,316.0,running,0.0,27.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,11.0,14.0,2.0,Brad Keselowski,Alliance Parts (Roger Penske),Ford,316.0,running,82.0,36.0,1.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,12.0,21.0,48.0,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,316.0,running,0.0,25.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,13.0,9.0,21.0,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,316.0,running,0.0,31.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,14.0,8.0,88.0,Alex Bowman,Axalta (Rick Hendrick),Chevrolet,316.0,running,0.0,28.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,15.0,25.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,316.0,running,0.0,22.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,16.0,22.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,316.0,running,0.0,21.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,17.0,23.0,17.0,Chris Buescher,Sunny D (Jack Roush),Ford,316.0,running,1.0,20.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,18.0,20.0,37.0,Ryan Preece,Velveeta (JTG-Daugherty Racing),Chevrolet,316.0,running,0.0,19.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,19.0,27.0,43.0,Bubba Wallace,World Wide Technology (Richard Petty Motorsports),Chevrolet,316.0,running,0.0,18.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,20.0,3.0,11.0,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,316.0,running,0.0,17.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,21.0,31.0,96.0,Daniel Suarez,CommScope (Gaunt Brothers),Toyota,316.0,running,0.0,16.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,22.0,19.0,47.0,Ricky Stenhouse Jr,Kroger / Nature Valley / Healthy Choice (JTG-Daugherty Racing),Chevrolet,316.0,running,0.0,15.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,23.0,24.0,6.0,Ross Chastain,Oscar Mayer (Jack Roush),Ford,316.0,running,0.0,0.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,24.0,15.0,95.0,Christopher Bell,Procore (Leavine Family Racing),Toyota,316.0,running,0.0,13.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,25.0,26.0,38.0,John H. Nemechek,MDS Transport (Bob Jenkins),Ford,316.0,running,0.0,12.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,26.0,33.0,52.0,J.J. Yeley,Window World (Rick Ware),Ford,316.0,running,0.0,0.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,27.0,28.0,32.0,Corey LaJoie,Motor Trend (Archie St. Hilaire),Ford,316.0,running,0.0,10.0,0.0
2020,4,Phoenix,Phoenix Raceway,1.0,paved track,28.0,11.0,20.0,Erik Jones,Interstate Batteries (Joe Gibbs),Toyota,313.0,running,0.0,10.0,0.0
