Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2017,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,2.0,16.0,Ryan Reed,Lilly Diabetes (Jack Roush),Ford,124.0,running,9.0,47.0,5.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,9.0,88.0,Kasey Kahne,Hellmann's (JR Motorsports),Chevrolet,124.0,running,13.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,16.0,2.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,124.0,running,27.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,6.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,124.0,running,18.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,18.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Richard Childress),Chevrolet,124.0,running,16.0,38.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,25.0,24.0,"Scott Lagasse, Jr.",Florida DOT (James Whitener),Toyota,124.0,running,0.0,31.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,35.0,52.0,Joey Gase,Donate Life Florida (Jimmy Means),Chevrolet,124.0,running,0.0,30.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,26.0,0.0,Garrett Smithley,Flex Shot (Johnny Davis),Chevrolet,124.0,running,0.0,29.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,17.0,9.0,William Byron,Liberty University (JR Motorsports),Chevrolet,124.0,running,1.0,28.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,34.0,1.0,Harrison Rhodes,Flex Tape (Johnny Davis),Chevrolet,124.0,running,0.0,27.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,14.0,19.0,Matt Tifft,Tunity (Joe Gibbs),Toyota,124.0,running,0.0,31.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,23.0,28.0,Dakoda Armstrong,WinField United (James Whitener),Toyota,124.0,running,0.0,31.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,31.0,40.0,Brandon Hightower,BHR / Premier Recycling (Carl Long),Toyota,124.0,running,0.0,24.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,13.0,5.0,Michael Annett,Pilot / Flying J (JR Motorsports),Chevrolet,124.0,running,0.0,23.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,8.0,11.0,Blake Koch,Leaf Filter Gutter Protection (Matthew Kaulig),Chevrolet,124.0,running,0.0,29.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,29.0,4.0,Ross Chastain,Flex Seal (Johnny Davis),Chevrolet,124.0,running,0.0,21.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,39.0,90.0,Mario Gosselin,OLAA / Jeff Revis Wrecker Service (Mario Gosselin),Chevrolet,124.0,running,0.0,24.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,36.0,7.0,"Ray Black, Jr.",ScubaLife (Bobby Dotter),Chevrolet,124.0,running,0.0,19.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,5.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,124.0,running,0.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,7.0,42.0,Tyler Reddick,Broken Bow Records / Trace Adkins (Chip Ganassi),Chevrolet,122.0,running,0.0,19.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,28.0,39.0,Ryan Sieg,Booyah Mortgage (Rod Sieg),Chevrolet,116.0,engine,0.0,16.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,30.0,46.0,Anthony Kumpen,EL Systems / Nexteer Automotive / LeasePlan (Rick Gdovic),Chevrolet,111.0,overheating,0.0,15.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,22.0,98.0,Aric Almirola,Fresh From Florida (Fred Biagi),Ford,108.0,vibration,0.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,11.0,1.0,Elliott Sadler,OneMain Financial (JR Motorsports),Chevrolet,106.0,crash,40.0,33.0,2.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,24.0,14.0,J.J. Yeley,Superior Essex (Mark Smith),Toyota,103.0,crash,0.0,12.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,3.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,59.0,crash,0.0,19.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,27.0,44.0,Benny Gordon,Florida Lottery (Mark Smith),Toyota,35.0,crash,0.0,10.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,32.0,25.0,Chris Cockrum,Advanced Communications Group (Chris Cockrum),Chevrolet,32.0,crash,0.0,9.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,1.0,33.0,Brandon Jones,Nexteer Automotive (Richard Childress),Chevrolet,28.0,crash,0.0,8.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,15.0,7.0,Justin Allgaier,Brandt (JR Motorsports),Chevrolet,28.0,crash,0.0,7.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,4.0,21.0,Daniel Hemric,Smokey Mountain Herbal Snuff (Richard Childress),Chevrolet,28.0,crash,0.0,6.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,19.0,20.0,Erik Jones,Hisense 4K TV (Joe Gibbs),Toyota,28.0,crash,0.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,12.0,6.0,Bubba Wallace,Leidos (Jack Roush),Ford,28.0,crash,0.0,4.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,21.0,18.0,Daniel Suarez,Juniper Networks (Joe Gibbs),Toyota,28.0,crash,0.0,0.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,37.0,51.0,Jeremy Clements,RepairableVehicles.com (Jeremy Clements),Chevrolet,23.0,crash,0.0,2.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,10.0,23.0,Spencer Gallagher,Allegiant Travel (Maury Gallagher),Chevrolet,22.0,crash,0.0,1.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,20.0,0.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,22.0,crash,0.0,1.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,38.0,78.0,Clint King,Speed Precision / Warehouse Design (B.J. McLeod),Chevrolet,22.0,crash,0.0,1.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,39.0,40.0,8.0,Jeff Green,Circle Track Warehouse (B.J. McLeod),Chevrolet,22.0,crash,0.0,1.0,0.0
2017,1,Daytona,Daytona International Speedway,2.5,paved track,40.0,33.0,99.0,David Starr,Striping Technology (B.J. McLeod),Chevrolet,4.0,engine,0.0,1.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,1.0,1.0,18.0,Kyle Busch,NOS Energy Drink (Joe Gibbs),Toyota,163.0,running,26.0,0.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,2.0,3.0,22.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,163.0,running,53.0,0.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,3.0,4.0,42.0,Kyle Larson,Jacob Companies (Chip Ganassi),Chevrolet,163.0,running,20.0,0.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,4.0,12.0,41.0,Kevin Harvick,Textron Off Road / Stampede (Stewart Haas Racing),Ford,163.0,running,64.0,0.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,5.0,22.0,1.0,Elliott Sadler,Hunt Brothers Pizza (JR Motorsports),Chevrolet,163.0,running,0.0,37.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,6.0,13.0,6.0,Bubba Wallace,Leidos (Jack Roush),Ford,163.0,running,0.0,31.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,7.0,2.0,9.0,William Byron,Liberty University (JR Motorsports),Chevrolet,163.0,running,0.0,39.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,8.0,17.0,2.0,Austin Dillon,Rheem (Richard Childress),Chevrolet,163.0,running,0.0,0.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,9.0,6.0,21.0,Daniel Hemric,Blue Gate Bank (Richard Childress),Chevrolet,163.0,running,0.0,36.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,10.0,8.0,0.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,163.0,running,0.0,35.0,0.0
2017,2,Atlanta,Atlanta Motor Speedway,1.54,paved track,11.0,11.0,48.0,Brennan Poole,DC Solar (Chip Ganassi),Chevrolet,163.0,running,0.0,26.0,0.0
