Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2023,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,1.0,21.0,Austin Hill,Bennett Transportation (Richard Childress),Chevrolet,125.0,running,39.0,58.0,6.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,7.0,20.0,John H. Nemechek,Mobil 1 (Joe Gibbs),Toyota,125.0,running,8.0,40.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,5.0,7.0,Justin Allgaier,BRANDT (JR Motorsports),Chevrolet,125.0,running,36.0,52.0,1.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,16.0,31.0,Parker Retzlaff,FUNKAWAY (Jordan Anderson),Chevrolet,125.0,running,0.0,33.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,13.0,19.0,Myatt Snider,Tree Top (Joe Gibbs),Toyota,125.0,running,0.0,33.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,9.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,125.0,running,0.0,35.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,29.0,39.0,Joe Graf Jr,Getcoverseal.com (Rod Sieg),Ford,125.0,running,0.0,30.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,22.0,38.0,Ryan Sieg,CMRroofing.com (Rod Sieg),Ford,125.0,running,0.0,29.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,3.0,0.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,125.0,running,1.0,30.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,19.0,10.0,Justin Haley,DaaBIN Store (Matthew Kaulig),Chevrolet,125.0,running,1.0,0.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,20.0,27.0,Jeb Burton,State Water Heaters (Jordan Anderson),Chevrolet,125.0,running,0.0,33.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,8.0,16.0,Chandler Smith,"Quick Tie Products, Inc. (Matthew Kaulig)",Chevrolet,125.0,running,0.0,34.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,17.0,45.0,Stefan Parsons,Clear Cryptos (Tommy Joe Martins),Chevrolet,125.0,running,0.0,24.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,11.0,9.0,Brandon Jones,Menards/Swiffer (JR Motorsports),Chevrolet,125.0,running,0.0,30.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,25.0,92.0,Josh Williams,Alloy Employer / Call 811 (Mario Gosselin),Chevrolet,125.0,running,0.0,22.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,34.0,24.0,Parker Chase,Ontivity (Sam Hunt),Toyota,125.0,running,0.0,21.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,38.0,51.0,Jeremy Clements,One Stop / All South Electric (Jeremy Clements),Chevrolet,125.0,running,0.0,20.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,36.0,53.0,Joey Gase,National Crime Prevention (Emerling-Gase Motorsports),Ford,125.0,running,0.0,19.0,0.0
2023,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,15.0,18.0,Sammy Smith,TMC (Joe Gibbs),Toyota,125.0,running,0.0,18.0,0.0
