Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2024,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,2.0,21.0,Austin Hill,Bennett Transportation (Richard Childress),Chevrolet,120.0,running,9.0,59.0,6.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,14.0,18.0,Sheldon Creed,Joe Gibbs,Toyota,120.0,running,2.0,48.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,9.0,31.0,Parker Retzlaff,FUNKAWAY (Jordan Anderson),Chevrolet,120.0,running,0.0,34.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,29.0,32.0,Jordan Anderson,Capital City Towing/Bommarito (Jordan Anderson),Chevrolet,120.0,running,6.0,33.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,19.0,81.0,Chandler Smith,Mobil 1 (Joe Gibbs),Toyota,120.0,running,1.0,32.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,11.0,98.0,Riley Herbst,Monster Energy (Stewart Haas Racing),Ford,120.0,running,8.0,35.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,8.0,20.0,John H. Nemechek,Pye Barker Fire & Safety (Joe Gibbs),Toyota,120.0,running,0.0,0.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,6.0,7.0,Justin Allgaier,BRANDT (JR Motorsports),Chevrolet,120.0,running,7.0,34.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,22.0,9.0,Brandon Jones,Menards/Swiffer (JR Motorsports),Chevrolet,120.0,running,0.0,29.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,3.0,16.0,A.J. Allmendinger,Celsius (Matthew Kaulig),Chevrolet,120.0,running,3.0,32.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,36.0,43.0,Ryan Ellis,Heartbeat Hot Sauce Co. (Tommy Joe Martins),Chevrolet,120.0,running,11.0,26.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,5.0,97.0,Shane Van Gisbergen,WeatherTech (Matthew Kaulig),Chevrolet,120.0,running,0.0,25.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,17.0,0.0,Cole Custer,Haas Automation (Stewart Haas Racing),Ford,120.0,running,6.0,31.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,34.0,29.0,Blaine Perkins,AUTOPARKIT.com (Rod Sieg),Ford,120.0,running,0.0,23.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,38.0,78.0,B.J. McLeod,Kales Truck Heavy Equipment (B.J. McLeod),Chevrolet,120.0,running,0.0,22.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,23.0,6.0,Garrett Smithley,Z&M Harley Davidson (Johnny Davis),Chevrolet,120.0,running,0.0,21.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,13.0,7.0,Patrick Emerling,"Phillips, Hunt, Walker (Bobby Dotter)",Chevrolet,120.0,running,0.0,20.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,30.0,36.0,Natalie Decker,Amped Fitness (Mario Gosselin),Chevrolet,120.0,running,7.0,19.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,33.0,44.0,Brennan Poole,Finance Pro Plus (Tommy Joe Martins),Chevrolet,120.0,running,0.0,18.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,1.0,2.0,Jesse Love,Whelen (Richard Childress),Chevrolet,120.0,running,34.0,27.0,1.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,20.0,19.0,Ryan Truex,Toyota SmartPath (Joe Gibbs),Toyota,120.0,running,0.0,22.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,31.0,39.0,Ryan Sieg,Sci Aps/Scrap University (Rod Sieg),Ford,120.0,running,12.0,21.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,12.0,8.0,Sammy Smith,Pilot Flying J (JR Motorsports),Chevrolet,119.0,running,6.0,23.0,0.0
2024,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,10.0,5.0,Anthony Alfredo,Dude Wipes (Chris Our),Chevrolet,118.0,running,0.0,20.0,0.0
