Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2019,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,10.0,16.0,Austin Hill,Chiba Toyopet (Shigeaki Hattori),Toyota,111.0,running,39.0,49.0,5.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,5.0,98.0,Grant Enfinger,Champion Power Equipment / Curb Records (Mike Curb),Ford,111.0,running,0.0,46.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,23.0,45.0,Ross Chastain,Tru North / Paul Jr. Designs (Al Niece),Chevrolet,111.0,running,0.0,0.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,14.0,20.0,Spencer Boyd,1A Auto (Randy Young),Chevrolet,111.0,running,0.0,39.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,15.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Ford,111.0,running,0.0,32.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,32.0,33.0,Josh Reaume,TheChallengesBook.com (Josh Reaume),Chevrolet,111.0,running,1.0,31.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,28.0,44.0,Timothy Peters,Friends of Jaclyn Foundation (Al Niece),Chevrolet,111.0,running,0.0,30.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,30.0,8.0,Angela Ruch,JJ Resources (Joe Nemechek),Chevrolet,111.0,running,2.0,29.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,12.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,111.0,running,0.0,34.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,7.0,52.0,Stewart Friesen,"Halmar International ""We Build America"" (Chris Larsen)",Chevrolet,108.0,crash,0.0,36.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,29.0,63.0,Bobby Gerhart,Lucas Oil (D.J. Copp),Chevrolet,105.0,crash,0.0,26.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,9.0,68.0,Clay Greenfield,Rackley Roofing (Clay Greenfield),Chevrolet,103.0,crash,0.0,29.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,2.0,17.0,David Gilliland,Fred's / Valvoline (David Gilliland),Toyota,100.0,crash,16.0,31.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,22.0,99.0,Ben Rhodes,Carolina Nut Co. / Menards (Duke Thorson),Ford,98.0,crash,11.0,31.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,13.0,12.0,Gus Dean,LG Air Conditioning Technologies (Randy Young),Chevrolet,98.0,crash,0.0,22.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,19.0,87.0,Joe Nemechek,D.A.B. Constructors (Joe Nemechek),Chevrolet,98.0,crash,0.0,21.0,0.0
2019,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,6.0,2.0,Sheldon Creed,United Rentals / A.M. Ortega (Maury Gallagher),Chevrolet,98.0,crash,21.0,30.0,1.0
