Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,1.0,16.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,80.0,15750.0,running,30.0,180.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,2.0,3.0,5.0,Terry Labonte,DuPont Refinishes (Rick Hendrick),Chevrolet,80.0,12700.0,running,24.0,170.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,3.0,2.0,52.0,Ken Schrader,AC Delco (Ken Schrader),Chevrolet,80.0,6850.0,running,0.0,165.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,4.0,5.0,30.0,Joe Bessey,Taylor Togs (Grier Lackey),Dodge,80.0,3700.0,running,0.0,160.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,5.0,9.0,7.0,Geoffrey Bodine,Exide Batteries (Geoffrey Bodine),Ford,80.0,3700.0,running,0.0,155.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,6.0,15.0,31.0,Jack Sprague,Performance Race Cars USA (Bruce Griffin),Chevrolet,80.0,2900.0,running,0.0,150.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,7.0,17.0,98.0,Butch Miller,Raybestos Brakes (Jim Herrick),Ford,80.0,2850.0,running,0.0,146.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,8.0,7.0,84.0,Joe Ruttman,Coca-Cola Classic (Mark Simo),Ford,80.0,2800.0,running,0.0,142.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,9.0,1.0,16.0,"Ron Hornaday, Jr.","RCCA Products (Dale Earnhardt, Inc.)",Chevrolet,80.0,2750.0,running,26.0,138.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,10.0,4.0,18.0,"Johnny Benson, Jr.",Hella Lights / Performance Friction (Kurt Roehrig),Chevrolet,80.0,2900.0,running,0.0,134.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,11.0,10.0,24.0,Scott Lagasse,DuPont Refinishes (Rick Hendrick),Chevrolet,80.0,2650.0,running,0.0,130.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,12.0,13.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,80.0,2600.0,running,0.0,127.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,13.0,32.0,89.0,John Nemechek,Redding Race Cars (John Redding),Chevrolet,80.0,2550.0,running,0.0,124.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,14.0,11.0,8.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,80.0,2500.0,running,0.0,121.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,15.0,20.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,80.0,2450.0,running,0.0,118.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,16.0,14.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,80.0,2400.0,running,0.0,115.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,17.0,12.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,80.0,2300.0,running,0.0,112.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,18.0,21.0,3.0,Tommy Archer,Archer Motorsports (Tommy Archer),Ford,80.0,2200.0,running,0.0,109.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,19.0,22.0,51.0,Kerry Teague,Pro Cal (Jim Rosenblum),Chevrolet,80.0,2100.0,running,0.0,106.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,20.0,18.0,74.0,Gary Collins,Mesa Marin Raceway (Marion Collins),Chevrolet,79.0,2075.0,running,0.0,103.0
1995,1,Phoenix,Phoenix International Raceway,1.0,paved track,21.0,6.0,25.0,Roger Mears,Budweiser (Rick Hendrick),Chevrolet,79.0,1825.0,running,0.0,100.0
