Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,1.0,10.0,2.0,Mike Wallace,Team ASE / Ultra Wheels (Jim Smith),Ford,172.0,51125.0,running,43.0,180.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,2.0,17.0,66.0,Mike Stefanik,Carlin Burners & Controls (Dale Phelon),Ford,172.0,27375.0,running,0.0,170.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,3.0,2.0,86.0,Stacy Compton,Royal Crown Cola / Publix (David Hodson),Dodge,172.0,23225.0,running,1.0,170.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,4.0,14.0,16.0,"Ron Hornaday, Jr.","NAPA Auto Parts / NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,172.0,14775.0,running,24.0,165.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,5.0,19.0,60.0,Andy Houston,CAT Rental Stores (Mike Addington),Chevrolet,172.0,16125.0,running,0.0,155.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,6.0,8.0,31.0,Kevin Cywinski,Auto Trim Design (Bob Brevak),Ford,172.0,11375.0,running,0.0,150.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,7.0,21.0,52.0,Scott Hansen,Oakwood Homes (Ken Schrader),Chevrolet,172.0,11475.0,running,0.0,146.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,8.0,18.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,172.0,11725.0,running,0.0,142.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,9.0,15.0,18.0,Butch Miller,Dana Corporation (Bobby Hamilton Racing),Dodge,172.0,11525.0,running,0.0,138.0
1999,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,10.0,13.0,6.0,Rick Carelli,RE/MAX International (Marshall Chesrown),Chevrolet,172.0,12250.0,running,0.0,134.0
