Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,1.0,10.0,7.0,Dave Rezendes,QVC (Geoffrey Bodine),Ford,167.0,44550.0,running,42.0,180.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,2.0,7.0,24.0,Jack Sprague,Quaker State (Rick Hendrick),Chevrolet,167.0,22125.0,running,15.0,170.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,3.0,4.0,16.0,"Ron Hornaday, Jr.","NAPA Brake Parts (Dale Earnhardt, Inc.)",Chevrolet,167.0,17725.0,running,27.0,165.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,4.0,3.0,94.0,"Ron Barfield, Jr.",Super 8 Motel (Bill Elliott),Ford,167.0,12250.0,running,0.0,160.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,5.0,26.0,44.0,Bryan Reffner,1-800-COLLECT (Mark Simo),Ford,167.0,11100.0,running,0.0,155.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,6.0,29.0,27.0,Terry McCarthy,B & R Racing (Cheryl Cox),Chevrolet,167.0,10025.0,running,0.0,150.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,7.0,24.0,8.0,John Nemechek,Chek Racing (John Nemechek),Chevrolet,167.0,10600.0,running,0.0,146.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,8.0,21.0,42.0,Jay Sauter,Team Sabco (Felix Sabates),Chevrolet,166.0,9150.0,running,0.0,142.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,9.0,31.0,0.0,Frank Kimmel,Black Tip Racing (Andy Campbell),Chevrolet,166.0,9050.0,running,0.0,138.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,10.0,23.0,21.0,Doug George,Ortho Lawn & Garden Care (Jim Venable),Ford,166.0,9525.0,running,0.0,134.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,11.0,36.0,31.0,Bob Brevak,Scaffidi Mack (Bob Brevak),Ford,166.0,9800.0,running,0.0,130.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,12.0,27.0,64.0,Michael Dokken,Clearwater Linen (Wayne Dokken),Chevrolet,166.0,9550.0,running,0.0,127.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,13.0,32.0,49.0,"Rodney Combs, Jr.",Comfrey Corners Store (Susan Combs),Chevrolet,165.0,8450.0,running,0.0,124.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,14.0,28.0,92.0,Charlie Cragan,SKB Racing (Raymond Scanlan),Chevrolet,165.0,8350.0,running,0.0,121.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,15.0,30.0,14.0,Butch Gilliland,Part Source (Bill Stroppe),Ford,164.0,8650.0,running,0.0,118.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,16.0,20.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,164.0,9150.0,running,0.0,115.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,17.0,35.0,51.0,Ritchie Petty,Rosenblum Racing (Jim Rosenblum),Chevrolet,164.0,8050.0,running,0.0,112.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,18.0,18.0,19.0,Lance Norick,Macklanburg-Duncan (Walker Evans),Dodge,163.0,7950.0,running,0.0,109.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,19.0,6.0,80.0,Joe Ruttman,J.R.'s Garage (Jack Roush),Ford,155.0,8850.0,running,0.0,106.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,20.0,2.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,155.0,10050.0,running,74.0,103.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,21.0,11.0,43.0,Rich Bickle,Cummins Engines (Petty Enterprises),Dodge,154.0,7550.0,running,0.0,100.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,22.0,34.0,81.0,Jerry Glanville,Executive Sports Management (Jerry Glanville),Ford,149.0,8350.0,running,0.0,97.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,23.0,15.0,75.0,Bobby Gill,Spears Manufacturing (Wayne Spears),Chevrolet,148.0,7150.0,engine,0.0,94.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,24.0,13.0,98.0,Butch Miller,Raybestos (Jim Herrick),Ford,148.0,7950.0,running,0.0,91.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,25.0,14.0,77.0,Scott Lagasse,Doran Racing (Kevin Doran),Chevrolet,130.0,7750.0,running,0.0,88.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,26.0,5.0,30.0,Jimmy Hensley,Mopar Performance (Grier Lackey),Dodge,128.0,6750.0,engine,0.0,85.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,27.0,9.0,2.0,Mike Bliss,Team ASE / Ultra Wheels (Jim Smith),Ford,116.0,6550.0,running,0.0,82.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,28.0,22.0,20.0,Walker Evans,Dana / Perfect Circle (Walker Evans),Dodge,113.0,7350.0,suspension,0.0,79.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,29.0,19.0,12.0,Dave Smith,Blake Racing (Bob Blake),Chevrolet,109.0,6100.0,engine,0.0,76.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,30.0,12.0,17.0,Bill Sedgwick,Sears DieHard (Darrell Waltrip),Chevrolet,97.0,6750.0,engine,0.0,73.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,31.0,33.0,37.0,Bob Strait,Petron Plus (Jim Spicuzza),Ford,89.0,5750.0,engine,0.0,70.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,32.0,17.0,29.0,Bob Keselowski,Winnebago (Ron Keselowski),Dodge,84.0,5750.0,engine,0.0,67.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,33.0,1.0,7.0,Geoffrey Bodine,QVC (Geoffrey Bodine),Ford,83.0,6750.0,crash,9.0,64.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,34.0,16.0,65.0,Kenny Allen,ONSAT / TV Plus (Kenny Allen),Chevrolet,82.0,5750.0,crash,0.0,61.0
1996,1,Homestead,Miami-Dade Homestead Motorsports Complex,1.5,paved track,35.0,25.0,71.0,Rick Markle,RME Racing (Del Markle),Chevrolet,54.0,4750.0,crash,0.0,58.0
